EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Corner3PctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,HeaveAttempts,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Travels,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffCorner3ReboundPct,PtsUnassisted3s,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Arc3PctBlocked,on
248,1610612755,George Lynch,George Lynch,248,PHI,11399.0,190,-12,343,350,76,73,55,693,13.0,17.0,16.0,2.0,12.0,22,45,8.0,52,361,9.0,13.0,,18.0,5.0,7.0,2.0,12,24.0,20.0,6.0,10.0,1.0,11.0,1.0,,7.0,2.0,1.0,23.0,13.0,18,26,16.0,42,6.0,1.0,4.0,5.0,1.0,11.0,1.0,,8.0,27,10.0,5.0,,12,76,2.0,0.5454545454545454,0.75,0.4888888888888889,0.6923076923076923,0.7142857142857143,0.4782608695652174,0.6923076923076923,0.7142857142857143,0.5098039215686274,0.6923076923076923,0.75,0.13333333333333333,0.11764705882352941,0.1875,15.346534653465346,0.5454545454545454,0.12080536912751678,0.08074534161490683,0.12105263157894737,0.08791208791208792,0.15384615384615385,0.125,0.14516129032258066,0.09523809523809523,0.3695652173913043,0.7647058823529411,0.8666666666666667,0.38461538461538464,0.34782608695652173,0.2608695652173913,0.16666666666666666,0.18181818181818182,1.0,0.391304347826087,0.4680510869565217,0.5209,0.5313857142857142,0.09803921568627451,0.1,0.34615384615384615,0.23076923076923078,8.262222222222222,0.22157434402332363,7.0,9.0,3.0,3.0,7.0,,,,,,1.0,,,,,1.0,,,,,,12.0,1.0,,,3.0,5.0,3.0,1.0,12.0,6.0,6.0,2.0,3.0,2.0,,2.0,2.0,,,2.0,,,,,,,0.021739130434782608,,,0.3333333333333333,0.12195121951219512,0.14285714285714285,0.109375,0.028169014084507043,0.23076923076923078,0.06666666666666667,0.2727272727272727,0.05555555555555555,,0.4375,0.5384615384615384,0.7142857142857143,,,,,0.021739130434782608,,,,0.6923076923076923,0.7777777777777778,,,,,0.42857142857142855,1.0,,,,26.4,,,,,,,,,,0.08333333333333333,,,,,,,,,1.0,,,,,,,True
761,1610612755,Matt Geiger,Matt Geiger,761,PHI,2960.0,49,-7,99,95,35,40,17,194,,,8.0,6.0,7.0,10,15,4.0,24,105,1.0,3.0,,2.0,3.0,4.0,2.0,8,20.0,,,3.0,,3.0,,,2.0,1.0,,6.0,2.0,1,2,2.0,4,2.0,,,1.0,,3.0,1.0,1.0,5.0,10,4.0,2.0,,8,35,2.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.75,0.6666666666666666,0.3333333333333333,0.75,0.7058823529411765,0.3333333333333333,0.8,,,,16.80672268907563,0.6666666666666666,0.03125,0.044444444444444446,0.023809523809523808,0.038461538461538464,,,0.045454545454545456,,,,,,0.5333333333333333,0.4666666666666667,0.8571428571428571,0.8571428571428571,1.0,,0.36794,0.3661,0.3534,0.11764705882352941,0.11764705882352941,0.08333333333333333,0.3333333333333333,14.26,0.35353535353535354,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,3.0,1.0,,,,,,,,,,,,,,,,0.125,,,,0.125,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1563,1610612755,Kevin Ollie,Kevin Ollie,1563,PHI,2397.0,40,-3,84,86,67,66,8,170,1.0,3.0,3.0,,2.0,2,8,8.0,12,91,1.0,1.0,1.0,3.0,1.0,5.0,7.0,9,,4.0,1.0,5.0,3.0,8.0,2.0,1.0,2.0,1.0,2.0,19.0,1.0,1,2,1.0,3,2.0,1.0,2.0,1.0,,3.0,,3.0,1.0,6,8.0,4.0,1.0,9,67,3.0,,,0.25,1.0,0.2,0.25,1.0,0.2,0.5454545454545454,1.5,0.5625,0.125,,0.3333333333333333,14.73684210526316,0.6666666666666666,0.043478260869565216,0.041666666666666664,0.058823529411764705,0.03333333333333333,0.16666666666666666,,0.08333333333333333,,0.375,0.3333333333333333,0.3333333333333333,,0.375,0.25,,,,0.375,0.43762500000000004,0.6213,0.45855999999999997,0.4,0.4,0.25,0.75,6.7375,0.7976190476190477,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,0.09090909090909091,,,,,0.1111111111111111,,,,0.3333333333333333,0.5,,,,,,,,,,1.0,1.0,,,,,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1908,1610612755,Jumaine Jones,Jumaine Jones,1908,PHI,3949.0,66,-3,132,128,78,64,24,260,3.0,4.0,4.0,1.0,5.0,4,13,4.0,18,142,1.0,1.0,2.0,4.0,1.0,5.0,2.0,7,4.0,4.0,1.0,2.0,,2.0,,,2.0,,,4.0,5.0,1,4,5.0,9,1.0,,1.0,,,1.0,,,3.0,3,4.0,1.0,1.0,7,78,,0.5,0.6666666666666666,0.3076923076923077,1.0,0.2,0.3888888888888889,1.0,0.3125,0.45,1.0,0.3888888888888889,0.07692307692307693,0.25,,13.291139240506329,1.0,0.027777777777777776,0.09615384615384616,0.041666666666666664,0.08196721311475409,0.2,,0.06666666666666667,,0.2222222222222222,0.75,1.0,0.3333333333333333,0.2222222222222222,0.2777777777777778,0.2,0.2,1.0,0.5,0.43820882352941176,0.4239,0.43509999999999993,0.05263157894736842,0.07142857142857142,0.2222222222222222,0.3888888888888889,9.815384615384614,0.5909090909090909,1.0,1.0,1.0,1.0,,2.0,2.0,,,,3.0,,,2.0,2.0,5.0,,,1.0,3.0,6.0,2.0,2.0,,,,1.0,2.0,,1.0,1.0,,,,,,3.0,1.0,,2.0,3.0,3.0,1.0,0.4,,0.3333333333333333,0.5,0.2777777777777778,,,0.5,0.08333333333333333,,0.09523809523809523,0.047619047619047616,,0.1111111111111111,,,1.0,,,,0.1111111111111111,1.0,1.0,1.0,0.16666666666666666,,,,1.0,1.0,,,,,0.125,1.0,0.25,,,30.679999999999996,,,,1.0,1.0,,1.0,,,,,,0.125,1.0,,,,,,,,,,,,False
1928,1610612755,Todd MacCulloch,Todd MacCulloch,1928,PHI,4223.0,70,-14,134,134,73,70,19,268,13.0,16.0,9.0,,,16,25,4.0,36,152,5.0,10.0,1.0,11.0,8.0,13.0,3.0,19,22.0,10.0,6.0,1.0,,1.0,,,1.0,,,2.0,11.0,6,7,11.0,18,2.0,,1.0,1.0,,3.0,,3.0,5.0,11,6.0,3.0,,19,73,4.0,0.6875,0.8461538461538461,0.64,0.5,0.6153846153846154,0.64,0.5,0.6153846153846154,0.6428571428571429,0.5,0.6333333333333333,0.24,0.0625,0.5555555555555556,19.375,0.6666666666666666,0.17647058823529413,0.1864406779661017,0.11320754716981132,0.16923076923076924,0.4375,0.21428571428571427,,0.3,0.64,0.8125,0.8666666666666667,0.6153846153846154,0.36,,,,,0.64,0.518348,0.5572600000000001,0.5070230769230769,0.10714285714285714,0.10714285714285714,0.3055555555555556,0.5277777777777778,2.2880000000000003,0.5447761194029851,5.0,7.0,6.0,7.0,3.0,,,,,,,,,,,,,,,,,6.0,,,,,,1.0,1.0,,,,1.0,2.0,,,2.0,1.0,,1.0,2.0,1.0,,,,,,,,,0.14285714285714285,,,0.09090909090909091,0.09523809523809523,,,,0.3333333333333333,0.5,0.3333333333333333,0.75,1.0,,,,,,,,,0.7,0.7142857142857143,,,,,0.5384615384615384,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,False
1934,1610612755,Rodney Buford,Rodney Buford,1934,PHI,1873.0,31,10,70,59,53,31,9,129,1.0,1.0,2.0,1.0,6.0,3,9,,9,54,1.0,1.0,,2.0,3.0,9.0,,9,4.0,2.0,,3.0,,3.0,,,,3.0,,6.0,1.0,1,3,1.0,4,,,,1.0,,1.0,,1.0,2.0,3,,,,9,53,,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,0.375,0.3333333333333333,0.4090909090909091,0.375,0.3333333333333333,0.4090909090909091,,,,16.25,,0.06666666666666667,0.038461538461538464,0.125,0.03125,,,0.14285714285714285,,0.08333333333333333,1.0,1.0,1.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.4205958333333333,0.516075,0.4063727272727272,,,0.2222222222222222,1.0,12.655555555555557,0.7571428571428571,,,1.0,1.0,1.0,,,,,1.0,3.0,2.0,1.0,2.0,1.0,3.0,,2.0,1.0,2.0,3.0,2.0,3.0,1.0,,,2.0,,,4.0,2.0,2.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.25,,,,0.2222222222222222,,0.14285714285714285,,,0.2857142857142857,,,1.0,0.5,0.5,,,,,,0.25,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.6666666666666666,0.09090909090909091,1.0,0.18181818181818182,0.5,0.3333333333333333,24.799999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,False
1952,1610612755,Raja Bell,Raja Bell,1952,PHI,1669.0,28,3,56,63,44,48,6,119,1.0,2.0,,1.0,2.0,2,4,1.0,5,63,,,,,2.0,3.0,1.0,5,,4.0,,2.0,,2.0,,,2.0,,,4.0,,1,3,,3,,,,,,,,,1.0,3,1.0,1.0,,5,44,1.0,,,0.5,,0.6666666666666666,0.2857142857142857,,0.3333333333333333,0.35714285714285715,,0.4166666666666667,,,,11.290322580645162,,0.0625,,0.08,,,,0.14285714285714285,,0.2857142857142857,0.5,0.5,,,0.2857142857142857,0.5,0.5,,0.7142857142857143,0.4231416666666667,0.2364,0.43515,0.14285714285714285,0.25,,1.0,9.6,0.7857142857142857,,,1.0,2.0,,,1.0,,,,2.0,1.0,,2.0,,3.0,,1.0,,3.0,,,1.0,,,,1.0,1.0,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,0.42857142857142855,,,0.2,0.1111111111111111,,,,,,0.3333333333333333,,,,,,0.14285714285714285,,,,0.2857142857142857,,,,,,,,,1.0,0.3333333333333333,0.5,0.3333333333333333,,,41.86666666666667,,,,,1.0,,1.0,,,,,,0.16666666666666666,,,,,,,,,,,,,False
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,5230.0,87,-35,172,161,78,80,30,333,2.0,6.0,4.0,4.0,13.0,7,23,14.0,43,209,2.0,3.0,1.0,8.0,1.0,6.0,10.0,18,4.0,10.0,2.0,7.0,1.0,8.0,,1.0,2.0,3.0,2.0,17.0,5.0,4,11,5.0,16,4.0,1.0,2.0,2.0,,6.0,,3.0,1.0,5,16.0,5.0,3.0,18,78,2.0,0.2857142857142857,0.3333333333333333,0.30434782608695654,0.6666666666666666,0.16666666666666666,0.4264705882352941,0.875,0.3076923076923077,0.5119047619047619,0.8,0.47368421052631576,0.08695652173913043,,0.25,22.641509433962263,0.6666666666666666,0.08695652173913043,0.0641025641025641,0.15151515151515152,0.05434782608695652,0.08333333333333333,,0.11764705882352941,0.13333333333333333,0.17647058823529413,0.3333333333333333,0.3333333333333333,,0.11764705882352941,0.38235294117647056,0.3076923076923077,0.3333333333333333,0.5,0.5,0.4064014705882353,0.5523125,0.39325000000000004,0.1282051282051282,0.17857142857142858,0.18604651162790697,0.4186046511627907,12.52173913043478,0.45348837209302323,2.0,3.0,,3.0,1.0,1.0,4.0,1.0,1.0,4.0,7.0,,2.0,4.0,5.0,11.0,1.0,1.0,2.0,7.0,15.0,2.0,7.0,4.0,,,6.0,1.0,1.0,4.0,3.0,1.0,2.0,,1.0,,,,,,,,1.0,0.45454545454545453,1.0,0.2857142857142857,0.45454545454545453,0.3235294117647059,,,0.1111111111111111,0.3,,0.11538461538461539,,,0.26666666666666666,0.4,0.05555555555555555,,0.25,0.3333333333333333,,0.11764705882352941,0.25,0.25,1.0,0.20588235294117646,0.5714285714285714,0.5714285714285714,1.0,0.75,0.6666666666666666,0.25,1.0,1.0,,0.23076923076923078,,0.3076923076923077,0.5,0.5714285714285714,25.436363636363637,,,,,3.0,,,,,0.07692307692307693,,,0.23076923076923078,,,,,,,,,,,,,False
248,1610612755,George Lynch,George Lynch,248,PHI,1886.0,31,-25,58,60,30,30,9,118,,1.0,2.0,,1.0,2,4,1.0,5,79,1.0,3.0,,2.0,,,1.0,1,2.0,2.0,,1.0,,1.0,,,1.0,,,2.0,4.0,3,5,4.0,9,,,,2.0,,2.0,,,2.0,3,4.0,1.0,1.0,1,30,,0.5,0.5,0.5,0.3333333333333333,,0.5,0.3333333333333333,,0.4166666666666667,0.3333333333333333,0.5,,,,10.95890410958904,,0.2727272727272727,0.12903225806451613,0.2631578947368421,0.11764705882352941,,0.5,0.2,0.25,0.25,,,,0.5,0.25,,,,0.25,0.45594999999999997,0.45616666666666666,,0.2,0.2,0.4,0.2,8.8,0.5172413793103449,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,0.25,,0.2,0.125,,0.2,0.3333333333333333,,,1.0,1.0,0.5,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,False
727,1610612755,Eric Snow,Eric Snow,727,PHI,4387.0,73,-17,145,136,61,61,27,281,3.0,4.0,6.0,1.0,6.0,6,16,5.0,17,159,2.0,3.0,3.0,7.0,,6.0,3.0,3,6.0,6.0,1.0,9.0,5.0,14.0,4.0,1.0,3.0,3.0,3.0,33.0,2.0,3,6,4.0,10,4.0,2.0,2.0,2.0,,6.0,,1.0,1.0,6,9.0,4.0,1.0,3,61,2.0,0.5,0.6,0.375,0.6666666666666666,,0.3333333333333333,0.6666666666666666,,0.38636363636363635,0.7,0.15,0.0625,,0.16666666666666666,15.64245810055866,0.6666666666666666,0.07317073170731707,0.03076923076923077,0.0967741935483871,0.05063291139240506,0.07692307692307693,0.07142857142857142,0.14285714285714285,,0.2222222222222222,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,,0.3333333333333333,0.3653305555555556,0.4707,0.2692,0.19047619047619047,0.21052631578947367,0.4117647058823529,0.17647058823529413,10.225,0.4206896551724138,1.0,1.0,,1.0,2.0,,,,,,2.0,,,1.0,,2.0,,,,1.0,,2.0,2.0,,,2.0,3.0,,,3.0,,3.0,2.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,0.1111111111111111,,,,0.14285714285714285,0.14285714285714285,0.045454545454545456,,0.09090909090909091,0.1875,,,1.0,0.3333333333333333,0.4,1.0,,,,,0.1111111111111111,,,,0.3333333333333333,1.0,,,,,0.14285714285714285,,0.14285714285714285,,,30.75,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,False
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,5830.0,97,-23,186,180,75,83,34,366,5.0,13.0,14.0,11.0,26.0,21,53,16.0,79,232,,2.0,5.0,8.0,7.0,20.0,11.0,34,14.0,28.0,6.0,5.0,2.0,7.0,1.0,1.0,2.0,1.0,2.0,16.0,1.0,3,5,2.0,7,2.0,,,1.0,,3.0,,,,4,22.0,5.0,4.0,34,75,1.0,0.3333333333333333,0.3333333333333333,0.39622641509433965,,0.35,0.45652173913043476,0.375,0.42592592592592593,0.5064102564102564,0.6666666666666666,0.5,0.11320754716981132,0.15384615384615385,0.21428571428571427,34.91379310344828,0.6666666666666666,0.0625,0.012048192771084338,0.07246376811594203,0.02,0.045454545454545456,0.07142857142857142,0.10526315789473684,,0.18840579710144928,0.38461538461538464,0.45454545454545453,0.4,0.2028985507246377,0.37681159420289856,0.4230769230769231,0.44,0.36363636363636365,0.42028985507246375,0.4313239130434784,0.4117,0.3988740740740741,0.08108108108108109,0.08771929824561403,0.10126582278481013,0.43037974683544306,11.673584905660379,0.4032258064516129,,,2.0,4.0,5.0,1.0,2.0,,,6.0,14.0,2.0,3.0,7.0,7.0,16.0,1.0,2.0,3.0,7.0,12.0,,14.0,6.0,,1.0,2.0,,1.0,5.0,5.0,,2.0,,1.0,1.0,1.0,1.0,,,1.0,,0.5714285714285714,0.4375,0.5,0.42857142857142855,0.4375,0.2318840579710145,,,,0.09523809523809523,0.058823529411764705,,,0.07692307692307693,0.13333333333333333,,0.02857142857142857,,0.35714285714285715,0.45454545454545453,0.2,0.028985507246376812,0.5,0.5,1.0,0.2028985507246377,0.42857142857142855,0.42857142857142855,0.5,,,,,,0.5,0.14814814814814814,0.5,0.25925925925925924,0.42857142857142855,0.42857142857142855,26.362499999999994,,,,,,1.0,,2.0,1.0,0.038461538461538464,0.5,1.0,,,0.058823529411764705,,,,,,9.0,,,,,False
238,1610612755,Tyrone Hill,Tyrone Hill,238,PHI,3769.0,63,-15,111,120,36,56,18,231,5.0,6.0,10.0,2.0,2.0,10,18,4.0,24,144,5.0,6.0,2.0,12.0,3.0,4.0,,6,12.0,8.0,1.0,1.0,,1.0,,,1.0,,,2.0,4.0,8,12,5.0,17,2.0,,2.0,2.0,,4.0,1.0,2.0,4.0,9,9.0,5.0,1.0,6,36,1.0,0.6,1.0,0.5555555555555556,0.8333333333333334,0.75,0.5263157894736842,0.8333333333333334,0.6,0.5454545454545454,1.0,0.42857142857142855,0.05555555555555555,,0.1,19.25925925925926,0.5,0.20512820512820512,0.08333333333333333,0.16666666666666666,0.09090909090909091,0.14285714285714285,0.2222222222222222,0.26666666666666666,0.13333333333333333,0.3157894736842105,0.8333333333333334,0.8333333333333334,0.4,0.5263157894736842,0.10526315789473684,1.0,1.0,1.0,0.3684210526315789,0.45357222222222227,0.52215,0.4643,0.23809523809523808,0.25,0.5,0.25,6.388888888888889,0.32432432432432434,4.0,4.0,1.0,2.0,3.0,,,,,,1.0,,,1.0,,1.0,,,,1.0,,8.0,,,,1.0,1.0,3.0,,2.0,,2.0,,2.0,2.0,3.0,2.0,2.0,,,2.0,,,,,,,0.05263157894736842,,,0.42857142857142855,0.06666666666666667,0.14285714285714285,0.1,,0.2,,0.3333333333333333,,,0.3,0.3333333333333333,0.6666666666666666,,,,,0.05263157894736842,,,,0.6666666666666666,1.0,,,,,0.4,0.5,0.2,,,60.6,,,0.25,,,,1.0,,,,,,,,,,,,,,,,,,,False
761,1610612755,Matt Geiger,Matt Geiger,761,PHI,3017.0,50,2,92,88,25,31,16,180,3.0,6.0,4.0,1.0,4.0,7,14,,14,105,2.0,4.0,,4.0,2.0,3.0,,4,10.0,4.0,2.0,3.0,1.0,4.0,1.0,,,1.0,2.0,9.0,6.0,5,6,8.0,14,1.0,,,1.0,,2.0,,1.0,8.0,20,,,,4,25,3.0,0.7142857142857143,1.0,0.5,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.14285714285714285,0.16666666666666666,0.25,14.035087719298247,0.5,0.16129032258064516,0.15384615384615385,0.14634146341463414,0.16666666666666666,0.375,,0.2857142857142857,0.09090909090909091,0.42857142857142855,0.5,0.6,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.25,0.25,1.0,0.42857142857142855,0.47782857142857144,0.599125,0.4623,,,0.2857142857142857,0.2857142857142857,7.978571428571429,0.2717391304347826,2.0,4.0,,1.0,3.0,,,,,,,,,,,,,,,,,4.0,,,,2.0,1.0,,,2.0,,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,0.1,0.2222222222222222,0.25,,0.25,,0.3333333333333333,,,0.75,1.0,1.0,,,,,,,,,1.0,0.5,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
