EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFG2M,PenaltyFG2M,PtsPutbacks,FTOffRebounds,DefThreePtRebounds,SelfOReb,Steals,BadPassSteals,Loose Ball Fouls,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,OffFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,FG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,LostBallSteals,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,BlockedLongMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceArc3FGM,Fg3aBlocked,Technical Free Throw Trips,Blocked3s,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,HeaveAttempts,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Travels,BlockedArc3,SecondChanceAtRimPctAssisted,BadPassOutOfBoundsTurnovers,on,3SecondViolations,LongMidRangePctBlocked,SecondChanceArc3PctAssisted
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,2548.0,42,17,86,85,32,34,12,171,3.0,10,5.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,16,1.0,14.0,22.0,86,6.0,2.0,2.0,6.0,1.0,8.0,8.0,6.0,2.0,1.0,3.0,4.0,2.0,6.0,2.0,3.0,1.0,14.0,1.0,4.0,4.0,5.0,9.0,5.0,14.0,4.0,2.0,1.0,2.0,5,1.0,4.0,5,1.0,16.0,5.0,3.0,3.0,2.0,1.0,3.0,2.0,8.0,32,0.75,0.75,0.25,0.23529411764705882,0.44,0.14285714285714285,0.36363636363636365,0.058823529411764705,0.1875,0.2,0.25,29.41176470588235,0.8,0.7142857142857143,0.17391304347826086,0.12903225806451613,0.14285714285714285,0.12903225806451613,0.13157894736842105,0.14285714285714285,0.21428571428571427,0.3333333333333333,0.125,0.3,0.6666666666666666,0.5882352941176471,0.3,0.375,1.0,0.23529411764705882,0.25,0.3333333333333333,0.11764705882352941,0.058823529411764705,0.8333333333333334,0.42857142857142855,0.14285714285714285,0.6470588235294118,0.4870441176470588,0.5048999999999999,0.4707357142857143,0.22727272727272727,0.23809523809523808,0.09090909090909091,0.36363636363636365,3.75,25.3,0.37209302325581395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1513,1610612758,Scot Pollard,Scot Pollard,1513,SAC,4818.0,80,-9,156,154,37,42,33,310,8.0,14,11.0,2.0,1.0,3.0,1.0,,,9.0,18,,3.0,21.0,143,12.0,2.0,14.0,3.0,,1.0,3.0,6.0,12.0,,2.0,,1.0,1.0,1.0,,,3.0,,14.0,9.0,5.0,16.0,15.0,31.0,1.0,,2.0,1.0,3,1.0,11.0,17,2.0,5.0,3.0,,6.0,1.0,5.0,6.0,5.0,3.0,37,0.3333333333333333,1.0,0.5,0.5,0.525,0.5,0.5,,0.1111111111111111,0.07142857142857142,0.3333333333333333,11.5,0.3333333333333333,0.5555555555555556,0.14516129032258066,0.15053763440860216,,0.14285714285714285,0.1320754716981132,0.18181818181818182,0.12121212121212122,,0.10526315789473684,0.18181818181818182,0.8333333333333334,0.7777777777777778,0.5714285714285714,0.6153846153846154,0.25,0.16666666666666666,0.3333333333333333,0.5,0.05555555555555555,,0.9166666666666666,0.6666666666666666,,0.7777777777777778,0.5062,0.5412666666666667,0.5423,0.15,0.15,0.6666666666666666,0.14285714285714285,1.9222222222222223,,0.23717948717948717,6.0,6.0,1.0,12.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.25,0.13333333333333333,0.14814814814814814,0.14285714285714285,0.18181818181818182,0.2857142857142857,1.0,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,6549.0,109,-11,215,213,52,65,40,428,3.0,4,,2.0,4.0,5.0,13.0,2.0,,12.0,22,9.0,6.0,39.0,210,2.0,2.0,4.0,5.0,1.0,2.0,8.0,6.0,18.0,2.0,,4.0,4.0,8.0,2.0,3.0,,20.0,,1.0,11.0,,14.0,1.0,15.0,2.0,1.0,1.0,1.0,3,1.0,6.0,9,,8.0,3.0,1.0,,,,,,8.0,52,0.25,0.25,0.5454545454545454,0.532258064516129,0.5571428571428572,0.5,0.5,0.2903225806451613,,,,14.285714285714285,0.6666666666666666,,0.14102564102564102,0.009259259259259259,,0.14285714285714285,0.007633587786259542,,0.022727272727272728,,0.19230769230769232,0.1,,0.12903225806451613,0.75,0.75,0.3333333333333333,0.16129032258064516,0.8,0.8,0.41935483870967744,0.06451612903225806,,0.3333333333333333,,0.41935483870967744,0.46893709677419354,0.4505333333333333,0.44685,0.08823529411764706,0.12,0.10256410256410256,0.20512820512820512,12.322727272727274,23.433333333333334,0.24186046511627907,,1.0,3.0,,,3.0,,3.0,2.0,,,0.5,0.6,0.3333333333333333,0.5,,0.15,,0.13636363636363635,0.2,,,,1.0,5.0,1.0,7.0,1.0,1.0,2.0,3.0,1.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.38461538461538464,0.38461538461538464,0.4,0.22580645161290322,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,8434.0,141,-3,280,277,93,116,46,557,1.0,5,1.0,2.0,3.0,8.0,19.0,8.0,4.0,12.0,32,14.0,12.0,60.0,289,5.0,2.0,9.0,7.0,6.0,8.0,29.0,2.0,22.0,8.0,4.0,9.0,2.0,11.0,1.0,6.0,3.0,24.0,2.0,5.0,17.0,,21.0,7.0,28.0,5.0,2.0,1.0,3.0,6,3.0,9.0,18,1.0,12.0,2.0,4.0,1.0,,,1.0,1.0,29.0,93,0.08333333333333333,0.09090909090909091,0.375,0.5217391304347826,0.5769230769230769,0.5625,0.8529411764705882,0.30434782608695654,0.125,0.4,0.25,17.008797653958943,0.8333333333333334,,0.17894736842105263,0.03875968992248062,0.07692307692307693,0.1721311475409836,0.04516129032258064,0.045454545454545456,0.061224489795918366,0.07142857142857142,0.12903225806451613,0.16216216216216217,1.0,0.10869565217391304,0.2,0.3333333333333333,,0.17391304347826086,0.375,0.5,0.41304347826086957,0.17391304347826086,0.14285714285714285,0.15384615384615385,0.3076923076923077,0.41304347826086957,0.44443586956521747,0.41445999999999994,0.45276538461538457,0.041666666666666664,0.058823529411764705,0.15,0.48333333333333334,13.484375000000002,24.45,0.33214285714285713,,2.0,3.0,2.0,,4.0,1.0,3.0,1.0,,,0.4,0.42857142857142855,0.5,0.8076923076923077,,0.14814814814814814,,0.25925925925925924,0.15,0.045454545454545456,,,1.0,8.0,3.0,6.0,1.0,2.0,5.0,8.0,2.0,21.0,5.0,1.0,,2.0,,2.0,0.875,0.5714285714285714,0.5714285714285714,0.42105263157894735,0.42105263157894735,0.125,0.13043478260869565,0.5,0.5,1.0,0.625,0.625,0.8,0.14285714285714285,0.5,0.15384615384615385,0.625,1.0,2.0,1.0,3.0,1.0,5.0,3.0,1.0,0.5,0.8333333333333334,0.08333333333333333,0.14285714285714285,1.0,1.0,0.14285714285714285,1.0,0.75,,,,,,,,,,,,,,,,,,True,,,
468,1610612758,Jon Barry,Jon Barry,468,SAC,1792.0,30,-15,58,61,10,26,12,119,1.0,2,,,1.0,2.0,2.0,1.0,,2.0,6,4.0,,7.0,70,,,,,1.0,,,4.0,,1.0,1.0,2.0,,2.0,,2.0,,4.0,,2.0,,,,2.0,2.0,1.0,1.0,,,1,,1.0,3,,,,,,,,,,,10,1.0,1.0,0.3333333333333333,0.35,0.35,,,0.4,0.16666666666666666,0.5,,14.666666666666666,1.0,,,0.06451612903225806,,,0.05128205128205128,,0.16666666666666666,,,,,0.2,0.5,1.0,1.0,0.2,0.5,0.5,0.2,0.1,,,,0.6,0.501765,,0.51585,,,,,8.066666666666666,23.724999999999998,0.1724137931034483,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,3.0,,1.0,,1.0,,3.0,,,,,,,1.0,0.25,0.25,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
57,1610612758,Doug Christie,Doug Christie,57,SAC,4742.0,79,-4,159,157,70,77,24,316,3.0,8,1.0,6.0,,2.0,4.0,4.0,2.0,3.0,14,5.0,4.0,16.0,166,1.0,,3.0,9.0,2.0,2.0,6.0,,6.0,4.0,3.0,2.0,,2.0,,,1.0,4.0,,2.0,3.0,,4.0,2.0,6.0,7.0,3.0,,4.0,7,5.0,5.0,10,,6.0,2.0,1.0,2.0,2.0,,3.0,2.0,6.0,70,,,0.21428571428571427,0.3157894736842105,0.35714285714285715,0.75,0.23076923076923078,0.2631578947368421,0.21428571428571427,0.125,1.0,14.659685863874346,1.0,,0.061224489795918366,0.027777777777777776,,0.057971014492753624,0.024096385542168676,,,,,0.08333333333333333,0.6666666666666666,0.42105263157894735,0.375,0.42857142857142855,,0.10526315789473684,,,0.21052631578947367,0.21052631578947367,0.5,0.5454545454545454,0.18181818181818182,0.6842105263157895,0.5163,0.5878,0.533145,0.1,0.13333333333333333,0.1875,0.375,6.021428571428572,27.68,0.44025157232704404,,,2.0,,,1.0,1.0,5.0,2.0,1.0,1.0,,0.2222222222222222,0.75,0.18181818181818182,,0.05,0.10526315789473684,0.07142857142857142,0.06666666666666667,0.1111111111111111,,,2.0,,,1.0,,,2.0,2.0,1.0,3.0,2.0,,1.0,3.0,,4.0,0.5,0.4,0.4,,,,0.05263157894736842,,,,0.5,0.6666666666666666,0.5,,0.3333333333333333,,0.5,,,1.0,,1.0,,3.0,,1.0,,,,,,0.5,,,1.0,1.0,1.0,1.0,1.0,0.2,0.25,1.0,,,,,,,,,,True,,,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,3876.0,65,28,133,130,64,78,18,263,8.0,10,3.0,2.0,,6.0,5.0,8.0,6.0,9.0,21,8.0,18.0,39.0,140,6.0,2.0,8.0,4.0,6.0,14.0,21.0,10.0,8.0,7.0,,,,,,,,,,4.0,6.0,,7.0,4.0,11.0,2.0,,1.0,2.0,3,2.0,2.0,4,,19.0,5.0,3.0,1.0,1.0,,1.0,1.0,21.0,64,0.5555555555555556,0.7142857142857143,0.42857142857142855,0.3620689655172414,0.5131578947368421,0.5714285714285714,0.6176470588235294,0.27586206896551724,,,,25.949367088607595,0.6666666666666666,,0.13333333333333333,0.08888888888888889,,0.1206896551724138,0.07142857142857142,0.125,0.07142857142857142,,0.125,0.2,1.0,0.3448275862068966,0.8,0.8,0.625,0.20689655172413793,,,0.1724137931034483,0.27586206896551724,0.5,0.2,0.6,0.6206896551724138,0.4920339285714285,0.48034,0.4847444444444445,0.17142857142857143,0.19230769230769232,0.20512820512820512,0.5384615384615384,7.328571428571429,29.0,0.48120300751879697,2.0,3.0,2.0,4.0,,1.0,3.0,1.0,1.0,,,0.5,0.5,0.5,0.35,,0.07692307692307693,0.06666666666666667,0.07142857142857142,,0.16666666666666666,,0.6666666666666666,2.0,1.0,,,,,1.0,1.0,,3.0,1.0,,,,,2.0,1.0,0.125,0.14285714285714285,0.2,0.2,,,,,,0.125,0.125,1.0,,1.0,,0.14285714285714285,,,,1.0,,1.0,,,,0.16666666666666666,,0.2,,,,,0.16666666666666666,,,,,,,,,1.0,1.0,1.0,1.0,0.1111111111111111,,,,,True,,,
185,1610612758,Chris Webber,Chris Webber,185,SAC,6759.0,113,13,223,217,70,76,32,440,15.0,22,7.0,6.0,7.0,29.0,20.0,,,29.0,71,,11.0,69.0,225,13.0,2.0,12.0,13.0,,4.0,16.0,20.0,38.0,,2.0,8.0,2.0,10.0,1.0,5.0,2.0,22.0,2.0,11.0,13.0,5.0,20.0,13.0,33.0,8.0,3.0,3.0,5.0,11,4.0,1.0,6,2.0,17.0,8.0,1.0,3.0,2.0,1.0,4.0,3.0,16.0,70,0.3448275862068966,0.4,0.4084507042253521,0.4084507042253521,0.43670886075949367,0.42857142857142855,0.5333333333333333,,0.028169014084507043,0.045454545454545456,0.034482758620689655,34.22053231939164,0.7272727272727273,0.29411764705882354,0.17105263157894737,0.11827956989247312,0.1111111111111111,0.1595744680851064,0.11711711711711711,0.08571428571428572,0.05714285714285714,0.1,0.13636363636363635,0.25,0.75,0.30985915492957744,0.6818181818181818,0.7142857142857143,0.3333333333333333,0.4084507042253521,0.2413793103448276,0.25,0.28169014084507044,,0.5384615384615384,0.46153846153846156,,0.30985915492957744,0.43229295774647897,0.49796666666666667,0.4444615384615384,0.10256410256410256,0.10256410256410256,0.17391304347826086,0.2318840579710145,8.55492957746479,,0.31390134529147984,5.0,5.0,6.0,8.0,,2.0,5.0,,,1.0,1.0,0.38461538461538464,0.46153846153846156,0.38461538461538464,0.46153846153846156,,0.1111111111111111,0.2608695652173913,0.09090909090909091,0.14285714285714285,0.1282051282051282,0.14285714285714285,0.7142857142857143,4.0,7.0,,,,,,,,,,1.0,1.0,,,2.0,,,,0.35,0.35,0.5714285714285714,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,0.125,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,0.2,,True,,,
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,1017.0,17,-19,32,33,8,22,7,65,3.0,5,2.0,1.0,,1.0,2.0,,,3.0,8,,1.0,7.0,47,2.0,,,2.0,,,2.0,6.0,,,,,,,,,,,1.0,3.0,,1.0,2.0,4.0,6.0,1.0,,,1.0,1,,3.0,4,,1.0,1.0,,2.0,,2.0,2.0,1.0,2.0,8,1.0,1.0,0.375,0.375,0.4375,,0.5,,,,,21.951219512195124,1.0,0.5,,0.17647058823529413,0.16666666666666666,0.06666666666666667,0.17391304347826086,0.6,,,,,0.5,0.625,0.6,0.6,1.0,0.125,,,0.25,,1.0,0.5,,0.625,0.49583750000000004,0.55995,0.4579,0.125,0.125,,0.2857142857142857,5.1499999999999995,,0.25,,,1.0,,,1.0,,2.0,2.0,1.0,1.0,,0.5,,0.5,,0.25,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,True,,,
239,1610612758,Darrick Martin,Darrick Martin,239,SAC,499.0,8,-7,19,19,7,19,3,38,,1,,,,1.0,2.0,2.0,,,4,2.0,,,25,1.0,,,1.0,,,,,,2.0,,1.0,2.0,3.0,1.0,1.0,,8.0,,,,,,,,1.0,,,1.0,1,,,1,,,,,,,,,,,7,,,,,,,,0.3333333333333333,,,,30.434782608695652,1.0,,,,,,,,,,,,,0.16666666666666666,,,,0.16666666666666666,,,0.3333333333333333,0.3333333333333333,,,,0.5,0.42901,0.2253,0.3681,,,,,9.75,33.55,0.3684210526315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
