EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,BadPassOutOfBoundsTurnovers,RecoveredBlocks,SecondChanceFg3Pct,AtRimPctBlocked,OffAtRimReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,HeaveAttempts,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,OffCorner3ReboundPct,PenaltyArc3Accuracy,PenaltyCorner3FGM,PtsUnassisted3s,Corner3Assists,FTOffRebounds,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,OffFTReboundPct,OffLongMidRangeReboundPct,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,BlockedAtRim,OffensiveGoaltends,on,LostBallOutOfBoundsTurnovers
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,54.0,1,2,2,1,2.0,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
440,1610612754,Zan Tabak,Zan Tabak,440,IND,459.0,8,-4,15,15,,,3.0,30,,,,,,,,4.0,,,,,,,,,,,4.0,,,,,14,,2.0,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.75,,21.05263157894737,,,,0.09090909090909091,,1.0,,0.16666666666666666,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3971,0.4235,,,,,,7.375,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.2,,,,,,,,,True,
147,1610612754,Jalen Rose,Jalen Rose,147,IND,787.0,13,-15,22,25,7.0,7.0,3.0,47,,,,,,,,4.0,,,,,,,,,,,4.0,,,,,26,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,2.0,,,1.0,2.0,,3.0,,3.0,,1.0,,1.0,,,,,,,,,1.0,3.0,,,,,,,,,,,7.0,1.0,,,,,,,,,,,,,,,,0.25,0.25,,16.0,,,0.2857142857142857,,0.25,,0.2727272727272727,,,,0.5,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.35597500000000004,0.3239,,,,,,7.45,,0.3181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,766.0,13,-14,22,24,7.0,6.0,3.0,46,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,2.0,4.0,,1.0,1.0,5.0,25,1.0,1.0,1.0,,2.0,,1.0,1.0,,,2.0,2.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,1.0,,,1.0,,,,2.0,1.0,1.0,2.0,,1.0,,,,,,7.0,,0.5,0.5,,,,0.5,1.0,,0.4,0.5,,0.4166666666666667,0.5,,0.2,0.25,,,28.0,,0.5,0.14285714285714285,,,,0.09090909090909091,,,,0.25,,,,0.4,0.5,1.0,1.0,0.2,1.0,1.0,,0.2,,,,0.2,,,,,,,,0.5,1.0,1.0,0.5,,0.5,,,0.6,,0.40515,0.4039,0.478125,0.16666666666666666,0.2,0.4,,6.75,23.8,0.3181818181818182,1.0,,,,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,False,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,549.0,9,-7,15,18,6.0,7.0,3.0,33,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,18,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,5.2631578947368425,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.3629,,,,,,,19.0,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
365,1610612754,Derrick McKey,Derrick McKey,365,IND,185.0,3,-8,7,8,7.0,6.0,1.0,15,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,8,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,14.285714285714285,,,0.5,,,,0.25,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.4,,0.4,,,,,15.7,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,766.0,13,-14,22,24,7.0,6.0,3.0,46,1.0,2.0,,,,1.0,,1.0,,,,,,,,,,1.0,3.0,,,,2.0,25,,,,,,,1.0,,,,2.0,,,,,,2.0,1.0,,1.0,,,,1.0,2.0,,2.0,1.0,2.0,,3.0,2.0,5.0,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,7.0,,1.0,1.0,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,0.6666666666666666,1.0,,16.0,,,0.2857142857142857,0.16666666666666666,0.25,,0.2727272727272727,0.14285714285714285,,,,0.6666666666666666,,,0.6666666666666666,0.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1.0,,,0.6666666666666666,,0.49426666666666663,,0.426,,,,,3.1,,0.3181818181818182,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.5,,,False,1.0
696,1610612754,Travis Best,Travis Best,696,IND,759.0,13,-14,22,23,7.0,6.0,3.0,45,,1.0,,,,1.0,1.0,1.0,1.0,2.0,,,,,1.0,,,2.0,4.0,,1.0,,4.0,25,,,,,,,1.0,,,,4.0,,,,1.0,,,1.0,,1.0,,1.0,,,2.0,,,1.0,,,1.0,,1.0,,,,,2.0,1.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,7.0,,1.0,1.0,,,,0.5,,,0.4,,,0.4,,,0.2,,,,28.0,1.0,,,,0.25,,0.1,,,,,,0.5,,0.2,,,,0.2,1.0,1.0,1.0,0.4,0.5,0.5,1.0,,,,,0.2,,,,,,,,,1.0,,,0.4,,0.42734999999999995,,0.5044,,,,,12.774999999999999,28.4,0.3181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
64,1610612754,Sam Perkins,Sam Perkins,64,IND,214.0,4,-1,6,6,,,1.0,12,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,175.0,3,-2,6,7,6.0,7.0,2.0,13,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,7,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,0.4623,,0.4623,,,,,2.6,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,175.0,3,-2,6,7,6.0,7.0,2.0,13,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,7,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,,,,,2.0,2.0,,,,2.0,2.0,2.0,,1.0,,,2.0,,,1.0,,,,2.0,6.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,37.5,1.0,,0.3333333333333333,,,1.0,0.3333333333333333,0.3333333333333333,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
721,1610612754,Tyus Edney,Tyus Edney,721,IND,175.0,3,-2,6,7,6.0,7.0,2.0,13,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,1.0,,1.0,1.0,2.0,,1.0,,2.0,7,,,,,,1.0,2.0,1.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,6.0,,1.0,1.0,,,,0.5,,0.5,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,,37.5,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,,0.3816833333333333,,0.3816833333333333,,,,1.0,3.8,28.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,False,
440,1610612754,Zan Tabak,Zan Tabak,440,IND,154.0,3,-1,6,6,6.0,6.0,2.0,12,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,6,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,1.0,6.0,,,,,,,,,,,,,0.5,,0.5,,,,,12.5,,,,0.5,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
