EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Corner3Assists,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Travels,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,OffAtRimReboundPct,BlocksRecoveredPct,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,BadPassTurnovers,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3FGM,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceCorner3Accuracy,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,FTOffRebounds,OffFTReboundPct,on,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,DefensiveGoaltends,3SecondViolations,Blocked3s,BlockedArc3
137,1610612742,Vernon Maxwell,Vernon Maxwell,137,DAL,1310.0,22.0,1.0,40.0,39.0,10.0,30.0,9.0,79.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,37.0,1.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,3.0,11.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,10.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,14.583333333333334,0.2727272727272727,0.125,0.17647058823529413,0.04,0.2,0.4,1.0,0.16666666666666666,0.3333333333333333,0.5,0.5,0.16666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.5366333333333333,0.5715,0.3139,11.633333333333333,24.3,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,7660.0,128.0,-20.0,237.0,235.0,77.0,83.0,25.0,472.0,16.0,10.0,20.0,1.0,,8.0,24.0,44.0,9.0,90.0,248.0,1.0,15.0,22.0,8.0,3.0,2.0,5.0,1.0,1.0,1.0,12.0,4.0,17.0,27.0,6.0,33.0,1.0,4.0,5.0,11.0,,77.0,0.5454545454545454,0.5377358490566038,0.6397058823529411,0.16981132075471697,26.865671641791042,0.18888888888888888,0.14285714285714285,0.21100917431192662,0.049586776859504134,0.14285714285714285,0.2222222222222222,0.13636363636363635,0.3018867924528302,0.37735849056603776,0.5,0.5263157894736842,0.018867924528301886,0.1509433962264151,,0.4716981132075472,0.5017707547169812,0.5266000000000001,0.5044176470588235,9.674999999999999,24.4,0.32489451476793246,13.0,4.0,5.0,5.0,6.0,1.0,8.0,1.0,3.0,1.0,1.0,1.0,3.0,33.0,5.0,6.0,1.0,11.0,10.0,1.0,2.0,11.0,34.0,26.0,9.0,6.0,3.0,3.0,1.0,1.0,2.0,6.0,4.0,1.0,8.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,36.0,3.0,3.0,15.0,3.0,3.0,2.0,1.0,3.0,34.0,0.5416666666666666,0.6190476190476191,1.0,0.3333333333333333,0.5,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6764705882352942,0.7857142857142857,0.7083333333333334,0.06818181818181818,0.25,0.05,0.75,0.26666666666666666,0.021505376344086023,0.3157894736842105,0.047619047619047616,0.14285714285714285,0.1875,0.3333333333333333,0.25,0.043478260869565216,0.8125,0.8125,0.38461538461538464,0.1509433962264151,0.125,0.16666666666666666,1.0,0.7,0.375,0.375,1.0,0.7142857142857143,0.8,0.5,0.14285714285714285,0.35294117647058826,0.8333333333333334,0.058823529411764705,0.058823529411764705,1.0,0.375,0.23076923076923078,0.26785714285714285,0.12222222222222222,0.37777777777777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1916,1610612742,Calvin Booth,Calvin Booth,1916,DAL,3767.0,63.0,-20.0,124.0,116.0,38.0,48.0,11.0,240.0,7.0,2.0,4.0,,,,5.0,14.0,,12.0,133.0,,3.0,2.0,,1.0,,1.0,,,,2.0,,3.0,5.0,4.0,9.0,2.0,3.0,9.0,17.0,1.0,38.0,0.35714285714285715,0.35714285714285715,0.4,,13.043478260869566,0.075,,0.06521739130434782,0.07142857142857142,,0.1111111111111111,0.1111111111111111,0.5,0.2857142857142857,0.5,0.5,,,,0.5,0.5027928571428572,0.5465199999999999,0.5373333333333333,6.921428571428571,,0.3064516129032258,2.0,1.0,4.0,,1.0,1.0,3.0,,,,,,,2.0,1.0,5.0,,2.0,,,,,,8.0,,2.0,,1.0,,1.0,4.0,,2.0,,3.0,3.0,,1.0,,1.0,,2.0,2.0,2.0,,,1.0,,2.0,2.0,,2.0,,0.8,1.0,,,,,0.2,,0.2,,0.2,,0.07142857142857142,,,0.3333333333333333,0.2857142857142857,0.08695652173913043,,0.058823529411764705,,,,,,0.2857142857142857,0.3333333333333333,0.5,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,0.8,0.25,,,0.3333333333333333,,,,,,0.06666666666666667,0.06666666666666667,0.16666666666666666,,1.0,2.0,1.0,0.14285714285714285,0.21428571428571427,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
458,1610612742,Howard Eisley,Howard Eisley,458,DAL,11765.0,196.0,-13.0,363.0,361.0,110.0,134.0,49.0,724.0,8.0,4.0,11.0,3.0,,23.0,9.0,27.0,26.0,52.0,386.0,4.0,8.0,8.0,23.0,15.0,2.0,17.0,1.0,4.0,4.0,36.0,1.0,9.0,11.0,1.0,12.0,9.0,13.0,9.0,18.0,2.0,110.0,0.3333333333333333,0.4528301886792453,0.4727272727272727,0.49056603773584906,16.113744075829384,0.06716417910447761,0.023255813953488372,0.06172839506172839,0.005128205128205128,,0.03636363636363636,0.05714285714285714,0.1509433962264151,0.20754716981132076,0.36363636363636365,0.36363636363636365,0.05660377358490566,0.4339622641509434,,0.6415094339622641,0.498861320754717,0.5736375,0.44569666666666663,11.129629629629632,24.626923076923074,0.30303030303030304,5.0,,,1.0,1.0,,8.0,1.0,10.0,4.0,3.0,6.0,10.0,4.0,,1.0,,6.0,1.0,3.0,7.0,4.0,15.0,10.0,18.0,,10.0,1.0,1.0,7.0,,1.0,1.0,1.0,5.0,2.0,3.0,4.0,4.0,2.0,1.0,7.0,,4.0,,,,2.0,1.0,,,1.0,15.0,0.5555555555555556,0.5555555555555556,0.6,0.38461538461538464,0.42857142857142855,0.38461538461538464,,0.125,0.6,0.36666666666666664,0.6,0.4411764705882353,0.037037037037037035,0.125,,0.3076923076923077,0.05,,0.03571428571428571,,0.1,0.11363636363636363,0.05,,0.030303030303030304,0.625,0.625,0.2,0.1509433962264151,,,,1.0,0.43478260869565216,0.43478260869565216,0.6,,,,0.8,0.06666666666666667,1.0,0.06666666666666667,0.4,0.5,0.43478260869565216,,,0.11538461538461539,0.28846153846153844,1.0,,3.0,,,,2.0,2.0,12.0,2.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,True,,,,,,,,
714,1610612742,Michael Finley,Michael Finley,714,DAL,9250.0,154.0,-25.0,290.0,284.0,75.0,91.0,34.0,574.0,18.0,8.0,26.0,6.0,2.0,9.0,23.0,60.0,15.0,66.0,307.0,2.0,15.0,28.0,9.0,7.0,8.0,15.0,8.0,1.0,4.0,38.0,1.0,9.0,11.0,4.0,15.0,4.0,11.0,3.0,6.0,3.0,75.0,0.38333333333333336,0.36666666666666664,0.4074074074074074,0.2,27.62762762762763,0.08108108108108109,0.034482758620689655,0.08461538461538462,0.02564102564102564,0.043478260869565216,0.0425531914893617,0.10344827586206896,0.24,0.3466666666666667,0.3076923076923077,0.3076923076923077,0.08,0.12,0.2857142857142857,0.44,0.46832999999999997,0.4581583333333333,0.3685552631578947,10.225000000000001,24.986666666666668,0.25862068965517243,9.0,2.0,3.0,,1.0,6.0,16.0,1.0,1.0,,,3.0,3.0,11.0,2.0,5.0,,4.0,4.0,,4.0,5.0,13.0,18.0,9.0,2.0,1.0,1.0,,2.0,3.0,2.0,,2.0,6.0,5.0,1.0,7.0,,2.0,,1.0,,14.0,2.0,,5.0,3.0,,,,,13.0,0.391304347826087,0.4090909090909091,1.0,0.2,,0.2,0.4,0.26666666666666666,0.2857142857142857,0.21052631578947367,0.2857142857142857,0.29545454545454547,0.016666666666666666,,,0.6363636363636364,,0.023622047244094488,0.10526315789473684,,,0.11428571428571428,0.125,,0.0425531914893617,0.5,0.5294117647058824,0.4444444444444444,0.21333333333333335,0.375,0.375,0.6666666666666666,0.125,0.1111111111111111,0.1111111111111111,1.0,0.42857142857142855,0.6666666666666666,0.5,,0.05263157894736842,,0.05263157894736842,0.15789473684210525,,0.1111111111111111,0.0641025641025641,0.07936507936507936,0.06060606060606061,0.19696969696969696,,,,0.05555555555555555,0.05555555555555555,,,,,5.0,1.0,,,,,2.0,0.02564102564102564,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,True,,,,,,,,
762,1610612742,Shawn Bradley,Shawn Bradley,762,DAL,4518.0,75.0,5.0,132.0,137.0,42.0,30.0,20.0,269.0,9.0,,3.0,,,,6.0,16.0,,15.0,136.0,,4.0,6.0,,3.0,,3.0,,1.0,,6.0,1.0,13.0,17.0,11.0,28.0,2.0,4.0,3.0,4.0,,42.0,0.375,0.375,0.4166666666666667,,14.285714285714285,0.22807017543859648,0.07142857142857142,0.22058823529411764,0.15714285714285714,,0.125,0.3076923076923077,0.5625,0.1875,,,,,,0.5625,0.48716875,0.6147333333333335,0.41557499999999997,5.525,,0.3181818181818182,5.0,4.0,6.0,1.0,2.0,1.0,4.0,,,,,,,3.0,4.0,7.0,1.0,9.0,1.0,,,2.0,4.0,6.0,,6.0,,,,2.0,10.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,,,2.0,1.0,4.0,,,1.0,1.0,8.0,7.0,1.0,8.0,4.0,0.5,1.0,,,,,0.5714285714285714,0.25,0.5714285714285714,0.25,0.5625,0.4,,,,0.5,0.6666666666666666,0.17857142857142858,0.18181818181818182,0.22727272727272727,0.2,0.3,0.25,,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.4,0.25,0.25,0.25,1.0,,,,,0.8571428571428571,0.6666666666666666,0.25,,0.5,0.5,,,,,0.058823529411764705,0.058823529411764705,0.6,0.26666666666666666,,4.0,,,0.21428571428571427,0.5,,,,2.0,1.0,,,,,,0.1,,,,,,,,,,,,,,True,,,,,,,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,2074.0,35.0,22.0,62.0,64.0,24.0,37.0,13.0,126.0,7.0,1.0,2.0,2.0,1.0,2.0,5.0,11.0,4.0,19.0,62.0,2.0,,6.0,2.0,,,,,,,,1.0,3.0,7.0,7.0,14.0,,,2.0,5.0,,24.0,0.45454545454545453,0.6333333333333333,0.6333333333333333,0.26666666666666666,19.23076923076923,0.13636363636363635,0.1,0.25,0.21212121212121213,0.125,0.125,,0.4666666666666667,0.13333333333333333,0.5,0.5,0.13333333333333333,0.13333333333333333,0.14285714285714285,0.7333333333333333,0.51172,0.5233333333333333,0.5062,4.990909090909091,23.95,0.3870967741935484,3.0,2.0,4.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,,2.0,5.0,,10.0,,2.0,3.0,,6.0,4.0,6.0,2.0,1.0,2.0,,,6.0,4.0,,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,1.0,1.0,6.0,0.4,0.5,0.6666666666666666,0.75,0.6666666666666666,0.75,0.4,,0.7142857142857143,1.0,0.7142857142857143,1.0,0.18181818181818182,,,,,0.2608695652173913,0.6666666666666666,0.2,,0.2222222222222222,0.5,0.75,,0.42857142857142855,0.6,,0.13333333333333333,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5714285714285714,0.5,,0.14285714285714285,,,0.3333333333333333,0.6666666666666666,0.5,0.5,,,0.5263157894736842,0.3157894736842105,,1.0,,0.2857142857142857,0.2727272727272727,1.0,1.0,2.0,3.0,,,,1.0,1.0,1.0,2.0,0.2857142857142857,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,True,,,,,,,,
1761,1610612742,Greg Buckner,Greg Buckner,1761,DAL,3172.0,53.0,-22.0,99.0,103.0,28.0,57.0,17.0,202.0,8.0,1.0,2.0,1.0,,2.0,7.0,14.0,3.0,22.0,122.0,,3.0,6.0,2.0,2.0,1.0,3.0,1.0,,1.0,7.0,1.0,5.0,8.0,6.0,14.0,,2.0,4.0,8.0,,28.0,0.5,0.5,0.5238095238095238,0.17647058823529413,19.327731092436977,0.16666666666666666,0.0625,0.15384615384615385,0.09523809523809523,0.07692307692307693,0.13333333333333333,0.2,0.47058823529411764,0.11764705882352941,0.5,0.5,0.058823529411764705,0.11764705882352941,,0.6470588235294118,0.530164705882353,0.6626000000000001,0.4473375,4.3999999999999995,25.133333333333336,0.2828282828282828,5.0,2.0,3.0,1.0,2.0,1.0,4.0,,1.0,,,1.0,1.0,5.0,2.0,3.0,1.0,5.0,1.0,,1.0,3.0,5.0,8.0,3.0,4.0,1.0,1.0,,1.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,,,,,,8.0,,,1.0,3.0,,,,,5.0,0.5714285714285714,0.8,1.0,0.3333333333333333,,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,0.625,0.35714285714285715,0.07142857142857142,,,1.0,0.25,0.10638297872340426,0.1111111111111111,0.1111111111111111,,0.2,0.16666666666666666,,0.14285714285714285,0.625,0.7142857142857143,0.4,0.23529411764705882,0.25,0.25,1.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,,,0.5,0.5,,0.25,,0.5,0.05555555555555555,0.06666666666666667,0.22727272727272727,0.22727272727272727,,,,0.125,0.16666666666666666,,,,,2.0,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.5,,,,True,,,,,,,,
1917,1610612742,Wang Zhi-zhi,Wang Zhi-zhi,1917,DAL,1463.0,24.0,18.0,45.0,46.0,18.0,35.0,9.0,91.0,1.0,1.0,3.0,,,2.0,2.0,6.0,2.0,10.0,47.0,,,4.0,2.0,,1.0,1.0,1.0,,,3.0,,2.0,2.0,,2.0,,1.0,,1.0,,18.0,0.3333333333333333,0.4375,0.5555555555555556,0.25,18.51851851851852,0.15384615384615385,,0.1111111111111111,,,0.2,,0.125,0.375,0.3333333333333333,0.3333333333333333,,0.25,,0.375,0.41416875,,,11.566666666666668,24.8,0.4,1.0,,,,,,2.0,,1.0,,,,1.0,3.0,,,,,,,,2.0,2.0,,3.0,,1.0,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,2.0,,,1.0,0.5,,0.5,,,,,,1.0,,,,1.0,,,,,,0.16666666666666666,,,,1.0,1.0,,0.25,,,,,0.5,0.5,1.0,,,,,,,,,,0.5,0.125,0.16666666666666666,,0.2,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
95,1610612742,Mark Bryant,Mark Bryant,95,DAL,833.0,14.0,-6.0,26.0,27.0,12.0,11.0,3.0,53.0,,,,,,,,1.0,,,28.0,,,,,,,,,,,,,1.0,3.0,1.0,4.0,,1.0,1.0,2.0,,12.0,,,,,6.8965517241379315,0.1,,0.08333333333333333,0.08333333333333333,,0.14285714285714285,,,,,,,,,,0.366,,,8.1,,0.46153846153846156,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6666666666666666,0.1,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,True,,,,,,,,
