EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PtsAssisted2s,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,FG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,DefThreePtRebounds,DefTwoPtRebounds,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Corner3Frequency,PenaltyCorner3Frequency,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Corner3Assists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyPointsPct,ShortMidRangeFGA,TwoPtAssists,Arc3Assists,AtRimAssists,LostBallTurnovers,NonShootingPenaltyNonTakeFouls,ShortMidRangeFrequency,on,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,PenaltyArc3FGM,SecondChanceFG2M,PenaltyFG2M,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,LostBallSteals,DeadBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,BlockedAtRim,RecoveredBlocks,3SecondViolations,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGA,SecondChanceFG3A,PtsUnassisted3s,ShortMidRangeAssists,DefensiveGoaltends,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3FGM,Fg3aBlocked,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,LongMidRangePctBlocked,SecondChanceArc3PctAssisted,BlockedArc3,SecondChanceAtRimPctAssisted
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,499.0,8,-7,19,19,7,19,3,38,2.0,3.0,1.0,1.0,2.0,4.0,1.0,5.0,25,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,1.0,1.0,0.5,0.5,0.625,17.391304347826086,1.0,0.125,0.07692307692307693,1.0,0.75,0.6666666666666666,0.6666666666666666,1.0,0.25,1.0,0.75,0.527325,0.578,0.3762,0.25,0.25,4.1,0.3684210526315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,499.0,8,-7,19,19,7,19,3,38,,,,,,,2.0,2.0,25,,,,1.0,,2.0,1.0,3.0,,,1.0,1.0,2.0,,1.0,,,,7,,,,,0.5,8.695652173913043,,0.125,0.07692307692307693,,,,,,,,1.0,0.411,,0.411,0.5,1.0,,0.3684210526315789,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.4,0.2,1.0,1.0,1.0,1.0,1.0,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,499.0,8,-7,19,19,7,19,3,38,,,,2.0,,2.0,2.0,8.0,25,,,,1.0,,1.0,1.0,2.0,,,,,2.0,,,,,,7,,,,0.6,0.6666666666666666,30.434782608695652,,0.125,0.07692307692307693,,,,,,0.4,,0.6,0.45330000000000004,,0.509775,,,18.5,0.3684210526315789,1.0,1.0,3.0,2.0,2.0,2.0,,1.0,1.0,0.6,0.25,,0.2,0.2,,,0.2,0.5,0.25,24.7,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.75,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.4,0.5,0.5,1.0,1.0,0.5,0.5,0.625,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1610612758,Darrick Martin,Darrick Martin,239,SAC,499.0,8,-7,19,19,7,19,3,38,,1.0,,2.0,,4.0,,,25,1.0,1.0,,,,,,,,,,1.0,,,,,,,7,,,,,,30.434782608695652,,,,,0.16666666666666666,,,,0.3333333333333333,,0.5,0.42901,0.2253,0.3681,,,9.75,0.3684210526315789,,,2.0,,,,,,,0.3333333333333333,,,,,,,,,,33.55,,,,2.0,,,,,,,2.0,,2.0,3.0,1.0,8.0,1.0,,1.0,,,,,,,,,1.0,,,,,0.3333333333333333,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1610612758,Jon Barry,Jon Barry,468,SAC,499.0,8,-7,19,19,7,19,3,38,,,,,,,,3.0,25,,,,,,,,,,,,,,,,,,,7,,,,0.75,0.75,8.695652173913043,,,,,,,,,,,1.0,0.49665,,0.51585,,,,0.3684210526315789,2.0,1.0,2.0,,,1.0,,,,1.0,,,,,,,1.0,1.0,,23.3,1.0,,,,,1.0,,,,3.0,,,,1.0,,2.0,,,,,,1.0,0.5,,0.5,,,,,0.5,0.5,1.0,,,,,,,,,,1.0,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,13500.0,225,-10,467,467,122,79,52,934,17.0,39.0,13.0,15.0,27.0,77.0,29.0,86.0,466,20.0,15.0,34.0,18.0,7.0,47.0,20.0,67.0,8.0,5.0,14.0,25.0,38.0,2.0,15.0,12.0,4.0,12.0,122,0.6296296296296297,0.8947368421052632,0.35064935064935066,0.35625,0.4387755102040816,21.641791044776117,0.4375,0.09375,0.08583690987124463,0.11764705882352941,0.4875,0.4358974358974359,0.53125,0.7058823529411765,0.1875,0.65,0.525,0.47920187499999994,0.47751666666666676,0.4745558823529412,0.16129032258064516,0.16666666666666666,5.836363636363637,0.26124197002141325,,,3.0,5.0,21.0,2.0,7.0,33.0,0.4375,0.0375,0.18435754189944134,0.15555555555555556,0.17857142857142858,0.08433734939759036,0.22666666666666666,0.17647058823529413,,,0.2441860465116279,24.53333333333333,,,1.0,3.0,2.0,1.0,1.0,11.0,26.0,3.0,3.0,1.0,8.0,19.0,2.0,46.0,12.0,7.0,18.0,5.0,26.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.4411764705882353,0.5416666666666666,0.6666666666666666,0.08108108108108109,,,,0.0375,0.3333333333333333,0.3333333333333333,1.0,,0.11764705882352941,0.3333333333333333,0.3023255813953488,23.0,11.0,6.0,8.0,5.0,2.0,0.2875,False,5.0,2.0,5.0,7.0,3.0,1.0,8.0,6.0,20.0,16.0,9.0,3.0,2.0,1.0,3.0,6.0,1.0,2.0,5.0,3.0,2.0,8.0,6.0,2.0,0.4,0.4,0.4,0.11688311688311688,0.1794871794871795,0.08695652173913043,0.04878048780487805,0.08620689655172414,0.03333333333333333,0.09090909090909091,0.19402985074626866,0.09090909090909091,0.023255813953488372,0.5,0.30434782608695654,0.3333333333333333,0.2857142857142857,0.2,0.2,1.0,0.38461538461538464,0.29411764705882354,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,1610612758,Scot Pollard,Scot Pollard,1513,SAC,8491.0,142,11,270,271,97,100,52,541,17.0,24.0,16.0,1.0,19.0,30.0,10.0,48.0,254,17.0,10.0,18.0,21.0,7.0,32.0,23.0,55.0,1.0,1.0,19.0,30.0,17.0,2.0,7.0,7.0,6.0,7.0,97,0.47368421052631576,1.0,0.6333333333333333,0.6333333333333333,0.631578947368421,12.684365781710914,0.5,0.15671641791044777,0.13924050632911392,0.16326530612244897,0.8,0.7083333333333334,0.7391304347826086,0.4117647058823529,0.03333333333333333,0.9411764705882353,0.8,0.51788,0.5499352941176471,0.52226,0.2,0.2,1.5733333333333335,0.3592592592592593,,,,4.0,24.0,,4.0,21.0,0.5714285714285714,,0.1926605504587156,0.14814814814814814,0.18382352941176472,0.125,0.20512820512820512,0.15789473684210525,,,0.5,,,,,,,,,5.0,19.0,,,,1.0,2.0,,5.0,2.0,1.0,6.0,3.0,19.0,,,,,0.7,0.6785714285714286,0.3333333333333333,0.19444444444444445,,,,,,,,,,,0.3958333333333333,5.0,1.0,1.0,,1.0,2.0,0.16666666666666666,False,10.0,5.0,7.0,2.0,,,10.0,7.0,20.0,20.0,2.0,1.0,1.0,2.0,,4.0,,,3.0,2.0,4.0,1.0,5.0,,0.5882352941176471,0.7,0.5882352941176471,0.06666666666666667,0.041666666666666664,0.2,0.041666666666666664,0.1891891891891892,0.08333333333333333,,0.17647058823529413,0.125,0.2222222222222222,0.7142857142857143,0.4,0.5,1.0,,,,0.625,0.7,0.7142857142857143,,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,10415.0,174,22,329,335,96,113,64,664,6.0,11.0,2.0,15.0,17.0,34.0,8.0,54.0,318,4.0,8.0,6.0,4.0,,18.0,5.0,23.0,8.0,6.0,8.0,17.0,12.0,,4.0,,,,96,0.17647058823529413,0.1875,0.5,0.48936170212765956,0.5094339622641509,14.492753623188406,,0.024242424242424242,0.026041666666666668,0.03389830508474576,0.23404255319148937,0.5454545454545454,0.5454545454545454,0.16666666666666666,0.3191489361702128,0.4,0.5106382978723404,0.4845744680851063,0.48929999999999996,0.45932000000000006,0.0784313725490196,0.10526315789473684,9.629411764705885,0.2917933130699088,10.0,1.0,13.0,,4.0,2.0,2.0,16.0,0.4,0.2765957446808511,0.1322314049586777,0.05128205128205128,0.1125,0.01694915254237288,0.06521739130434782,0.06896551724137931,0.2127659574468085,0.1,0.07407407407407407,23.707692307692305,2.0,1.0,2.0,3.0,1.0,4.0,1.0,3.0,16.0,9.0,3.0,2.0,5.0,18.0,2.0,41.0,5.0,3.0,7.0,2.0,16.0,0.75,0.3076923076923077,0.5,0.3076923076923077,0.65,0.6153846153846154,0.7142857142857143,0.17647058823529413,0.2,0.2,0.5,0.06382978723404255,0.6666666666666666,0.6666666666666666,1.0,1.0,0.1,0.6666666666666666,0.2962962962962963,8.0,13.0,3.0,8.0,2.0,2.0,0.1702127659574468,False,1.0,2.0,4.0,5.0,6.0,,2.0,5.0,28.0,2.0,1.0,3.0,1.0,,2.0,2.0,,,2.0,1.0,1.0,,,,0.5,0.625,0.4,0.029411764705882353,,0.125,0.037037037037037035,0.02127659574468085,0.07692307692307693,,0.17073170731707318,,,,0.625,0.7142857142857143,,0.4,0.4,0.3333333333333333,0.5,0.4,0.5,,,,1.0,1.0,3.0,2.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,7935.0,132,4,261,258,86,97,43,519,1.0,5.0,1.0,17.0,12.0,30.0,10.0,52.0,264,5.0,7.0,2.0,4.0,,20.0,6.0,26.0,3.0,1.0,9.0,18.0,10.0,,2.0,1.0,,1.0,86,0.08333333333333333,0.09090909090909091,0.4,0.5121951219512195,0.5652173913043478,16.037735849056602,,0.03305785123966942,0.04225352112676056,0.046511627906976744,0.12195121951219512,0.2,0.3333333333333333,,0.4146341463414634,0.14285714285714285,0.3902439024390244,0.4433548780487806,0.41445999999999994,0.44239999999999996,0.046511627906976744,0.0625,13.150000000000002,0.32950191570881227,5.0,1.0,11.0,,7.0,4.0,4.0,16.0,0.5,0.2682926829268293,0.17582417582417584,0.15384615384615385,0.17094017094017094,0.045454545454545456,0.16666666666666666,0.15789473684210525,0.12195121951219512,0.09090909090909091,0.1346153846153846,24.381818181818186,2.0,1.0,4.0,6.0,3.0,6.0,4.0,6.0,24.0,15.0,6.0,4.0,1.0,10.0,,21.0,4.0,1.0,5.0,3.0,24.0,0.8333333333333334,0.5454545454545454,1.0,0.5454545454545454,0.8181818181818182,0.8571428571428571,0.8,0.23076923076923078,0.4,0.4,1.0,0.14634146341463414,0.6666666666666666,0.6666666666666666,0.75,1.0,0.2727272727272727,0.6666666666666666,0.46153846153846156,8.0,9.0,1.0,6.0,3.0,2.0,0.1951219512195122,False,,1.0,2.0,3.0,8.0,3.0,2.0,3.0,22.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,,,3.0,,1.0,,1.0,,0.4,0.42857142857142855,0.5,0.13333333333333333,0.4,0.25,0.09523809523809523,,0.09090909090909091,0.1,0.13793103448275862,0.14285714285714285,0.05263157894736842,1.0,0.375,0.5,,0.47058823529411764,0.47058823529411764,0.125,,0.18181818181818182,0.5,1.0,,,1.0,2.0,3.0,,,0.14285714285714285,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,
468,1610612758,Jon Barry,Jon Barry,468,SAC,2827.0,47,9,90,91,36,31,22,181,2.0,3.0,,3.0,5.0,10.0,,13.0,94,1.0,2.0,8.0,3.0,,,3.0,3.0,1.0,,1.0,7.0,,,,,,,36,0.8,0.8,0.5,0.43333333333333335,0.43333333333333335,15.126050420168069,,0.06382978723404255,0.05357142857142857,,0.2,0.6666666666666666,1.0,1.0,0.2,,0.5333333333333333,0.48670666666666673,,0.49579000000000006,,,8.559999999999999,0.4,1.0,,5.0,,2.0,3.0,,,1.0,0.3333333333333333,,,,0.2,,,0.06666666666666667,,0.15384615384615385,24.919999999999998,,,1.0,4.0,3.0,1.0,1.0,,7.0,3.0,4.0,1.0,1.0,3.0,1.0,7.0,2.0,1.0,3.0,,7.0,1.0,0.2,0.3333333333333333,0.2,0.7,0.7,0.6666666666666666,,,,,0.26666666666666666,0.25,0.25,1.0,,0.6,0.25,0.5384615384615384,4.0,2.0,,2.0,1.0,2.0,0.26666666666666666,False,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,,,,1.0,1.0,,,2.0,,1.0,,,,1.0,1.0,1.0,0.1,0.3333333333333333,,,,,,,,,,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,,,0.2,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
