EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LongMidRangeAssists,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefAtRimReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PtsPutbacks,Blocked3s,BlockedCorner3,BlockedLongMidRange,ShortMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,PtsUnassisted3s,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,HeaveAttempts,PenaltyCorner3Accuracy,on,SelfOReb,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations
1032,1610612749,Darvin Ham,Darvin Ham,1032,MIL,7898.0,132,249,254,56.0,85,37.0,503,6.0,9.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,9.0,15.0,11.0,29.0,288.0,1.0,4.0,1.0,3.0,2.0,2.0,4.0,8.0,16.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,3.0,11.0,2.0,7.0,1.0,3.0,5.0,1.0,9.0,10.0,19.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,6.0,2.0,14.0,31.0,2.0,1.0,20.0,2.0,9.0,2.0,7.0,4.0,3.0,7.0,2.0,8.0,56.0,6.0,0.8888888888888888,0.8888888888888888,0.6,0.25,1.0,0.6,0.25,1.0,0.6041666666666666,0.3,0.8,0.06666666666666667,0.1111111111111111,10.344827586206897,0.5,0.1,0.09090909090909091,0.05102040816326531,0.07692307692307693,0.1875,0.06451612903225806,0.07017543859649122,0.07377049180327869,0.13333333333333333,0.0975609756097561,0.02857142857142857,0.06666666666666667,0.06976744186046512,0.05555555555555555,0.15384615384615385,0.3333333333333333,0.2857142857142857,0.6,0.6666666666666666,0.75,1.0,0.2,0.6666666666666666,0.6666666666666666,0.5,0.2,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,1.0,0.6,0.5069666666666667,0.43379999999999996,0.42135,0.4090909090909091,0.4090909090909091,0.10344827586206896,0.27586206896551724,5.3533333333333335,0.2248995983935743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1501,1610612749,Tim Thomas,Tim Thomas,1501,MIL,2285.0,38,71,73,29.0,37,8.0,144,3.0,3.0,,,1.0,1.0,,1.0,,1.0,3.0,5.0,12.0,21.0,69.0,,,2.0,2.0,1.0,2.0,4.0,9.0,4.0,2.0,,2.0,,2.0,,,,4.0,,1.0,,1.0,3.0,,4.0,1.0,5.0,,,,1.0,1.0,,,,1.0,,2.0,3.0,,,12.0,,4.0,2.0,,,,,,9.0,29.0,,0.6666666666666666,0.6666666666666666,0.6,,0.5,0.45,,0.4166666666666667,0.65625,0.5,0.5625,,,21.51898734177215,1.0,,,0.11538461538461539,0.05555555555555555,0.16666666666666666,,0.125,0.03333333333333333,,,0.125,,0.1,0.08333333333333333,0.2,,,0.3,1.0,1.0,0.6666666666666666,0.1,,,,0.1,,,,,,,0.16666666666666666,1.0,0.8,0.49388000000000004,,0.4641583333333333,0.2857142857142857,0.4444444444444444,0.09523809523809523,0.42857142857142855,5.279999999999999,0.4084507042253521,21.0,1.0,5.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,4.0,3.0,5.0,1.0,2.0,1.0,1.0,0.2,0.25,0.2,0.5,0.25,0.5,0.2,0.2,1.0,1.0,0.6666666666666666,0.25,0.2,25.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1747,1610612749,Rafer Alston,Rafer Alston,1747,MIL,305.0,5,10,9,6.0,9,1.0,19,,,,,,,,1.0,,,,1.0,,,16.0,,,,,,1.0,,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,27.272727272727273,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.5211,,0.5211,,,,,4.7,0.6,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
281,1610612749,Scott Williams,Scott Williams,281,MIL,4333.0,72,141,145,26.0,30,20.0,286,5.0,7.0,1.0,2.0,2.0,2.0,2.0,5.0,8.0,12.0,15.0,24.0,2.0,32.0,169.0,2.0,3.0,,4.0,3.0,3.0,,6.0,26.0,4.0,1.0,2.0,3.0,5.0,3.0,1.0,,13.0,3.0,7.0,,1.0,13.0,5.0,19.0,10.0,29.0,4.0,3.0,1.0,1.0,1.0,,,,1.0,,8.0,11.0,1.0,,8.0,,4.0,,6.0,1.0,3.0,7.0,5.0,6.0,26.0,1.0,0.8666666666666667,1.0,0.625,0.6666666666666666,1.0,0.625,0.6666666666666666,1.0,0.5714285714285714,0.6666666666666666,1.0,0.041666666666666664,0.14285714285714285,17.575757575757578,1.0,0.7142857142857143,,0.24528301886792453,0.12280701754385964,0.1111111111111111,0.23076923076923078,0.22580645161290322,0.14285714285714285,,0.13043478260869565,0.17391304347826086,0.25,0.3157894736842105,0.22727272727272727,0.14285714285714285,,0.7142857142857143,0.2916666666666667,0.7142857142857143,0.8333333333333334,0.8,0.20833333333333334,0.4,0.4,1.0,0.5,0.6666666666666666,0.6666666666666666,0.875,0.6666666666666666,0.5,,0.6666666666666666,1.0,0.2916666666666667,0.45642916666666666,0.5496,0.5177999999999999,0.14285714285714285,0.14285714285714285,0.125,0.1875,10.033333333333333,0.18439716312056736,-5.0,,,,,,,,,,,,,,1.0,,,,,,,0.16666666666666666,,,,,,,,,,,1.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
283,1610612749,Lindsey Hunter,Lindsey Hunter,283,MIL,1854.0,31,58,60,11.0,27,8.0,118,,,,,,,,1.0,3.0,5.0,3.0,6.0,2.0,11.0,64.0,,,,,,,2.0,2.0,4.0,2.0,1.0,4.0,,4.0,,2.0,1.0,8.0,,1.0,,1.0,4.0,,5.0,1.0,6.0,3.0,,3.0,1.0,,,1.0,,1.0,,1.0,2.0,,,2.0,,,1.0,1.0,,,1.0,1.0,2.0,11.0,,0.6666666666666666,0.6666666666666666,0.5,,,0.3,,,0.34375,,0.5,0.16666666666666666,,25.757575757575758,1.0,,,0.23529411764705882,0.058823529411764705,0.25,,0.23809523809523808,0.034482758620689655,,0.125,,,0.2857142857142857,0.2222222222222222,0.25,,1.0,,,,,0.06666666666666667,,,,0.3333333333333333,0.6,0.6,0.6666666666666666,,,,,,0.6,0.46065000000000006,,0.55305,,,,0.18181818181818182,17.716666666666665,0.1896551724137931,-9.0,1.0,9.0,,,1.0,1.0,9.0,,,1.0,3.0,9.0,1.0,1.0,,1.0,0.1111111111111111,,0.1111111111111111,0.6,,0.6,0.1111111111111111,0.1111111111111111,1.0,,1.0,,0.1111111111111111,26.022222222222222,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
299,1610612749,Glenn Robinson,Glenn Robinson,299,MIL,6016.0,100,191,198,41.0,64,28.0,389,5.0,8.0,2.0,2.0,1.0,1.0,8.0,18.0,5.0,11.0,18.0,37.0,5.0,50.0,234.0,6.0,7.0,,15.0,2.0,3.0,,7.0,28.0,8.0,5.0,9.0,3.0,12.0,2.0,5.0,1.0,27.0,,2.0,,1.0,10.0,,11.0,2.0,13.0,1.0,1.0,,3.0,,1.0,3.0,,4.0,1.0,4.0,6.0,,,5.0,,2.0,,4.0,2.0,2.0,4.0,3.0,7.0,41.0,,0.7777777777777778,0.8235294117647058,0.4864864864864865,0.8571428571428571,0.6666666666666666,0.4787234042553192,0.9375,0.875,0.5,0.9375,0.875,0.13513513513513514,0.375,23.766816143497756,0.75,,,0.125,0.02631578947368421,0.09090909090909091,,0.12087912087912088,0.021052631578947368,,0.030303030303030304,0.03571428571428571,,0.10526315789473684,0.16,,0.3333333333333333,0.75,0.1702127659574468,0.625,1.0,0.6,0.3829787234042553,0.4444444444444444,0.5,0.75,0.23404255319148937,0.45454545454545453,0.45454545454545453,1.0,0.25,1.0,,0.25,1.0,0.3829787234042553,0.447281914893617,0.4238142857142857,0.43375,0.04081632653061224,0.05128205128205128,0.3,0.14,9.824324324324325,0.21465968586387435,-9.0,3.0,10.0,1.0,1.0,1.0,3.0,10.0,1.0,1.0,1.0,9.0,10.0,3.0,3.0,,1.0,0.3,1.0,0.3,0.2127659574468085,0.11764705882352941,0.2127659574468085,0.3,0.3,1.0,0.125,0.25,1.0,0.3,26.3,,1.0,2.0,,,,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
998,1610612749,Mark Pope,Mark Pope,998,MIL,192.0,3,5,5,2.0,5,1.0,10,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,2.0,6.0,,,,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,2.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,16.666666666666668,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,0.7953,,0.7953,,,,1.0,,0.4,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
208,1610612749,Sam Cassell,Sam Cassell,208,MIL,6475.0,108,204,207,43.0,63,32.0,411,1.0,3.0,,,,,5.0,15.0,8.0,22.0,14.0,40.0,14.0,57.0,239.0,1.0,4.0,2.0,13.0,6.0,10.0,7.0,19.0,10.0,18.0,5.0,12.0,7.0,19.0,6.0,4.0,4.0,45.0,,2.0,,2.0,8.0,,10.0,2.0,12.0,5.0,1.0,4.0,2.0,,3.0,2.0,,5.0,,4.0,11.0,1.0,1.0,16.0,,5.0,2.0,,,,,,19.0,43.0,1.0,0.35714285714285715,0.35714285714285715,0.35,0.25,0.6,0.4479166666666667,0.7857142857142857,0.5454545454545454,0.5181818181818182,0.8125,0.6333333333333333,0.125,0.3333333333333333,25.0,0.4,,,0.09302325581395349,0.025,0.16666666666666666,,0.10204081632653061,0.0196078431372549,,0.027777777777777776,0.034482758620689655,,0.075,0.10714285714285714,0.1111111111111111,0.3333333333333333,,0.0625,0.3333333333333333,0.5,,0.3125,0.3333333333333333,0.38461538461538464,0.8,0.4583333333333333,0.36363636363636365,0.4,0.125,,,,,,0.22916666666666666,0.44260104166666675,0.49372142857142853,0.41758181818181817,0.11320754716981132,0.1111111111111111,0.22807017543859648,0.3333333333333333,13.8375,0.2107843137254902,3.0,4.0,6.0,3.0,,,5.0,8.0,3.0,,1.0,12.0,6.0,4.0,4.0,,0.8,0.625,,0.625,0.16666666666666666,0.1111111111111111,0.125,0.6666666666666666,0.8,0.75,0.42857142857142855,,,0.6666666666666666,24.849999999999998,1.0,1.0,,,,,0.13333333333333333,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.125,0.09090909090909091,0.16666666666666666,0.041666666666666664,0.5,0.5,1.0,0.09090909090909091,0.125,,,,True,,,,,,,,,,,,
951,1610612749,Ray Allen,Ray Allen,951,MIL,7045.0,117,223,227,49.0,66,33.0,450,3.0,7.0,,,1.0,1.0,4.0,14.0,8.0,15.0,15.0,36.0,16.0,76.0,254.0,,4.0,,,3.0,5.0,3.0,18.0,8.0,22.0,3.0,17.0,3.0,20.0,2.0,4.0,6.0,43.0,1.0,,,,5.0,1.0,6.0,1.0,7.0,3.0,1.0,2.0,1.0,,1.0,1.0,,2.0,,1.0,2.0,,,17.0,1.0,9.0,,,,,,,18.0,49.0,,0.26666666666666666,0.26666666666666666,0.4166666666666667,,0.6,0.5263157894736842,,0.6818181818181818,0.5846153846153846,,0.75,0.08333333333333333,0.2857142857142857,25.76923076923077,0.5,0.1111111111111111,,0.05434782608695652,,,0.038461538461538464,0.04716981132075472,0.009174311926605505,,,,0.04,0.05128205128205128,0.08823529411764706,,,,0.12280701754385964,0.42857142857142855,0.6,0.3333333333333333,0.24561403508771928,0.2857142857142857,0.3076923076923077,,0.2631578947368421,0.5333333333333333,0.5333333333333333,0.375,,,,0.09090909090909091,1.0,0.49122807017543857,0.45680892857142863,0.40171999999999997,0.42880454545454544,0.13846153846153847,0.20454545454545456,,0.23684210526315788,10.963888888888889,0.21973094170403587,12.0,7.0,18.0,3.0,2.0,5.0,10.0,21.0,3.0,3.0,6.0,27.0,17.0,7.0,7.0,,0.9,0.47619047619047616,0.5,0.5,0.3684210526315789,,0.3157894736842105,0.3888888888888889,0.3888888888888889,0.8571428571428571,0.42857142857142855,0.45454545454545453,0.4,0.4117647058823529,27.314285714285717,,1.0,,,,,0.07142857142857142,,,1.0,1.0,,,,,3.0,3.0,1.0,3.0,,,,,,,0.05263157894736842,1.0,1.0,1.0,0.09090909090909091,,1.0,1.0,1.0,True,,,,,,,,,,,,
679,1610612749,Jason Caffey,Jason Caffey,679,MIL,1137.0,19,36,36,10.0,16,6.0,72,,1.0,,,,,,3.0,,,,4.0,,,33.0,,1.0,,,,1.0,,,,,2.0,1.0,,1.0,,1.0,,2.0,2.0,,,,1.0,,1.0,2.0,3.0,,,,,,1.0,,,1.0,,,7.0,,1.0,,,,,,,,,,,10.0,1.0,,,,,,,,,,,,0.5,1.0,11.904761904761905,,,,0.125,,,0.2,0.08333333333333333,0.1,,,,0.2,0.3333333333333333,,,,,0.25,,,,0.75,,,,,,,,,,,,,0.25,0.36707500000000004,0.3192,0.3659,,,,,9.0,0.2777777777777778,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
