EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,Travels,SecondChanceTurnovers,BlockedAtRim,3SecondViolations,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,ThreePtShootingFoulsDrawn,BlockedShortMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,SelfOReb,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,SelfORebPct,OffensiveGoaltends,on,HeaveAttempts
133,1610612766,David Wesley,David Wesley,133,CHH,23490.0,392,54.0,725,725,215.0,152.0,105.0,1450,24.0,32.0,1.0,1.0,8.0,10.0,2.0,10.0,24.0,59.0,4.0,6.0,9.0,27.0,1.0,3.0,3.0,7.0,50.0,101.0,13.0,33.0,31.0,170.0,722,6.0,7.0,1.0,3.0,2.0,17.0,18.0,27.0,3.0,7.0,15.0,60.0,50.0,50.0,39.0,27.0,9.0,7.0,33.0,6.0,39.0,3.0,3.0,16.0,7.0,10.0,84.0,4.0,9.0,15,2.0,26,4.0,30,16.0,6.0,10.0,9.0,1.0,1.0,5.0,8.0,14.0,2.0,12.0,28.0,2.0,4.0,41.0,3.0,4.0,12.0,8.0,1.0,1.0,1.0,1.0,60.0,215.0,3.0,0.5,0.5,1.0,0.3939393939393939,0.3333333333333333,0.42857142857142855,0.3939393939393939,0.49504950495049505,0.8571428571428571,0.6666666666666666,0.5186567164179104,0.75,0.6617647058823529,0.5562913907284768,0.7727272727272727,0.6976744186046512,0.2462686567164179,0.06930693069306931,0.125,0.2,0.01694915254237288,19.48051948051948,0.6428571428571429,0.1,0.05725190839694656,0.013071895424836602,0.10344827586206896,0.06876790830945559,0.0110803324099723,0.030303030303030304,0.011494252873563218,0.07462686567164178,0.022222222222222223,0.0761904761904762,0.12,1.0,0.23880597014925373,0.75,0.8571428571428571,0.2916666666666667,0.07462686567164178,0.2,0.25,1.0,0.44029850746268656,0.4067796610169492,0.41379310344827586,0.6666666666666666,0.04477611940298507,0.6666666666666666,0.6666666666666666,1.0,0.20149253731343283,0.3333333333333333,0.3333333333333333,1.0,0.1,1.0,0.3,0.3333333333333333,1.0,0.29411764705882354,0.8,0.20588235294117646,0.42857142857142855,0.48507462686567165,0.3333333333333333,0.4826537313432836,0.43235999999999997,0.48167941176470586,0.08391608391608392,0.10909090909090909,0.1,0.35294117647058826,11.89207920792079,25.357575757575756,0.296551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
136,1610612766,P.J. Brown,P.J. Brown,136,CHH,19665.0,328,62.0,608,612,198.0,129.0,87.0,1220,18.0,34.0,10.0,15.0,5.0,8.0,3.0,10.0,6.0,19.0,,,,,,,,,27.0,63.0,,,20.0,74.0,599,11.0,19.0,,,7.0,29.0,7.0,16.0,,,11.0,25.0,34.0,20.0,,,,7.0,7.0,2.0,9.0,2.0,,4.0,,3.0,20.0,29.0,7.0,41,3.0,51,36.0,87,11.0,6.0,5.0,3.0,2.0,1.0,7.0,2.0,10.0,1.0,11.0,26.0,6.0,1.0,23.0,3.0,,10.0,3.0,13.0,,13.0,7.0,25.0,198.0,4.0,0.6296296296296297,0.8947368421052632,,,,,,0.42857142857142855,0.5789473684210527,0.4375,0.42857142857142855,0.5789473684210527,0.4375,0.5068493150684932,0.6590909090909091,0.5434782608695652,,0.1111111111111111,0.20588235294117646,,,11.673699015471167,0.3,0.21428571428571427,0.18061674008810572,0.11553784860557768,0.1076923076923077,0.1643835616438356,0.11,0.09523809523809523,0.06578947368421052,0.1724137931034483,0.1518987341772152,0.2111111111111111,0.10714285714285714,0.5384615384615384,0.5396825396825397,0.5294117647058824,0.6666666666666666,0.4444444444444444,0.15873015873015872,0.3,0.3,1.0,0.30158730158730157,0.3157894736842105,0.3157894736842105,1.0,,,,,,,,,0.7894736842105263,0.6666666666666666,,,,0.5,0.625,,,0.5396825396825397,,0.4927809523809523,0.5252166666666667,0.49017499999999997,0.14285714285714285,0.14285714285714285,0.3918918918918919,0.33783783783783783,6.987301587301588,,0.3256578947368421,16.0,4.0,3.0,3.0,2.0,13.0,1.0,0.13043478260869565,0.08163265306122448,0.17582417582417584,0.07317073170731707,0.125,0.1111111111111111,0.1,,,,,,,,,,,,,,,,,,,,,,,True,
1884,1610612766,Baron Davis,Baron Davis,1884,CHH,20103.0,335,62.0,625,619,191.0,119.0,92.0,1244,21.0,34.0,3.0,4.0,5.0,9.0,3.0,9.0,5.0,14.0,5.0,7.0,12.0,32.0,,,7.0,18.0,29.0,57.0,17.0,39.0,26.0,135.0,617,3.0,4.0,3.0,3.0,,15.0,7.0,14.0,8.0,20.0,11.0,49.0,14.0,44.0,39.0,32.0,12.0,10.0,37.0,11.0,48.0,8.0,3.0,14.0,4.0,19.0,107.0,8.0,13.0,15,,28,8.0,36,21.0,10.0,11.0,8.0,5.0,5.0,10.0,3.0,18.0,5.0,7.0,27.0,3.0,1.0,37.0,4.0,,15.0,4.0,4.0,1.0,4.0,,49.0,191.0,5.0,0.2413793103448276,0.25925925925925924,0.7647058823529411,0.4358974358974359,1.0,0.4,0.4358974358974359,0.5087719298245614,0.75,0.5,0.5677083333333334,1.0714285714285714,0.5588235294117647,0.6026785714285714,1.0714285714285714,0.6125,0.40625,0.17543859649122806,0.20588235294117646,0.3333333333333333,,17.735334242837652,0.4444444444444444,,0.06756756756756757,0.030303030303030304,0.19117647058823528,0.09655172413793103,0.025477707006369428,0.03409090909090909,0.039473684210526314,0.017857142857142856,0.06097560975609756,0.10714285714285714,0.2,,0.3541666666666667,0.6176470588235294,0.7777777777777778,0.3333333333333333,0.09375,0.3333333333333333,0.5,,0.14583333333333334,0.35714285714285715,0.35714285714285715,,0.07291666666666667,0.7142857142857143,0.7142857142857143,0.8,0.3333333333333333,0.375,0.375,0.75,0.5714285714285714,0.75,,,,0.2647058823529412,0.5555555555555556,0.5294117647058824,0.3888888888888889,0.7604166666666666,0.375,0.5070115789473684,0.5780071428571428,0.47411515151515154,0.14814814814814814,0.22058823529411764,0.1111111111111111,0.362962962962963,5.95438596491228,26.525641025641026,0.3056,4.0,,,3.0,1.0,1.0,,,,0.02,,,0.125,,3.0,3.0,1.0,2.0,12.0,1.0,2.0,0.42857142857142855,1.0,0.6666666666666666,0.058823529411764705,0.5,0.025,,,,,,,,,,True,
1944,1610612766,Eddie Robinson,Eddie Robinson,1944,CHH,6860.0,114,10.0,208,210,67.0,73.0,28.0,418,5.0,6.0,,,1.0,1.0,4.0,6.0,6.0,20.0,,2.0,1.0,1.0,,,,,15.0,32.0,1.0,3.0,4.0,37.0,217,1.0,3.0,,1.0,,2.0,3.0,5.0,,1.0,,6.0,24.0,6.0,,1.0,1.0,,5.0,,5.0,,,1.0,1.0,3.0,10.0,2.0,2.0,16,,18,2.0,20,1.0,,1.0,2.0,,2.0,,,2.0,,3.0,7.0,,,4.0,,,2.0,,1.0,1.0,1.0,,6.0,67.0,2.0,0.8,0.8571428571428571,,0.3333333333333333,,,0.3333333333333333,0.46875,0.3333333333333333,0.6,0.4714285714285714,0.25,0.5,0.5,0.25,0.5,0.08571428571428572,,,,,16.182572614107883,1.0,,0.2222222222222222,0.024691358024691357,0.06666666666666667,0.17647058823529413,0.020833333333333332,,,0.13636363636363635,0.35294117647058826,0.21212121212121213,0.04,,0.17142857142857143,0.8333333333333334,0.8333333333333334,1.0,0.17142857142857143,0.6666666666666666,0.6666666666666666,0.25,0.5714285714285714,0.3,0.3,1.0,0.05714285714285714,,,,0.02857142857142857,1.0,1.0,,,,,,,0.16666666666666666,1.0,,,0.2571428571428571,1.0,0.4304857142857143,0.4469125,0.4027083333333334,0.05405405405405406,0.058823529411764705,0.05405405405405406,0.16216216216216217,12.6125,24.266666666666666,0.32211538461538464,2.0,,,,,,,,,0.05555555555555555,,,0.2,,,1.0,,1.0,3.0,,,0.25,,,0.16666666666666666,,,,,,,,,,,,True,
469,1610612766,Jamal Mashburn,Jamal Mashburn,469,CHH,21265.0,354,45.0,664,663,208.0,150.0,95.0,1327,18.0,48.0,3.0,12.0,5.0,17.0,18.0,45.0,27.0,63.0,1.0,4.0,5.0,15.0,,,1.0,6.0,63.0,156.0,6.0,19.0,57.0,201.0,665,8.0,25.0,,1.0,,16.0,17.0,43.0,1.0,6.0,31.0,68.0,54.0,72.0,15.0,15.0,5.0,19.0,37.0,11.0,48.0,9.0,2.0,18.0,10.0,9.0,107.0,15.0,4.0,27,6.0,37,16.0,53,10.0,6.0,4.0,18.0,,10.0,8.0,8.0,26.0,7.0,4.0,21.0,,4.0,68.0,4.0,2.0,28.0,7.0,2.0,1.0,3.0,3.0,68.0,208.0,6.0,0.42857142857142855,0.45,0.8333333333333334,0.3157894736842105,,0.16666666666666666,0.3157894736842105,0.40384615384615385,0.32,0.3953488372093023,0.4114285714285714,0.3076923076923077,0.37755102040816324,0.4854368932038835,0.3076923076923077,0.4927536231884058,0.10857142857142857,0.12179487179487179,0.20833333333333334,0.15555555555555556,0.031746031746031744,29.974160206718345,0.6923076923076923,0.3157894736842105,0.11203319502074689,0.053763440860215055,0.05128205128205128,0.09717868338557993,0.045454545454545456,0.10869565217391304,0.012195121951219513,0.0967741935483871,0.12941176470588237,0.10638297872340426,0.04411764705882353,1.0,0.2742857142857143,0.375,0.47368421052631576,0.5,0.2571428571428571,0.4,0.47368421052631576,0.2222222222222222,0.36,0.42857142857142855,0.4426229508196721,0.5185185185185185,0.022857142857142857,0.25,0.3333333333333333,1.0,0.08571428571428572,0.3333333333333333,0.3333333333333333,0.8,0.46153846153846156,0.25,,,,0.3469387755102041,0.29411764705882354,0.12244897959183673,0.16666666666666666,0.38285714285714284,0.3333333333333333,0.434978,0.458832,0.44578979591836737,0.1407035175879397,0.15555555555555556,0.07960199004975124,0.3383084577114428,9.81089743589744,25.842105263157897,0.3132530120481928,6.0,,1.0,,2.0,1.0,,0.038461538461538464,,0.0380952380952381,,,0.1,,,1.0,,,3.0,,,0.038461538461538464,,,,,,1.0,4.0,2.0,1.0,1.0,0.05263157894736842,0.25,0.046511627906976744,,True,
922,1610612766,Elden Campbell,Elden Campbell,922,CHH,15792.0,263,30.0,481,480,86.0,52.0,77.0,961,21.0,42.0,10.0,16.0,3.0,7.0,13.0,41.0,7.0,16.0,,,,,,,,,41.0,99.0,,,33.0,115.0,472,13.0,20.0,,,10.0,36.0,7.0,15.0,,,9.0,23.0,56.0,26.0,,,,11.0,3.0,2.0,5.0,1.0,1.0,1.0,,2.0,12.0,23.0,13.0,32,3.0,48,25.0,73,5.0,3.0,2.0,7.0,,,9.0,7.0,16.0,4.0,13.0,33.0,5.0,5.0,45.0,1.0,,18.0,5.0,10.0,,10.0,6.0,23.0,86.0,1.0,0.6829268292682927,0.8235294117647058,,,,,,0.41414141414141414,0.65,0.4666666666666667,0.41414141414141414,0.65,0.4666666666666667,0.47520661157024796,0.6923076923076923,0.5227272727272727,,0.1111111111111111,0.16666666666666666,0.0975609756097561,,24.16225749559083,0.4375,0.23076923076923078,0.1807909604519774,0.10648148148148148,0.18571428571428572,0.18218623481781376,0.1,0.08823529411764706,0.18461538461538463,0.20454545454545456,0.19444444444444445,0.14754098360655737,0.1935483870967742,0.6,0.42424242424242425,0.5,0.6,0.5714285714285714,0.41414141414141414,0.3170731707317073,0.35135135135135137,0.7692307692307693,0.16161616161616163,0.4375,0.4375,0.8571428571428571,,,,,,,,,0.8,0.625,,,,0.4666666666666667,0.42857142857142855,,,0.42424242424242425,,0.4319969696969698,0.5212210526315789,0.45228,0.15517241379310345,0.15517241379310345,0.3130434782608696,0.2,6.85858585858586,,0.1787941787941788,14.0,2.0,,2.0,4.0,3.0,,,0.058823529411764705,0.060240963855421686,0.07407407407407407,,0.125,0.2,,,,,,,7.0,,,,,,,,4.0,1.0,,,,,0.0851063829787234,1.0,True,
934,1610612766,Derrick Coleman,Derrick Coleman,934,CHH,2903.0,48,10.0,86,88,28.0,17.0,10.0,174,2.0,5.0,1.0,4.0,,2.0,2.0,6.0,,4.0,,,2.0,3.0,,,1.0,1.0,4.0,15.0,2.0,3.0,1.0,15.0,88,1.0,5.0,,,1.0,3.0,1.0,5.0,1.0,1.0,1.0,6.0,6.0,2.0,6.0,3.0,2.0,,2.0,1.0,3.0,1.0,,,1.0,1.0,7.0,6.0,,8,2.0,10,6.0,16,1.0,1.0,,1.0,,,1.0,1.0,2.0,1.0,2.0,9.0,2.0,,2.0,,,,1.0,1.0,,1.0,1.0,6.0,28.0,2.0,0.75,1.0,1.0,0.6666666666666666,,1.0,0.6666666666666666,0.26666666666666666,0.2,0.2,0.3888888888888889,0.2,0.4166666666666667,0.39473684210526316,0.25,0.42857142857142855,0.16666666666666666,,,,,20.792079207920793,0.5,0.6666666666666666,0.24242424242424243,0.15,,0.1951219512195122,0.13953488372093023,0.4444444444444444,0.1111111111111111,0.125,0.2857142857142857,0.2777777777777778,,1.0,0.2777777777777778,0.4,0.4,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,,,,,,,,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.8,0.25,,,,0.3333333333333333,,0.16666666666666666,1.0,0.4444444444444444,0.6666666666666666,0.4372861111111111,0.5189199999999999,0.45059166666666667,,,0.2,0.4,8.886666666666665,25.100000000000005,0.32558139534883723,2.0,,,,,1.0,,,,0.045454545454545456,,,,,,,,,,,,,,,,,,,2.0,,,,,,0.16666666666666666,,True,
2048,1610612766,Jamaal Magloire,Jamaal Magloire,2048,CHH,4343.0,72,14.0,137,136,67.0,52.0,15.0,273,8.0,14.0,1.0,2.0,4.0,8.0,1.0,3.0,,,,,,,,,,,9.0,17.0,,,5.0,23.0,133,1.0,2.0,,,3.0,5.0,5.0,10.0,,,4.0,14.0,16.0,2.0,,,,2.0,2.0,,2.0,,,1.0,,1.0,4.0,4.0,5.0,9,,14,5.0,19,,,,,,,3.0,,3.0,,3.0,11.0,2.0,1.0,13.0,1.0,,4.0,3.0,3.0,,3.0,2.0,14.0,67.0,2.0,0.8888888888888888,1.0,,,,,,0.5294117647058824,0.5,0.5,0.5294117647058824,0.5,0.5,0.5,0.5,0.4666666666666667,,0.11764705882352941,0.07142857142857142,0.3333333333333333,,16.883116883116884,,,0.18,0.08333333333333333,0.4166666666666667,0.22580645161290322,0.08064516129032258,0.1111111111111111,0.08333333333333333,0.3076923076923077,0.2727272727272727,0.07692307692307693,0.4444444444444444,0.6666666666666666,0.8235294117647058,0.5714285714285714,0.6153846153846154,0.875,0.17647058823529413,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,1.0,0.5,,,,0.8,0.5,,,0.8235294117647058,,0.5144470588235294,0.54415,0.5133099999999999,0.2,0.2,0.21739130434782608,0.6086956521739131,1.1294117647058823,,0.48905109489051096,2.0,1.0,,1.0,,2.0,1.0,,0.07142857142857142,0.05555555555555555,0.07692307692307693,,0.3333333333333333,,,,,,,,1.0,,,,,,,,,,,,,,,,True,
901,1610612766,Otis Thorpe,Otis Thorpe,901,CHH,2302.0,38,-13.0,69,68,10.0,9.0,16.0,137,2.0,3.0,2.0,2.0,,,,3.0,,,,,,,,,,,2.0,6.0,,,,4.0,73,2.0,2.0,,,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,4.0,2.0,4,1.0,7,4.0,11,,,,,,,1.0,,1.0,,2.0,6.0,,1.0,,,,,,,,,,,10.0,1.0,,,,,,,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,,,,,,8.23529411764706,,0.3333333333333333,0.2,0.1,0.15384615384615385,0.18181818181818182,0.09302325581395349,0.2,0.1,0.25,0.16666666666666666,0.2,0.16666666666666666,,0.5,0.6666666666666666,0.6666666666666666,,0.5,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.5,,0.4558499999999999,0.54465,,,,1.0,,5.1000000000000005,,0.14492753623188406,4.0,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.25,,True,
765,1610612766,Hersey Hawkins,Hersey Hawkins,765,CHH,547.0,9,-4.0,18,19,5.0,7.0,,37,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,2.0,2.0,17,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1,,1,,1,1.0,1.0,,,,,,,,,1.0,1.0,,,2.0,,,1.0,,,,,,,5.0,,,,,,,,,,,,,,,0.5,,,1.0,,,,,11.11111111111111,,,0.25,,,0.14285714285714285,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,0.4692,,0.4692,0.5,1.0,,,,23.9,0.2777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
