EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,DefTwoPtRebounds,DefRebounds,Rebounds,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PtsUnassisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,Loose Ball Fouls,DefLongMidRangeReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Steals,LostBallSteals,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,AtRimAssists,BadPassSteals,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffShortMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,AtRimPctBlocked,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,BlockedAtRim,DefensiveGoaltends,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,SecondChanceFtPoints,2pt And 1 Free Throw Trips,OffLongMidRangeReboundPct,on,PtsAssisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,FTDefRebounds,SelfOReb,LostBallTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,LongMidRangePctBlocked,DefFTReboundPct,SelfORebPct,Arc3PctAssisted,OffCorner3ReboundPct,DefCorner3ReboundPct,BadPassOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,Fg3aBlocked,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,Offensive Fouls,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3FGM,Corner3PctBlocked,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,455.0,8.0,-11.0,14.0,13,1.0,1.0,27,2.0,2.0,1.0,3.0,3.0,5.0,6.0,19.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.6,1.0,0.6,1.0,40.0,1.0,0.4,1.0,1.0,1.0,0.6,0.3333333333333333,0.3333333333333333,1.0,0.3574,0.3469,0.3333333333333333,12.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1610612756,Chris Dudley,Chris Dudley,201,PHX,263.0,4.0,,11.0,10,2.0,2.0,21,,,,,1.0,1.0,2.0,12.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,1.0,,15.384615384615383,,,,,,,,,,0.547,,,,9.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,0.2,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.547,1.0,0.8181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1610612756,Vinny Del Negro,Vinny Del Negro,219,PHX,1547.0,26.0,-6.0,49.0,49,9.0,6.0,98,,3.0,2.0,2.0,4.0,7.0,8.0,56.0,,,,6.0,,,1.0,2.0,,,,,0.75,0.75,0.5714285714285714,,0.5714285714285714,,0.5714285714285714,,12.727272727272727,,0.42857142857142855,,,,0.2857142857142857,1.0,1.0,1.0,0.429,,,8.742857142857142,20.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,,4.0,20.0,1.0,1.0,1.0,0.08333333333333333,0.07142857142857142,0.125,0.2857142857142857,1.0,1.0,0.5,0.5,1.0,0.2857142857142857,0.4745,0.5,0.40816326530612246,2.0,5.0,5.0,1.0,4.0,10.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,1610612756,Tom Gugliotta,Tom Gugliotta,339,PHX,807.0,13.0,-1.0,24.0,25,8.0,3.0,49,,1.0,1.0,6.0,2.0,8.0,4.0,25.0,1.0,1.0,2.0,2.0,,,,1.0,,,,,0.5,1.0,0.25,1.0,0.25,1.0,0.25,1.0,29.629629629629626,,0.125,,,,0.75,0.16666666666666666,0.16666666666666666,1.0,0.39802499999999996,0.6372,0.5,13.575000000000001,11.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,,4.0,11.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.07692307692307693,0.0625,,0.125,1.0,1.0,,0.3333333333333333,1.0,0.125,0.45903333333333335,1.0,0.4583333333333333,2.0,,,,,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.125,1.0,0.07692307692307693,0.07142857142857142,0.3333333333333333,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,1610612756,Tony Delk,Tony Delk,960,PHX,1385.0,23.0,2.0,44.0,44,9.0,6.0,88,1.0,3.0,2.0,5.0,3.0,8.0,13.0,46.0,,1.0,,6.0,,,,,,,,,1.0,1.0,0.375,,0.45,,0.5416666666666666,,24.0,,0.3,0.3333333333333333,0.5,1.0,0.5,0.4,0.4,1.0,0.41839499999999996,0.3189,,15.425,20.0,,,,,,4.0,7.0,2.0,2.0,3.0,,7.0,20.0,,0.25,0.4375,0.08695652173913043,0.07407407407407407,0.125,,,,,,,0.2,0.4399916666666666,0.5384615384615384,0.45454545454545453,,2.0,2.0,,1.0,4.0,,,,,,1.0,1.0,1.0,1.0,,0.125,0.3333333333333333,0.05,0.043478260869565216,,0.1111111111111111,,,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.5,0.5,0.5,0.2,0.16666666666666666,0.2,0.5,0.5,0.3333333333333333,0.5,0.5,0.09090909090909091,0.1111111111111111,25.25,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,1610612756,Clifford Robinson,Clifford Robinson,361,PHX,377.0,6.0,-1.0,11.0,11,,1.0,22,,,,,,,,13.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,1610612756,Jake Tsakalidis,Jake Tsakalidis,2054,PHX,162.0,3.0,-8.0,5.0,5,,,10,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1610612756,Mario Elie,Mario Elie,53,PHX,314.0,5.0,-6.0,10.0,9,,,19,,,,,,1.0,,16.0,,,,,,,,1.0,,,,,,,,,,,,,10.0,,,,,,,,,,0.6254,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,0.1,,1.0,1.0,1.0,,2.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,1610612756,Rodney Rogers,Rodney Rogers,915,PHX,757.0,13.0,-10.0,23.0,23,7.0,3.0,46,,1.0,1.0,2.0,1.0,5.0,2.0,31.0,,1.0,,2.0,,,,2.0,,,,,1.0,1.0,0.2,,0.16666666666666666,,0.16666666666666666,,23.076923076923077,,0.16666666666666666,,,,0.3333333333333333,0.5,0.5,1.0,0.4976916666666667,,,8.620000000000001,7.0,,2.0,,1.0,,2.0,,1.0,1.0,2.0,,,7.0,,,,0.1,0.09090909090909091,0.5,0.3333333333333333,,,,0.5,,0.5,0.4772,,0.30434782608695654,,1.0,1.0,1.0,,2.0,,,,1.0,,,,1.0,,,,,,0.06666666666666667,,,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,0.16666666666666666,,0.16666666666666666,,,,,,,,24.7,,1.0,0.5,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,1610612756,Daniel Santiago,Daniel Santiago,2091,PHX,720.0,12.0,6.0,23.0,24,1.0,3.0,47,,1.0,,,1.0,2.0,2.0,21.0,1.0,1.0,2.0,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,0.5,1.0,0.5,1.0,0.5,1.0,11.538461538461538,0.5,0.5,,,,,,,,0.56765,0.6943,1.0,2.85,12.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,,2.0,12.0,1.0,1.0,1.0,0.23076923076923078,0.25,0.2,0.5,1.0,1.0,,1.0,1.0,0.5,0.6943,1.0,0.5217391304347826,2.0,,,,,,,0.6666666666666666,1.0,1.0,2.0,,1.0,1.0,,,,,0.09090909090909091,0.08333333333333333,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
