EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFtPoints,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,PenaltyPointsPct,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2A,PenaltyFG2M,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,PenaltyFg2Pct,PenaltyEfgPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceShotQualityAvg,PtsAssisted2s,DefTwoPtRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangePctAssisted,Corner3FGA,PenaltyCorner3FGA,Corner3Frequency,PenaltyCorner3Frequency,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,Technical Free Throw Trips,Assisted3sPct,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,OffensiveGoaltends,SecondChanceArc3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Blocked3s,BlockedArc3
1035,1610612759,Shawnelle Scott,Shawnelle Scott,1035,SAS,842.0,14,-14,31,26,18.0,8.0,1.0,57,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,27,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,18.0,0.5,0.25,0.375,0.5,0.5,1.0,21.875,0.6666666666666666,0.4,0.14285714285714285,0.25,1.0,0.25,1.0,1.0,0.25,0.5,0.5,0.75,0.40338749999999995,0.34762499999999996,0.25,0.5,3.15,29.8,0.5806451612903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,1610612759,Antonio Daniels,Antonio Daniels,1498,SAS,282.0,5,-1,12,9,11.0,1.0,,21,,,,,,,,,2.0,2.0,7,,,,,,1.0,1.0,1.0,,,,,,,,,,2.0,,1.0,11.0,,,1.0,,,,8.333333333333334,,0.5,0.16666666666666666,1.0,,,,,,,,,,,1.0,1.0,,,0.9166666666666666,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,1610612759,Sean Elliott,Sean Elliott,251,SAS,344.0,6,-6,12,10,3.0,6.0,,22,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1610612759,Steve Kerr,Steve Kerr,70,SAS,842.0,14,-14,31,26,18.0,8.0,1.0,57,,,1.0,3.0,2.0,2.0,3.0,3.0,,4.0,27,3.0,2.0,4.0,3.0,,,,1.0,,,,,,,,,,,,,18.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,,,18.75,,,,,,,,,0.16666666666666666,0.5,0.4,0.5,0.43125833333333335,0.41881,,,16.233333333333334,24.733333333333334,0.5806451612903226,,4.0,4.0,0.4,1.0,,,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.4,0.125,0.07692307692307693,0.2,1.0,1.0,0.3333333333333333,0.5,0.5,0.3406,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,1610612759,Samaki Walker,Samaki Walker,955,SAS,842.0,14,-14,31,26,18.0,8.0,1.0,57,,,2.0,,,1.0,5.0,,,2.0,27,1.0,,,,,,4.0,4.0,,,,,,,,,,,,,18.0,0.2,0.2,0.2,,,,15.625,,,0.2857142857142857,,,,,,0.4,,,,0.34318,0.3262,,,14.180000000000001,,0.5806451612903226,,,,,,,,,,,1.0,3.0,,,,,1.0,1.0,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,,2.0,4.0,1.0,1.0,0.4444444444444444,0.2857142857142857,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,381.0,6,-5,16,12,16.0,4.0,,28,,,,,,,1.0,1.0,,,11,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,,,,,,16.0,,,,0.5,,,25.0,0.5,,0.14285714285714285,,,,,,,,,0.5,0.387275,0.387275,,,17.4,22.3,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,1.0,,,0.25,0.25,,,1.0,1.0,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,1610612759,Derek Anderson,Derek Anderson,1507,SAS,191.0,3,-5,6,6,2.0,,1.0,12,,,,1.0,,,,1.0,,,8,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,14.285714285714285,,,,,,,,,,1.0,,1.0,0.44955,,,,,24.4,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1610612759,Danny Ferry,Danny Ferry,198,SAS,233.0,4,-7,8,7,4.0,1.0,1.0,15,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1610612759,Avery Johnson,Avery Johnson,422,SAS,253.0,4,-4,8,8,,4.0,,16,,,,,,1.0,2.0,,,2.0,8,,,2.0,,,,,,2.0,,,,2.0,2.0,,2.0,2.0,,,,,0.5,0.5,0.5,,,,50.0,1.0,,,,,,,,,,,,0.3827,,,,19.25,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,31506.0,525,54,984,982,358.0,211.0,115.0,1966,66.0,103.0,91.0,1.0,1.0,119.0,245.0,1.0,76.0,317.0,978,83.0,1.0,128.0,1.0,26.0,20.0,134.0,188.0,33.0,4.0,16.0,17.0,17.0,50.0,19.0,20.0,43.0,119.0,11.0,53.0,358.0,0.4857142857142857,0.4898373983739837,0.5283333333333333,0.0040650406504065045,0.10612244897959183,0.10989010989010989,31.33393017009848,0.66,0.22727272727272727,0.21933085501858737,0.20967741935483872,0.2692307692307692,0.4186991869918699,0.6407766990291263,0.75,0.3699186991869919,0.0040650406504065045,0.011904761904761904,0.42276422764227645,0.48812479674796744,0.5058892857142856,0.1840277777777778,0.18466898954703834,6.725714285714287,24.6,0.3638211382113821,36.0,123.0,123.0,0.5590909090909091,0.38801261829652994,33.0,49.0,14.0,114.0,35.0,18.0,51.0,44.0,42.0,43.0,54.0,14.0,11.0,0.5060240963855421,0.5178571428571429,0.12112676056338029,0.1172566371681416,0.10416666666666667,0.38461538461538464,0.43209876543209874,0.2073170731707317,0.35294117647058826,0.36,0.5359666666666665,110.0,98.0,0.46218487394957986,0.5188679245283019,0.21777777777777776,0.23870967741935484,0.18857142857142858,0.3888888888888889,,,,,False,17.0,31.0,26.0,40.0,1.0,1.0,1.0,23.0,6.0,52.0,1.0,3.0,26.0,1.0,16.0,7.0,9.0,16.0,3.0,10.0,1.0,16.0,7.0,3.0,2.0,2.0,6.0,2.0,6.0,12.0,35.0,24.0,2.0,9.0,35.0,20.0,1.0,5.0,1.0,1.0,1.0,0.5227272727272727,0.5227272727272727,0.5416666666666666,0.14563106796116504,0.0196078431372549,0.5161290322580645,0.022222222222222223,0.10309278350515463,0.13675213675213677,0.1276595744680851,0.07936507936507936,0.14705882352941177,0.23333333333333334,0.07,0.5714285714285714,0.5606060606060606,0.3142857142857143,1.0,1.0,0.7045454545454546,0.5483870967741935,0.17647058823529413,0.47619047619047616,0.65,1.0,1.0,0.1640378548895899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
