EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,Assisted3sPct,SecondChanceFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,OffensiveGoaltends,SecondChanceArc3FGM,ThreePtShootingFoulsDrawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,Blocked3s,BlockedArc3
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,20605.0,343,74,641,649,191,102,82,1290,51.0,76.0,11.0,22.0,20.0,30.0,21.0,57.0,13.0,30.0,1.0,1.0,1.0,1.0,85,163,1.0,1.0,40.0,213,633,14.0,29.0,4.0,32.0,26.0,48.0,1.0,1.0,18.0,73.0,80.0,90.0,3.0,16.0,1.0,1.0,16.0,20.0,12.0,32.0,5.0,7.0,11.0,3.0,6.0,76.0,8.0,30.0,1.0,13.0,62.0,9.0,84.0,39.0,123.0,5.0,10.0,8.0,2.0,22.0,12.0,7.0,1.0,10.0,2.0,29.0,3.0,11.0,17.0,30,1.0,4.0,64.0,8.0,32.0,4.0,26.0,20.0,1.0,5.0,26.0,16.0,73.0,191,1.0,0.47058823529411764,0.5194805194805194,1.0,1.0,1.0,0.5214723926380368,0.4827586206896552,0.5416666666666666,0.5274390243902439,0.4827586206896552,0.5612244897959183,0.5546875,0.5161290322580645,0.5983606557377049,0.006097560975609756,0.09815950920245399,0.11842105263157894,0.10526315789473684,0.03333333333333333,30.068027210884356,0.7586206896551724,0.42857142857142855,0.037037037037037035,0.2012987012987013,0.13274336283185842,0.22807017543859648,0.12121212121212122,0.2054794520547945,0.13013698630136986,0.14666666666666667,0.125,0.12643678160919541,0.10256410256410256,0.14814814814814814,0.19540229885057472,0.23300970873786409,0.17796610169491525,0.2,0.29411764705882354,0.08064516129032258,0.6153846153846154,0.4634146341463415,0.6710526315789473,0.7611940298507462,0.6078431372549019,0.3475609756097561,0.3684210526315789,0.4117647058823529,0.23809523809523808,0.18292682926829268,0.43333333333333335,0.4482758620689655,0.3076923076923077,0.006097560975609756,1.0,1.0,0.7586206896551724,0.5,0.18181818181818182,0.6122448979591837,0.6666666666666666,0.02040816326530612,1.0,0.4695121951219512,1.0,0.5067530487804878,0.5648636363636363,0.5565204081632653,0.1702127659574468,0.1711229946524064,0.15023474178403756,0.3427230046948357,5.992638036809816,24.6,0.29797191887675506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1498,1610612759,Antonio Daniels,Antonio Daniels,1498,SAS,15816.0,264,23,487,495,138,90,66,982,14.0,19.0,1.0,1.0,4.0,5.0,7.0,11.0,7.0,20.0,2.0,17.0,1.0,7.0,28,50,12.0,29.0,21.0,113,501,3.0,5.0,,9.0,6.0,11.0,2.0,8.0,10.0,28.0,26.0,30.0,,2.0,17.0,2.0,5.0,20.0,5.0,25.0,3.0,2.0,13.0,3.0,4.0,55.0,2.0,2.0,,3.0,11.0,,14.0,4.0,18.0,1.0,5.0,2.0,3.0,4.0,2.0,3.0,,2.0,,7.0,1.0,3.0,5.0,12,1.0,1.0,22.0,1.0,8.0,3.0,1.0,,,1.0,1.0,,28.0,138,2.0,0.4642857142857143,0.48148148148148145,0.41379310344827586,0.25,0.41379310344827586,0.56,0.6,0.5454545454545454,0.5822784810126582,0.5,0.47368421052631576,0.6292134831460674,0.5,0.5833333333333334,0.3670886075949367,0.1,0.15789473684210525,0.18181818181818182,,17.11229946524064,0.5714285714285714,,,0.04700854700854701,0.011764705882352941,0.06,0.037037037037037035,0.04929577464788732,0.017857142857142856,0.03508771929824561,,,,0.10526315789473684,0.02702702702702703,0.054945054945054944,0.057971014492753624,0.08108108108108109,,0.029411764705882353,,0.24050632911392406,0.7368421052631579,0.875,0.6428571428571429,0.13924050632911392,0.6363636363636364,0.7777777777777778,0.2857142857142857,0.25316455696202533,0.35,0.35,0.2857142857142857,0.21518987341772153,0.11764705882352941,0.11764705882352941,0.1111111111111111,1.0,1.0,0.2631578947368421,0.8,0.3684210526315789,0.14285714285714285,0.6075949367088608,0.11764705882352941,0.5157943037974684,0.4789785714285714,0.5275263157894737,0.09302325581395349,0.14035087719298245,0.07964601769911504,0.24778761061946902,9.022,24.2896551724138,0.28336755646817247,10.0,12.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,36.0,1.0,1.0,1.0,0.25,0.1518987341772152,0.8333333333333334,0.8333333333333334,1.0,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,0.05263157894736842,1.0,,,,,,,,,,,,True,,
1507,1610612759,Derek Anderson,Derek Anderson,1507,SAS,8707.0,145,8,275,277,109,61,35,552,4.0,9.0,,,2.0,3.0,3.0,5.0,1.0,12.0,4.0,10.0,1.0,2.0,8,26,5.0,16.0,13.0,44,272,,,,,5.0,11.0,1.0,6.0,5.0,18.0,2.0,14.0,3.0,,10.0,4.0,2.0,10.0,5.0,15.0,2.0,3.0,8.0,2.0,,35.0,1.0,1.0,,,10.0,,10.0,2.0,12.0,,3.0,2.0,1.0,5.0,2.0,8.0,,3.0,1.0,13.0,1.0,4.0,2.0,6,1.0,1.0,14.0,2.0,6.0,1.0,,,,,,,18.0,109,2.0,0.125,0.125,0.3125,0.16666666666666666,0.3125,0.3076923076923077,,0.45454545454545453,0.36904761904761907,,0.38235294117647056,0.44680851063829785,,0.42105263157894735,0.38095238095238093,0.07692307692307693,0.1111111111111111,,0.08333333333333333,19.047619047619047,0.38461538461538464,,,0.08771929824561403,0.009708737864077669,,0.034482758620689655,0.07407407407407407,0.015151515151515152,,,0.02127659574468085,0.05555555555555555,,0.09090909090909091,0.02857142857142857,0.12280701754385964,,,,,0.21428571428571427,0.4444444444444444,0.5,,0.11904761904761904,0.6,0.6,0.3333333333333333,0.2857142857142857,0.08333333333333333,0.09090909090909091,,0.23809523809523808,0.4,0.4,,,,0.17647058823529413,0.6666666666666666,0.11764705882352941,0.5,0.5952380952380952,0.4,0.5007488095238095,0.5367,0.4823294117647059,0.13043478260869565,0.2,,0.4090909090909091,9.830769230769231,24.349999999999994,0.39636363636363636,1.0,6.0,,,,4.0,1.0,,1.0,12.0,2.0,2.0,0.8,,0.14285714285714285,0.16666666666666666,0.16666666666666666,1.0,0.75,,,,1.0,0.23529411764705882,,1.0,,,,,,,,,,,True,,
345,1610612759,Terry Porter,Terry Porter,345,SAS,16396.0,273,39,513,524,163,89,69,1037,11.0,16.0,1.0,1.0,5.0,8.0,4.0,7.0,9.0,18.0,10.0,21.0,3.0,8.0,24,41,12.0,32.0,13.0,97,531,2.0,3.0,,7.0,9.0,18.0,5.0,11.0,4.0,37.0,26.0,22.0,9.0,2.0,21.0,10.0,3.0,29.0,10.0,39.0,3.0,7.0,16.0,5.0,8.0,88.0,1.0,,,3.0,19.0,1.0,23.0,1.0,24.0,,10.0,4.0,6.0,14.0,12.0,7.0,1.0,2.0,,21.0,,5.0,,13,,3.0,16.0,1.0,3.0,3.0,,,,,,,37.0,163,2.0,0.5416666666666666,0.5652173913043478,0.375,0.45454545454545453,0.375,0.5853658536585366,0.6666666666666666,0.5,0.5753424657534246,0.5,0.5689655172413793,0.6012658227848101,0.5,0.5967741935483871,0.4383561643835616,0.07317073170731707,0.1875,,,16.80672268907563,0.6666666666666666,0.05,,0.08085106382978724,,0.06382978723404255,0.015873015873015872,0.07801418439716312,0.00425531914893617,,,,0.030303030303030304,,0.05263157894736842,0.08641975308641975,0.09278350515463918,0.0625,0.06666666666666667,,,0.2191780821917808,0.6875,0.8461538461538461,0.8181818181818182,0.0958904109589041,0.5714285714285714,0.5714285714285714,0.25,0.2465753424657534,0.5,0.5,0.3333333333333333,0.2876712328767123,0.47619047619047616,0.47619047619047616,0.14285714285714285,1.0,,0.27586206896551724,0.625,0.27586206896551724,0.375,0.6575342465753424,0.47619047619047616,0.5288938356164384,0.4464125,0.5169517241379311,0.05263157894736842,0.06976744186046512,0.07216494845360824,0.38144329896907214,10.058536585365854,24.331250000000004,0.31773879142300193,2.0,11.0,,2.0,2.0,3.0,2.0,1.0,4.0,27.0,2.0,2.0,0.75,0.25,0.1506849315068493,0.18181818181818182,0.18181818181818182,1.0,0.7,0.2857142857142857,,,0.2857142857142857,0.10344827586206896,0.6666666666666666,,1.0,1.0,0.5,1.0,0.030303030303030304,,,,,,True,,
764,1610612759,David Robinson,David Robinson,764,SAS,24465.0,408,57,757,766,242,139,99,1523,46.0,81.0,19.0,29.0,15.0,22.0,17.0,37.0,12.0,40.0,,1.0,,1.0,75,158,,1.0,66.0,216,755,21.0,33.0,16.0,58.0,21.0,33.0,,1.0,35.0,77.0,102.0,48.0,,30.0,,,12.0,17.0,5.0,22.0,2.0,3.0,15.0,2.0,,49.0,7.0,32.0,,15.0,88.0,11.0,114.0,39.0,153.0,12.0,17.0,14.0,3.0,14.0,7.0,14.0,,7.0,2.0,28.0,1.0,9.0,21.0,42,,6.0,95.0,5.0,40.0,10.0,31.0,22.0,1.0,8.0,31.0,17.0,77.0,242,4.0,0.68,0.85,,,,0.47468354430379744,0.6363636363636364,0.6363636363636364,0.4716981132075472,0.6363636363636364,0.6176470588235294,0.5294117647058824,0.6904761904761905,0.7,0.006289308176100629,0.0759493670886076,0.06172839506172839,0.08108108108108109,0.1,26.58227848101266,0.5,0.3793103448275862,,0.2410958904109589,0.11764705882352941,0.22058823529411764,0.0875,0.23787528868360278,0.11079545454545454,0.18478260869565216,0.12162162162162163,0.05660377358490566,0.08163265306122448,0.0967741935483871,0.17307692307692307,0.23622047244094488,0.29850746268656714,0.2708333333333333,0.1,0.16901408450704225,0.5483870967741935,0.5094339622641509,0.5679012345679012,0.6052631578947368,0.6086956521739131,0.23270440251572327,0.4594594594594595,0.5,0.7647058823529411,0.25157232704402516,0.3,0.3333333333333333,0.8333333333333334,0.006289308176100629,,,0.8787878787878788,0.6551724137931034,0.21052631578947367,0.6470588235294118,0.6818181818181818,0.029411764705882353,,0.5157232704402516,,0.5159221518987344,0.5789230769230769,0.5405909090909091,0.20618556701030927,0.20725388601036268,0.26851851851851855,0.35648148148148145,6.3443037974683545,49.4,0.31968295904887717,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,True,,
422,1610612759,Avery Johnson,Avery Johnson,422,SAS,8075.0,135,17,244,244,76,50,30,488,11.0,19.0,1.0,1.0,3.0,6.0,1.0,8.0,3.0,13.0,,1.0,,1.0,15,40,,1.0,4.0,34,228,1.0,2.0,,2.0,5.0,12.0,,1.0,2.0,12.0,12.0,18.0,,2.0,1.0,,3.0,16.0,3.0,19.0,1.0,2.0,6.0,7.0,3.0,41.0,1.0,2.0,,1.0,3.0,1.0,5.0,3.0,8.0,1.0,4.0,4.0,,4.0,3.0,,,1.0,,4.0,,1.0,7.0,14,,,9.0,1.0,3.0,2.0,,,,,,,12.0,76,,0.4,0.42857142857142855,,,,0.375,0.5,0.4166666666666667,0.36585365853658536,0.5,0.38461538461538464,0.37777777777777777,0.3333333333333333,0.4,0.024390243902439025,0.075,0.10526315789473684,0.125,,17.883211678832115,1.0,0.1111111111111111,,0.023076923076923078,0.02,0.045454545454545456,0.0625,0.02631578947368421,0.02586206896551724,0.02631578947368421,0.038461538461538464,,0.07142857142857142,,,,0.08108108108108109,0.058823529411764705,,0.045454545454545456,,0.4634146341463415,0.5789473684210527,0.6470588235294118,0.36363636363636365,0.1951219512195122,0.125,0.14285714285714285,,0.3170731707317073,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.024390243902439025,,,0.5,1.0,,0.46153846153846156,0.5,0.07692307692307693,,0.4878048780487805,,0.511855,0.43670000000000003,0.5000166666666667,0.06976744186046512,0.07142857142857142,0.058823529411764705,0.35294117647058826,7.652499999999999,35.2,0.3114754098360656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
198,1610612759,Danny Ferry,Danny Ferry,198,SAS,14935.0,249,45,468,478,147,98,61,946,,,,,,,,2.0,5.0,15.0,5.0,16.0,,3.0,5,17,15.0,35.0,,55,470,1.0,3.0,,8.0,1.0,7.0,2.0,7.0,,8.0,8.0,2.0,,2.0,16.0,5.0,,13.0,2.0,15.0,2.0,,9.0,1.0,3.0,32.0,1.0,5.0,,5.0,20.0,2.0,27.0,6.0,33.0,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,4.0,,1.0,12.0,25,1.0,,,,,,1.0,,,1.0,1.0,,8.0,147,4.0,0.8,1.0,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.29411764705882354,0.3333333333333333,0.14285714285714285,0.5288461538461539,0.4444444444444444,0.2857142857142857,0.5288461538461539,0.4444444444444444,0.2857142857142857,0.6730769230769231,,,,,10.38961038961039,0.5,0.14285714285714285,,0.08849557522123894,0.029069767441860465,0.11904761904761904,0.02040816326530612,0.09328358208955224,0.027149321266968326,0.03636363636363636,0.022222222222222223,0.027777777777777776,,0.047619047619047616,0.06557377049180328,0.10294117647058823,0.09278350515463918,0.09375,0.2,,,,,,,0.038461538461538464,,,,0.28846153846153844,0.3333333333333333,0.3333333333333333,0.8,0.3076923076923077,0.3125,0.35714285714285715,,,,,,0.21428571428571427,,0.6730769230769231,0.3125,0.5013711538461539,0.5144642857142857,0.46799999999999997,,,0.14545454545454545,0.14545454545454545,18.194117647058828,24.011428571428567,0.3141025641025641,10.0,19.0,1.0,3.0,2.0,4.0,3.0,2.0,6.0,45.0,,,1.0,0.3333333333333333,0.36538461538461536,0.5263157894736842,0.5263157894736842,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.2857142857142857,0.5,,1.0,,0.3333333333333333,1.0,,,,2.0,0.05714285714285714,0.125,True,,
251,1610612759,Sean Elliott,Sean Elliott,251,SAS,7056.0,118,21,212,213,60,24,27,425,1.0,8.0,,,,2.0,1.0,1.0,,3.0,2.0,5.0,,2.0,2,12,3.0,10.0,8.0,21,197,,,,,1.0,4.0,,3.0,,2.0,2.0,2.0,,,5.0,2.0,1.0,7.0,2.0,9.0,1.0,1.0,4.0,,3.0,20.0,1.0,,,,8.0,,8.0,1.0,9.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,,1.0,,5.0,1.0,2.0,6.0,8,,,8.0,,4.0,,3.0,1.0,1.0,1.0,3.0,3.0,2.0,60,1.0,0.5,0.5,0.3,,0.3,0.16666666666666666,,0.25,0.29545454545454547,,0.14285714285714285,0.40384615384615385,,0.14285714285714285,0.45454545454545453,0.08333333333333333,0.125,,,12.863070539419086,0.8,,,0.0761904761904762,,,0.047619047619047616,0.06557377049180328,0.01020408163265306,,,,,0.125,0.10714285714285714,0.047619047619047616,0.08571428571428572,,,0.0625,1.0,0.36363636363636365,0.125,0.14285714285714285,,0.045454545454545456,1.0,1.0,1.0,0.13636363636363635,,,,0.22727272727272727,0.4,0.4,,,,0.2857142857142857,,0.2857142857142857,,0.8181818181818182,0.4,0.547390909090909,,0.5194785714285713,0.15384615384615385,0.25,,0.09523809523809523,6.9750000000000005,24.110000000000003,0.2830188679245283,1.0,5.0,,,,1.0,,,,9.0,1.0,,1.0,,0.22727272727272727,0.2,0.2,1.0,1.0,,,,,0.14285714285714285,,,,,,,,,,,,,True,,
70,1610612759,Steve Kerr,Steve Kerr,70,SAS,2987.0,50,14,91,87,44,12,9,178,,,,,,,1.0,1.0,1.0,2.0,,2.0,,2.0,2,3,1.0,5.0,1.0,8,85,,,1.0,1.0,2.0,2.0,,4.0,1.0,5.0,4.0,,,,2.0,,,2.0,,2.0,,,1.0,1.0,,4.0,,1.0,,1.0,3.0,,4.0,1.0,5.0,,,,,1.0,,,,1.0,,1.0,,,1.0,5,,,1.0,,,,1.0,1.0,,,1.0,,5.0,44,,1.0,1.0,0.2,,0.2,0.6666666666666666,,1.0,0.4375,,0.3333333333333333,0.4375,,0.3333333333333333,0.625,,,,,8.910891089108912,1.0,,,0.05,0.037037037037037035,0.1111111111111111,,0.057971014492753624,0.02702702702702703,0.125,,,,,0.08,0.045454545454545456,,,0.25,,,,,,,0.125,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.25,,,,,,,,0.3333333333333333,,0.625,,0.5078625,,0.5231750000000001,,,0.125,0.625,16.900000000000002,23.72,0.4835164835164835,1.0,3.0,,,,2.0,,,,3.0,,1.0,1.0,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,True,,
955,1610612759,Samaki Walker,Samaki Walker,955,SAS,1069.0,18,2,30,27,14,12,4,57,1.0,1.0,,,,,,2.0,,,,,,,1,3,,,1.0,3,30,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,1.0,,1.0,,4,2.0,1.0,2.0,,1.0,,,,,,,,,14,,1.0,1.0,,,,0.3333333333333333,,,0.3333333333333333,,,0.375,,,,0.3333333333333333,,0.5,,13.88888888888889,,,,0.07142857142857142,,,,0.058823529411764705,,,,,,,,0.1111111111111111,,,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.4794666666666667,,,0.25,0.25,,,5.833333333333333,,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
