EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,SecondChancePoints,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefShortMidRangeReboundPct,SecondChancePointsPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,AtRimAssists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyArc3FGA,SecondChanceFG2M,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted2s,Corner3Assists,BadPassTurnovers,DeadBallTurnovers,Offensive Fouls,NonShootingFoulsDrawn,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimPctBlocked,Travels,NonShootingPenaltyNonTakeFouls,on,SecondChanceAtRimFGM,ShortMidRangeFGM,PenaltyArc3FGM,PtsPutbacks,LongMidRangeAssists,SelfOReb,LostBallSteals,SecondChanceTurnovers,PenaltyTurnovers,BlockedAtRim,3SecondViolations,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,FTOffRebounds,OffFTReboundPct,PtsUnassisted3s,ShortMidRangeAssists,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3FGM,Fg3aBlocked,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,LongMidRangePctBlocked,SecondChanceArc3PctAssisted,BlockedArc3,SecondChanceAtRimPctAssisted
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,1017.0,17,-19,32,33,8.0,22.0,7.0,65,3.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,8.0,1.0,7.0,47,2.0,1.0,2.0,2.0,6.0,1.0,3.0,1.0,1.0,2.0,4.0,6.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,8.0,1.0,1.0,0.375,0.5,0.375,0.5,0.4375,0.5,21.951219512195124,1.0,0.5,0.17647058823529413,0.25,0.16666666666666666,0.06666666666666667,0.17391304347826086,0.6,0.3333333333333333,0.3333333333333333,0.5,0.625,0.6,0.6,1.0,0.125,0.25,1.0,0.5,1.0,0.625,0.49583750000000004,0.55995,0.4579,0.125,0.125,0.2857142857142857,5.1499999999999995,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,1610612758,Scot Pollard,Scot Pollard,1513,SAC,204.0,3,-1,6,7,,,2.0,13,,,,,,1.0,,,1.0,1.0,1.0,5,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,0.25,,22.22222222222222,,,,,,0.16666666666666666,,,,,,,,,,1.0,,,,,,0.2061,,,0.5,0.5,,4.9,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5,1.0,1.0,0.16666666666666666,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,1017.0,17,-19,32,33,8.0,22.0,7.0,65,,,,,,,,,,2.0,5.0,47,,,,,,,1.0,1.0,,6.0,1.0,7.0,,,,,,2.0,2.0,,2.0,,1.0,,,,,,8.0,,,,,0.5,,0.625,,9.75609756097561,,,0.058823529411764705,0.25,,0.4,0.043478260869565216,,,0.3333333333333333,,,,,,,,,,,1.0,0.5121,0.6159,0.411,0.25,1.0,,,0.25,2.0,2.0,,,1.0,,2.0,5.0,0.5,,,0.45454545454545453,0.3333333333333333,0.4,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.75,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,23.833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,1017.0,17,-19,32,33,8.0,22.0,7.0,65,,1.0,1.0,,,1.0,3.0,1.0,5.0,2.0,10.0,47,2.0,,,5.0,,,2.0,,,1.0,2.0,3.0,,,1.0,,2.0,1.0,2.0,,2.0,,,,,,,5.0,8.0,,,0.2,,0.5,0.75,0.5555555555555556,0.8333333333333334,26.82926829268293,0.5,,0.11764705882352941,,,0.06666666666666667,0.08695652173913043,0.2,,,,0.125,,,,0.125,0.375,0.5,,,0.5,0.44862500000000005,0.48355000000000004,0.509775,,,0.5,13.24,0.25,2.0,4.0,,1.0,1.0,,3.0,1.0,0.6666666666666666,,,0.09090909090909091,,0.4,1.0,,1.0,1.0,2.0,2.0,3.0,,2.0,6.0,2.0,1.0,,,1.0,0.6666666666666666,0.6666666666666666,0.375,0.14285714285714285,,0.125,0.25,0.5,0.5,1.0,,0.5,0.5,24.7,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,1610612758,Jon Barry,Jon Barry,468,SAC,703.0,12,-8,25,26,7.0,19.0,5.0,51,,1.0,,,,,,,1.0,,3.0,30,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,7.0,,,,,0.5,,0.5,,9.375,,,,,,,,,,,,0.3333333333333333,,,,,,,,,1.0,0.568,,0.51585,,,,,0.28,,,1.0,,1.0,,2.0,,,1.0,,,,,2.0,,1.0,,,1.0,2.0,,1.0,3.0,,,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,,,0.6666666666666666,,,,,,1.0,,23.3,,1.0,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1610612758,Chris Webber,Chris Webber,185,SAC,211.0,4,-10,5,4,,,2.0,9,,,,,,1.0,1.0,,2.0,,,12,,,,,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,42.857142857142854,,,0.2,,,,0.2,0.5,,,,,,,,0.5,0.5,,,,,0.3971,,,,,,12.95,,,,1.0,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1610612758,Doug Christie,Doug Christie,57,SAC,314.0,5,-11,7,7,1.0,3.0,2.0,14,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1610612758,Darrick Martin,Darrick Martin,239,SAC,499.0,8,-7,19,19,7.0,19.0,3.0,38,,1.0,,,,1.0,2.0,,4.0,,,25,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,7.0,,,,,,,,,30.434782608695652,1.0,,,,,,,,,,,0.16666666666666666,,,,0.16666666666666666,0.3333333333333333,,,,0.5,0.42901,0.2253,0.3681,,,,9.75,0.3684210526315789,,,,2.0,3.0,1.0,8.0,,,,,,,,,,,,2.0,,2.0,,,,2.0,,1.0,1.0,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,33.55,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,103.0,2,-1,2,3,1.0,3.0,,5,,,,,,,,,,2.0,2.0,5,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,1.0,,,,,,1.0,,,,,,,1.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,13500.0,225,-10,467,467,122.0,79.0,52.0,934,17.0,39.0,13.0,2.0,5.0,23.0,15.0,27.0,77.0,29.0,86.0,466,20.0,6.0,15.0,26.0,34.0,2.0,18.0,7.0,7.0,47.0,20.0,67.0,8.0,5.0,12.0,5.0,18.0,14.0,25.0,3.0,38.0,2.0,15.0,12.0,4.0,12.0,6.0,26.0,122.0,0.6296296296296297,0.8947368421052632,0.35064935064935066,0.4,0.35625,0.4411764705882353,0.4387755102040816,0.5416666666666666,21.641791044776117,0.6666666666666666,0.4375,0.09375,0.15555555555555556,0.04878048780487805,0.17857142857142858,0.08583690987124463,0.11764705882352941,0.09090909090909091,0.17647058823529413,0.5,0.4875,0.4358974358974359,0.53125,0.7058823529411765,0.2875,0.1875,0.65,0.29411764705882354,0.4,0.525,0.47920187499999994,0.47751666666666676,0.4745558823529412,0.16129032258064516,0.16666666666666666,0.3023255813953488,5.836363636363637,0.26124197002141325,5.0,21.0,9.0,8.0,19.0,6.0,46.0,33.0,0.4375,0.11688311688311688,0.08695652173913043,0.18435754189944134,0.19402985074626866,0.2441860465116279,,,,1.0,3.0,1.0,3.0,,2.0,3.0,3.0,1.0,11.0,8.0,1.0,0.3333333333333333,0.3333333333333333,0.0375,0.08433734939759036,0.22666666666666666,,0.0375,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,24.53333333333333,3.0,,,2.0,8.0,1.0,11.0,20.0,2.0,7.0,6.0,2.0,5.0,0.5,0.4,0.4,0.08108108108108109,0.2,0.2,,,,,0.11764705882352941,0.1794871794871795,1.0,2.0,False,5.0,7.0,1.0,16.0,3.0,1.0,3.0,2.0,5.0,8.0,2.0,0.08620689655172414,0.03333333333333333,0.09090909090909091,0.023255813953488372,0.30434782608695654,0.3333333333333333,0.2857142857142857,1.0,0.38461538461538464,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
