EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,SecondChanceFtPoints,Travels,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Avg3ptShotDistance,Arc3FGA,PenaltyFG2M,PenaltyPoints,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,BlockedLongMidRange,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,Arc3Frequency,PenaltyPointsPct,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyFG3M,PenaltyFG3A,NonHeaveArc3FGM,BadPassSteals,BadPassOutOfBoundsTurnovers,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,Arc3Assists,LongMidRangeAssists,DefCorner3ReboundPct,PenaltyFtPoints,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3FGA,HeaveAttempts,NonShootingFoulsDrawn,3SecondViolations,AtRimPctBlocked,PenaltyArc3Frequency,on,Technical Free Throw Trips,PenaltyAtRimFGM,PenaltyAtRimAccuracy,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,PenaltyArc3Accuracy,OffArc3ReboundPct
1725,1610612750,Rasho Nesterovic,Rasho Nesterovic,1725,MIN,148.0,2,1.0,5,6,,6,1,11,,,,,,,,,,,,,4,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,16.666666666666668,,,1.0,,,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,
1051,1610612750,Dean Garrett,Dean Garrett,1051,MIN,2498.0,42,-8.0,72,74,15.0,24,10,146,1.0,3.0,,1.0,1.0,,4.0,5.0,4.0,12.0,5.0,13.0,80,1.0,3.0,3.0,2.0,6.0,2.0,,2.0,,2.0,,7.0,,7.0,2.0,9.0,,1.0,,,,,4.0,6.0,1.0,,6.0,2.0,1.0,,,,1.0,1.0,1.0,15.0,,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.43333333333333335,0.375,0.16666666666666666,,17.441860465116278,,0.2916666666666667,0.0625,,,0.21212121212121213,0.05,0.16666666666666666,,0.05263157894736842,,0.5,0.42857142857142855,0.2,,,1.0,0.25,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,0.4166666666666667,0.3333333333333333,,0.5,0.25,0.43388333333333334,0.3699333333333333,0.5427,0.14285714285714285,0.14285714285714285,0.23076923076923078,10.116666666666667,0.20833333333333334,3.0,1.0,,0.6,0.6,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,3.0,,,0.375,,,0.23076923076923078,,,,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,1.0,,0.6666666666666666,,False,,,,,,,,,
111,1610612750,LaPhonso Ellis,LaPhonso Ellis,111,MIN,3908.0,65,-17.0,119,118,45.0,52,17,237,2.0,5.0,2.0,4.0,,,5.0,8.0,6.0,18.0,5.0,17.0,112,2.0,4.0,5.0,3.0,8.0,4.0,2.0,1.0,1.0,5.0,3.0,4.0,,7.0,6.0,13.0,,1.0,,3.0,,4.0,3.0,12.0,,1.0,6.0,2.0,3.0,,,1.0,2.0,3.0,2.0,45.0,3.0,0.6666666666666666,0.8,0.3333333333333333,0.5,0.3157894736842105,0.5,0.38636363636363635,0.5,0.05555555555555555,,19.11764705882353,,0.09302325581395349,0.09090909090909091,0.23076923076923078,0.1,0.125,0.09230769230769231,0.125,0.13636363636363635,0.04,0.2,0.16666666666666666,0.1,,0.2,,0.6666666666666666,0.2631578947368421,0.4,0.5,,0.2631578947368421,,,,0.42105263157894735,1.0,0.5,,0.3157894736842105,0.44502105263157893,0.548925,0.402675,0.09523809523809523,0.1,0.29411764705882354,10.677777777777779,0.37815126050420167,4.0,1.0,1.0,0.5,0.5,1.0,,,,,,1.0,,,,,,,,,,,,,0.05263157894736842,,,,,,,,24.5,1.0,1.0,4.0,1.0,,,1.0,,1.0,1.0,1.0,,,4.0,0.3333333333333333,0.25,0.4,0.25,0.05263157894736842,0.23529411764705882,,,,,1.0,,1.0,,,,,,,,,,,,0.3333333333333333,2.0,,,,,,1.0,,1.0,1.0,0.2,0.25,False,,,,,,,,,
1497,1610612750,Chauncey Billups,Chauncey Billups,1497,MIN,1408.0,23,-10.0,40,41,7.0,14,7,81,,,,,,,2.0,3.0,1.0,5.0,1.0,3.0,40,,,,,,2.0,,,,1.0,,4.0,,4.0,1.0,5.0,1.0,,,,,1.0,,3.0,,,1.0,,,,,,,,,7.0,,,,0.2,,0.16666666666666666,,0.16666666666666666,,,,14.893617021276597,,0.21052631578947367,0.05263157894736842,,,0.18181818181818182,0.045454545454545456,,,0.125,,0.14285714285714285,0.5,0.2,,0.2,,,,,,0.3333333333333333,,,,0.5,,,,0.16666666666666666,0.41619999999999996,,,,,,14.8,0.175,1.0,,,0.3333333333333333,0.3333333333333333,,,1.0,,,,1.0,,,,2.0,2.0,1.0,1.0,4.0,,,,,0.16666666666666666,0.16666666666666666,,,,,,,24.5,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,,,,,,,,
1732,1610612750,Felipe Lopez,Felipe Lopez,1732,MIN,1986.0,33,-10.0,58,61,18.0,23,9,119,2.0,6.0,,2.0,4.0,3.0,5.0,1.0,5.0,12.0,1.0,11.0,63,,2.0,,4.0,8.0,2.0,,1.0,,2.0,,4.0,,4.0,2.0,6.0,,2.0,1.0,,,2.0,1.0,4.0,,,1.0,1.0,,,,,,,,18.0,,0.8,0.8,0.4166666666666667,,0.3333333333333333,,0.36666666666666664,,0.08333333333333333,,24.999999999999996,,0.16,0.07692307692307693,,,0.14814814814814814,0.06451612903225806,,,0.18181818181818182,,0.1111111111111111,0.42857142857142855,,,,,0.4,0.3333333333333333,0.4,0.5,0.3333333333333333,0.6,0.6,1.0,0.06666666666666667,1.0,,0.6666666666666666,0.6,0.5106566666666666,0.53325,0.5879500000000001,0.06666666666666667,0.08333333333333333,,5.458333333333332,0.3103448275862069,,,,,,,,3.0,,,,3.0,,,,3.0,3.0,,,6.0,,,,,0.2,0.2,,,,,,,22.666666666666668,,2.0,5.0,,,,2.0,2.0,,,,1.0,,5.0,0.5,0.3333333333333333,0.4166666666666667,1.0,,0.45454545454545453,,2.0,,,2.0,,1.0,,,,,,0.3333333333333333,,,,,3.0,,1.0,,,,,,,,,,0.16666666666666666,,False,,2.0,0.5,,,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,7059.0,118,-22.0,222,223,65.0,82,32,445,5.0,7.0,2.0,3.0,3.0,5.0,9.0,12.0,13.0,28.0,17.0,43.0,233,2.0,4.0,8.0,10.0,14.0,12.0,2.0,3.0,,4.0,4.0,3.0,2.0,9.0,4.0,13.0,1.0,5.0,2.0,6.0,1.0,10.0,4.0,6.0,,2.0,22.0,4.0,1.0,,,1.0,,1.0,,65.0,,0.5384615384615384,0.5833333333333334,0.4642857142857143,0.5,0.4642857142857143,0.5,0.5657894736842105,0.6666666666666666,0.10714285714285714,,18.75,0.2,0.039473684210526314,0.04,0.19047619047619047,,0.07216494845360824,0.03389830508474576,0.07142857142857142,0.05555555555555555,0.02,,,,0.07692307692307693,0.2857142857142857,0.08333333333333333,,0.25,0.7142857142857143,1.0,0.4,0.32142857142857145,0.5555555555555556,0.5555555555555556,0.6,0.42857142857142855,0.75,0.6666666666666666,0.3,0.25,0.4476785714285714,0.49912500000000004,0.43712,0.13333333333333333,0.13333333333333333,0.18604651162790697,10.860714285714284,0.2927927927927928,3.0,4.0,2.0,0.25,0.2727272727272727,0.6666666666666666,,,,,,,,,,6.0,8.0,,1.0,18.0,,,,,,,,,,,,,,,4.0,21.0,,2.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,,21.0,0.4,0.4,0.5526315789473685,0.4,,0.4883720930232558,,,,,,,3.0,1.0,,,,,,,,,1.0,5.0,,13.0,,,,,,,,8.0,,0.2857142857142857,,False,,2.0,0.6666666666666666,1.0,0.08333333333333333,0.5,,,
210,1610612750,Terrell Brandon,Terrell Brandon,210,MIN,6764.0,113,-31.0,211,211,62.0,80,28,422,5.0,5.0,,,1.0,1.0,6.0,25.0,15.0,36.0,3.0,42.0,225,2.0,4.0,5.0,5.0,10.0,20.0,,,,1.0,1.0,10.0,,11.0,1.0,12.0,1.0,3.0,2.0,3.0,1.0,5.0,4.0,10.0,,1.0,3.0,,2.0,,,1.0,,2.0,1.0,62.0,2.0,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.5,0.4431818181818182,0.5,0.45555555555555555,0.5,,,20.66115702479339,,0.1388888888888889,0.009900990099009901,0.05263157894736842,,0.12087912087912088,0.00847457627118644,,0.030303030303030304,,,0.047619047619047616,0.17647058823529413,0.17647058823529413,0.08333333333333333,0.038461538461538464,0.5,0.11363636363636363,1.0,1.0,,0.13636363636363635,0.16666666666666666,0.16666666666666666,,0.5681818181818182,,,0.14285714285714285,0.29545454545454547,0.46297386363636367,0.40070000000000006,0.4468857142857144,,,0.11904761904761904,14.472222222222221,0.2938388625592417,9.0,1.0,,0.36,0.36,0.5555555555555556,1.0,3.0,,,3.0,8.0,,,6.0,14.0,14.0,3.0,6.0,28.0,0.6666666666666666,0.375,,0.375,0.18181818181818182,0.06818181818181818,0.3333333333333333,0.3333333333333333,1.0,,,,24.625,5.0,2.0,10.0,5.0,,,2.0,2.0,,,4.0,,1.0,10.0,0.4,0.5,0.5625,0.4,0.11363636363636363,0.23809523809523808,,,2.0,1.0,2.0,2.0,1.0,,0.5,0.4,0.4,0.5,,,0.4,3.0,,5.0,,3.0,,,,,,2.0,,1.0,,,0.2857142857142857,False,1.0,1.0,1.0,,,,1.0,0.5,
417,1610612750,Sam Mitchell,Sam Mitchell,417,MIN,1471.0,25,-20.0,42,42,10.0,20,7,84,,,,,,,1.0,6.0,1.0,7.0,,2.0,43,,,,,2.0,,,1.0,,,,2.0,1.0,3.0,,3.0,,,,1.0,,1.0,1.0,4.0,,,,,,,,,,,,10.0,1.0,1.0,1.0,0.14285714285714285,,0.125,,0.125,,0.14285714285714285,,18.367346938775512,0.5,0.11764705882352941,,,,0.09523809523809523,,,,,,0.16666666666666666,,0.2,,,,,,,,0.125,,,,0.75,,,,0.125,0.36832857142857145,,,,,,17.17142857142857,0.23809523809523808,1.0,,1.0,0.16666666666666666,0.2,1.0,,,,,,1.0,,,,1.0,1.0,1.0,,2.0,,,,,0.125,,,,,,,,40.7,1.0,,,,,,,,,,,,,,,,,,0.125,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,False,,,,,0.16666666666666666,,,,
1895,1610612750,William Avery,William Avery,1895,MIN,266.0,4,3.0,8,8,2.0,3,2,16,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,
324,1610612750,Anthony Peeler,Anthony Peeler,324,MIN,6452.0,108,-28.0,201,199,53.0,74,28,400,,5.0,,,1.0,2.0,9.0,18.0,6.0,32.0,,21.0,205,2.0,4.0,4.0,7.0,10.0,2.0,,2.0,,3.0,1.0,7.0,1.0,9.0,3.0,12.0,1.0,5.0,2.0,2.0,1.0,5.0,1.0,7.0,1.0,,,,,,,,,,,53.0,,0.8333333333333334,0.8333333333333334,0.1875,0.5,0.2441860465116279,0.4,0.2441860465116279,0.4,0.0625,0.1111111111111111,20.77922077922078,0.1,0.10294117647058823,0.030612244897959183,0.043478260869565216,,0.08791208791208792,0.02631578947368421,0.08333333333333333,,0.037037037037037035,,0.10526315789473684,0.14285714285714285,0.08571428571428572,,0.03225806451612903,,0.11627906976744186,,,,0.20930232558139536,0.2222222222222222,0.25,0.5,0.4186046511627907,,,0.08333333333333333,0.37209302325581395,0.4662488372093023,0.43645000000000006,0.45730833333333337,,,0.19047619047619047,13.2625,0.263681592039801,4.0,,,0.2222222222222222,0.2222222222222222,1.0,3.0,7.0,,,3.0,11.0,,1.0,9.0,6.0,6.0,,2.0,12.0,1.0,0.2727272727272727,,0.2727272727272727,0.2558139534883721,0.16279069767441862,0.42857142857142855,0.42857142857142855,1.0,,,,23.645454545454548,4.0,2.0,7.0,4.0,,,3.0,2.0,1.0,,1.0,,,7.0,0.2857142857142857,0.2916666666666667,0.2916666666666667,0.6,0.09302325581395349,0.3333333333333333,1.0,4.0,,1.0,5.0,,3.0,1.0,0.2,,,,0.3333333333333333,0.25,,,,4.0,0.14285714285714285,,,1.0,0.2,,,1.0,,,,0.2,0.08333333333333333,False,,,,1.0,,,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,7577.0,126,-39.0,235,232,64.0,84,33,467,5.0,7.0,1.0,1.0,,9.0,18.0,17.0,22.0,42.0,24.0,68.0,244,2.0,4.0,8.0,7.0,22.0,22.0,2.0,2.0,1.0,6.0,6.0,15.0,6.0,27.0,7.0,34.0,,4.0,2.0,2.0,,4.0,4.0,11.0,,1.0,30.0,13.0,3.0,,,3.0,,3.0,2.0,64.0,4.0,0.5,0.5238095238095238,0.5238095238095238,0.5,0.5,0.5,0.5862068965517241,0.5714285714285714,0.047619047619047616,0.05555555555555555,22.962962962962962,0.6,0.1744186046511628,0.05217391304347826,0.3,0.05,0.19811320754716982,0.05185185185185185,,0.05405405405405406,0.06557377049180328,,0.11538461538461539,0.21052631578947367,0.1951219512195122,0.35714285714285715,,0.6666666666666666,0.1590909090909091,0.7142857142857143,0.8333333333333334,0.4,0.4090909090909091,0.5,0.5294117647058824,0.4444444444444444,0.38636363636363635,0.25,1.0,,0.20454545454545456,0.425034090909091,0.43562500000000004,0.4121888888888889,0.23636363636363636,0.24528301886792453,0.11764705882352941,10.909523809523808,0.2723404255319149,8.0,4.0,,0.47058823529411764,0.47058823529411764,0.625,,1.0,,,,2.0,,,,10.0,13.0,3.0,2.0,29.0,,,,,0.045454545454545456,0.022727272727272728,,,,,,,24.25,1.0,5.0,21.0,1.0,3.0,3.0,2.0,2.0,,,,2.0,,21.0,0.7142857142857143,0.5555555555555556,0.75,0.5,0.022727272727272728,0.3088235294117647,,1.0,,,2.0,,2.0,,,,,,0.1111111111111111,,,,,5.0,0.16666666666666666,11.0,,,,,,1.0,,3.0,1.0,0.14285714285714285,0.1111111111111111,False,,,,,,,,,0.1
1725,1610612750,Rasho Nesterovic,Rasho Nesterovic,1725,MIN,2801.0,47,-8.0,87,91,14.0,29,12,178,3.0,3.0,1.0,1.0,,2.0,7.0,3.0,5.0,13.0,,10.0,92,2.0,4.0,4.0,1.0,8.0,2.0,2.0,2.0,,4.0,1.0,6.0,,7.0,4.0,11.0,1.0,1.0,,2.0,,2.0,4.0,9.0,,1.0,,,3.0,,,3.0,,3.0,2.0,14.0,1.0,0.8,1.0,0.38461538461538464,0.5,0.38461538461538464,0.5,0.38461538461538464,0.5,0.15384615384615385,0.2857142857142857,15.0,,0.18181818181818182,0.09302325581395349,0.125,,0.17073170731707318,0.0851063829787234,,0.125,0.08333333333333333,,0.3,,0.17647058823529413,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.23076923076923078,1.0,1.0,0.6666666666666666,0.5384615384615384,0.2857142857142857,0.4,1.0,0.23076923076923078,0.25,1.0,,0.23076923076923078,0.4527923076923077,0.4627,0.3298,,,0.4,7.700000000000001,0.16091954022988506,,,,,,,,,,,,,,,,2.0,2.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,False,,,,,,,,,
