EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,Arc3Assists,PenaltyTurnovers,ShootingFouls,NonShootingFoulsDrawn,SecondChanceTsPct,OffAtRimReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,LongMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Corner3FGM,Corner3FGA,BlockedAtRim,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,PenaltyFg3Pct,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,Offensive Fouls,on,PenaltyCorner3FGA,Fg3aBlocked,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefAtRimReboundPct,PenaltyCorner3Frequency,3SecondViolations,SecondChanceArc3FGM,SecondChanceFG3M,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,FTOffRebounds,Travels,BlockedLongMidRange,OffFTReboundPct,Blocked3s,BlockedArc3
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,1972.0,33,-7.0,62,62,17,31,10.0,124,3.0,7.0,1.0,2.0,2.0,3.0,8.0,15.0,1.0,2.0,13.0,25.0,1.0,2.0,3.0,32.0,65,1.0,4.0,1.0,3.0,6.0,20.0,3.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,11.0,1.0,1.0,2.0,3.0,5.0,2.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,17,1.0,0.23076923076923078,0.23076923076923078,1.0,0.5,0.5,0.52,0.25,0.5370370370370371,0.25,0.5714285714285714,0.375,0.07407407407407407,0.04,0.14285714285714285,39.726027397260275,1.0,0.13043478260869565,0.034482758620689655,0.3333333333333333,0.1111111111111111,0.1724137931034483,0.05263157894736842,0.047619047619047616,0.1111111111111111,0.09090909090909091,0.2857142857142857,0.2,1.0,1.0,0.25925925925925924,0.42857142857142855,0.5,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.5333333333333333,0.5333333333333333,0.375,0.07407407407407407,0.5,0.5,1.0,0.5,0.5,0.3333333333333333,0.5,0.434425925925926,0.45492499999999997,0.10714285714285714,0.11538461538461539,0.09375,11.464,25.3,0.27419354838709675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,1604.0,27,4.0,48,50,11,24,7.0,98,2.0,3.0,2.0,3.0,1.0,1.0,,2.0,,,3.0,6.0,,,3.0,9.0,45,2.0,3.0,3.0,7.0,4.0,2.0,,,,,1.0,1.0,2.0,,,1.0,5.0,,4.0,,2.0,2.0,4.0,6.0,,,1.0,1.0,1.0,,1.0,,4.0,,,,,,,7.0,11,,0.6666666666666666,0.6666666666666666,,,,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5625,0.7,,,,15.517241379310345,1.0,0.13333333333333333,0.15384615384615385,,,0.09090909090909091,0.13333333333333333,0.17647058823529413,,0.125,0.2,,,,0.5,0.6666666666666666,0.6666666666666666,0.16666666666666666,1.0,1.0,0.3333333333333333,,,,,,,,1.0,0.6666666666666666,0.5,,0.48980000000000007,0.6043,,,0.7777777777777778,7.083333333333333,,0.22916666666666666,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.25,0.14285714285714285,0.5,1.0,0.3598,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1720,1610612753,Michael Doleac,Michael Doleac,1720,ORL,2745.0,46,-1.0,84,87,22,44,13.0,171,3.0,6.0,,1.0,,,3.0,10.0,,,6.0,16.0,,,,12.0,86,,3.0,,,6.0,6.0,,,,2.0,,1.0,1.0,1.0,,,3.0,1.0,3.0,2.0,2.0,10.0,4.0,14.0,3.0,1.0,1.0,,2.0,,10.0,1.0,,,,,,,,,22,1.0,0.5,0.75,,,,0.375,,0.375,,0.375,,,0.125,0.16666666666666666,18.0,0.5,0.06896551724137931,0.07692307692307693,0.18181818181818182,0.09090909090909091,0.1,0.08,0.038461538461538464,0.09090909090909091,0.125,,0.2222222222222222,,,0.375,0.5,0.6,,,,0.625,0.3,0.3333333333333333,1.0,,,,,0.3333333333333333,,0.375,,0.47676250000000003,0.45326666666666665,,,,11.306250000000002,,0.2619047619047619,4.0,,4.0,,2.0,8.0,,0.5,0.1,,,0.5781333333333333,0.3333333333333333,2.0,4.0,2.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.1,0.6666666666666666,0.3333333333333333,0.125,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,2197.0,37,-2.0,67,69,13,30,9.0,136,,1.0,,,,1.0,1.0,3.0,2.0,4.0,1.0,5.0,3.0,5.0,,11.0,68,,,,,2.0,,9.0,4.0,2.0,,,1.0,1.0,,,,3.0,1.0,,,2.0,2.0,1.0,3.0,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,13,,1.0,1.0,1.0,0.6,0.6,0.2,,0.55,,0.55,,0.5,,,14.102564102564102,1.0,0.1,,,0.1,0.06896551724137931,0.025,,0.1,0.09090909090909091,0.14285714285714285,,,,0.1,,,0.1,,,0.3,0.3333333333333333,0.3333333333333333,1.0,0.4,0.5,0.5,1.0,,,0.6,0.5,0.43271499999999996,,,,,12.26,25.76,0.19402985074626866,3.0,,2.0,1.0,,,,0.3333333333333333,,,,0.3477,0.18181818181818182,,,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,1.0,1.0,1.0,0.1,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
244,1610612753,Dee Brown,Dee Brown,244,ORL,329.0,5,4.0,9,9,1,1,,18,,,,,,,,,,1.0,,,,1.0,,,6,,,,,,,,1.0,,,2.0,,2.0,,,2.0,4.0,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1.0,,,11.11111111111111,,0.3333333333333333,,1.0,,0.5,,,,0.5,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,0.5175,,,,,,26.2,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,2267.0,38,4.0,71,74,21,44,12.0,145,2.0,2.0,1.0,1.0,1.0,2.0,,5.0,2.0,6.0,3.0,9.0,2.0,6.0,,12.0,70,1.0,3.0,,8.0,,6.0,3.0,6.0,2.0,,3.0,1.0,4.0,,,3.0,9.0,1.0,,1.0,1.0,2.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,8.0,21,,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.6666666666666666,0.4,0.6666666666666666,0.4,,,17.441860465116278,,0.037037037037037035,,0.1,0.1,0.05405405405405406,0.023255813953488372,,0.1,,0.14285714285714285,0.1111111111111111,,,0.13333333333333333,1.0,1.0,0.13333333333333333,0.5,0.5,0.3333333333333333,,,,0.4,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,1.0,0.5333333333333333,0.3333333333333333,0.49620999999999993,0.5384000000000001,,,0.6666666666666666,11.877777777777778,24.96666666666667,0.29577464788732394,,,,1.0,,,,,,,,0.60885,,,,,,,1.0,1.0,,,,,,,,,0.1,,,,,,,,,,1.0,2.0,3.0,1.0,2.0,3.0,3.0,0.6666666666666666,1.0,0.5,0.6666666666666666,,,,True,,,,,,,,,,,,,,,,,,,,,,,
448,1610612753,Bo Outlaw,Bo Outlaw,448,ORL,1509.0,25,-1.0,44,46,16,27,9.0,90,1.0,2.0,,1.0,,,,,,,1.0,2.0,,,,2.0,48,,1.0,,,,2.0,,,,,1.0,1.0,2.0,,,,5.0,,2.0,1.0,4.0,7.0,2.0,9.0,,,,,1.0,1.0,3.0,1.0,,,,,,,,,16,2.0,,,,,,0.5,,0.5,,0.5,,,,,5.357142857142857,,0.26666666666666666,0.07692307692307693,0.16666666666666666,,0.23809523809523808,0.06666666666666667,0.11764705882352941,,0.4,,0.25,,,1.0,0.5,0.5,,,,,,,,,,,,1.0,,1.0,,0.56105,0.6,,,,,,0.36363636363636365,2.0,,2.0,1.0,,1.0,,0.5,,,,0.56105,1.0,1.0,2.0,1.0,,2.0,,,,,1.0,0.5,0.5,,0.5,,,1.0,0.5,,,,,,,,,,,,,,,,,,,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,
2034,1610612753,Mike Miller,Mike Miller,2034,ORL,998.0,17,-4.0,31,33,7,16,4.0,64,1.0,1.0,,,,,1.0,5.0,,3.0,2.0,6.0,1.0,4.0,,7.0,38,,1.0,,,4.0,,3.0,3.0,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,2.0,1.0,2.0,,,,,,,,,,7,,1.0,1.0,1.0,0.25,0.25,0.3333333333333333,,0.35,,0.35,,0.4,,,34.285714285714285,,,0.125,0.3333333333333333,,0.0625,0.07142857142857142,0.16666666666666666,,,,0.3333333333333333,,,0.1,1.0,1.0,,,,0.5,0.2,0.2,1.0,0.3,,,,,,0.5,,0.451225,0.3476,,,,15.9,25.275000000000002,0.22580645161290322,,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,2.0,,,,,,0.16666666666666666,,,1.0,1.0,,0.1,1.0,1.0,1.0,,,1.0,,,1.0,,,,0.5,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,
42,1610612753,Monty Williams,Monty Williams,42,ORL,104.0,2,-2.0,4,5,2,3,1.0,9,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,8671.0,145,-26.0,288,285,81,116,31.0,573,11.0,23.0,4.0,9.0,10.0,26.0,15.0,39.0,1.0,7.0,36.0,88.0,1.0,8.0,28.0,103.0,333,8.0,24.0,15.0,31.0,30.0,42.0,,7.0,1.0,5.0,17.0,11.0,28.0,3.0,12.0,2.0,67.0,1.0,3.0,3.0,12.0,15.0,4.0,19.0,5.0,3.0,5.0,3.0,7.0,,9.0,,34.0,6.0,14.0,3.0,2.0,3.0,2.0,31.0,81,2.0,0.4166666666666667,0.4411764705882353,,0.125,0.125,0.4090909090909091,0.3333333333333333,0.390625,0.2962962962962963,0.4681818181818182,0.45588235294117646,0.08333333333333333,0.056818181818181816,0.13043478260869565,35.77981651376147,0.7142857142857143,0.09375,0.02857142857142857,0.11538461538461539,0.027777777777777776,0.09740259740259741,0.028368794326241134,0.023255813953488372,0.03333333333333333,0.11864406779661017,0.10256410256410256,0.13636363636363635,,0.6666666666666666,0.23958333333333334,0.4782608695652174,0.55,0.2708333333333333,0.38461538461538464,0.4,0.40625,0.38461538461538464,0.39473684210526316,0.5333333333333333,0.07291666666666667,0.14285714285714285,0.16666666666666666,,0.3333333333333333,0.4444444444444444,0.3229166666666667,0.14285714285714285,0.4261552083333335,0.4327500000000001,0.1346153846153846,0.14583333333333334,0.30097087378640774,10.751136363636364,25.6125,0.28125,8.0,4.0,10.0,8.0,3.0,3.0,6.0,0.45454545454545453,,0.45454545454545453,0.2,0.4631166666666667,0.0970873786407767,1.0,3.0,3.0,4.0,,2.0,2.0,1.0,2.0,2.0,0.375,0.3333333333333333,0.02564102564102564,,0.05405405405405406,0.03773584905660377,0.3333333333333333,0.3333333333333333,,1.0,1.0,0.010416666666666666,,,,1.0,,2.0,1.0,,3.0,3.0,,0.1111111111111111,0.07407407407407407,,3.0,,1.0,False,1.0,1.0,0.125,0.038461538461538464,0.14285714285714285,0.03333333333333333,0.037037037037037035,,,,,,,,,,,,,,,,
