EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,Fouls,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,FG2M,PtsUnassisted2s,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fg2Pct,EfgPct,LiveBallTurnoverPct,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PtsPutbacks,DefTwoPtRebounds,DefRebounds,ShootingFouls,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,DefFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,PtsAssisted2s,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3FGA,PenaltyFG3A,PenaltyCorner3Frequency,PenaltyArc3FGA,AtRimAssists,DefAtRimReboundPct,PenaltyArc3Frequency,OffThreePtRebounds,BadPassSteals,2pt And 1 Free Throw Trips,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,Fg3aBlocked,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,on,SecondChanceFtPoints,PtsUnassisted3s,SelfOReb,BadPassTurnovers,SecondChanceTurnovers,Offensive Fouls,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,3SecondViolations,FTDefRebounds,DefFTReboundPct,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,FTOffRebounds,LostBallOutOfBoundsTurnovers,Travels,BlockedLongMidRange,OffFTReboundPct
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,406.0,7,2.0,13,10,10,2.0,4,23,1.0,1.0,1.0,1.0,3.0,2.0,2.0,9,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,10,0.25,0.3333333333333333,0.3333333333333333,1.0,23.52941176470588,0.2,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.4267666666666667,0.44115,1.0,8.333333333333334,0.7692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,427.0,7,-3.0,15,14,3,3.0,1,29,3.0,1.0,,,3.0,,2.0,19,,1.0,,,,1.0,3.0,,8.0,,,,,,,,,,3,0.3333333333333333,,,,25.0,,,,1.0,,,1.0,1.0,0.4865333333333333,0.3107,,,0.2,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,1610612753,Dee Brown,Dee Brown,244,ORL,307.0,5,2.0,11,9,2,1.0,1,20,,,,,,,6.0,12,,,,,,,,,,,,,1.0,1.0,,,,,2,1.5,,,,16.666666666666668,,,,,,,,1.0,0.557925,,,,0.18181818181818182,,,,,,,,,,,,1.5,,,,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1610612753,Monty Williams,Monty Williams,42,ORL,879.0,15,4.0,29,26,14,7.0,7,55,4.0,2.0,,,4.0,1.0,7.0,28,4.0,2.0,1.0,5.0,,,,,,4.0,4.0,6.0,,,2.0,3.0,2.0,5.0,14,0.5833333333333334,0.8333333333333334,,,16.216216216216218,0.4,0.2857142857142857,0.4,1.0,,,1.0,1.0,0.570525,0.5502,0.7142857142857143,,0.4827586206896552,3.0,3.0,6.0,,,,,1.0,1.0,1.0,0.75,0.75,1.0,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,2.0,3.0,6.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.75,1.0,0.75,1.0,0.75,0.2222222222222222,0.14285714285714285,0.5,0.6666666666666666,1.0,0.75,1.0,0.570525,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,1610612753,John Amaechi,John Amaechi,680,ORL,317.0,5,-1.0,11,9,1,,1,20,1.0,,,,1.0,1.0,1.0,15,,,,,,1.0,2.0,,5.0,,,,,,1.0,2.0,,,1,0.25,,,,16.666666666666668,,,,1.0,,,,1.0,0.571,,,1.5,0.09090909090909091,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,1610612753,Michael Doleac,Michael Doleac,1720,ORL,104.0,2,-2.0,4,5,2,3.0,1,9,,,,2.0,2.0,,2.0,4,,1.0,,,,,,,,,,1.0,,,1.0,,,,2,0.5,,,,60.0,,,,,,1.0,,,0.3318,0.2732,,19.45,0.5,,1.0,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,860.0,14,4.0,28,26,13,7.0,7,54,,,,3.0,3.0,,5.0,28,1.0,2.0,,,,,1.0,,3.0,,,,,,,,,,13,0.5,,,,16.666666666666668,,,,,,0.6,,0.4,0.42046,0.43065,,16.400000000000002,0.4642857142857143,,1.0,,1.0,1.0,,,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.5,0.5,0.4,0.2,,,,0.2,1.0,1.0,1.0,1.0,24.450000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3728,,,,,1.0,2.0,,,,,,1.0,1.0,,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,417.0,7,2.0,13,12,10,4.0,4,25,,,,,,,,9,,,,,,1.0,1.0,,2.0,,,1.0,,,1.0,,,,10,,,,,5.88235294117647,,,,,,,,1.0,0.5091,0.5091,,,0.7692307692307693,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,25.3,,,,,,,,1.0,1.0,,,,,,,,,,,,0.16666666666666666,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,1610612753,Bo Outlaw,Bo Outlaw,448,ORL,371.0,6,7.0,11,10,10,2.0,4,21,1.0,1.0,,,1.0,,2.0,5,,1.0,,2.0,,,,,,1.0,2.0,4.0,1.0,,,3.0,,2.0,10,0.5,1.0,,,18.75,0.2,0.25,0.3333333333333333,1.0,,,1.0,1.0,0.5519,0.5519,1.0,,0.9090909090909091,1.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,2.0,,,,,,,,1.0,,1.0,,0.2,0.3333333333333333,,,,,1.0,,,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1610612753,Don Reid,Don Reid,690,ORL,128.0,2,5.0,4,3,2,3.0,3,7,,,1.0,,1.0,,2.0,4,,,,,,,,,,,,,,,,,,,2,1.0,,,,12.5,,,,,1.0,,,,0.19,,,4.7,0.5,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
