EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,PtsAssisted2s,FTDefRebounds,DefRebounds,Rebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,DefFTReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,AtRimFrequency,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Steals,BadPassSteals,DefShortMidRangeReboundPct,ShortMidRangePctBlocked,on,PenaltyAtRimFGM,PtsAssisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,SelfOReb,LostBallSteals,LostBallTurnovers,Assisted3sPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,Arc3PctAssisted,PenaltyAtRimAccuracy,ShortMidRangeFGM,OffThreePtRebounds,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyCorner3FGA,2pt And 1 Free Throw Trips,PenaltyCorner3Frequency,SecondChanceTurnovers,Offensive Fouls,AtRimPctAssisted,HeaveAttempts,ShortMidRangeAssists,Travels,LostBallOutOfBoundsTurnovers,3SecondViolations,OffCorner3ReboundPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3FGA,SecondChanceArc3Frequency
105,1610612748,Dan Majerle,Dan Majerle,105,MIA,191.0,3,-6.0,5,6.0,11,8,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1610612748,Anthony Mason,Anthony Mason,193,MIA,254.0,4,-7.0,7,8.0,15,11,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.285714285714285,1.0,1.0,1.0,1.0,1.0,0.3967,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,1610612748,Eddie House,Eddie House,2067,MIA,853.0,14,-6.0,26,28.0,54,27,1.0,1.0,1.0,2.0,2.0,4.0,2.0,7.0,8.0,2.0,,,,0.5,0.5,0.2857142857142857,0.35,0.36363636363636365,38.70967741935484,,0.4,0.5,0.6666666666666666,0.5,0.48169000000000006,12.428571428571429,9.0,22.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,9.0,0.3333333333333333,1.0,0.3333333333333333,0.375,0.375,0.3,0.14285714285714285,0.25,1.0,0.1,0.2,0.1,0.2,0.5,0.5,0.25,0.25,1.0,0.4,0.5,0.3406,0.5251875,0.09090909090909091,0.125,0.375,25.03333333333333,0.34615384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1610612748,Brian Grant,Brian Grant,258,MIA,66.0,1,-2.0,2,3.0,5,2,,,,,,,,1.0,,,,,,,,,,,50.0,,,,,,0.3673,5.6,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1610612748,Cedric Ceballos,Cedric Ceballos,76,MIA,905.0,15,-7.0,28,30.0,58,30,1.0,1.0,1.0,2.0,1.0,2.0,2.0,7.0,5.0,2.0,1.0,3.0,6.0,0.5,1.0,0.2857142857142857,0.2857142857142857,0.3125,27.27272727272727,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.4870571428571428,7.3,9.0,22.0,5.0,4.0,1.0,1.0,,,,,,,,1.0,2.0,3.0,,,3.0,2.0,,,,,,,1.0,,2.0,,,,,3.0,9.0,,,,0.3333333333333333,0.375,,,,,0.5714285714285714,0.14285714285714285,,,,,0.3333333333333333,,,0.5714285714285714,,0.5457,0.4609666666666667,,,0.6,,0.32142857142857145,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.125,0.1875,0.3333333333333333,0.18181818181818182,0.15789473684210525,0.2,0.3333333333333333,0.25,0.3333333333333333,0.25,0.25,1.0,0.5,0.6,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,188.0,3,-5.0,5,5.0,10,9,,,,,1.0,1.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,20.0,,1.0,1.0,1.0,1.0,0.4034,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,1610612748,Bruce Bowen,Bruce Bowen,1477,MIA,651.0,11,,21,22.0,43,19,,,,,,1.0,,3.0,,,,,,,,,,,15.384615384615383,,0.25,,,,0.5460875,9.200000000000001,9.0,22.0,5.0,1.0,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,9.0,,,,,,0.25,,,,0.25,0.25,,0.25,,,,,,0.5,,0.4027,,,,,24.1,0.42857142857142855,,,,,,,,,,,,,,,,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,1610612748,Anthony Carter,Anthony Carter,1853,MIA,455.0,8,-1.0,14,14.0,28,14,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,17.64705882352941,0.5,0.6666666666666666,0.5,0.5,1.0,0.4779,13.633333333333333,,12.0,3.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,0.3333333333333333,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,1610612748,A.C. Green,A.C. Green,920,MIA,651.0,11,,21,22.0,43,19,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.846153846153846,0.16666666666666666,1.0,1.0,1.0,1.0,0.3713,19.7,9.0,22.0,5.0,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,2.0,9.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,0.3713,,,1.0,,0.42857142857142855,,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,2.0,1.0,,1.0,,1.0,,,0.14285714285714285,0.08333333333333333,,0.125,0.07142857142857142,0.2,,,,,,,,,,,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1610612748,Duane Causwell,Duane Causwell,190,MIA,248.0,4,,9,10.0,19,8,,,,,,,,1.0,,,1.0,3.0,3.0,,,,,,9.090909090909092,0.5,,,,,0.379,9.7,9.0,10.0,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,9.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.379,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,1.0,,,,,0.5,,1.0,0.6666666666666666,,,,1.0,1.0,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,63.0,1,-1.0,2,2.0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1610612748,Dan Majerle,Dan Majerle,105,MIA,4079.0,68,-12.0,124,127.0,251,144,2.0,4.0,1.0,10.0,,,1.0,2.0,16.0,,,7.0,10.0,,,0.5,0.4375,0.4444444444444444,14.184397163120568,,,,,,0.544725,,43.0,47.0,17.0,2.0,1.0,,2.0,4.0,12.0,,,4.0,14.0,2.0,2.0,1.0,,,2.0,2.0,3.0,12.0,4.0,,2.0,1.0,2.0,1.0,4.0,2.0,,,,2.0,43.0,0.2857142857142857,,0.2857142857142857,1.0,1.0,0.875,,,1.0,0.125,,0.125,0.75,0.3333333333333333,0.3333333333333333,1.0,,,1.0,0.3333333333333333,0.6102000000000001,0.6167,0.1111111111111111,0.5,0.125,24.964285714285715,0.3467741935483871,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,2.0,3.0,1.0,6.0,3.0,,,3.0,7.0,,,,0.5,1.0,0.5,0.5,0.11538461538461539,0.06818181818181818,0.2,0.12280701754385964,0.05172413793103448,0.07692307692307693,0.1111111111111111,0.07692307692307693,0.25,0.5,0.5,1.0,0.5,0.1875,3.0,1.0,0.08333333333333333,,False,1.0,9.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.75,0.045454545454545456,0.21428571428571427,0.09090909090909091,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,1610612748,Bruce Bowen,Bruce Bowen,1477,MIA,2832.0,47,-19.0,91,87.0,178,88,2.0,2.0,2.0,4.0,1.0,1.0,3.0,5.0,12.0,2.0,,1.0,2.0,0.3333333333333333,0.5,0.6,0.5,0.5,14.43298969072165,,0.08333333333333333,1.0,1.0,,0.5600291666666667,6.4,5.0,3.0,5.0,3.0,,1.0,,2.0,7.0,,,2.0,7.0,,1.0,1.0,,,2.0,4.0,,7.0,2.0,1.0,2.0,2.0,2.0,,,,2.0,,2.0,2.0,5.0,0.2857142857142857,,0.2857142857142857,1.0,1.0,0.5833333333333334,0.2,,1.0,0.25,0.08333333333333333,,0.5833333333333334,0.2857142857142857,0.2857142857142857,,,,0.8333333333333334,0.2857142857142857,,0.4038,,,0.16666666666666666,24.3,0.054945054945054944,1.0,1.0,1.0,1.0,,2.0,1.0,,2.0,,,1.0,1.0,,,1.0,5.0,,,,1.0,1.0,1.0,1.0,0.03125,,,0.023809523809523808,0.02564102564102564,,,0.05555555555555555,,0.3333333333333333,0.5,1.0,1.0,0.16666666666666666,1.0,1.0,,,False,,6.0,,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.08333333333333333,0.09090909090909091,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
