EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceFtPoints,ShortMidRangeAssists,FTOffRebounds,DefTwoPtRebounds,SelfOReb,LostBallTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,AtRimPctBlocked,OffFTReboundPct,DefTwoPtReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,NonHeaveArc3FGA,NonHeaveArc3FGM,LostBallSteals,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,DefCorner3ReboundPct,SecondChanceArc3FGM,Fg3aBlocked,LongMidRangeAssists,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,PtsUnassisted3s,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceTurnovers,Offensive Fouls,on,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,Technical Free Throw Trips,Travels,DefensiveGoaltends,OffensiveGoaltends,Blocked3s,BlockedArc3,Arc3PctBlocked
1563,1610612755,Kevin Ollie,Kevin Ollie,1563,PHI,1802.0,30,5.0,59,61,50,44,6,120,2.0,1.0,1.0,3.0,1.0,1.0,6.0,7.0,9.0,57,4.0,6.0,6.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,13.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,3,7.0,1.0,3.0,1.0,6.0,50,1.0,0.16666666666666666,0.16666666666666666,0.5,0.42857142857142855,0.16666666666666666,0.3333333333333333,17.39130434782609,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.5,0.16666666666666666,0.25,0.3333333333333333,0.4271666666666667,0.417875,0.375,0.375,0.6666666666666666,6.333333333333333,0.847457627118644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1908,1610612755,Jumaine Jones,Jumaine Jones,1908,PHI,2754.0,46,2.0,89,90,55,41,16,179,4.0,1.0,,1.0,6.0,5.0,11.0,2.0,18.0,87,4.0,2.0,7.0,4.0,,2.0,,2.0,,,2.0,4.0,1.0,,1.0,,1.0,,1.0,1,2.0,,,1.0,7.0,55,,0.45454545454545453,0.5714285714285714,0.6,0.5,,,15.238095238095237,1.0,0.2857142857142857,0.07142857142857142,,,0.42857142857142855,0.16666666666666666,0.5,0.46409999999999996,0.47756999999999994,,,0.3888888888888889,10.954545454545455,0.6179775280898876,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,0.6,0.75,1.0,0.6666666666666666,1.0,0.5,1.0,1.0,0.25,1.25,0.4166666666666667,1.25,0.21428571428571427,0.5,0.05714285714285714,0.09090909090909091,0.02631578947368421,0.047619047619047616,0.125,0.09090909090909091,0.1111111111111111,1.0,1.0,0.5,0.16666666666666666,0.16666666666666666,1.0,0.14285714285714285,1.0,1.0,1.0,0.07142857142857142,0.5,1.0,0.5,1.0,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.513675,0.2777777777777778,33.46666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1928,1610612755,Todd MacCulloch,Todd MacCulloch,1928,PHI,6637.0,111,-8.0,203,203,85,79,38,406,27.0,10.0,3.0,11.0,,24.0,38.0,8.0,56.0,235,16.0,4.0,26.0,18.0,9.0,2.0,2.0,4.0,1.0,1.0,1.0,10.0,3.0,,1.0,1.0,4.0,3.0,7.0,14,10.0,2.0,6.0,,26.0,85,4.0,0.631578947368421,0.631578947368421,0.6666666666666666,0.7222222222222222,0.23684210526315788,0.5454545454545454,18.473895582329316,0.75,0.7105263157894737,0.2894736842105263,0.2727272727272727,0.6,,0.625,0.7105263157894737,0.5139631578947368,0.5074124999999999,0.14285714285714285,0.14285714285714285,0.4642857142857143,1.9684210526315788,0.4187192118226601,21.0,10.0,13.0,9.0,,,,,,,,,,,,10.0,16.0,,,24.0,11.0,,,30.0,,14.0,,16.0,1.0,1.0,12.0,17.0,29.0,,,0.625,0.8823529411764706,,,,,,0.625,0.6875,0.625,0.6875,0.6666666666666666,,0.14285714285714285,0.17391304347826086,0.038461538461538464,0.13253012048192772,0.15384615384615385,0.32,0.10344827586206896,0.05,0.7777777777777778,0.875,0.5714285714285714,,,,,,,,,0.8125,0.7692307692307693,,,,0.9,,,,0.5663533333333334,0.42857142857142855,,4.0,1.0,1.0,10.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,0.1111111111111111,0.25,0.17543859649122806,0.13157894736842105,0.25,0.05263157894736842,0.2222222222222222,0.4,0.3333333333333333,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1934,1610612755,Rodney Buford,Rodney Buford,1934,PHI,1669.0,28,6.0,55,55,43,30,10,110,1.0,1.0,1.0,2.0,6.0,3.0,9.0,,9.0,49,9.0,,9.0,2.0,,2.0,,2.0,,,,4.0,,,,,,,2.0,2,,,,,9.0,43,,0.3333333333333333,0.4090909090909091,0.4090909090909091,0.4090909090909091,,,16.923076923076923,,0.09090909090909091,0.18181818181818182,0.5,0.5,0.5454545454545454,0.09090909090909091,0.2727272727272727,0.4063727272727272,0.4063727272727272,,,1.0,12.655555555555557,0.7818181818181819,1.0,,,1.0,1.0,,,,,,,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,,1.0,2.0,,3.0,1.0,4.0,3.0,2.0,0.6666666666666666,1.0,1.0,0.5,,0.5,0.5,1.0,0.3333333333333333,0.5,0.4090909090909091,0.5,0.18181818181818182,,0.043478260869565216,0.25,0.14285714285714285,0.04,,0.125,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,,,,,0.18181818181818182,,,,,,1.0,,,0.18181818181818182,0.516075,0.2222222222222222,24.799999999999997,,2.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,,0.07692307692307693,,,0.16666666666666666,,,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1952,1610612755,Raja Bell,Raja Bell,1952,PHI,1449.0,24,6.0,46,49,34,32,3,95,1.0,1.0,,,2.0,2.0,3.0,1.0,5.0,45,2.0,1.0,5.0,4.0,,2.0,,2.0,,,2.0,4.0,,,,,,,1.0,5,1.0,1.0,1.0,,5.0,34,2.0,0.6666666666666666,0.5,0.625,0.8333333333333334,,,8.16326530612245,,0.25,,,,0.5,0.3333333333333333,0.5,0.4265375,0.4476833333333334,0.25,0.3333333333333333,1.0,12.199999999999998,0.7391304347826086,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,,2.0,,1.0,,,,,,1.0,,2.0,,2.0,1.0,1.0,,,,,,,,,1.0,,0.6666666666666666,,0.25,,,0.14285714285714285,0.09523809523809523,,,,,1.0,1.0,,0.5,0.5,,0.25,,,,,,,,,,1.0,0.3333333333333333,,,,,23.9,,,,1.0,,,,,,,,,,,,0.07142857142857142,,,0.16666666666666666,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,4644.0,77,-16.0,137,133,44,42,29,270,6.0,3.0,,,8.0,4.0,14.0,5.0,28.0,176,5.0,5.0,16.0,4.0,,11.0,2.0,13.0,1.0,1.0,2.0,28.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,4,6.0,,2.0,1.0,16.0,44,1.0,0.2857142857142857,0.5476190476190477,0.5833333333333334,0.7272727272727273,,,16.0,0.5,0.2857142857142857,,,,0.38095238095238093,0.375,0.6190476190476191,0.41750238095238096,0.43447500000000006,0.08695652173913043,0.125,0.5714285714285714,11.0,0.32116788321167883,1.0,1.0,3.0,,3.0,,1.0,,,,,6.0,3.0,5.0,7.0,1.0,3.0,2.0,2.0,9.0,1.0,3.0,3.0,4.0,15.0,,,3.0,5.0,,10.0,3.0,13.0,4.0,4.0,0.5,0.5,1.0,0.7142857142857143,1.0,1.0,0.7142857142857143,0.3333333333333333,0.2,0.8,0.6875,0.75,0.3333333333333333,,0.04411764705882353,0.2777777777777778,0.18867924528301888,0.039473684210526314,0.043478260869565216,0.10526315789473684,0.2857142857142857,0.16666666666666666,0.16666666666666666,,0.375,0.375,0.6666666666666666,0.047619047619047616,,,,0.2857142857142857,0.6,0.3333333333333333,,,,,,,0.375,0.51027,0.32142857142857145,25.985714285714284,1.0,6.0,,5.0,1.0,1.0,,,,,,,,,,0.14285714285714285,,,0.25,0.25,0.1,,,,5.0,2.0,3.0,6.0,5.0,,0.8333333333333334,0.8333333333333334,1.0,0.4,1.0,0.8333333333333334,0.25,2.0,1.0,3.0,0.14285714285714285,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,
248,1610612755,George Lynch,George Lynch,248,PHI,565.0,9,-11.0,18,17,18,13,2,35,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,1.0,1,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,0.08333333333333333,0.5,0.25,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,4383.0,73,-11.0,132,130,33,37,29,262,6.0,1.0,4.0,8.0,7.0,9.0,21.0,2.0,20.0,156,5.0,1.0,3.0,8.0,3.0,7.0,3.0,10.0,3.0,,3.0,23.0,5.0,2.0,4.0,2.0,7.0,,1.0,3,4.0,,2.0,,3.0,33,,0.42857142857142855,0.4090909090909091,0.4166666666666667,0.21428571428571427,0.14285714285714285,0.25,18.902439024390244,0.7142857142857143,0.2727272727272727,0.36363636363636365,0.5,0.6666666666666666,0.3181818181818182,0.16666666666666666,0.3181818181818182,0.39439545454545455,0.32280000000000003,0.08333333333333333,0.08695652173913043,0.15,9.442857142857143,0.25,4.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,,1.0,2.0,2.0,,,6.0,1.0,,1.0,10.0,,2.0,,5.0,1.0,,6.0,6.0,12.0,2.0,,0.5555555555555556,0.625,,,,,,1.0,0.2,1.0,0.16666666666666666,0.75,0.045454545454545456,,0.07692307692307693,0.058823529411764705,0.10344827586206896,0.08333333333333333,0.06666666666666667,0.09090909090909091,0.07692307692307693,0.6666666666666666,0.8,0.25,0.14285714285714285,0.14285714285714285,1.0,,,,,0.045454545454545456,0.5,1.0,,,,,,,0.16666666666666666,0.45795,0.3,34.4,2.0,,,5.0,,1.0,,1.0,1.0,,1.0,1.0,,0.16666666666666666,,0.12195121951219512,0.07142857142857142,0.11764705882352941,0.15384615384615385,0.09090909090909091,,1.0,0.75,,,,,1.0,,2.0,,,,,,,,,,4.0,,,,,1.0,0.14285714285714285,0.25,,,,,,,,,True,,,,,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,4668.0,78,-15.0,139,141,34,40,29,280,10.0,1.0,2.0,9.0,21.0,13.0,40.0,11.0,55.0,182,12.0,4.0,14.0,18.0,7.0,9.0,,9.0,,,6.0,18.0,3.0,1.0,2.0,1.0,4.0,,,2,14.0,3.0,7.0,1.0,14.0,34,1.0,0.325,0.4,0.4583333333333333,0.4375,0.175,0.4444444444444444,36.57142857142857,0.75,0.18181818181818182,0.16363636363636364,0.2222222222222222,0.4,0.38181818181818183,0.07142857142857142,0.45454545454545453,0.4483163636363636,0.39945357142857146,0.13559322033898305,0.1590909090909091,0.2545454545454545,11.282499999999999,0.2446043165467626,3.0,,1.0,1.0,8.0,2.0,5.0,1.0,1.0,,,10.0,2.0,6.0,15.0,,2.0,1.0,2.0,6.0,5.0,,2.0,8.0,9.0,,,1.0,2.0,,5.0,2.0,7.0,4.0,4.0,0.3076923076923077,0.3076923076923077,0.5,0.4,0.5,,0.4,,0.4166666666666667,0.375,0.35714285714285715,0.6,0.2727272727272727,,0.014705882352941176,0.125,0.09090909090909091,0.02564102564102564,0.05,,0.16666666666666666,0.3,0.375,0.3333333333333333,0.38095238095238093,0.4,0.25,0.09090909090909091,0.4,0.4,0.5,0.18181818181818182,0.25,,0.25,1.0,,1.0,,,0.14285714285714285,0.4156333333333333,0.10909090909090909,25.259999999999998,3.0,1.0,,3.0,2.0,1.0,,1.0,1.0,,1.0,,,0.2,,0.07692307692307693,,0.06666666666666667,0.07142857142857142,0.1,0.06896551724137931,,0.5,,4.0,1.0,,10.0,4.0,,0.4,0.4,0.5,0.25,,0.4,,,,2.0,,,,,1.0,0.1,,9.0,1.0,1.0,0.047619047619047616,0.25,0.06666666666666667,,,True,,,,,,,,,
238,1610612755,Tyrone Hill,Tyrone Hill,238,PHI,1559.0,26,-4.0,47,47,15,19,8,94,3.0,1.0,1.0,6.0,1.0,4.0,10.0,3.0,11.0,55,2.0,,2.0,2.0,1.0,,,,,,,,2.0,,2.0,2.0,4.0,2.0,1.0,3,8.0,2.0,4.0,1.0,2.0,15,,0.4,0.4,0.4230769230769231,0.25,0.1,0.16666666666666666,28.8135593220339,0.5,0.3,0.6,0.16666666666666666,0.2,0.1,0.5,0.3,0.45488999999999996,0.39054999999999995,0.3333333333333333,0.3333333333333333,0.18181818181818182,6.459999999999999,0.3191489361702128,2.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,3.0,1.0,,,6.0,,2.0,,1.0,1.0,2.0,6.0,1.0,7.0,,,0.75,1.0,,,,,,1.0,0.5,1.0,0.5,1.5,,0.6666666666666666,0.041666666666666664,0.1111111111111111,0.2,0.04,0.1111111111111111,,,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,0.6085,0.2727272727272727,,1.0,,,3.0,,,,1.0,1.0,,1.0,,,,,0.2727272727272727,,0.3333333333333333,,0.3333333333333333,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,1.0,2.0,True,,,,,,,,,
