EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Arc3Assists,AtRimAssists,OffTwoPtRebounds,FTOffRebounds,OffRebounds,BadPassSteals,Travels,SecondChanceTurnovers,Blocked2s,BlockedShortMidRange,Blocks,3SecondViolations,SecondChanceFg2Pct,OffFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,HeaveAttempts,Corner3Assists,BadPassOutOfBoundsTurnovers,BadPassTurnovers,2pt And 1 Free Throw Trips,BlockedLongMidRange,RecoveredBlocks,ShortMidRangePctBlocked,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceFtPoints,OffThreePtRebounds,BlockedAtRim,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SelfOReb,SelfORebPct,LongMidRangePctBlocked,on,OffensiveGoaltends,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,Fg3aBlocked,LostBallOutOfBoundsTurnovers,FG3APctBlocked,Corner3PctBlocked
133,1610612766,David Wesley,David Wesley,133,CHH,4343.0,72,14.0,137,136,67.0,52.0,15.0,273,2.0,4.0,2.0,2.0,3.0,9.0,3.0,7.0,1.0,1.0,3.0,3.0,5.0,13.0,3.0,7.0,6.0,25.0,133,1.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,17.0,10.0,9.0,7.0,3.0,1.0,4.0,4.0,2.0,2.0,8.0,2.0,1.0,2.0,5.0,5.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,7.0,1.0,1.0,7.0,1.0,1.0,2.0,17.0,67.0,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,1.0,0.42857142857142855,0.38461538461538464,0.75,0.475,1.5,1.0714285714285714,0.5217391304347826,1.5,1.0625,0.35,0.07692307692307693,0.25,16.883116883116884,0.6666666666666666,0.5,0.02,0.16666666666666666,0.04838709677419355,0.038461538461538464,0.2222222222222222,0.2,0.5,0.6666666666666666,1.0,0.45,0.3333333333333333,0.3333333333333333,1.0,0.35,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.42857142857142855,1.0,0.55,0.42857142857142855,0.47786249999999997,0.28455,0.5273142857142857,0.047619047619047616,0.07142857142857142,0.12,0.68,13.430769230769231,26.228571428571428,0.48905109489051096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
136,1610612766,P.J. Brown,P.J. Brown,136,CHH,5064.0,84,9.0,164,165,94.0,78.0,18.0,329,3.0,6.0,1.0,2.0,,4.0,,,,,,,4.0,12.0,,,,8.0,165,,,4.0,2.0,6.0,,,,4.0,4.0,,,,1.0,4.0,5.0,,2.0,11.0,1.0,9.0,,10.0,19.0,4.0,1.0,1.0,2.0,1.0,3.0,,3.0,4.0,1.0,,,,,,4.0,94.0,,0.5,1.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,,0.08333333333333333,0.16666666666666666,8.19672131147541,0.3333333333333333,,0.15789473684210525,0.07692307692307693,0.14285714285714285,0.2,,0.5,0.5,0.6,0.3333333333333333,0.3333333333333333,,,,,,,,,,,0.3333333333333333,0.5,,,0.5,,0.48157500000000003,0.5891,0.42841666666666667,,,0.5,0.5,7.2,,0.573170731707317,2.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,2.0,7.0,2.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.16666666666666666,0.11666666666666667,0.09722222222222222,0.08695652173913043,0.07692307692307693,0.16666666666666666,0.125,0.125,0.2,0.16666666666666666,0.5,0.5,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1884,1610612766,Baron Davis,Baron Davis,1884,CHH,4519.0,75,1.0,145,145,89.0,62.0,16.0,290,8.0,12.0,4.0,7.0,2.0,3.0,1.0,12.0,,,1.0,9.0,10.0,18.0,2.0,14.0,15.0,41.0,154,,,,5.0,9.0,2.0,11.0,13.0,29.0,8.0,3.0,11.0,1.0,4.0,8.0,11.0,,3.0,25.0,1.0,5.0,,6.0,6.0,8.0,2.0,2.0,3.0,1.0,5.0,2.0,2.0,6.0,1.0,1.0,21.0,,6.0,5.0,29.0,89.0,,0.4,0.4,0.5,0.14285714285714285,,0.18181818181818182,0.15384615384615385,0.5555555555555556,0.5555555555555556,0.40625,,0.4,0.4880952380952381,,0.5178571428571429,0.4375,0.2222222222222222,0.16666666666666666,28.83435582822086,0.4,,0.11627906976744186,0.07692307692307693,0.10714285714285714,0.15789473684210525,0.1111111111111111,0.375,0.6666666666666666,0.8,0.5,0.09375,0.6666666666666666,0.6666666666666666,,0.375,0.08333333333333333,0.08333333333333333,,,,,0.35,0.5714285714285714,0.45,0.1111111111111111,0.8125,0.09090909090909091,0.5038451612903225,,0.5009447368421052,0.16216216216216217,0.2608695652173913,,0.7073170731707317,4.561111111111111,29.478571428571428,0.6137931034482759,,,,3.0,,,12.0,,3.0,2.0,5.0,,,,6.0,,,2.0,1.0,2.0,,,,,,,,,0.1,0.07142857142857142,,0.09375,,,,,,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.0625,0.5,0.5,1.0,0.1,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,
2048,1610612766,Jamaal Magloire,Jamaal Magloire,2048,CHH,6550.0,109,8.0,210,210,126.0,97.0,26.0,420,13.0,20.0,8.0,13.0,2.0,3.0,,,,,,,16.0,28.0,,,7.0,39.0,213,,,7.0,11.0,19.0,,,6.0,28.0,26.0,,,,2.0,3.0,3.0,1.0,1.0,6.0,6.0,14.0,,20.0,28.0,,,,4.0,,4.0,1.0,9.0,20.0,3.0,1.0,23.0,,7.0,5.0,28.0,126.0,4.0,0.8125,0.8666666666666667,,,,,,0.5714285714285714,0.5789473684210527,0.5714285714285714,0.6666666666666666,0.5789473684210527,0.5,0.5,0.4827586206896552,,0.07142857142857142,0.05,18.067226890756302,,,0.18421052631578946,0.3157894736842105,0.21052631578947367,0.058823529411764705,0.35714285714285715,0.7142857142857143,0.65,0.6842105263157895,0.8461538461538461,0.10714285714285714,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,0.6842105263157895,0.6153846153846154,,,0.7142857142857143,,0.5016999999999999,0.5518666666666667,0.49941578947368426,0.20588235294117646,0.20588235294117646,0.1794871794871795,0.717948717948718,3.4214285714285717,,0.6,2.0,3.0,1.0,5.0,2.0,3.0,6.0,2.0,,,1.0,6.0,1.0,8.0,,1.0,,6.0,2.0,6.0,2.0,0.6666666666666666,0.05555555555555555,0.08,0.07608695652173914,0.07407407407407407,0.11764705882352941,0.06451612903225806,0.2857142857142857,0.2857142857142857,0.2,0.17857142857142858,0.2,0.25,1.0,1.0,0.6666666666666666,,,,,,,,,,1.0,1.0,4.0,0.2,0.6666666666666666,,,,,,,3.0,1.0,3.0,0.058823529411764705,0.0625,0.5,,,,True,,,,,,,,,,,,,,,
469,1610612766,Jamal Mashburn,Jamal Mashburn,469,CHH,5800.0,97,15.0,185,187,102.0,83.0,20.0,372,6.0,14.0,3.0,7.0,14.0,26.0,3.0,6.0,,,2.0,5.0,25.0,50.0,4.0,7.0,22.0,84.0,186,,,8.0,14.0,28.0,2.0,5.0,13.0,47.0,24.0,9.0,6.0,3.0,6.0,15.0,18.0,,3.0,39.0,1.0,8.0,1.0,10.0,12.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,7.0,,,27.0,,10.0,4.0,47.0,102.0,3.0,0.48,0.48,0.75,0.5714285714285714,,0.4,0.5714285714285714,0.5,0.5,0.543859649122807,0.5,0.5151515151515151,0.6,0.5714285714285714,0.5595238095238095,0.12280701754385964,0.12,0.35714285714285715,35.26570048309179,0.6666666666666666,0.25,0.125,0.05555555555555555,0.10975609756097561,0.13333333333333333,,0.24561403508771928,0.42857142857142855,0.6666666666666666,0.3333333333333333,0.45614035087719296,0.5384615384615384,0.5384615384615384,0.6428571428571429,0.10526315789473684,0.5,0.5,0.6666666666666666,,,,0.21212121212121213,0.42857142857142855,0.15151515151515152,0.4,0.3684210526315789,0.5,0.42539561403508774,0.44506666666666667,0.423560606060606,0.15151515151515152,0.1694915254237288,0.09523809523809523,0.5595238095238095,10.584000000000001,26.400000000000002,0.5513513513513514,1.0,3.0,5.0,10.0,3.0,6.0,26.0,,3.0,2.0,12.0,1.0,1.0,2.0,,,,,,,,0.5,0.07692307692307693,0.015873015873015872,0.012658227848101266,0.04,,,0.125,0.1111111111111111,0.25,0.17543859649122806,0.5,0.5555555555555556,0.2,0.5,0.3333333333333333,1.0,1.0,,,3.0,,1.0,,1.0,1.0,,,0.1,,0.017543859649122806,1.0,1.0,1.0,,,2.0,,,,,,,,,True,,,,,,,,,,,,,,,
901,1610612766,Otis Thorpe,Otis Thorpe,901,CHH,1117.0,19,,36,34,28.0,17.0,7.0,70,1.0,1.0,,,,2.0,,,,,,,1.0,5.0,,,,2.0,34,,,2.0,,3.0,,,,,,,,,,,,,,,1.0,2.0,1.0,4.0,6.0,,,,1.0,,1.0,1.0,1.0,4.0,1.0,1.0,,,,,,28.0,1.0,,,,,,,,0.2,,0.2,1.0,,0.2,1.0,,,,,13.953488372093023,,1.0,0.13333333333333333,0.2,0.15,0.2857142857142857,0.2,0.2,1.0,1.0,,0.4,,,,,,,,,,,,,,,0.2,,0.40052000000000004,0.5277,0.35916666666666663,,,1.0,,11.760000000000002,,0.7777777777777778,1.0,1.0,,2.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,2.0,,,,,,,,1.0,0.25,0.07692307692307693,0.0625,,0.25,,,,,0.4,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.25,,True,,,,,,,,,,,,,,,
1944,1610612766,Eddie Robinson,Eddie Robinson,1944,CHH,3052.0,51,6.0,95,98,58.0,53.0,14.0,193,2.0,4.0,1.0,2.0,,4.0,1.0,1.0,,,,,4.0,12.0,1.0,1.0,,11.0,104,,,2.0,1.0,6.0,,,,2.0,6.0,,1.0,1.0,1.0,3.0,3.0,1.0,1.0,6.0,,3.0,,3.0,6.0,2.0,2.0,,1.0,,1.0,,,2.0,,1.0,,,,,2.0,58.0,1.0,0.75,0.75,,1.0,,,1.0,0.3333333333333333,0.16666666666666666,0.4230769230769231,0.25,0.16666666666666666,0.4230769230769231,0.25,0.16666666666666666,0.07692307692307693,0.08333333333333333,,12.844036697247706,,,0.08333333333333333,,0.061224489795918366,,,0.3076923076923077,0.5,0.5,1.0,0.3076923076923077,,,,0.07692307692307693,1.0,1.0,,,,,0.3333333333333333,0.5,,,0.38461538461538464,1.0,0.4613461538461538,0.42665,0.48855,,,0.18181818181818182,0.18181818181818182,9.191666666666666,25.8,0.6105263157894737,1.0,1.0,2.0,4.0,1.0,4.0,2.0,,,,1.0,3.0,,3.0,,,,,,,,0.25,,0.08571428571428572,0.07317073170731707,0.06666666666666667,,0.18181818181818182,0.2,0.1,,0.3076923076923077,0.5,0.5,0.5,0.25,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,0.25,True,,,,,,,,,,,,,,,
765,1610612766,Hersey Hawkins,Hersey Hawkins,765,CHH,1102.0,18,-8.0,37,36,26.0,24.0,6.0,73,,1.0,,1.0,,1.0,,1.0,,,,1.0,,2.0,,1.0,3.0,3.0,37,,,1.0,,2.0,,1.0,3.0,3.0,,,1.0,,1.0,2.0,2.0,,1.0,4.0,,2.0,,2.0,2.0,,,,,,,,2.0,4.0,,,5.0,1.0,1.0,1.0,3.0,26.0,1.0,,,,,,,,,,,,,0.2,0.25,0.2,0.3333333333333333,0.5,1.0,11.363636363636363,,,0.14285714285714285,,0.125,0.4,,0.3333333333333333,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,,0.4070666666666667,0.4383,0.4070666666666667,0.25,0.3333333333333333,0.3333333333333333,1.0,9.3,23.9,0.7027027027027027,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,
934,1610612766,Derrick Coleman,Derrick Coleman,934,CHH,93.0,2,-3.0,3,3,2.0,1.0,,6,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,33.333333333333336,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
197,1610612766,Scott Burrell,Scott Burrell,197,CHH,555.0,9,-1.0,19,18,19.0,9.0,4.0,37,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,2.0,2.0,,1.0,1.0,5.0,17,,,3.0,2.0,2.0,,1.0,1.0,5.0,4.0,,1.0,,,,,,,,,2.0,,2.0,2.0,1.0,,,,,,,,,,,2.0,,1.0,,5.0,19.0,,1.0,1.0,,,,,,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.625,0.75,0.625,0.3333333333333333,,,17.391304347826086,,,0.16666666666666666,,0.16666666666666666,0.25,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,0.3333333333333333,1.0,0.3333333333333333,,0.6666666666666666,,0.5155,0.3764,0.5155,0.25,0.3333333333333333,0.6,1.0,10.9,24.4,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,
