EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DeadBallTurnovers,3SecondViolations,FTDefRebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,DefFTReboundPct,OffAtRimReboundPct,Corner3FGM,Arc3FGM,SecondChanceArc3FGM,FG3M,SecondChanceFG3M,PtsAssisted3s,NonHeaveArc3FGM,Offensive Fouls,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Corner3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,PenaltyFG3M,Technical Free Throw Trips,PenaltyFg3Pct,PenaltyArc3Accuracy,Blocked3s,BlockedArc3,on,PtsUnassisted3s,FTOffRebounds,LostBallOutOfBoundsTurnovers,Travels,BlockedLongMidRange,OffFTReboundPct
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,5934.0,99.0,-19.0,190,183.0,63.0,85.0,23.0,373,11.0,21.0,1.0,3.0,3.0,7.0,8.0,20.0,13.0,30.0,1.0,1.0,4.0,1.0,2.0,32.0,71.0,5.0,20.0,84.0,219.0,1.0,4.0,1.0,2.0,4.0,6.0,19.0,3.0,10.0,22.0,22.0,42.0,2.0,4.0,3.0,1.0,8.0,12.0,20.0,8.0,4.0,3.0,2.0,3.0,52.0,2.0,2.0,4.0,12.0,16.0,4.0,20.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,6.0,24.0,4.0,9.0,5.0,3.0,1.0,2.0,3.0,2.0,22.0,63.0,1.0,0.34375,0.3548387096774194,0.4507042253521127,0.25,0.3157894736842105,0.42105263157894735,0.2,0.2727272727272727,0.4883720930232558,0.3333333333333333,0.4074074074074074,0.06578947368421052,0.2,0.04225352112676056,0.047619047619047616,0.05,0.03333333333333333,0.25,41.58878504672897,1.0,0.16666666666666666,0.027777777777777776,0.2222222222222222,0.06666666666666667,0.17777777777777778,0.0392156862745098,0.05,0.029411764705882353,0.08333333333333333,0.058823529411764705,0.1875,0.21739130434782608,0.21428571428571427,0.25,0.025,0.6666666666666666,0.27631578947368424,0.5238095238095238,0.55,0.36363636363636365,0.2631578947368421,0.4,0.42105263157894735,0.125,0.39473684210526316,0.43333333333333335,0.4482758620689655,0.46153846153846156,0.013157894736842105,0.05263157894736842,0.6,0.3333333333333333,0.2,0.3181818181818182,0.42857142857142855,0.045454545454545456,0.09090909090909091,0.34210526315789475,0.42563421052631584,0.5094666666666666,0.43122954545454545,0.1111111111111111,0.11842105263157894,0.047619047619047616,0.2619047619047619,10.152112676056339,25.18,0.33157894736842103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,2282.0,38.0,4.0,75,73.0,19.0,21.0,7.0,148,2.0,5.0,,,1.0,2.0,1.0,3.0,,2.0,,,1.0,,1.0,3.0,10.0,1.0,5.0,11.0,73.0,,1.0,,1.0,1.0,1.0,5.0,1.0,3.0,5.0,2.0,4.0,,1.0,,,2.0,3.0,5.0,2.0,1.0,,,2.0,13.0,,1.0,,4.0,4.0,1.0,5.0,,,,,2.0,,2.0,3.0,,1.0,1.0,2.0,6.0,,,3.0,,,,,,5.0,19.0,1.0,0.3333333333333333,0.3333333333333333,0.3,,0.2,0.2727272727272727,,0.16666666666666666,0.39285714285714285,0.25,0.3125,0.09090909090909091,,,,,,,19.047619047619047,0.6666666666666666,0.17391304347826086,0.03333333333333333,,,0.125,0.02702702702702703,,0.07692307692307693,,,0.1875,0.2,,,,,0.45454545454545453,0.4,0.4,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.18181818181818182,,,,,0.09090909090909091,,,,0.3333333333333333,0.5,,0.16666666666666666,0.5454545454545454,0.4506318181818182,,0.40777500000000005,,,0.09090909090909091,0.45454545454545453,5.36,24.7,0.25333333333333335,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1720,1610612753,Michael Doleac,Michael Doleac,1720,ORL,2197.0,37.0,-2.0,67,69.0,13.0,30.0,9.0,136,2.0,5.0,1.0,3.0,,1.0,,,3.0,8.0,,,,,,5.0,13.0,,,10.0,68.0,1.0,3.0,,,2.0,,2.0,,,,6.0,4.0,2.0,,2.0,,,1.0,1.0,,1.0,,,,3.0,1.0,2.0,2.0,2.0,10.0,3.0,13.0,1.0,2.0,1.0,1.0,,,,1.0,,1.0,6.0,7.0,,,,,,,,,,,13.0,,0.6,0.75,0.38461538461538464,0.3333333333333333,,0.38461538461538464,0.3333333333333333,,0.38461538461538464,0.3333333333333333,,,,0.15384615384615385,0.2,,0.125,,17.94871794871795,,0.1,0.06666666666666667,0.2222222222222222,0.1,0.13793103448275862,0.075,0.3333333333333333,,0.1,,0.18181818181818182,,0.2857142857142857,,0.16666666666666666,,0.38461538461538464,0.4,0.5,,,,,,0.6153846153846154,0.375,0.42857142857142855,1.0,,,1.0,0.3333333333333333,,0.5,,,,0.38461538461538464,0.4822846153846154,0.5815,0.4711,,,0.2,,11.015384615384615,,0.19402985074626866,1.0,,6.0,1.0,1.0,0.75,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,7111.0,119.0,-9.0,226,220.0,72.0,101.0,29.0,446,2.0,3.0,,,1.0,1.0,1.0,2.0,4.0,11.0,5.0,3.0,15.0,2.0,,7.0,16.0,20.0,4.0,48.0,255.0,1.0,4.0,2.0,,8.0,2.0,5.0,3.0,1.0,5.0,8.0,6.0,,15.0,,3.0,,2.0,2.0,2.0,,,,,6.0,1.0,,,4.0,4.0,1.0,5.0,,,,,1.0,,1.0,2.0,,1.0,3.0,11.0,5.0,,,1.0,1.0,1.0,,1.0,,5.0,72.0,1.0,0.5714285714285714,0.5714285714285714,0.4375,0.25,0.4,0.6111111111111112,0.6666666666666666,0.25,0.631578947368421,0.6666666666666666,0.2777777777777778,0.5555555555555556,0.15,,,,,0.13333333333333333,15.444015444015445,0.5,0.04938271604938271,,,0.029411764705882353,0.037383177570093455,0.00819672131147541,,,0.037037037037037035,0.05555555555555555,0.02564102564102564,0.08333333333333333,,,,,0.08333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.05555555555555555,0.5,0.5,,0.3055555555555556,0.36363636363636365,0.36363636363636365,0.75,0.1388888888888889,0.4166666666666667,,,0.3333333333333333,0.125,1.0,0.375,,0.6388888888888888,0.46070138888888895,0.42501666666666665,0.42025,0.02702702702702703,,0.16666666666666666,0.10416666666666667,13.40625,24.854999999999997,0.3185840707964602,1.0,,,,1.0,,,1.0,9.0,2.0,10.0,2.0,30.0,9.0,1.0,1.0,1.0,0.5,1.0,0.5,0.2,0.2,0.25,1.0,0.6,0.6923076923076923,1.0,1.0,1.0,0.6,0.047619047619047616,,,,,,,,True,,,,,,
244,1610612753,Dee Brown,Dee Brown,244,ORL,2456.0,41.0,20.0,81,75.0,23.0,28.0,9.0,156,,,,,,,,,,1.0,3.0,,7.0,,,,1.0,10.0,,18.0,84.0,,,,,,,,,,,,,,7.0,,,3.0,,3.0,,,,1.0,2.0,6.0,,,2.0,1.0,3.0,,3.0,,2.0,1.0,1.0,1.0,1.0,,1.0,,,3.0,3.0,,,,,,,,,,,23.0,,,,,,,0.8181818181818182,,,0.8181818181818182,,,0.9090909090909091,,,,,,,13.333333333333332,1.0,0.03333333333333333,,0.2,,0.075,,,,,,0.05555555555555555,,0.2222222222222222,,,,,,,,,,,,0.09090909090909091,,,,0.2727272727272727,0.6363636363636364,,,,,,,,0.9090909090909091,0.5449681818181819,,,,,,,17.3,24.700000000000003,0.2839506172839506,,,,,,,,3.0,3.0,,6.0,,18.0,3.0,,,1.0,0.6,,0.6,,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0,,,0.42857142857142855,,,,,,,,,True,,,,,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,5854.0,98.0,-8.0,186,182.0,64.0,98.0,24.0,368,2.0,2.0,,,,,2.0,7.0,1.0,5.0,2.0,,8.0,,4.0,5.0,14.0,10.0,7.0,26.0,212.0,,1.0,,1.0,1.0,1.0,4.0,4.0,6.0,14.0,,10.0,,8.0,,,10.0,1.0,11.0,1.0,,5.0,,5.0,23.0,3.0,1.0,3.0,5.0,8.0,4.0,12.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,4.0,,2.0,1.0,6.0,7.0,,,3.0,1.0,,1.0,1.0,1.0,14.0,64.0,2.0,,,0.35714285714285715,,0.25,0.3958333333333333,,0.5,0.46296296296296297,,0.6363636363636364,0.4166666666666667,,,,,,,14.55399061032864,0.5,0.07142857142857142,0.013888888888888888,0.14285714285714285,0.1,0.08791208791208792,0.0392156862745098,0.05,,0.125,0.058823529411764705,0.0967741935483871,0.045454545454545456,0.17647058823529413,,0.0625,1.0,0.08333333333333333,1.0,1.0,,0.2916666666666667,0.2857142857142857,0.2857142857142857,,0.20833333333333334,0.2,0.2,,0.08333333333333333,0.3333333333333333,,,,,,,0.5,0.5,0.45766875,0.3309,0.4396875,,,0.038461538461538464,0.5384615384615384,11.078571428571431,25.07,0.34408602150537637,2.0,,,2.0,1.0,,,1.0,2.0,,3.0,,9.0,2.0,,,1.0,0.3,,0.3,,0.5,0.5,1.0,0.25,0.25,1.0,,,0.25,,2.0,2.0,1.0,0.5,0.5,,,True,,,,,,
448,1610612753,Bo Outlaw,Bo Outlaw,448,ORL,3342.0,56.0,14.0,99,101.0,37.0,49.0,15.0,200,4.0,6.0,2.0,3.0,2.0,3.0,,1.0,,,,,,,,4.0,7.0,,,8.0,107.0,2.0,3.0,,,4.0,2.0,4.0,,,4.0,4.0,4.0,2.0,,2.0,,1.0,1.0,2.0,1.0,,,1.0,,5.0,1.0,5.0,4.0,6.0,12.0,6.0,18.0,,1.0,1.0,,,,,1.0,,1.0,7.0,9.0,3.0,1.0,2.0,,1.0,,1.0,1.0,1.0,4.0,37.0,2.0,0.5,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.5,0.5714285714285714,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,,,0.2857142857142857,0.16666666666666666,1.0,,,7.627118644067797,,0.16216216216216217,0.11627906976744186,0.25,0.0625,0.18867924528301888,0.1016949152542373,,0.2,0.07692307692307693,,0.25,0.18181818181818182,0.25,0.25,,1.0,0.8571428571428571,0.6666666666666666,0.8,0.5,0.14285714285714285,,,,,,,,,,1.0,0.6666666666666666,,0.75,0.6666666666666666,,,0.8571428571428571,0.5225142857142856,0.5636666666666666,0.5295249999999999,0.25,0.25,0.5,0.5,0.9428571428571428,,0.37373737373737376,1.0,,2.0,1.0,1.0,0.5,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2034,1610612753,Mike Miller,Mike Miller,2034,ORL,3177.0,53.0,-27.0,103,101.0,35.0,55.0,11.0,204,3.0,6.0,1.0,1.0,,1.0,2.0,3.0,1.0,7.0,2.0,1.0,9.0,2.0,6.0,6.0,16.0,11.0,,21.0,128.0,1.0,2.0,2.0,,8.0,1.0,4.0,7.0,,5.0,8.0,4.0,2.0,9.0,2.0,1.0,2.0,1.0,3.0,1.0,,1.0,1.0,,7.0,2.0,,1.0,4.0,5.0,2.0,7.0,,,,,,,,,,,1.0,2.0,,,,,1.0,,1.0,1.0,,5.0,35.0,,0.6666666666666666,0.8,0.375,0.5,0.25,0.3888888888888889,1.0,0.22727272727272727,0.3888888888888889,1.0,0.22727272727272727,0.4074074074074074,0.09090909090909091,0.125,0.16666666666666666,,0.14285714285714285,0.1111111111111111,23.27586206896552,,0.1111111111111111,,0.1,0.09523809523809523,0.10869565217391304,0.03636363636363636,,,0.125,0.125,0.07142857142857142,0.14285714285714285,0.125,,,,0.2222222222222222,0.5,0.6,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.5,0.25925925925925924,0.14285714285714285,0.16666666666666666,1.0,0.07407407407407407,0.3333333333333333,0.25,1.0,0.5,0.09090909090909091,,0.09090909090909091,0.5454545454545454,0.6296296296296297,0.46471666666666667,0.46459999999999996,0.43167272727272726,,,0.38095238095238093,0.23809523809523808,10.274999999999999,25.681818181818183,0.33980582524271846,,,,,,,,1.0,2.0,2.0,3.0,2.0,9.0,2.0,,,1.0,0.2727272727272727,1.0,0.2727272727272727,,0.5,0.5,1.0,0.2222222222222222,0.25,1.0,1.0,1.0,0.2222222222222222,,1.0,1.0,,0.14285714285714285,0.16666666666666666,,,True,,,,,,
680,1610612753,John Amaechi,John Amaechi,680,ORL,855.0,14.0,-6.0,28,25.0,6.0,,2.0,53,1.0,2.0,,,,,,1.0,,,,,,,,1.0,3.0,,3.0,5.0,32.0,,,,2.0,2.0,,,,,,,2.0,,,,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,1.0,,,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,4.0,,2.0,,1.0,,1.0,1.0,1.0,,6.0,,,,0.3333333333333333,,,0.3333333333333333,,,0.5,1.0,,,,,,,,,16.666666666666668,,,0.1111111111111111,,,,0.09090909090909091,0.3333333333333333,,,,,,,,,1.0,0.6666666666666666,0.5,0.5,,0.3333333333333333,,,,,,,,,,,,,,,,,0.6666666666666666,0.45966666666666667,,,0.4,0.4,0.4,,4.666666666666667,,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
690,1610612753,Don Reid,Don Reid,690,ORL,1074.0,18.0,-16.0,35,33.0,15.0,28.0,6.0,68,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,3.0,3.0,,2.0,8.0,56.0,1.0,1.0,,,2.0,1.0,1.0,,,2.0,4.0,2.0,2.0,,,,,,,,,,,,,,3.0,1.0,3.0,5.0,3.0,8.0,,,,,,,,2.0,1.0,,4.0,6.0,6.0,,3.0,,1.0,1.0,,1.0,1.0,2.0,15.0,,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,,,,,,,,19.047619047619047,,0.25,0.1875,0.3333333333333333,,0.26666666666666666,0.15789473684210525,0.3333333333333333,0.14285714285714285,,0.6666666666666666,0.25,,,1.0,,1.0,0.3333333333333333,1.0,1.0,,0.6666666666666666,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,0.3333333333333333,0.33326666666666666,0.4233,0.4233,0.5,0.5,0.25,0.25,3.466666666666667,,0.42857142857142855,2.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
