EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Minutes,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,NonHeaveArc3FGM,LongMidRangePctBlocked,OffLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,OffThreePtRebounds,FTDefRebounds,Travels,Offensive Fouls,ThreePtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,Technical Free Throw Trips,BlockedAtRim,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,PenaltyCorner3FGM,PtsPutbacks,FTOffRebounds,SecondChanceTurnovers,OffFTReboundPct,PenaltyCorner3Accuracy,SecondChanceFtPoints,3SecondViolations,OffCorner3ReboundPct,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,DefensiveGoaltends,on
1594,1610612752,Rick Brunson,Rick Brunson,1594,NYK,1.0,-2.0,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
349,1610612752,Mark Jackson,Mark Jackson,349,NYK,8892.0,-20.0,275,79,549,301,148.0,274.0,67.0,19.0,9.0,12.0,2.0,3.0,5.0,12.0,3.0,6.0,1.0,4.0,3.0,1.0,17.0,30.0,1.0,7.0,3.0,40.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,6.0,14.0,20.0,3.0,1.0,2.0,2.0,21.0,5.0,26.0,2.0,3.0,10.0,7.0,4.0,57.0,3.0,3.0,19.0,22.0,3.0,25.0,1.0,7.0,6.0,1.0,5.0,3.0,4.0,4.0,1.0,1.0,9.0,3.0,2.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,67.0,2.0,0.4117647058823529,0.4117647058823529,1.0,0.14285714285714285,0.16666666666666666,0.5666666666666667,1.0,0.4,0.5,1.0,0.3333333333333333,0.5263157894736842,1.0,0.42857142857142855,0.1891891891891892,0.06666666666666667,0.08333333333333333,0.08333333333333333,16.095890410958905,0.5555555555555556,0.15833333333333333,0.03333333333333333,0.3,0.16923076923076924,0.027522935779816515,0.05263157894736842,0.05128205128205128,0.09090909090909091,0.10526315789473684,0.20588235294117646,0.3333333333333333,0.0625,0.32432432432432434,0.75,0.8181818181818182,0.3333333333333333,0.32432432432432434,0.4166666666666667,0.45454545454545453,0.2,0.16216216216216217,0.5,0.5,1.0,0.10810810810810811,0.25,0.25,1.0,0.08108108108108109,0.5,0.6666666666666666,0.16666666666666666,0.5135135135135135,0.4805402777777778,0.4929,0.50404,0.02702702702702703,0.03333333333333333,0.05,0.15,6.239999999999998,29.828571428571426,0.24452554744525548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
369,1610612752,Charlie Ward,Charlie Ward,369,NYK,3830.0,3.0,118,56,234,125,64.0,116.0,26.0,15.0,2.0,6.0,,,,,2.0,4.0,,1.0,7.0,2.0,4.0,10.0,2.0,8.0,4.0,18.0,,,,,1.0,2.0,4.0,4.0,2.0,6.0,6.0,1.0,6.0,1.0,2.0,3.0,5.0,3.0,,1.0,1.0,,13.0,1.0,1.0,3.0,4.0,1.0,5.0,,1.0,,1.0,3.0,,1.0,,,2.0,3.0,1.0,4.0,6.0,,4.0,,,2.0,,4.0,26.0,1.0,0.25,0.25,1.0,0.25,0.2857142857142857,0.4,,,0.3888888888888889,,,0.45,,0.4,0.4444444444444444,0.1,,,16.91176470588235,1.0,0.057692307692307696,0.02564102564102564,0.1111111111111111,0.06557377049180328,0.019230769230769232,,,0.1,,0.07142857142857142,0.1111111111111111,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,,,,0.2222222222222222,0.5,0.6666666666666666,,0.05555555555555555,,,,0.3888888888888889,,,0.6666666666666666,0.7777777777777778,0.48678235294117644,,0.39315,,,,0.2222222222222222,8.190000000000001,29.625,0.22413793103448276,2.0,2.0,0.25,0.06666666666666667,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
84,1610612752,Latrell Sprewell,Latrell Sprewell,84,NYK,12726.0,-17.0,390,130,779,422,212.0,389.0,91.0,34.0,17.0,21.0,2.0,2.0,6.0,22.0,9.0,29.0,1.0,2.0,12.0,4.0,32.0,72.0,3.0,14.0,19.0,92.0,1.0,3.0,2.0,5.0,13.0,5.0,8.0,18.0,16.0,48.0,9.0,,12.0,11.0,12.0,5.0,17.0,3.0,2.0,5.0,3.0,4.0,39.0,2.0,1.0,10.0,12.0,3.0,15.0,,5.0,5.0,,14.0,2.0,7.0,6.0,,7.0,20.0,2.0,6.0,17.0,,25.0,2.0,7.0,5.0,,18.0,91.0,5.0,0.25,0.25,1.0,0.21428571428571427,0.21428571428571427,0.4444444444444444,0.3333333333333333,0.38461538461538464,0.42441860465116277,0.25,0.2777777777777778,0.4742268041237113,0.25,0.391304347826087,0.16279069767441862,0.1527777777777778,0.047619047619047616,0.2727272727272727,27.400468384074944,0.7,0.05747126436781609,0.015384615384615385,0.047619047619047616,0.05641025641025641,0.018633540372670808,,0.018867924528301886,0.06976744186046512,0.058823529411764705,0.05154639175257732,0.05,,0.2441860465116279,0.8095238095238095,0.85,0.29411764705882354,0.2558139534883721,0.2727272727272727,0.375,0.16666666666666666,0.3372093023255814,0.3103448275862069,0.36,0.2222222222222222,0.023255813953488372,0.5,0.5,1.0,0.13953488372093023,0.1111111111111111,1.0,0.2222222222222222,0.4069767441860465,0.44855930232558144,0.5053,0.4542777777777778,0.08695652173913043,0.09090909090909091,0.021739130434782608,0.1956521739130435,10.104166666666664,25.35,0.23393316195372751,2.0,2.0,0.13793103448275862,0.02127659574468085,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.05555555555555555,0.03225806451612903,0.041666666666666664,0.5,0.5,1.0,0.25,0.05555555555555555,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
969,1610612752,Travis Knight,Travis Knight,969,NYK,1.0,-2.0,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
275,1610612752,Allan Houston,Allan Houston,275,NYK,9905.0,-22.0,306,90,613,338,165.0,307.0,77.0,23.0,4.0,5.0,,1.0,9.0,16.0,17.0,23.0,,1.0,10.0,4.0,30.0,44.0,6.0,11.0,20.0,98.0,,1.0,9.0,7.0,12.0,4.0,12.0,35.0,24.0,36.0,12.0,,10.0,,6.0,,6.0,,,4.0,2.0,,12.0,,,8.0,8.0,,8.0,,5.0,4.0,1.0,4.0,,2.0,6.0,1.0,2.0,10.0,2.0,8.0,16.0,,20.0,1.0,4.0,6.0,,35.0,77.0,3.0,0.4,0.4,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.6818181818181818,,0.5833333333333334,0.7090909090909091,0.5625,0.71875,0.7578125,0.5625,0.7954545454545454,0.2,,,,22.22222222222222,0.4,0.058394160583941604,,,0.05194805194805195,,,,0.10526315789473684,0.08,0.02702702702702703,,,0.09090909090909091,0.8,0.8,0.5,0.2909090909090909,0.5625,0.5625,0.2222222222222222,0.41818181818181815,0.7391304347826086,0.7391304347826086,0.47058823529411764,0.01818181818181818,,,,0.18181818181818182,0.0625,,0.25,0.2909090909090909,0.4118790909090909,0.4962785714285714,0.38689062500000004,0.06896551724137931,0.0851063829787234,0.09183673469387756,0.35714285714285715,13.093181818181817,24.89090909090909,0.250814332247557,6.0,6.0,,,0.6,0.6,0.6666666666666666,0.6,,,1.0,,7.0,,,1.0,4.0,,1.0,,1.0,,,,,,,0.125,,,3.0,6.0,3.0,3.0,3.0,6.0,1.0,1.0,0.42857142857142855,0.75,0.75,0.5,1.0,0.75,,,,,,,,,,,,,,True
280,1610612752,Felton Spencer,Felton Spencer,280,NYK,31.0,,1,1,2,2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
779,1610612752,Glen Rice,Glen Rice,779,NYK,6986.0,-6.0,207,108,416,237,116.0,209.0,57.0,21.0,6.0,7.0,,,6.0,13.0,3.0,11.0,4.0,5.0,7.0,1.0,15.0,31.0,6.0,12.0,7.0,55.0,2.0,2.0,4.0,1.0,5.0,3.0,5.0,13.0,14.0,16.0,18.0,,7.0,2.0,1.0,1.0,2.0,,1.0,1.0,,,5.0,,2.0,11.0,16.0,3.0,19.0,,3.0,2.0,1.0,4.0,,2.0,2.0,,2.0,6.0,1.0,1.0,6.0,2.0,8.0,,2.0,2.0,,13.0,57.0,2.0,0.4666666666666667,0.5,1.0,0.5,0.5,0.4838709677419355,1.0,0.2,0.5581395348837209,0.6666666666666666,0.5,0.5851063829787234,0.6666666666666666,0.5909090909090909,0.27906976744186046,0.06451612903225806,0.14285714285714285,0.07692307692307693,22.64957264957265,0.6666666666666666,0.11,,0.16666666666666666,0.11607142857142858,0.024390243902439025,,,0.045454545454545456,0.16,0.11320754716981132,0.16666666666666666,,0.16279069767441862,0.8571428571428571,1.0,0.3333333333333333,0.3023255813953488,0.46153846153846156,0.5,0.6666666666666666,0.2558139534883721,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.11627906976744186,0.8,0.8,1.0,0.16279069767441862,,,0.125,0.4418604651162791,0.4566883720930232,0.5585,0.42285,0.044444444444444446,0.06060606060606061,0.07272727272727272,0.23636363636363636,11.28709677419355,24.183333333333334,0.2727272727272727,2.0,2.0,,,0.2857142857142857,0.2857142857142857,1.0,0.2857142857142857,2.0,2.0,,2.0,1.0,2.0,3.0,,1.0,,1.0,,1.0,0.23076923076923078,0.09090909090909091,0.11764705882352941,0.6666666666666666,1.0,,,0.25,,,1.0,,,2.0,,,1.0,,0.6666666666666666,0.3333333333333333,,,,2.0,2.0,1.0,1.0,0.14285714285714285,1.0,,,,,,,,True
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,9855.0,-4.0,300,72,602,319,164.0,302.0,70.0,29.0,12.0,23.0,3.0,3.0,9.0,17.0,1.0,4.0,,,,,22.0,44.0,,,19.0,63.0,6.0,9.0,17.0,5.0,6.0,,10.0,20.0,24.0,20.0,,,,5.0,7.0,1.0,8.0,1.0,,2.0,,5.0,17.0,12.0,2.0,24.0,31.0,15.0,46.0,,2.0,2.0,,,,,6.0,,,6.0,1.0,11.0,23.0,4.0,27.0,3.0,14.0,1.0,,20.0,70.0,2.0,0.5454545454545454,0.7058823529411765,,,,0.5,0.6666666666666666,0.8333333333333334,0.5,0.6666666666666666,0.8333333333333334,0.5625,0.7083333333333334,0.8333333333333334,,0.11363636363636363,0.17391304347826086,0.058823529411764705,18.507462686567163,,0.17391304347826086,0.11428571428571428,0.14285714285714285,0.17105263157894737,0.11811023622047244,0.11538461538461539,0.18604651162790697,0.14285714285714285,0.08333333333333333,0.21518987341772153,0.15384615384615385,,0.5227272727272727,0.5217391304347826,0.631578947368421,0.5833333333333334,0.38636363636363635,0.5294117647058824,0.5625,0.4444444444444444,0.09090909090909091,0.25,0.25,1.0,,,,,,0.5,1.0,,0.5227272727272727,0.4759454545454544,0.5439555555555555,0.49965,0.2545454545454545,0.2545454545454545,0.2698412698412698,0.31746031746031744,5.125,,0.23178807947019867,,,,0.027777777777777776,,,,,5.0,8.0,,,,3.0,5.0,,5.0,,3.0,,3.0,0.38461538461538464,0.13636363636363635,0.125,0.8888888888888888,0.625,,,,,,,,,,,,3.0,,,,,,,,10.0,,,,,5.0,1.0,0.16666666666666666,,,,,True
948,1610612752,Marcus Camby,Marcus Camby,948,NYK,7690.0,-14.0,237,72,472,258,128.0,235.0,32.0,18.0,8.0,12.0,,,1.0,7.0,,5.0,,,,,9.0,24.0,,,5.0,23.0,2.0,3.0,6.0,,2.0,,2.0,2.0,14.0,4.0,,,,,6.0,1.0,7.0,1.0,,4.0,,2.0,15.0,2.0,4.0,15.0,24.0,4.0,28.0,,2.0,2.0,,,1.0,,2.0,,,2.0,,8.0,18.0,3.0,13.0,1.0,5.0,2.0,,2.0,32.0,,0.7777777777777778,1.0,,,,0.375,0.6666666666666666,,0.375,0.6666666666666666,,0.38333333333333336,0.6,0.25,,,,,12.598425196850393,,0.1485148514851485,0.02531645569620253,0.26666666666666666,0.16379310344827586,0.031578947368421054,,0.029411764705882353,0.07692307692307693,0.2777777777777778,0.14035087719298245,0.2857142857142857,,0.5,0.6666666666666666,0.6666666666666666,0.75,0.2916666666666667,0.14285714285714285,0.14285714285714285,1.0,0.20833333333333334,,,,,,,,,,,,0.5,0.4767333333333333,0.5618,0.395,0.17857142857142858,0.17857142857142858,0.2608695652173913,0.08695652173913043,6.058333333333334,,0.13617021276595745,,,,0.03225806451612903,,,,,2.0,3.0,,,,1.0,5.0,,1.0,,9.0,1.0,9.0,0.38461538461538464,0.0625,0.09090909090909091,1.0,0.6666666666666666,,,,,,,,,,,,7.0,,,,,,,,4.0,1.0,,0.14285714285714285,,2.0,,,1.0,6.0,0.6666666666666666,,True
