EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Arc3Assists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,FTOffRebounds,SelfOReb,OffFTReboundPct,DefAtRimReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGA,PenaltyArc3FGM,PtsUnassisted3s,SecondChanceArc3Frequency,PenaltyArc3Accuracy,Travels,SecondChanceTurnovers,DefensiveGoaltends,OffCorner3ReboundPct,SecondChanceArc3FGM,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,Blocked3s,BlockedArc3,Arc3PctBlocked,on,3pt And 1 Free Throw Trips
1563,1610612755,Kevin Ollie,Kevin Ollie,1563,PHI,1277.0,21,-15,42,47,33,34,6,89,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,5,2.0,6,49,1.0,1.0,1.0,3.0,2,3,2.0,6,2,2.0,2.0,1.0,1,1.0,2,1.0,1.0,5,1.0,1.0,2.0,3,1.0,4,4,1.0,3.0,1.0,1.0,1.0,6,33,2.0,0.5,1.0,0.4,1.0,0.6666666666666666,0.4,1.0,0.6666666666666666,0.5,1.5,0.75,0.2,0.5,12.0,0.1111111111111111,0.07692307692307693,0.16666666666666666,0.125,0.05,0.3333333333333333,0.125,0.125,0.16666666666666666,0.4,0.5,1.0,0.2,0.4,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,0.4,0.43682,0.6213,0.4283666666666666,0.2,0.2,0.5,1.0,8.92,0.7857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1908,1610612755,Jumaine Jones,Jumaine Jones,1908,PHI,9778.0,163,23,286,289,93,83,48,575,12.0,15,4.0,5.0,2.0,2.0,9.0,2.0,9.0,18,33,7.0,52,262,5.0,6.0,2.0,15.0,3,5,4.0,13,28,8.0,8.0,3.0,3,2.0,5,,,12,12.0,2.0,12.0,17,13.0,30,9,1.0,9.0,1.0,3.0,2.0,13,93,,0.7777777777777778,1.0,0.5454545454545454,0.8333333333333334,0.6,0.5,0.9285714285714286,0.45,0.5306122448979592,0.9375,0.5416666666666666,0.09090909090909091,0.13333333333333333,16.86390532544379,0.10434782608695652,0.0967741935483871,0.043478260869565216,0.08695652173913043,0.08609271523178808,0.1,0.1509433962264151,0.1111111111111111,0.02631578947368421,0.3333333333333333,0.8,0.9230769230769231,0.2,0.2,0.2222222222222222,0.2222222222222222,1.0,0.7142857142857143,0.8,0.2,1.0,0.6,0.4831215909090909,0.5110357142857143,0.5057,0.06382978723404255,0.08571428571428572,0.28846153846153844,0.25,8.31212121212121,0.32517482517482516,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,9.0,4.0,3.0,12.0,1.0,1.0,1.0,5.0,9.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,8.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.25,1.0,0.2,0.2727272727272727,0.26666666666666666,0.08333333333333333,0.1111111111111111,0.3333333333333333,0.5,0.3333333333333333,0.037037037037037035,0.11363636363636363,0.08,0.047619047619047616,0.125,1.0,0.6666666666666666,0.4444444444444444,0.5,1.0,0.06666666666666667,0.6666666666666666,1.0,1.0,0.2,0.1111111111111111,0.1111111111111111,1.0,0.14285714285714285,1.0,1.0,0.1,1.0,0.4,0.125,27.616666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1928,1610612755,Todd MacCulloch,Todd MacCulloch,1928,PHI,4383.0,73,-11,132,130,33,37,29,262,14.0,19,5.0,7.0,4.0,4.0,8.0,,,16,27,5.0,37,156,5.0,10.0,4.0,14.0,5,7,2.0,12,24,8.0,8.0,8.0,1,2.0,3,1.0,1.0,8,9.0,1.0,6.0,8,10.0,18,11,1.0,6.0,2.0,4.0,,12,33,2.0,0.75,1.0,0.5925925925925926,0.5,0.7142857142857143,0.5925925925925926,0.5,0.7142857142857143,0.6379310344827587,0.5833333333333334,0.75,0.2962962962962963,0.15789473684210525,18.29268292682927,0.14634146341463414,0.13846153846153847,0.058823529411764705,0.1206896551724138,0.125,0.2,0.07692307692307693,0.18181818181818182,0.07692307692307693,0.7037037037037037,0.7368421052631579,0.875,0.2962962962962963,,,,,0.7,0.7142857142857143,0.5714285714285714,1.0,0.7037037037037037,0.498537037037037,0.5363666666666665,0.45135714285714285,0.13793103448275862,0.13793103448275862,0.3783783783783784,0.32432432432432434,1.9592592592592595,0.25,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,1.0,1.0,,6.0,,2.0,1.0,1.0,2.0,1.0,,,,,,,,0.625,,1.0,0.25,,0.09090909090909091,0.14285714285714285,,,0.5,0.7142857142857143,0.25,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,1.0,1.0,0.25,0.17647058823529413,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,True,
1934,1610612755,Rodney Buford,Rodney Buford,1934,PHI,2167.0,36,19,71,64,48,21,15,135,,1,,,,1.0,,1.0,6.0,1,7,2.0,10,51,,1.0,,3.0,1,6,,8,2,,,,2,,2,,2.0,4,1.0,,5.0,5,2.0,7,9,,2.0,,1.0,,8,48,1.0,1.0,1.0,0.14285714285714285,,0.16666666666666666,0.36363636363636365,0.5,0.4444444444444444,0.4166666666666667,0.5,0.4444444444444444,,,16.091954022988507,0.17857142857142858,0.03125,,0.14705882352941177,0.047619047619047616,0.125,0.23076923076923078,0.125,,0.09090909090909091,,,,0.5454545454545454,0.16666666666666666,0.16666666666666666,1.0,,,0.1111111111111111,,0.45454545454545453,0.4387727272727273,0.38720000000000004,0.4284277777777778,0.08333333333333333,0.125,0.3,0.8,13.62857142857143,0.676056338028169,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,,3.0,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,,,2.0,1.0,3.0,1.0,,,,,,0.5,0.5,0.5,0.6666666666666666,0.5,0.36363636363636365,,,,0.5,,0.1,,,0.125,,,,,,,0.09090909090909091,1.0,1.0,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,,0.1111111111111111,1.0,0.2222222222222222,0.3333333333333333,25.15,,,,0.14285714285714285,,,1.0,1.0,3.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,True,
727,1610612755,Eric Snow,Eric Snow,727,PHI,43008.0,717,37,1297,1285,398,364,208,2582,24.0,47,4.0,5.0,9.0,17.0,65.0,38.0,91.0,87,203,40.0,214,1323,14.0,26.0,7.0,35.0,22,61,30.0,74,118,56.0,8.0,17.0,84,20.0,104,6.0,19.0,228,21.0,27.0,33.0,60,26.0,86,63,,55.0,3.0,24.0,5.0,74,398,7.0,0.6781609195402298,0.7108433734939759,0.42857142857142855,0.5384615384615384,0.36065573770491804,0.4142857142857143,0.5384615384615384,0.34375,0.4533898305084746,0.5833333333333334,0.4457831325301205,0.08374384236453201,0.2127659574468085,18.18770226537217,0.06818181818181818,0.03690685413005272,0.16167664670658682,0.09216589861751152,0.03869047619047619,0.031007751937984496,0.08796296296296297,0.049689440993788817,0.15441176470588236,0.22380952380952382,0.5106382978723404,0.6486486486486487,0.30952380952380953,0.43333333333333335,0.4175824175824176,0.4175824175824176,0.7894736842105263,0.19230769230769232,0.8,0.265625,0.5294117647058824,0.2571428571428571,0.4137066666666667,0.4192391304347826,0.39520468750000004,0.1038961038961039,0.10714285714285714,0.16355140186915887,0.34579439252336447,11.044827586206896,0.30686198920585966,25.0,,1.0,,,,,,6.0,3.0,,7.0,,,,3.0,,,6.0,,,14.0,28.0,37.0,5.0,,27.0,9.0,18.0,30.0,7.0,20.0,15.0,2.0,10.0,45.0,8.0,25.0,4.0,2.0,1.0,1.0,2.0,2.0,,,,,,0.03333333333333333,,0.1076923076923077,,0.6666666666666666,,0.04854368932038835,0.05092592592592592,0.026785714285714284,0.04938271604938271,0.1935483870967742,1.0,0.5,0.38461538461538464,0.43103448275862066,0.68,0.004761904761904762,,,,0.02857142857142857,,,,,,,,,0.046875,,28.557142857142857,,6.0,,0.056074766355140186,0.06,0.25,,,,,,1.0,2.0,1.0,0.045454545454545456,,,,,,,,,,,,,,True,
1952,1610612755,Raja Bell,Raja Bell,1952,PHI,3227.0,54,11,102,105,50,50,13,207,2.0,3,,,1.0,2.0,6.0,,2.0,3,11,3.0,9,100,,3.0,,,1,3,2.0,4,4,2.0,,2.0,4,,4,,1.0,8,3.0,,4.0,4,4.0,8,9,,5.0,1.0,2.0,1.0,4,50,,0.6666666666666666,0.6666666666666666,0.2727272727272727,,0.3333333333333333,0.2,,0.2,0.2647058823529412,,0.3333333333333333,0.18181818181818182,,15.966386554621849,0.10810810810810811,0.09375,,0.09302325581395349,0.07142857142857142,0.1111111111111111,0.2222222222222222,,,0.2,0.6666666666666666,0.6666666666666666,0.4,0.13333333333333333,,,,,,0.4,0.5,0.4666666666666667,0.44223571428571434,0.34972499999999995,0.4376,0.125,0.16666666666666666,,0.4444444444444444,7.627272727272726,0.49019607843137253,1.0,,,,,,,,4.0,2.0,,4.0,,1.0,,2.0,,1.0,3.0,,,,2.0,1.0,,,6.0,4.0,2.0,1.0,,,1.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,0.26666666666666666,,0.3333333333333333,,0.5,,,0.13333333333333333,,,,,1.0,0.16666666666666666,0.25,,,,,,0.26666666666666666,,,,,,,,,0.4,,37.9,1.0,,0.08333333333333333,,,,1.0,,,0.25,,,,,,,,,,,,,,,,,,,True,
238,1610612755,Tyrone Hill,Tyrone Hill,238,PHI,28267.0,471,11,840,842,229,204,127,1682,25.0,37,10.0,18.0,2.0,7.0,55.0,2.0,10.0,48,102,33.0,129,859,13.0,22.0,7.0,33.0,7,23,11.0,25,76,20.0,14.0,12.0,5,1.0,6,,1.0,13,28.0,11.0,58.0,77,35.0,112,45,9.0,46.0,4.0,16.0,9.0,25,229,4.0,0.7916666666666666,0.926829268292683,0.47058823529411764,0.5909090909090909,0.30434782608695654,0.47058823529411764,0.5909090909090909,0.30434782608695654,0.524390243902439,0.6346153846153846,0.4032258064516129,0.11764705882352941,0.08108108108108109,13.9,0.17365269461077845,0.07272727272727272,0.10576923076923077,0.15753424657534246,0.078125,0.12941176470588237,0.174496644295302,0.15,0.0963855421686747,0.3627450980392157,0.6756756756756757,0.7352941176470589,0.5392156862745098,0.09803921568627451,0.2,0.2,1.0,0.8181818181818182,0.5555555555555556,0.30434782608695654,0.2857142857142857,0.3627450980392157,0.4349009803921569,0.5308809523809523,0.4217434782608696,0.14035087719298245,0.14035087719298245,0.2558139534883721,0.1937984496124031,6.613725490196079,0.2726190476190476,21.0,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,7.0,8.0,9.0,6.0,3.0,6.0,1.0,4.0,10.0,2.0,2.0,16.0,4.0,18.0,6.0,7.0,6.0,1.0,7.0,3.0,,,,,,,,0.16363636363636364,,0.375,0.3333333333333333,0.1111111111111111,0.06535947712418301,0.047619047619047616,0.09803921568627451,0.14285714285714285,0.42857142857142855,0.72,0.38181818181818183,0.45652173913043476,0.8571428571428571,,,,,,,,,,,,,,,,,,2.0,,0.2153846153846154,0.047619047619047616,0.3,,,,,,,3.0,,0.16666666666666666,,,,,,,,,,,,,,True,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,31973.0,533,20,969,943,325,297,154,1912,19.0,34,9.0,12.0,6.0,9.0,41.0,24.0,70.0,55,145,46.0,198,1007,11.0,21.0,4.0,35.0,18,44,20.0,77,62,48.0,14.0,16.0,57,4.0,61,1.0,26.0,126,17.0,16.0,37.0,57,18.0,75,37,1.0,58.0,4.0,20.0,9.0,77,325,6.0,0.5636363636363636,0.6458333333333334,0.3793103448275862,0.5238095238095238,0.4090909090909091,0.40641711229946526,0.62,0.4453125,0.4624413145539906,0.6481481481481481,0.5,0.1103448275862069,0.14705882352941177,20.450606585788563,0.11178247734138973,0.04009433962264151,0.12307692307692308,0.11496746203904555,0.036290322580645164,0.07,0.07432432432432433,0.1743119266055046,0.11214953271028037,0.18181818181818182,0.5588235294117647,0.6551724137931034,0.2192513368983957,0.37433155080213903,0.34285714285714286,0.3582089552238806,0.75,0.48,0.75,0.140625,0.6666666666666666,0.40641711229946526,0.4282860962566845,0.47185909090909095,0.41845390624999995,0.10294117647058823,0.12422360248447205,0.17676767676767677,0.3888888888888889,11.171724137931035,0.33539731682146545,12.0,9.0,21.0,1.0,2.0,4.0,10.0,5.0,21.0,10.0,14.0,42.0,3.0,4.0,7.0,20.0,42.0,,21.0,5.0,1.0,3.0,18.0,13.0,1.0,4.0,20.0,12.0,8.0,12.0,3.0,8.0,11.0,1.0,4.0,23.0,4.0,9.0,5.0,3.0,,3.0,3.0,1.0,1.0,0.3333333333333333,0.75,0.35,0.3333333333333333,0.22459893048128343,0.023809523809523808,0.1951219512195122,0.047619047619047616,0.5217391304347826,0.13333333333333333,0.013888888888888888,0.03773584905660377,0.024242424242424242,0.01818181818181818,0.17391304347826086,0.3333333333333333,0.47368421052631576,0.2926829268292683,0.36363636363636365,0.3333333333333333,0.11229946524064172,0.42857142857142855,0.45,1.0,0.11229946524064172,0.23809523809523808,0.23809523809523808,1.0,0.08,0.5,1.0,0.15625,0.4,0.15625,0.23809523809523808,25.052380952380954,,3.0,,0.0945945945945946,0.030612244897959183,0.1111111111111111,2.0,3.0,,0.08,0.3,,2.0,,,2.0,1.0,1.0,0.04285714285714286,1.0,1.0,0.023255813953488372,,,,,,,True,
87,1610612755,Dikembe Mutombo,Dikembe Mutombo,87,PHI,38621.0,644,54,1152,1149,337,303,181,2301,35.0,58,19.0,32.0,11.0,12.0,58.0,1.0,4.0,59,120,83.0,201,1164,22.0,40.0,34.0,78.0,17,27,36.0,70,58,60.0,28.0,7.0,6,1.0,7,,1.0,15,60.0,25.0,100.0,144,68.0,212,38,5.0,110.0,8.0,42.0,17.0,70,337,2.0,0.4915254237288136,0.6444444444444445,0.49166666666666664,0.55,0.6296296296296297,0.48760330578512395,0.55,0.6071428571428571,0.5843023255813954,0.65,0.7,0.058333333333333334,0.08620689655172414,14.202049780380673,0.22573363431151242,0.11904761904761904,0.17123287671232876,0.21222410865874364,0.10961214165261383,0.1810344827586207,0.24257425742574257,0.25,0.16666666666666666,0.4793388429752066,0.603448275862069,0.660377358490566,0.4793388429752066,0.03305785123966942,0.25,0.25,1.0,0.8,0.59375,0.42857142857142855,0.9166666666666666,0.48760330578512395,0.4514747933884298,0.5219444444444444,0.4554946428571428,0.2709677419354839,0.2727272727272727,0.3880597014925373,0.3482587064676617,4.775833333333333,0.2925347222222222,23.0,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,,,1.0,3.0,2.0,5.0,19.0,10.0,6.0,4.0,10.0,,3.0,12.0,,7.0,22.0,3.0,22.0,3.0,51.0,31.0,19.0,51.0,33.0,,,,,,0.008264462809917356,,0.034482758620689655,,0.45454545454545453,0.5588235294117647,0.056179775280898875,0.09278350515463918,0.10824742268041238,0.07142857142857142,0.19230769230769232,0.6470588235294118,0.45714285714285713,0.39655172413793105,0.4107142857142857,0.5217391304347826,,,,,0.008264462809917356,,,,,,,,,0.03571428571428571,,25.6,3.0,5.0,0.061224489795918366,0.15053763440860216,0.09259259259259259,0.21052631578947367,,,,,,3.0,7.0,1.0,,,,,,,,,1.0,1.0,5.0,,,,True,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,39736.0,662,47,1205,1187,362,330,192,2392,39.0,79,1.0,3.0,10.0,26.0,84.0,56.0,147.0,125,310,103.0,437,1238,6.0,26.0,7.0,25.0,24,82,49.0,124,86,164.0,2.0,27.0,75,6.0,81,4.0,21.0,168,9.0,23.0,38.0,61,10.0,71,29,,128.0,10.0,40.0,19.0,124,362,4.0,0.344,0.3467741935483871,0.4032258064516129,0.23076923076923078,0.2926829268292683,0.4175,0.2571428571428571,0.3472222222222222,0.4722838137472284,0.32894736842105265,0.4485294117647059,0.08709677419354839,0.11392405063291139,33.84508025122121,0.0853932584269663,0.017208413001912046,0.14935064935064934,0.1018363939899833,0.016181229773462782,0.04132231404958678,0.10152284263959391,0.06164383561643835,0.184,0.1975,0.4936708860759494,0.5571428571428572,0.21,0.3675,0.38095238095238093,0.3971631205673759,0.4107142857142857,0.08571428571428572,0.3333333333333333,0.24074074074074073,0.38461538461538464,0.4225,0.45166679197994986,0.39990806451612904,0.4510629629629629,0.09722222222222222,0.11764705882352941,0.057208237986270026,0.2837528604118993,11.219999999999999,0.3004149377593361,30.0,2.0,11.0,,,,2.0,26.0,79.0,24.0,28.0,90.0,2.0,9.0,9.0,26.0,57.0,1.0,78.0,26.0,2.0,2.0,26.0,28.0,1.0,,26.0,15.0,11.0,22.0,5.0,12.0,12.0,1.0,10.0,34.0,6.0,6.0,4.0,4.0,2.0,,5.0,3.0,0.6785714285714286,0.3111111111111111,0.2222222222222222,0.34615384615384615,0.3146067415730337,0.225,0.022222222222222223,0.14285714285714285,,0.6470588235294118,,0.010526315789473684,0.010101010101010102,0.00980392156862745,0.013513513513513514,,0.6,0.23076923076923078,0.35714285714285715,0.4166666666666667,0.36666666666666664,0.0275,0.18181818181818182,0.18181818181818182,1.0,0.1975,0.3291139240506329,0.33766233766233766,0.6538461538461539,,,,0.018518518518518517,,0.2222222222222222,0.3333333333333333,26.52444444444444,,1.0,,0.08823529411764706,0.004629629629629629,,9.0,9.0,27.0,0.2571428571428571,0.375,1.0,5.0,,,2.0,14.0,2.0,0.04081632653061224,0.2222222222222222,1.0,0.021739130434782608,2.0,,,1.0,1.0,0.02531645569620253,True,
