EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3A,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsAssisted3s,PtsPutbacks,OffThreePtRebounds,BlockedAtRim,NonShootingPenaltyNonTakeFouls,Assisted3sPct,SecondChanceFg3Pct,LongMidRangePctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,FTOffRebounds,FTDefRebounds,LostBallSteals,Travels,SecondChanceTurnovers,BlockedLongMidRange,PenaltyFg2Pct,PenaltyEfgPct,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Loose Ball Fouls,Technical Free Throw Trips,on,PenaltyCorner3FGA,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,PenaltyCorner3Frequency,3SecondViolations,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,3267.0,54,-16.0,111,111,9.0,23,15.0,222,1.0,2.0,6.0,7.0,20.0,1.0,4.0,9.0,27.0,1.0,4.0,7.0,28.0,132,1.0,3.0,2.0,4.0,2.0,2.0,2.0,10.0,8.0,3.0,4.0,1.0,1.0,9.0,3.0,12.0,1.0,2.0,7.0,1.0,1.0,27.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,3.0,1.0,9.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,0.5555555555555556,0.5555555555555556,0.25,0.25,0.3333333333333333,0.3333333333333333,0.3387096774193548,0.3333333333333333,0.4,0.5,0.3333333333333333,0.12903225806451613,0.037037037037037035,1.0,30.534351145038165,0.6,0.05660377358490566,0.023809523809523808,0.2,0.06896551724137931,0.01818181818181818,0.06666666666666667,0.12,0.2,0.05,1.0,0.03225806451612903,0.1935483870967742,0.3333333333333333,0.3333333333333333,0.5,0.6451612903225806,0.35,0.35,0.5714285714285714,0.12903225806451613,0.25,0.25,0.16129032258064516,0.25,0.414841935483871,0.397,0.38939999999999997,0.11764705882352941,0.13333333333333333,0.14285714285714285,0.07142857142857142,15.5,26.025,0.08108108108108109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,221.0,4,7.0,7,6,1.0,6,1.0,13,,,,,,,2.0,,,,2.0,,,3,,,,,,,,,,,2.0,,,2.0,,2.0,,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,18.181818181818183,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,0.5979,0.58875,0.58875,,,,,,24.4,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2034,1610612753,Mike Miller,Mike Miller,2034,ORL,2766.0,46,-14.0,94,95,8.0,10,14.0,189,4.0,,3.0,2.0,5.0,4.0,7.0,5.0,12.0,5.0,8.0,1.0,26.0,114,2.0,2.0,,7.0,,,,4.0,6.0,,7.0,4.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,5.0,2.0,,8.0,8.0,3.0,11.0,,,,1.0,,1.0,,,1.0,,6.0,9.0,,2.0,,1.0,,2.0,1.0,2.0,2.0,,8.0,0.4,0.6666666666666666,0.625,0.625,0.4166666666666667,1.0,0.625,0.875,0.6190476190476191,0.875,,0.4,0.08333333333333333,,20.0,1.0,0.17777777777777778,0.058823529411764705,,0.16,0.06818181818181818,,0.045454545454545456,,,1.0,0.2,0.15,,,,0.25,0.4,0.5,0.5,0.35,0.5714285714285714,0.5714285714285714,0.6,0.5714285714285714,0.5071574999999999,0.5323333333333333,,0.047619047619047616,0.07692307692307693,0.2692307692307692,,11.683333333333332,25.0375,0.0851063829787234,2.0,,2.0,,0.5,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,15.0,4.0,1.0,1.0,1.0,1.0,0.5,0.2,0.1,0.125,0.1111111111111111,0.2857142857142857,0.3125,0.75,0.75,0.3333333333333333,0.05,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
448,1610612753,Bo Outlaw,Bo Outlaw,448,ORL,2854.0,48,-16.0,99,99,9.0,20,12.0,198,10.0,,3.0,,,,,8.0,13.0,,,2.0,18.0,119,,2.0,,,2.0,,2.0,12.0,4.0,,,,1.0,2.0,3.0,5.0,3.0,,2.0,,,13.0,4.0,1.0,8.0,10.0,5.0,15.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,,4.0,1.0,3.0,3.0,,8.0,,3.0,1.0,2.0,,2.0,1.0,2.0,9.0,0.75,0.75,,,0.6153846153846154,,0.6153846153846154,,0.5294117647058824,,0.3333333333333333,,0.07692307692307693,,18.10344827586207,0.25,0.16666666666666666,0.11764705882352941,0.2,0.16981132075471697,0.08888888888888889,0.09090909090909091,0.18181818181818182,0.2,0.25,0.5,0.7692307692307693,0.23076923076923078,,,,,,,,,,,0.7692307692307693,,0.4834923076923076,0.39885,0.5312,0.1875,0.1875,,0.1111111111111111,2.146153846153846,,0.09090909090909091,,,,,,,8.0,,,,,,,,,,1.0,,,,,,0.13333333333333333,,0.14285714285714285,0.15789473684210525,0.8,0.8,0.75,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.16666666666666666,0.14285714285714285,0.125,1.0,0.5,,,True,,,,,,,,,,,,,,,,,
692,1610612753,Andrew DeClercq,Andrew DeClercq,692,ORL,3267.0,54,-16.0,111,111,9.0,23,15.0,222,11.0,1.0,3.0,,,,,8.0,14.0,,,4.0,20.0,132,2.0,5.0,1.0,5.0,,1.0,1.0,8.0,8.0,,,,,1.0,,1.0,,,1.0,,,2.0,4.0,1.0,7.0,9.0,7.0,16.0,2.0,2.0,1.0,1.0,,1.0,1.0,,2.0,,12.0,17.0,1.0,8.0,,4.0,,2.0,2.0,2.0,1.0,1.0,9.0,0.5,0.6666666666666666,,,0.5714285714285714,0.4,0.5714285714285714,0.4,0.5555555555555556,0.35714285714285715,0.5,,,,15.267175572519083,0.5,0.1320754716981132,0.09523809523809523,0.2,0.13793103448275862,0.12727272727272726,0.06666666666666667,0.12,0.2,0.3333333333333333,0.5,0.7857142857142857,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.7857142857142857,,0.5441214285714285,0.5811666666666667,,0.2222222222222222,0.2222222222222222,0.25,0.05,2.4857142857142853,,0.08108108108108109,,,,,,,7.0,2.0,5.0,,,,,,4.0,3.0,,1.0,,,,0.23076923076923078,0.05263157894736842,0.25,,0.2,0.6363636363636364,0.6363636363636364,0.42857142857142855,,,,,,1.0,0.4,,,,,,,1.0,1.0,,,,,,,0.16666666666666666,,0.25,,,1.0,,True,,,,,,,,,,,,,,,,,
244,1610612753,Dee Brown,Dee Brown,244,ORL,448.0,7,-1.0,16,15,,12,,31,,,,,,,,,,2.0,2.0,,6.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.5,,1.5,,,1.0,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.57105,,,,,,,,23.1,,,,,,,,,,,2.0,2.0,,,6.0,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,3099.0,52,-24.0,105,106,9.0,18,15.0,211,3.0,,3.0,1.0,4.0,2.0,6.0,4.0,10.0,3.0,8.0,1.0,18.0,130,,1.0,,,,,,6.0,2.0,3.0,6.0,2.0,1.0,5.0,2.0,7.0,1.0,1.0,2.0,,3.0,16.0,1.0,,1.0,2.0,2.0,4.0,,3.0,,6.0,,5.0,,1.0,6.0,,1.0,4.0,,1.0,,,,1.0,1.0,1.0,,,9.0,0.75,0.75,0.375,0.375,0.4,,0.4722222222222222,,0.4722222222222222,,,0.4444444444444444,0.1,,19.2,1.0,0.020833333333333332,0.024390243902439025,,0.018867924528301886,0.037037037037037035,0.07142857142857142,0.043478260869565216,,,,0.16666666666666666,0.16666666666666666,,,,0.2222222222222222,0.25,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6111111111111112,0.3333333333333333,0.5160361111111111,0.3309,0.4101,,,,,8.91,24.875,0.08571428571428572,,1.0,,1.0,,1.0,3.0,,,1.0,2.0,,,6.0,,1.0,,1.0,0.6666666666666666,,0.25,0.07692307692307693,,0.08333333333333333,,,1.0,1.0,0.6666666666666666,0.1111111111111111,0.5,0.5,1.0,0.5,,,,,,,,,1.0,3.0,,,,,,,0.16666666666666666,,,,,,1.0,True,,,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,413.0,7,,12,12,,3,3.0,24,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,7376.0,123,-17.0,239,236,89.0,124,26.0,475,29.0,10.0,23.0,16.0,34.0,1.0,5.0,40.0,86.0,1.0,6.0,24.0,107.0,266,2.0,5.0,2.0,6.0,26.0,14.0,32.0,26.0,54.0,,5.0,1.0,5.0,12.0,9.0,21.0,7.0,2.0,7.0,2.0,3.0,51.0,3.0,4.0,12.0,16.0,5.0,21.0,1.0,5.0,3.0,3.0,,1.0,,2.0,3.0,2.0,2.0,8.0,,29.0,7.0,13.0,5.0,4.0,3.0,4.0,3.0,32.0,89.0,0.325,0.34210526315789475,0.16666666666666666,0.16666666666666666,0.46511627906976744,0.4,0.45108695652173914,0.3333333333333333,0.5194174757281553,0.42857142857142855,0.45714285714285713,0.06521739130434782,0.05813953488372093,0.10344827586206896,39.405204460966544,1.0,0.12244897959183673,0.03260869565217391,0.14814814814814814,0.128,0.04032258064516129,0.043478260869565216,0.1111111111111111,0.13636363636363635,0.022222222222222223,0.75,0.31521739130434784,0.25,0.43478260869565216,0.45454545454545453,0.1,0.3695652173913043,0.47058823529411764,0.48484848484848486,0.4375,0.05434782608695652,0.2,0.25,0.3804347826086957,0.2,0.43239456521739134,0.496175,0.438798275862069,0.1326530612244898,0.14130434782608695,0.056074766355140186,0.29906542056074764,9.467441860465117,25.233333333333334,0.3723849372384937,1.0,2.0,1.0,3.0,0.16666666666666666,0.06896551724137931,14.0,1.0,3.0,,1.0,,,3.0,4.0,2.0,1.0,3.0,1.0,,0.029411764705882353,0.0625,0.044444444444444446,0.07407407407407407,0.037037037037037035,0.23076923076923078,0.4827586206896552,0.5384615384615384,0.35714285714285715,0.010869565217391304,,,,1.0,0.5,0.3333333333333333,,,5.0,11.0,9.0,,,2.0,,1.0,,0.34615384615384615,0.3103448275862069,0.043478260869565216,,,,0.3793103448275862,0.45454545454545453,1.0,,False,1.0,1.0,0.16666666666666666,0.2,0.2,0.034482758620689655,,,,,,,,,,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,3123.0,52,-3.0,101,102,26.0,47,10.0,203,9.0,1.0,4.0,1.0,5.0,,1.0,6.0,18.0,,1.0,5.0,17.0,103,,2.0,1.0,1.0,8.0,3.0,9.0,6.0,6.0,,1.0,,,4.0,3.0,7.0,2.0,1.0,1.0,,3.0,17.0,5.0,,4.0,4.0,5.0,9.0,,1.0,1.0,2.0,,,1.0,2.0,3.0,1.0,1.0,3.0,,6.0,,,3.0,,,,,9.0,26.0,0.5,0.5,,,0.3333333333333333,,0.3157894736842105,,0.38636363636363635,0.16666666666666666,0.4090909090909091,0.05263157894736842,,,20.689655172413794,0.6666666666666666,0.10256410256410256,0.11363636363636363,,0.0784313725490196,0.09259259259259259,,0.14285714285714285,,,,0.47368421052631576,0.21052631578947367,0.25,0.25,1.0,0.2631578947368421,0.2,0.2,1.0,0.05263157894736842,,,0.5263157894736842,,0.4468552631578947,0.3598,0.4239388888888889,,,0.058823529411764705,0.5294117647058824,6.3,24.7,0.25742574257425743,,1.0,,1.0,,0.1111111111111111,4.0,,,,,,,,,,,2.0,,,,,0.14285714285714285,,,0.125,0.4444444444444444,0.4444444444444444,0.25,,,,,,,,,,2.0,4.0,3.0,,,,,,,0.375,0.3333333333333333,,,,0.14285714285714285,0.4444444444444444,0.5,,,False,,,,,,,1.0,,,,,,,,,,
