EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FtPoints,SecondChanceFtPoints,Fg2aBlocked,ThreePtAssists,Corner3Assists,SelfOReb,DeadBallTurnovers,ShootingFouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedAtRim,3SecondViolations,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,OffCorner3ReboundPct,SelfORebPct,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGA,PenaltyFtPoints,Arc3Assists,LostBallTurnovers,Offensive Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,ShortMidRangePctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceTurnovers,ShortMidRangeAssists,PenaltyCorner3FGM,PtsPutbacks,PenaltyCorner3Accuracy,on,SecondChanceArc3FGM,FTOffRebounds,BadPassOutOfBoundsTurnovers,Travels,Blocked3s,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,LostBallOutOfBoundsTurnovers,ShortMidRangePctBlocked,BlockedArc3,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
109,1610612747,Robert Horry,Robert Horry,109,LAL,1299.0,22,14,45,46,35.0,35.0,7,91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,36,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,6.0,3.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,35.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,9.433962264150942,1.0,1.0,0.14285714285714285,0.2222222222222222,0.14285714285714285,0.1,0.14285714285714285,0.15789473684210525,0.3333333333333333,0.2,0.14285714285714285,0.16666666666666666,0.2,0.14285714285714285,1.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.5,0.75,0.5678,0.45199999999999996,0.5,0.5,5.35,25.7,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
166,1610612747,Ron Harper,Ron Harper,166,LAL,451.0,8,6,14,15,10.0,6.0,4,29,,,,,,,1.0,1.0,,,,1.0,,7,,,,,,1.0,,,,,1.0,1.0,,1.0,2.0,,1.0,,2.0,,2.0,1.0,3.0,2.0,,2.0,,,,,,,,,,,10.0,,,,,,,,,,,,1.0,5.555555555555555,,,0.2857142857142857,0.16666666666666666,,,0.2222222222222222,0.1111111111111111,,,,,0.25,,,,,,,,,,1.0,,,,,1.0,1.0,0.47355,0.47355,,,,24.1,0.7142857142857143,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,2712.0,45,21,88,90,56.0,54.0,16,178,1.0,6.0,,3.0,,2.0,,,,1.0,13.0,,5.0,76,,3.0,3.0,1.0,9.0,,2.0,2.0,,,3.0,4.0,1.0,2.0,9.0,2.0,4.0,,4.0,,4.0,6.0,10.0,,,,1.0,1.0,2.0,1.0,4.0,2.0,,2.0,,2.0,56.0,1.0,1.0,0.07692307692307693,,0.1111111111111111,0.07692307692307693,,0.1111111111111111,0.16666666666666666,0.3,0.1111111111111111,,15.74074074074074,0.5,,0.125,0.13333333333333333,,0.11764705882352941,0.08695652173913043,0.1276595744680851,0.1111111111111111,0.14285714285714285,0.07692307692307693,0.1,0.13333333333333333,,,0.46153846153846156,0.16666666666666666,0.3333333333333333,1.0,0.15384615384615385,,,,,1.0,,,,0.46153846153846156,0.42233846153846155,0.3812555555555555,0.6,0.4,8.36923076923077,,0.6363636363636364,0.14285714285714285,0.14285714285714285,1.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,0.23076923076923078,0.5,0.25,0.125,0.38461538461538464,0.3333333333333333,0.3333333333333333,0.5644,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,1440.0,24,15,47,47,34.0,34.0,6,94,1.0,3.0,1.0,1.0,,,1.0,,6.0,4.0,7.0,7.0,20.0,44,1.0,1.0,5.0,4.0,7.0,4.0,11.0,8.0,,6.0,1.0,1.0,1.0,,2.0,,,4.0,4.0,,8.0,,8.0,,,,,,,,,,,,,11.0,34.0,1.0,1.0,0.5714285714285714,1.0,0.5714285714285714,0.7142857142857143,1.25,0.5,0.7142857142857143,1.25,0.5,0.5,24.999999999999996,,,0.23529411764705882,,0.6666666666666666,,0.34782608695652173,,,,,0.25,0.2857142857142857,0.6666666666666666,,0.21428571428571427,0.3333333333333333,0.5,1.0,,,,0.07142857142857142,0.42857142857142855,0.5,1.0,1.0,,0.7142857142857143,0.4793892857142858,0.47558181818181827,0.25,0.55,11.357142857142858,25.47142857142857,0.723404255319149,,0.16666666666666666,1.0,3.0,4.0,,,1.0,,,,,,,,,,,,,0.14285714285714285,0.3333333333333333,,,0.2857142857142857,0.2727272727272727,0.3333333333333333,0.4837,,,3.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,9.0,3.0,3.0,0.75,0.5714285714285714,1.0,0.25,0.5714285714285714,0.6666666666666666,0.75,0.75,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,1.0,0.36363636363636365,0.25,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,1495.0,25,23,50,50,28.0,28.0,8,100,1.0,2.0,1.0,2.0,2.0,3.0,1.0,,5.0,7.0,11.0,6.0,33.0,40,1.0,2.0,2.0,4.0,5.0,1.0,17.0,4.0,10.0,5.0,,4.0,,,12.0,,,2.0,1.0,,3.0,,3.0,1.0,1.0,,1.0,,2.0,1.0,2.0,,,,,17.0,28.0,0.2857142857142857,0.2857142857142857,0.6363636363636364,0.5,0.8,0.5882352941176471,0.3333333333333333,0.6666666666666666,0.6739130434782609,0.3333333333333333,0.75,0.35294117647058826,40.98360655737705,0.5,,0.05555555555555555,,0.3333333333333333,,0.125,,,,,0.16666666666666666,,0.6666666666666666,,0.11764705882352941,0.5,1.0,1.0,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.058823529411764705,0.29411764705882354,0.6666666666666666,0.5,1.0,,0.47058823529411764,0.4403470588235295,0.3614833333333333,0.06060606060606061,0.5151515151515151,12.318181818181818,25.383333333333336,0.56,,,,,6.0,13.0,,1.0,4.0,1.0,,1.0,,,15.0,,4.0,,,1.0,0.09090909090909091,0.5,,,0.35294117647058826,,,0.5223,0.22727272727272727,0.26666666666666666,4.0,1.0,,,1.0,,1.0,2.0,,1.0,,3.0,3.0,1.0,0.5,0.3333333333333333,,,0.3333333333333333,,0.6666666666666666,0.6666666666666666,,1.0,1.0,1.0,0.2,0.2,,,,,0.16666666666666666,,0.2,1.0,9.0,3.0,1.0,1.0,2.0,1.0,1.0,0.5,0.3333333333333333,0.14285714285714285,,,,,,True,,,,,,,,,,,,,,,,,,,
1731,1610612747,Tyronn Lue,Tyronn Lue,1731,LAL,1327.0,22,10,43,45,24.0,22.0,10,88,1.0,1.0,,,,2.0,2.0,,2.0,2.0,7.0,4.0,10.0,32,,1.0,,1.0,3.0,2.0,8.0,,4.0,2.0,1.0,1.0,1.0,,2.0,,,2.0,3.0,,5.0,,5.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,8.0,24.0,,,0.2857142857142857,,0.3333333333333333,0.3181818181818182,,0.5,0.4166666666666667,,0.6666666666666666,0.36363636363636365,24.074074074074073,1.0,,0.2,,0.2,,0.2,,,,,0.16666666666666666,0.25,0.25,,0.09090909090909091,1.0,1.0,,0.18181818181818182,,,0.18181818181818182,0.18181818181818182,,,,,0.45454545454545453,0.44186363636363635,0.45675999999999994,,0.8,12.085714285714285,24.4,0.5581395348837209,,,1.0,1.0,4.0,3.0,,,,,,,,,3.0,1.0,2.0,,,,,,,,0.36363636363636365,0.2,1.0,0.3698,0.16666666666666666,0.25,1.0,,,,1.0,1.0,2.0,1.0,,,1.0,,3.0,1.0,,0.25,,0.5,0.25,,0.25,0.25,,,,,0.5,0.5,,,,,0.4,0.5,0.5,,3.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,1098.0,18,1,34,35,24.0,21.0,8,69,2.0,3.0,,1.0,,2.0,,,1.0,4.0,9.0,1.0,9.0,28,,2.0,,4.0,7.0,,9.0,4.0,4.0,1.0,1.0,1.0,,1.0,2.0,,3.0,,1.0,1.0,2.0,3.0,5.0,,,,3.0,2.0,3.0,2.0,2.0,,,,,9.0,24.0,0.5,0.5,0.4444444444444444,,0.5714285714285714,0.4,,0.5714285714285714,0.4090909090909091,,0.5625,0.1,32.55813953488372,1.0,0.5,0.09090909090909091,0.1875,,,0.05,0.15,0.25,0.14285714285714285,,,,,,0.3,0.6666666666666666,0.6666666666666666,0.5,0.2,,,,0.1,0.5,,,,0.4,0.42929500000000004,0.4329571428571429,,1.0,10.722222222222221,24.9,0.7058823529411765,0.2,0.5,2.0,3.0,4.0,1.0,,,,,1.0,,1.0,,2.0,,,,,1.0,,,,0.2,0.4,0.42857142857142855,0.6666666666666666,0.4127,,,2.0,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,1453.0,24,3,47,50,28.0,32.0,7,97,,1.0,,1.0,,1.0,,,2.0,1.0,3.0,2.0,2.0,44,,1.0,,,2.0,1.0,,2.0,,2.0,5.0,5.0,3.0,1.0,10.0,1.0,,2.0,4.0,1.0,7.0,1.0,8.0,,,,1.0,1.0,1.0,,3.0,,,,,,28.0,1.0,1.0,0.3333333333333333,,,0.2,,,0.2,,,0.4,10.714285714285714,1.0,0.3333333333333333,0.23529411764705882,,0.2222222222222222,0.1111111111111111,0.23076923076923078,0.041666666666666664,,,0.14285714285714285,0.16666666666666666,0.375,0.2222222222222222,,0.2,,,,0.2,,,,0.4,1.0,,,,0.6,0.4024,0.37355,,,11.700000000000001,24.85,0.5957446808510638,,,,1.0,1.0,,,,,,,,,1.0,,,,,,3.0,,,,,0.2,0.3333333333333333,,0.3329,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,
296,1610612747,Rick Fox,Rick Fox,296,LAL,1038.0,17,11,34,35,25.0,26.0,5,69,2.0,2.0,1.0,1.0,,,1.0,1.0,2.0,3.0,5.0,3.0,12.0,38,2.0,2.0,4.0,3.0,5.0,2.0,12.0,4.0,2.0,2.0,,,,,,1.0,,,,2.0,2.0,1.0,3.0,1.0,1.0,,,,,,5.0,,,,,12.0,25.0,0.6666666666666666,1.0,0.6,1.0,0.6,0.75,1.0,0.8571428571428571,0.75,1.0,0.8571428571428571,0.375,19.51219512195122,,0.5,,,,0.2,,0.06666666666666667,,,0.25,,,,,0.25,1.0,1.0,0.5,,,,0.125,0.25,0.5,1.0,,0.14285714285714285,0.625,0.5245562500000001,0.5170785714285715,0.3333333333333333,1.0,10.2,24.166666666666668,0.7352941176470589,,,2.0,2.0,3.0,,,,,,,,2.0,,,,,,,2.0,,,,,0.375,0.2857142857142857,1.0,0.3917,,,1.0,1.0,,,1.0,1.0,1.0,2.0,,,2.0,3.0,3.0,1.0,0.5,0.6666666666666666,,1.0,0.6666666666666666,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,0.5,0.5,1.0,,,,0.14285714285714285,1.0,0.5,,,,,,,,,,,,,,1.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,
270,1610612747,Horace Grant,Horace Grant,270,LAL,860.0,14,3,25,26,11.0,8.0,7,51,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,2.0,,2.0,,,2.0,2.0,4.0,,,,,,,,1.0,,,,,,11.0,,,,,,,,,,,,,,,,,,0.4,0.5,0.2,0.1111111111111111,,,0.5,,,0.25,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
