EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,PtsAssisted2s,Arc3Assists,AtRimAssists,ShortMidRangeAssists,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyArc3FGA,FtPoints,SecondChanceFtPoints,PenaltyFG3A,Fg2aBlocked,OffThreePtRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,FTA,TwoPtShootingFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyCorner3FGA,ShortMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyFtPoints,SelfOReb,SecondChanceTurnovers,NonShootingFoulsDrawn,BlockedAtRim,3SecondViolations,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,Offensive Fouls,2pt And 1 Free Throw Trips,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,BlockedLongMidRange,SecondChanceFg3Pct,LongMidRangePctBlocked,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3FGA,Loose Ball Fouls,SecondChanceArc3Frequency,on,OffShortMidRangeReboundPct,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,ShortMidRangePctBlocked,HeaveAttempts
105,1610612748,Dan Majerle,Dan Majerle,105,MIA,2514.0,42,-30.0,75,80,21.0,21.0,10.0,155,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,2.0,8.0,8.0,100,1.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,4.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,21.0,1.0,0.25,0.25,1.0,1.0,1.0,0.4444444444444444,1.0,1.0,0.4444444444444444,1.0,1.0,0.8888888888888888,11.904761904761905,1.0,0.14285714285714285,0.038461538461538464,0.12121212121212122,0.02702702702702703,0.07142857142857142,0.375,0.125,0.1111111111111111,1.0,1.0,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5811888888888889,0.6167,0.6167,0.25,0.25,24.0125,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1853,1610612748,Anthony Carter,Anthony Carter,1853,MIA,3024.0,50,-41.0,94,97,20.0,24.0,5.0,191,,2.0,,1.0,,,,,,5.0,14.0,,,10.0,113,,1.0,,1.0,3.0,2.0,6.0,,,,,9.0,2.0,11.0,,6.0,24.0,,3.0,4.0,,4.0,2.0,2.0,,7.0,6.0,10.0,1.0,3.0,8.0,2.0,20.0,,,,0.35714285714285715,,0.3333333333333333,0.35714285714285715,,0.3333333333333333,0.35714285714285715,,0.3333333333333333,,24.242424242424242,0.7,0.09375,,0.1,,,,0.25,0.14285714285714285,,,,,,,,1.0,,,,0.14285714285714285,,0.3946571428571429,0.526,0.37126666666666663,,0.2,,0.2127659574468085,5.0,12.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.4,0.4,0.125,0.1,0.14285714285714285,1.0,0.8571428571428571,0.4166666666666667,0.4166666666666667,0.4,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
193,1610612748,Anthony Mason,Anthony Mason,193,MIA,5884.0,98,-80.0,183,187,39.0,41.0,14.0,370,,1.0,,,,,,,1.0,5.0,12.0,,1.0,16.0,223,,,2.0,1.0,2.0,2.0,4.0,,,1.0,,3.0,1.0,4.0,,2.0,9.0,,7.0,8.0,1.0,9.0,1.0,,1.0,2.0,2.0,7.0,1.0,5.0,6.0,2.0,39.0,,,,0.4166666666666667,,0.5,0.38461538461538464,,0.3333333333333333,0.5,1.0,0.3333333333333333,0.07692307692307693,11.6751269035533,0.2857142857142857,0.109375,,0.08974358974358974,0.012195121951219513,,0.058823529411764705,0.2,0.07692307692307693,,,,0.07692307692307693,,,,,,,,0.15384615384615385,,0.3731423076923077,,0.3062833333333333,0.125,0.125,26.1,0.21311475409836064,3.0,6.0,6.0,1.0,,1.0,,3.0,5.0,,,,,,,,0.6,0.6,,0.09375,,,0.46153846153846156,0.5,0.5,1.0,11.4,2.0,5.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,0.08333333333333333,1.0,0.3333333333333333,0.043478260869565216,0.05263157894736842,0.38461538461538464,0.4,0.4,0.3333333333333333,0.1875,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2067,1610612748,Eddie House,Eddie House,2067,MIA,1432.0,24,-30.0,43,45,18.0,19.0,4.0,88,1.0,2.0,,,,,1.0,,3.0,6.0,12.0,,4.0,12.0,63,,1.0,,2.0,3.0,4.0,6.0,,,3.0,,1.0,,1.0,,1.0,2.0,,1.0,2.0,,2.0,1.0,,1.0,2.0,,2.0,1.0,1.0,4.0,4.0,18.0,,,,0.5,,0.6666666666666666,0.375,,0.3333333333333333,0.375,,0.3333333333333333,0.25,38.297872340425535,1.0,0.09090909090909091,,0.125,,,,,0.125,0.5,0.5,0.0625,0.1875,,,,,,,,0.375,,0.44846875,0.3591,0.4575416666666667,,0.3333333333333333,24.924999999999997,0.4186046511627907,4.0,8.0,6.0,,,,1.0,,,2.0,,,,,,1.0,0.5,0.5,0.2,0.25,0.25,,0.5,0.5,0.5,0.5,13.674999999999999,1.0,2.0,2.0,,,3.0,,,,,,,,,,,,0.125,0.5,0.5,0.3333333333333333,,,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
258,1610612748,Brian Grant,Brian Grant,258,MIA,3286.0,55,-61.0,100,106,33.0,41.0,7.0,206,1.0,6.0,,1.0,1.0,1.0,,,,5.0,15.0,,,15.0,141,,1.0,,4.0,5.0,13.0,,,,,,,1.0,1.0,,,3.0,1.0,8.0,9.0,3.0,12.0,,,,3.0,2.0,5.0,,4.0,6.0,13.0,33.0,,,,0.3333333333333333,,0.8,0.3333333333333333,,0.8,0.39473684210526316,,0.7222222222222222,,22.429906542056074,0.6,0.24242424242424243,0.030303030303030304,0.1951219512195122,0.07317073170731707,,0.125,0.6666666666666666,0.4,0.16666666666666666,0.16666666666666666,,,,,,1.0,,0.2,1.0,0.4,,0.44720666666666664,0.5706,0.42324,,0.8666666666666667,,0.33,4.0,7.0,10.0,1.0,,,,,2.0,1.0,,4.0,1.0,4.0,1.0,1.0,1.0,1.0,,0.15789473684210525,,0.25,0.4666666666666667,0.5714285714285714,0.5714285714285714,1.0,9.893333333333334,,2.0,,5.0,,,,2.0,1.0,1.0,8.0,2.0,,,0.5,0.25,0.2,0.13333333333333333,,,,0.11764705882352941,0.11764705882352941,,,,5.0,1.0,2.0,2.0,3.0,1.0,0.1111111111111111,0.3333333333333333,0.1,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,3455.0,58,-52.0,109,107,6.0,9.0,9.0,216,2.0,4.0,1.0,1.0,,,,,,10.0,16.0,,,24.0,129,1.0,1.0,3.0,1.0,1.0,3.0,6.0,,2.0,,,,1.0,1.0,,,3.0,,9.0,10.0,1.0,11.0,,,,1.0,1.0,4.0,,2.0,5.0,3.0,6.0,,,,0.625,1.0,1.0,0.625,1.0,1.0,0.6666666666666666,1.5,0.75,,18.64406779661017,0.25,0.25,,0.22727272727272727,0.0196078431372549,,0.2222222222222222,0.2,0.25,0.5,0.5,,,,,,1.0,1.0,,,0.25,,0.44663125,,0.4199,0.125,0.125,,0.05504587155963303,6.0,9.0,14.0,1.0,,,1.0,1.0,3.0,,,3.0,,3.0,2.0,,0.7,0.7777777777777778,0.125,0.29411764705882354,0.14285714285714285,0.6666666666666666,0.5625,0.6666666666666666,0.6666666666666666,1.0,11.2375,2.0,3.0,,4.0,1.0,,,1.0,,,5.0,3.0,,,,0.058823529411764705,0.06666666666666667,0.1875,0.6666666666666666,0.6666666666666666,,0.16666666666666666,0.16666666666666666,,,,1.0,,1.0,,3.0,,,,,0.5,2.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,4948.0,82,-57.0,155,161,35.0,35.0,12.0,316,3.0,5.0,1.0,1.0,2.0,2.0,4.0,3.0,10.0,11.0,23.0,6.0,14.0,46.0,180,1.0,2.0,5.0,4.0,6.0,9.0,10.0,12.0,2.0,10.0,3.0,5.0,,5.0,,4.0,10.0,2.0,6.0,10.0,2.0,12.0,2.0,1.0,1.0,6.0,5.0,7.0,1.0,4.0,8.0,9.0,35.0,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.4782608695652174,0.5,0.6666666666666666,0.5405405405405406,0.8333333333333334,0.5,0.575,0.8333333333333334,0.5625,0.3783783783783784,28.1437125748503,0.8571428571428571,0.1016949152542373,0.041666666666666664,0.12857142857142856,0.029411764705882353,0.08333333333333333,,,0.13513513513513514,0.6,0.6,0.10810810810810811,0.2702702702702703,0.3,0.3,0.6666666666666666,0.3333333333333333,1.0,0.25,1.0,0.5135135135135135,0.3,0.48372432432432433,0.466,0.50536875,0.10869565217391304,0.1956521739130435,24.614285714285717,0.22580645161290322,8.0,15.0,12.0,,1.0,,3.0,,1.0,1.0,,1.0,,1.0,,1.0,0.5454545454545454,0.6,0.2727272727272727,0.2,0.2222222222222222,,0.40540540540540543,0.5333333333333333,0.5714285714285714,0.5,13.247826086956522,,3.0,1.0,6.0,,2.0,1.0,,1.0,,7.0,4.0,0.043478260869565216,,0.5,,,0.08108108108108109,,,0.125,0.1,0.15384615384615385,1.0,,0.125,1.0,,,,,,,,,0.6666666666666666,1.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,0.06666666666666667,0.5,0.75,0.75,0.6666666666666666,0.3333333333333333,1.0,,,,True,,,,,,,
896,1610612748,Tim Hardaway,Tim Hardaway,896,MIA,1999.0,33,-15.0,65,64,16.0,11.0,6.0,129,1.0,3.0,,1.0,1.0,1.0,,,1.0,1.0,6.0,,1.0,2.0,69,,1.0,,1.0,2.0,2.0,2.0,,,1.0,,6.0,2.0,8.0,1.0,5.0,18.0,,1.0,1.0,1.0,2.0,,,,6.0,2.0,6.0,1.0,2.0,4.0,2.0,16.0,,,,0.16666666666666666,,0.5,0.14285714285714285,,0.5,0.14285714285714285,,0.5,0.14285714285714285,18.30985915492958,1.0,0.038461538461538464,,0.03571428571428571,0.030303030303030304,,0.14285714285714285,,0.42857142857142855,0.3333333333333333,0.5,,0.14285714285714285,,,,0.5,,0.5,1.0,0.5714285714285714,,0.5144714285714286,0.5784,0.46140000000000003,,1.0,24.2,0.24615384615384617,,2.0,,1.0,1.0,,,,,4.0,,,,,,,,,,,,,0.2857142857142857,,,,9.716666666666667,,1.0,,,,,1.0,1.0,,,,,0.16666666666666666,0.3333333333333333,,0.07142857142857142,0.08333333333333333,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,0.5,True,,,,,,,
76,1610612748,Cedric Ceballos,Cedric Ceballos,76,MIA,254.0,4,-7.0,7,8,,,,15,,,,,,,,,,,1.0,,,,11,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,14.285714285714285,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,0.3971,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.5,,0.5,,,,,,7.2,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
920,1610612748,A.C. Green,A.C. Green,920,MIA,149.0,2,-3.0,5,4,2.0,2.0,,9,,,,,,,,,,,1.0,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,0.3664,,,,,,0.4,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
