EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,FG2M,FtPoints,Points,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,Steals,LostBallSteals,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Fg2aBlocked,OffThreePtRebounds,FTOffRebounds,BadPassSteals,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,NonShootingFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,DefThreePtRebounds,SelfOReb,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefThreePtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,SecondChanceArc3FGA,SecondChanceFG3A,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,SecondChanceArc3Frequency,SecondChanceTurnovers,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,NonShootingPenaltyNonTakeFouls,FTDefRebounds,DefFTReboundPct,on,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,BadPassOutOfBoundsTurnovers,Offensive Fouls,Technical Free Throw Trips,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,ShortMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceCorner3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,PtsUnassisted3s,Blocked3s,BlockedArc3
120,1610612757,Steven Smith,Steven Smith,120,POR,583.0,10,-6,18,18,10.0,8.0,5.0,36,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,23.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,10.0,0.5,20.833333333333336,1.0,0.2,0.1111111111111111,0.16666666666666666,0.08333333333333333,0.3333333333333333,1.0,0.25,0.25,0.5,0.5,0.5,0.5,0.75,0.48521250000000005,0.5863,0.55925,4.55,25.950000000000003,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1610612757,Stacey Augmon,Stacey Augmon,278,POR,1125.0,19,3,34,36,14.0,13.0,6.0,70,5.0,1.0,1.0,1.0,,,8.0,,29.0,2.0,2.0,,,1.0,2.0,2.0,1.0,3.0,,,,14.0,,19.047619047619047,,0.11764705882352941,0.08333333333333333,0.09090909090909091,0.058823529411764705,,,0.625,0.125,,0.5,0.5,,0.625,0.565375,0.4622,0.463,5.3625,,0.4117647058823529,3.0,1.0,1.0,2.0,4.0,1.0,9.0,2.0,1.0,5.0,6.0,2.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.75,0.75,0.5,1.0,0.5,1.0,0.5625,1.25,0.3333333333333333,0.25,0.6,0.6,0.6666666666666666,0.25,0.5,0.5,1.0,1.0,0.125,0.125,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,1610612757,Rod Strickland,Rod Strickland,393,POR,1182.0,20,2,36,38,14.0,13.0,7.0,74,2.0,,1.0,1.0,,,6.0,,32.0,1.0,2.0,,,,2.0,2.0,2.0,4.0,1.0,,1.0,14.0,,22.22222222222222,1.0,0.11764705882352941,,0.08695652173913043,0.05555555555555555,,,0.3333333333333333,0.16666666666666666,,,0.5,,0.3333333333333333,0.4833166666666666,,0.59495,9.75,,0.3888888888888889,1.0,1.0,1.0,3.0,2.0,4.0,8.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,,,2.0,4.0,2.0,1.0,1.0,,6.0,,2.0,4.0,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.4444444444444444,0.6666666666666666,,0.25,0.5,1.0,,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.25,0.25,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.5,0.5,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,1610612757,Arvydas Sabonis,Arvydas Sabonis,717,POR,367.0,6,12,12,12,3.0,,2.0,24,2.0,2.0,2.0,,,,3.0,,4.0,2.0,3.0,,,1.0,2.0,3.0,2.0,5.0,,,,3.0,,20.0,,0.5,0.5,0.375,0.5,,,0.6666666666666666,,,1.0,0.6666666666666666,,0.6666666666666666,0.5660999999999999,0.5778,0.5660999999999999,6.666666666666667,,0.25,1.0,1.0,1.0,1.0,2.0,,4.0,2.0,,4.0,2.0,2.0,2.0,2.0,1.0,,1.0,4.0,,,1.0,,,,,4.0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.3333333333333333,0.5,0.5,,0.3333333333333333,1.0,1.0,1.0,0.5,,,1.0,,1.0,,,,,,,,,,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.25,0.5,1.0,0.25,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1610612757,Rasheed Wallace,Rasheed Wallace,739,POR,1010.0,17,-5,32,32,10.0,7.0,7.0,64,,,,1.0,2.0,,3.0,2.0,32.0,,,,2.0,,3.0,3.0,,3.0,,,1.0,10.0,0.4,14.634146341463415,,0.2727272727272727,,0.17647058823529413,,,1.0,,0.2,0.4,,,,0.4,0.45394000000000007,0.56865,,15.766666666666667,24.9,0.3125,,,1.0,2.0,1.0,,2.0,,,,2.0,,,,,,,,,,2.0,,,,,,1.0,1.0,0.3333333333333333,,0.2,,0.2,,,0.14285714285714285,,,,0.4,0.5,0.5,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,0.3333333333333333,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,1610612757,Dale Davis,Dale Davis,905,POR,541.0,9,-15,13,14,,1.0,4.0,27,,,,,,,,,20.0,,,,,1.0,,,2.0,2.0,,,1.0,,,11.11111111111111,,,0.1111111111111111,,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,5.0,1.0,2.0,,1.0,,,,,,,,0.5,,0.25,,,,,,,,,,1.0,1.0,,,1.0,,,,,2.0,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,1610612757,Scottie Pippen,Scottie Pippen,937,POR,511.0,9,-1,16,17,2.0,2.0,3.0,33,,,,1.0,,,2.0,,13.0,,1.0,,,,,2.0,,2.0,2.0,2.0,2.0,2.0,,25.0,1.0,,,0.16666666666666666,,,,,0.5,,,,,,0.40775,,0.405,13.65,,0.125,,,1.0,1.0,2.0,1.0,5.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,2.0,,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,,,,,,0.5,1.0,1.0,,,0.3333333333333333,0.3333333333333333,0.4,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,1.0,,,,,0.4,,,0.4,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1610612757,Detlef Schrempf,Detlef Schrempf,96,POR,319.0,5,6,11,13,9.0,11.0,1.0,24,,,,,,,,,7.0,,,,,,,,,,1.0,1.0,1.0,9.0,,16.666666666666668,1.0,,,,,,,,,,,,,,,,,,,0.8181818181818182,,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1610612757,Antonio Harvey,Antonio Harvey,176,POR,136.0,2,7,4,5,4.0,5.0,,9,,,,,,,,,,,,,,,2.0,3.0,,3.0,,,,4.0,,,,0.4,,0.4,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,1610612757,Damon Stoudamire,Damon Stoudamire,757,POR,136.0,2,7,4,5,4.0,5.0,,9,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,2.0,1.0,1.0,,,,,,,,,4.0,0.3333333333333333,75.0,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5443666666666667,,0.5443666666666667,3.95,26.0,1.0,1.0,1.0,,,2.0,1.0,5.0,2.0,1.0,5.0,4.0,,,,,,,,,,,,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,,,1.0,1.0,1.0,,,,,1.0,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
