EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Clear Path Fouls,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends
109,1610612747,Robert Horry,Robert Horry,109,LAL,35223.0,587,-56,1071,1088,202.0,272,148.0,2159,16.0,30,4.0,13.0,6.0,6.0,8.0,31.0,13.0,38.0,3.0,12.0,2.0,1.0,4.0,8.0,30.0,2.0,4.0,1.0,10.0,37,99,11.0,42.0,16.0,123,1093,8.0,22.0,2.0,6.0,5.0,27.0,7.0,13.0,2.0,14.0,4.0,24.0,44,30.0,30.0,3.0,6.0,30.0,8.0,5.0,45.0,9.0,54.0,8.0,1.0,13.0,11.0,21.0,117.0,8.0,41.0,2.0,9.0,50,9.0,68,51.0,119,2.0,22.0,11.0,11.0,11.0,5.0,8.0,12.0,1.0,3.0,1.0,23.0,2.0,6.0,32,57,1.0,3.0,25.0,3.0,11.0,3.0,18.0,1.0,1.0,10.0,3.0,5.0,19.0,9.0,1.0,24.0,202.0,2.0,0.5945945945945946,0.6470588235294118,0.9090909090909091,0.2619047619047619,0.3333333333333333,0.14285714285714285,0.2619047619047619,0.37373737373737376,0.36363636363636365,0.5384615384615384,0.37943262411347517,0.39285714285714285,0.37037037037037035,0.40460526315789475,0.421875,0.3870967741935484,0.2978723404255319,0.050505050505050504,0.06666666666666667,0.0967741935483871,13.866877971473851,0.4782608695652174,0.25,0.07692307692307693,0.11013215859030837,0.08488612836438923,0.10714285714285714,0.06896551724137931,0.10966542750929369,0.08180300500834725,0.03125,0.10638297872340426,0.09349593495934959,0.047058823529411764,0.12903225806451613,0.09154929577464789,0.1366906474820144,0.10404624277456648,0.13793103448275862,0.038461538461538464,0.023529411764705882,0.47368421052631576,0.2127659574468085,0.5333333333333333,0.5714285714285714,0.625,0.2198581560283688,0.25806451612903225,0.2857142857142857,0.125,0.2695035460992908,0.34210526315789475,0.34210526315789475,0.8461538461538461,0.0851063829787234,0.25,0.25,1.0,0.2127659574468085,0.26666666666666666,0.26666666666666666,0.875,0.4642857142857143,0.3076923076923077,0.07142857142857142,0.14285714285714285,0.5,0.5,0.2222222222222222,1.0,0.14814814814814814,0.25,0.37037037037037035,0.1,0.5106382978723404,0.26666666666666666,0.4761089285714286,0.5004354166666667,0.4686076923076924,0.0738255033557047,0.102803738317757,0.21951219512195122,0.1951219512195122,9.624242424242423,25.178571428571427,0.18860877684407096,,,,,,,,,,,,,,,,,True,,,
145,1610612747,Tracy Murray,Tracy Murray,145,LAL,3188.0,53,-30,102,106,40.0,45,12.0,208,,1,,,,1.0,2.0,3.0,1.0,6.0,,3.0,,,2.0,1.0,4.0,,,,,3,10,1.0,7.0,2.0,11,121,,,,,,,,3.0,,2.0,,,4,2.0,3.0,,,4.0,1.0,,,,,,,,,,,,,,1.0,5,,6,,6,,3.0,2.0,1.0,3.0,,2.0,1.0,,1.0,,4.0,,,5,7,,,3.0,1.0,2.0,,2.0,,,,1.0,1.0,2.0,2.0,,,40.0,,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,,,0.14285714285714285,0.3,,,0.2647058823529412,,,0.3055555555555556,,,0.4117647058823529,,,,18.487394957983195,0.75,,,0.14285714285714285,,0.25,,0.15384615384615385,,,,,,,0.5,0.0625,0.07692307692307693,0.25,,,1.0,0.058823529411764705,,,,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.5,0.35294117647058826,0.16666666666666666,0.16666666666666666,1.0,0.17647058823529413,,,,0.23529411764705882,0.25,0.25,1.0,,,,,,,0.2,,0.4,,,,0.47058823529411764,0.25,0.4521970588235294,,0.43592,0.1111111111111111,0.18181818181818182,,,13.690000000000001,24.885714285714283,0.39215686274509803,,,,,,,,,,,,,,,,,True,,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,15166.0,253,-47,475,476,106.0,162,69.0,951,1.0,4,1.0,2.0,1.0,1.0,7.0,20.0,9.0,20.0,,2.0,,,1.0,10.0,29.0,3.0,8.0,2.0,7.0,17,44,10.0,31.0,1.0,65,495,1.0,5.0,3.0,8.0,,11.0,3.0,5.0,2.0,8.0,1.0,13.0,22,12.0,27.0,3.0,2.0,28.0,10.0,3.0,22.0,4.0,26.0,3.0,1.0,9.0,6.0,7.0,56.0,1.0,3.0,,8.0,19,3.0,30,4.0,34,,5.0,3.0,2.0,6.0,4.0,6.0,6.0,1.0,,,12.0,,2.0,7,12,,1.0,2.0,,1.0,,5.0,,,2.0,1.0,2.0,5.0,1.0,,13.0,106.0,2.0,0.6470588235294118,0.6875,0.9,0.3225806451612903,0.375,0.25,0.3333333333333333,0.38636363636363635,0.2,0.6,0.4266666666666667,0.4230769230769231,0.46153846153846156,0.4276315789473684,0.4230769230769231,0.4642857142857143,0.41333333333333333,0.06818181818181818,0.25,0.1,15.686274509803921,0.5,0.1875,,0.09268292682926829,0.014492753623188406,0.1951219512195122,0.017241379310344827,0.10975609756097561,0.01509433962264151,,0.027777777777777776,0.01020408163265306,0.022222222222222223,,0.1,0.10526315789473684,0.07246376811594203,0.16666666666666666,0.2727272727272727,,0.2,0.05333333333333334,0.25,0.3333333333333333,,0.26666666666666666,0.35,0.3888888888888889,0.2857142857142857,0.26666666666666666,0.45,0.45,1.0,0.02666666666666667,,,,0.38666666666666666,0.3448275862068966,0.3448275862068966,0.9,0.15384615384615385,0.5,,0.6153846153846154,0.375,1.0,0.07692307692307693,1.0,0.07692307692307693,,0.5384615384615384,0.2857142857142857,0.4666666666666667,0.35714285714285715,0.4559027027027027,0.5074,0.46334583333333335,0.013157894736842105,0.022222222222222223,0.16923076923076924,0.2,12.640909090909092,26.506451612903227,0.2231578947368421,1.0,,,,,,,,,,,,,,,,True,,,
2457,1610612747,Jannero Pargo,Jannero Pargo,2457,LAL,6562.0,109,-16,216,207,64.0,85,35.0,423,2.0,2,,,1.0,1.0,1.0,4.0,8.0,19.0,,2.0,1.0,,,4.0,7.0,,,,2.0,11,25,4.0,9.0,2.0,36,222,2.0,4.0,,1.0,,4.0,4.0,7.0,,2.0,,8.0,16,6.0,9.0,3.0,,7.0,4.0,,8.0,3.0,11.0,2.0,1.0,3.0,1.0,4.0,25.0,1.0,2.0,,1.0,5,,6,3.0,9,,1.0,1.0,,5.0,1.0,4.0,1.0,,1.0,,6.0,,2.0,3,9,,,2.0,,1.0,,,,,,,,,,,8.0,64.0,2.0,0.7272727272727273,0.7272727272727273,0.75,0.4444444444444444,,,0.4444444444444444,0.44,0.5,0.5714285714285714,0.5,0.4,0.4444444444444444,0.5142857142857142,0.4,0.4444444444444444,0.2647058823529412,,,,16.141732283464567,0.8333333333333334,,,0.08064516129032258,0.021505376344086023,0.05263157894736842,0.041666666666666664,0.07407407407407407,0.02564102564102564,,,0.03773584905660377,0.05,,0.125,0.05263157894736842,0.07407407407407407,,1.0,,,0.058823529411764705,1.0,1.0,1.0,0.11764705882352941,0.25,0.25,1.0,0.5588235294117647,0.42105263157894735,0.42105263157894735,0.625,0.058823529411764705,,,,0.20588235294117646,0.5714285714285714,0.5714285714285714,0.75,,,0.2,,,,0.1111111111111111,1.0,,,0.2222222222222222,,0.3235294117647059,0.5714285714285714,0.4669411764705882,0.40887,0.4487166666666666,0.02857142857142857,0.038461538461538464,0.1111111111111111,0.2222222222222222,16.032,21.977777777777778,0.2962962962962963,,,,,,,,,,,,,,,,,True,,,
955,1610612747,Samaki Walker,Samaki Walker,955,LAL,74661.0,1244,-94,2337,2354,485.0,547,304.0,4691,62.0,126,24.0,61.0,12.0,22.0,42.0,107.0,11.0,40.0,,,,,,,1.0,,,,,115,273,,1.0,66.0,296,2449,32.0,77.0,,,18.0,82.0,21.0,45.0,,,18.0,60.0,154,76.0,,,48.0,1.0,,24.0,53.0,11.0,64.0,10.0,1.0,22.0,3.0,28.0,139.0,12.0,100.0,3.0,31.0,201,21.0,253,115.0,368,12.0,20.0,13.0,7.0,25.0,1.0,13.0,31.0,3.0,12.0,8.0,56.0,6.0,8.0,68,143,17.0,10.0,101.0,5.0,47.0,6.0,55.0,,,40.0,1.0,14.0,55.0,36.0,8.0,60.0,485.0,11.0,0.6695652173913044,0.8461538461538461,,,,,,0.42124542124542125,0.4155844155844156,0.4666666666666667,0.4197080291970803,0.4155844155844156,0.4666666666666667,0.45962732919254656,0.4606741573033708,0.5172413793103449,0.0036496350364963502,0.08791208791208792,0.0873015873015873,0.12149532710280374,13.927781871775975,0.44642857142857145,0.2916666666666667,0.0410958904109589,0.20160481444332998,0.10384215991692627,0.16939890710382513,0.05194805194805195,0.19661016949152543,0.09380234505862646,0.16744186046511628,0.07278481012658228,0.09490740740740741,0.05389221556886228,0.046875,0.15302491103202848,0.1798780487804878,0.2551546391752577,0.17164179104477612,0.16326530612244897,0.08888888888888889,0.6545454545454545,0.45985401459854014,0.49206349206349204,0.5391304347826087,0.6451612903225806,0.3905109489051095,0.3925233644859813,0.44680851063829785,0.6666666666666666,0.145985401459854,0.275,0.275,0.8181818181818182,,,,,0.0036496350364963502,,,,0.7922077922077922,0.39344262295081966,,,,,0.4888888888888889,0.5454545454545454,,,,,0.4635036496350365,,0.474290693430657,0.5366449275362319,0.4775822222222223,0.14873417721518986,0.1492063492063492,0.27702702702702703,0.20270270270270271,5.880586080586081,27.4,0.20753102267864784,,1.0,1.0,4.0,0.16666666666666666,,,,,,,,,,,,True,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,51556.0,859,17,1631,1640,337.0,351,198.0,3271,18.0,30,1.0,3.0,4.0,9.0,6.0,16.0,63.0,122.0,8.0,22.0,1.0,,1.0,11.0,41.0,1.0,3.0,4.0,9.0,87,168,19.0,63.0,28.0,259,1683,9.0,16.0,1.0,4.0,,21.0,23.0,38.0,4.0,10.0,13.0,71.0,110,64.0,54.0,3.0,2.0,41.0,11.0,2.0,64.0,14.0,78.0,11.0,3.0,26.0,12.0,26.0,170.0,1.0,6.0,1.0,7.0,43,1.0,51,8.0,59,1.0,28.0,15.0,13.0,20.0,7.0,15.0,13.0,2.0,5.0,,33.0,2.0,10.0,21,57,5.0,4.0,36.0,4.0,13.0,7.0,4.0,,,,2.0,2.0,4.0,3.0,,71.0,337.0,10.0,0.632183908045977,0.6395348837209303,0.9473684210526315,0.30158730158730157,0.25,0.4,0.30158730158730157,0.5178571428571429,0.5625,0.6052631578947368,0.5,0.525,0.6041666666666666,0.5242914979757085,0.525,0.6339285714285714,0.2727272727272727,0.011904761904761904,0.06666666666666667,,14.933333333333334,0.6060606060606061,0.023255813953488372,0.01818181818181818,0.05988857938718663,0.009404388714733543,0.056,0.006578947368421052,0.05931198102016608,0.008860759493670886,0.019867549668874173,0.009345794392523364,0.003663003663003663,0.009174311926605505,,0.03940886699507389,0.06837606837606838,0.06761565836298933,0.03296703296703297,0.11764705882352941,0.00819672131147541,0.75,0.12987012987012986,0.6,0.6428571428571429,0.5,0.06926406926406926,0.375,0.375,0.16666666666666666,0.5281385281385281,0.5163934426229508,0.5163934426229508,0.7142857142857143,0.09523809523809523,0.36363636363636365,0.36363636363636365,1.0,0.1774891774891775,0.2682926829268293,0.2682926829268293,0.9090909090909091,0.15,0.3333333333333333,0.05,0.15,0.3333333333333333,1.0,0.1875,0.4444444444444444,0.020833333333333332,,0.1875,0.4444444444444444,0.4025974025974026,0.2682926829268293,0.4866930735930736,0.47994166666666666,0.48057395833333344,0.05416666666666667,0.07344632768361582,0.08108108108108109,0.27413127413127414,14.586904761904764,24.658730158730158,0.20662170447578174,,,,,1.0,,,,,,,,,,,,True,,,
2416,1610612747,Kareem Rush,Kareem Rush,2416,LAL,14089.0,235,-69,429,439,79.0,117,56.0,868,10.0,18,1.0,3.0,3.0,4.0,2.0,9.0,12.0,26.0,,5.0,2.0,,3.0,1.0,5.0,,1.0,,,24,53,1.0,10.0,4.0,55,481,1.0,5.0,,3.0,1.0,3.0,7.0,11.0,,3.0,2.0,16.0,32,16.0,3.0,,2.0,5.0,1.0,3.0,7.0,4.0,11.0,4.0,,1.0,5.0,1.0,26.0,3.0,5.0,,3.0,12,1.0,16,8.0,24,,,,,5.0,3.0,4.0,9.0,1.0,1.0,,14.0,,2.0,7,17,,4.0,7.0,1.0,3.0,1.0,2.0,,,1.0,,1.0,2.0,,,16.0,79.0,2.0,0.6666666666666666,0.6956521739130435,1.0,0.1,,,0.1,0.4528301886792453,0.2,0.6363636363636364,0.40476190476190477,0.125,0.5,0.4166666666666667,0.16666666666666666,0.5333333333333333,0.15873015873015872,0.05660377358490566,0.1111111111111111,0.1111111111111111,15.96806387225549,0.35714285714285715,0.058823529411764705,,0.07100591715976332,0.028735632183908046,0.08108108108108109,0.07317073170731707,0.07281553398058252,0.037209302325581395,0.08108108108108109,0.01694915254237288,0.01282051282051282,0.034482758620689655,0.16666666666666666,0.03333333333333333,0.08,0.1016949152542373,0.07407407407407407,0.1,,,0.2857142857142857,0.5555555555555556,0.625,0.8,0.14285714285714285,0.2222222222222222,0.25,,0.4126984126984127,0.46153846153846156,0.46153846153846156,0.6666666666666666,0.07936507936507936,,,,0.07936507936507936,0.2,0.2,1.0,0.375,0.3333333333333333,0.25,0.125,,,0.2857142857142857,0.75,0.21428571428571427,,,,0.4444444444444444,0.2,0.47646190476190486,0.5150666666666667,0.4660035714285714,0.046153846153846156,0.05454545454545454,0.05454545454545454,0.2909090909090909,10.87169811320755,24.330000000000002,0.18414918414918416,,,,1.0,,,,,,,,,,,,,True,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,67239.0,1121,-86,2095,2117,426.0,479,271.0,4212,86.0,131,17.0,23.0,16.0,25.0,49.0,138.0,139.0,335.0,4.0,9.0,3.0,1.0,2.0,33.0,80.0,4.0,7.0,7.0,23.0,274,604,37.0,89.0,175.0,834,2209,26.0,58.0,7.0,10.0,20.0,93.0,45.0,118.0,8.0,25.0,67.0,181.0,198,350.0,51.0,60.0,22.0,78.0,33.0,27.0,123.0,31.0,154.0,19.0,12.0,58.0,27.0,38.0,339.0,5.0,30.0,2.0,22.0,113,6.0,141,37.0,178,13.0,62.0,43.0,19.0,61.0,9.0,43.0,37.0,5.0,18.0,5.0,98.0,8.0,20.0,19,71,1.0,14.0,212.0,23.0,90.0,15.0,24.0,,,14.0,3.0,7.0,24.0,10.0,,181.0,426.0,6.0,0.3613138686131387,0.376425855513308,0.4594594594594595,0.4157303370786517,0.7,0.32,0.42528735632183906,0.45364238410596025,0.4482758620689655,0.3813559322033898,0.4754689754689755,0.5367647058823529,0.3986013986013986,0.5264175257731959,0.5844155844155844,0.5,0.12842712842712842,0.04470198675496689,0.10687022900763359,0.09420289855072464,35.893223819301845,0.6224489795918368,0.08955223880597014,0.03076923076923077,0.12569521690767518,0.03428571428571429,0.13836477987421383,0.024390243902439025,0.1275992438563327,0.032407407407407406,0.06403940886699508,0.028169014084507043,0.023195876288659795,0.02040816326530612,0.034482758620689655,0.07661290322580645,0.12121212121212122,0.1638418079096045,0.1592920353982301,0.08695652173913043,0.0377906976744186,0.4166666666666667,0.18903318903318903,0.6564885496183206,0.7350427350427351,0.43023255813953487,0.19913419913419914,0.35507246376811596,0.392,0.2857142857142857,0.4834054834054834,0.41492537313432837,0.41492537313432837,0.34532374100719426,0.012987012987012988,0.4444444444444444,0.4444444444444444,0.5,0.11544011544011544,0.4125,0.4125,0.45454545454545453,0.3382352941176471,0.7391304347826086,0.04411764705882353,0.10294117647058823,0.5714285714285714,0.5,0.17482517482517482,0.64,0.013986013986013986,0.5,0.16083916083916083,0.30434782608695654,0.31746031746031744,0.4230769230769231,0.45569339622641514,0.4769758928571428,0.4491436170212766,0.12089356110381078,0.13412816691505217,0.11151079136690648,0.2170263788968825,12.346026490066226,26.126966292134828,0.20334128878281624,2.0,,1.0,,0.29411764705882354,3.0,1.0,21.0,2.0,1.0,0.3333333333333333,0.022222222222222223,,,,,True,,,
1904,1610612747,Devean George,Devean George,1904,LAL,29004.0,483,-87,881,892,170.0,197,127.0,1773,16.0,25,6.0,9.0,1.0,2.0,6.0,22.0,20.0,65.0,8.0,18.0,4.0,2.0,2.0,10.0,27.0,,1.0,3.0,6.0,42,112,18.0,45.0,21.0,159,921,9.0,18.0,2.0,5.0,6.0,30.0,5.0,16.0,5.0,8.0,4.0,29.0,66,18.0,51.0,3.0,4.0,27.0,10.0,9.0,21.0,6.0,27.0,5.0,1.0,5.0,2.0,14.0,60.0,4.0,25.0,2.0,10.0,34,2.0,46,31.0,77,5.0,16.0,6.0,10.0,10.0,3.0,5.0,15.0,3.0,5.0,1.0,25.0,3.0,4.0,22,46,1.0,8.0,26.0,2.0,12.0,2.0,9.0,,,4.0,1.0,4.0,9.0,4.0,,29.0,170.0,2.0,0.7857142857142857,0.825,0.9444444444444444,0.4,0.4,0.625,0.4,0.375,0.5,0.3125,0.4394904458598726,0.5217391304347826,0.5208333333333334,0.47041420118343197,0.5769230769230769,0.5576923076923077,0.28662420382165604,0.08035714285714286,0.12,0.18181818181818182,18.707810993249762,0.4,0.07692307692307693,0.10526315789473684,0.09714285714285714,0.06443298969072164,0.14925373134328357,0.04,0.10551558752997602,0.05942622950819672,0.07142857142857142,0.043859649122807015,0.07352941176470588,0.04,0.04,0.08737864077669903,0.08108108108108109,0.11764705882352941,0.11764705882352941,0.25,0.056818181818181816,0.4444444444444444,0.1592356687898089,0.64,0.7272727272727273,0.6875,0.14012738853503184,0.2727272727272727,0.3333333333333333,0.5,0.4140127388535032,0.3076923076923077,0.31746031746031744,0.95,0.11464968152866242,0.4444444444444444,0.4444444444444444,0.875,0.17197452229299362,0.37037037037037035,0.37037037037037035,1.0,0.391304347826087,0.6666666666666666,0.17391304347826086,0.043478260869565216,,,0.08333333333333333,0.5,0.08333333333333333,1.0,0.25,0.5,0.445859872611465,0.37037037037037035,0.463302229299363,0.4908954545454545,0.45389375,0.0718562874251497,0.09836065573770492,0.18867924528301888,0.18238993710691823,12.347321428571432,24.591111111111108,0.19296254256526674,,,,,0.3333333333333333,2.0,,,,0.5,1.0,,0.03076923076923077,,,,True,,,
2098,1610612747,Slava Medvedenko,Slava Medvedenko,2098,LAL,8122.0,135,-27,269,261,76.0,107,43.0,530,15.0,25,6.0,10.0,3.0,6.0,7.0,17.0,8.0,27.0,,,,,,,1.0,,,,,30,69,,1.0,9.0,69,274,8.0,15.0,,,1.0,17.0,6.0,13.0,,,,12.0,34,26.0,,,14.0,1.0,,7.0,5.0,,5.0,,,1.0,2.0,2.0,10.0,1.0,14.0,2.0,1.0,16,1.0,18,17.0,35,2.0,3.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,,7.0,,1.0,13,22,1.0,,11.0,1.0,6.0,,4.0,,,2.0,,2.0,4.0,2.0,,12.0,76.0,2.0,0.5666666666666667,0.7391304347826086,,,,,,0.43478260869565216,0.5333333333333333,0.46153846153846156,0.42857142857142855,0.5333333333333333,0.46153846153846156,0.46,0.5666666666666667,0.46153846153846156,0.014285714285714285,0.10144927536231885,0.16,0.17647058823529413,25.786163522012576,0.7142857142857143,0.1111111111111111,0.2222222222222222,0.14953271028037382,0.11864406779661017,0.043478260869565216,0.03333333333333333,0.13076923076923078,0.10135135135135136,0.07692307692307693,0.14285714285714285,0.12280701754385964,,0.16666666666666666,0.16666666666666666,0.1388888888888889,0.14285714285714285,,0.14285714285714285,0.06060606060606061,0.5,0.35714285714285715,0.6,0.7142857142857143,0.5333333333333333,0.24285714285714285,0.4117647058823529,0.5,0.42857142857142855,0.38571428571428573,0.2962962962962963,0.2962962962962963,0.75,,,,,0.014285714285714285,,,,0.6666666666666666,0.6,,,,,0.46153846153846156,0.5,,,,,0.37142857142857144,,0.473525,0.5092285714285715,0.48476153846153835,0.08,0.08108108108108109,0.2463768115942029,0.17391304347826086,8.75942028985507,26.1,0.2825278810408922,,,,,,,,,,,,,,,,,True,,,
