EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg2aBlocked,ShortMidRangeAssists,LongMidRangeAssists,LostBallTurnovers,SecondChanceTurnovers,BlockedShortMidRange,PenaltyFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Travels,AtRimPctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Offensive Fouls,SecondChanceFtPoints,Technical Free Throw Trips,OffCorner3ReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,3SecondViolations,DefensiveGoaltends,on,SecondChanceCorner3FGA,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Clear Path Fouls
109,1610612747,Robert Horry,Robert Horry,109,LAL,5665.0,94,-37,185,187,44,67.0,24.0,372,6.0,7.0,3.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,14,2.0,5.0,5.0,27.0,216,3.0,5.0,1.0,6.0,2.0,3.0,1.0,2.0,6.0,8.0,8.0,6.0,4.0,4.0,1.0,2.0,4.0,6.0,3.0,1.0,2.0,16.0,1.0,5.0,1.0,1.0,4.0,3.0,8.0,7.0,15.0,1.0,5.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,5.0,1.0,9.0,17.0,2.0,7.0,1.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,6.0,44,3.0,0.5,0.6666666666666666,1.0,0.4,0.4,0.5714285714285714,0.6,0.6666666666666666,0.5789473684210527,0.5,0.5,0.6136363636363636,0.5,0.6,0.2631578947368421,12.67605633802817,0.4,0.23076923076923078,0.14285714285714285,0.06451612903225806,0.07142857142857142,0.125,0.0625,0.07142857142857142,0.06976744186046512,0.0625,0.05263157894736842,0.08571428571428572,0.07692307692307693,0.08333333333333333,0.08695652173913043,0.16666666666666666,0.125,0.75,0.3684210526315789,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.10526315789473684,0.2631578947368421,0.4,0.4,1.0,0.05263157894736842,1.0,1.0,1.0,0.21052631578947367,0.25,0.25,1.0,0.6666666666666666,0.75,0.3333333333333333,0.16666666666666666,0.5,1.0,0.25,0.631578947368421,0.25,0.50275,0.5243,0.5342250000000001,0.14285714285714285,0.1875,0.2222222222222222,0.2222222222222222,7.435714285714285,25.080000000000002,0.23783783783783785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
145,1610612747,Tracy Murray,Tracy Murray,145,LAL,11331.0,189,-46,381,386,148,195.0,51.0,767,4.0,8.0,1.0,3.0,3.0,4.0,6.0,7.0,19.0,,6.0,8.0,32.0,2.0,12.0,15.0,33,8.0,38.0,7.0,61.0,424,3.0,5.0,2.0,6.0,6.0,10.0,16.0,1.0,19.0,24.0,6.0,21.0,2.0,31.0,8.0,10.0,2.0,12.0,1.0,1.0,5.0,26.0,,5.0,,4.0,14.0,,18.0,5.0,23.0,,5.0,4.0,1.0,11.0,1.0,9.0,3.0,1.0,14.0,2.0,12.0,22.0,2.0,9.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,19.0,148,3.0,0.8,0.8571428571428571,0.875,0.21052631578947367,0.21621621621621623,0.45454545454545453,0.6,0.6,0.38028169014084506,0.42857142857142855,0.34615384615384615,0.4066666666666667,0.42857142857142855,0.35185185185185186,0.5352112676056338,19.955156950672645,0.7857142857142857,,,0.109375,0.03676470588235294,0.17391304347826086,,0.11920529801324503,0.02717391304347826,0.03571428571428571,0.04081632653061224,0.03389830508474576,,0.075,0.11320754716981132,0.17647058823529413,,0.6666666666666666,0.11267605633802817,0.5,0.5,0.75,0.08450704225352113,0.2676056338028169,0.3684210526315789,0.3684210526315789,1.0,0.08450704225352113,,,,0.4507042253521127,0.25,0.25,0.875,0.42857142857142855,0.3333333333333333,,0.2857142857142857,0.15384615384615385,0.75,0.46153846153846156,0.647887323943662,0.25806451612903225,0.4973300000000001,0.5304000000000001,0.504552,0.05405405405405406,0.1111111111111111,0.09836065573770492,0.3114754098360656,12.245454545454544,25.468421052631577,0.3884514435695538,4.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.125,0.030303030303030304,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.6666666666666666,0.8,0.5,0.15384615384615385,0.16666666666666666,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,3697.0,62,3,125,126,61,54.0,17.0,251,4.0,7.0,,1.0,1.0,2.0,3.0,,3.0,,,1.0,2.0,,2.0,6.0,13,1.0,2.0,3.0,18.0,128,,1.0,,,2.0,4.0,2.0,1.0,8.0,8.0,4.0,3.0,,2.0,1.0,2.0,1.0,3.0,1.0,,2.0,7.0,1.0,1.0,,2.0,5.0,1.0,8.0,2.0,10.0,,3.0,1.0,2.0,2.0,,1.0,1.0,,3.0,1.0,5.0,12.0,1.0,4.0,,1.0,1.0,1.0,,1.0,1.0,1.0,8.0,61,4.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.46153846153846156,,0.5,0.5,,0.5833333333333334,0.5294117647058824,,0.5714285714285714,0.13333333333333333,13.698630136986301,0.6666666666666666,0.16666666666666666,,0.1111111111111111,0.02631578947368421,0.25,0.058823529411764705,0.1320754716981132,0.03636363636363636,,0.07142857142857142,,0.0625,0.07142857142857142,0.1111111111111111,0.2,,1.0,0.4666666666666667,0.5714285714285714,0.6666666666666666,0.75,0.2,0.2,,,,,,,,0.13333333333333333,0.5,0.5,1.0,1.0,,,,0.3333333333333333,0.5,0.3333333333333333,0.6,0.5,0.4906500000000001,0.5606,0.4842416666666666,0.0625,0.07142857142857142,,0.4444444444444444,5.9,25.05,0.488,2.0,,1.0,1.0,,,1.0,,,1.0,,,0.5,0.07692307692307693,,0.15384615384615385,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,,0.5,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,5112.0,85,-29,175,176,42,83.0,24.0,351,1.0,2.0,,,,,8.0,,3.0,,1.0,2.0,9.0,1.0,7.0,3.0,13,2.0,10.0,2.0,14.0,190,,2.0,1.0,3.0,1.0,2.0,8.0,,5.0,2.0,4.0,6.0,,8.0,2.0,5.0,3.0,8.0,3.0,,2.0,19.0,,1.0,,1.0,10.0,,11.0,1.0,12.0,,4.0,2.0,2.0,4.0,1.0,3.0,1.0,,5.0,1.0,4.0,6.0,,2.0,,1.0,,,,,,,5.0,42,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2222222222222222,0.23076923076923078,,0.5,0.2608695652173913,0.5,0.25,0.2916666666666667,0.5,0.25,0.43478260869565216,13.875598086124404,0.8,,,0.19230769230769232,0.013888888888888888,0.125,,0.18333333333333332,0.010309278350515464,,0.034482758620689655,,,0.125,0.25,0.16666666666666666,,,0.08695652173913043,0.5,0.5,,0.34782608695652173,0.13043478260869565,,,,0.043478260869565216,,,,0.391304347826087,0.2222222222222222,0.25,1.0,,,,0.3333333333333333,,,0.7,0.5217391304347826,0.25,0.45535681818181817,0.4201,0.4747888888888888,0.041666666666666664,0.07142857142857142,0.21428571428571427,0.35714285714285715,10.661538461538463,28.57,0.24,2.0,1.0,1.0,1.0,,1.0,,3.0,,1.0,1.0,,0.125,,,0.125,,0.25,0.25,0.5,0.1,0.14285714285714285,,,1.0,1.0,1.0,1.0,0.1,0.1111111111111111,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,
2416,1610612747,Kareem Rush,Kareem Rush,2416,LAL,5213.0,87,-3,178,181,75,107.0,26.0,359,8.0,9.0,1.0,2.0,3.0,3.0,7.0,3.0,7.0,,2.0,3.0,5.0,,1.0,13.0,23,3.0,7.0,1.0,36.0,195,2.0,3.0,,4.0,5.0,7.0,2.0,,13.0,16.0,10.0,9.0,2.0,5.0,3.0,10.0,3.0,13.0,2.0,1.0,3.0,29.0,1.0,2.0,,2.0,8.0,,10.0,3.0,13.0,1.0,,,,3.0,2.0,3.0,4.0,1.0,7.0,4.0,9.0,15.0,,1.0,1.0,1.0,,2.0,1.0,,2.0,2.0,13.0,75,2.0,0.6153846153846154,0.6666666666666666,1.0,0.42857142857142855,0.42857142857142855,0.5652173913043478,0.6666666666666666,0.7142857142857143,0.5833333333333334,0.6666666666666666,0.7222222222222222,0.6,0.6666666666666666,0.7222222222222222,0.23333333333333334,17.619047619047617,0.42857142857142855,,,0.12307692307692308,0.03333333333333333,0.2,0.038461538461538464,0.13333333333333333,0.03488372093023256,,0.08,,0.041666666666666664,0.1111111111111111,0.10344827586206896,0.125,0.07692307692307693,1.0,0.3,0.8888888888888888,0.8888888888888888,0.625,0.23333333333333334,0.23333333333333334,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.06666666666666667,,,,0.16666666666666666,0.6,0.6,1.0,0.6666666666666666,0.5,,,0.3333333333333333,1.0,0.1111111111111111,0.5333333333333333,0.6,0.4901733333333333,0.41819999999999996,0.49056666666666665,0.03333333333333333,0.043478260869565216,0.1111111111111111,0.3611111111111111,8.22608695652174,24.214285714285715,0.42134831460674155,2.0,1.0,1.0,1.0,,,,4.0,3.0,,1.0,1.0,0.5,,,0.16666666666666666,0.5,0.2857142857142857,0.2857142857142857,0.5,0.1111111111111111,1.0,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,6112.0,102,-28,206,205,81,99.0,26.0,411,4.0,10.0,,1.0,2.0,5.0,13.0,8.0,24.0,,,4.0,7.0,,4.0,19.0,47,4.0,7.0,26.0,76.0,230,3.0,8.0,,8.0,6.0,14.0,4.0,19.0,34.0,12.0,26.0,12.0,2.0,6.0,4.0,21.0,2.0,23.0,2.0,,10.0,48.0,1.0,3.0,,2.0,5.0,1.0,8.0,4.0,12.0,2.0,6.0,6.0,,13.0,,7.0,4.0,2.0,17.0,9.0,2.0,8.0,,35.0,3.0,12.0,6.0,2.0,,1.0,2.0,1.0,34.0,81,4.0,0.3157894736842105,0.3333333333333333,1.0,0.5714285714285714,0.6666666666666666,0.40425531914893614,0.375,0.42857142857142855,0.46296296296296297,0.375,0.4166666666666667,0.5434782608695652,0.4444444444444444,0.5689655172413793,0.12962962962962962,35.98326359832636,0.7647058823529411,0.06666666666666667,,0.07246376811594203,0.04411764705882353,0.15384615384615385,0.043478260869565216,0.08536585365853659,0.04395604395604396,0.07142857142857142,0.047619047619047616,0.030303030303030304,,0.11538461538461539,0.07692307692307693,0.2222222222222222,0.07142857142857142,0.5,0.18518518518518517,0.4,0.4,0.25,0.24074074074074073,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.375,,,,,0.12962962962962962,0.5714285714285714,0.5714285714285714,1.0,0.125,,,,0.2777777777777778,0.4,0.2222222222222222,0.3148148148148148,0.6666666666666666,0.4384216981132075,0.428725,0.4572352941176471,0.19047619047619047,0.21428571428571427,0.10526315789473684,0.4473684210526316,11.653191489361703,27.185714285714287,0.3932038834951456,7.0,,1.0,1.0,,1.0,1.0,4.0,7.0,6.0,2.0,1.0,0.25,0.02127659574468085,0.07692307692307693,,,0.5384615384615384,0.5833333333333334,0.2857142857142857,,0.25,1.0,,,,,,,,,,,2.0,2.0,0.14285714285714285,,,,,True,,,,,,,,,,,,,,,,
2457,1610612747,Jannero Pargo,Jannero Pargo,2457,LAL,1506.0,25,-16,51,53,7,16.0,9.0,104,,,,,,,2.0,,4.0,,,,,,,,6,,,,,58,,,,,,,,,,,,,,,,2.0,,2.0,,,1.0,4.0,,1.0,,,4.0,,4.0,1.0,5.0,,,,,2.0,,1.0,,,2.0,2.0,4.0,6.0,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,13.114754098360656,1.0,,,0.26666666666666666,0.038461538461538464,,,0.23529411764705882,0.03333333333333333,,0.125,,,0.2857142857142857,0.25,,,,,,,,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,0.4045833333333333,,,,,,,16.900000000000002,,0.13725490196078433,,,,,,,,1.0,,1.0,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,4680.0,78,-13,155,155,84,86.0,19.0,310,,1.0,,,,1.0,,5.0,10.0,2.0,3.0,3.0,6.0,,5.0,5.0,11,5.0,9.0,2.0,27.0,178,,,,,2.0,3.0,7.0,2.0,18.0,6.0,4.0,15.0,,6.0,3.0,3.0,2.0,5.0,2.0,,3.0,12.0,1.0,,,1.0,4.0,1.0,6.0,1.0,7.0,,,,,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,4.0,,2.0,,,1.0,2.0,1.0,,2.0,1.0,18.0,84,1.0,0.6,0.6,1.0,0.5555555555555556,0.5555555555555556,0.45454545454545453,,0.6666666666666666,0.625,,0.8,0.6428571428571429,,0.8181818181818182,0.45,12.994350282485875,0.5,0.125,,0.07547169811320754,,0.1,0.058823529411764705,0.07936507936507936,0.015873015873015872,,,,0.08333333333333333,0.05555555555555555,0.15,0.14285714285714285,,0.5,0.05,,,,,0.5,0.5,0.5,0.6,0.15,0.6666666666666666,0.6666666666666666,1.0,0.3,0.5,0.5,1.0,,,,,0.1,,0.5,0.5,0.5,0.4722850000000001,,0.48752000000000006,,,,0.6666666666666666,18.281818181818185,24.633333333333333,0.5419354838709678,,2.0,2.0,4.0,,,1.0,,,,1.0,1.0,0.5714285714285714,0.09090909090909091,,,,,,,0.2,0.4,,1.0,,,,,,,,,,,,,2.0,1.0,,,True,,,,,,,,,,,,,,,,
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,1899.0,32,-14,70,74,44,69.0,10.0,144,2.0,4.0,1.0,2.0,2.0,3.0,5.0,,2.0,,,,,,,3.0,11,,,,6.0,70,1.0,4.0,,2.0,3.0,7.0,,,6.0,4.0,2.0,,2.0,,,,1.0,1.0,1.0,,,3.0,,3.0,,,2.0,3.0,5.0,3.0,8.0,1.0,1.0,1.0,,1.0,,1.0,2.0,2.0,3.0,2.0,2.0,6.0,1.0,,,,,2.0,2.0,,2.0,1.0,6.0,44,2.0,0.6666666666666666,1.0,,,,0.2727272727272727,0.25,0.42857142857142855,0.2727272727272727,0.25,0.42857142857142855,0.2727272727272727,0.25,0.42857142857142855,,16.47058823529412,0.3333333333333333,0.5,,0.08695652173913043,0.1,,,0.06666666666666667,0.07142857142857142,0.14285714285714285,0.08333333333333333,0.09090909090909091,,,0.1111111111111111,,0.16666666666666666,0.5,0.36363636363636365,0.5,1.0,0.5,0.45454545454545453,0.18181818181818182,,,,,,,,,,,,0.5,0.5,,,0.42857142857142855,0.6666666666666666,,0.36363636363636365,,0.45031818181818184,0.5187666666666667,0.4601,,,0.3333333333333333,1.0,7.127272727272728,,0.6285714285714286,1.0,,,,,,2.0,,,,,,,0.18181818181818182,,0.1,,0.2,0.2,1.0,,,,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2066,1610612747,Soumaila Samake,Soumaila Samake,2066,LAL,73.0,1,-3,3,3,3,,,6,,1.0,,,,1.0,,,,,,,,,,,1,,,,,3,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,3,,,,,,,,,,,,,,,,,33.333333333333336,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,0.6796,,0.6796,,,,,1.2,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
