EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3Assists,FTOffRebounds,FTDefRebounds,Travels,SecondChanceTurnovers,Clear Path Fouls,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffFTReboundPct,HeaveAttempts,LongMidRangePctBlocked,SecondChanceCorner3FGA,Fg3aBlocked,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on
15,1610612746,Eric Piatkowski,Eric Piatkowski,15,LAC,26532.0,442.0,-28.0,880.0,872.0,296.0,222.0,97.0,1752.0,22.0,28.0,2.0,4.0,7.0,8.0,4.0,15.0,11.0,26.0,6.0,16.0,3.0,4.0,19.0,42.0,4.0,9.0,6.0,16.0,37.0,69.0,25.0,58.0,21,170,909.0,4.0,7.0,4.0,9.0,3.0,23.0,10.0,18.0,9.0,20.0,10,57,40.0,34.0,72.0,3.0,6.0,42.0,19.0,5.0,24.0,3.0,27.0,3.0,11.0,9.0,4.0,57.0,3.0,7.0,7.0,30.0,37.0,10.0,47.0,1.0,13.0,9.0,4.0,14.0,3.0,9.0,7.0,2.0,5.0,21.0,8.0,21.0,39.0,3.0,1.0,26,1.0,7.0,7,3.0,3.0,1.0,2.0,3.0,2.0,57,296.0,9.0,0.5405405405405406,0.5882352941176471,0.96,0.43103448275862066,0.4444444444444444,0.45,0.43103448275862066,0.5362318840579711,0.5714285714285714,0.5555555555555556,0.5866141732283464,0.625,0.618421052631579,0.6066176470588235,0.6388888888888888,0.6477272727272727,0.4566929133858268,0.07246376811594203,0.07142857142857142,0.2,15.858585858585858,0.6666666666666666,0.08620689655172414,0.022151898734177215,0.09859154929577464,0.038461538461538464,0.0883054892601432,0.025380710659898477,0.05555555555555555,0.014598540145985401,0.009345794392523364,0.030303030303030304,0.08333333333333333,0.053763440860215055,0.11965811965811966,0.07971014492753623,0.11538461538461539,0.05263157894736842,0.01694915254237288,0.6666666666666666,0.2204724409448819,0.7857142857142857,0.8461538461538461,0.5,0.11811023622047244,0.26666666666666666,0.3333333333333333,0.5,0.2047244094488189,0.4230769230769231,0.4230769230769231,0.6363636363636364,0.12598425196850394,0.375,0.375,1.0,0.33070866141732286,0.4523809523809524,0.4523809523809524,0.9473684210526315,0.25,0.5,0.5625,0.4444444444444444,1.0,0.21052631578947367,0.875,0.10526315789473684,0.75,0.42105263157894735,0.375,0.6771653543307087,0.4523809523809524,0.5171897637795275,0.5345714285714286,0.49256315789473687,0.05263157894736842,0.09333333333333334,0.13529411764705881,0.3352941176470588,9.234782608695653,24.956896551724135,0.33636363636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1709,1610612746,Michael Olowokandi,Michael Olowokandi,1709,LAC,44789.0,746.0,-42.0,1454.0,1449.0,421.0,331.0,168.0,2903.0,22.0,40.0,2.0,9.0,7.0,13.0,77.0,194.0,4.0,11.0,,,,,,,,,,,103.0,245.0,,,35,241,1459.0,9.0,26.0,,,3.0,21.0,29.0,66.0,,,12,70,140.0,66.0,,,10.0,,,15.0,10.0,12.0,22.0,11.0,2.0,1.0,7.0,56.0,6.0,26.0,21.0,113.0,143.0,33.0,176.0,4.0,6.0,4.0,2.0,10.0,2.0,5.0,30.0,3.0,5.0,40.0,7.0,21.0,55.0,6.0,12.0,55,3.0,,21,8.0,41.0,24.0,17.0,41.0,19.0,70,421.0,7.0,0.6796116504854369,0.7142857142857143,,,,,,0.4204081632653061,0.34615384615384615,0.4393939393939394,0.4204081632653061,0.34615384615384615,0.4393939393939394,0.4446494464944649,0.3620689655172414,0.44871794871794873,,0.061224489795918366,0.125,0.05154639175257732,18.87135922330097,0.25,0.17043740573152338,0.04553415061295972,0.1926605504587156,0.05714285714285714,0.17357512953367876,0.047337278106508875,0.04697986577181208,0.046153846153846156,0.043209876543209874,0.053763440860215055,0.08333333333333333,0.14367816091954022,0.16956521739130434,0.1891891891891892,0.16279069767441862,0.30434782608695654,0.031496062992125984,0.4634146341463415,0.16326530612244897,0.55,0.6285714285714286,0.8181818181818182,0.7918367346938775,0.39690721649484534,0.41847826086956524,0.6363636363636364,0.044897959183673466,0.36363636363636365,0.36363636363636365,0.75,,,,,,,,,0.34615384615384615,0.2222222222222222,,,,0.19696969696969696,0.5384615384615384,,,,,0.16326530612244897,,0.4145404081632654,0.43364782608695657,0.41263939393939403,0.07984790874524715,0.07984790874524715,0.08713692946058091,0.29045643153526973,7.287346938775513,,0.2895460797799175,1.0,1.0,9.0,7.0,4.0,1.0,3.0,5.0,0.32142857142857145,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,,True
1762,1610612746,Tremaine Fowlkes,Tremaine Fowlkes,1762,LAC,6981.0,116.0,6.0,225.0,224.0,109.0,95.0,32.0,449.0,4.0,5.0,,1.0,1.0,1.0,2.0,6.0,2.0,8.0,,,,,,1.0,,,,1.0,8.0,19.0,,1.0,10,26,234.0,1.0,2.0,,,3.0,5.0,3.0,7.0,,1.0,6,12,10.0,6.0,,,,,,4.0,2.0,2.0,4.0,1.0,,1.0,1.0,10.0,,6.0,1.0,9.0,11.0,7.0,18.0,,5.0,2.0,3.0,,3.0,,5.0,,,5.0,4.0,6.0,13.0,1.0,1.0,14,,,6,1.0,,,,,,12,109.0,1.0,0.625,0.625,,,,,,0.42105263157894735,0.5,0.42857142857142855,0.4,0.5,0.375,0.48148148148148145,0.625,0.5,0.05,0.21052631578947367,0.2,0.3333333333333333,12.307692307692307,,0.10465116279069768,0.06896551724137931,0.05263157894736842,,0.09523809523809523,0.057692307692307696,0.15,0.05263157894736842,0.034482758620689655,,,,0.20512820512820512,0.034482758620689655,0.0625,,,,0.25,0.8,1.0,1.0,0.3,0.3333333333333333,0.5,,0.4,0.25,0.2857142857142857,0.5,,,,,0.05,,,,0.5,,,,,0.125,1.0,,,0.125,,0.3,,0.44667894736842106,0.43945,0.4724142857142857,0.23076923076923078,0.24,0.19230769230769232,0.46153846153846156,11.247368421052633,50.6,0.48444444444444446,1.0,1.0,1.0,,1.0,,,,0.125,0.09090909090909091,1.0,0.125,,,,,,,,,,,,,,,,,,,,True
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,120291.0,2005.0,-276.0,3905.0,3899.0,1230.0,938.0,497.0,7804.0,170.0,269.0,25.0,46.0,56.0,86.0,20.0,69.0,91.0,258.0,6.0,24.0,2.0,10.0,56.0,153.0,9.0,20.0,18.0,53.0,281.0,596.0,62.0,177.0,324,1072,4208.0,36.0,77.0,9.0,21.0,52.0,151.0,87.0,173.0,20.0,63.0,120,354,350.0,212.0,159.0,27.0,38.0,151.0,56.0,60.0,106.0,17.0,123.0,16.0,45.0,31.0,30.0,263.0,14.0,60.0,46.0,183.0,245.0,77.0,322.0,12.0,55.0,43.0,12.0,73.0,13.0,39.0,74.0,24.0,34.0,147.0,51.0,74.0,194.0,3.0,24.0,403,36.0,27.0,173,29.0,16.0,11.0,,16.0,7.0,354,1230.0,31.0,0.6227758007117438,0.6679389312977099,0.8548387096774194,0.3502824858757062,0.42857142857142855,0.31746031746031744,0.35428571428571426,0.4714765100671141,0.4675324675324675,0.5028901734104047,0.48382923673997413,0.5051020408163265,0.4957627118644068,0.5583864118895966,0.5912698412698413,0.58,0.22897800776196636,0.10067114093959731,0.12639405204460966,0.2898550724637681,24.3406347787215,0.4965986394557823,0.11875405580791694,0.0398406374501992,0.13569321533923304,0.0440251572327044,0.12180851063829787,0.04057017543859649,0.04128440366972477,0.04136690647482014,0.03696498054474708,0.050359712230215826,,0.09268292682926829,0.10707456978967496,0.14638157894736842,0.14772727272727273,0.09333333333333334,0.0332409972299169,0.4375,0.34799482535575677,0.6319702602230484,0.723404255319149,0.6058823529411764,0.08926261319534282,0.2898550724637681,0.40816326530612246,0.45,0.33376455368693403,0.35271317829457366,0.3611111111111111,0.6923076923076923,0.031047865459249677,0.25,0.2727272727272727,0.8333333333333334,0.1979301423027167,0.3660130718954248,0.3684210526315789,0.8571428571428571,0.46938775510204084,0.5434782608695652,0.20408163265306123,0.45,0.8888888888888888,0.3644067796610169,0.6511627906976745,0.0423728813559322,0.2,0.2245762711864407,0.33962264150943394,0.5769728331177232,0.3708609271523179,0.5146660181582359,0.5159770588235295,0.5148307692307693,0.1927710843373494,0.23601637107776263,0.14085820895522388,0.3302238805970149,9.446979865771812,25.35988700564972,0.31498079385403327,1.0,3.0,16.0,6.0,8.0,,1.0,2.0,0.1553398058252427,0.019867549668874173,2.0,0.023255813953488372,1.0,3.0,3.0,5.0,2.0,2.0,0.01694915254237288,0.08333333333333333,0.006535947712418301,0.16,0.01020408163265306,0.016666666666666666,,,,,,,,True
2039,1610612746,Keyon Dooling,Keyon Dooling,2039,LAC,17934.0,299.0,-92.0,580.0,579.0,258.0,200.0,66.0,1159.0,10.0,18.0,,1.0,5.0,9.0,2.0,17.0,11.0,24.0,1.0,3.0,1.0,1.0,9.0,30.0,1.0,4.0,4.0,14.0,23.0,59.0,10.0,33.0,21,97,608.0,,2.0,1.0,4.0,1.0,4.0,12.0,33.0,5.0,15.0,11,50,12.0,34.0,21.0,9.0,,30.0,9.0,6.0,27.0,5.0,32.0,5.0,13.0,8.0,6.0,69.0,1.0,2.0,2.0,18.0,20.0,3.0,23.0,,9.0,4.0,5.0,10.0,4.0,7.0,12.0,3.0,3.0,22.0,9.0,10.0,32.0,2.0,4.0,25,2.0,2.0,7,5.0,,,,,,50,258.0,8.0,0.2608695652173913,0.2608695652173913,0.7,0.30303030303030304,0.25,0.3333333333333333,0.30303030303030304,0.3898305084745763,,0.36363636363636365,0.41304347826086957,0.25,0.40625,0.46568627450980393,0.3333333333333333,0.4537037037037037,0.358695652173913,0.1016949152542373,0.16666666666666666,0.17647058823529413,19.165378670788254,0.45454545454545453,0.08144796380090498,0.00980392156862745,0.0392156862745098,0.01818181818181818,0.07352941176470588,0.011583011583011582,0.020833333333333332,,0.014705882352941176,0.021739130434782608,,0.061224489795918366,0.12,0.061855670103092786,0.04878048780487805,,,,0.1956521739130435,0.5555555555555556,0.6666666666666666,0.3,0.18478260869565216,0.11764705882352941,0.14285714285714285,,0.2608695652173913,0.4583333333333333,0.4583333333333333,0.2727272727272727,0.03260869565217391,0.3333333333333333,0.3333333333333333,1.0,0.32608695652173914,0.3,0.3,0.6666666666666666,0.16666666666666666,,0.6666666666666666,0.25,,0.1875,0.5555555555555556,0.020833333333333332,1.0,0.2916666666666667,0.2857142857142857,0.5543478260869565,0.3,0.4569820652173914,0.4967166666666667,0.4334656249999999,0.08247422680412371,0.109375,0.041237113402061855,0.5154639175257731,10.481355932203389,25.378787878787875,0.44482758620689655,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,0.030303030303030304,1.0,,,,,,,True
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,78945.0,1316.0,-106.0,2566.0,2565.0,778.0,569.0,326.0,5131.0,134.0,207.0,43.0,71.0,32.0,41.0,86.0,208.0,23.0,67.0,,,,,,,,,,,243.0,482.0,,,124,610,2711.0,49.0,96.0,,,20.0,118.0,62.0,116.0,,,54,178,282.0,204.0,,,82.0,,,34.0,63.0,27.0,90.0,25.0,35.0,7.0,21.0,207.0,16.0,129.0,26.0,188.0,232.0,147.0,379.0,19.0,42.0,22.0,20.0,40.0,6.0,19.0,52.0,8.0,21.0,92.0,21.0,44.0,111.0,11.0,13.0,191,27.0,,78,31.0,80.0,43.0,32.0,81.0,50.0,178,778.0,9.0,0.5802469135802469,0.698019801980198,,,,,,0.504149377593361,0.5104166666666666,0.5344827586206896,0.504149377593361,0.5104166666666666,0.5344827586206896,0.5407801418439716,0.5462962962962963,0.55625,,0.07053941908713693,0.07246376811594203,0.08653846153846154,22.305338320299217,0.43478260869565216,0.17075386012715713,0.13326446280991736,0.125,0.07960199004975124,0.16348357524828114,0.12403763900769889,0.17216117216117216,0.1329923273657289,0.09868421052631579,0.07734806629834254,0.1,0.13588850174216027,0.1806282722513089,0.18518518518518517,0.10303030303030303,0.20930232558139536,0.09268292682926829,0.6172839506172839,0.42946058091286304,0.6473429951690821,0.6979166666666666,0.5074626865671642,0.4315352697095436,0.41346153846153844,0.45263157894736844,0.627906976744186,0.13900414937759337,0.34328358208955223,0.3484848484848485,0.8260869565217391,,,,,,,,,0.7395833333333334,0.6056338028169014,,,,0.35344827586206895,0.7804878048780488,,,,,0.42946058091286304,,0.47185684647302917,0.5006818181818183,0.45053103448275855,0.14634146341463414,0.14634146341463414,0.19344262295081968,0.29180327868852457,6.1334024896265555,,0.30319563522992987,2.0,2.0,18.0,14.0,8.0,1.0,4.0,4.0,0.2727272727272727,0.017699115044247787,,0.014925373134328358,,,,5.0,1.0,,,,,0.046511627906976744,,,,1.0,1.0,,,,,True
1889,1610612746,Andre Miller,Andre Miller,1889,LAC,99822.0,1664.0,-230.0,3249.0,3244.0,959.0,721.0,421.0,6493.0,76.0,147.0,8.0,23.0,21.0,42.0,66.0,170.0,50.0,132.0,1.0,4.0,1.0,2.0,9.0,50.0,1.0,4.0,3.0,24.0,192.0,449.0,10.0,54.0,167,581,3537.0,18.0,51.0,1.0,5.0,10.0,49.0,56.0,123.0,4.0,26.0,78,202,112.0,272.0,24.0,6.0,10.0,46.0,9.0,40.0,242.0,47.0,289.0,42.0,135.0,45.0,62.0,625.0,3.0,44.0,31.0,102.0,133.0,51.0,184.0,13.0,57.0,43.0,14.0,68.0,16.0,45.0,42.0,3.0,23.0,110.0,33.0,39.0,121.0,3.0,14.0,222,16.0,3.0,85,33.0,6.0,5.0,,7.0,3.0,202,959.0,22.0,0.2916666666666667,0.2994652406417112,0.8,0.18518518518518517,0.2,0.15384615384615385,0.2,0.42761692650334077,0.35294117647058826,0.45528455284552843,0.4115308151093439,0.3482142857142857,0.4161073825503356,0.4793388429752066,0.3951612903225806,0.5024875621890548,0.1073558648111332,0.08908685968819599,0.1360544217687075,0.08823529411764706,19.122760096282427,0.6181818181818182,0.07906976744186046,0.034241245136186774,0.10726643598615918,0.011764705882352941,0.08423052564914503,0.03051948051948052,0.01832460732984293,0.04042553191489362,0.04157043879907621,0.013333333333333334,,0.05539358600583091,0.06531531531531531,0.1073558648111332,0.11946902654867257,0.06349206349206349,0.05138339920948617,0.42857142857142855,0.2922465208747515,0.5170068027210885,0.5984251968503937,0.40789473684210525,0.3379721669980119,0.38823529411764707,0.4258064516129032,0.12121212121212122,0.2624254473161034,0.3787878787878788,0.3937007874015748,0.34,0.007952286282306162,0.25,0.25,1.0,0.09940357852882704,0.18,0.1836734693877551,0.7777777777777778,0.4107142857142857,0.34782608695652173,0.07142857142857142,0.25,1.0,0.28187919463087246,0.5,0.013422818791946308,0.5,0.1610738255033557,0.125,0.3996023856858847,0.1956521739130435,0.4565394578313253,0.451978431372549,0.4462097222222224,0.1486013986013986,0.1640926640926641,0.08433734939759036,0.3476764199655766,8.65011135857461,27.746296296296297,0.29516774392120654,5.0,4.0,,6.0,6.0,,,5.0,,0.03225806451612903,4.0,0.03787878787878788,1.0,1.0,,1.0,,,0.018518518518518517,,0.02,0.375,0.017857142857142856,,,1.0,,1.0,,,,True
399,1610612746,Sean Rooks,Sean Rooks,399,LAC,46875.0,781.0,-241.0,1498.0,1497.0,328.0,235.0,201.0,2995.0,12.0,25.0,6.0,10.0,4.0,5.0,8.0,35.0,49.0,127.0,,,,,,,,,,,69.0,187.0,,,20,158,1697.0,12.0,23.0,,,5.0,29.0,12.0,30.0,,,10,34,104.0,34.0,,,10.0,,,6.0,35.0,5.0,40.0,4.0,22.0,9.0,4.0,85.0,6.0,24.0,16.0,61.0,89.0,30.0,119.0,6.0,20.0,15.0,5.0,16.0,10.0,13.0,15.0,,3.0,31.0,10.0,57.0,95.0,5.0,1.0,23,1.0,,9,3.0,26.0,14.0,8.0,26.0,13.0,34,328.0,9.0,0.7536231884057971,0.8125,,,,,,0.3689839572192513,0.5217391304347826,0.4,0.3689839572192513,0.5217391304347826,0.4,0.398989898989899,0.5576923076923077,0.4722222222222222,,0.03208556149732621,0.12,0.08571428571428572,13.214079630698212,0.5161290322580645,0.108348134991119,0.0364741641337386,0.12121212121212122,0.05263157894736842,0.11079136690647481,0.038860103626943004,0.060109289617486336,0.03317535545023697,0.022727272727272728,0.061855670103092786,,0.1103448275862069,0.1256544502617801,0.09251101321585903,0.09615384615384616,0.21428571428571427,0.05357142857142857,0.5,0.13368983957219252,0.48,0.5454545454545454,0.5,0.18716577540106952,0.22857142857142856,0.25,0.5,0.679144385026738,0.3858267716535433,0.3858267716535433,0.8571428571428571,,,,,,,,,0.43478260869565216,0.6,,,,0.16666666666666666,0.8,,,,,0.13368983957219252,,0.4198887700534759,0.469855,0.4034033333333333,0.046153846153846156,0.046153846153846156,0.18354430379746836,0.21518987341772153,14.218181818181819,,0.21895861148197596,1.0,,12.0,2.0,3.0,,1.0,1.0,0.2926829268292683,,,,,,,4.0,2.0,,,,,0.16666666666666666,,,,,,,,,,True
2047,1610612746,Quentin Richardson,Quentin Richardson,2047,LAC,22958.0,383.0,-45.0,752.0,759.0,302.0,277.0,110.0,1511.0,21.0,44.0,8.0,20.0,7.0,20.0,6.0,23.0,8.0,25.0,3.0,7.0,1.0,2.0,15.0,53.0,,1.0,10.0,24.0,35.0,92.0,18.0,60.0,24,148,833.0,9.0,22.0,,2.0,5.0,23.0,12.0,35.0,11.0,26.0,10,67,32.0,38.0,48.0,6.0,12.0,52.0,15.0,9.0,11.0,2.0,13.0,2.0,3.0,4.0,4.0,28.0,3.0,23.0,9.0,30.0,41.0,27.0,68.0,1.0,11.0,9.0,2.0,15.0,1.0,6.0,6.0,1.0,9.0,21.0,7.0,15.0,31.0,3.0,2.0,38,2.0,,16,4.0,4.0,2.0,2.0,5.0,4.0,67,302.0,7.0,0.45714285714285713,0.5517241379310345,0.8888888888888888,0.3,,0.4230769230769231,0.3050847457627119,0.3804347826086957,0.4090909090909091,0.34285714285714286,0.40789473684210525,0.375,0.4672131147540984,0.43529411764705883,0.4107142857142857,0.49264705882352944,0.39473684210526316,0.09782608695652174,0.11363636363636363,0.13043478260869565,21.7787913340935,0.7142857142857143,0.1079136690647482,0.08778625954198473,0.15,0.03614457831325301,0.11538461538461539,0.07536231884057971,0.09090909090909091,0.06382978723404255,0.11594202898550725,0.04285714285714286,,0.08860759493670886,0.13829787234042554,0.09523809523809523,0.17073170731707318,0.10526315789473684,0.011904761904761904,0.8,0.2894736842105263,0.4772727272727273,0.5384615384615384,0.5238095238095238,0.1513157894736842,0.2608695652173913,0.3,0.16666666666666666,0.16447368421052633,0.32,0.3333333333333333,0.5,0.046052631578947366,0.42857142857142855,0.42857142857142855,1.0,0.34868421052631576,0.2830188679245283,0.2830188679245283,0.8666666666666667,0.8333333333333334,0.4,0.041666666666666664,,,0.32786885245901637,0.35,0.03278688524590164,0.5,0.39344262295081966,0.4166666666666667,0.6842105263157895,0.28846153846153844,0.5016775167785236,0.5539690476190477,0.5070372881355932,0.0963855421686747,0.1509433962264151,0.1554054054054054,0.4527027027027027,7.1695652173913045,26.188333333333333,0.4015957446808511,,1.0,2.0,,2.0,,1.0,,0.09090909090909091,0.02857142857142857,1.0,0.04,1.0,,,,,,,,,0.25,0.041666666666666664,,,1.0,,1.0,,,,True
2060,1610612746,Marko Jaric,Marko Jaric,2060,LAC,15971.0,266.0,10.0,518.0,522.0,257.0,191.0,63.0,1040.0,11.0,25.0,2.0,4.0,5.0,10.0,3.0,7.0,7.0,19.0,,1.0,,1.0,5.0,24.0,1.0,2.0,1.0,11.0,21.0,51.0,5.0,25.0,13,70,529.0,4.0,6.0,1.0,2.0,2.0,13.0,9.0,17.0,1.0,12.0,9,30,14.0,28.0,15.0,,2.0,24.0,5.0,6.0,36.0,7.0,43.0,5.0,22.0,6.0,8.0,93.0,1.0,6.0,4.0,15.0,20.0,7.0,27.0,2.0,24.0,13.0,11.0,15.0,2.0,11.0,7.0,1.0,4.0,22.0,11.0,6.0,28.0,1.0,2.0,20,,,5,5.0,2.0,1.0,,2.0,2.0,30,257.0,6.0,0.3333333333333333,0.35,1.0,0.2,0.5,0.08333333333333333,0.2,0.4117647058823529,0.6666666666666666,0.5294117647058824,0.375,0.6875,0.3620689655172414,0.4069767441860465,0.7222222222222222,0.4166666666666667,0.32894736842105265,0.11764705882352941,0.12,0.2857142857142857,18.524871355060036,0.6818181818181818,0.07692307692307693,0.03508771929824561,0.07692307692307693,0.02127659574468085,0.07692307692307693,0.03211009174311927,0.06521739130434782,0.03333333333333333,0.015384615384615385,0.023809523809523808,,0.06451612903225806,0.15,0.0273972602739726,0.07692307692307693,0.07692307692307693,0.046511627906976744,1.0,0.32894736842105265,0.44,0.5,0.45454545454545453,0.09210526315789473,0.42857142857142855,0.6,,0.25,0.3684210526315789,0.3888888888888889,0.2857142857142857,0.013157894736842105,,,,0.3157894736842105,0.20833333333333334,0.21739130434782608,1.0,0.5,0.5,0.25,0.5,1.0,0.3448275862068966,0.5,0.034482758620689655,,0.3793103448275862,0.09090909090909091,0.6578947368421053,0.20833333333333334,0.493783552631579,0.477625,0.5198603448275863,0.06172839506172839,0.08928571428571429,0.18571428571428572,0.42857142857142855,8.778431372549019,25.396,0.49613899613899615,2.0,,1.0,1.0,,,,,0.08333333333333333,,,0.05263157894736842,,1.0,,1.0,,,0.04,,0.041666666666666664,,,,,,,,,,,True
