EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,BlockedLongMidRange,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveMakes,Defensive 3 Seconds Violations,SecondChanceArc3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Arc3PctBlocked,on,BlockedCorner3
1425,1610612751,Aaron Williams,Aaron Williams,1425,NJN,44586.0,743,68,1413,1412,554,589,185,2825,53.0,98.0,16.0,34.0,23.0,38.0,26.0,64.0,12.0,30,91.0,192,54.0,236.0,1409,23.0,46.0,9.0,55.0,36.0,70,28.0,100.0,118.0,64.0,36.0,14.0,28.0,5.0,33.0,4.0,1.0,16.0,3.0,9.0,71.0,11.0,56.0,1.0,8.0,62.0,6.0,76.0,68.0,144.0,7.0,11.0,7.0,4.0,26.0,2.0,18.0,12.0,3.0,8.0,2.0,38.0,7.0,12.0,55.0,95.0,4.0,6.0,67.0,6.0,1.0,28.0,8.0,26.0,1.0,1.0,22.0,4.0,27.0,15.0,100.0,554,12.0,0.6483516483516484,0.8082191780821918,0.4739583333333333,0.5,0.5142857142857142,0.4739583333333333,0.5,0.5142857142857142,0.5292792792792793,0.5392156862745098,0.5689655172413793,0.07291666666666667,0.09183673469387756,0.046875,0.06666666666666667,15.902140672782874,0.6842105263157895,0.10526315789473684,0.02040816326530612,0.11012433392539965,0.1044776119402985,0.057971014492753624,0.0990990990990991,0.09985734664764621,0.1035548686244204,0.10625,0.10559006211180125,0.10232558139534884,0.10112359550561797,0.09090909090909091,0.12921348314606743,0.050724637681159424,0.12955465587044535,0.07272727272727272,0.08139534883720931,0.5555555555555556,0.5104166666666666,0.5408163265306123,0.5955056179775281,0.5849056603773585,0.3333333333333333,0.40625,0.4262295081967213,0.6923076923076923,0.15625,0.4,0.42857142857142855,0.8333333333333334,0.7391304347826086,0.47058823529411764,0.0625,0.5428571428571428,0.6052631578947368,0.5104166666666666,0.48638750000000014,0.5124949999999999,0.48165428571428565,0.1308411214953271,0.1308411214953271,0.2330508474576271,0.423728813559322,5.463020833333335,0.3920736022646851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1533,1610612751,Anthony Johnson,Anthony Johnson,1533,NJN,18629.0,310,50,566,578,195,211,73,1144,12.0,18.0,1.0,3.0,5.0,6.0,8.0,24.0,6.0,21,26.0,63,18.0,82.0,507,2.0,7.0,2.0,6.0,11.0,24,12.0,37.0,20.0,32.0,,7.0,28.0,4.0,32.0,3.0,1.0,14.0,5.0,9.0,68.0,,5.0,,4.0,19.0,,23.0,5.0,28.0,1.0,14.0,9.0,5.0,8.0,,7.0,1.0,,1.0,,9.0,1.0,5.0,25.0,40.0,1.0,,25.0,1.0,2.0,9.0,3.0,1.0,,,,,1.0,1.0,37.0,195,3.0,0.38461538461538464,0.38461538461538464,0.4126984126984127,0.2857142857142857,0.4583333333333333,0.4383561643835616,0.25,0.44642857142857145,0.48214285714285715,0.2777777777777778,0.5138888888888888,0.1111111111111111,0.1111111111111111,0.08333333333333333,0.14285714285714285,14.396284829721361,0.8888888888888888,,,0.07916666666666666,0.022727272727272728,0.08695652173913043,,0.08041958041958042,0.019083969465648856,0.03636363636363636,,0.031578947368421054,,,0.06349206349206349,0.05660377358490566,0.0967741935483871,0.07894736842105263,0.02857142857142857,1.0,0.2465753424657534,0.6666666666666666,0.75,0.4166666666666667,0.3287671232876712,0.3333333333333333,0.36363636363636365,0.25,0.2876712328767123,0.2857142857142857,0.3333333333333333,0.5,0.375,0.3333333333333333,1.0,0.21428571428571427,0.8333333333333334,0.3835616438356164,0.44603561643835615,0.4645928571428572,0.4249142857142857,0.1111111111111111,0.1267605633802817,0.07317073170731707,0.45121951219512196,9.796825396825398,0.34452296819787986,1.0,3.0,1.0,3.0,7.0,1.0,4.0,4.0,10.0,1.0,1.0,4.0,12.0,7.0,3.0,1.0,1.0,0.4,0.25,0.4,0.136986301369863,0.125,0.0410958904109589,0.3333333333333333,0.3333333333333333,1.0,0.0958904109589041,0.42857142857142855,0.42857142857142855,1.0,0.125,0.14285714285714285,0.25,0.42857142857142855,24.470000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
164,1610612751,Chris Childs,Chris Childs,164,NJN,2358.0,39,13,76,75,35,41,12,151,,2.0,,,,1.0,,,2.0,3,2.0,5,1.0,5.0,60,1.0,1.0,,2.0,1.0,3,,2.0,,4.0,,1.0,8.0,1.0,9.0,1.0,,4.0,1.0,3.0,19.0,,1.0,,1.0,,,1.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,4.0,,1.0,,6.0,1.0,4.0,2.0,6.0,,1.0,1.0,,1.0,,,1.0,,,1.0,,1.0,,2.0,35,2.0,,,0.4,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.2,0.5,,,13.333333333333332,0.3333333333333333,,,,0.030303030303030304,0.1111111111111111,,0.023809523809523808,0.02702702702702703,,,0.08333333333333333,,,,,,,,,0.3333333333333333,,,,,,,,0.5,0.6666666666666666,0.6666666666666666,,,,,0.3333333333333333,,0.5,0.45285833333333336,,0.4085666666666667,,,0.4,0.4,11.12,0.4605263157894737,,1.0,,,,,,,1.0,,,,,,,,,,,,0.16666666666666666,1.0,0.16666666666666666,,,,,,,,,,,,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2030,1610612751,Kenyon Martin,Kenyon Martin,2030,NJN,157547.0,2626,418,5027,5021,1572,1340,668,10048,300.0,460.0,69.0,110.0,93.0,126.0,122.0,340.0,78.0,239,500.0,1039,256.0,1283.0,4908,79.0,151.0,40.0,201.0,136.0,261,98.0,376.0,660.0,340.0,94.0,83.0,152.0,33.0,185.0,27.0,6.0,68.0,20.0,64.0,403.0,22.0,138.0,4.0,89.0,333.0,54.0,476.0,164.0,640.0,26.0,98.0,49.0,49.0,92.0,19.0,48.0,100.0,15.0,44.0,20.0,192.0,24.0,64.0,96.0,294.0,23.0,37.0,392.0,34.0,,184.0,29.0,70.0,,,52.0,11.0,70.0,34.0,376.0,1572,35.0,0.66,0.7284768211920529,0.48123195380173245,0.5231788079470199,0.5210727969348659,0.4745841035120148,0.5193548387096775,0.4894366197183099,0.5087232355273592,0.5552486187845304,0.5222222222222223,0.07988450433108758,0.1108695652173913,0.07941176470588235,0.02092050209205021,24.952773484458184,0.4791666666666667,0.3724137931034483,0.022988505747126436,0.172182006204757,0.07076923076923076,0.1885593220338983,0.05555555555555555,0.17539484621778886,0.06820119352088662,0.08180300500834725,0.07344632768361582,0.06097560975609756,0.05246913580246913,0.06944444444444445,0.12737642585551331,0.1884920634920635,0.18915929203539822,0.17464788732394365,0.05394190871369295,0.4857142857142857,0.42513863216266173,0.6521739130434783,0.7334963325183375,0.71,0.3142329020332717,0.3588235294117647,0.38977635782747605,0.5737704918032787,0.2208872458410351,0.3263598326359833,0.3333333333333333,0.6025641025641025,0.7096774193548387,0.6272727272727273,0.2753623188405797,0.44366197183098594,0.7380952380952381,0.46487985212569316,0.4783837962962964,0.49409826388888894,0.4890634751773049,0.14935064935064934,0.15475189234650968,0.15666406858924395,0.2930631332813718,6.847930702598655,0.31271135866321864,2.0,12.0,2.0,7.0,31.0,1.0,16.0,9.0,43.0,4.0,2.0,23.0,24.0,29.0,7.0,7.0,0.8888888888888888,0.20930232558139536,0.08695652173913043,0.21951219512195122,0.03974121996303143,0.23076923076923078,0.011090573012939002,0.16666666666666666,0.18181818181818182,1.0,0.02865064695009242,0.22580645161290322,0.22580645161290322,0.8571428571428571,0.012903225806451613,0.056338028169014086,0.0625,0.2413793103448276,25.881395348837213,1.0,1.0,7.0,2.0,1.0,3.0,2.0,1.0,9.0,1.0,2.0,0.25,0.023255813953488372,0.08333333333333333,0.5,1.0,0.012903225806451613,0.02464788732394366,0.14285714285714285,,,,,,,,,,,True,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,112584.0,1876,330,3620,3620,1034,819,457,7240,175.0,268.0,30.0,50.0,49.0,72.0,38.0,94.0,78.0,204,291.0,566,213.0,804.0,3531,42.0,77.0,25.0,109.0,78.0,148,84.0,249.0,400.0,182.0,34.0,49.0,83.0,30.0,113.0,23.0,7.0,38.0,11.0,34.0,256.0,19.0,67.0,2.0,51.0,154.0,37.0,242.0,88.0,330.0,13.0,55.0,35.0,20.0,54.0,10.0,31.0,56.0,16.0,23.0,10.0,110.0,13.0,22.0,54.0,140.0,9.0,16.0,285.0,27.0,,131.0,26.0,23.0,4.0,4.0,14.0,6.0,27.0,16.0,249.0,1034,20.0,0.6872852233676976,0.7299270072992701,0.5141342756183745,0.5454545454545454,0.527027027027027,0.5086058519793459,0.5384615384615384,0.5288461538461539,0.5654008438818565,0.5677083333333334,0.5928571428571429,0.08657243816254417,0.13805970149253732,0.1276595744680851,,19.641148325358852,0.4909090909090909,0.3523809523809524,0.01680672268907563,0.11175616835994194,0.04809763101220388,0.14912280701754385,0.07224334600760456,0.11918604651162791,0.051932367149758456,0.06279069767441861,0.04904632152588556,0.03691275167785235,0.08,0.02631578947368421,0.0862533692722372,0.11081081081081082,0.1271585557299843,0.1568627450980392,0.055793991416309016,0.5925925925925926,0.4612736660929432,0.6529850746268657,0.7575757575757576,0.7257142857142858,0.16179001721170397,0.40425531914893614,0.4634146341463415,0.47368421052631576,0.35111876075731496,0.38235294117647056,0.38235294117647056,0.7051282051282052,0.6410256410256411,0.6,0.36666666666666664,0.46153846153846156,0.6805555555555556,0.48709122203098104,0.508485948275862,0.5137362903225807,0.5066277419354839,0.19124087591240876,0.19552238805970149,0.13557213930348258,0.30970149253731344,8.324734982332156,0.2856353591160221,,3.0,,3.0,12.0,3.0,7.0,3.0,15.0,1.0,3.0,8.0,6.0,10.0,2.0,3.0,0.6666666666666666,0.2,0.375,0.14285714285714285,0.025817555938037865,0.12643678160919541,0.0051635111876075735,,,,0.020654044750430294,0.25,0.25,0.6666666666666666,,0.04487179487179487,0.42857142857142855,0.2,25.90666666666667,,,1.0,1.0,,3.0,1.0,1.0,3.0,1.0,1.0,,0.06666666666666667,0.3333333333333333,,,0.01282051282051282,0.00641025641025641,,1.0,2.0,,,,,,,,,True,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,134915.0,2249,380,4336,4326,1332,1103,573,8662,123.0,207.0,12.0,33.0,51.0,77.0,31.0,97.0,122.0,322,276.0,626,234.0,1065.0,4248,26.0,71.0,23.0,102.0,85.0,183,123.0,356.0,190.0,362.0,24.0,24.0,509.0,51.0,560.0,38.0,13.0,329.0,72.0,108.0,1171.0,9.0,70.0,3.0,69.0,222.0,5.0,296.0,82.0,378.0,22.0,129.0,84.0,45.0,144.0,39.0,106.0,68.0,7.0,38.0,3.0,212.0,13.0,74.0,26.0,89.0,2.0,13.0,283.0,19.0,50.0,82.0,39.0,18.0,1.0,1.0,9.0,7.0,19.0,9.0,356.0,1332,16.0,0.3442028985507246,0.35984848484848486,0.44089456869009586,0.36619718309859156,0.4644808743169399,0.47002262443438914,0.398989898989899,0.439622641509434,0.5176946410515673,0.44495412844036697,0.5184049079754601,0.038338658146964855,0.06763285024154589,0.09278350515463918,0.003105590062111801,23.88623707239459,0.6792452830188679,0.04,0.02040816326530612,0.13462704669496664,0.041891083183722325,0.16546762589928057,0.02586206896551724,0.14085188770571153,0.0391282813273898,0.05534351145038168,0.04035874439461883,0.03281027104136947,0.028169014084507043,0.015625,0.10267857142857142,0.14157303370786517,0.14947089947089948,0.15434083601286175,0.04573804573804574,0.47368421052631576,0.2341628959276018,0.5942028985507246,0.6373056994818653,0.3252032520325203,0.10972850678733032,0.31958762886597936,0.3522727272727273,0.25806451612903225,0.36425339366515835,0.37888198757763975,0.38006230529595014,0.38524590163934425,0.3333333333333333,0.36363636363636365,0.25,0.29056603773584905,0.6623376623376623,0.5260180995475113,0.5025241203178206,0.4998135294117646,0.5051568702290076,0.09052631578947369,0.11901306240928883,0.09577464788732394,0.3342723004694836,10.805111821086262,0.30719557195571956,15.0,48.0,5.0,78.0,210.0,18.0,67.0,93.0,258.0,28.0,21.0,82.0,228.0,209.0,78.0,2.0,0.8172043010752689,0.36046511627906974,0.25609756097560976,0.36186770428015563,0.2918552036199095,0.19811320754716982,0.05429864253393665,0.3125,0.3125,0.8,0.23755656108597284,0.37142857142857144,0.37142857142857144,0.8205128205128205,0.050505050505050504,0.2528301886792453,0.26865671641791045,0.37320574162679426,25.00348837209302,2.0,3.0,15.0,23.0,9.0,51.0,1.0,,,,,0.32142857142857145,,,0.4,1.0,0.23232323232323232,0.05660377358490566,0.2,,,7.0,1.0,4.0,0.30434782608695654,1.0,0.01532567049808429,,,True,
2447,1610612751,Tamar Slay,Tamar Slay,2447,NJN,4230.0,70,16,132,135,47,59,21,267,3.0,7.0,1.0,2.0,2.0,4.0,,,5.0,9,8.0,16,1.0,23.0,127,1.0,2.0,1.0,3.0,5.0,8,,16.0,8.0,8.0,2.0,1.0,2.0,,2.0,,,2.0,,,4.0,,2.0,,2.0,2.0,,4.0,2.0,6.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,1.0,,3.0,,1.0,7.0,7.0,,,3.0,1.0,,2.0,,1.0,,,,,1.0,1.0,16.0,47,,0.5,0.5714285714285714,0.5,0.5,0.625,0.4583333333333333,0.3333333333333333,0.6666666666666666,0.46,0.375,0.6666666666666666,0.0625,0.14285714285714285,,,18.18181818181818,0.6666666666666666,,,0.04,0.045454545454545456,0.18181818181818182,,0.06557377049180328,0.03333333333333333,0.14285714285714285,,,,,,0.125,0.03571428571428571,0.18181818181818182,0.07692307692307693,1.0,0.2916666666666667,0.42857142857142855,0.5,0.3333333333333333,,,,,0.375,0.5555555555555556,0.5555555555555556,0.6,0.6666666666666666,0.5,,0.3333333333333333,0.5,0.625,0.5115195652173913,0.5911333333333334,0.5290636363636364,0.08,0.11764705882352941,0.13043478260869565,0.6956521739130435,10.7625,0.3560606060606061,,1.0,1.0,2.0,7.0,2.0,4.0,2.0,8.0,1.0,2.0,4.0,3.0,6.0,2.0,1.0,0.5,0.25,0.5,0.2857142857142857,0.3333333333333333,,0.041666666666666664,,,,0.2916666666666667,0.2857142857142857,0.2857142857142857,0.5,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,29.362499999999997,,,,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,True,
446,1610612751,Lucious Harris,Lucious Harris,446,NJN,73975.0,1233,203,2335,2337,831,728,344,4672,58.0,92.0,13.0,21.0,20.0,34.0,8.0,42.0,99.0,238,165.0,372,112.0,541.0,2339,23.0,49.0,10.0,65.0,48.0,122,55.0,178.0,230.0,100.0,28.0,18.0,86.0,19.0,105.0,17.0,2.0,48.0,11.0,27.0,229.0,12.0,29.0,2.0,16.0,87.0,1.0,104.0,43.0,147.0,3.0,31.0,16.0,15.0,27.0,4.0,13.0,16.0,2.0,14.0,1.0,43.0,5.0,21.0,25.0,61.0,3.0,6.0,132.0,6.0,12.0,43.0,20.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,178.0,831,9.0,0.696969696969697,0.7615894039735099,0.4435483870967742,0.46938775510204084,0.39344262295081966,0.4612903225806452,0.4661016949152542,0.41,0.5076628352490421,0.5079365079365079,0.48342541436464087,0.04838709677419355,0.15217391304347827,0.07142857142857142,0.004201680672268907,20.530523255813954,0.627906976744186,0.014705882352941176,0.024096385542168676,0.09764309764309764,0.030687830687830688,0.07174887892376682,0.06666666666666667,0.09245960502692999,0.036444444444444446,0.04710144927536232,0.027559055118110236,0.021686746987951807,0.07482993197278912,0.030303030303030304,0.09322033898305085,0.08968609865470852,0.10416666666666667,0.08771929824561403,0.012552301255230125,0.75,0.1978494623655914,0.6304347826086957,0.7435897435897436,0.6206896551724138,0.09032258064516129,0.19047619047619047,0.20512820512820512,0.25,0.5118279569892473,0.41596638655462187,0.4177215189873418,0.7777777777777778,0.3559322033898305,0.6190476190476191,0.23076923076923078,0.22666666666666666,0.5882352941176471,0.3978494623655914,0.47666695652173896,0.4732489361702127,0.4671789115646259,0.08565737051792828,0.10513447432762836,0.12014787430683918,0.3290203327171904,13.10994623655914,0.35588865096359745,12.0,21.0,1.0,21.0,72.0,6.0,22.0,33.0,93.0,10.0,9.0,28.0,93.0,67.0,21.0,,0.9393939393939394,0.3548387096774194,0.32142857142857145,0.375,0.2,0.019230769230769232,0.04516129032258064,0.5714285714285714,0.5714285714285714,1.0,0.15483870967741936,0.2916666666666667,0.29577464788732394,0.9047619047619048,0.01694915254237288,0.14666666666666667,0.2727272727272727,0.31343283582089554,25.822580645161292,1.0,3.0,6.0,9.0,3.0,6.0,5.0,1.0,,1.0,1.0,0.3,0.010752688172043012,,1.0,1.0,0.15254237288135594,0.04,0.5,,,2.0,,,0.2222222222222222,1.0,,2.0,0.013888888888888888,True,
954,1610612751,Kerry Kittles,Kerry Kittles,954,NJN,86623.0,1444,160,2792,2783,789,647,350,5575,111.0,164.0,8.0,18.0,31.0,44.0,17.0,47.0,61.0,164,189.0,375,75.0,621.0,2740,16.0,33.0,2.0,52.0,53.0,98,29.0,183.0,306.0,72.0,12.0,19.0,101.0,23.0,124.0,21.0,2.0,50.0,19.0,32.0,271.0,5.0,34.0,1.0,35.0,101.0,2.0,138.0,40.0,178.0,5.0,72.0,38.0,34.0,39.0,2.0,24.0,8.0,2.0,15.0,,47.0,3.0,14.0,43.0,80.0,1.0,1.0,93.0,6.0,3.0,39.0,9.0,21.0,,,12.0,6.0,21.0,8.0,183.0,789,9.0,0.8095238095238095,0.8360655737704918,0.504,0.48484848484848486,0.5408163265306123,0.5121951219512195,0.5102040816326531,0.5238095238095238,0.5373913043478261,0.52,0.558282208588957,0.050666666666666665,0.07317073170731707,0.06382978723404255,0.024390243902439025,19.44965603502189,0.8297872340425532,0.0273972602739726,0.010416666666666666,0.09465791940018745,0.03222748815165877,0.14056224899598393,0.02145922746781116,0.1033434650455927,0.030279503105590064,0.04804804804804805,0.020689655172413793,0.027777777777777776,0.02040816326530612,0.02702702702702703,0.06779661016949153,0.10069444444444445,0.10743801652892562,0.12359550561797752,0.018796992481203006,0.38095238095238093,0.3076923076923077,0.676829268292683,0.7302631578947368,0.8198198198198198,0.08818011257035648,0.3617021276595745,0.38636363636363635,0.6470588235294118,0.3076923076923077,0.3719512195121951,0.38125,0.8360655737704918,0.3673469387755102,0.4444444444444444,0.375,0.29931972789115646,0.7045454545454546,0.6041275797373359,0.5290937030075188,0.5179297872340426,0.5281226027397261,0.06890459363957598,0.09558823529411764,0.08373590982286634,0.2946859903381642,9.319466666666669,0.2825931232091691,10.0,15.0,1.0,46.0,143.0,14.0,46.0,56.0,158.0,16.0,16.0,49.0,159.0,142.0,46.0,3.0,0.9464285714285714,0.35443037974683544,0.32653061224489793,0.35668789808917195,0.2964352720450281,0.18309859154929578,0.028142589118198873,0.6666666666666666,0.6666666666666666,1.0,0.2682926829268293,0.32167832167832167,0.32167832167832167,0.9347826086956522,0.02040816326530612,0.3129251700680272,0.30434782608695654,0.323943661971831,24.90506329113924,,2.0,3.0,15.0,6.0,9.0,1.0,,,,,0.375,,,,,0.30612244897959184,0.02040816326530612,0.6666666666666666,,,6.0,,,0.4,0.8333333333333334,,,,True,
2215,1610612751,Jason Collins,Jason Collins,2215,NJN,85223.0,1420,277,2702,2682,716,506,361,5384,66.0,130.0,22.0,46.0,16.0,33.0,19.0,55.0,23.0,57,108.0,242,118.0,334.0,2600,28.0,57.0,36.0,92.0,24.0,51,53.0,101.0,150.0,66.0,32.0,25.0,54.0,8.0,62.0,4.0,4.0,19.0,5.0,30.0,132.0,11.0,83.0,1.0,33.0,129.0,4.0,166.0,95.0,261.0,11.0,35.0,22.0,13.0,21.0,5.0,9.0,46.0,5.0,12.0,6.0,67.0,9.0,18.0,86.0,197.0,22.0,21.0,151.0,14.0,,62.0,21.0,34.0,,,21.0,11.0,34.0,22.0,101.0,716,13.0,0.6944444444444444,0.8152173913043478,0.4462809917355372,0.49122807017543857,0.47058823529411764,0.4426229508196721,0.49122807017543857,0.4528301886792453,0.5335463258785943,0.5974025974025974,0.6011904761904762,0.10330578512396695,0.16153846153846155,0.05454545454545454,0.017543859649122806,12.167787383925713,0.31343283582089554,0.06153846153846154,0.010526315789473684,0.12810327706057598,0.07822808671065033,0.12406015037593984,0.052884615384615384,0.1272584446190102,0.07407407407407407,0.10897435897435898,0.09191176470588236,0.050314465408805034,0.06395348837209303,,0.16736401673640167,0.12773722627737227,0.10931174089068826,0.14948453608247422,0.1,0.6470588235294118,0.5327868852459017,0.5076923076923077,0.6055045871559633,0.6818181818181818,0.22540983606557377,0.34545454545454546,0.36538461538461536,0.5789473684210527,0.2336065573770492,0.40350877192982454,0.4107142857142857,0.8260869565217391,0.8070175438596491,0.4782608695652174,0.22727272727272727,0.6226415094339622,0.48484848484848486,0.5409836065573771,0.48976460905349795,0.5226117647058824,0.49746730769230774,0.21232876712328766,0.21379310344827587,0.2754491017964072,0.3023952095808383,6.282644628099173,0.26498889711324947,,,,,2.0,,2.0,,2.0,,,2.0,,1.0,,2.0,,,,,0.00819672131147541,0.05555555555555555,,,,,0.00819672131147541,,,,,0.03773584905660377,,,41.7,,,,,,,1.0,,3.0,,7.0,,,,,,,,,,3.0,,,,,,,,,True,
