EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PenaltyFtPoints,SelfOReb,SecondChanceTurnovers,Technical Free Throw Trips,RecoveredBlocks,Defensive 3 Seconds Violations,AtRimPctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,BadPassOutOfBoundsTurnovers,PtsUnassisted3s,Arc3Assists,AtRimAssists,FTDefRebounds,LostBallSteals,NonShootingFoulsDrawn,DefFTReboundPct,Travels,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,HeaveAttempts,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,BlockedLongMidRange,Blocked3s,BlockedArc3,on,Fg3aBlocked,FTOffRebounds,FoulsDrawn,Offensive Fouls Drawn,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,Arc3PctBlocked,DefensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls
1000,1610612752,Shandon Anderson,Shandon Anderson,1000,NYK,7332.0,122,-56.0,222,224,43.0,52,35.0,446,11.0,16.0,1.0,3.0,2.0,2.0,2.0,11.0,4.0,6.0,5.0,11.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,17.0,33.0,6.0,14.0,7.0,59.0,259,1.0,4.0,1.0,1.0,5.0,2.0,3.0,1.0,3.0,7.0,16.0,18.0,18.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,6.0,8.0,3.0,11.0,7.0,7.0,6.0,3.0,4.0,2.0,3.0,10.0,1.0,3.0,13.0,3.0,2.0,7.0,1.0,4.0,2.0,1.0,1.0,2.0,7.0,43.0,2.0,0.47058823529411764,0.5,1.0,0.42857142857142855,1.0,0.3333333333333333,0.42857142857142855,0.5151515151515151,0.25,0.6666666666666666,0.5531914893617021,0.5,0.5833333333333334,0.59,0.5,0.5833333333333334,0.2978723404255319,0.06060606060606061,0.18181818181818182,22.98850574712644,0.6,0.06741573033707865,0.020833333333333332,0.14285714285714285,0.03571428571428571,0.07766990291262135,0.024193548387096774,0.047619047619047616,0.05555555555555555,0.08,0.06451612903225806,0.06060606060606061,0.2857142857142857,0.3404255319148936,0.6875,0.6875,0.45454545454545453,0.23404255319148937,0.18181818181818182,0.2222222222222222,0.5,0.1276595744680851,0.6666666666666666,0.6666666666666666,0.5,0.23404255319148937,0.45454545454545453,0.45454545454545453,1.0,0.06382978723404255,0.3333333333333333,0.3333333333333333,1.0,0.6,0.3333333333333333,0.2,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,0.16666666666666666,0.6382978723404256,0.3333333333333333,0.5062744680851063,0.4930375,0.5216166666666666,0.08,0.1111111111111111,0.0847457627118644,0.11864406779661017,6.736363636363636,23.942857142857147,0.19369369369369369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1720,1610612752,Michael Doleac,Michael Doleac,1720,NYK,4492.0,75,-22.0,136,140,28.0,35,20.0,276,,3.0,,,,,2.0,2.0,3.0,16.0,,,,,,,,,,5.0,21.0,,,5.0,15.0,150,,1.0,,,4.0,1.0,4.0,,,4.0,10.0,,,,,,1.0,,1.0,1.0,1.0,,,3.0,1.0,4.0,1.0,6.0,7.0,5.0,12.0,,,2.0,1.0,1.0,1.0,1.0,3.0,,9.0,13.0,2.0,,5.0,,2.0,3.0,2.0,1.0,3.0,4.0,28.0,,1.0,1.0,,,,,,0.23809523809523808,,0.25,0.23809523809523808,,0.25,0.30434782608695654,0.6666666666666666,0.4,,0.047619047619047616,,16.455696202531644,0.6666666666666666,0.09230769230769231,0.06779661016949153,0.1,0.058823529411764705,0.09333333333333334,0.06578947368421052,,,,0.13043478260869565,0.14285714285714285,,0.14285714285714285,,,,0.09523809523809523,1.0,1.0,1.0,0.7619047619047619,0.1875,0.1875,1.0,,,,,,,,,,,,,,,,,,,0.14285714285714285,,0.39698095238095243,0.4067,0.39465,0.08695652173913043,0.08695652173913043,0.26666666666666666,0.26666666666666666,14.747619047619047,,0.20588235294117646,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.0625,0.14285714285714285,0.2,0.13333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1924,1610612752,Lee Nailon,Lee Nailon,1924,NYK,2659.0,44,-39.0,81,84,22.0,38,10.0,165,6.0,9.0,1.0,2.0,2.0,3.0,1.0,7.0,1.0,7.0,,,,,,,,,,8.0,23.0,,,4.0,20.0,100,1.0,4.0,,,2.0,3.0,9.0,,,7.0,8.0,8.0,,,,,2.0,1.0,,1.0,,,1.0,2.0,,4.0,,2.0,2.0,4.0,6.0,,,2.0,2.0,,,,2.0,1.0,3.0,8.0,1.0,,6.0,2.0,4.0,1.0,1.0,,1.0,7.0,22.0,2.0,0.5,0.5,,,,,,0.34782608695652173,0.25,0.3333333333333333,0.34782608695652173,0.25,0.3333333333333333,0.4,0.25,0.3888888888888889,,0.08695652173913043,0.14285714285714285,29.34782608695652,1.0,0.09090909090909091,0.10526315789473684,,,0.07407407407407407,0.08888888888888889,0.06666666666666667,,0.14285714285714285,0.1111111111111111,,,0.391304347826087,0.6666666666666666,0.75,0.6666666666666666,0.30434782608695654,0.14285714285714285,0.16666666666666666,,0.30434782608695654,0.14285714285714285,0.14285714285714285,,,,,,,,,,0.5,0.5,,,,0.3333333333333333,0.6666666666666666,,,,0.391304347826087,,0.44877391304347825,0.43395000000000006,0.4223,0.16,0.16,0.1,0.35,7.995652173913044,,0.2716049382716049,,1.0,2.0,,,,,0.1111111111111111,,0.21428571428571427,,,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2068,1610612752,Lavor Postell,Lavor Postell,2068,NYK,964.0,16,-23.0,29,31,14.0,17,2.0,60,,,,,,,,1.0,2.0,6.0,,,,,,1.0,,,1.0,2.0,7.0,,1.0,2.0,6.0,40,,,,,,1.0,3.0,,1.0,4.0,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,2.0,3.0,1.0,,2.0,,1.0,,,,,4.0,14.0,1.0,,,,,,,,0.2857142857142857,,0.3333333333333333,0.25,,0.25,0.3333333333333333,,0.4,0.125,,,32.25806451612903,,,,,,,,,,,,,,,,,,0.125,,,,0.75,0.3333333333333333,0.3333333333333333,,,,,,0.125,,,,,,,,,,,,,0.25,0.125,,0.39085000000000003,,0.417175,0.1111111111111111,0.125,,0.6666666666666666,16.0,24.3,0.4827586206896552,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2421,1610612752,Frank Williams,Frank Williams,2421,NYK,10044.0,167,-81.0,313,313,84.0,112,42.0,626,1.0,7.0,,,,1.0,1.0,8.0,1.0,2.0,2.0,6.0,,1.0,4.0,10.0,,1.0,1.0,3.0,17.0,6.0,16.0,4.0,28.0,358,,1.0,,1.0,,1.0,4.0,,2.0,6.0,2.0,4.0,15.0,,10.0,4.0,1.0,26.0,8.0,34.0,3.0,3.0,13.0,76.0,1.0,2.0,1.0,12.0,15.0,3.0,18.0,7.0,4.0,13.0,10.0,4.0,,3.0,17.0,5.0,8.0,20.0,,1.0,6.0,,1.0,2.0,2.0,,2.0,6.0,84.0,5.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.375,,,0.375,0.17647058823529413,,0.25,0.36363636363636365,,0.16666666666666666,0.3888888888888889,,0.3333333333333333,0.48484848484848486,0.058823529411764705,0.125,14.84593837535014,0.7647058823529411,0.1016949152542373,0.015151515151515152,0.047619047619047616,0.030303030303030304,0.09352517985611511,0.01818181818181818,0.03225806451612903,,0.11428571428571428,0.11627906976744186,0.075,,0.21212121212121213,0.14285714285714285,0.14285714285714285,,0.24242424242424243,0.125,0.14285714285714285,1.0,0.06060606060606061,0.5,0.5,,0.18181818181818182,0.3333333333333333,0.3333333333333333,1.0,0.30303030303030304,0.4,0.4,0.75,,,0.5,,,0.16666666666666666,,0.16666666666666666,,0.16666666666666666,0.696969696969697,0.4,0.4934606060606061,0.45640000000000003,0.44330833333333336,0.029411764705882353,0.05555555555555555,,0.21428571428571427,6.08235294117647,24.174999999999997,0.268370607028754,,4.0,1.0,2.0,,1.0,,,,,0.08333333333333333,0.07142857142857142,0.043478260869565216,0.5,2.0,3.0,5.0,10.0,2.0,3.0,2.0,0.2,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
970,1610612752,Othella Harrington,Othella Harrington,970,NYK,2206.0,37,-45.0,73,71,32.0,24,7.0,144,2.0,2.0,,,1.0,1.0,2.0,6.0,1.0,3.0,,,,,,,,,,5.0,11.0,,,8.0,18.0,93,,,,,2.0,2.0,5.0,,,10.0,6.0,4.0,,,,,2.0,1.0,,1.0,,,,2.0,1.0,1.0,,3.0,3.0,2.0,5.0,,,1.0,1.0,3.0,,,4.0,2.0,1.0,2.0,1.0,,8.0,2.0,3.0,1.0,1.0,,1.0,10.0,32.0,,0.6,0.6,,,,,,0.45454545454545453,,0.4,0.45454545454545453,,0.4,0.6428571428571429,1.0,0.625,,0.18181818181818182,0.3333333333333333,22.5,0.25,0.13043478260869565,0.03333333333333333,,0.1111111111111111,0.10714285714285714,0.05128205128205128,,0.2,0.1,0.125,0.2,,0.18181818181818182,1.0,1.0,0.5,0.5454545454545454,0.3333333333333333,0.5,0.5,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,0.2,1.0,,,,0.18181818181818182,,0.37937272727272725,,0.35750000000000004,0.25,0.25,0.1111111111111111,0.5555555555555556,8.436363636363637,,0.4383561643835616,2.0,6.0,,,,,,,,0.07142857142857142,,,,,1.0,,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,
969,1610612752,Travis Knight,Travis Knight,969,NYK,1732.0,29,-16.0,55,55,8.0,22,6.0,110,1.0,2.0,1.0,2.0,,,,,2.0,2.0,,,,,,,,,,3.0,4.0,,,,6.0,60,1.0,2.0,,,2.0,,,,,,4.0,2.0,,2.0,,,,2.0,1.0,3.0,,,,7.0,,1.0,,4.0,6.0,1.0,7.0,1.0,,1.0,1.0,1.0,,,2.0,,,,,,,,,1.0,1.0,,1.0,,8.0,,0.6666666666666666,1.0,,,,,,0.75,0.5,,0.75,0.5,,0.75,0.5,,,,,9.67741935483871,0.5,0.2857142857142857,0.041666666666666664,,,0.2,0.03333333333333333,0.09090909090909091,,0.3333333333333333,0.2857142857142857,0.25,,0.5,0.5,0.5,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,1.0,0.5,,,,,,,,,0.5,,0.43297500000000005,0.5137,,,,0.3333333333333333,,9.975000000000001,,0.14545454545454545,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,2.0,2.0,1.0,,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
221,1610612752,Clar. Weatherspoon,Clar. Weatherspoon,221,NYK,7050.0,118,-35.0,221,216,55.0,73,31.0,437,8.0,12.0,1.0,2.0,3.0,3.0,1.0,7.0,1.0,6.0,,,,,,,,,,10.0,25.0,,,8.0,28.0,242,1.0,6.0,,,2.0,3.0,8.0,,,10.0,14.0,6.0,,2.0,,,4.0,,1.0,1.0,,,,3.0,,10.0,5.0,16.0,24.0,10.0,34.0,5.0,2.0,1.0,,4.0,,1.0,5.0,,6.0,7.0,,1.0,8.0,2.0,3.0,2.0,1.0,1.0,2.0,10.0,55.0,,0.7,0.7777777777777778,,,,,,0.4,0.16666666666666666,0.375,0.4,0.16666666666666666,0.375,0.5,0.16666666666666666,0.5,,0.16,0.42857142857142855,13.095238095238095,0.2,0.1702127659574468,0.10869565217391304,0.38461538461538464,,0.19626168224299065,0.08695652173913043,0.11363636363636363,,0.07407407407407407,0.2647058823529412,0.15151515151515152,0.5,0.48,0.6666666666666666,0.7272727272727273,0.75,0.28,0.14285714285714285,0.25,,0.24,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,0.3333333333333333,0.5,,,,0.375,1.0,,,,0.48,,0.47247999999999996,0.43188333333333334,0.457325,0.11538461538461539,0.11538461538461539,0.07142857142857142,0.35714285714285715,6.312,,0.248868778280543,,4.0,,1.0,,2.0,,0.08333333333333333,0.10526315789473684,0.10344827586206896,,0.2857142857142857,,1.0,1.0,,1.0,,3.0,3.0,2.0,0.42857142857142855,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,
275,1610612752,Allan Houston,Allan Houston,275,NYK,5678.0,95,-36.0,181,177,48.0,64,19.0,358,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,10.0,28.0,,,,,5.0,13.0,,,2.0,13.0,34.0,5.0,13.0,11.0,52.0,199,1.0,4.0,,,2.0,3.0,7.0,,2.0,8.0,12.0,14.0,15.0,,13.0,5.0,1.0,3.0,4.0,7.0,2.0,2.0,,18.0,,1.0,,3.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,,2.0,5.0,,3.0,7.0,1.0,1.0,12.0,,5.0,,,,,8.0,48.0,1.0,0.46153846153846156,0.46153846153846156,1.0,0.38461538461538464,,,0.38461538461538464,0.38235294117647056,0.25,0.42857142857142855,0.43617021276595747,0.25,0.3333333333333333,0.49056603773584906,0.25,0.4,0.2765957446808511,0.029411764705882353,,29.0,0.6,0.04225352112676056,0.014925373134328358,,,0.036585365853658534,0.011764705882352941,,,,0.07407407407407407,0.041666666666666664,,0.06382978723404255,0.3333333333333333,0.5,,0.06382978723404255,0.6666666666666666,0.6666666666666666,0.5,0.5957446808510638,0.35714285714285715,0.35714285714285715,0.5,,,,,0.2765957446808511,0.38461538461538464,0.38461538461538464,1.0,0.25,1.0,,,,0.1111111111111111,1.0,,,0.2222222222222222,0.3404255319148936,0.38461538461538464,0.4531882978723404,0.43447499999999994,0.4462166666666667,0.09615384615384616,0.1282051282051282,0.038461538461538464,0.15384615384615385,15.69705882352941,24.884615384615383,0.26519337016574585,,2.0,,1.0,,,,0.3333333333333333,,0.06666666666666667,,,,,,,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,
84,1610612752,Latrell Sprewell,Latrell Sprewell,84,NYK,4560.0,76,-25.0,145,143,60.0,64,25.0,288,1.0,2.0,,,,,2.0,8.0,6.0,12.0,1.0,4.0,1.0,2.0,2.0,6.0,,1.0,2.0,9.0,22.0,3.0,10.0,3.0,30.0,161,1.0,2.0,1.0,2.0,5.0,3.0,7.0,2.0,4.0,14.0,4.0,14.0,6.0,,5.0,2.0,1.0,4.0,1.0,5.0,,1.0,1.0,11.0,,,1.0,4.0,5.0,,5.0,1.0,1.0,6.0,2.0,3.0,,4.0,9.0,5.0,,1.0,,1.0,4.0,,,,,,,14.0,60.0,,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.3,0.5,0.5,0.3333333333333333,0.4090909090909091,0.5,0.42857142857142855,0.421875,0.625,0.5454545454545454,0.4393939393939394,0.625,0.5833333333333334,0.3125,0.045454545454545456,,24.56140350877193,0.6666666666666666,0.07272727272727272,,0.1111111111111111,,0.078125,,,,0.058823529411764705,0.047619047619047616,0.11764705882352941,0.25,0.0625,0.5,1.0,,0.25,0.25,0.25,,0.375,0.5,0.5,0.3333333333333333,0.125,0.25,0.25,1.0,0.1875,0.3333333333333333,0.3333333333333333,0.5,,,0.25,,,,,0.18181818181818182,0.5,0.18181818181818182,0.375,0.4,0.4159177419354839,0.3820333333333333,0.3579299999999999,,,0.16666666666666666,0.4666666666666667,14.004545454545456,26.330000000000002,0.41379310344827586,,2.0,,1.0,2.0,,,0.5,,,,,,,2.0,3.0,1.0,2.0,,,1.0,,,,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.5,,,,True,,,,,,,,,,,,,,
