EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTDefRebounds,Travels,BlockedShortMidRange,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,SecondChanceFtPoints,HeaveAttempts,Corner3Assists,SecondChanceTurnovers,DefensiveGoaltends,OffCorner3ReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,Clear Path Fouls,BlockedCorner3,SecondChanceCorner3PctAssisted,on,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked
1885,1610612746,Lamar Odom,Lamar Odom,1885,LAC,47026.0,784,-227,1490,1493,313,215,200,2983,72.0,116.0,12.0,15.0,11.0,17.0,26.0,71,8.0,48.0,,1.0,,,,,13.0,44.0,,2.0,4.0,12.0,106,235,13.0,45.0,57.0,308,1699,18.0,28.0,,2.0,39.0,20.0,39,4.0,12.0,32.0,84.0,82,130.0,36.0,3.0,24.0,44.0,13.0,18,67.0,9.0,76.0,5.0,28.0,15.0,24.0,161.0,6.0,20.0,24.0,84,111,26.0,137,4.0,18.0,7.0,11.0,32.0,12.0,17.0,32.0,1.0,15.0,64,19.0,38,76,4.0,8.0,67.0,9.0,,28.0,10.0,17.0,,,11.0,2.0,17.0,12.0,84.0,313,7.0,0.3867924528301887,0.43617021276595747,0.9230769230769231,0.28888888888888886,,0.3333333333333333,0.28888888888888886,0.451063829787234,0.6428571428571429,0.5128205128205128,0.44821428571428573,0.6,0.5098039215686274,0.49838187702265374,0.609375,0.6176470588235294,0.16071428571428573,0.07659574468085106,0.10344827586206896,0.07042253521126761,0.020833333333333332,21.63573085846868,0.5,0.1510791366906475,0.03164556962025317,0.18461538461538463,0.05172413793103448,0.15743440233236153,0.034759358288770054,0.05027932960893855,0.025,0.023715415019762844,0.05825242718446602,0.1564625850340136,0.1164021164021164,0.17727272727272728,0.2,0.12,0.028985507246376812,0.7058823529411765,0.4142857142857143,0.6206896551724138,0.6923076923076923,0.4027777777777778,0.25357142857142856,0.36619718309859156,0.3939393939393939,0.34615384615384615,0.17142857142857143,0.16666666666666666,0.1702127659574468,0.375,0.0035714285714285713,,,,0.15714285714285714,0.29545454545454547,0.3023255813953488,0.9230769230769231,0.5,0.8,0.16666666666666666,,,0.06666666666666667,,,0.3333333333333333,0.6470588235294118,,,0.23529411764705882,0.3333333333333333,0.575,0.29545454545454547,0.489848392857143,0.46966730769230775,0.4582254901960785,0.09364548494983277,0.11023622047244094,0.1266233766233766,0.2727272727272727,6.287234042553189,25.499999999999996,0.21006711409395973,3.0,4.0,4.0,1.0,1.0,0.08571428571428572,3.0,,4.0,4.0,4.0,,1.0,0.022222222222222223,0.022727272727272728,,,,,,,True,,,,
2404,1610612746,Chris Wilcox,Chris Wilcox,2404,LAC,6186.0,103,-17,190,193,62,62,26,383,15.0,19.0,8.0,10.0,2.0,3.0,4.0,13,,1.0,,,,,,,,,,,,,19,33,,,3.0,41,211,8.0,12.0,,,16.0,2.0,7,,,1.0,5.0,18,20.0,,,14.0,,,3,3.0,,3.0,,2.0,,1.0,6.0,1.0,8.0,1.0,13,14,9.0,23,2.0,,,,5.0,1.0,3.0,6.0,3.0,2.0,11,3.0,7,15,2.0,1.0,10.0,,,3.0,2.0,3.0,,,1.0,,3.0,3.0,5.0,62,4.0,0.47368421052631576,0.75,,,,,,0.5757575757575758,0.6666666666666666,0.2857142857142857,0.5757575757575758,0.6666666666666666,0.2857142857142857,0.5394736842105263,0.6666666666666666,0.25,,0.09090909090909091,,0.23076923076923078,,22.477064220183486,0.45454545454545453,0.14444444444444443,0.10526315789473684,0.07142857142857142,0.0625,0.1346153846153846,0.09782608695652174,0.10344827586206896,0.09090909090909091,0.12,0.1,0.09523809523809523,0.13636363636363635,0.1702127659574468,0.08333333333333333,,0.18181818181818182,1.0,0.5757575757575758,0.7894736842105263,0.7894736842105263,0.4666666666666667,0.3939393939393939,0.3076923076923077,0.4,0.5,0.030303030303030304,,,,,,,,,,,,0.8333333333333334,0.8,,,,,,,0.42857142857142855,0.6666666666666666,,,,,0.5757575757575758,,0.5055121212121212,0.51078,0.5288999999999999,0.08333333333333333,0.08333333333333333,0.3902439024390244,0.12195121951219512,4.172727272727272,,0.3263157894736842,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,True,,,,
2408,1610612746,Melvin Ely,Melvin Ely,2408,LAC,4802.0,80,-15,151,151,38,40,19,302,2.0,2.0,1.0,1.0,1.0,1.0,4.0,10,,,,,,,,,,,,,,,6,12,,,12.0,24,157,2.0,4.0,,,6.0,1.0,3,,,4.0,6.0,6,6.0,,,2.0,,,1,1.0,,1.0,,,1.0,,2.0,,3.0,3.0,7,12,3.0,15,,2.0,2.0,,2.0,,1.0,4.0,,1.0,6,,5,10,2.0,2.0,14.0,,,6.0,1.0,3.0,,,2.0,,3.0,2.0,6.0,38,1.0,0.5,0.6,,,,,,0.5,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.631578947368421,0.6,0.6,,0.08333333333333333,,0.1,,14.534883720930234,0.3333333333333333,0.1320754716981132,0.04838709677419355,0.25,,0.15384615384615385,0.04054054054054054,0.09090909090909091,0.08,,,0.13333333333333333,0.16666666666666666,0.11538461538461539,0.2,0.5,,0.6666666666666666,0.16666666666666666,1.0,1.0,,0.8333333333333334,0.4,0.4444444444444444,0.75,,,,,,,,,,,,,0.25,1.0,,,,,,,0.3333333333333333,1.0,,,,,0.16666666666666666,,0.3996583333333334,0.42787499999999995,0.4121666666666666,0.3333333333333333,0.3333333333333333,0.25,0.25,5.566666666666667,,0.25165562913907286,2.0,1.0,1.0,1.0,,0.3333333333333333,2.0,,,2.0,,,,,,,,,,,,True,,,,
685,1610612746,Cherokee Parks,Cherokee Parks,685,LAC,19704.0,328,-116,617,615,117,76,82,1232,19.0,33.0,6.0,12.0,2.0,3.0,8.0,12,15.0,37.0,1.0,2.0,1.0,2.0,,1.0,,,,,,,42,82,1.0,2.0,7.0,94,713,10.0,18.0,1.0,2.0,23.0,5.0,12,,1.0,4.0,14.0,62,22.0,3.0,,12.0,,,5,11.0,,11.0,,6.0,,5.0,22.0,2.0,21.0,7.0,29,42,24.0,66,1.0,8.0,6.0,2.0,6.0,1.0,4.0,3.0,1.0,2.0,9,2.0,9,24,1.0,1.0,12.0,,,4.0,2.0,9.0,,,8.0,,9.0,8.0,14.0,117,1.0,0.7380952380952381,0.8611111111111112,1.0,0.5,0.5,,0.5,0.5121951219512195,0.5555555555555556,0.4166666666666667,0.5178571428571429,0.575,0.38461538461538464,0.5222222222222223,0.575,0.4375,0.023809523809523808,0.06097560975609756,0.09090909090909091,,0.05405405405405406,14.002828854314002,0.6666666666666666,0.14720812182741116,0.08045977011494253,0.09722222222222222,0.03076923076923077,0.13382899628252787,0.0705521472392638,0.09210526315789473,0.09090909090909091,0.06722689075630252,0.018518518518518517,0.10909090909090909,0.11764705882352941,0.20270270270270271,0.1016949152542373,0.07692307692307693,0.027777777777777776,0.8888888888888888,0.39285714285714285,0.5757575757575758,0.6333333333333333,0.6842105263157895,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.625,0.44047619047619047,0.40540540540540543,0.42857142857142855,0.8666666666666667,0.023809523809523808,0.5,0.5,1.0,,,,,0.6,0.5,0.16666666666666666,0.1,0.5,,,,0.23076923076923078,0.6666666666666666,0.07692307692307693,,,,0.4166666666666667,,0.46142142857142854,0.5068526315789473,0.42931538461538465,0.045454545454545456,0.046511627906976744,0.24468085106382978,0.14893617021276595,9.792682926829269,22.75,0.18962722852512157,6.0,,1.0,,1.0,0.46153846153846156,,,,2.0,3.0,0.09090909090909091,,,,1.0,,0.0625,,,1.0,True,,,,
1917,1610612746,Wang Zhi-zhi,Wang Zhi-zhi,1917,LAC,816.0,14,-7,26,27,6,4,2,53,,,,,,,,2,1.0,2.0,,,,,,,,1.0,,,,,1,4,,1.0,,2,27,,,,,,,2,,,,,2,,,,,1.0,,1,,,,,,,,,,,,2,3,,3,,,,,,,,1.0,,,1,,1,2,,1.0,,,,,,1.0,,,1.0,,1.0,,,6,,1.0,1.0,,,,,,0.25,,,0.2,,,0.2,,,0.2,0.25,,0.5,,21.428571428571427,,0.16666666666666666,,,,0.16666666666666666,,,,,,,0.5,,,,,,,,,,0.4,,,,0.4,0.5,0.5,1.0,,,,,0.2,,,,,,,,,,,,,,,,,,0.2,,0.42796,,0.38605,,,,,13.2,24.0,0.23076923076923078,1.0,,,,,0.5,,,,,,,,,,,,,,,,True,,,,
15,1610612746,Eric Piatkowski,Eric Piatkowski,15,LAC,60580.0,1010,34,1946,1949,580,492,249,3895,61.0,85.0,6.0,10.0,18.0,23.0,15.0,44,25.0,53.0,11.0,32.0,,2.0,4.0,8.0,46.0,109.0,8.0,18.0,13.0,32.0,101,182,57.0,141.0,67.0,440,2036,12.0,19.0,8.0,20.0,58.0,33.0,49,17.0,40.0,25.0,142.0,124,78.0,159.0,12.0,18.0,109.0,46.0,12,48.0,11.0,59.0,8.0,23.0,15.0,10.0,129.0,9.0,19.0,15.0,72,87,28.0,115,6.0,26.0,18.0,8.0,23.0,8.0,15.0,15.0,2.0,8.0,38,13.0,36,67,4.0,3.0,78.0,5.0,17.0,25.0,6.0,6.0,,,1.0,1.0,6.0,5.0,142.0,580,12.0,0.6138613861386139,0.6739130434782609,0.9298245614035088,0.40425531914893614,0.4,0.425,0.40425531914893614,0.554945054945055,0.631578947368421,0.673469387755102,0.5773993808049536,0.6153846153846154,0.6573033707865169,0.6085714285714285,0.6511627906976745,0.6881188118811881,0.43653250773993807,0.06593406593406594,0.058823529411764705,0.13636363636363635,0.018867924528301886,17.282850779510024,0.6052631578947368,0.09278350515463918,0.02710413694721826,0.08064516129032258,0.047619047619047616,0.09043659043659044,0.03146067415730337,0.030837004405286344,0.03214285714285714,0.015463917525773196,0.039735099337748346,0.0593607305936073,0.10344827586206896,0.10810810810810811,0.06818181818181818,0.1111111111111111,0.04,0.8333333333333334,0.2631578947368421,0.7176470588235294,0.7625,0.6229508196721312,0.13622291021671826,0.3409090909090909,0.39473684210526316,0.5333333333333333,0.16408668730650156,0.4716981132075472,0.4807692307692308,0.64,0.09907120743034056,0.34375,0.34375,1.0,0.33746130030959753,0.42201834862385323,0.42592592592592593,0.9130434782608695,0.2564102564102564,0.6,0.16666666666666666,0.05128205128205128,,0.46153846153846156,0.4444444444444444,0.875,0.25842696629213485,0.782608695652174,0.0898876404494382,0.5,0.3595505617977528,0.40625,0.6996904024767802,0.42201834862385323,0.5168930340557277,0.5320205882352942,0.4997398876404494,0.07848837209302326,0.12376237623762376,0.1318181818181818,0.32272727272727275,7.897252747252747,25.27375886524823,0.29804727646454265,,,4.0,,,,10.0,,3.0,2.0,,0.07894736842105263,1.0,0.0070921985815602835,0.009174311926605505,,,,,,,False,1.0,2.0,0.014084507042253521,
1709,1610612746,Michael Olowokandi,Michael Olowokandi,1709,LAC,75157.0,1253,-104,2407,2412,651,568,293,4819,36.0,64.0,5.0,15.0,11.0,20.0,130.0,320,5.0,16.0,,,,,,,,,,,,,171,400,,,64.0,406,2478,17.0,42.0,,,39.0,45.0,95,,,28.0,118.0,234,108.0,,,14.0,,,24,21.0,24.0,45.0,21.0,7.0,2.0,12.0,114.0,12.0,40.0,47.0,182,248,53.0,301,5.0,18.0,14.0,4.0,26.0,4.0,15.0,61.0,8.0,11.0,87,20.0,39,101,9.0,20.0,95.0,5.0,,35.0,15.0,72.0,,,44.0,,72.0,41.0,118.0,651,13.0,0.6842105263157895,0.7134146341463414,,,,,,0.4275,0.40476190476190477,0.47368421052631576,0.4275,0.40476190476190477,0.47368421052631576,0.45617977528089887,0.43333333333333335,0.4957983193277311,,0.06,0.1875,0.0375,,19.345454545454544,0.2988505747126437,0.18163672654690619,0.043859649122807015,0.22380952380952382,0.05333333333333334,0.18894389438943895,0.04573438874230431,0.031746031746031744,0.04460093896713615,0.05555555555555555,0.05154639175257732,0.14606741573033707,0.17746478873239438,0.21052631578947367,0.23125,0.2,0.024630541871921183,0.5694444444444444,0.16,0.5625,0.6923076923076923,0.7777777777777778,0.8,0.40625,0.42207792207792205,0.6538461538461539,0.04,0.3125,0.3125,0.8,,,,,,,,,0.35714285714285715,0.3333333333333333,,,,,,,0.21052631578947367,0.55,,,,,0.16,,0.41917649999999995,0.44371714285714287,0.4269652631578947,0.08139534883720931,0.08139534883720931,0.0960591133004926,0.29064039408866993,7.165500000000001,,0.2704611549646863,19.0,19.0,28.0,7.0,9.0,0.3392857142857143,5.0,,3.0,8.0,1.0,0.06451612903225806,,,,1.0,,0.013333333333333334,1.0,,,False,,,,
1762,1610612746,Tremaine Fowlkes,Tremaine Fowlkes,1762,LAC,29448.0,491,87,947,940,279,297,123,1887,27.0,44.0,7.0,13.0,7.0,11.0,2.0,12,20.0,46.0,1.0,3.0,,,,,1.0,5.0,,1.0,,1.0,49,102,2.0,8.0,38.0,142,944,11.0,19.0,,1.0,32.0,11.0,26,,1.0,14.0,36.0,76,22.0,6.0,,10.0,4.0,1.0,10,14.0,6.0,20.0,4.0,9.0,2.0,3.0,46.0,8.0,30.0,8.0,39,50,39.0,89,2.0,23.0,14.0,9.0,7.0,4.0,5.0,12.0,1.0,2.0,19,7.0,17,50,3.0,3.0,45.0,1.0,,19.0,4.0,2.0,,,1.0,,2.0,,36.0,279,5.0,0.7755102040816326,0.8636363636363636,1.0,0.25,,,0.2857142857142857,0.4803921568627451,0.5789473684210527,0.4230769230769231,0.4727272727272727,0.55,0.4074074074074074,0.5378787878787878,0.6153846153846154,0.5142857142857142,0.07272727272727272,0.09803921568627451,0.1590909090909091,0.16666666666666666,0.021739130434782608,13.789954337899545,0.3684210526315789,0.11854103343465046,0.09036144578313253,0.08080808080808081,0.09090909090909091,0.10981308411214953,0.09047619047619047,0.08823529411764706,0.1,0.08,0.07575757575757576,0.08641975308641975,0.1349206349206349,0.12295081967213115,0.07894736842105263,0.08695652173913043,0.0425531914893617,,0.4,0.6136363636363636,0.7297297297297297,0.7037037037037037,0.10909090909090909,0.16666666666666666,0.2,0.5,0.41818181818181815,0.43478260869565216,0.4444444444444444,0.9,0.02727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.045454545454545456,0.2,0.2,1.0,0.65,0.5384615384615384,0.2857142857142857,,,0.05,,,0.4074074074074074,0.6363636363636364,,,0.037037037037037035,,0.4727272727272727,0.25,0.48529541284403677,0.5015625,0.4918807692307692,0.1484375,0.15833333333333333,0.22535211267605634,0.2535211267605634,9.346078431372549,27.5625,0.2946145723336853,3.0,2.0,1.0,,1.0,0.1,10.0,1.0,2.0,3.0,1.0,0.13636363636363635,,,,1.0,,0.03571428571428571,,,,False,,,,
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,73416.0,1224,-35,2407,2402,902,703,296,4809,96.0,147.0,14.0,25.0,38.0,59.0,9.0,39,52.0,147.0,2.0,13.0,,,,7.0,37.0,88.0,4.0,9.0,14.0,35.0,157,333,39.0,101.0,209.0,640,2511,19.0,42.0,4.0,9.0,86.0,60.0,125,14.0,42.0,93.0,255.0,210,104.0,99.0,18.0,26.0,86.0,37.0,34,59.0,13.0,72.0,12.0,24.0,24.0,11.0,157.0,11.0,30.0,27.0,110,148,41.0,189,6.0,34.0,25.0,9.0,45.0,7.0,25.0,48.0,15.0,20.0,93,41.0,54,133,2.0,19.0,261.0,25.0,18.0,110.0,20.0,12.0,,,10.0,2.0,12.0,4.0,255.0,902,26.0,0.6687898089171974,0.7291666666666666,0.8461538461538461,0.38613861386138615,0.4444444444444444,0.3333333333333333,0.3939393939393939,0.47147147147147145,0.4523809523809524,0.48,0.4965437788018433,0.49019607843137253,0.48502994011976047,0.577490774907749,0.6159420289855072,0.576036866359447,0.23271889400921658,0.1021021021021021,0.1360544217687075,0.2564102564102564,0.027210884353741496,23.166727471725647,0.4838709677419355,0.11247443762781185,0.03537735849056604,0.13043478260869565,0.05392156862745098,0.11561181434599156,0.03897338403041825,0.02766798418972332,0.0463768115942029,0.028,0.06077348066298342,0.07924528301886792,0.09939759036144578,0.14698162729658792,0.1375,0.10638297872340426,0.030456852791878174,0.3333333333333333,0.3387096774193548,0.6530612244897959,0.7559055118110236,0.6458333333333334,0.08986175115207373,0.23076923076923078,0.3103448275862069,0.4444444444444444,0.3387096774193548,0.35374149659863946,0.36363636363636365,0.75,0.029953917050691243,0.15384615384615385,0.18181818181818182,1.0,0.20276497695852536,0.42045454545454547,0.42528735632183906,0.8378378378378378,0.49019607843137253,0.56,0.07142857142857142,,,0.17647058823529413,0.4444444444444444,1.0,0.3532934131736527,0.6440677966101694,0.041916167664670656,,0.20958083832335328,0.4,0.5714285714285714,0.43023255813953487,0.5134483796296296,0.5079687500000001,0.5069348484848486,0.2164750957854406,0.2631578947368421,0.134375,0.3984375,9.659459459459459,25.520792079207926,0.37474034067303696,11.0,3.0,,1.0,2.0,0.1774193548387097,36.0,2.0,1.0,5.0,2.0,,3.0,0.0297029702970297,0.011363636363636364,,1.0,,,,,False,,3.0,0.028846153846153848,0.15384615384615385
2039,1610612746,Keyon Dooling,Keyon Dooling,2039,LAC,43324.0,722,-65,1367,1376,504,436,172,2743,24.0,44.0,2.0,3.0,8.0,16.0,4.0,23,20.0,56.0,11.0,22.0,1.0,1.0,5.0,6.0,33.0,89.0,3.0,7.0,10.0,31.0,48,123,44.0,111.0,32.0,260,1449,4.0,7.0,4.0,8.0,21.0,15.0,49,15.0,37.0,16.0,91.0,28,68.0,99.0,33.0,2.0,89.0,33.0,12,56.0,15.0,71.0,14.0,29.0,17.0,10.0,157.0,,6.0,14.0,29,44,6.0,50,,20.0,13.0,7.0,24.0,7.0,15.0,23.0,5.0,9.0,47,19.0,24,72,2.0,5.0,39.0,4.0,1.0,10.0,9.0,4.0,,,1.0,1.0,4.0,1.0,91.0,504,18.0,0.2916666666666667,0.2978723404255319,0.75,0.3963963963963964,0.5,0.40540540540540543,0.3963963963963964,0.3902439024390244,0.5714285714285714,0.30612244897959184,0.48717948717948717,0.6666666666666666,0.436046511627907,0.518,0.7,0.47368421052631576,0.47435897435897434,0.0975609756097561,0.13636363636363635,0.17391304347826086,0.03571428571428571,19.050673508659397,0.5106382978723404,0.058823529411764705,0.013245033112582781,0.09210526315789473,,0.06666666666666667,0.0096,0.022727272727272728,0.009708737864077669,0.008695652173913044,,0.08029197080291971,0.05128205128205128,0.05,0.08620689655172414,0.1111111111111111,,0.25,0.18803418803418803,0.5454545454545454,0.631578947368421,0.375,0.09829059829059829,0.17391304347826086,0.21052631578947367,,0.23931623931623933,0.35714285714285715,0.37037037037037035,0.25,0.09401709401709402,0.5,0.5,0.9090909090909091,0.3803418803418803,0.3707865168539326,0.3707865168539326,0.696969696969697,0.2,0.6666666666666666,,0.06666666666666667,1.0,0.4666666666666667,0.42857142857142855,0.3333333333333333,0.18604651162790697,0.5,0.06976744186046512,0.8333333333333334,0.36046511627906974,0.3225806451612903,0.6623931623931624,0.3707865168539326,0.48219081196581204,0.4757291666666666,0.46085116279069777,0.04979253112033195,0.07751937984496124,0.08076923076923077,0.35,10.522764227642277,25.08648648648649,0.3686905632772495,1.0,1.0,2.0,,2.0,0.024390243902439025,1.0,,1.0,3.0,1.0,,,,,,,,,,1.0,False,1.0,2.0,0.017857142857142856,
2060,1610612746,Marko Jaric,Marko Jaric,2060,LAC,61891.0,1032,40,1955,1966,616,537,258,3921,52.0,113.0,6.0,14.0,18.0,31.0,9.0,30,38.0,75.0,12.0,29.0,2.0,5.0,2.0,5.0,30.0,95.0,1.0,6.0,5.0,22.0,99,218,42.0,124.0,57.0,381,2030,10.0,25.0,3.0,11.0,29.0,25.0,53,7.0,27.0,21.0,92.0,72,126.0,108.0,18.0,4.0,93.0,30.0,21,118.0,38.0,156.0,25.0,68.0,30.0,20.0,350.0,6.0,18.0,19.0,73,99,24.0,123,4.0,66.0,38.0,28.0,46.0,11.0,38.0,31.0,2.0,8.0,77,21.0,29,96,2.0,10.0,78.0,3.0,1.0,30.0,10.0,7.0,,,3.0,2.0,7.0,4.0,92.0,616,20.0,0.36363636363636365,0.3711340206185567,0.8571428571428571,0.3387096774193548,0.2727272727272727,0.25925925925925924,0.3442622950819672,0.4541284403669725,0.4,0.4716981132075472,0.47368421052631576,0.4027777777777778,0.44375,0.5026385224274407,0.4027777777777778,0.4842105263157895,0.36257309941520466,0.0963302752293578,0.10619469026548672,0.26666666666666666,0.013333333333333334,20.150243040212107,0.5974025974025974,0.1,0.02608695652173913,0.09223300970873786,0.02843601895734597,0.09829059829059829,0.026637069922308545,0.02608695652173913,0.03461538461538462,0.015,0.024096385542168676,0.05687203791469194,0.12184873949579832,0.11387900355871886,0.08917197452229299,0.10204081632653061,0.022988505747126436,0.5714285714285714,0.3304093567251462,0.46017699115044247,0.5148514851485149,0.34615384615384615,0.08771929824561403,0.3,0.4090909090909091,0.1111111111111111,0.21929824561403508,0.5066666666666667,0.5135135135135135,0.4473684210526316,0.0847953216374269,0.41379310344827586,0.41379310344827586,0.9166666666666666,0.2777777777777778,0.3157894736842105,0.3191489361702128,0.8333333333333334,0.3888888888888889,0.42857142857142855,0.16666666666666666,0.1388888888888889,0.4,0.16666666666666666,0.16666666666666666,1.0,0.3875,0.5806451612903226,0.0625,0.4,0.275,0.22727272727272727,0.6929824561403509,0.3225806451612903,0.5126135294117647,0.4735913793103449,0.5034487179487179,0.08130081300813008,0.12244897959183673,0.07611548556430446,0.24146981627296588,7.910091743119266,25.50967741935484,0.31508951406649616,7.0,4.0,2.0,,2.0,0.11864406779661017,,2.0,13.0,4.0,,0.044444444444444446,1.0,0.008064516129032258,0.010526315789473684,,,,,,1.0,False,,,,
