EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,Corner3Assists,SecondChanceTurnovers,Technical Free Throw Trips,BlockedArc3,3SecondViolations,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,on,Corner3PctBlocked
1502,1610612744,Adonal Foyle,Adonal Foyle,1502,GSW,43355.0,723,4.0,1393,1414,539.0,520.0,211.0,2807,42.0,65.0,16.0,29.0,20.0,26.0,23.0,53.0,3.0,8.0,68.0,126.0,37.0,173.0,1494,21.0,44.0,10.0,52.0,24.0,38.0,23.0,71.0,82.0,54.0,36.0,8.0,15.0,2.0,17.0,2.0,5.0,4.0,6.0,36.0,13.0,54.0,3.0,19.0,104.0,7.0,130.0,70.0,200.0,4.0,14.0,10.0,4.0,15.0,2.0,7.0,16.0,3.0,8.0,2.0,31.0,11.0,59.0,98.0,12.0,8.0,50.0,3.0,16.0,1.0,9.0,81.0,1.0,29.0,1.0,3.0,49.0,82.0,49.0,3.0,1.0,4.0,71.0,539.0,8.0,0.6029411764705882,0.82,0.5396825396825397,0.4772727272727273,0.631578947368421,0.5396825396825397,0.4772727272727273,0.631578947368421,0.5805369127516778,0.52,0.6698113207547169,0.06349206349206349,0.03076923076923077,0.09433962264150944,0.125,10.856453558504223,0.4838709677419355,0.14893617021276595,0.06382978723404255,0.1640378548895899,0.09591474245115453,0.16666666666666666,0.11304347826086956,0.16443850267379678,0.09882005899705015,0.11764705882352941,0.11214953271028037,0.06572769953051644,0.12359550561797752,0.07692307692307693,0.1301775147928994,0.18143459915611815,0.17105263157894737,0.14634146341463414,0.21875,0.08,0.5975609756097561,0.5158730158730159,0.6461538461538462,0.6666666666666666,0.5714285714285714,0.42063492063492064,0.4339622641509434,0.4791666666666667,0.6086956521739131,0.06349206349206349,0.375,0.42857142857142855,1.0,0.6590909090909091,0.5517241379310345,0.125,0.6842105263157895,0.7692307692307693,0.5158730158730159,0.48758809523809526,0.4999388888888888,0.5286,0.12142857142857143,0.11510791366906475,1.0,0.30057803468208094,0.41040462427745666,4.238095238095237,0.3869346733668342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
168,1610612744,Chris Mills,Chris Mills,168,GSW,4167.0,69,-12.0,142,140,58.0,75.0,26.0,282,2.0,6.0,1.0,3.0,,1.0,,3.0,3.0,7.0,5.0,16.0,8.0,30.0,156,1.0,4.0,5.0,7.0,1.0,5.0,2.0,7.0,8.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,,1.0,7.0,2.0,7.0,,,2.0,2.0,4.0,9.0,13.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,,,3.0,2.0,3.0,10.0,2.0,1.0,9.0,1.0,4.0,,1.0,,,,,,,,,,,1.0,7.0,58.0,3.0,0.8,1.0,0.3125,0.25,0.2,0.4074074074074074,0.25,0.25,0.4838709677419355,0.5,0.3181818181818182,0.125,0.16666666666666666,0.3333333333333333,,19.883040935672515,0.3333333333333333,0.2857142857142857,,0.0392156862745098,0.12280701754385964,,0.09090909090909091,0.03225806451612903,0.11392405063291139,0.2777777777777778,0.043478260869565216,0.0625,0.11764705882352941,,,0.045454545454545456,0.05555555555555555,,,0.06666666666666667,,0.2222222222222222,0.3333333333333333,0.4,0.5,0.1111111111111111,,,,0.25925925925925924,0.42857142857142855,0.42857142857142855,1.0,0.75,0.3333333333333333,,0.1,,0.6296296296296297,0.47293148148148156,0.466025,0.45508000000000004,0.13333333333333333,0.21052631578947367,,0.23333333333333334,0.23333333333333334,10.374999999999998,0.4084507042253521,1.0,4.0,2.0,3.0,7.0,1.0,3.0,4.0,11.0,1.0,5.0,12.0,7.0,3.0,1.0,0.36363636363636365,0.2,0.36363636363636365,0.4074074074074074,0.14814814814814814,0.25,0.25,1.0,0.25925925925925924,0.42857142857142855,0.42857142857142855,1.0,0.2,0.3,0.3333333333333333,0.42857142857142855,24.727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1712,1610612744,Antawn Jamison,Antawn Jamison,1712,GSW,126505.0,2108,-95.0,4184,4165,1172.0,980.0,628.0,8349,123.0,179.0,42.0,66.0,39.0,58.0,146.0,349.0,113.0,279.0,382.0,807.0,225.0,1124.0,4575,69.0,134.0,35.0,194.0,100.0,205.0,110.0,337.0,512.0,252.0,86.0,50.0,90.0,23.0,113.0,16.0,37.0,20.0,33.0,249.0,24.0,92.0,4.0,42.0,179.0,16.0,237.0,120.0,357.0,26.0,49.0,30.0,19.0,66.0,10.0,36.0,40.0,4.0,30.0,6.0,106.0,30.0,62.0,114.0,8.0,14.0,288.0,21.0,104.0,1.0,47.0,29.0,1.0,13.0,,2.0,14.0,30.0,21.0,,,1.0,337.0,1172.0,15.0,0.6701570680628273,0.7551622418879056,0.47335811648079307,0.5149253731343284,0.4878048780487805,0.47117400419287214,0.53,0.47890295358649787,0.5165898617511521,0.5672514619883041,0.547077922077922,0.061957868649318466,0.08379888268156424,0.08022922636103152,0.025089605734767026,23.982265215638858,0.6226415094339622,0.1322314049586777,0.034482758620689655,0.1057919621749409,0.054696789536266346,0.10909090909090909,0.05853658536585366,0.10640346653827636,0.055449330783938815,0.04738154613466334,0.07223113964686999,0.0425531914893617,0.05740181268882175,0.06329113924050633,0.10287081339712918,0.11414790996784566,0.09969325153374232,0.1111111111111111,0.10309278350515463,0.0546218487394958,0.7,0.18763102725366876,0.6871508379888268,0.75,0.6260162601626016,0.3658280922431866,0.4183381088825215,0.45482866043613707,0.6027397260273972,0.29245283018867924,0.4050179211469534,0.41544117647058826,0.8053097345132744,0.44,0.6363636363636364,0.14285714285714285,0.24472573839662448,0.6724137931034483,0.3417190775681342,0.4662594111461619,0.484289406779661,0.4712871794871795,0.10115606936416185,0.11685393258426967,0.006756756756756757,0.17259786476868327,0.2998220640569395,9.941016109045847,0.2801147227533461,19.0,57.0,17.0,26.0,90.0,4.0,15.0,45.0,147.0,9.0,32.0,132.0,87.0,26.0,0.9777777777777777,0.30612244897959184,0.28125,0.3125,0.1540880503144654,0.059748427672955975,0.3333333333333333,0.3333333333333333,1.0,0.09433962264150944,0.28888888888888886,0.28888888888888886,0.9615384615384616,0.07172995780590717,0.06329113924050633,0.26666666666666666,0.2988505747126437,25.101360544217687,3.0,5.0,5.0,4.0,11.0,7.0,16.0,3.0,3.0,7.0,8.0,6.0,1.0,1.0,0.4375,0.03333333333333333,0.6,1.0,0.07333333333333333,0.36363636363636365,1.0,0.29411764705882354,,,,,,True,
2211,1610612744,Troy Murphy,Troy Murphy,2211,GSW,150957.0,2516,-113.0,4989,4978,1480.0,1254.0,744.0,9967,130.0,232.0,44.0,108.0,32.0,64.0,42.0,127.0,163.0,376.0,335.0,735.0,244.0,923.0,5452,64.0,159.0,62.0,190.0,67.0,174.0,93.0,227.0,498.0,172.0,82.0,62.0,79.0,27.0,106.0,23.0,40.0,20.0,19.0,239.0,43.0,182.0,3.0,80.0,447.0,51.0,578.0,228.0,806.0,25.0,65.0,40.0,25.0,60.0,9.0,27.0,51.0,7.0,33.0,11.0,111.0,35.0,102.0,246.0,40.0,17.0,290.0,11.0,99.0,,41.0,30.0,,14.0,,2.0,14.0,30.0,24.0,3.0,,1.0,227.0,1480.0,34.0,0.7432835820895523,0.8469387755102041,0.4557823129251701,0.4025157232704403,0.3850574712643678,0.4532710280373832,0.4,0.3785310734463277,0.5148063781321185,0.4796954314720812,0.4847161572052402,0.08435374149659863,0.125,0.1968503937007874,0.02127659574468085,16.70608108108108,0.5405405405405406,0.35172413793103446,0.02097902097902098,0.22019704433497536,0.09154929577464789,0.17429193899782136,0.09014675052410902,0.21173161912414623,0.09127789046653144,0.09218436873747494,0.1006896551724138,0.0824607329842932,0.08115183246073299,0.12631578947368421,0.20948616600790515,0.2179144385026738,0.22938144329896906,0.15835777126099707,0.22033898305084745,0.07246376811594203,0.8,0.3097463284379172,0.5603448275862069,0.6403940886699507,0.5384615384615384,0.16955941255006676,0.33070866141732286,0.4117647058823529,0.6428571428571429,0.5020026702269693,0.43351063829787234,0.4429347826086957,0.9325153374233128,0.675,0.4074074074074074,0.045454545454545456,0.3615819209039548,0.5,0.32843791722296395,0.4563394526034716,0.503457638888889,0.45340141242937854,0.11827956989247312,0.12029161603888214,,0.20585048754062837,0.24593716143011918,10.783673469387756,0.2966526357987573,1.0,4.0,,2.0,10.0,,3.0,3.0,14.0,,3.0,9.0,10.0,2.0,1.0,0.21428571428571427,,0.21428571428571427,0.018691588785046728,0.0053404539385847796,0.25,0.25,1.0,0.01335113484646195,0.2,0.2,1.0,,0.01694915254237288,,0.2,24.607142857142858,,,,,1.0,,1.0,,,4.0,13.0,21.0,,3.0,,,,,0.00625,,,,,,,,,True,
2240,1610612744,Gilbert Arenas,Gilbert Arenas,2240,GSW,123235.0,2054,-57.0,4126,4098,1138.0,921.0,617.0,8224,163.0,269.0,13.0,25.0,60.0,92.0,30.0,106.0,95.0,235.0,288.0,610.0,254.0,1073.0,4503,24.0,52.0,26.0,104.0,95.0,190.0,116.0,384.0,114.0,462.0,22.0,60.0,344.0,53.0,397.0,42.0,158.0,69.0,117.0,847.0,7.0,46.0,4.0,42.0,151.0,5.0,198.0,57.0,255.0,9.0,87.0,45.0,42.0,112.0,32.0,78.0,94.0,17.0,34.0,7.0,206.0,58.0,69.0,178.0,5.0,27.0,316.0,27.0,128.0,1.0,36.0,14.0,,9.0,,1.0,4.0,14.0,9.0,9.0,,1.0,384.0,1138.0,27.0,0.19791666666666666,0.20577617328519857,0.4721311475409836,0.46153846153846156,0.5,0.49041916167664673,0.5416666666666666,0.5,0.5468106995884774,0.5842696629213483,0.5699404761904762,0.09836065573770492,0.12639405204460966,0.20754716981132076,0.01702127659574468,24.075209482934806,0.5436893203883495,0.0423728813559322,0.03418803418803419,0.09145972138098123,0.028117359413202935,0.10741687979539642,0.017412935323383085,0.09451518119490696,0.026005888125613347,0.03836930455635491,0.027164685908319185,0.022222222222222223,0.018691588785046728,0.012345679012345678,0.07971014492753623,0.08809135399673736,0.10256410256410256,0.11262798634812286,0.09183673469387756,0.022727272727272728,0.6428571428571429,0.3221556886227545,0.6059479553903345,0.6936170212765957,0.17791411042944785,0.12694610778443113,0.2830188679245283,0.35714285714285715,0.06666666666666667,0.281437125748503,0.40425531914893614,0.41125541125541126,0.2736842105263158,0.3472222222222222,0.52,0.07692307692307693,0.34328358208955223,0.6521739130434783,0.5916167664670658,0.4990083433373349,0.4922048387096774,0.4865990601503761,0.13782051282051283,0.180028129395218,0.0044444444444444444,0.09692451071761417,0.35787511649580617,8.73672131147541,0.275811924381968,6.0,19.0,7.0,75.0,206.0,24.0,71.0,81.0,225.0,26.0,78.0,147.0,204.0,75.0,0.6049382716049383,0.36,0.3333333333333333,0.3632286995515695,0.2694610778443114,0.022754491017964073,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.2467065868263473,0.3640776699029126,0.36764705882352944,0.5866666666666667,0.026119402985074626,0.26492537313432835,0.3380281690140845,0.36764705882352944,25.329777777777785,1.0,1.0,2.0,9.0,19.0,10.0,20.0,96.0,2.0,11.0,10.0,14.0,,,0.5,0.013888888888888888,1.0,,0.2638888888888889,0.47368421052631576,0.8888888888888888,0.2857142857142857,2.0,1.0,1.0,0.008888888888888889,0.009708737864077669,True,
1863,1610612744,Earl Boykins,Earl Boykins,1863,GSW,32511.0,542,22.0,1044,1036,473.0,412.0,156.0,2080,17.0,24.0,,,8.0,11.0,26.0,71.0,26.0,73.0,69.0,168.0,79.0,247.0,1108,5.0,17.0,4.0,17.0,29.0,68.0,57.0,133.0,36.0,102.0,2.0,16.0,76.0,21.0,97.0,15.0,27.0,12.0,37.0,215.0,2.0,11.0,,1.0,16.0,,17.0,13.0,30.0,3.0,20.0,6.0,14.0,18.0,5.0,9.0,19.0,3.0,9.0,7.0,37.0,18.0,11.0,37.0,,2.0,90.0,7.0,23.0,,22.0,2.0,1.0,,1.0,2.0,,3.0,2.0,,,,133.0,473.0,9.0,0.2608695652173913,0.2647058823529412,0.4107142857142857,0.29411764705882354,0.4264705882352941,0.42857142857142855,0.325,0.4523809523809524,0.5149572649572649,0.36363636363636365,0.5745614035087719,0.09523809523809523,0.125,0.09859154929577464,0.0821917808219178,21.749598715890848,0.4864864864864865,,,0.03755868544600939,0.02650602409638554,0.009708737864077669,0.022222222222222223,0.03213610586011342,0.02574257425742574,0.010416666666666666,0.041666666666666664,0.019867549668874173,0.013333333333333334,0.06666666666666667,0.019801980198019802,0.02631578947368421,0.057803468208092484,0.013888888888888888,,0.0297029702970297,0.6666666666666666,0.12244897959183673,0.7083333333333334,0.8095238095238095,0.35294117647058826,0.3622448979591837,0.36619718309859156,0.40625,0.19230769230769232,0.37244897959183676,0.3561643835616438,0.3880597014925373,0.2692307692307692,,,,0.13095238095238096,0.7272727272727273,0.2653061224489796,0.42709107142857144,0.3797111111111111,0.4343244047619048,0.10849056603773585,0.125,,0.06882591093117409,0.5384615384615384,11.3625,0.45306513409961685,1.0,3.0,3.0,9.0,25.0,5.0,13.0,10.0,28.0,6.0,16.0,21.0,25.0,9.0,0.7,0.35714285714285715,0.375,0.35714285714285715,0.14285714285714285,0.015306122448979591,0.3333333333333333,0.3333333333333333,1.0,0.12755102040816327,0.36,0.36,0.6666666666666666,0.03571428571428571,0.15476190476190477,0.38461538461538464,0.36,25.22142857142857,,1.0,1.0,1.0,2.0,1.0,3.0,9.0,,6.0,1.0,7.0,,,0.3333333333333333,0.05,,,0.1,0.5,1.0,0.3333333333333333,,,,,,True,
2202,1610612744,Jason Richardson,Jason Richardson,2202,GSW,115831.0,1931,-126.0,3856,3851,1033.0,860.0,577.0,7707,124.0,201.0,19.0,39.0,39.0,58.0,61.0,187.0,73.0,209.0,258.0,597.0,137.0,908.0,4275,27.0,71.0,15.0,102.0,69.0,136.0,57.0,255.0,242.0,274.0,42.0,56.0,146.0,34.0,180.0,27.0,50.0,33.0,63.0,394.0,12.0,66.0,,50.0,130.0,5.0,185.0,78.0,263.0,15.0,53.0,33.0,20.0,76.0,9.0,42.0,50.0,9.0,34.0,7.0,126.0,29.0,49.0,139.0,7.0,21.0,170.0,15.0,77.0,1.0,15.0,12.0,,7.0,,,5.0,12.0,7.0,2.0,,,255.0,1033.0,18.0,0.4689922480620155,0.510548523206751,0.4321608040201005,0.38028169014084506,0.5073529411764706,0.463898916967509,0.4393939393939394,0.47596153846153844,0.5,0.46788990825688076,0.5357142857142857,0.09380234505862646,0.11442786069651742,0.1443850267379679,0.028708133971291867,22.6159230096238,0.6031746031746031,0.045454545454545456,,0.08322663252240717,0.04319371727748691,0.136986301369863,0.031578947368421054,0.0934094447327452,0.040880503144654086,0.06631299734748011,0.046181172291296625,0.025510204081632654,0.032679738562091505,0.02702702702702703,0.057356608478802994,0.0779896013864818,0.10616438356164383,0.13653136531365315,0.13829787234042554,0.03537735849056604,0.5833333333333334,0.24187725631768953,0.6169154228855721,0.6966292134831461,0.5403225806451613,0.2250300842358604,0.32620320855614976,0.38125,0.32786885245901637,0.25150421179302046,0.3492822966507177,0.35960591133004927,0.4657534246575342,0.3939393939393939,0.48717948717948717,0.15789473684210525,0.27884615384615385,0.6724137931034483,0.5234657039711191,0.49432137681159427,0.5061876470588235,0.4943165048543688,0.08734602463605823,0.11684370257966616,0.004273504273504274,0.11233480176211454,0.28083700440528636,8.919932998324956,0.2678941908713693,10.0,29.0,9.0,75.0,205.0,17.0,63.0,85.0,234.0,20.0,72.0,207.0,203.0,75.0,0.8117647058823529,0.36324786324786323,0.2777777777777778,0.36637931034482757,0.2815884476534296,0.03489771359807461,0.3448275862068966,0.3448275862068966,0.9,0.246690734055355,0.36585365853658536,0.36585365853658536,0.8,0.04326923076923077,0.30288461538461536,0.2698412698412698,0.3694581280788177,25.125213675213676,2.0,5.0,3.0,9.0,23.0,11.0,28.0,48.0,2.0,7.0,9.0,,,,0.39285714285714285,0.050505050505050504,0.4,1.0,0.23232323232323232,0.391304347826087,0.8888888888888888,0.3333333333333333,,,1.0,,,True,
2399,1610612744,Mike Dunleavy,Mike Dunleavy,2399,GSW,27466.0,458,29.0,930,920,407.0,337.0,135.0,1850,21.0,32.0,6.0,10.0,7.0,12.0,5.0,24.0,12.0,25.0,38.0,81.0,22.0,146.0,1005,7.0,18.0,,17.0,12.0,28.0,9.0,57.0,46.0,30.0,8.0,11.0,29.0,7.0,36.0,5.0,14.0,5.0,10.0,79.0,,18.0,1.0,9.0,27.0,2.0,38.0,19.0,57.0,1.0,21.0,12.0,9.0,15.0,3.0,11.0,12.0,3.0,4.0,3.0,27.0,7.0,19.0,41.0,3.0,2.0,30.0,3.0,10.0,,6.0,8.0,,5.0,,,3.0,8.0,6.0,,,,57.0,407.0,6.0,0.6052631578947368,0.6764705882352942,0.4691358024691358,0.3888888888888889,0.42857142857142855,0.45255474452554745,0.3695652173913043,0.47058823529411764,0.4866666666666667,0.3695652173913043,0.49137931034482757,0.13580246913580246,0.09375,0.3333333333333333,,16.09090909090909,0.5555555555555556,0.0625,0.029411764705882353,0.07479224376731301,0.05454545454545454,0.13043478260869565,,0.08372093023255814,0.04245283018867924,0.05154639175257732,0.05405405405405406,0.05737704918032787,,,0.06329113924050633,0.06569343065693431,0.0896551724137931,0.11320754716981132,0.1875,0.014285714285714285,0.75,0.23357664233576642,0.65625,0.7241379310344828,0.6190476190476191,0.17518248175182483,0.20833333333333334,0.3125,0.4,0.18248175182481752,0.48,0.48,0.6666666666666666,0.43478260869565216,0.6,0.16666666666666666,0.23529411764705882,0.5833333333333334,0.6423357664233577,0.49933296296296303,0.476347619047619,0.49916428571428584,0.06944444444444445,0.11363636363636363,,0.11643835616438356,0.3904109589041096,8.634567901234565,0.4376344086021505,3.0,16.0,8.0,13.0,40.0,6.0,15.0,16.0,56.0,8.0,23.0,48.0,38.0,13.0,1.0,0.2857142857142857,0.34782608695652173,0.2962962962962963,0.40875912408759124,0.11678832116788321,0.1875,0.1875,1.0,0.291970802919708,0.325,0.3333333333333333,1.0,0.1568627450980392,0.29411764705882354,0.4,0.34210526315789475,25.741071428571423,,1.0,2.0,1.0,4.0,1.0,5.0,,2.0,2.0,,,,,0.2,0.043478260869565216,,,0.17391304347826086,0.25,1.0,0.25,1.0,,,0.017857142857142856,0.025,True,
682,1610612744,Bob Sura,Bob Sura,682,GSW,24502.0,408,-60.0,779,784,293.0,266.0,109.0,1563,27.0,50.0,2.0,6.0,9.0,19.0,3.0,19.0,4.0,20.0,34.0,89.0,35.0,127.0,858,2.0,8.0,1.0,14.0,11.0,36.0,19.0,50.0,38.0,30.0,2.0,8.0,43.0,10.0,53.0,7.0,14.0,8.0,21.0,116.0,1.0,14.0,2.0,7.0,16.0,5.0,28.0,17.0,45.0,1.0,18.0,8.0,10.0,22.0,6.0,7.0,13.0,2.0,15.0,,35.0,15.0,17.0,42.0,,4.0,52.0,,14.0,,12.0,,,,,,,,,,,1.0,50.0,293.0,4.0,0.5588235294117647,0.5757575757575758,0.38202247191011235,0.25,0.3055555555555556,0.39316239316239315,0.5,0.3522727272727273,0.44405594405594406,0.5,0.43103448275862066,0.0898876404494382,0.1,0.05263157894736842,0.1,19.41112322791712,0.6285714285714286,0.2631578947368421,0.07407407407407407,0.04953560371517028,0.046357615894039736,0.0958904109589041,0.013513513513513514,0.05808080808080808,0.0398936170212766,0.011764705882352941,0.039603960396039604,0.07758620689655173,0.015873015873015872,,0.024390243902439025,0.06140350877192982,0.05511811023622047,0.08333333333333333,0.12,0.015151515151515152,,0.42735042735042733,0.54,0.6,0.5925925925925926,0.1623931623931624,0.15789473684210525,0.16666666666666666,,0.17094017094017094,0.2,0.2222222222222222,0.75,0.46153846153846156,0.3333333333333333,,0.4318181818181818,0.47368421052631576,0.6666666666666666,0.5156777777777778,0.4778208333333333,0.4910477272727272,0.10687022900763359,0.13592233009708737,,0.11023622047244094,0.3937007874015748,5.858426966292135,0.3761232349165597,5.0,8.0,2.0,3.0,20.0,1.0,6.0,8.0,28.0,3.0,8.0,18.0,20.0,3.0,0.75,0.2857142857142857,0.375,0.2857142857142857,0.23931623931623933,0.06837606837606838,0.625,0.625,0.8,0.17094017094017094,0.15,0.15,0.6666666666666666,0.045454545454545456,0.13636363636363635,0.16666666666666666,0.15,24.88571428571429,2.0,2.0,2.0,1.0,3.0,3.0,5.0,6.0,,3.0,6.0,,,1.0,0.6,0.15384615384615385,1.0,1.0,0.23076923076923078,0.3333333333333333,1.0,1.0,,,,,,True,
2351,1610612744,Oscar Torres,Oscar Torres,2351,GSW,3947.0,66,18.0,127,124,45.0,25.0,25.0,251,1.0,5.0,,1.0,,1.0,2.0,2.0,2.0,6.0,5.0,13.0,6.0,25.0,131,1.0,2.0,,2.0,1.0,2.0,4.0,9.0,4.0,6.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,5.0,1.0,1.0,,,6.0,,6.0,2.0,8.0,,3.0,1.0,2.0,2.0,,1.0,2.0,1.0,1.0,1.0,4.0,3.0,,6.0,,,10.0,,3.0,,2.0,1.0,,1.0,,,,1.0,1.0,,,,9.0,45.0,,0.4,0.4,0.38461538461538464,0.5,0.5,0.5277777777777778,0.5,0.8333333333333334,0.5434782608695652,0.5,0.75,0.07692307692307693,0.2,,,17.307692307692307,0.5,,,0.10714285714285714,0.018867924528301886,,0.16666666666666666,0.0967741935483871,0.03389830508474576,,,0.05263157894736842,0.2,,0.125,0.10526315789473684,0.09523809523809523,,,,1.0,0.2777777777777778,0.2,0.25,,0.1111111111111111,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,,,0.3333333333333333,,0.5555555555555556,0.48548888888888886,0.5018,0.41500000000000004,0.14285714285714285,0.1875,,0.08,0.36,9.899999999999999,0.3543307086614173,,1.0,,3.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,6.0,4.0,3.0,0.6666666666666666,0.6,1.0,0.6,0.2777777777777778,0.05555555555555555,,,,0.2222222222222222,0.75,0.75,0.6666666666666666,,0.3333333333333333,1.0,0.75,25.24,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,True,
