EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,ShootingFouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyArc3FGA,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg3aBlocked,LostBallSteals,PenaltyTurnovers,Blocked3s,BlockedArc3,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,FG3APctBlocked,Arc3PctBlocked,PenaltyArc3Frequency,PenaltyPointsPct,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,AtRimAssists,Offensive Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyAtRimFGM,PenaltyFG2M,PtsPutbacks,FTOffRebounds,BlockedShortMidRange,PenaltyFg2Pct,PenaltyEfgPct,OffFTReboundPct,OffArc3ReboundPct,PenaltyAtRimAccuracy,BadPassTurnovers,HeaveAttempts,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,PenaltyFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,on,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,Clear Path Fouls,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,BlockedCorner3,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,HeaveMakes
1496,1610612755,Keith Van Horn,Keith Van Horn,1496,PHI,921.0,15,6.0,26,29,4.0,11,2.0,55,1.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,9.0,26,6.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,0.75,0.4285714285714285,0.5625,0.4285714285714285,33.333333333333336,0.1666666666666666,0.1666666666666666,0.5,0.2142857142857142,0.0909090909090909,0.5,0.1666666666666666,0.25,0.5,0.1428571428571428,1.0,1.0,0.4285714285714285,0.6666666666666666,0.6666666666666666,0.1428571428571428,0.2857142857142857,0.5714285714285714,0.4809928571428572,0.25,0.4,8.25,24.5,0.1538461538461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,1610612755,Brian Skinner,Brian Skinner,1730,PHI,2381.0,40,-8.0,75,74,17.0,20,13.0,149,1.0,6.0,,3.0,,,1.0,9.0,,6.0,8.0,67,,,1.0,,1.0,,,2.0,6.0,,6.0,8.0,7.0,15.0,1.0,,3.0,,3.0,8.0,,4.0,17.0,1.0,0.1111111111111111,0.1111111111111111,0.3076923076923077,,17.97752808988764,0.2608695652173913,0.1875,,0.1935483870967742,0.1891891891891892,0.1428571428571428,0.4285714285714285,0.1818181818181818,,0.6666666666666666,0.1666666666666666,0.25,0.3333333333333333,,,,,0.6666666666666666,0.4971999999999999,0.3076923076923077,0.3076923076923077,3.7666666666666666,,0.2266666666666666,1.0,4.0,1.0,1.0,5.0,4.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.4285714285714285,0.2222222222222222,0.3333333333333333,0.6666666666666666,1.0,0.2,0.3,0.125,1.0,0.2,0.1666666666666666,1.0,1.0,0.8,0.25,1.0,0.3333333333333333,0.51264,0.4324666666666667,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,1610612755,John Salmons,John Salmons,2422,PHI,1022.0,17,-7.0,36,36,17.0,19,4.0,72,,3.0,,,,1.0,,3.0,1.0,3.0,3.0,27,,1.0,1.0,,1.0,,1.0,2.0,,1.0,1.0,2.0,,2.0,1.0,1.0,3.0,,2.0,4.0,,2.0,17.0,,,,0.25,0.25,22.5,0.0625,,0.3333333333333333,0.1052631578947368,,,,,0.3333333333333333,0.75,,,,,,,0.25,1.0,0.4266,0.3333333333333333,0.4,1.0,31.9,0.4722222222222222,,,2.0,,,,,2.0,,2.0,,,,,1.0,,2.0,2.0,,1.0,,,1.0,1.0,,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,,0.2,,1.0,,,,,0.6666666666666666,,0.3574,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,3033.0,51,8.0,95,96,22.0,34,14.0,191,1.0,4.0,2.0,3.0,1.0,2.0,4.0,13.0,3.0,4.0,15.0,76,2.0,2.0,4.0,,4.0,,1.0,8.0,,2.0,3.0,6.0,,6.0,2.0,1.0,2.0,,7.0,5.0,,1.0,22.0,,0.3076923076923077,0.34375,0.4166666666666667,0.1875,17.857142857142854,0.0909090909090909,,0.2857142857142857,0.125,,,0.0833333333333333,0.1538461538461538,0.3333333333333333,0.25,0.25,0.3333333333333333,0.1875,0.6666666666666666,0.6666666666666666,0.0625,0.125,0.4375,0.4404125,0.0588235294117647,0.0714285714285714,11.500000000000002,24.866666666666664,0.231578947368421,,,2.0,1.0,2.0,,2.0,3.0,6.0,1.0,1.0,,1.0,,6.0,4.0,,,3.0,,,,,,,0.75,0.75,0.5,0.5,0.5,0.0769230769230769,0.25,,0.3333333333333333,,,,,,,,1.0,,,,0.6666666666666666,0.3617,0.4195666666666666,0.1333333333333333,,,4.0,4.0,,2.0,1.0,,,4.0,0.4,,,,0.2666666666666666,1.0,6.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.375,0.1666666666666666,0.1666666666666666,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1610612755,Mark Bryant,Mark Bryant,95,PHI,4564.0,76,-6.0,144,145,40.0,62,21.0,289,2.0,3.0,3.0,8.0,,,5.0,17.0,,2.0,12.0,129,2.0,,,1.0,1.0,1.0,,3.0,5.0,2.0,7.0,9.0,7.0,16.0,1.0,,5.0,,12.0,2.0,,1.0,40.0,4.0,0.2941176470588235,0.2941176470588235,0.3333333333333333,,13.529411764705882,0.1489361702127659,0.0793650793650793,0.1666666666666666,0.1525423728813559,0.0821917808219178,0.0454545454545454,0.2,0.1666666666666666,0.1818181818181818,0.1764705882352941,0.6666666666666666,0.6666666666666666,0.4705882352941176,0.375,0.375,,,0.1764705882352941,0.3998588235294118,0.0555555555555555,0.0555555555555555,11.258823529411766,,0.2777777777777778,,,1.0,1.0,3.0,,2.0,2.0,8.0,,,1.0,,,1.0,,4.0,4.0,3.0,1.0,1.0,,1.0,1.0,,0.8,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.8,,0.1,,0.2,,0.0714285714285714,,1.0,1.0,,,,0.5,0.38705,0.32145,0.1666666666666666,,,2.0,4.0,,1.0,1.0,,,4.0,0.6666666666666666,,,,0.3333333333333333,,6.0,,,,,,1.0,,,,,,0.6666666666666666,0.3529411764705882,,,,,,,,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.1666666666666666,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,1610612755,Greg Buckner,Greg Buckner,1761,PHI,2825.0,47,4.0,89,88,25.0,37,17.0,177,3.0,4.0,,2.0,1.0,1.0,4.0,7.0,2.0,5.0,13.0,82,8.0,1.0,2.0,,2.0,,,4.0,1.0,1.0,8.0,9.0,1.0,10.0,,,2.0,,5.0,6.0,,3.0,25.0,,0.5714285714285714,0.4444444444444444,0.5416666666666666,0.2222222222222222,12.612612612612612,0.32,0.0227272727272727,0.125,0.2727272727272727,0.0196078431372549,,0.2857142857142857,0.4444444444444444,0.1428571428571428,0.4444444444444444,0.75,1.0,0.2222222222222222,,,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.4687722222222221,0.25,0.3,5.928571428571429,24.2,0.2808988764044944,2.0,3.0,1.0,2.0,4.0,,4.0,3.0,,1.0,1.0,,,,4.0,2.0,2.0,1.0,3.0,1.0,,,,,,,,0.5,0.5,0.5,0.1428571428571428,0.25,1.0,,,0.0666666666666666,,,0.2222222222222222,,,,0.75,0.6666666666666666,,0.3333333333333333,0.5044,0.4132333333333333,0.3076923076923077,,,,2.0,,2.0,1.0,,,2.0,0.3333333333333333,,,,0.1538461538461538,1.0,1.0,,,,,1.0,,,,,,,,0.1111111111111111,1.0,1.0,,,,,,1.0,1.0,2.0,,,0.3333333333333333,0.3333333333333333,,,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,3354.0,56,-14.0,99,101,17.0,37,12.0,200,3.0,3.0,,3.0,,1.0,4.0,9.0,1.0,7.0,15.0,96,,,4.0,,4.0,,,8.0,,1.0,1.0,2.0,1.0,3.0,4.0,1.0,7.0,3.0,7.0,8.0,,3.0,17.0,,0.4444444444444444,0.4,0.5357142857142857,0.1,18.260869565217394,0.032258064516129,,0.1111111111111111,0.05,0.0212765957446808,,0.1,,0.1111111111111111,0.3,1.0,1.0,0.3,,,,0.1,0.4,0.5155888888888889,0.2307692307692307,0.25,8.411111111111111,57.1,0.1717171717171717,,,,,,,,2.0,8.0,,,1.0,,,3.0,2.0,3.0,1.0,3.0,,,,,,,1.0,1.0,,,,,,0.4285714285714285,,0.1666666666666666,,,,,,,1.0,,,,,,0.2986499999999999,,1.0,1.0,1.0,3.0,,1.0,1.0,,,3.0,0.375,,,0.3333333333333333,0.2,1.0,3.0,,,,,4.0,1.0,,1.0,,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,,,1.0,,,,0.5,0.3333333333333333,,0.3333333333333333,,2.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,2865.0,48,-4.0,95,95,31.0,51,12.0,190,3.0,5.0,1.0,5.0,1.0,3.0,12.0,27.0,4.0,9.0,39.0,88,20.0,3.0,2.0,,2.0,,,4.0,,,2.0,2.0,,2.0,2.0,,7.0,,2.0,13.0,,3.0,31.0,,0.4444444444444444,0.4838709677419355,0.5138888888888888,0.1290322580645161,39.090909090909086,0.074074074074074,,,0.0571428571428571,,,0.1111111111111111,0.1111111111111111,,0.1612903225806451,0.6,0.75,0.1612903225806451,0.2,0.2,0.032258064516129,0.0967741935483871,0.2903225806451613,0.4293403225806452,0.088235294117647,0.1,12.94814814814815,24.575,0.3263157894736842,1.0,1.0,1.0,1.0,1.0,,2.0,6.0,4.0,1.0,,,,,2.0,2.0,5.0,1.0,,,,,,,,0.1666666666666666,0.1666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.037037037037037,0.2,0.7142857142857143,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,0.125,0.623875,0.44218125,0.0512820512820512,1.0,2.0,6.0,15.0,,,2.0,,,15.0,0.625,,,0.125,0.3846153846153846,8.0,17.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,0.5,0.5,0.5,,0.5483870967741935,0.4705882352941176,0.4705882352941176,0.125,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,1.0,3.0,,,,0.5,0.5625,,,1.0,4.0,,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.125,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,1610612755,Todd MacCulloch,Todd MacCulloch,1928,PHI,637.0,11,-4.0,22,23,8.0,18,2.0,45,1.0,3.0,,1.0,,,1.0,4.0,,2.0,4.0,22,,,,,,,,,,,1.0,2.0,,2.0,,,,,,2.0,,1.0,8.0,,0.25,0.25,0.4,,20.0,0.2,,,0.1428571428571428,,,,,,0.75,0.3333333333333333,1.0,0.25,,,,,0.75,0.5254,0.2,0.2,2.4,,0.3636363636363636,,,1.0,,,2.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,0.5,0.6666666666666666,,0.5,,,,,1.0,,1.0,1.0,,,,1.0,,0.5235,0.5,,,2.0,2.0,,,,,,2.0,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,1610612755,Art Long,Art Long,1609,PHI,161.0,3,-1.0,5,5,,1,1.0,10,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,14.285714285714285,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
