EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedArc3,OffensiveGoaltends,Arc3PctBlocked,Clear Path Fouls,on
109,1610612747,Robert Horry,Robert Horry,109,LAL,120881.0,2015,243,3895,3873,1397,1384,510,7768,62.0,113,19.0,49.0,21.0,34.0,17,53,29.0,78.0,9.0,40.0,5.0,3.0,17.0,33.0,107.0,3.0,10.0,9.0,30.0,108,244,42.0,147.0,87.0,429,3949,24.0,63,3.0,15.0,12.0,69,28.0,59.0,12.0,47.0,38.0,130.0,128,88,120.0,6.0,34.0,107.0,33.0,11.0,1.0,151.0,43.0,194.0,34.0,9.0,67.0,27.0,57.0,431.0,28.0,121,9.0,44.0,200,30.0,274,158,432,9.0,82.0,48.0,34.0,54,19.0,39.0,38.0,5.0,15.0,3.0,92,6.0,38.0,109.0,212,15.0,8.0,110.0,13.0,45.0,16.0,48.0,1.0,32.0,1.0,5.0,11.0,49.0,23.0,1.0,1.0,130.0,1397,26.0,0.5925925925925926,0.7032967032967034,0.9523809523809523,0.2857142857142857,0.2,0.2553191489361702,0.2857142857142857,0.4426229508196721,0.38095238095238093,0.4745762711864407,0.4373401534526854,0.36538461538461536,0.4339622641509434,0.4886104783599089,0.40588235294117647,0.5038759689922481,0.37595907928388744,0.006802721088435374,0.045081967213114756,0.061946902654867256,0.05660377358490566,0.01282051282051282,0.025,11.750387253817216,0.5869565217391305,0.22727272727272727,0.06382978723404255,0.13614703880190607,0.08618233618233619,0.11764705882352941,0.06320541760722348,0.13239283776451438,0.08067135896047645,0.047752808988764044,0.09839816933638444,0.09983633387888707,0.060126582278481014,0.07086614173228346,0.11081794195250659,0.1613588110403397,0.13247172859450726,0.11702127659574468,0.11956521739130435,0.04072398190045249,0.46938775510204084,0.289002557544757,0.5486725663716814,0.5849056603773585,0.5645161290322581,0.13554987212276215,0.32075471698113206,0.34,0.47058823529411764,0.19948849104859334,0.3717948717948718,0.37662337662337664,0.7241379310344828,0.10230179028132992,0.225,0.23076923076923078,1.0,0.27365728900255754,0.308411214953271,0.308411214953271,0.9393939393939394,0.6282051282051282,0.3877551020408163,0.05263157894736842,0.0641025641025641,0.1282051282051282,0.3,0.6666666666666666,0.32075471698113206,0.6176470588235294,0.16037735849056603,0.17647058823529413,0.2830188679245283,0.3,0.6649616368286445,0.308411214953271,0.503077763496144,0.5187401639344262,0.5047380952380953,0.10638297872340426,0.16304347826086957,0.16083916083916083,0.30303030303030304,7.6008196721311485,24.915646258503397,0.35866495507060336,,,,,,,,,,,,,,True
145,1610612747,Tracy Murray,Tracy Murray,145,LAL,6112.0,102,-28,206,205,81,99,26,411,,1,,1.0,,,3,4,3.0,9.0,,5.0,,,4.0,1.0,13.0,,2.0,,4.0,6,14,1.0,18.0,2.0,17,230,1.0,2,,2.0,,2,1.0,3.0,,8.0,,2.0,8,4,3.0,,,12.0,1.0,,,6.0,2.0,8.0,1.0,1.0,3.0,,3.0,18.0,,2,,4.0,10,,14,2,16,,4.0,3.0,1.0,9,1.0,7.0,2.0,,2.0,,11,1.0,2.0,4.0,13,2.0,,3.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,2.0,1.0,,,2.0,81,2.0,0.6666666666666666,0.6666666666666666,1.0,0.05555555555555555,,,0.058823529411764705,0.42857142857142855,0.5,0.3333333333333333,0.234375,0.25,0.09090909090909091,0.25757575757575757,0.25,0.09090909090909091,0.5625,,,,,,,18.410041841004183,0.8181818181818182,,,0.14492753623188406,0.029411764705882353,0.3076923076923077,,0.17073170731707318,0.02197802197802198,0.07142857142857142,,0.030303030303030304,,,0.17647058823529413,0.11538461538461539,0.15384615384615385,0.3333333333333333,0.25,,0.5,0.03125,,,,0.125,0.75,0.75,0.3333333333333333,0.28125,0.3333333333333333,0.3333333333333333,1.0,0.15625,,,,0.40625,0.07692307692307693,0.07692307692307693,1.0,0.25,,,,0.5,,,,,0.36363636363636365,,0.36363636363636365,,0.59375,0.08333333333333333,0.46424193548387105,0.459525,0.44657,0.03125,0.07142857142857142,0.11764705882352941,0.11764705882352941,14.578571428571427,25.827777777777776,0.3932038834951456,1.0,,,,,,,,,,,,,True
1904,1610612747,Devean George,Devean George,1904,LAL,73574.0,1226,102,2362,2353,889,798,335,4715,45.0,80,21.0,35.0,7.0,18.0,12,51,37.0,103.0,10.0,32.0,5.0,4.0,10.0,20.0,68.0,1.0,7.0,11.0,35.0,94,234,30.0,100.0,68.0,346,2434,24.0,49,3.0,12.0,13.0,70,16.0,55.0,15.0,45.0,39.0,116.0,146,42,84.0,6.0,24.0,66.0,20.0,20.0,,51.0,18.0,69.0,14.0,4.0,21.0,7.0,23.0,156.0,18.0,54,6.0,32.0,99,14.0,145,78,223,11.0,42.0,20.0,22.0,29,4.0,16.0,25.0,5.0,13.0,2.0,54,8.0,15.0,59.0,137,6.0,12.0,86.0,3.0,24.0,19.0,27.0,,11.0,,5.0,11.0,27.0,16.0,1.0,,116.0,889,24.0,0.776595744680851,0.8902439024390244,0.9333333333333333,0.3,0.25,0.3333333333333333,0.30612244897959184,0.4017094017094017,0.4897959183673469,0.2909090909090909,0.4161676646706587,0.4672131147540984,0.385,0.4613333333333333,0.5147058823529411,0.46774193548387094,0.2994011976047904,,0.08547008547008547,0.15,0.13725490196078433,0.009708737864077669,,15.46503244412401,0.5370370370370371,0.1728395061728395,0.06593406593406594,0.1125,0.06199770378874857,0.15311004784688995,0.06666666666666667,0.12029384756657484,0.06310254163014899,0.0660377358490566,0.07251908396946564,0.05289672544080604,0.06403940886699508,0.07462686567164178,0.11688311688311688,0.08888888888888889,0.1266490765171504,0.15286624203821655,0.15384615384615385,0.06077348066298342,0.5925925925925926,0.23952095808383234,0.5625,0.6617647058823529,0.6666666666666666,0.15269461077844312,0.23529411764705882,0.2727272727272727,0.6666666666666666,0.3083832335329341,0.3592233009708738,0.3627450980392157,0.9459459459459459,0.09580838323353294,0.3125,0.3125,1.0,0.20359281437125748,0.29411764705882354,0.29411764705882354,0.9,0.5737704918032787,0.6,0.2857142857142857,0.08196721311475409,0.11475409836065574,0.14285714285714285,1.0,0.18,0.3888888888888889,0.1,0.4,0.35,0.3142857142857143,0.5389221556886228,0.30303030303030304,0.47932341389728106,0.5116563636363636,0.46910306122448986,0.0702247191011236,0.09411764705882353,0.2023121387283237,0.3352601156069364,9.962820512820516,25.697000000000006,0.3763759525825571,2.0,2.0,1.0,2.0,0.4,1.0,0.009900990099009901,,,,,,,True
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,31270.0,521,-16,998,993,299,330,131,1991,9.0,14,4.0,4.0,4.0,5.0,7,28,18.0,36.0,,6.0,,,4.0,30.0,67.0,6.0,11.0,11.0,27.0,34,78,30.0,73.0,6.0,164,1035,5.0,10,6.0,11.0,2.0,30,11.0,16.0,11.0,31.0,4.0,59.0,48,20,87.0,3.0,6.0,64.0,30.0,6.0,,38.0,14.0,52.0,11.0,3.0,16.0,7.0,15.0,118.0,2.0,7,,9.0,46,6.0,61,9,70,1.0,19.0,13.0,6.0,18,5.0,16.0,9.0,2.0,2.0,1.0,27,1.0,4.0,17.0,37,2.0,,8.0,,3.0,1.0,9.0,,5.0,,1.0,3.0,9.0,4.0,,,59.0,299,11.0,0.7058823529411765,0.7741935483870968,0.9666666666666667,0.410958904109589,0.5454545454545454,0.3548387096774194,0.42857142857142855,0.4358974358974359,0.5,0.6875,0.5231788079470199,0.6666666666666666,0.5851063829787234,0.5290322580645161,0.6818181818181818,0.59,0.48344370860927155,,0.07692307692307693,0.07142857142857142,0.17857142857142858,,,15.716753022452504,0.6666666666666666,0.14285714285714285,,0.12332439678284182,0.018666666666666668,0.10843373493975904,0.015873015873015872,0.1206140350877193,0.017964071856287425,,0.019867549668874173,0.02666666666666667,0.020618556701030927,,0.08256880733944955,0.1557377049180328,0.1267605633802817,0.0847457627118644,0.16666666666666666,0.013157894736842105,0.4444444444444444,0.09271523178807947,0.6428571428571429,0.6923076923076923,0.4444444444444444,0.18543046357615894,0.25,0.30434782608695654,0.2857142857142857,0.23841059602649006,0.5,0.5,1.0,0.039735099337748346,,,,0.44370860927152317,0.44776119402985076,0.44776119402985076,0.9666666666666667,0.19047619047619047,1.0,0.25,,0.5238095238095238,0.5454545454545454,1.0,0.10638297872340426,0.8,0.0851063829787234,,0.574468085106383,0.4074074074074074,0.5761589403973509,0.46875,0.4664439189189189,0.47561428571428577,0.46596818181818184,0.01948051948051948,0.037037037037037035,0.18292682926829268,0.3597560975609756,11.865384615384615,26.59178082191781,0.2995991983967936,3.0,,,,,,,,,,,,,True
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,204235.0,3404,260,6578,6563,2112,1964,870,13141,267.0,422,37.0,68.0,94.0,157.0,159,387,318.0,791.0,11.0,33.0,8.0,5.0,14.0,113.0,291.0,8.0,23.0,43.0,135.0,744,1600,124.0,324.0,601.0,2461,6865,63.0,150,14.0,31.0,56.0,224,229.0,487.0,48.0,149.0,322.0,924.0,542,946,228.0,144.0,46.0,281.0,113.0,77.0,2.0,378.0,103.0,481.0,55.0,48.0,192.0,80.0,106.0,1065.0,24.0,77,5.0,89.0,353,16.0,458,106,564,27.0,181.0,118.0,63.0,179,35.0,105.0,109.0,19.0,74.0,7.0,288,19.0,89.0,58.0,218,6.0,37.0,713.0,51.0,267.0,82.0,64.0,3.0,29.0,2.0,12.0,23.0,67.0,37.0,3.0,,924.0,2112,39.0,0.364247311827957,0.37586685159500693,0.6129032258064516,0.38271604938271603,0.45161290322580644,0.3221476510067114,0.39490445859872614,0.465,0.42,0.4702258726899384,0.48336798336798337,0.46408839779005523,0.47327044025157233,0.5435563538392456,0.5215311004784688,0.5650557620817844,0.1683991683991684,0.006172839506172839,0.048125,0.0947867298578199,0.07493540051679587,0.010113780025284451,,32.879937222076904,0.6215277777777778,0.07582938388625593,0.020161290322580645,0.14024632499006753,0.031661184210526314,0.14471544715447154,0.034782608695652174,0.14112388250319285,0.03235105701473415,0.04823151125401929,0.02608695652173913,0.025870646766169153,0.032388663967611336,0.04081632653061224,0.10256410256410256,0.1282051282051282,0.1713221601489758,0.16017316017316016,0.09803921568627451,0.02875399361022364,0.5522388059701493,0.21933471933471935,0.6327014218009479,0.6989528795811518,0.41947565543071164,0.20114345114345114,0.4108527131782946,0.4441340782122905,0.2641509433962264,0.4111226611226611,0.4020227560050569,0.4061302681992337,0.36792452830188677,0.017151767151767153,0.3333333333333333,0.3333333333333333,0.6363636363636364,0.15124740124740124,0.38831615120274915,0.39100346020761245,0.6106194690265486,0.3756906077348066,0.5441176470588235,0.1891891891891892,0.04419889502762431,0.1270718232044199,0.34782608695652173,0.75,0.2468553459119497,0.5987261146496815,0.0220125786163522,0.35714285714285715,0.21226415094339623,0.31851851851851853,0.3877338877338877,0.40213523131672596,0.46107319182389933,0.4789256756756757,0.4641218298555379,0.12727272727272726,0.14702643171806168,0.09101991060544494,0.3754571312474604,11.369999999999997,26.43302469135803,0.3210702341137124,10.0,6.0,6.0,2.0,0.75,0.6666666666666666,0.0182370820668693,1.0,50.0,1.0,1.0,0.006872852233676976,,True
2416,1610612747,Kareem Rush,Kareem Rush,2416,LAL,28755.0,479,-40,906,930,264,294,123,1836,20.0,27,4.0,6.0,12.0,13.0,4,17,17.0,46.0,2.0,13.0,3.0,,4.0,6.0,21.0,,2.0,,7.0,41,90,8.0,34.0,8.0,114,986,4.0,12,1.0,5.0,,11,17.0,28.0,,11.0,3.0,37.0,64,18,24.0,,4.0,21.0,6.0,4.0,,25.0,5.0,30.0,5.0,,12.0,5.0,8.0,65.0,5.0,10,,7.0,31,,38,15,53,,5.0,4.0,1.0,16,3.0,13.0,11.0,,3.0,2.0,27,,4.0,19.0,41,,3.0,10.0,,2.0,3.0,6.0,1.0,4.0,,,2.0,7.0,4.0,,,37.0,264,7.0,0.7804878048780488,0.8205128205128205,1.0,0.23529411764705882,0.2,,0.23529411764705882,0.45555555555555555,0.3333333333333333,0.6071428571428571,0.4274193548387097,0.3235294117647059,0.4358974358974359,0.4418604651162791,0.3235294117647059,0.45121951219512196,0.27419354838709675,,0.044444444444444446,0.037037037037037035,0.17647058823529413,,,14.661654135338345,0.5925925925925926,,,0.0893371757925072,0.029239766081871343,0.08641975308641975,0.05154639175257732,0.08878504672897196,0.03416856492027335,0.0425531914893617,0.01904761904761905,0.027972027972027972,0.029850746268656716,0.1,0.07291666666666667,0.07964601769911504,0.10869565217391304,0.09523809523809523,0.05555555555555555,,0.5714285714285714,0.21774193548387097,0.7407407407407407,0.7692307692307693,0.75,0.13709677419354838,0.23529411764705882,0.2857142857142857,0.5,0.3709677419354839,0.3695652173913043,0.3695652173913043,0.8823529411764706,0.10483870967741936,0.15384615384615385,0.15384615384615385,1.0,0.1693548387096774,0.2857142857142857,0.2857142857142857,1.0,0.35294117647058826,0.6666666666666666,0.25,0.17647058823529413,0.11764705882352941,,,0.3333333333333333,0.9230769230769231,0.10256410256410256,,0.1794871794871795,,0.49193548387096775,0.2857142857142857,0.4773770161290323,0.496226923076923,0.4779205128205129,0.015873015873015872,0.021739130434782608,0.09649122807017543,0.32456140350877194,11.432222222222224,24.932352941176468,0.2913907284768212,,1.0,,,0.3333333333333333,1.0,,,,1.0,,,,True
2457,1610612747,Jannero Pargo,Jannero Pargo,2457,LAL,12180.0,203,3,387,388,120,133,64,775,4.0,5,,,1.0,2.0,1,7,11.0,33.0,,4.0,1.0,,1.0,1.0,6.0,1.0,2.0,1.0,1.0,16,45,1.0,10.0,2.0,37,418,1.0,3,1.0,3.0,,5,6.0,13.0,1.0,2.0,2.0,17.0,26,6,3.0,,,5.0,1.0,2.0,,16.0,4.0,20.0,3.0,1.0,7.0,2.0,7.0,44.0,1.0,6,,5.0,10,,15,7,22,1.0,7.0,2.0,5.0,8,1.0,5.0,3.0,,3.0,,11,,6.0,10.0,29,,,2.0,,,1.0,1.0,,,,1.0,,1.0,,,,17.0,120,6.0,0.8125,0.8125,1.0,0.1,0.3333333333333333,0.5,0.1111111111111111,0.35555555555555557,0.3333333333333333,0.46153846153846156,0.3181818181818182,0.4166666666666667,0.5,0.33035714285714285,0.4166666666666667,0.53125,0.18181818181818182,,0.044444444444444446,,0.2857142857142857,,,14.408602150537634,0.7272727272727273,,,0.08333333333333333,0.0379746835443038,0.1,0.022222222222222223,0.08823529411764706,0.034482758620689655,0.029411764705882353,0.07894736842105263,0.023255813953488372,0.030303030303030304,,,0.1111111111111111,0.08620689655172414,0.08108108108108109,0.15384615384615385,0.02857142857142857,,0.09090909090909091,0.8,0.8,0.5,0.12727272727272726,0.14285714285714285,0.2,,0.6,0.3333333333333333,0.3333333333333333,1.0,0.07272727272727272,,,,0.10909090909090909,0.16666666666666666,0.16666666666666666,1.0,,,,0.16666666666666666,0.3333333333333333,0.5,1.0,0.13333333333333333,0.5,0.06666666666666667,,0.06666666666666667,1.0,0.2727272727272727,0.2,0.45416574074074073,0.5046999999999999,0.4404033333333333,,,0.13513513513513514,0.4594594594594595,15.342222222222222,26.320000000000004,0.31007751937984496,1.0,,,,,,,,,,,,,True
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,152124.0,2535,320,4962,4923,1705,1496,638,9885,49.0,97,2.0,9.0,15.0,33.0,22,54,151.0,349.0,40.0,88.0,5.0,15.0,29.0,37.0,106.0,8.0,15.0,16.0,38.0,222,500,77.0,194.0,89.0,764,5144,14.0,36,11.0,20.0,4.0,65,74.0,158.0,31.0,67.0,52.0,293.0,286,158,225.0,6.0,6.0,104.0,37.0,17.0,,197.0,66.0,263.0,55.0,11.0,100.0,41.0,56.0,592.0,11.0,23,3.0,25.0,134,12.0,171,37,208,7.0,85.0,46.0,39.0,40,17.0,30.0,32.0,2.0,10.0,,72,4.0,21.0,58.0,178,6.0,8.0,113.0,10.0,36.0,20.0,12.0,1.0,3.0,,5.0,4.0,13.0,8.0,,,293.0,1705,43.0,0.6441441441441441,0.6529680365296804,0.974025974025974,0.39690721649484534,0.55,0.4626865671641791,0.4010416666666667,0.444,0.3888888888888889,0.46835443037974683,0.48631123919308356,0.5446428571428571,0.5355555555555556,0.5127860026917901,0.5508474576271186,0.5705882352941176,0.27953890489913547,,0.034,0.12371134020618557,0.037037037037037035,0.008595988538681949,,14.218422889043964,0.5555555555555556,0.08108108108108109,0.015625,0.07045215562565721,0.012965050732807215,0.053763440860215055,0.02127659574468085,0.06717363751584284,0.014840680925360105,0.017130620985010708,0.011904761904761904,0.011126564673157162,0.02710027100271003,0.006756756756756757,0.045064377682403435,0.07085346215780998,0.08466257668711656,0.048295454545454544,0.07079646017699115,0.01891891891891892,0.6153846153846154,0.13976945244956773,0.5051546391752577,0.5764705882352941,0.3877551020408163,0.07780979827089338,0.4074074074074074,0.4230769230769231,0.45454545454545453,0.5028818443804035,0.4326647564469914,0.43641618497109824,0.7549668874172185,0.12680115273775217,0.45454545454545453,0.45454545454545453,0.975,0.15273775216138327,0.3490566037735849,0.3490566037735849,0.972972972972973,0.16071428571428573,0.2222222222222222,0.5,0.08928571428571429,0.26785714285714285,0.5333333333333333,1.0,0.14666666666666667,0.45454545454545453,0.1288888888888889,0.5172413793103449,0.1688888888888889,0.42105263157894735,0.41930835734870314,0.3557692307692308,0.4785198699421965,0.49042840909090907,0.46596322869955153,0.05394190871369295,0.06844106463878327,0.08507853403141362,0.38350785340314136,14.359599999999995,24.61649484536083,0.34361144699717855,2.0,3.0,3.0,1.0,0.6,1.0,0.015228426395939087,,2.0,1.0,,,,True
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,39143.0,652,32,1256,1260,397,340,195,2516,35.0,73,14.0,32.0,14.0,29.0,14,33,4.0,14.0,,,,,,,,,,,,53,120,,,31.0,137,1384,17.0,38,,,12.0,46,20.0,38.0,,,18.0,58.0,68,38,,,22.0,,,20.0,,26.0,8.0,34.0,8.0,,10.0,5.0,11.0,76.0,14.0,51,7.0,13.0,37,4.0,54,72,126,7.0,12.0,6.0,6.0,12,1.0,8.0,9.0,,4.0,1.0,21,2.0,7.0,41.0,102,14.0,4.0,53.0,5.0,21.0,8.0,11.0,,5.0,,1.0,5.0,11.0,5.0,,1.0,58.0,397,20.0,0.6415094339622641,0.8095238095238095,,,,,,0.44166666666666665,0.4473684210526316,0.5263157894736842,0.44166666666666665,0.4473684210526316,0.5263157894736842,0.4756944444444444,0.5111111111111111,0.5576923076923077,,,0.16666666666666666,0.2465753424657534,0.06060606060606061,,,11.022044088176353,0.5714285714285714,0.10810810810810811,0.1206896551724138,0.08277404921700224,0.10344827586206896,0.09848484848484848,0.1076923076923077,0.08635578583765112,0.1043338683788122,0.0975609756097561,0.1346153846153846,0.08411214953271028,0.09278350515463918,0.15151515151515152,0.09259259259259259,0.11267605633802817,0.05583756345177665,0.0891089108910891,0.12903225806451613,0.14893617021276595,0.45454545454545453,0.6083333333333333,0.4794520547945205,0.6363636363636364,0.6,0.275,0.42424242424242425,0.45161290322580644,0.6428571428571429,0.11666666666666667,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,0.8421052631578947,0.4375,0.14285714285714285,,,,,0.7631578947368421,0.4827586206896552,,,,,0.6083333333333333,,0.5054833333333333,0.5273718749999999,0.5322789473684211,0.15441176470588236,0.15441176470588236,0.3357664233576642,0.4233576642335766,4.322500000000001,,0.3160828025477707,,,,1.0,,,,,,,,,,True
2066,1610612747,Soumaila Samake,Soumaila Samake,2066,LAL,3962.0,66,-21,122,128,38,47,17,250,4.0,12,2.0,5.0,2.0,4.0,2,7,,,,,,,,,,,,,,6,19,,,,12,135,3.0,6,,,,6,3.0,7.0,,,,6.0,6,6,,,6.0,,,5.0,,4.0,,4.0,,,1.0,,3.0,8.0,2.0,6,,1.0,6,1.0,8,8,16,3.0,,,,1,,,,,1.0,,1,1.0,1.0,6.0,12,1.0,,,,,,5.0,,2.0,,,3.0,5.0,1.0,1.0,,6.0,38,3.0,0.5,1.0,,,,,,0.3157894736842105,0.5,0.42857142857142855,0.3157894736842105,0.5,0.42857142857142855,0.3157894736842105,0.5,0.42857142857142855,,,0.2631578947368421,0.3333333333333333,0.14285714285714285,,,13.698630136986301,1.0,0.25,,0.12244897959183673,0.11764705882352941,0.16666666666666666,0.14285714285714285,0.12727272727272726,0.12307692307692308,0.16666666666666666,0.16666666666666666,,0.18181818181818182,,0.3333333333333333,,0.09090909090909091,0.25,,0.375,0.2,0.631578947368421,0.3333333333333333,0.5,0.5,0.3684210526315789,0.2857142857142857,0.3333333333333333,0.5,,,,,,,,,,,,,0.8333333333333334,0.4,,,,,,0.5714285714285714,0.5,,,,,0.631578947368421,,0.515,0.54012,0.5120857142857143,,,0.5,0.5,3.3631578947368426,,0.3114754098360656,,,,,,,,,,,,,,True
