EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Travels,LongMidRangePctBlocked,FTDefRebounds,Blocked3s,BlockedArc3,DefFTReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,3SecondViolations,Defensive 3 Seconds Violations,DefensiveGoaltends,OffensiveGoaltends,on,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,Clear Path Fouls,Corner3PctBlocked,SecondChanceCorner3PctAssisted,BlockedCorner3
15,1610612746,Eric Piatkowski,Eric Piatkowski,15,LAC,25739.0,429,43,804,806,213,194,112,1610,26.0,39,4.0,5.0,6.0,7.0,8.0,21,15.0,23.0,4.0,13.0,2.0,1.0,2.0,15.0,47.0,2.0,5.0,4.0,10.0,49,83,19.0,60.0,24.0,179,788,6.0,8.0,2.0,7.0,3.0,21.0,16.0,19,5.0,12.0,6.0,53.0,58,40.0,51.0,6.0,10.0,47.0,15.0,4,1.0,19.0,6.0,25.0,4.0,2.0,8.0,5.0,6.0,56.0,1.0,13.0,8.0,29,37,14.0,51,3.0,11.0,6.0,5.0,11.0,5.0,6.0,7.0,1.0,5.0,18.0,1.0,7.0,13.0,22,1.0,1.0,28.0,2.0,1.0,7.0,10.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,53.0,213,2.0,0.5918367346938775,0.6590909090909091,0.8947368421052632,0.31666666666666665,0.2857142857142857,0.4166666666666667,0.31666666666666665,0.5903614457831325,0.75,0.8421052631578947,0.541958041958042,0.6,0.7580645161290323,0.5657894736842105,0.65625,0.7647058823529411,0.4195804195804196,0.016666666666666666,0.04819277108433735,0.05128205128205128,0.09523809523809523,0.02127659574468085,17.970401691331922,0.6111111111111112,0.08787878787878788,0.042071197411003236,0.09302325581395349,0.012048192771084338,0.0889423076923077,0.03571428571428571,0.025210084033613446,0.07207207207207207,0.02531645569620253,0.05263157894736842,0.052083333333333336,0.05263157894736842,0.15,0.06349206349206349,0.17391304347826086,0.04285714285714286,1.0,0.2727272727272727,0.6666666666666666,0.7027027027027027,0.5384615384615384,0.14685314685314685,0.38095238095238093,0.42105263157894735,0.625,0.16083916083916083,0.6521739130434783,0.6521739130434783,0.6666666666666666,0.09090909090909091,0.3076923076923077,0.3076923076923077,1.0,0.32867132867132864,0.3191489361702128,0.32608695652173914,0.8666666666666667,0.3333333333333333,0.8,0.13333333333333333,0.3333333333333333,0.4,0.5,0.22580645161290322,0.8571428571428571,0.06451612903225806,0.5,0.3225806451612903,0.4,0.6923076923076923,0.3191489361702128,0.5113608391608394,0.5484633333333334,0.4819854838709678,0.0728476821192053,0.10989010989010989,0.016666666666666666,0.11731843575418995,0.29608938547486036,7.757831325301204,25.304999999999996,0.26492537313432835,,,,,,,,,,,,,,,,True,,,,,,
1762,1610612746,Tremaine Fowlkes,Tremaine Fowlkes,1762,LAC,9094.0,152,24,296,291,97,90,43,587,6.0,14,2.0,4.0,4.0,6.0,,7,6.0,16.0,1.0,1.0,,,,,1.0,,,,1.0,12,37,1.0,2.0,17.0,44,279,2.0,5.0,,,,4.0,4.0,10,,1.0,7.0,15.0,18,6.0,3.0,,4.0,,,5,,6.0,2.0,8.0,,2.0,4.0,1.0,1.0,18.0,,10.0,2.0,15,17,10.0,27,1.0,9.0,5.0,4.0,,1.0,,5.0,1.0,,5.0,2.0,2.0,9.0,21,1.0,1.0,19.0,1.0,,,8.0,,2.0,1.0,,,1.0,1.0,,15.0,97,1.0,0.75,0.9,1.0,0.5,,,1.0,0.32432432432432434,0.4,0.4,0.34615384615384615,0.4,0.36363636363636365,0.4583333333333333,0.4,0.5357142857142857,0.05128205128205128,,0.13513513513513514,0.21428571428571427,0.14285714285714285,,15.186246418338108,,0.14705882352941177,0.08333333333333333,0.05714285714285714,,0.12408759124087591,0.06896551724137931,0.02857142857142857,0.10869565217391304,0.10256410256410256,,0.11538461538461539,0.1388888888888889,0.175,0.037037037037037035,0.125,0.05,,0.358974358974359,0.42857142857142855,0.5454545454545454,0.5,0.1794871794871795,,,,0.41025641025641024,0.375,0.4,1.0,0.02564102564102564,1.0,1.0,1.0,0.02564102564102564,,,,0.8,0.5,,,,,0.5454545454545454,0.6666666666666666,,,0.09090909090909091,,0.41025641025641024,,0.4684907894736842,0.52496,0.5244500000000001,0.17391304347826086,0.18181818181818182,,0.09090909090909091,0.3409090909090909,9.275675675675677,36.9,0.3277027027027027,1.0,1.0,0.0625,,,,,,,,,,,,,True,,,,,,
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,17722.0,295,47,551,556,149,148,74,1107,40.0,56,16.0,21.0,10.0,11.0,11.0,36,8.0,20.0,,,,,,,,,,,,59,112,,,31.0,149,557,18.0,26.0,,,7.0,43.0,16.0,25,,,14.0,46.0,68,50.0,,,28.0,,,4,,15.0,9.0,24.0,8.0,1.0,8.0,2.0,5.0,57.0,5.0,27.0,10.0,37,57,32.0,89,3.0,13.0,7.0,6.0,8.0,,5.0,14.0,2.0,3.0,22.0,,4.0,10.0,28,5.0,6.0,45.0,9.0,,,23.0,,4.0,16.0,6.0,2.0,8.0,17.0,9.0,46.0,149,1.0,0.576271186440678,0.7555555555555555,,,,,,0.5267857142857143,0.6923076923076923,0.64,0.5267857142857143,0.6923076923076923,0.64,0.573076923076923,0.7166666666666667,0.6764705882352942,,,0.03571428571428571,0.05357142857142857,0.027777777777777776,,23.82445141065831,0.36363636363636365,0.15546218487394958,0.135678391959799,0.16666666666666666,0.10638297872340426,0.15771812080536912,0.13008130081300814,0.2463768115942029,0.0945945945945946,0.05357142857142857,0.25,0.10909090909090909,0.15463917525773196,0.18604651162790697,0.18181818181818182,0.125,0.061224489795918366,0.5294117647058824,0.5,0.7142857142857143,0.7547169811320755,0.5,0.32142857142857145,0.3055555555555556,0.3142857142857143,0.6363636363636364,0.17857142857142858,0.4,0.4,0.875,,,,,,,,,0.8076923076923077,0.7619047619047619,,,,,0.44,0.9090909090909091,,,,,0.5,,0.4895598214285715,0.5172260869565217,0.456864,0.18253968253968253,0.18253968253968253,,0.28859060402684567,0.3087248322147651,5.906249999999999,,0.27041742286751363,,6.0,,10.0,1.0,1.0,0.5,0.07692307692307693,0.125,,,,,,,True,,,,,,
1889,1610612746,Andre Miller,Andre Miller,1889,LAC,26393.0,440,24,824,822,268,279,108,1646,24.0,40,1.0,2.0,11.0,16.0,27.0,59,14.0,41.0,1.0,2.0,,1.0,2.0,3.0,12.0,,,1.0,5.0,65,140,4.0,14.0,32.0,174,880,4.0,13.0,,,1.0,9.0,23.0,44,2.0,7.0,13.0,65.0,34,96.0,12.0,,,9.0,3.0,15,,65.0,14.0,79.0,9.0,5.0,36.0,10.0,19.0,172.0,3.0,7.0,13.0,26,39,11.0,50,2.0,16.0,10.0,6.0,16.0,4.0,10.0,14.0,1.0,6.0,30.0,1.0,10.0,5.0,22,2.0,3.0,44.0,3.0,,3.0,18.0,,4.0,1.0,1.0,,,1.0,,65.0,268,4.0,0.26153846153846155,0.26153846153846155,1.0,0.2857142857142857,,0.2857142857142857,0.36363636363636365,0.4642857142857143,0.3076923076923077,0.5227272727272727,0.461038961038961,0.3076923076923077,0.5098039215686274,0.49421965317919075,0.32142857142857145,0.5508474576271186,0.09090909090909091,,0.10714285714285714,0.175,0.11864406779661017,,21.3459516298633,0.5333333333333333,0.08469055374592833,0.023255813953488372,0.14772727272727273,0.045454545454545456,0.09873417721518987,0.027247956403269755,,0.035398230088495575,0.03260869565217391,,0.05263157894736842,0.08771929824561403,0.10256410256410256,0.140625,0.16666666666666666,0.03076923076923077,,0.2597402597402597,0.6,0.7272727272727273,0.375,0.38311688311688313,0.4576271186440678,0.5192307692307693,0.18518518518518517,0.2662337662337662,0.34146341463414637,0.35,0.21428571428571427,0.012987012987012988,0.5,0.5,1.0,0.07792207792207792,0.25,0.25,1.0,0.15384615384615385,0.5,,,,,0.3137254901960784,0.6875,0.0392156862745098,0.5,0.09803921568627451,0.2,0.35064935064935066,0.3333333333333333,0.4497145695364239,0.411325,0.46895937500000007,0.10650887573964497,0.11612903225806452,,0.05172413793103448,0.3735632183908046,9.225714285714284,30.52857142857143,0.32524271844660196,3.0,6.0,0.024390243902439025,,,,,0.05084745762711865,1.0,1.0,0.03225806451612903,,,,,True,,,,,,
2408,1610612746,Melvin Ely,Melvin Ely,2408,LAC,48176.0,803,44,1508,1513,478,433,204,3021,58.0,95,22.0,36.0,19.0,28.0,31.0,77,3.0,14.0,,,,,,,,,,,,92,186,,,52.0,236,1540,27.0,46.0,,,16.0,70.0,30.0,59,,,22.0,82.0,88,96.0,,,44.0,,,12,,9.0,6.0,15.0,5.0,1.0,5.0,1.0,3.0,36.0,5.0,56.0,17.0,84,110,64.0,174,8.0,10.0,8.0,2.0,20.0,2.0,6.0,30.0,1.0,14.0,50.0,7.0,13.0,40.0,95,8.0,19.0,74.0,4.0,,,32.0,,7.0,32.0,17.0,3.0,12.0,32.0,17.0,82.0,478,5.0,0.4782608695652174,0.6285714285714286,,,,,,0.4946236559139785,0.5869565217391305,0.5084745762711864,0.4946236559139785,0.5869565217391305,0.5084745762711864,0.5339366515837104,0.625,0.5466666666666666,,,0.06451612903225806,0.08421052631578947,0.05194805194805195,,15.485714285714286,0.4,0.14383561643835616,0.0984182776801406,0.1111111111111111,0.03816793893129771,0.13704206241519673,0.08714285714285715,0.11557788944723618,0.08823529411764706,0.09036144578313253,0.09090909090909091,0.13157894736842105,0.1782178217821782,0.12173913043478261,0.10526315789473684,0.1282051282051282,0.0975609756097561,0.53125,0.510752688172043,0.6105263157894737,0.6666666666666666,0.46551724137931033,0.41397849462365593,0.4025974025974026,0.4246575342465753,0.45161290322580644,0.07526881720430108,0.21428571428571427,0.21428571428571427,1.0,,,,,,,,,0.782608695652174,0.6111111111111112,,,,,0.4745762711864407,0.6785714285714286,,,,,0.510752688172043,,0.47088655913978483,0.5272399999999998,0.45724745762711855,0.14953271028037382,0.14953271028037382,,0.2966101694915254,0.3474576271186441,4.697311827956989,,0.3169761273209549,,4.0,,9.0,,,0.17307692307692307,0.027522935779816515,0.045454545454545456,3.0,0.04918032786885246,2.0,2.0,,,True,,,,,,
1885,1610612746,Lamar Odom,Lamar Odom,1885,LAC,19598.0,327,42,616,618,185,179,82,1234,32.0,50,5.0,6.0,11.0,13.0,18.0,42,4.0,14.0,1.0,2.0,,1.0,1.0,9.0,21.0,,,2.0,4.0,54,106,10.0,23.0,30.0,168,653,6.0,11.0,,,,12.0,18.0,29,3.0,5.0,12.0,57.0,36,72.0,24.0,6.0,8.0,20.0,9.0,4,,36.0,3.0,39.0,1.0,2.0,17.0,10.0,9.0,81.0,,9.0,7.0,37,48,10.0,58,4.0,13.0,9.0,4.0,11.0,2.0,5.0,9.0,1.0,6.0,20.0,2.0,7.0,19.0,40,2.0,5.0,39.0,3.0,,,19.0,,2.0,8.0,4.0,,4.0,8.0,5.0,57.0,185,4.0,0.3333333333333333,0.36,0.8,0.43478260869565216,,0.6,0.45454545454545453,0.5094339622641509,0.5454545454545454,0.6206896551724138,0.5348837209302325,0.5454545454545454,0.6617647058823529,0.5714285714285714,0.5454545454545454,0.6951219512195121,0.17829457364341086,,0.03773584905660377,0.04,0.023809523809523808,,23.38935574229692,0.55,0.16017316017316016,0.038461538461538464,0.12727272727272726,,0.15384615384615385,0.03345724907063197,0.03614457831325301,0.047058823529411764,0.030303030303030304,,0.14754098360655737,0.16455696202531644,0.16483516483516483,0.11627906976744186,0.16666666666666666,0.06666666666666667,0.625,0.3875968992248062,0.64,0.6666666666666666,0.3125,0.32558139534883723,0.42857142857142855,0.43902439024390244,0.3333333333333333,0.10852713178294573,0.2857142857142857,0.3076923076923077,0.5,0.015503875968992248,0.5,0.5,1.0,0.16279069767441862,0.42857142857142855,0.42857142857142855,0.7777777777777778,0.5454545454545454,0.8333333333333334,,,,,0.38235294117647056,0.8461538461538461,0.029411764705882353,1.0,0.11764705882352941,0.5,0.5658914728682171,0.45,0.4887574218750001,0.47840909090909095,0.4781499999999999,0.1310344827586207,0.1557377049180328,,0.07142857142857142,0.3392857142857143,5.386792452830188,26.330434782608698,0.3003246753246753,1.0,,0.07142857142857142,4.0,,,0.18181818181818182,,0.2,1.0,0.03571428571428571,,1.0,1.0,,True,,,,,,
1917,1610612746,Wang Zhi-zhi,Wang Zhi-zhi,1917,LAC,1784.0,30,6,52,49,9,4,8,101,5.0,10,1.0,2.0,,,,4,1.0,3.0,,,,,,1.0,1.0,,,,,6,17,1.0,1.0,2.0,17,43,1.0,4.0,,,,2.0,,1,,,,,8,4.0,3.0,,2.0,1.0,1.0,3,,,,,,,,,,,,2.0,,6,6,2.0,8,2.0,1.0,1.0,,,,,,,,,,,,2,1.0,,5.0,1.0,,,3.0,,,1.0,1.0,,,1.0,1.0,,9,,0.6666666666666666,0.8,1.0,1.0,,,1.0,0.35294117647058826,0.25,,0.4166666666666667,0.25,,0.425,0.25,,0.05555555555555555,,0.17647058823529413,0.2,0.25,,31.25,,0.2727272727272727,0.07407407407407407,,,0.23076923076923078,0.0625,0.16666666666666666,,,,0.6,,0.3,,,0.2857142857142857,1.0,0.5555555555555556,0.5,0.625,0.6,0.2222222222222222,,,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,,,,,0.05555555555555555,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,0.6111111111111112,1.0,0.5002749999999999,0.4974,0.3562,0.15,0.15789473684210525,,0.11764705882352941,,6.405882352941177,25.1,0.17307692307692307,,,,,,,,,,,,,,,,True,,,,,,
2404,1610612746,Chris Wilcox,Chris Wilcox,2404,LAC,12890.0,215,43,414,411,163,118,55,825,18.0,28,5.0,8.0,7.0,14.0,16.0,31,,4.0,,,,,,,,,,,,34,63,,,15.0,83,386,9.0,12.0,,,,18.0,14.0,29,,,6.0,34.0,44,24.0,,,12.0,,,5,,10.0,2.0,12.0,1.0,1.0,6.0,1.0,3.0,26.0,1.0,12.0,5.0,25,32,13.0,45,1.0,4.0,3.0,1.0,5.0,,4.0,4.0,1.0,1.0,9.0,1.0,4.0,11.0,26,3.0,3.0,28.0,2.0,,,12.0,,3.0,4.0,3.0,,1.0,5.0,1.0,34.0,163,3.0,0.6470588235294118,0.7857142857142857,,,,,,0.5396825396825397,0.75,0.4827586206896552,0.5396825396825397,0.75,0.4827586206896552,0.5460526315789473,0.75,0.4722222222222222,,,0.07936507936507936,0.10714285714285714,0.06451612903225806,,17.819706498951785,0.5555555555555556,0.14450867052023122,0.08,0.11363636363636363,0.027777777777777776,0.1382488479262673,0.06989247311827956,0.13725490196078433,0.08928571428571429,,,0.10869565217391304,0.1836734693877551,0.14102564102564102,0.125,0.08333333333333333,0.041666666666666664,0.2,0.4444444444444444,0.6428571428571429,0.72,0.6666666666666666,0.49206349206349204,0.5161290322580645,0.5517241379310345,0.625,0.06349206349206349,,,,,,,,,,,,0.6666666666666666,0.625,,,,,0.4827586206896552,0.5,,,,,0.4444444444444444,,0.4725777777777778,0.5184583333333332,0.4905551724137932,0.1643835616438356,0.1643835616438356,,0.21686746987951808,0.40963855421686746,4.596825396825397,,0.39371980676328505,,,,2.0,1.0,1.0,0.15384615384615385,0.03571428571428571,,,,,,1.0,,True,,,,,,
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,16974.0,283,1,549,550,233,200,66,1099,21.0,33,3.0,7.0,8.0,15.0,4.0,13,15.0,37.0,,2.0,,,2.0,12.0,22.0,1.0,3.0,6.0,13.0,40,83,12.0,24.0,64.0,180,600,3.0,10.0,1.0,3.0,10.0,19.0,16.0,35,6.0,15.0,24.0,74.0,48,32.0,30.0,6.0,6.0,21.0,12.0,8,,17.0,4.0,21.0,4.0,,8.0,4.0,5.0,46.0,3.0,11.0,7.0,22,31,14.0,45,2.0,6.0,5.0,1.0,9.0,2.0,5.0,12.0,2.0,4.0,21.0,1.0,8.0,11.0,23,,2.0,77.0,9.0,,2.0,38.0,,4.0,2.0,2.0,,,2.0,2.0,74.0,233,5.0,0.6,0.6486486486486487,0.8333333333333334,0.5,0.3333333333333333,0.4,0.5217391304347826,0.4819277108433735,0.3,0.45714285714285713,0.5420560747663551,0.34615384615384615,0.5,0.6357142857142857,0.5,0.5793650793650794,0.22429906542056074,,0.0963855421686747,0.12121212121212122,0.15384615384615385,,25.884244372990356,0.42857142857142855,0.11518324607329843,0.058823529411764705,0.13725490196078433,0.07692307692307693,0.11983471074380166,0.061946902654867256,0.08064516129032258,0.03076923076923077,0.06666666666666667,,0.06521739130434782,0.08955223880597014,0.16666666666666666,0.15,0.09090909090909091,0.044444444444444446,1.0,0.308411214953271,0.6363636363636364,0.7241379310344828,0.6666666666666666,0.12149532710280374,0.3076923076923077,0.36363636363636365,0.5,0.34579439252336447,0.40540540540540543,0.42857142857142855,0.5333333333333333,0.018691588785046728,,,,0.205607476635514,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.5384615384615384,0.42857142857142855,,0.23076923076923078,0.3333333333333333,1.0,0.3,0.5333333333333333,0.04,,0.26,0.46153846153846156,0.5327102803738317,0.5714285714285714,0.4924127358490565,0.5420166666666666,0.48991020408163266,0.27941176470588236,0.3392857142857143,,0.10555555555555556,0.4111111111111111,9.96144578313253,26.40416666666667,0.424408014571949,1.0,3.0,0.05405405405405406,2.0,,,0.07407407407407407,0.08571428571428572,,,,,,1.0,1.0,True,,,,,,
2060,1610612746,Marko Jaric,Marko Jaric,2060,LAC,22945.0,382,39,717,721,227,187,99,1438,23.0,50,4.0,8.0,8.0,15.0,4.0,17,13.0,33.0,6.0,11.0,3.0,2.0,3.0,6.0,30.0,,1.0,2.0,12.0,40,100,12.0,41.0,23.0,139,677,5.0,15.0,,4.0,,10.0,11.0,24,4.0,15.0,12.0,46.0,26,54.0,24.0,12.0,2.0,28.0,6.0,11,1.0,42.0,12.0,54.0,8.0,4.0,26.0,12.0,4.0,120.0,2.0,6.0,8.0,35,45,8.0,53,1.0,32.0,20.0,12.0,15.0,6.0,12.0,13.0,1.0,3.0,28.0,2.0,10.0,12.0,41,1.0,3.0,35.0,1.0,,,13.0,,5.0,5.0,2.0,1.0,2.0,5.0,3.0,46.0,227,7.0,0.325,0.3333333333333333,0.6666666666666666,0.2926829268292683,,0.26666666666666666,0.3076923076923077,0.4,0.3333333333333333,0.4583333333333333,0.41134751773049644,0.2631578947368421,0.4358974358974359,0.439873417721519,0.2631578947368421,0.4791666666666667,0.2907801418439716,0.024390243902439025,0.11,0.1,0.29411764705882354,0.03333333333333333,22.142857142857142,0.5357142857142857,0.11864406779661017,0.021352313167259787,0.11594202898550725,0.029850746268656716,0.11813186813186813,0.022988505747126436,0.020618556701030927,0.02,0.023809523809523808,,0.038461538461538464,0.15384615384615385,0.14285714285714285,0.1111111111111111,0.13333333333333333,0.0136986301369863,0.6,0.3546099290780142,0.46,0.5111111111111111,0.30434782608695654,0.12056737588652482,0.23529411764705882,0.3333333333333333,,0.23404255319148937,0.3939393939393939,0.40625,0.46153846153846156,0.07801418439716312,0.5454545454545454,0.5454545454545454,1.0,0.2127659574468085,0.2,0.20689655172413793,0.3333333333333333,0.42105263157894735,0.5,0.15789473684210525,0.05263157894736842,,,0.38461538461538464,0.5333333333333333,0.07692307692307693,0.6666666666666666,0.3076923076923077,0.16666666666666666,0.6453900709219859,0.21428571428571427,0.4948964028776977,0.44677105263157896,0.4894229729729729,0.08496732026143791,0.11607142857142858,,0.07194244604316546,0.33093525179856115,7.827000000000002,26.32682926829268,0.31659693165969316,2.0,,0.030303030303030304,2.0,,,0.08695652173913043,0.037037037037037035,0.25,,,,1.0,,,True,,,,,,
