EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,OffThreePtRebounds,BlockedAtRim,BlockedLongMidRange,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,Defensive 3 Seconds Violations,FoulsDrawn,Offensive Fouls Drawn,Blocked3s,BlockedCorner3,3SecondViolations,OffCorner3ReboundPct,OffensiveGoaltends,BlockedArc3,DefensiveGoaltends,on,Corner3PctBlocked
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,60540.0,1009,10,1888,1902,638,605,247,3790,89,127,22.0,31.0,24.0,30.0,92.0,230.0,25.0,67.0,,2.0,,,,,2.0,3.0,,,,,206,424,2.0,5.0,156.0,574,1956,35.0,66.0,,,30.0,100.0,54.0,114.0,,,76.0,184,262,150,,6.0,38.0,3.0,2.0,49.0,,54.0,4.0,58,4.0,,26.0,7.0,21.0,120,63.0,,44.0,131.0,20.0,195,71.0,266,4.0,21.0,16.0,5.0,25.0,4.0,8.0,43.0,5.0,17.0,9.0,68,8.0,21,45.0,101,,13.0,19.0,213.0,24.0,,1.0,93.0,,25.0,61.0,13.0,61.0,39.0,184,638,8.0,0.6359223300970874,0.7005347593582888,,0.4,,,0.4,0.4858490566037736,0.5303030303030303,0.47368421052631576,0.48717948717948717,0.5303030303030303,0.47368421052631576,0.5478011472275335,0.5892857142857143,0.5822784810126582,0.011655011655011656,,0.11556603773584906,0.12598425196850394,,27.159926470588232,0.36764705882352944,0.36363636363636365,,0.16582278481012658,0.08333333333333333,0.23529411764705882,0.17911975435005117,0.08013544018058691,0.1130952380952381,0.07806691449814127,0.07210031347962383,0.1245136186770428,0.1836734693877551,0.1875,0.2198581560283688,0.2826086956521739,0.023391812865497075,0.639344262295082,0.29603729603729606,0.7007874015748031,0.8018018018018018,0.6741573033707865,0.5361305361305362,0.4,0.46,0.5543478260869565,0.1561771561771562,0.373134328358209,0.390625,0.8,0.004662004662004662,,,,0.006993006993006993,0.6666666666666666,0.6666666666666666,,0.4696969696969697,0.7096774193548387,0.2727272727272727,,,,,,,0.2631578947368421,0.8,,,,,0.3076923076923077,0.6666666666666666,0.43263146853146855,0.48078333333333334,0.4226719298245614,0.18674698795180722,0.18864097363083165,,0.17421602787456447,0.3205574912891986,7.643160377358491,24.12,0.3379237288135593,,8.0,45.0,3.0,0.13043478260869565,0.04477611940298507,0.06153846153846154,0.0380952380952381,7.0,,,,,3.0,0.16,,,4.0,True,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,25355.0,423,17,794,801,220,229,106,1595,23,39,7.0,12.0,3.0,4.0,8.0,26.0,14.0,36.0,1.0,8.0,,,,2.0,7.0,17.0,,,2.0,5.0,45,101,8.0,25.0,43.0,157,802,7.0,14.0,,,6.0,20.0,7.0,14.0,2.0,7.0,18.0,38,54,36,24.0,,8.0,17.0,7.0,15.0,,24.0,1.0,25,1.0,,7.0,3.0,14.0,51,23.0,1.0,12.0,29.0,1.0,42,25.0,67,1.0,5.0,5.0,,10.0,2.0,3.0,12.0,3.0,7.0,1.0,22,3.0,5,25.0,47,,2.0,6.0,57.0,7.0,,,28.0,,4.0,28.0,5.0,28.0,17.0,38,220,4.0,0.6,0.6585365853658537,1.0,0.32,,0.2857142857142857,0.32,0.44554455445544555,0.5,0.5,0.4523809523809524,0.5,0.47619047619047616,0.5198675496688742,0.5555555555555556,0.59375,0.1984126984126984,,0.1485148514851485,0.28205128205128205,,18.948521358159912,0.45454545454545453,0.027777777777777776,0.03333333333333333,0.09177215189873418,0.071875,0.2,0.10904255319148937,0.06486486486486487,0.11428571428571428,0.05319148936170213,0.0641025641025641,0.056074766355140186,0.09183673469387756,0.12612612612612611,0.18604651162790697,0.23529411764705882,0.017543859649122806,0.6071428571428571,0.30952380952380953,0.5897435897435898,0.8214285714285714,0.6086956521739131,0.20634920634920634,0.3076923076923077,0.36363636363636365,0.5,0.2857142857142857,0.3888888888888889,0.3888888888888889,0.6428571428571429,0.06349206349206349,0.125,0.125,1.0,0.1349206349206349,0.4117647058823529,0.4117647058823529,1.0,0.8571428571428571,0.5833333333333334,,,,,,,,0.19047619047619047,0.75,0.09523809523809523,,0.23809523809523808,0.4,0.5079365079365079,0.4117647058823529,0.4771992063492064,0.46184166666666665,0.4786261904761905,0.19047619047619047,0.22950819672131148,,0.12738853503184713,0.24203821656050956,9.246534653465348,24.724,0.2770780856423174,,1.0,20.0,3.0,0.15384615384615385,,0.02,,,,,,,,0.05555555555555555,,,,True,
2410,1610612754,Fred Jones,Fred Jones,2410,IND,2805.0,47,-12,93,93,32,39,12,186,2,3,,,,,1.0,2.0,,1.0,,,,,,,1.0,2.0,,,1.0,1.0,3,6,1.0,2.0,2.0,11,92,,,,,,,,,1.0,1.0,2.0,5,4,2,,3.0,,2.0,1.0,,,2.0,,2,,,1.0,1.0,,4,,,,2.0,,2,1.0,3,,4.0,3.0,1.0,3.0,,2.0,1.0,,1.0,,4,,2,,8,,2.0,,2.0,,,,1.0,,,,,,,5,32,5.0,0.6666666666666666,0.6666666666666666,,0.5,,1.0,0.5,0.5,,,0.5625,,1.5,0.6111111111111112,,1.25,0.25,,,,,12.38095238095238,0.75,,,0.07692307692307693,,,0.058823529411764705,0.023255813953488372,,,,0.3333333333333333,0.125,,,,,,0.375,0.6666666666666666,0.6666666666666666,0.5,0.25,0.5,0.5,1.0,0.125,,,,,,,,0.25,0.5,0.5,,,,,,,,,,,,,,,1.0,1.0,0.625,0.5,0.5210250000000001,,0.4275,0.1111111111111111,0.14285714285714285,,,0.45454545454545453,6.6499999999999995,25.85,0.34408602150537637,,1.0,,,,,0.16666666666666666,0.2,,,,,,,,1.0,,,True,
2249,1610612754,Jamison Brewer,Jamison Brewer,2249,IND,1535.0,26,1,42,45,13,9,7,87,2,2,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,,1.0,,,2,3,,2.0,,4,37,1.0,1.0,,1.0,,2.0,1.0,1.0,,,,2,2,2,,,,1.0,,1.0,,2.0,2.0,4,1.0,1.0,1.0,,1.0,10,,,1.0,1.0,1.0,3,1.0,4,1.0,,,,2.0,,1.0,,,1.0,,2,,1,1.0,4,,,,1.0,1.0,,,1.0,,,,,,,2,13,1.0,0.5,0.5,,,,,,0.6666666666666666,1.0,1.0,0.4,0.5,1.0,0.4,0.5,1.0,0.4,,0.3333333333333333,,,13.72549019607843,1.0,1.0,,0.0625,,0.3333333333333333,0.10526315789473684,0.047619047619047616,,,,,,0.09090909090909091,0.5,,0.5,,0.4,1.0,1.0,0.5,0.2,,,,,,,,0.2,,,,0.2,,,,0.5,1.0,1.0,,,,0.5,,,1.0,1.0,,,,,0.8,,0.55618,0.57555,0.6641,0.2,0.3333333333333333,,0.5,0.5,2.2333333333333334,23.85,0.30952380952380953,,1.0,,,1.0,,0.2,,,,,,,,1.0,,,,True,
896,1610612754,Tim Hardaway,Tim Hardaway,896,IND,2073.0,35,26,73,72,36,11,7,145,1,1,,,1.0,1.0,,1.0,1.0,2.0,,3.0,,1.0,,2.0,6.0,8.0,2.0,2.0,5.0,6.0,2,4,6.0,11.0,,22,59,,,2.0,3.0,,6.0,1.0,1.0,5.0,8.0,,17,2,2,12.0,6.0,,8.0,6.0,,,6.0,,6,,,1.0,1.0,4.0,12,,,1.0,4.0,,5,,5,,2.0,,2.0,2.0,,1.0,,,1.0,,2,,2,1.0,1,,,,,,,,,,,,,,,17,36,,0.5,0.5,0.6666666666666666,0.5454545454545454,0.6666666666666666,0.625,0.5454545454545454,0.5,,1.0,0.7333333333333333,1.0,0.9444444444444444,0.7333333333333333,1.0,0.9444444444444444,0.7333333333333333,,,,,20.731707317073173,1.0,,,0.16666666666666666,,0.08333333333333333,0.1388888888888889,,,,,,0.16666666666666666,0.3,,0.5,,,0.06666666666666667,1.0,1.0,,0.06666666666666667,,,,0.13333333333333333,0.5,0.5,1.0,0.2,,,,0.5333333333333333,0.75,0.75,0.6666666666666666,,,,0.3333333333333333,,,0.6666666666666666,1.0,1.0,0.1111111111111111,1.0,0.2222222222222222,,0.6666666666666666,0.8333333333333334,0.8,0.75,0.5313366666666667,0.61115,0.5673500000000001,,,,0.2727272727272727,0.7727272727272727,11.175,25.027272727272727,0.4931506849315068,,,,,,,,,,,,,,,,,,,True,
1065,1610612754,Erick Strickland,Erick Strickland,1065,IND,38403.0,640,81,1212,1209,420,365,148,2421,23,39,,,10.0,16.0,7.0,23.0,21.0,47.0,2.0,16.0,,2.0,1.0,4.0,31.0,67.0,2.0,4.0,9.0,23.0,51,109,33.0,83.0,40.0,241,1180,4.0,7.0,2.0,6.0,4.0,18.0,21.0,40.0,10.0,27.0,25.0,97,48,54,93.0,6.0,2.0,66.0,31.0,5.0,2.0,75.0,25.0,100,22.0,3.0,27.0,18.0,30.0,225,6.0,,12.0,44.0,3.0,59,10.0,69,4.0,18.0,8.0,10.0,28.0,10.0,21.0,17.0,2.0,7.0,3.0,45,2.0,13,24.0,61,,4.0,2.0,46.0,2.0,,2.0,17.0,,6.0,6.0,1.0,6.0,4.0,97,420,12.0,0.47058823529411764,0.48,0.9393939393939394,0.39759036144578314,0.3333333333333333,0.37037037037037035,0.4024390243902439,0.46788990825688076,0.5714285714285714,0.525,0.5234375,0.5384615384615384,0.5373134328358209,0.5610328638497653,0.5666666666666667,0.6075949367088608,0.4322916666666667,0.024096385542168676,0.045871559633027525,0.07692307692307693,0.029850746268656716,18.614718614718615,0.6222222222222222,0.06666666666666667,,0.09034907597535935,0.014354066985645933,0.09375,0.0910569105691057,0.017761989342806393,0.022900763358778626,0.007194244604316547,0.013513513513513514,0.03546099290780142,0.12837837837837837,0.10101010101010101,0.10309278350515463,0.06451612903225806,0.04040404040404041,0.6666666666666666,0.203125,0.5897435897435898,0.6388888888888888,0.43478260869565216,0.11979166666666667,0.30434782608695654,0.3181818181818182,0.42857142857142855,0.24479166666666666,0.44680851063829785,0.45652173913043476,0.5238095238095238,0.08333333333333333,0.125,0.125,1.0,0.3489583333333333,0.4626865671641791,0.47692307692307695,0.9354838709677419,,,,0.15384615384615385,,,0.3076923076923077,0.5,1.0,0.23880597014925373,0.625,0.05970149253731343,0.25,0.34328358208955223,0.391304347826087,0.6354166666666666,0.4696969696969697,0.48625811518324585,0.47431818181818175,0.48672651515151527,0.0821256038647343,0.13709677419354838,,0.07468879668049792,0.4024896265560166,10.464220183486237,25.31566265060241,0.3465346534653465,1.0,4.0,3.0,2.0,0.043478260869565216,0.02127659574468085,0.027586206896551724,0.027522935779816515,,,,,,,0.027777777777777776,,,,False,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,13003.0,217,18,417,409,149,117,66,826,9,19,2.0,6.0,3.0,5.0,2.0,5.0,7.0,19.0,4.0,13.0,,1.0,2.0,4.0,5.0,14.0,1.0,1.0,2.0,3.0,18,43,9.0,27.0,19.0,82,411,3.0,7.0,1.0,2.0,3.0,12.0,4.0,10.0,4.0,7.0,10.0,30,24,12,21.0,6.0,4.0,14.0,5.0,4.0,,12.0,2.0,14,2.0,,4.0,6.0,2.0,30,15.0,,9.0,27.0,4.0,40,18.0,58,2.0,3.0,1.0,2.0,9.0,,4.0,4.0,,5.0,1.0,13,1.0,4,11.0,19,,1.0,2.0,24.0,1.0,,1.0,5.0,,7.0,4.0,1.0,4.0,2.0,30,149,4.0,0.6666666666666666,0.75,0.7777777777777778,0.3333333333333333,0.5,0.5714285714285714,0.3333333333333333,0.4186046511627907,0.42857142857142855,0.4,0.45,0.5,0.5882352941176471,0.5,0.5454545454545454,0.6521739130434783,0.38571428571428573,,0.09302325581395349,0.15789473684210525,,18.98989898989899,0.6923076923076923,0.3333333333333333,,0.17763157894736842,0.09375,0.1836734693877551,0.1791044776119403,0.08071748878923767,0.15384615384615385,0.075,0.058823529411764705,0.16,0.13636363636363635,0.22413793103448276,0.1951219512195122,0.125,0.05128205128205128,0.5,0.2714285714285714,0.47368421052631576,0.5625,0.6666666666666666,0.07142857142857142,0.4,0.4,0.5,0.2714285714285714,0.3684210526315789,0.3888888888888889,0.7142857142857143,0.18571428571428572,0.3076923076923077,0.3076923076923077,1.0,0.2,0.35714285714285715,0.35714285714285715,0.6,0.6666666666666666,0.3333333333333333,,0.1111111111111111,,,0.1111111111111111,1.0,,0.29411764705882354,0.6,0.23529411764705882,0.5,0.17647058823529413,0.6666666666666666,0.6571428571428571,0.35714285714285715,0.4998457142857142,0.5367666666666666,0.5224647058823529,0.06756756756756757,0.10638297872340426,,0.14634146341463414,0.36585365853658536,9.986046511627908,24.477777777777778,0.35731414868105515,,3.0,3.0,,,0.05263157894736842,0.047619047619047616,0.06666666666666667,,,,,,,,,,,False,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,85800.0,1430,167,2730,2700,880,651,360,5430,86,170,19.0,51.0,28.0,47.0,42.0,144.0,83.0,179.0,6.0,14.0,1.0,2.0,1.0,3.0,4.0,18.0,,,1.0,10.0,211,493,10.0,32.0,119.0,571,2690,35.0,84.0,1.0,2.0,27.0,100.0,53.0,128.0,2.0,13.0,56.0,168,226,196,30.0,,32.0,16.0,4.0,47.0,,43.0,24.0,67,18.0,6.0,25.0,7.0,11.0,158,73.0,1.0,42.0,148.0,13.0,203,95.0,298,13.0,41.0,20.0,21.0,37.0,7.0,19.0,54.0,7.0,18.0,10.0,91,9.0,31,53.0,157,,15.0,23.0,155.0,16.0,,,71.0,,14.0,20.0,6.0,20.0,16.0,168,880,16.0,0.5355450236966824,0.5794871794871795,1.0,0.3125,0.5,0.15384615384615385,0.3333333333333333,0.4279918864097363,0.4166666666666667,0.4140625,0.43047619047619046,0.42441860465116277,0.3971631205673759,0.48063973063973064,0.4854368932038835,0.48,0.06095238095238095,,0.09533468559837728,0.20588235294117646,,21.656655074296555,0.4065934065934066,0.1625,0.013157894736842105,0.1423076923076923,0.06985645933014355,0.14583333333333334,0.1430722891566265,0.0715917745620716,0.10067114093959731,0.06753246753246753,0.04696132596685083,0.14675767918088736,0.14332247557003258,0.13863636363636364,0.14545454545454545,0.14705882352941177,0.05220883534136546,0.8,0.3238095238095238,0.5058823529411764,0.6370370370370371,0.5465116279069767,0.2742857142857143,0.2916666666666667,0.3181818181818182,0.35714285714285715,0.34095238095238095,0.46368715083798884,0.46368715083798884,0.6144578313253012,0.02666666666666667,0.42857142857142855,0.42857142857142855,1.0,0.03428571428571429,0.2222222222222222,0.2222222222222222,1.0,0.5930232558139535,0.37254901960784315,0.21052631578947367,0.023255813953488372,0.5,1.0,,,,0.3333333333333333,0.5957446808510638,0.02127659574468085,0.3333333333333333,0.07092198581560284,0.1,0.38476190476190475,0.25,0.45622346153846166,0.49720073529411773,0.45567757352941174,0.12241379310344827,0.12956204379562045,,0.17513134851138354,0.29422066549912435,9.703651115618662,27.090625,0.32234432234432236,2.0,21.0,8.0,6.0,0.08333333333333333,,0.07835820895522388,0.08205128205128205,4.0,,,,,2.0,0.0684931506849315,,,,False,
1802,1610612754,Brad Miller,Brad Miller,1802,IND,94844.0,1581,235,3089,3060,859,669,386,6149,128,216,34.0,62.0,30.0,54.0,32.0,100.0,68.0,153.0,1.0,2.0,,,,1.0,3.0,8.0,,,1.0,3.0,228,469,4.0,10.0,202.0,670,3066,42.0,80.0,,,36.0,120.0,55.0,111.0,1.0,4.0,75.0,188,352,104,12.0,,62.0,8.0,3.0,71.0,1.0,119.0,24.0,143,18.0,6.0,63.0,21.0,35.0,310,102.0,1.0,53.0,207.0,27.0,287,136.0,423,13.0,47.0,29.0,18.0,50.0,10.0,33.0,25.0,1.0,17.0,2.0,75,11.0,19,63.0,140,,17.0,9.0,240.0,23.0,,5.0,101.0,,28.0,29.0,10.0,29.0,17.0,188,859,19.0,0.7719298245614035,0.8934010152284264,1.0,0.4,,0.25,0.4,0.4861407249466951,0.525,0.4954954954954955,0.48851774530271397,0.525,0.49130434782608695,0.5683760683760684,0.6185567010309279,0.5987261146496815,0.020876826722338204,0.1,0.1513859275053305,0.19907407407407407,0.125,18.649335970613166,0.6666666666666666,0.35064935064935066,0.010526315789473684,0.1707920792079208,0.09197475202885483,0.16257668711656442,0.16905071521456436,0.09527170077628794,0.1323529411764706,0.07360406091370558,0.07466666666666667,0.16761363636363635,0.2054794520547945,0.14747474747474748,0.15021459227467812,0.1935483870967742,0.07692307692307693,0.5862068965517241,0.4509394572025052,0.5925925925925926,0.7398843930635838,0.671875,0.20876826722338204,0.32,0.43243243243243246,0.71875,0.31941544885177453,0.4444444444444444,0.4503311258278146,0.9852941176470589,0.0041753653444676405,0.5,0.5,1.0,0.016701461377870562,0.375,0.42857142857142855,1.0,0.775,0.5483870967741935,0.11764705882352941,,,,,,,0.46956521739130436,0.5555555555555556,0.008695652173913044,,0.02608695652173913,0.3333333333333333,0.4718162839248434,0.375,0.4760735908141963,0.5128857142857143,0.47268391304347823,0.1813285457809695,0.1846435100548446,,0.1791044776119403,0.28059701492537314,8.349466950959487,24.79,0.27808352217546134,,33.0,17.0,2.0,0.26,0.013071895424836602,0.10714285714285714,0.11764705882352941,,,,,,1.0,0.08045977011494253,,,1.0,False,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,96229.0,1604,150,3121,3085,881,720,398,6206,56,78,7.0,14.0,13.0,18.0,11.0,32.0,58.0,131.0,22.0,69.0,2.0,7.0,4.0,16.0,65.0,178.0,6.0,13.0,17.0,57.0,125,241,87.0,247.0,145.0,656,3113,15.0,33.0,8.0,20.0,17.0,71.0,27.0,50.0,21.0,73.0,54.0,171,228,22,252.0,9.0,8.0,178.0,65.0,6.0,2.0,101.0,22.0,123,14.0,8.0,49.0,27.0,25.0,268,12.0,,32.0,77.0,,109,14.0,123,5.0,48.0,23.0,25.0,28.0,7.0,19.0,26.0,4.0,9.0,,54,4.0,12,15.0,71,,3.0,12.0,160.0,5.0,1.0,34.0,36.0,5.0,23.0,3.0,1.0,4.0,3.0,171,881,17.0,0.912,0.9421487603305785,0.9655172413793104,0.3522267206477733,0.4,0.2876712328767123,0.3522267206477733,0.5186721991701245,0.45454545454545453,0.54,0.5235655737704918,0.5094339622641509,0.47560975609756095,0.5723443223443223,0.5416666666666666,0.5570469798657718,0.5061475409836066,0.008097165991902834,0.024896265560165973,0.038461538461538464,0.0056179775280898875,16.71309192200557,0.5185185185185185,,,0.06422018348623854,0.010452961672473868,0.09846153846153846,0.07152230971128609,0.009283819628647215,0.019230769230769232,0.007518796992481203,0.005194805194805195,0.061946902654867256,0.04986149584487535,0.07615230460921844,0.09745762711864407,0.10112359550561797,0.01893939393939394,0.75,0.1598360655737705,0.717948717948718,0.7466666666666667,0.9107142857142857,0.06557377049180328,0.34375,0.3548387096774194,0.8181818181818182,0.26844262295081966,0.44274809160305345,0.4496124031007752,0.9310344827586207,0.1413934426229508,0.3188405797101449,0.3235294117647059,1.0,0.36475409836065575,0.3651685393258427,0.3672316384180791,0.9538461538461539,0.2641509433962264,0.5,0.5714285714285714,0.1320754716981132,0.2857142857142857,1.0,0.24528301886792453,0.46153846153846156,1.0,0.14634146341463414,0.7222222222222222,0.13008130081300814,0.25,0.4634146341463415,0.2982456140350877,0.6659836065573771,0.3651685393258427,0.5096943647540985,0.48944886363636364,0.49028252032520325,0.07839388145315487,0.1323529411764706,0.0199203187250996,0.10823170731707317,0.2606707317073171,11.878423236514521,25.077327935222673,0.28228132008971485,,2.0,2.0,,0.03125,0.015267175572519083,0.005555555555555556,0.007751937984496124,,,,1.0,1.0,,,,,1.0,False,0.014492753623188406
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,23760.0,396,-39,772,768,312,285,107,1540,23,39,5.0,11.0,6.0,13.0,12.0,20.0,13.0,41.0,3.0,8.0,,,,1.0,8.0,20.0,,1.0,2.0,7.0,48,100,11.0,28.0,17.0,146,765,7.0,21.0,,1.0,2.0,16.0,14.0,34.0,2.0,8.0,11.0,45,68,28,33.0,,8.0,20.0,8.0,7.0,,14.0,3.0,17,3.0,,7.0,2.0,5.0,37,11.0,1.0,6.0,40.0,3.0,49,17.0,66,2.0,3.0,2.0,1.0,7.0,1.0,3.0,13.0,2.0,4.0,2.0,20,3.0,13,16.0,39,,3.0,7.0,27.0,4.0,,1.0,13.0,,2.0,28.0,9.0,28.0,18.0,45,312,8.0,0.7083333333333334,0.7727272727272727,1.0,0.39285714285714285,,0.25,0.39285714285714285,0.48,0.3333333333333333,0.4117647058823529,0.50390625,0.3181818181818182,0.40476190476190477,0.5251798561151079,0.34782608695652173,0.45918367346938777,0.21875,,0.07,0.1282051282051282,,17.68631813125695,0.35,0.09090909090909091,0.041666666666666664,0.12658227848101267,0.03559870550161812,0.08695652173913043,0.11948051948051948,0.04092071611253197,0.061224489795918366,0.03333333333333333,0.01652892561983471,0.10891089108910891,0.07446808510638298,0.18181818181818182,0.09259259259259259,0.06666666666666667,0.03225806451612903,0.6428571428571429,0.3046875,0.5897435897435898,0.6764705882352942,0.782608695652174,0.15625,0.6,0.6666666666666666,0.4166666666666667,0.3203125,0.3170731707317073,0.3170731707317073,0.8461538461538461,0.0625,0.375,0.375,1.0,0.15625,0.4,0.4,1.0,0.5,0.45454545454545453,0.4,,,,0.045454545454545456,,,0.30952380952380953,0.46153846153846156,0.023809523809523808,,0.16666666666666666,0.2857142857142857,0.5234375,0.4,0.4783421875,0.4917714285714286,0.46663809523809524,0.0948905109489051,0.11926605504587157,,0.1095890410958904,0.3082191780821918,9.995,24.821428571428566,0.40414507772020725,,5.0,19.0,,0.1,,0.06097560975609756,0.06557377049180328,,,,,,,0.047619047619047616,,,1.0,False,
