EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DeadBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,Usage,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,LongMidRangeAssists,LiveBallTurnovers,LostBallTurnovers,LiveBallTurnoverPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Arc3Assists,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,ShortMidRangeAssists,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,OffShortMidRangeReboundPct,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SelfOReb,BadPassTurnovers,SelfORebPct,Technical Free Throw Trips,on,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,Travels,SecondChanceTurnovers,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Corner3Assists,FTOffRebounds,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,OffCorner3ReboundPct,HeaveAttempts,PenaltyCorner3FGM,PtsUnassisted3s,HeaveMakes,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,BlockedCorner3,Arc3PctBlocked
1038,1610612745,Juaquin Hawkins,Juaquin Hawkins,1038,HOU,785.0,13,-11,26,29,19.0,26.0,6.0,55,3.0,3,35,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,19.0,12.5,1.0,0.37883333333333336,0.37883333333333336,18.866666666666667,0.7307692307692307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,1610612745,Kelvin Cato,Kelvin Cato,1509,HOU,1155.0,19,-5,38,42,12.0,18.0,8.0,80,1.0,8,45,4.0,,,,,,,,12.0,19.565217391304348,0.125,0.5496625,0.5554,3.2125000000000004,0.3157894736842105,5.0,6.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,7.0,2.0,16.0,2.0,2.0,1.0,5.0,4.0,1.0,9.0,12.0,2.0,2.0,1.0,1.0,5.0,1.0,6.0,2.0,8.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,9.0,0.8571428571428571,1.0,0.875,1.0,1.0,0.875,1.0,1.0,0.8888888888888888,0.8333333333333334,1.125,0.3333333333333333,0.3125,0.06666666666666667,0.3333333333333333,0.25,0.1111111111111111,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.75,0.8333333333333334,0.8333333333333334,0.8,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.75,1.0,0.75,0.6026,0.2222222222222222,0.2222222222222222,0.3125,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,1610612745,Eddie Griffin,Eddie Griffin,2204,HOU,655.0,11,-1,22,23,5.0,5.0,2.0,45,3.0,5,22,,1.0,1.0,,2.0,,1.0,,5.0,25.0,0.6,0.3984,,13.1,0.22727272727272727,,1.0,,,,,1.0,1.0,,1.0,,2.0,,,,,,,,,2.0,,,,2.0,2.0,4.0,,4.0,,,,,,,,,,,,,0.2,,,0.2,,,0.2,,,1.0,0.4,,,0.2222222222222222,,,,0.5,1.0,,0.2,,,,0.2,1.0,1.0,,,,,,,,,,0.2,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,1610612745,Tito Maddox,Tito Maddox,2432,HOU,2041.0,34,-8,68,72,24.0,30.0,12.0,140,1.0,9,74,2.0,4.0,5.0,2.0,11.0,3.0,3.0,,24.0,23.75,0.08333333333333333,0.5085375,0.5250166666666666,4.866666666666667,0.35294117647058826,2.0,5.0,,,1.0,2.0,,3.0,1.0,3.0,5.0,11.0,,,,,1.0,4.0,6.0,2.0,4.0,,,1.0,4.0,,6.0,1.0,7.0,1.0,4.0,8.0,,1.0,1.0,,,1.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5,0.25,,0.3333333333333333,0.34375,,0.5,,0.15384615384615385,0.037037037037037035,,0.17647058823529413,0.03125,0.07692307692307693,,0.16666666666666666,0.2222222222222222,0.09090909090909091,0.4166666666666667,0.4,0.6666666666666666,,0.25,,,,1.0,1.0,1.0,,,,0.6666666666666666,0.5,0.6666666666666666,,0.07692307692307693,0.1,,0.5454545454545454,2.0,,,,3.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.25,0.4444444444444444,0.4,0.6666666666666666,0.25,0.2,0.3333333333333333,1.0,0.25,0.3333333333333333,25.833333333333332,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,1610612745,Moochie Norris,Moochie Norris,983,HOU,1105.0,18,-3,34,37,18.0,24.0,7.0,71,1.0,4,38,2.0,4.0,4.0,2.0,8.0,,,,18.0,9.523809523809524,0.25,0.5055000000000001,0.44515000000000005,4.525,0.5294117647058824,1.0,3.0,,,,1.0,,,,1.0,,2.0,,1.0,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,0.25,,,0.25,,,0.25,,,,,,,0.05555555555555555,,,,,,,0.75,0.3333333333333333,0.5,,,,,,,,,,,,0.5,,0.75,0.3541,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,0.25,0.3333333333333333,,0.14285714285714285,0.25,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,1610612745,Terence Morris,Terence Morris,2242,HOU,1311.0,22,-8,44,45,20.0,23.0,7.0,89,2.0,4,50,3.0,3.0,3.0,3.0,6.0,,1.0,1.0,20.0,13.72549019607843,0.3333333333333333,0.47019999999999995,0.4234875,10.05,0.45454545454545453,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,3.0,,6.0,1.0,1.0,,2.0,2.0,,4.0,6.0,,,,1.0,3.0,1.0,7.0,1.0,8.0,3.0,3.0,,,,,,,,4.0,1.0,1.0,0.75,1.0,0.6666666666666666,0.5,1.0,0.5,0.5,1.0,0.5,0.2,0.23076923076923078,0.0625,,0.3,0.05263157894736842,0.09090909090909091,,0.25,0.2,0.25,0.3333333333333333,1.0,1.0,1.0,,,,,0.5,0.5,1.0,1.0,1.0,1.0,0.25,1.0,0.6666666666666666,0.6139,,,0.3333333333333333,0.6666666666666666,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,3.0,1.0,1.0,,,,,,,,,0.3333333333333333,,,,0.42857142857142855,0.5,0.3333333333333333,,0.3333333333333333,0.25,25.9,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,1610612745,Steve Francis,Steve Francis,1883,HOU,32.0,1,-4,1,2,1.0,2.0,,3,1.0,1,4,1.0,,,,,,,,1.0,100.0,1.0,0.287,0.287,18.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,1610612745,Kenny Thomas,Kenny Thomas,1903,HOU,149.0,2,-2,5,6,2.0,1.0,1.0,11,,2,6,1.0,,,,,,,,2.0,33.333333333333336,,0.5809,0.5883,,0.4,2.0,2.0,1.0,1.0,1.0,1.0,,,,2.0,,4.0,1.0,1.0,,2.0,1.0,,2.0,2.0,2.0,2.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.3333333333333333,,,0.3333333333333333,,,,,,1.0,1.0,1.0,0.5,,,,,,,,1.0,1.0,,1.0,1.0,1.0,0.5735,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,198.0,3,-3,8,7,7.0,7.0,1.0,15,1.0,1,8,1.0,,,,,,,,7.0,22.22222222222222,1.0,0.3705,0.3705,15.3,0.875,,,,,,,,,,,2.0,2.0,,,2.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,,2.0,,1.0,1.0,,,1.0,,,,,,,,,,0.5,1.0,,,,0.3333333333333333,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,1610612745,Glen Rice,Glen Rice,779,HOU,957.0,16,-1,31,33,11.0,13.0,6.0,64,2.0,4,28,1.0,,,,,,1.0,,11.0,16.216216216216218,0.4,0.46363000000000004,0.3439,13.899999999999999,0.3548387096774194,,1.0,,1.0,,,,1.0,1.0,1.0,,5.0,,1.0,,,,,,2.0,,,1.0,,1.0,,2.0,1.0,3.0,1.0,2.0,,,,,,,,,1.0,1.0,0.25,,,0.5,,,0.5,,,,0.05555555555555555,,0.25,0.1,0.05263157894736842,,0.25,,,0.1111111111111111,0.2,,,,0.2,,,,0.5,0.5,1.0,1.0,,,,,0.4,,,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,0.2,,,,0.5,0.5,,,0.2,,26.5,,1.0,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
