EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsAssisted2s,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Travels,SecondChanceTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyArc3FGA,PenaltyFG3A,AtRimAssists,Technical Free Throw Trips,PenaltyArc3Frequency,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,DefensiveGoaltends,3SecondViolations,ShortMidRangePctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,HeaveAttempts,Defensive 3 Seconds Violations,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceFG3M,BlockedLongMidRange,OffensiveGoaltends,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,FoulsDrawn,Offensive Fouls Drawn,BlockedCorner3
1023,1610612737,Emanual Davis,Emanual Davis,1023,ATL,1356.0,23,-3,41,44,18,15.0,7,85,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,5,1.0,2.0,7.0,39,1.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,4,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,18,1.0,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.5,0.2857142857142857,0.2,0.25,18.367346938775512,0.5,0.1,0.058823529411764705,0.08333333333333333,0.041666666666666664,0.2,0.25,0.14285714285714285,0.5714285714285714,0.5,0.6666666666666666,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.4333,0.5721,0.39742500000000003,0.5714285714285714,17.560000000000002,24.1,0.43902439024390244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1032,1610612737,Darvin Ham,Darvin Ham,1032,ATL,7688.0,128,33,240,249,113,107.0,34,489,4.0,4.0,10.0,,,,,13.0,25,,,33.0,208,,5.0,12.0,14.0,6.0,,,,3.0,3.0,6.0,2.0,15.0,6.0,11.0,,15.0,9.0,24,5.0,4.0,1.0,4.0,12.0,5.0,7.0,12.0,1.0,14.0,113,,,,0.52,0.4166666666666667,0.52,0.4166666666666667,0.515625,0.4375,,0.12,0.1,15.43859649122807,,0.10576923076923077,0.06593406593406594,0.11538461538461539,0.0761904761904762,,0.07142857142857142,0.16,0.4,0.4,0.4444444444444444,,,,,,,0.44,,0.44493999999999995,0.490425,0.4415916666666666,0.42424242424242425,7.904,,0.4708333333333333,8.0,11.0,1.0,2.0,4.0,7.0,1.0,7.0,2.0,4.0,2.0,6.0,4.0,20.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,8.0,8.0,1.0,3.0,16.0,2.0,6.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,0.7692307692307693,0.8333333333333334,0.5,0.5,0.6,0.18181818181818182,0.6666666666666666,0.0625,0.15384615384615385,0.14285714285714285,0.15,0.16666666666666666,0.05128205128205128,0.1891891891891892,0.05263157894736842,0.42857142857142855,1.0,0.44,0.7272727272727273,0.8888888888888888,0.75,0.25,0.25,1.0,0.5,0.5,0.5833333333333334,0.5714285714285714,0.20689655172413793,0.20689655172413793,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1074,1610612737,Matt Maloney,Matt Maloney,1074,ATL,1478.0,25,12,47,48,26,39.0,6,95,,,2.0,,,,2.0,,2,,2.0,1.0,35,,,2.0,,,,2.0,,,3.0,3.0,1.0,6.0,,1.0,,1.0,,1,2.0,2.0,,,1.0,,,1.0,,,26,,,,,,,,,,0.5,,,11.320754716981131,,0.045454545454545456,,0.04,,,,,0.5,,,,0.5,,,,,0.5,,0.43374999999999997,,0.4191833333333333,,17.299999999999997,25.55,0.5531914893617021,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,,3.0,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,0.125,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1737,1610612737,Nazr Mohammed,Nazr Mohammed,1737,ATL,27023.0,450,-104,845,859,272,316.0,116,1704,56.0,11.0,34.0,,,,,67.0,159,,,160.0,907,,20.0,42.0,47.0,48.0,,,,12.0,6.0,6.0,,12.0,39.0,63.0,8.0,82.0,47.0,129,16.0,10.0,,13.0,25.0,4.0,51.0,79.0,6.0,47.0,272,,,,0.42138364779874216,0.47619047619047616,0.42138364779874216,0.47619047619047616,0.449438202247191,0.47959183673469385,,0.07547169811320754,0.029411764705882353,20.422535211267608,0.2962962962962963,0.19325153374233128,0.11048158640226628,0.1774580335731415,0.10747663551401869,0.11607142857142858,0.22580645161290322,0.3522012578616352,0.2138364779874214,0.3235294117647059,0.3333333333333333,,,,,,,0.4339622641509434,,0.46390628930817607,0.5279736842105264,0.4801547619047618,0.29375,6.809433962264154,,0.32189349112426036,38.0,69.0,14.0,30.0,11.0,20.0,18.0,26.0,19.0,44.0,8.0,46.0,7.0,86.0,28.0,,,,2.0,7.0,1.0,11.0,6.0,12.0,3.0,1.0,3.0,41.0,3.0,18.0,4.0,21.0,14.0,7.0,21.0,11.0,7.0,0.6417910447761194,0.8113207547169812,0.4318181818181818,0.4318181818181818,0.4791666666666667,0.13043478260869565,0.48,0.03225806451612903,0.12087912087912088,0.09333333333333334,0.05673758865248227,0.07142857142857142,0.24,0.13533834586466165,0.12307692307692308,0.11538461538461539,0.5238095238095238,0.4339622641509434,0.5507246376811594,0.6333333333333333,0.5789473684210527,0.32142857142857145,0.3333333333333333,1.0,0.6818181818181818,0.4666666666666667,0.47619047619047616,0.55,0.10344827586206896,0.10344827586206896,0.2875,,,4.0,,,6.0,3.0,9.0,5.0,3.0,3.0,0.03571428571428571,0.18,0.15789473684210525,0.075,0.5555555555555556,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
949,1610612737,Shareef Abdur-Rahim,Shareef Abdur-Rahim,949,ATL,11606.0,193,-12,351,357,105,128.0,53,708,22.0,10.0,23.0,,,,3.0,34.0,67,,3.0,93.0,372,,15.0,23.0,41.0,40.0,,2.0,,7.0,10.0,15.0,4.0,35.0,7.0,28.0,6.0,37.0,13.0,50,4.0,4.0,,5.0,8.0,3.0,5.0,11.0,1.0,41.0,105,,,,0.5074626865671642,0.6521739130434783,0.4857142857142857,0.625,0.5542168674698795,0.6612903225806451,0.04285714285714286,0.1044776119402985,,21.513002364066192,0.3333333333333333,0.20588235294117646,0.04827586206896552,0.18023255813953487,0.06951871657754011,0.05,0.13513513513513514,0.3142857142857143,0.32857142857142857,0.43478260869565216,0.43478260869565216,,0.04285714285714286,,,,,0.35714285714285715,,0.4514840579710145,0.49324285714285715,0.4144695652173913,0.44086021505376344,9.21044776119403,34.36666666666667,0.29914529914529914,12.0,22.0,3.0,5.0,5.0,7.0,12.0,25.0,5.0,9.0,3.0,13.0,11.0,28.0,6.0,5.0,5.0,,3.0,6.0,,3.0,,3.0,2.0,3.0,2.0,30.0,3.0,12.0,4.0,,,,,,1.0,0.4117647058823529,0.45161290322580644,0.5555555555555556,0.5555555555555556,0.5909090909090909,0.22727272727272727,0.375,,0.08333333333333333,0.14285714285714285,0.03333333333333333,0.13333333333333333,0.21052631578947367,0.2459016393442623,0.1111111111111111,,,0.3142857142857143,0.5454545454545454,0.7058823529411765,0.3333333333333333,0.5454545454545454,0.6,0.7,0.5555555555555556,0.6,0.2916666666666667,0.7142857142857143,0.1518987341772152,0.15789473684210525,0.13978494623655913,1.0,1.0,3.0,1.0,0.041666666666666664,,1.0,1.0,,,,0.09090909090909091,0.06666666666666667,0.16666666666666666,,0.25,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1901,1610612737,Dion Glover,Dion Glover,1901,ATL,9958.0,166,-48,308,316,87,134.0,31,624,4.0,2.0,14.0,3.0,,4.0,11.0,8.0,31,5.0,14.0,36.0,339,1.0,2.0,8.0,12.0,12.0,12.0,11.0,4.0,3.0,12.0,16.0,3.0,36.0,5.0,16.0,,18.0,5.0,23,6.0,4.0,1.0,7.0,14.0,2.0,3.0,15.0,3.0,12.0,87,0.8,0.35714285714285715,0.35714285714285715,0.25806451612903225,0.25,0.34444444444444444,0.38461538461538464,0.36,0.375,0.3111111111111111,0.0967741935483871,0.07142857142857142,18.285714285714285,,0.13008130081300814,0.040983606557377046,0.11764705882352941,0.032679738562091505,0.02857142857142857,0.15384615384615385,0.08888888888888889,0.3111111111111111,0.14285714285714285,0.15384615384615385,0.06666666666666667,0.24444444444444444,0.36363636363636365,0.36363636363636365,0.75,,0.6,0.36363636363636365,0.46452555555555547,0.50944,0.44043461538461537,0.3333333333333333,9.648387096774192,25.27857142857143,0.2824675324675325,5.0,13.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,4.0,,2.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,,,2.0,2.0,7.0,4.0,,1.0,10.0,,3.0,2.0,4.0,1.0,3.0,4.0,3.0,3.0,0.25,0.2857142857142857,0.25,0.2,0.2,0.15384615384615385,0.5,,0.06666666666666667,,0.018867924528301886,,0.18421052631578946,0.06521739130434782,0.05263157894736842,0.09090909090909091,0.75,0.28888888888888886,0.38461538461538464,0.45454545454545453,0.2,0.25,0.25,0.5,0.4,0.5,0.23076923076923078,0.3333333333333333,0.0625,0.08823529411764706,0.05555555555555555,4.0,5.0,5.0,,0.3076923076923077,1.0,2.0,3.0,,,,,0.08823529411764706,,0.038461538461538464,,,,,1.0,1.0,1.0,2.0,2.0,3.0,0.4,0.3333333333333333,0.3333333333333333,1.0,0.2,0.07692307692307693,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,
673,1610612737,Alan Henderson,Alan Henderson,673,ATL,16147.0,269,-115,505,517,118,165.0,68,1022,21.0,9.0,23.0,,,,,35.0,75,,,77.0,563,,7.0,11.0,17.0,28.0,,,,5.0,11.0,11.0,3.0,22.0,19.0,19.0,3.0,27.0,21.0,48,10.0,5.0,1.0,2.0,9.0,3.0,11.0,25.0,1.0,17.0,118,,,,0.4666666666666667,0.6363636363636364,0.4666666666666667,0.6363636363636364,0.48125,0.6538461538461539,,0.06666666666666667,0.043478260869565216,15.187713310580204,0.2,0.10614525139664804,0.08482142857142858,0.10212765957446808,0.07722007722007722,0.12345679012345678,0.0784313725490196,0.28,0.30666666666666664,0.391304347826087,0.4090909090909091,,,,,,,0.41333333333333333,,0.4533426666666668,0.5064625,0.4612545454545453,0.22077922077922077,7.374666666666667,,0.23366336633663368,19.0,31.0,7.0,14.0,2.0,3.0,7.0,7.0,9.0,17.0,2.0,20.0,3.0,42.0,14.0,,,,1.0,1.0,1.0,5.0,5.0,7.0,5.0,,1.0,13.0,3.0,8.0,,2.0,2.0,,2.0,2.0,2.0,0.6,0.75,0.5294117647058824,0.5294117647058824,0.5263157894736842,0.0967741935483871,0.7777777777777778,0.07142857142857142,0.08928571428571429,0.02857142857142857,0.056818181818181816,0.03571428571428571,0.14754098360655737,0.08955223880597014,0.02564102564102564,0.23529411764705882,1.0,0.41333333333333333,0.6129032258064516,0.6785714285714286,0.5263157894736842,0.3333333333333333,0.35,0.7777777777777778,0.8235294117647058,0.5,0.2727272727272727,0.6666666666666666,0.1,0.1,0.2597402597402597,,,7.0,,,1.0,,2.0,4.0,,,0.047619047619047616,0.07272727272727272,,0.029411764705882353,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1956,1610612737,Ira Newble,Ira Newble,1956,ATL,8255.0,138,-58,260,267,98,91.0,30,527,2.0,2.0,8.0,1.0,,,,11.0,22,1.0,1.0,31.0,298,,5.0,10.0,15.0,6.0,3.0,,,3.0,6.0,6.0,1.0,12.0,5.0,9.0,,13.0,6.0,19,2.0,1.0,,,2.0,1.0,3.0,4.0,,15.0,98,1.0,1.0,1.0,0.5,0.5,0.5434782608695652,0.5,0.5740740740740741,0.5769230769230769,0.043478260869565216,0.13636363636363635,,9.539473684210526,,0.09375,0.04504504504504504,0.10655737704918032,0.046153846153846156,0.058823529411764705,,0.08695652173913043,0.34782608695652173,0.25,0.25,0.043478260869565216,,,,,,0.5652173913043478,,0.5239565217391305,0.44005,0.5665799999999999,0.4838709677419355,7.122727272727272,23.5,0.3769230769230769,8.0,12.0,,1.0,4.0,7.0,1.0,6.0,,2.0,,,5.0,16.0,,,,,1.0,1.0,,4.0,1.0,2.0,,,,9.0,1.0,3.0,2.0,,,,,,1.0,0.7272727272727273,0.7272727272727273,,,,0.25,1.0,,0.15384615384615385,0.05263157894736842,0.041666666666666664,,0.1,0.16666666666666666,0.15789473684210525,0.14285714285714285,,0.5217391304347826,0.6666666666666666,0.8888888888888888,0.75,0.5,0.5,1.0,0.5,,0.7,0.5714285714285714,0.12,0.125,,,,4.0,,,,,2.0,,1.0,,,0.034482758620689655,0.16666666666666666,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1891,1610612737,Jason Terry,Jason Terry,1891,ATL,15595.0,260,-63,485,486,124,169.0,62,971,14.0,21.0,45.0,9.0,,11.0,33.0,38.0,74,15.0,42.0,139.0,538,2.0,11.0,22.0,37.0,56.0,36.0,31.0,11.0,2.0,32.0,43.0,13.0,97.0,4.0,20.0,,25.0,5.0,30,9.0,6.0,2.0,9.0,23.0,5.0,5.0,12.0,1.0,37.0,124,0.8,0.35714285714285715,0.375,0.5135135135135135,0.5,0.521551724137931,0.4375,0.540650406504065,0.4857142857142857,0.3620689655172414,0.02702702702702703,0.022222222222222223,25.614035087719298,,0.10638297872340426,0.020100502512562814,0.10245901639344263,0.0199203187250996,,0.11538461538461539,0.1206896551724138,0.3879310344827586,0.4666666666666667,0.4772727272727273,0.07758620689655173,0.28448275862068967,0.3333333333333333,0.3333333333333333,0.7272727272727273,,0.49137931034482757,0.3548387096774194,0.47389956140350886,0.39885000000000004,0.43366129032258066,0.26618705035971224,12.78648648648649,25.68095238095238,0.2556701030927835,12.0,15.0,,1.0,4.0,4.0,5.0,18.0,1.0,5.0,3.0,5.0,9.0,20.0,,11.0,8.0,3.0,7.0,1.0,,5.0,3.0,14.0,10.0,,1.0,23.0,3.0,9.0,1.0,2.0,2.0,,2.0,1.0,2.0,0.2631578947368421,0.2631578947368421,0.2,0.14285714285714285,0.25,0.06666666666666667,0.6086956521739131,,0.08928571428571429,0.019230769230769232,0.011494252873563218,,0.08771929824561403,0.11392405063291139,0.11904761904761904,,0.5,0.12931034482758622,0.8,0.8571428571428571,0.25,0.35714285714285715,0.35714285714285715,0.23809523809523808,0.14285714285714285,,0.125,1.0,0.07377049180327869,0.1125,0.03597122302158273,10.0,10.0,12.0,6.0,0.3125,2.0,2.0,4.0,,,,,0.05660377358490566,0.07142857142857142,0.03571428571428571,0.4,,2.0,,4.0,,2.0,2.0,2.0,9.0,0.2,0.4444444444444444,0.4444444444444444,1.0,0.2857142857142857,,0.2,,,,,,,,,,,,,,True,,,,,,,,,,,
299,1610612737,Glenn Robinson,Glenn Robinson,299,ATL,13441.0,224,-67,429,435,115,161.0,56,864,37.0,11.0,37.0,7.0,1.0,7.0,16.0,35.0,89,9.0,23.0,115.0,501,1.0,4.0,10.0,20.0,20.0,27.0,16.0,7.0,6.0,16.0,20.0,2.0,44.0,6.0,15.0,2.0,23.0,9.0,32,3.0,3.0,1.0,8.0,23.0,6.0,4.0,14.0,1.0,20.0,115,1.0,0.391304347826087,0.391304347826087,0.39325842696629215,0.4,0.4330357142857143,0.4666666666666667,0.4708333333333333,0.5555555555555556,0.20535714285714285,0.06741573033707865,0.02702702702702703,28.88888888888889,0.125,0.09202453987730061,0.03550295857988166,0.09767441860465116,0.037914691943127965,0.03333333333333333,0.06666666666666667,0.33035714285714285,0.33035714285714285,0.2972972972972973,0.3055555555555556,0.0625,0.14285714285714285,0.4375,0.4375,1.0,0.1111111111111111,0.3392857142857143,0.4375,0.4579241071428572,0.5545000000000001,0.4690366666666667,0.17391304347826086,10.91123595505618,24.821739130434786,0.2680652680652681,8.0,15.0,4.0,6.0,1.0,2.0,16.0,18.0,5.0,8.0,1.0,14.0,6.0,50.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,6.0,,15.0,5.0,5.0,3.0,20.0,2.0,9.0,1.0,5.0,1.0,3.0,5.0,2.0,2.0,0.7142857142857143,0.7575757575757576,0.625,0.7222222222222222,0.7,,0.6521739130434783,0.09090909090909091,0.11538461538461539,0.047619047619047616,0.03076923076923077,0.06451612903225806,0.0851063829787234,0.11267605633802817,0.07894736842105263,0.21428571428571427,0.4,0.13392857142857142,0.5333333333333333,0.5333333333333333,0.5,0.43243243243243246,0.5,1.0,0.6666666666666666,0.6666666666666666,0.13333333333333333,0.5,0.07563025210084033,0.09375,0.12173913043478261,4.0,5.0,12.0,2.0,0.26666666666666666,2.0,,10.0,,,,0.13513513513513514,0.045454545454545456,,0.03225806451612903,0.625,0.5,,,2.0,1.0,,2.0,2.0,,0.4,0.2857142857142857,0.2857142857142857,1.0,,0.06666666666666667,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,
