EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,OffThreePtRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,LongMidRangeFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,Points,PenaltyFG2M,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,SelfOReb,Steals,BadPassSteals,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,AtRimFG3AFrequency,PenaltyPointsPct,AtRimPctBlocked,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,ShootingFouls,Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,Arc3FGA,SecondChanceArc3FGA,FG3A,FtPoints,SecondChanceFG3A,PenaltyFtPoints,NonHeaveArc3FGA,FTA,TwoPtShootingFoulsDrawn,FG3APct,Arc3Frequency,SecondChanceArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,DefAtRimReboundPct,on,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,DefFTReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceFtPoints,FTOffRebounds,2pt And 1 Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,3SecondViolations,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,SecondChanceCorner3FGM,Fg3aBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3PctAssisted,FoulsDrawn,Offensive Fouls Drawn,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends
1032,1610612737,Darvin Ham,Darvin Ham,1032,ATL,268.0,4.0,2,7,7,3.0,7,3,14,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,25.0,1.0,1.0,0.125,1.0,1.0,0.3578,0.3578,0.3578,15.7,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,1610612737,Nazr Mohammed,Nazr Mohammed,1737,ATL,351.0,6.0,8,10,10,6.0,10,4,20,,4.0,2.0,1.0,1.0,,2.0,3.0,,,,,6.0,25.0,,,0.2222222222222222,,,0.450825,0.6422,0.3293,6.525,0.6,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.25,0.5,0.2,0.25,0.14285714285714285,0.6666666666666666,0.25,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,1610612737,Ira Newble,Ira Newble,1956,ATL,30.0,,-2,1,1,,1,1,2,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,1610612737,Paul Shirley,Paul Shirley,2321,ATL,351.0,6.0,8,10,10,6.0,10,4,20,1.0,4.0,2.0,,1.0,,,1.0,,,,,6.0,25.0,,,,,0.25,0.3659,,0.3555,6.675,0.6,,2.0,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,0.25,,0.2,,0.14285714285714285,,0.25,,0.5,,,,0.25,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,1610612737,Dan Dickau,Dan Dickau,2424,ATL,351.0,6.0,8,10,10,6.0,10,4,20,1.0,2.0,2.0,1.0,2.0,,2.0,4.0,,,,,6.0,12.5,,,0.2222222222222222,,0.5,0.43884999999999996,0.5064,0.43884999999999996,8.55,0.6,1.0,1.0,1.0,,,2.0,4.0,2.0,4.0,,4.0,,2.0,1.0,2.0,,,,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.2,0.25,0.2857142857142857,,0.25,,0.5,1.0,1.0,,,,,1.0,0.5,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.5,1.0,1.0,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,1610612737,Mike Wilks,Mike Wilks,2366,ATL,321.0,5.0,10,9,9,6.0,9,3,18,,,,,,,,,,,,,6.0,14.285714285714285,,,,,,0.55875,0.55875,,,0.6666666666666666,,,,,,,2.0,,2.0,,,,,,,,1.0,1.0,2.0,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,24.3,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,1610612737,Dion Glover,Dion Glover,1901,ATL,83.0,1.0,6,3,3,3.0,3,1,6,,1.0,,,1.0,,,1.0,,,,,3.0,25.0,,,,,,0.3733,,0.3733,13.7,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,1610612737,Emanual Davis,Emanual Davis,1023,ATL,20403.0,340.0,-66,640,653,193.0,207,82,1293,31.0,59.0,668.0,6.0,15.0,1.0,5.0,43.0,14.0,11.0,25.0,,193.0,16.87074829931973,0.56,0.014492753623188406,0.01730103806228374,0.020833333333333332,0.3522727272727273,0.4775261627906976,0.4853500000000001,0.42900000000000005,11.008474576271187,0.3015625,9.0,18.0,4.0,3.0,10.0,25.0,88.0,3.0,17.0,24.0,26.0,7.0,4.0,25.0,38.0,,12.0,7.0,17.0,0.48,0.5,0.423728813559322,0.2,0.4034090909090909,0.1875,0.4444444444444444,0.29310344827586204,0.11864406779661017,0.2,0.09225092250922509,0.01818181818181818,0.10119047619047619,0.012195121951219513,0.10655737704918032,,0.20454545454545456,0.5,0.5625,0.4444444444444444,0.11363636363636363,0.3,0.375,0.5714285714285714,0.5340909090909091,0.19318181818181818,0.1111111111111111,3.0,,1.0,13.0,3.0,6.0,2.0,32.0,36.0,13.0,76.0,9.0,11.0,28.0,0.5,0.42857142857142855,0.42857142857142855,0.13846153846153847,0.04477611940298507,0.13333333333333333,0.41935483870967744,0.4642857142857143,0.75,0.041666666666666664,,0.06818181818181818,14.0,,29.0,17.0,1.0,8.0,12.0,22.0,9.0,0.32954545454545453,0.1590909090909091,,0.09278350515463918,0.1323529411764706,25.506896551724136,0.09876543209876543,False,5.0,15.0,1.0,1.0,3.0,2.0,6.0,7.0,1.0,9.0,21.0,2.0,2.0,4.0,2.0,2.0,6.0,13.0,4.0,5.0,5.0,11.0,4.0,3.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,0.2413793103448276,0.1111111111111111,0.25925925925925924,0.0967741935483871,0.17391304347826086,0.058823529411764705,0.15,0.5,0.6666666666666666,0.46153846153846156,0.17045454545454544,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.14285714285714285,1.0,0.3333333333333333,0.14285714285714285,0.125,0.3333333333333333,0.25,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,1610612737,Darvin Ham,Darvin Ham,1032,ATL,55210.0,920.0,-66,1703,1751,603.0,622,243,3454,37.0,155.0,1758.0,22.0,53.0,16.0,72.0,152.0,30.0,19.0,63.0,8.0,603.0,12.756378189094548,0.47619047619047616,0.1038961038961039,0.08448928121059268,0.08928571428571429,0.23417721518987342,0.4922343949044585,0.5415888888888889,0.4787185185185185,5.467741935483869,0.3540810334703465,52.0,95.0,15.0,4.0,23.0,71.0,180.0,21.0,59.0,90.0,52.0,22.0,51.0,63.0,80.0,4.0,16.0,12.0,59.0,0.6338028169014085,0.6923076923076923,0.45806451612903226,0.39622641509433965,0.44936708860759494,0.38181818181818183,0.46875,0.4154929577464789,0.14193548387096774,0.17391304347826086,0.08725761772853186,0.07981220657276995,0.08444444444444445,0.08247422680412371,0.10074626865671642,0.0625,0.6012658227848101,0.5473684210526316,0.6666666666666666,0.5769230769230769,0.14556962025316456,0.17391304347826086,0.21052631578947367,0.6818181818181818,0.620253164556962,0.3277777777777778,0.17894736842105263,8.0,18.0,36.0,15.0,9.0,23.0,12.0,28.0,38.0,15.0,86.0,13.0,62.0,127.0,0.4090909090909091,0.4090909090909091,0.4423076923076923,0.07303370786516854,0.0918918918918919,0.046153846153846156,0.40540540540540543,0.4166666666666667,0.5333333333333333,0.6545454545454545,0.5,0.12777777777777777,3.0,,3.0,38.0,,17.0,2.0,79.0,38.0,0.0189873417721519,0.0189873417721519,,0.20540540540540542,0.2087912087912088,38.06666666666667,0.08737864077669903,False,,,,,,,2.0,,,2.0,,1.0,,10.0,4.0,6.0,4.0,9.0,4.0,4.0,6.0,33.0,3.0,11.0,8.0,22.0,3.0,14.0,7.0,19.0,13.0,19.0,10.0,10.0,,,,,0.02702702702702703,0.0851063829787234,0.07258064516129033,0.14583333333333334,0.5263157894736842,0.5,0.8666666666666667,,,,,,,,0.125,,,,0.03636363636363636,,5.0,5.0,11.0,2.0,4.0,1.0,2.0,0.06493506493506493,0.06923076923076923,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,1610612737,Amal McCaskill,Amal McCaskill,1043,ATL,4187.0,70.0,-16,135,133,58.0,73,20,268,,17.0,142.0,8.0,12.0,,7.0,22.0,1.0,1.0,2.0,,58.0,13.20754716981132,0.5,,0.09722222222222222,,,0.5694411764705883,0.5946,0.5702416666666668,0.8176470588235293,0.42962962962962964,4.0,14.0,8.0,,3.0,4.0,11.0,2.0,4.0,4.0,4.0,2.0,7.0,10.0,15.0,3.0,3.0,3.0,4.0,0.5,0.6666666666666666,0.23529411764705882,0.16666666666666666,0.23529411764705882,0.16666666666666666,0.2894736842105263,0.16666666666666666,0.11764705882352941,,0.18518518518518517,0.1206896551724138,0.2,0.2,0.18181818181818182,0.3,0.8235294117647058,0.2857142857142857,0.3333333333333333,0.5,0.17647058823529413,,,1.0,0.8235294117647058,0.36363636363636365,0.14285714285714285,3.0,2.0,10.0,,3.0,6.0,2.0,4.0,5.0,2.0,11.0,3.0,8.0,13.0,0.375,0.375,0.375,0.2727272727272727,0.0625,0.375,,,0.375,0.8333333333333334,0.2,0.5454545454545454,,,,3.0,,,,4.0,2.0,,,,0.10526315789473684,0.10526315789473684,,0.25,False,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,1.0,,,,2.0,,,,1.0,1.0,1.0,,3.0,,,,,,0.2857142857142857,0.08333333333333333,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,1.0,,0.09090909090909091,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
