EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyArc3FGM,PenaltyFG3M,PtsPutbacks,OffThreePtRebounds,FTDefRebounds,Loose Ball Fouls,Offensive Fouls,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyFg3Pct,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,FTOffRebounds,BlockedLongMidRange,SecondChanceFg3Pct,OffFTReboundPct,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveMakes,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,on,OffensiveGoaltends,3pt And 1 Free Throw Trips,Clear Path Fouls,Corner3PctBlocked,BlockedCorner3
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,9056.0,151,-16.0,280,285,60.0,92,40,565,4.0,9.0,1.0,4.0,5.0,9.0,10.0,28.0,1.0,2.0,6.0,10.0,2.0,19.0,46.0,7.0,12.0,11.0,70.0,321,1.0,2.0,2.0,4.0,4.0,11.0,2.0,2.0,10.0,22.0,16.0,9.0,12.0,10.0,6.0,3.0,1.0,7.0,7.0,14.0,6.0,1.0,2.0,2.0,3.0,35.0,3.0,1.0,6.0,7.0,3.0,10.0,1.0,10.0,6.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,7.0,11,15.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,10.0,60.0,1.0,0.5789473684210527,0.5789473684210527,0.42857142857142855,0.5833333333333334,0.5833333333333334,0.41304347826086957,0.5,0.36363636363636365,0.5086206896551724,0.5,0.3076923076923077,0.53125,0.6666666666666666,0.3,0.20689655172413793,0.08333333333333333,0.06521739130434782,0.2222222222222222,0.1111111111111111,0.1,21.05263157894737,0.8,0.06315789473684211,0.030927835051546393,0.041666666666666664,0.058823529411764705,0.024,0.08695652173913043,0.02127659574468085,0.07407407407407407,0.058823529411764705,0.058823529411764705,0.0625,0.038461538461538464,1.0,0.15517241379310345,0.4444444444444444,0.5714285714285714,0.75,0.15517241379310345,0.5555555555555556,0.625,0.4,0.4827586206896552,0.35714285714285715,0.35714285714285715,0.6,0.034482758620689655,0.5,0.5,0.1724137931034483,0.6,0.6666666666666666,0.5,0.3076923076923077,0.25,0.15384615384615385,0.3620689655172414,0.6,0.4556508620689655,0.3305,0.4643769230769231,0.06557377049180328,0.08163265306122448,0.05714285714285714,0.14285714285714285,13.51304347826087,24.991666666666664,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1609,1610612761,Art Long,Art Long,1609,TOR,4494.0,75,-41.0,140,146,58.0,64,22,286,4.0,8.0,,2.0,2.0,9.0,2.0,6.0,,,1.0,2.0,1.0,8.0,23.0,1.0,2.0,1.0,20.0,162,4.0,6.0,1.0,9.0,2.0,8.0,1.0,1.0,8.0,10.0,6.0,3.0,,2.0,1.0,1.0,,4.0,,4.0,,,3.0,,1.0,8.0,6.0,2.0,8.0,11.0,8.0,19.0,,3.0,,3.0,4.0,3.0,4.0,7.0,11.0,3.0,5.0,3.0,11,5.0,1.0,,3.0,,3.0,1.0,3.0,2.0,8.0,58.0,2.0,0.625,1.0,1.0,0.5,0.5,0.34782608695652173,0.6666666666666666,0.25,0.38,0.6666666666666666,0.3888888888888889,0.37037037037037035,0.6428571428571429,0.4444444444444444,0.08,,0.043478260869565216,,0.1111111111111111,,22.61904761904762,0.36363636363636365,0.13559322033898305,0.11320754716981132,0.14285714285714285,0.136986301369863,0.12121212121212122,,0.16666666666666666,,0.13793103448275862,0.18181818181818182,0.1,,0.6666666666666666,0.32,0.5,0.5,0.5,0.36,0.2222222222222222,0.25,0.5,0.24,0.3333333333333333,0.3333333333333333,1.0,,,,0.08,0.5,0.5,1.0,0.2222222222222222,,0.1111111111111111,0.4,0.5,0.45952799999999994,0.47818000000000005,0.4418277777777779,0.1111111111111111,0.12,0.45,0.4,7.782608695652175,24.5,0.4142857142857143,2.0,3.0,1.0,1.0,6.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0.25,0.15384615384615385,0.14285714285714285,0.1111111111111111,0.25,0.25,0.5,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1741,1610612761,Jelani McCoy,Jelani McCoy,1741,TOR,24224.0,404,-146.0,763,775,202.0,248,92,1538,47.0,78.0,11.0,21.0,13.0,50.0,3.0,8.0,,,,,,63.0,136.0,,,26.0,152.0,843,6.0,16.0,6.0,18.0,13.0,31.0,,7.0,33.0,74.0,52.0,,,,,20.0,,6.0,1.0,7.0,1.0,,4.0,,2.0,15.0,23.0,14.0,53.0,74.0,26.0,100.0,1.0,8.0,7.0,1.0,16.0,1.0,7.0,16.0,32.0,4.0,12.0,29.0,56,50.0,2.0,,20.0,6.0,15.0,10.0,15.0,11.0,33.0,202.0,7.0,0.5873015873015873,0.6491228070175439,,,,0.4632352941176471,0.375,0.41935483870967744,0.4632352941176471,0.375,0.41935483870967744,0.475,0.45,0.4230769230769231,,,0.14705882352941177,0.1794871794871795,0.12,,22.06896551724138,0.5,0.17491749174917492,0.07931034482758621,0.19444444444444445,0.17866666666666667,0.06860158311345646,0.05,0.04424778761061947,0.14942528735632185,0.17708333333333334,0.19166666666666668,0.17857142857142858,0.019230769230769232,0.7333333333333333,0.5735294117647058,0.6025641025641025,0.734375,0.6808510638297872,0.36764705882352944,0.26,0.29545454545454547,0.23076923076923078,0.058823529411764705,0.375,0.375,0.6666666666666666,,,,,,,,0.6774193548387096,0.5238095238095238,,0.5735294117647058,,0.47608897058823524,0.5080785714285714,0.4617806451612904,0.12987012987012986,0.12987012987012986,0.11842105263157894,0.21710526315789475,4.341176470588236,,0.26474442988204455,6.0,15.0,,,12.0,3.0,7.0,3.0,7.0,5.0,2.0,1.0,,0.3181818181818182,0.033707865168539325,0.14432989690721648,0.047619047619047616,,0.25,0.9375,0.4,,1.0,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1747,1610612761,Rafer Alston,Rafer Alston,1747,TOR,58943.0,982,-133.0,1847,1854,589.0,609,266,3701,38.0,75.0,15.0,28.0,17.0,44.0,33.0,86.0,10.0,26.0,41.0,104.0,39.0,88.0,205.0,51.0,130.0,37.0,366.0,1963,11.0,23.0,3.0,52.0,30.0,69.0,48.0,19.0,136.0,26.0,150.0,138.0,15.0,103.0,41.0,18.0,,157.0,35.0,192.0,26.0,9.0,78.0,17.0,62.0,419.0,16.0,15.0,71.0,86.0,21.0,107.0,5.0,38.0,11.0,27.0,51.0,18.0,41.0,35.0,86.0,5.0,21.0,47.0,120,54.0,6.0,2.0,25.0,4.0,15.0,7.0,15.0,4.0,136.0,589.0,16.0,0.14772727272727273,0.15853658536585366,0.9019607843137255,0.3923076923076923,0.3953488372093023,0.4292682926829268,0.4782608695652174,0.43478260869565216,0.491044776119403,0.5444444444444444,0.5,0.5097765363128491,0.5531914893617021,0.5354330708661418,0.3880597014925373,,0.08780487804878048,0.18666666666666668,0.09090909090909091,,20.660772452303398,0.5930232558139535,0.0988857938718663,0.02269503546099291,0.08333333333333333,0.0957683741648107,0.022026431718061675,0.031413612565445025,0.013422818791946308,0.07920792079207921,0.13191489361702127,0.08540925266903915,0.07352941176470588,0.029069767441860465,0.26666666666666666,0.22388059701492538,0.5066666666666667,0.6229508196721312,0.15789473684210525,0.13134328358208955,0.38636363636363635,0.425,,0.25671641791044775,0.38372093023255816,0.38372093023255816,0.21212121212121213,0.07761194029850746,0.38461538461538464,0.38461538461538464,0.31044776119402984,0.3942307692307692,0.3942307692307692,0.9024390243902439,0.23931623931623933,0.5357142857142857,0.3333333333333333,0.6119402985074627,0.39805825242718446,0.4935612275449102,0.5137909090909092,0.48298534482758626,0.07062146892655367,0.11160714285714286,0.14207650273224043,0.37158469945355194,9.693170731707314,25.03769230769231,0.31889550622631296,8.0,10.0,16.0,19.0,12.0,4.0,,2.0,8.0,5.0,,,0.3958333333333333,,0.019704433497536946,0.027777777777777776,0.02666666666666667,,0.11363636363636363,0.2222222222222222,0.8,0.41025641025641024,1.0,10.0,3.0,1.0,4.0,3.0,9.0,8.0,18.0,9.0,22.0,1.0,1.0,3.0,0.4090909090909091,0.012987012987012988,0.9,0.08888888888888889,0.25,1.0,0.4,0.4444444444444444,1.0,0.07692307692307693,0.3333333333333333,,,,,,,,,True,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,42375.0,706,-93.0,1328,1331,456.0,429,181,2659,41.0,57.0,11.0,15.0,7.0,24.0,17.0,66.0,7.0,24.0,17.0,62.0,24.0,65.0,147.0,24.0,86.0,60.0,262.0,1394,9.0,20.0,9.0,33.0,19.0,42.0,32.0,26.0,79.0,76.0,54.0,60.0,12.0,53.0,16.0,10.0,,32.0,8.0,40.0,4.0,4.0,15.0,7.0,10.0,88.0,14.0,14.0,40.0,58.0,18.0,76.0,1.0,24.0,19.0,5.0,15.0,5.0,9.0,17.0,32.0,3.0,11.0,27.0,58,77.0,7.0,2.0,33.0,8.0,12.0,7.0,12.0,3.0,79.0,456.0,9.0,0.5846153846153846,0.6440677966101694,0.8333333333333334,0.27906976744186046,0.2948717948717949,0.4421768707482993,0.45,0.4523809523809524,0.4334763948497854,0.46153846153846156,0.3581081081081081,0.4887640449438202,0.532258064516129,0.4438202247191011,0.36909871244635195,,0.06802721088435375,0.10526315789473684,0.16666666666666666,,19.478827361563518,0.46875,0.07518796992481203,0.0275049115913556,0.11023622047244094,0.0819423368740516,0.026113671274961597,0.007142857142857143,0.03755868544600939,0.06428571428571428,0.07303370786516854,0.08411214953271028,0.11578947368421053,0.008130081300813009,0.25,0.2446351931330472,0.7192982456140351,0.803921568627451,0.6585365853658537,0.10300429184549356,0.2916666666666667,0.35,0.14285714285714285,0.2832618025751073,0.25757575757575757,0.25757575757575757,0.5882352941176471,0.10300429184549356,0.2916666666666667,0.2916666666666667,0.26609442060085836,0.27419354838709675,0.27419354838709675,0.8823529411764706,0.20270270270270271,0.7333333333333333,0.32432432432432434,0.6137339055793991,0.3018867924528302,0.49922555555555553,0.4797760000000001,0.4738681159420291,0.1274131274131274,0.1907514450867052,0.12595419847328243,0.3015267175572519,10.039455782312924,26.709302325581394,0.3433734939759036,6.0,9.0,4.0,5.0,12.0,3.0,4.0,2.0,6.0,4.0,,,0.15625,0.08695652173913043,0.02112676056338028,0.03205128205128205,0.0196078431372549,0.025,0.09375,0.34615384615384615,0.6666666666666666,0.16666666666666666,1.0,6.0,3.0,2.0,4.0,1.0,8.0,,2.0,2.0,6.0,8.0,1.0,1.0,0.3333333333333333,0.017543859649122806,0.7142857142857143,0.15384615384615385,0.5,0.5,0.07692307692307693,,,0.10810810810810811,0.125,1.0,0.16666666666666666,,,,,,,True,,,,,
213,1610612761,Antonio Davis,Antonio Davis,213,TOR,20735.0,346,-66.0,633,633,231.0,235,100,1266,17.0,40.0,5.0,11.0,12.0,26.0,12.0,39.0,,,,,,41.0,105.0,,,38.0,120.0,709,7.0,16.0,6.0,20.0,13.0,29.0,,18.0,44.0,50.0,32.0,,,,,15.0,,16.0,12.0,28.0,8.0,4.0,9.0,2.0,5.0,68.0,21.0,7.0,35.0,55.0,22.0,77.0,,5.0,3.0,2.0,12.0,1.0,7.0,8.0,20.0,2.0,10.0,13.0,29,43.0,1.0,,15.0,7.0,5.0,3.0,5.0,3.0,44.0,231.0,4.0,0.6097560975609756,0.6756756756756757,,,,0.3904761904761905,0.4375,0.4482758620689655,0.3904761904761905,0.4375,0.4482758620689655,0.47619047619047616,0.5263157894736842,0.55,,,0.14285714285714285,0.225,0.19230769230769232,,19.67654986522911,0.6,0.15418502202643172,0.08333333333333333,0.1076923076923077,0.14383561643835616,0.06962025316455696,0.09836065573770492,0.09243697478991597,0.1206896551724138,0.11392405063291139,0.2111111111111111,0.12244897959183673,,0.6,0.38095238095238093,0.425,0.5483870967741935,0.5882352941176471,0.24761904761904763,0.46153846153846156,0.5714285714285714,0.5,0.37142857142857144,0.3076923076923077,0.3157894736842105,0.75,,,,,,,,0.3793103448275862,0.45454545454545453,,0.38095238095238093,,0.43716190476190486,0.4682285714285714,0.4192724137931035,0.12605042016806722,0.12605042016806722,0.16666666666666666,0.36666666666666664,8.926666666666666,,0.36492890995260663,5.0,10.0,,,8.0,1.0,13.0,2.0,3.0,2.0,2.0,,,0.40625,0.015625,0.05555555555555555,0.022222222222222223,,0.0625,0.625,0.5,,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.02564102564102564,,,,,,True,,,,,
966,1610612761,Jerome Williams,Jerome Williams,966,TOR,31250.0,521,-41.0,971,974,327.0,282,154,1945,46.0,72.0,15.0,24.0,8.0,27.0,10.0,31.0,,1.0,1.0,2.0,1.0,64.0,130.0,1.0,3.0,40.0,171.0,1006,15.0,30.0,4.0,34.0,17.0,37.0,2.0,16.0,50.0,88.0,40.0,3.0,,1.0,1.0,13.0,,7.0,12.0,19.0,11.0,1.0,5.0,,2.0,50.0,50.0,13.0,71.0,94.0,58.0,152.0,8.0,25.0,12.0,13.0,11.0,5.0,4.0,18.0,29.0,5.0,13.0,11.0,37,66.0,8.0,,30.0,7.0,6.0,5.0,6.0,5.0,50.0,327.0,4.0,0.6875,0.8148148148148148,1.0,0.3333333333333333,0.5,0.49230769230769234,0.5,0.4594594594594595,0.4924812030075188,0.4838709677419355,0.4358974358974359,0.5277777777777778,0.4722222222222222,0.4807692307692308,0.022556390977443608,,0.1,0.125,0.14814814814814814,,16.72504378283713,0.3793103448275862,0.18205128205128204,0.13020833333333334,0.1511627906976744,0.17647058823529413,0.11983471074380166,0.12389380530973451,0.11392405063291139,0.16521739130434782,0.2540983606557377,0.13725490196078433,0.15384615384615385,0.15384615384615385,0.8333333333333334,0.5413533834586466,0.6388888888888888,0.7301587301587301,0.6304347826086957,0.20300751879699247,0.2962962962962963,0.34782608695652173,0.75,0.23308270676691728,0.3225806451612903,0.3225806451612903,0.9,0.007518796992481203,,,0.015037593984962405,0.5,0.5,1.0,0.6153846153846154,0.625,0.02564102564102564,0.5639097744360902,1.0,0.504657196969697,0.5017767857142857,0.5114723684210526,0.1935483870967742,0.19736842105263158,0.19883040935672514,0.29239766081871343,6.006923076923079,44.93333333333334,0.3367662203913491,13.0,22.0,,,20.0,8.0,10.0,2.0,7.0,1.0,,1.0,,0.3333333333333333,0.08,0.1592920353982301,0.06578947368421052,0.125,0.14285714285714285,0.7096774193548387,0.5909090909090909,,2.0,7.0,2.0,,1.0,,1.0,,,,1.0,1.0,,,,,,0.03225806451612903,,,,,,0.02564102564102564,,,0.07692307692307693,,1.0,,,,,True,,,,,
2245,1610612761,Damone Brown,Damone Brown,2245,TOR,3899.0,65,6.0,119,119,54.0,45,19,238,2.0,4.0,,1.0,1.0,4.0,4.0,9.0,,1.0,,1.0,,7.0,17.0,,2.0,4.0,18.0,108,,1.0,1.0,1.0,2.0,6.0,1.0,2.0,6.0,14.0,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,2.0,2.0,2.0,6.0,8.0,2.0,10.0,,1.0,1.0,,,,,2.0,2.0,,1.0,4.0,8,5.0,1.0,,2.0,1.0,,,,,6.0,54.0,,1.0,1.0,,,,0.4117647058823529,,0.3333333333333333,0.3684210526315789,,0.2857142857142857,0.42857142857142855,0.25,0.375,0.10526315789473684,,0.058823529411764705,0.25,,,16.312056737588655,,0.09230769230769231,0.041666666666666664,0.2,0.10666666666666667,0.03225806451612903,0.058823529411764705,0.05263157894736842,,0.14285714285714285,0.08695652173913043,,,,0.21052631578947367,0.5,0.6666666666666666,1.0,0.21052631578947367,0.25,0.25,1.0,0.47368421052631576,0.4444444444444444,0.4444444444444444,1.0,0.05263157894736842,,,0.05263157894736842,,,,0.14285714285714285,,,0.3157894736842105,,0.4514236842105263,0.3989,0.4483857142857143,0.1,0.1111111111111111,0.05555555555555555,0.3333333333333333,12.46470588235294,24.6,0.453781512605042,,,,,,,,,1.0,,,,,,,,,,0.6666666666666666,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,True,,,,,
2423,1610612761,Chris Jefferies,Chris Jefferies,2423,TOR,15148.0,252,-35.0,497,490,161.0,172,67,987,10.0,20.0,4.0,6.0,1.0,12.0,13.0,33.0,,3.0,7.0,18.0,6.0,24.0,65.0,7.0,21.0,11.0,80.0,516,1.0,3.0,,8.0,8.0,20.0,7.0,4.0,29.0,34.0,14.0,21.0,,18.0,7.0,7.0,,7.0,4.0,11.0,2.0,2.0,7.0,,,26.0,4.0,2.0,10.0,12.0,5.0,17.0,2.0,8.0,4.0,4.0,8.0,3.0,8.0,5.0,13.0,1.0,3.0,13.0,16,18.0,,,8.0,1.0,3.0,2.0,3.0,1.0,29.0,161.0,2.0,0.7083333333333334,0.7083333333333334,1.0,0.3333333333333333,0.3333333333333333,0.36923076923076925,0.3333333333333333,0.4,0.4011627906976744,0.5714285714285714,0.46296296296296297,0.42105263157894735,0.5714285714285714,0.48333333333333334,0.2441860465116279,,0.1076923076923077,0.2,0.08333333333333333,,18.914185639229423,0.6153846153846154,0.050761421319796954,0.02197802197802198,0.05128205128205128,0.05084745762711865,0.02074688796680498,0.041666666666666664,,0.057971014492753624,0.057692307692307696,0.039473684210526314,0.034482758620689655,0.0425531914893617,0.3333333333333333,0.23255813953488372,0.5,0.625,0.8,0.13953488372093023,0.08333333333333333,0.09090909090909091,,0.38372093023255816,0.3939393939393939,0.41935483870967744,0.6923076923076923,0.03488372093023256,,,0.20930232558139536,0.3888888888888889,0.3888888888888889,1.0,0.2222222222222222,0.6666666666666666,0.2222222222222222,0.47674418604651164,0.3888888888888889,0.47185465116279063,0.4839,0.4467296296296296,0.0851063829787234,0.1095890410958904,0.1,0.3625,11.415384615384614,24.81428571428571,0.323943661971831,1.0,1.0,3.0,3.0,,1.0,,,1.0,1.0,,,0.42857142857142855,,0.01694915254237288,0.03333333333333333,0.021739130434782608,,0.1,0.14285714285714285,1.0,0.5,,,,,1.0,,1.0,2.0,3.0,2.0,4.0,,,,0.5,,,0.14285714285714285,,,0.42857142857142855,0.6666666666666666,1.0,0.037037037037037035,,,,0.06060606060606061,,,,,,True,,,,,
283,1610612761,Lindsey Hunter,Lindsey Hunter,283,TOR,3669.0,61,-13.0,107,111,49.0,34,16,218,1.0,6.0,1.0,2.0,,4.0,3.0,6.0,1.0,2.0,4.0,10.0,2.0,4.0,16.0,5.0,12.0,1.0,24.0,118,,,,,2.0,8.0,4.0,,10.0,4.0,4.0,15.0,,10.0,4.0,1.0,,2.0,2.0,4.0,1.0,1.0,1.0,,1.0,10.0,,,1.0,1.0,,1.0,,3.0,3.0,,1.0,,,1.0,2.0,,,2.0,7,2.0,,,1.0,,,,,,10.0,49.0,,0.5,0.5,1.0,0.4166666666666667,0.4166666666666667,0.25,,0.25,0.4107142857142857,,0.4166666666666667,0.41379310344827586,,0.4166666666666667,0.42857142857142855,,0.0625,0.16666666666666666,,,24.21875,0.5,0.02127659574468085,,,0.02,,,,,0.08333333333333333,,,,,0.21428571428571427,0.16666666666666666,0.2,,0.14285714285714285,,,,0.21428571428571427,0.5,0.5,0.6666666666666666,0.07142857142857142,0.5,0.5,0.35714285714285715,0.4,0.4,1.0,0.16666666666666666,0.5,0.16666666666666666,0.6428571428571429,0.4,0.4883375,0.53505,0.4741708333333334,0.034482758620689655,0.058823529411764705,,0.4166666666666667,9.13125,25.158333333333335,0.45794392523364486,,,1.0,2.0,,,,,,,,,0.5,,,,,,,,,0.5,,1.0,1.0,,,1.0,2.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,,0.16666666666666666,0.5,,,,,,,,,True,,,,,
