EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Blocked3s,BlockedCorner3,BlockedLongMidRange,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyCorner3FGM,PenaltyCorner3FGA,Travels,DefensiveGoaltends,Corner3PctBlocked,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Clear Path Fouls,on,BlockedArc3,OffensiveGoaltends,HeaveMakes,3pt And 1 Free Throw Trips
1425,1610612751,Aaron Williams,Aaron Williams,1425,NJN,33987.0,566.0,-22.0,1043.0,1062.0,228.0,308.0,132.0,2105.0,30.0,61.0,11.0,23.0,3.0,7.0,25.0,61.0,9.0,38.0,64.0,160.0,33.0,161.0,993.0,13.0,31.0,7.0,33.0,8.0,23.0,12.0,28.0,70.0,58.0,20.0,13.0,27.0,6.0,33.0,4.0,2.0,11.0,4.0,12.0,72.0,7.0,35.0,2.0,14.0,54.0,4.0,72.0,44.0,116.0,5.0,13.0,8.0,5.0,26.0,2.0,17.0,13.0,1.0,9.0,39.0,6.0,7.0,42.0,75.0,3.0,6.0,47.0,2.0,1.0,20.0,4.0,22.0,19.0,3.0,22.0,11.0,2.0,2.0,28.0,228.0,5.0,0.546875,0.6481481481481481,0.4,0.41935483870967744,0.34782608695652173,0.4,0.41935483870967744,0.34782608695652173,0.43956043956043955,0.44594594594594594,0.45,0.08125,0.14754098360655737,0.04918032786885246,0.02631578947368421,18.66554054054054,0.6666666666666666,0.11428571428571428,0.07692307692307693,0.13106796116504854,0.08083140877598152,0.15555555555555556,0.09333333333333334,0.13545816733067728,0.08267716535433071,0.10714285714285714,0.09166666666666666,0.05970149253731343,0.09836065573770492,0.07142857142857142,0.11570247933884298,0.12389380530973451,0.14606741573033707,0.14864864864864866,0.1875,0.06097560975609756,0.5,0.38125,0.4918032786885246,0.5769230769230769,0.5,0.38125,0.4098360655737705,0.43103448275862066,0.48,0.2375,0.23684210526315788,0.24324324324324326,0.8888888888888888,0.7419354838709677,0.4782608695652174,0.09090909090909091,0.30434782608695654,0.42857142857142855,0.38125,0.4521349999999999,0.4940285714285713,0.43326521739130436,0.11235955056179775,0.11235955056179775,0.20496894409937888,0.17391304347826086,7.323125,0.21860019175455417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1533,1610612751,Anthony Johnson,Anthony Johnson,1533,NJN,50560.0,843.0,11.0,1571.0,1585.0,439.0,517.0,206.0,3156.0,38.0,58.0,1.0,3.0,8.0,14.0,22.0,55.0,30.0,83.0,90.0,196.0,51.0,270.0,1476.0,3.0,12.0,6.0,12.0,25.0,62.0,28.0,96.0,82.0,98.0,2.0,14.0,72.0,14.0,86.0,12.0,2.0,32.0,9.0,31.0,186.0,1.0,12.0,,15.0,50.0,,65.0,13.0,78.0,2.0,37.0,20.0,17.0,24.0,3.0,19.0,17.0,1.0,5.0,41.0,5.0,12.0,38.0,93.0,3.0,7.0,72.0,3.0,5.0,26.0,9.0,4.0,,1.0,5.0,3.0,,,96.0,439.0,12.0,0.45555555555555555,0.4606741573033708,0.45918367346938777,0.25,0.4032258064516129,0.474025974025974,0.23076923076923078,0.44155844155844154,0.5076045627376425,0.34375,0.5052631578947369,0.07142857142857142,0.06896551724137931,0.10909090909090909,0.04819277108433735,16.926503340757236,0.5853658536585366,,,0.08,0.018575851393188854,0.11278195488721804,0.008547008547008548,0.08575197889182058,0.01703800786369594,0.016304347826086956,0.022988505747126436,0.017361111111111112,,0.038461538461538464,0.07471264367816093,0.07051282051282051,0.08813559322033898,0.09803921568627451,0.16129032258064516,0.01818181818181818,0.6,0.2510822510822511,0.6551724137931034,0.7037037037037037,0.5,0.23809523809523808,0.4,0.4489795918367347,0.22727272727272727,0.3593073593073593,0.3614457831325301,0.379746835443038,0.5666666666666667,0.23076923076923078,0.3333333333333333,1.0,0.18181818181818182,0.5714285714285714,0.4025974025974026,0.4607136363636362,0.4300227272727273,0.4296285714285715,0.10236220472440945,0.1187214611872146,0.044444444444444446,0.35555555555555557,10.40510204081633,0.279439847231063,2.0,5.0,1.0,11.0,30.0,6.0,15.0,13.0,35.0,1.0,6.0,15.0,36.0,3.0,30.0,11.0,1.0,1.0,1.0,3.0,0.9230769230769231,0.37142857142857144,0.4,0.37142857142857144,0.15151515151515152,0.02857142857142857,0.03333333333333333,0.021645021645021644,0.4,0.4,1.0,0.12987012987012986,0.36666666666666664,0.3793103448275862,0.9090909090909091,0.07692307692307693,0.19480519480519481,0.4,0.36666666666666664,24.81142857142857,,,,,,,,,,,,,,,,,,,,,,True,,,,
164,1610612751,Chris Childs,Chris Childs,164,NJN,1389.0,23.0,-6.0,48.0,50.0,17.0,29.0,4.0,98.0,,,,,,,,,2.0,3.0,2.0,3.0,1.0,5.0,48.0,,,,,,,,,4.0,,,,3.0,,3.0,,,,1.0,2.0,6.0,,,,,1.0,,1.0,,1.0,,2.0,,2.0,,,,1.0,,,1.0,,,3.0,5.0,,1.0,1.0,,1.0,,,,,,,,,,,17.0,1.0,1.0,1.0,0.6666666666666666,,,0.5,,,0.5,,,,,,,9.615384615384615,,,,0.08333333333333333,,,,0.0625,,,,,,,,,0.125,,,,,,,,,,,,,0.75,0.6666666666666666,0.6666666666666666,1.0,,,,,,0.25,0.3826625,,0.46365,,,,,18.166666666666668,0.3541666666666667,,,,,1.0,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,0.25,,,,,,,0.25,,,,,1.0,,,24.6,,,,,,,,,,,,,,,,,,,,,,True,,,,
2030,1610612751,Kenyon Martin,Kenyon Martin,2030,NJN,18629.0,310.0,50.0,566.0,578.0,195.0,211.0,73.0,1144.0,32.0,45.0,9.0,11.0,10.0,13.0,13.0,33.0,10.0,38.0,55.0,116.0,39.0,155.0,507.0,9.0,14.0,9.0,27.0,16.0,32.0,14.0,49.0,64.0,46.0,16.0,11.0,27.0,4.0,31.0,4.0,,10.0,6.0,11.0,66.0,,14.0,2.0,11.0,50.0,10.0,71.0,16.0,87.0,4.0,9.0,4.0,5.0,13.0,2.0,7.0,8.0,,6.0,21.0,5.0,9.0,7.0,26.0,1.0,2.0,58.0,4.0,,24.0,7.0,5.0,5.0,,5.0,3.0,,,49.0,195.0,4.0,0.5818181818181818,0.6808510638297872,0.47413793103448276,0.6428571428571429,0.5,0.4603174603174603,0.6,0.47297297297297297,0.5065359477124183,0.7105263157894737,0.5212765957446809,0.09482758620689655,0.13333333333333333,0.15151515151515152,,26.93498452012384,0.6190476190476191,0.5,0.09090909090909091,0.20833333333333334,0.06363636363636363,0.2391304347826087,,0.21328671328671328,0.05343511450381679,0.09090909090909091,0.1,0.021052631578947368,,,0.19047619047619047,0.20754716981132076,0.21774193548387097,0.21052631578947367,0.375,0.07142857142857142,0.6,0.35714285714285715,0.7111111111111111,0.8205128205128205,0.59375,0.2619047619047619,0.3939393939393939,0.4642857142857143,0.6153846153846154,0.30158730158730157,0.2631578947368421,0.2631578947368421,0.5,0.7333333333333333,0.8181818181818182,0.1111111111111111,0.35135135135135137,0.7692307692307693,0.4365079365079365,0.4631940476190476,0.47804,0.4661675675675676,0.1643835616438356,0.17647058823529413,0.17419354838709677,0.3161290322580645,8.255172413793103,0.34452296819787986,1.0,4.0,1.0,1.0,6.0,,3.0,2.0,10.0,1.0,1.0,5.0,6.0,,6.0,1.0,1.0,,,,1.0,0.2,0.2,0.2,0.07936507936507936,0.1,,0.031746031746031744,0.25,0.3333333333333333,1.0,0.047619047619047616,0.16666666666666666,0.16666666666666666,1.0,0.06666666666666667,0.08108108108108109,,0.16666666666666666,21.9,1.0,2.0,3.0,2.0,0.25,0.05405405405405406,0.5,,,,,,,,,,,,,,,True,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,26106.0,435.0,46.0,791.0,805.0,172.0,183.0,108.0,1596.0,29.0,48.0,4.0,7.0,5.0,8.0,12.0,30.0,22.0,54.0,63.0,132.0,35.0,164.0,766.0,10.0,19.0,6.0,26.0,9.0,24.0,16.0,34.0,76.0,50.0,8.0,12.0,26.0,7.0,33.0,4.0,3.0,17.0,3.0,6.0,73.0,2.0,24.0,,8.0,36.0,8.0,52.0,26.0,78.0,6.0,11.0,9.0,2.0,11.0,,7.0,7.0,3.0,4.0,18.0,2.0,1.0,9.0,26.0,1.0,3.0,60.0,4.0,,27.0,5.0,8.0,7.0,,8.0,6.0,,1.0,34.0,172.0,1.0,0.6031746031746031,0.6440677966101694,0.4772727272727273,0.5263157894736842,0.375,0.4777777777777778,0.5263157894736842,0.375,0.5030674846625767,0.5416666666666666,0.4473684210526316,0.09090909090909091,0.14583333333333334,0.16666666666666666,,19.89010989010989,0.6111111111111112,0.3076923076923077,,0.11076923076923077,0.075,0.11764705882352941,0.044444444444444446,0.11195928753180662,0.07123287671232877,0.043010752688172046,0.08045977011494253,0.09285714285714286,0.05714285714285714,,0.06382978723404255,0.12,0.1346153846153846,0.14285714285714285,0.05263157894736842,0.10344827586206896,0.75,0.35555555555555557,0.6041666666666666,0.7073170731707317,0.5862068965517241,0.2222222222222222,0.4,0.48,0.25,0.4,0.4074074074074074,0.4074074074074074,0.8181818181818182,0.3684210526315789,0.5714285714285714,0.25,0.3333333333333333,0.625,0.37777777777777777,0.46834222222222227,0.4498250000000001,0.4357083333333332,0.17088607594936708,0.17419354838709677,0.15853658536585366,0.2073170731707317,9.515151515151516,0.21744627054361568,,,,1.0,3.0,,,1.0,3.0,,,,3.0,,3.0,1.0,,,,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.022222222222222223,,,,,,,0.022222222222222223,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,24.46666666666667,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,8576.0,143.0,69.0,270.0,276.0,63.0,79.0,37.0,546.0,8.0,13.0,,,1.0,2.0,3.0,8.0,12.0,23.0,23.0,44.0,23.0,87.0,224.0,1.0,3.0,1.0,9.0,5.0,12.0,6.0,16.0,12.0,34.0,,3.0,25.0,7.0,32.0,5.0,2.0,10.0,7.0,8.0,71.0,,5.0,,5.0,14.0,3.0,22.0,5.0,27.0,1.0,13.0,7.0,6.0,9.0,3.0,8.0,5.0,1.0,1.0,14.0,,3.0,4.0,9.0,1.0,1.0,25.0,,10.0,5.0,1.0,3.0,2.0,,3.0,3.0,,,16.0,63.0,1.0,0.2608695652173913,0.2608695652173913,0.5227272727272727,0.3333333333333333,0.4166666666666667,0.48484848484848486,0.5714285714285714,0.3333333333333333,0.5273972602739726,0.5714285714285714,0.375,0.06818181818181818,0.07692307692307693,0.125,0.043478260869565216,28.246753246753247,0.6428571428571429,0.21428571428571427,,0.12962962962962962,0.050505050505050504,0.1724137931034483,,0.1386861313868613,0.03937007874015748,0.02702702702702703,0.07142857142857142,0.058823529411764705,,,0.18181818181818182,0.07692307692307693,0.12244897959183673,0.22727272727272727,,0.03225806451612903,1.0,0.19696969696969696,0.6153846153846154,0.6666666666666666,0.375,0.12121212121212122,0.375,0.42857142857142855,,0.3484848484848485,0.5217391304347826,0.5454545454545454,0.25,,,,0.13333333333333333,0.5,0.5303030303030303,0.4963522727272727,0.5040416666666666,0.3966233333333334,0.08333333333333333,0.10204081632653061,0.10344827586206896,0.1839080459770115,10.924999999999999,0.23333333333333334,1.0,6.0,2.0,5.0,16.0,,3.0,6.0,22.0,4.0,,3.0,15.0,3.0,16.0,5.0,,,,1.0,0.8333333333333334,0.2727272727272727,,0.2727272727272727,0.3333333333333333,,,0.09090909090909091,0.16666666666666666,0.16666666666666666,1.0,0.24242424242424243,0.3125,0.3125,0.8,0.2857142857142857,0.2,,0.3125,24.8,,,,,,,,1.0,1.0,2.0,2.0,1.0,0.5,0.5,1.0,0.2857142857142857,0.5,1.0,0.043478260869565216,,,True,,,,
2243,1610612751,Brian Scalabrine,Brian Scalabrine,2243,NJN,19475.0,325.0,-13.0,627.0,623.0,237.0,292.0,75.0,1250.0,10.0,19.0,4.0,6.0,6.0,12.0,5.0,12.0,13.0,35.0,28.0,66.0,10.0,90.0,582.0,5.0,11.0,2.0,15.0,12.0,27.0,1.0,31.0,38.0,18.0,6.0,2.0,14.0,2.0,16.0,2.0,,10.0,1.0,3.0,34.0,,12.0,,7.0,31.0,8.0,46.0,12.0,58.0,2.0,7.0,5.0,2.0,19.0,2.0,14.0,3.0,,5.0,22.0,3.0,4.0,14.0,30.0,5.0,,13.0,,,6.0,1.0,2.0,1.0,1.0,2.0,1.0,,,31.0,237.0,3.0,0.6785714285714286,0.76,0.42424242424242425,0.45454545454545453,0.4444444444444444,0.4878048780487805,0.5,0.45454545454545453,0.5056179775280899,0.5357142857142857,0.45588235294117646,0.030303030303030304,0.10526315789473684,,,15.558698727015559,0.8636363636363636,0.4444444444444444,,0.13025210084033614,0.04743083003952569,0.1346153846153846,,0.1310344827586207,0.038834951456310676,0.046153846153846156,0.07575757575757576,0.03278688524590164,,,0.12903225806451613,0.15151515151515152,0.11818181818181818,0.16279069767441862,,0.045454545454545456,0.5,0.23170731707317074,0.5263157894736842,0.5882352941176471,0.5,0.14634146341463414,0.4166666666666667,0.4166666666666667,0.8,0.4268292682926829,0.37142857142857144,0.37142857142857144,0.7692307692307693,0.46153846153846156,0.6666666666666666,0.25,0.36363636363636365,0.5,0.4268292682926829,0.46204817073170745,0.4890708333333334,0.49600757575757576,0.06818181818181818,0.08333333333333333,0.16666666666666666,0.34444444444444444,11.34848484848485,0.37799043062200954,,3.0,,8.0,13.0,2.0,4.0,8.0,16.0,2.0,2.0,6.0,21.0,3.0,13.0,8.0,,,,,0.875,0.5,0.3333333333333333,0.5,0.1951219512195122,,,0.036585365853658534,,,,0.15853658536585366,0.6153846153846154,0.6153846153846154,0.875,,0.12121212121212122,0.5,0.6153846153846154,24.818749999999998,,2.0,,1.0,,0.06060606060606061,,,1.0,2.0,1.0,,0.5,,,0.15384615384615385,0.5,,,,,True,,,,
2447,1610612751,Tamar Slay,Tamar Slay,2447,NJN,10862.0,181.0,-24.0,357.0,360.0,131.0,206.0,51.0,717.0,12.0,22.0,4.0,5.0,7.0,10.0,5.0,13.0,6.0,20.0,23.0,55.0,6.0,58.0,350.0,4.0,7.0,1.0,9.0,14.0,25.0,2.0,30.0,20.0,26.0,6.0,3.0,10.0,2.0,12.0,2.0,,6.0,,4.0,26.0,2.0,5.0,,3.0,11.0,2.0,16.0,7.0,23.0,,12.0,3.0,9.0,9.0,2.0,6.0,5.0,,3.0,14.0,,4.0,13.0,22.0,2.0,,7.0,1.0,,3.0,1.0,2.0,1.0,,2.0,2.0,,,30.0,131.0,7.0,0.43478260869565216,0.5,0.41818181818181815,0.5714285714285714,0.56,0.3939393939393939,0.4,0.5185185185185185,0.42028985507246375,0.4090909090909091,0.5357142857142857,0.05454545454545454,0.13636363636363635,,,20.243902439024392,0.6428571428571429,0.25,,0.08461538461538462,0.035211267605633804,0.125,0.058823529411764705,0.09090909090909091,0.03977272727272727,0.07317073170731707,,0.02857142857142857,0.07692307692307693,,0.07894736842105263,0.12903225806451613,0.06557377049180328,0.16666666666666666,,,1.0,0.3333333333333333,0.5454545454545454,0.631578947368421,0.4166666666666667,0.19696969696969696,0.38461538461538464,0.38461538461538464,0.2,0.30303030303030304,0.3,0.3,0.6666666666666666,0.5,0.8,,0.37037037037037035,0.7,0.5,0.49953712121212124,0.53141875,0.47896851851851846,0.04411764705882353,0.05263157894736842,0.15517241379310345,0.5172413793103449,9.103636363636364,0.36694677871148457,,2.0,1.0,2.0,9.0,,2.0,2.0,11.0,3.0,,2.0,6.0,,9.0,2.0,,,,1.0,1.0,0.18181818181818182,,0.18181818181818182,0.16666666666666666,,,0.030303030303030304,,,,0.13636363636363635,0.2222222222222222,0.2222222222222222,1.0,0.1,0.07407407407407407,,0.2222222222222222,24.44545454545454,,,1.0,2.0,,,,,,2.0,,,,,,0.2,,,,,,True,,,,
446,1610612751,Lucious Harris,Lucious Harris,446,NJN,23082.0,385.0,-64.0,702.0,715.0,163.0,175.0,88.0,1417.0,17.0,31.0,6.0,8.0,3.0,5.0,2.0,13.0,33.0,76.0,52.0,120.0,22.0,144.0,688.0,6.0,11.0,4.0,16.0,11.0,32.0,9.0,37.0,62.0,42.0,10.0,6.0,20.0,4.0,24.0,3.0,1.0,9.0,3.0,8.0,52.0,2.0,11.0,,7.0,26.0,,33.0,13.0,46.0,3.0,14.0,6.0,8.0,7.0,1.0,3.0,6.0,,4.0,13.0,,3.0,4.0,17.0,2.0,4.0,31.0,2.0,5.0,11.0,3.0,3.0,2.0,1.0,3.0,2.0,,,37.0,163.0,1.0,0.5961538461538461,0.6595744680851063,0.43333333333333335,0.5454545454545454,0.34375,0.4420289855072464,0.5,0.358974358974359,0.47333333333333333,0.5769230769230769,0.42045454545454547,0.05,0.0967741935483871,0.15384615384615385,0.013157894736842105,20.298879202988793,0.5384615384615384,,,0.09352517985611511,0.03470031545741325,0.11666666666666667,0.05,0.09763313609467456,0.036414565826330535,0.04819277108433735,0.033707865168539325,0.027586206896551724,0.058823529411764705,,0.05063291139240506,0.1111111111111111,0.11023622047244094,0.15217391304347827,,0.04285714285714286,0.6666666666666666,0.2246376811594203,0.5483870967741935,0.6071428571428571,0.5294117647058824,0.09420289855072464,0.15384615384615385,0.18181818181818182,0.5,0.5507246376811594,0.4342105263157895,0.44,0.6363636363636364,0.6666666666666666,0.75,,0.1282051282051282,0.6,0.35507246376811596,0.45689781021897813,0.5014318181818183,0.4415589743589743,0.07482993197278912,0.08527131782945736,0.1111111111111111,0.2569444444444444,12.737499999999995,0.23219373219373218,2.0,5.0,1.0,4.0,13.0,2.0,5.0,6.0,18.0,1.0,2.0,7.0,15.0,3.0,12.0,4.0,,,,,0.8333333333333334,0.3333333333333333,0.2857142857142857,0.35294117647058826,0.13043478260869565,,,0.036231884057971016,0.4,0.4,1.0,0.09420289855072464,0.3076923076923077,0.3076923076923077,0.75,0.08333333333333333,0.1282051282051282,0.4,0.3333333333333333,26.427777777777774,,2.0,,,,0.05128205128205128,,,,,,,,,,,,,,1.0,1.0,True,,,,
954,1610612751,Kerry Kittles,Kerry Kittles,954,NJN,9588.0,160.0,8.0,289.0,289.0,86.0,100.0,31.0,578.0,13.0,22.0,1.0,3.0,6.0,8.0,3.0,5.0,10.0,18.0,26.0,45.0,7.0,77.0,271.0,2.0,5.0,,10.0,12.0,14.0,,30.0,32.0,20.0,2.0,1.0,11.0,1.0,12.0,1.0,,1.0,1.0,9.0,25.0,,3.0,,3.0,20.0,,23.0,3.0,26.0,,8.0,5.0,3.0,1.0,2.0,1.0,3.0,,,4.0,,1.0,7.0,9.0,,,9.0,,1.0,4.0,,1.0,1.0,,1.0,,,,30.0,86.0,1.0,0.6153846153846154,0.64,0.5777777777777777,0.4,0.8571428571428571,0.5737704918032787,0.625,0.7142857142857143,0.5846153846153846,0.625,0.6818181818181818,0.022222222222222223,0.045454545454545456,,,21.5625,0.25,,,0.15748031496062992,0.02608695652173913,0.125,,0.152317880794702,0.022727272727272728,,0.06060606060606061,0.021739130434782608,,,0.03225806451612903,0.21212121212121213,0.19047619047619047,0.10526315789473684,0.2,,,0.36065573770491804,0.5909090909090909,0.6190476190476191,0.46153846153846156,0.08196721311475409,0.6,0.6,0.3333333333333333,0.29508196721311475,0.5555555555555556,0.5555555555555556,0.9,0.375,0.3333333333333333,1.0,0.38095238095238093,0.75,0.6229508196721312,0.5222122950819672,0.5094714285714286,0.5213738095238094,0.06153846153846154,0.08163265306122448,0.12987012987012986,0.38961038961038963,8.171111111111111,0.2975778546712803,1.0,1.0,,5.0,15.0,2.0,7.0,6.0,16.0,3.0,2.0,7.0,18.0,,15.0,5.0,,,,,1.0,0.375,0.2857142857142857,0.375,0.26229508196721313,,,0.01639344262295082,1.0,1.0,1.0,0.2459016393442623,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,0.2857142857142857,0.3333333333333333,24.7375,,,,,,,,,2.0,3.0,2.0,,0.6666666666666666,,,0.375,0.6666666666666666,1.0,,,,True,,,,
