EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,AtRimAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,SecondChanceAtRimPctAssisted,HeaveAttempts,ShortMidRangeAssists,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,on
111,1610612748,LaPhonso Ellis,LaPhonso Ellis,111,MIA,27504.0,458,849,848,226,324,108,1697,15,22,2.0,5.0,2.0,4.0,12,26,15,36,3.0,17.0,1.0,1.0,4.0,15.0,47.0,2.0,5.0,14.0,42,84,18.0,64.0,32.0,170,846,5.0,15.0,3.0,12.0,22.0,10,22,6.0,18.0,19.0,57,52,32.0,54.0,8.0,47.0,15.0,3.0,3.0,4.0,7.0,2.0,2.0,3.0,18.0,8.0,15.0,1.0,13.0,41,4.0,58,24,82,3.0,9.0,9.0,7,6.0,6,1.0,1.0,1.0,13,3.0,2.0,20,49,4.0,4.0,44.0,2.0,16.0,7.0,9.0,1.0,1.0,6.0,3.0,10.0,5.0,1.0,57,226,10.0,0.6190476190476191,0.6842105263157895,1.0,0.28125,0.3333333333333333,0.28125,0.5,0.3333333333333333,0.45454545454545453,0.46621621621621623,0.2777777777777778,0.475,0.5029585798816568,0.44,0.5480769230769231,0.43243243243243246,0.03571428571428571,0.045454545454545456,0.07692307692307693,18.609406952965237,0.5384615384615384,0.13333333333333333,0.05,0.13898305084745763,0.05102040816326531,0.13978494623655913,0.07079646017699115,0.13917525773195877,0.056511056511056514,0.02702702702702703,0.03333333333333333,0.07692307692307693,0.047058823529411764,0.14285714285714285,0.12222222222222222,0.0963855421686747,0.18032786885245902,0.16216216216216217,0.05263157894736842,0.03571428571428571,0.5,0.14864864864864866,0.6818181818181818,0.7142857142857143,0.7333333333333333,0.17567567567567569,0.46153846153846156,0.5,0.4166666666666667,0.24324324324324326,0.4166666666666667,0.4166666666666667,0.6666666666666666,0.11486486486486487,0.17647058823529413,0.17647058823529413,1.0,0.31756756756756754,0.3191489361702128,0.3191489361702128,1.0,0.2777777777777778,0.4,0.05555555555555555,0.1111111111111111,0.1,0.5,0.1,0.25,0.35,0.35714285714285715,0.581081081081081,0.3191489361702128,0.4873611486486486,0.4709807692307692,0.4539675000000001,0.09876543209876543,0.16326530612244897,0.12941176470588237,0.3352941176470588,10.472619047619048,24.470312500000006,0.2661955241460542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1735,1610612748,Vladimir Stepania,Vladimir Stepania,1735,MIA,59892.0,998,1767,1786,471,656,259,3553,66,124,24.0,58.0,11.0,23.0,10,62,16,53,,,,,,,,,,,92,239,,,46.0,230,1837,28.0,84.0,,16.0,72.0,20,51,,,19.0,59,116,68.0,,46.0,,,26.0,13.0,1.0,14.0,1.0,,6.0,29.0,16.0,104.0,3.0,36.0,146,19.0,201,123,324,9.0,25.0,15.0,19,8.0,19,3.0,11.0,2.0,38,5.0,9.0,42,100,18.0,6.0,91.0,7.0,39.0,10.0,23.0,,,18.0,5.0,23.0,13.0,6.0,59,471,21.0,0.6304347826086957,0.8405797101449275,,,,,0.38493723849372385,0.3333333333333333,0.39215686274509803,0.38493723849372385,0.3333333333333333,0.39215686274509803,0.4092526690391459,0.3711340206185567,0.427536231884058,,0.1087866108786611,0.13709677419354838,0.14516129032258066,15.22673031026253,0.5,0.25675675675675674,0.05172413793103448,0.21376281112737922,0.13419354838709677,0.18461538461538463,0.08888888888888889,0.2072892938496583,0.1256544502617801,0.1822429906542056,0.13452914798206278,0.10355029585798817,0.09022556390977443,0.0851063829787234,0.25120772946859904,0.20574162679425836,0.19101123595505617,0.174496644295302,0.21739130434782608,0.07563025210084033,0.5652173913043478,0.5188284518828452,0.532258064516129,0.616822429906542,0.5757575757575758,0.2594142259414226,0.16129032258064516,0.18867924528301888,0.6,0.2217573221757322,0.3018867924528302,0.3018867924528302,0.875,,,,,,,,,0.6904761904761905,0.41379310344827586,,,0.45098039215686275,0.4782608695652174,,,,,0.5188284518828452,,0.477426359832636,0.5028391891891891,0.474078431372549,0.14391143911439114,0.14391143911439114,0.3130434782608696,0.2565217391304348,6.0673640167363985,,0.266553480475382,-169.0,7.0,10.0,2.0,2.0,2.0,2.0,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,True
1853,1610612748,Anthony Carter,Anthony Carter,1853,MIA,40980.0,683,1294,1305,242,313,152,2599,24,45,1.0,3.0,5.0,6.0,6,18,32,103,,,,,,,4.0,,,3.0,62,166,,4.0,27.0,151,1390,2.0,11.0,,1.0,5.0,13,31,,3.0,10.0,36,66,58.0,,,2.0,,11.0,128.0,22.0,150.0,13.0,9.0,62.0,322.0,2.0,9.0,,7.0,50,1.0,58,11,69,4.0,28.0,19.0,37,33.0,22,1.0,4.0,3.0,59,3.0,7.0,19,54,2.0,5.0,43.0,3.0,18.0,5.0,2.0,,,,1.0,2.0,1.0,,36,242,6.0,0.532258064516129,0.532258064516129,,,,,0.37349397590361444,0.18181818181818182,0.41935483870967744,0.36470588235294116,0.18181818181818182,0.38235294117647056,0.3973684210526316,0.19230769230769232,0.43902439024390244,0.023529411764705882,0.06626506024096386,0.17777777777777778,0.1111111111111111,17.031463748290015,0.6271186440677966,0.022222222222222223,,0.11037527593818984,0.016363636363636365,0.06086956521739131,0.0273972602739726,0.10035211267605634,0.01765650080256822,0.007462686567164179,0.02158273381294964,0.018050541516245487,0.0425531914893617,,0.11504424778761062,0.08974358974358974,0.125,0.06593406593406594,0.041666666666666664,0.043010752688172046,0.5,0.2647058823529412,0.5333333333333333,0.6486486486486487,0.4583333333333333,0.10588235294117647,0.3333333333333333,0.375,0.16666666666666666,0.6058823529411764,0.3106796116504854,0.3137254901960784,0.65625,,,,,0.023529411764705882,,,,0.2727272727272727,0.3333333333333333,,,0.17647058823529413,0.8333333333333334,,,0.08823529411764706,,0.28823529411764703,,0.4580239520958084,0.43265454545454546,0.425371875,0.0972972972972973,0.09944751381215469,0.033112582781456956,0.23841059602649006,12.316265060240964,48.75,0.18701700154559506,-143.0,54.0,9.0,11.0,,,,,2.0,12.0,1.0,0.009708737864077669,,,,,,,,,,,,,,,,,,True
2067,1610612748,Eddie House,Eddie House,2067,MIA,30032.0,501,951,954,274,349,124,1905,9,17,,,2.0,3.0,11,23,44,124,10.0,22.0,2.0,3.0,7.0,7.0,30.0,2.0,2.0,13.0,64,164,17.0,52.0,20.0,199,979,9.0,19.0,4.0,,21.0,19,43,5.0,20.0,11.0,64,88,40.0,48.0,2.0,29.0,7.0,6.0,34.0,5.0,39.0,3.0,2.0,15.0,83.0,5.0,6.0,,15.0,23,1.0,39,11,50,3.0,19.0,13.0,13,8.0,6,,5.0,,19,1.0,2.0,16,48,,,23.0,,6.0,5.0,,,,,,,,1.0,64,274,9.0,0.6875,0.6984126984126984,0.9411764705882353,0.3269230769230769,0.25,0.3333333333333333,0.3902439024390244,0.47368421052631576,0.4418604651162791,0.41435185185185186,0.45652173913043476,0.42063492063492064,0.43612334801762115,0.45652173913043476,0.463768115942029,0.24074074074074073,0.036585365853658534,0.17647058823529413,0.08695652173913043,22.38398544131028,0.6842105263157895,0.02631578947368421,,0.07255520504731862,0.014150943396226415,0.15306122448979592,0.05747126436781609,0.09156626506024096,0.021526418786692758,0.030303030303030304,,0.0136986301369863,0.04918032786885246,0.07692307692307693,0.02197802197802198,0.061855670103092786,0.11627906976744186,0.14285714285714285,0.19047619047619047,0.024,,0.0787037037037037,0.5294117647058824,0.6428571428571429,0.6666666666666666,0.10648148148148148,0.4782608695652174,0.5238095238095238,0.45454545454545453,0.5740740740740741,0.3548387096774194,0.35772357723577236,0.75,0.10185185185185185,0.45454545454545453,0.45454545454545453,1.0,0.1388888888888889,0.23333333333333334,0.23333333333333334,0.8571428571428571,,,0.08695652173913043,0.08695652173913043,0.047619047619047616,0.6666666666666666,0.1111111111111111,0.42857142857142855,0.20634920634920634,0.15384615384615385,0.3194444444444444,0.2413793103448276,0.4499511627906977,0.41889736842105263,0.42854193548387093,0.02702702702702703,0.03529411764705882,0.10552763819095477,0.32160804020100503,15.743902439024396,25.12307692307693,0.288117770767613,-82.0,13.0,6.0,3.0,,,,,1.0,6.0,,0.008064516129032258,1.0,1.0,3.0,1.0,0.25,0.5,1.0,,,,,,,,,,,True
2406,1610612748,Caron Butler,Caron Butler,2406,MIA,171354.0,2856,5250,5263,1278,1568,672,10513,206,376,40.0,73.0,48.0,89.0,68,228,121,321,10.0,29.0,,,3.0,24.0,78.0,7.0,10.0,27.0,395,925,34.0,107.0,309.0,1201,5476,59.0,122.0,7.0,43.0,173.0,88,204,10.0,30.0,126.0,332,372,418.0,84.0,54.0,70.0,24.0,93.0,177.0,36.0,213.0,24.0,12.0,79.0,462.0,26.0,107.0,2.0,55.0,190,17.0,262,135,397,18.0,136.0,87.0,103,50.0,89,13.0,53.0,11.0,192,26.0,49.0,81,230,7.0,43.0,375.0,31.0,145.0,46.0,31.0,,,22.0,6.0,31.0,18.0,1.0,332,1278,40.0,0.4708860759493671,0.5054347826086957,0.8235294117647058,0.3177570093457944,0.3333333333333333,0.3434343434343434,0.42702702702702705,0.48360655737704916,0.43137254901960786,0.4321705426356589,0.5038759689922481,0.44017094017094016,0.49748743718592964,0.5728476821192053,0.5431893687707641,0.10368217054263566,0.10054054054054054,0.15159574468085107,0.13596491228070176,22.92803970223325,0.5364583333333334,0.09090909090909091,0.015873015873015872,0.09921671018276762,0.04832881662149955,0.10700389105058365,0.05790645879732739,0.10086455331412104,0.049943672549755916,0.059782608695652176,0.06779661016949153,0.03171641791044776,0.06790123456790123,0.032,0.09607843137254903,0.08780487804878048,0.11012658227848102,0.1025,0.12280701754385964,0.03711340206185567,0.5806451612903226,0.3643410852713178,0.5478723404255319,0.64576802507837,0.470873786407767,0.22093023255813954,0.2982456140350877,0.34517766497461927,0.22058823529411764,0.311046511627907,0.37694704049844235,0.3829113924050633,0.6115702479338843,0.02810077519379845,0.3448275862068966,0.35714285714285715,0.9,0.0755813953488372,0.3076923076923077,0.3116883116883117,0.7916666666666666,0.5658914728682171,0.547945205479452,,0.05426356589147287,0.3803418803418803,0.5393258426966292,0.01282051282051282,,0.11538461538461539,0.37037037037037035,0.4680232558139535,0.34285714285714286,0.48177647347740665,0.48518640776699024,0.46450792951541847,0.12804878048780488,0.1395572666025024,0.1440466278101582,0.27643630308076605,8.571675675675674,27.332710280373835,0.24342857142857144,-383.0,70.0,49.0,14.0,2.0,,1.0,0.175,8.0,28.0,3.0,0.01557632398753894,4.0,4.0,18.0,18.0,0.5714285714285714,0.5714285714285714,0.75,2.0,2.0,0.018691588785046728,0.034482758620689655,0.01282051282051282,0.01834862385321101,,,,,True
2229,1610612748,Mike James,Mike James,2229,MIA,62987.0,1050,1901,1906,571,701,269,3807,46,87,5.0,12.0,12.0,26.0,8,27,36,100,7.0,28.0,1.0,2.0,10.0,32.0,114.0,8.0,7.0,31.0,90,214,39.0,142.0,68.0,365,1964,11.0,26.0,9.0,2.0,39.0,26,60,9.0,41.0,31.0,110,48,132.0,75.0,4.0,114.0,32.0,19.0,119.0,30.0,149.0,18.0,12.0,75.0,328.0,3.0,11.0,1.0,20.0,48,3.0,71,15,86,5.0,34.0,17.0,37,30.0,29,5.0,7.0,1.0,66,7.0,17.0,39,115,,13.0,95.0,7.0,30.0,16.0,4.0,,,3.0,,4.0,2.0,1.0,110,571,19.0,0.26666666666666666,0.2727272727272727,0.6410256410256411,0.2746478873239437,0.21951219512195122,0.2746478873239437,0.4205607476635514,0.4230769230769231,0.43333333333333335,0.41713483146067415,0.5285714285714286,0.3910891089108911,0.4585427135678392,0.5416666666666666,0.44715447154471544,0.398876404494382,0.08878504672897196,0.1839080459770115,0.07407407407407407,20.797848498431197,0.5606060606060606,0.04,0.018518518518518517,0.06936416184971098,0.014211886304909561,0.10256410256410256,0.013953488372093023,0.07666290868094701,0.014155712841253791,0.01834862385321101,0.00904977375565611,0.014925373134328358,0.012738853503184714,0.017241379310344827,0.06565656565656566,0.05855855855855856,0.08088235294117647,0.06666666666666667,0.2222222222222222,0.025,0.5,0.2443820224719101,0.5287356321839081,0.647887323943662,0.21739130434782608,0.07584269662921349,0.2962962962962963,0.32,0.25,0.2808988764044944,0.36,0.36363636363636365,0.3333333333333333,0.07865168539325842,0.25,0.25,1.0,0.3202247191011236,0.2807017543859649,0.2831858407079646,0.5625,0.34285714285714286,0.4166666666666667,0.02857142857142857,0.22857142857142856,0.25742574257425743,0.46153846153846156,0.09900990099009901,0.2,0.3069306930693069,0.22580645161290322,0.6432584269662921,0.2807017543859649,0.48677191011235943,0.4691407407407407,0.47090841584158405,0.08638743455497382,0.12658227848101267,0.10684931506849316,0.3013698630136986,9.970560747663553,24.81549295774648,0.3003682272488164,-65.0,30.0,17.0,7.0,,,,,,14.0,1.0,0.01,4.0,5.0,42.0,1.0,0.5555555555555556,0.5,0.5,1.0,3.0,0.007042253521126761,,0.008771929824561403,0.020689655172413793,1.0,1.0,1.0,,True
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,77042.0,1284,2353,2350,608,687,306,4703,54,105,5.0,10.0,14.0,30.0,31,73,60,152,29.0,63.0,7.0,4.0,19.0,43.0,114.0,10.0,8.0,27.0,145,330,72.0,177.0,121.0,627,2416,10.0,20.0,17.0,4.0,48.0,28,73,12.0,46.0,50.0,142,94,196.0,204.0,8.0,113.0,43.0,19.0,107.0,20.0,127.0,17.0,3.0,50.0,274.0,2.0,16.0,,23.0,100,27.0,150,18,168,3.0,45.0,31.0,38,23.0,24,5.0,15.0,6.0,62,3.0,14.0,40,98,6.0,5.0,145.0,9.0,42.0,23.0,18.0,1.0,1.0,10.0,5.0,19.0,10.0,1.0,142,608,14.0,0.32413793103448274,0.3333333333333333,0.9444444444444444,0.4067796610169492,0.2608695652173913,0.4090909090909091,0.4393939393939394,0.5,0.3835616438356164,0.4990138067061144,0.5945945945945946,0.3865546218487395,0.5415929203539823,0.5921052631578947,0.47586206896551725,0.34911242603550297,0.05757575757575758,0.13333333333333333,0.0410958904109589,23.074087725764837,0.6129032258064516,0.3176470588235294,,0.11507479861910241,0.01642710472279261,0.1031390134529148,0.009389671361502348,0.11263736263736264,0.015164279696714406,0.01593625498007968,0.019455252918287938,0.015021459227467811,0.006289308176100629,0.018518518518518517,0.09292035398230089,0.08783783783783784,0.15273775216138327,0.0893854748603352,0.1590909090909091,0.011320754716981131,0.5263157894736842,0.20710059171597633,0.5142857142857142,0.5934065934065934,0.3148148148148148,0.14398422090729784,0.4246575342465753,0.44285714285714284,0.22580645161290322,0.29980276134122286,0.39473684210526316,0.4,0.38333333333333336,0.1242603550295858,0.4603174603174603,0.4603174603174603,1.0,0.22485207100591717,0.37719298245614036,0.37719298245614036,0.9069767441860465,0.2702702702702703,0.5,0.1891891891891892,0.2702702702702703,0.25210084033613445,0.4666666666666667,0.15966386554621848,0.21052631578947367,0.226890756302521,0.2962962962962963,0.5562130177514792,0.3805309734513274,0.4910774703557311,0.5094318181818183,0.4893559322033897,0.08118081180811808,0.11570247933884298,0.07655502392344497,0.22647527910685805,10.304545454545455,24.57514124293785,0.25839354016149596,-56.0,45.0,14.0,6.0,,,,,1.0,12.0,3.0,0.013157894736842105,4.0,8.0,12.0,19.0,0.47058823529411764,0.4,1.0,,2.0,,,,0.0111731843575419,4.0,0.5714285714285714,1.0,,True
2253,1610612748,Sean Lampley,Sean Lampley,2253,MIA,11086.0,185,338,334,91,133,45,672,13,20,1.0,4.0,1.0,3.0,7,14,1,9,,,,,,,,,,,21,43,,,22.0,64,342,2.0,6.0,,2.0,6.0,4,9,,,11.0,19,14,28.0,,2.0,,,7.0,11.0,2.0,13.0,1.0,1.0,3.0,28.0,,7.0,,3.0,14,4.0,21,7,28,1.0,5.0,4.0,6,5.0,7,2.0,1.0,2.0,13,1.0,3.0,6,20,2.0,2.0,26.0,2.0,11.0,3.0,1.0,,,1.0,,1.0,,,19,91,2.0,0.3333333333333333,0.35,,,,,0.4883720930232558,0.3333333333333333,0.4444444444444444,0.4883720930232558,0.3333333333333333,0.4444444444444444,0.5818181818181818,0.42857142857142855,0.59375,,0.16279069767441862,0.2,0.21428571428571427,17.391304347826086,0.46153846153846156,0.2857142857142857,,0.12612612612612611,0.050359712230215826,0.08108108108108109,,0.11486486486486487,0.043478260869565216,0.027777777777777776,0.07894736842105263,0.046153846153846156,,,0.05714285714285714,0.23333333333333334,0.10869565217391304,0.03333333333333333,0.2857142857142857,0.07142857142857142,,0.46511627906976744,0.65,0.8125,0.38461538461538464,0.32558139534883723,0.5,0.6363636363636364,0.14285714285714285,0.20930232558139536,0.1111111111111111,0.1111111111111111,1.0,,,,,,,,,0.6666666666666666,0.25,,,0.3333333333333333,0.3333333333333333,,,,,0.46511627906976744,,0.47553720930232557,0.4821666666666667,0.4162444444444444,0.21153846153846154,0.21153846153846154,0.09375,0.296875,6.774418604651163,,0.2692307692307692,-30.0,5.0,1.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,True
2446,1610612748,Rasual Butler,Rasual Butler,2446,MIA,49327.0,822,1517,1525,345,426,192,3042,22,50,4.0,6.0,5.0,11.0,15,47,53,136,9.0,32.0,2.0,,7.0,20.0,63.0,4.0,4.0,16.0,90,233,29.0,95.0,32.0,299,1627,12.0,25.0,6.0,,33.0,19,46,4.0,23.0,14.0,64,80,100.0,69.0,8.0,63.0,20.0,15.0,41.0,11.0,52.0,9.0,2.0,18.0,115.0,2.0,13.0,,18.0,48,15.0,81,15,96,4.0,11.0,6.0,29,18.0,13,1.0,11.0,3.0,42,1.0,4.0,38,62,1.0,2.0,47.0,3.0,16.0,7.0,20.0,2.0,2.0,13.0,1.0,22.0,17.0,1.0,64,345,5.0,0.4444444444444444,0.46511627906976744,0.7931034482758621,0.30526315789473685,0.17391304347826086,0.30526315789473685,0.38626609442060084,0.48,0.41304347826086957,0.4070121951219512,0.532258064516129,0.36231884057971014,0.4283667621776504,0.532258064516129,0.4155844155844156,0.2896341463414634,0.06437768240343347,0.2,0.0851063829787234,22.394043528064145,0.6904761904761905,0.26785714285714285,,0.08347826086956522,0.02040816326530612,0.11842105263157894,0.014705882352941176,0.0907840440165062,0.019404915912031046,0.032679738562091505,0.0111731843575419,0.019672131147540985,0.02127659574468085,,0.06707317073170732,0.07692307692307693,0.09917355371900827,0.13559322033898305,0.058823529411764705,0.021052631578947368,0.7727272727272727,0.1524390243902439,0.44,0.55,0.5454545454545454,0.14329268292682926,0.3191489361702128,0.3488372093023256,0.2,0.4146341463414634,0.3897058823529412,0.3925925925925926,0.4716981132075472,0.0975609756097561,0.28125,0.28125,0.7777777777777778,0.19207317073170732,0.31746031746031744,0.31746031746031744,0.8,0.1935483870967742,0.6666666666666666,0.06451612903225806,0.12903225806451613,0.15942028985507245,0.45454545454545453,0.10144927536231885,,0.2318840579710145,0.25,0.4420731707317073,0.31746031746031744,0.46407935779816506,0.437908,0.4597617647058823,0.049707602339181284,0.06504065040650407,0.11036789297658862,0.2140468227424749,12.551502145922749,24.51157894736842,0.22742254449571522,-198.0,15.0,5.0,5.0,3.0,,,,,8.0,6.0,0.007352941176470588,2.0,3.0,18.0,,0.5,0.5,1.0,,1.0,,,,0.010416666666666666,1.0,0.5,,,True
696,1610612748,Travis Best,Travis Best,696,MIA,82062.0,1368,2511,2514,613,726,317,5025,56,106,3.0,9.0,19.0,27.0,23,55,77,199,2.0,7.0,1.0,,1.0,27.0,76.0,9.0,8.0,24.0,156,360,29.0,83.0,79.0,478,2610,10.0,38.0,10.0,12.0,38.0,42,82,8.0,25.0,47.0,155,52,260.0,60.0,6.0,75.0,27.0,19.0,148.0,42.0,190.0,23.0,19.0,85.0,422.0,4.0,16.0,,14.0,72,2.0,88,20,108,2.0,30.0,14.0,57,36.0,24,4.0,21.0,1.0,81,8.0,20.0,62,142,2.0,4.0,91.0,2.0,29.0,16.0,6.0,,,2.0,3.0,6.0,3.0,3.0,155,613,24.0,0.16666666666666666,0.16993464052287582,0.6896551724137931,0.3493975903614458,0.32,0.35365853658536583,0.43333333333333335,0.2631578947368421,0.5121951219512195,0.4503386004514673,0.2708333333333333,0.5046728971962616,0.49074074074074076,0.34545454545454546,0.5827067669172933,0.1873589164785553,0.05277777777777778,0.1320754716981132,0.03636363636363636,19.653379549393414,0.7037037037037037,0.023255813953488372,,0.07758620689655173,0.014787430683918669,0.058823529411764705,0.019417475728155338,0.07375643224699828,0.015527950310559006,0.01984126984126984,0.010638297872340425,0.014598540145985401,0.013245033112582781,0.03636363636363636,0.05627705627705628,0.06040268456375839,0.10275689223057644,0.06179775280898876,0.05,0.00851063829787234,0.5,0.23927765237020315,0.5283018867924528,0.6086956521739131,0.14285714285714285,0.12415349887133183,0.41818181818181815,0.4339622641509434,0.08695652173913043,0.4492099322799097,0.3869346733668342,0.39285714285714285,0.2077922077922078,0.01580135440180587,0.2857142857142857,0.2857142857142857,1.0,0.17155756207674944,0.35526315789473684,0.36,0.6666666666666666,0.1875,0.3333333333333333,0.020833333333333332,0.1875,0.2523364485981308,0.7037037037037037,0.009345794392523364,,0.22429906542056074,0.3333333333333333,0.42663656884875845,0.36,0.46825644796380095,0.45356395348837203,0.4489883177570094,0.06170212765957447,0.07493540051679587,0.0794979079497908,0.32426778242677823,11.820277777777779,25.446987951807227,0.24412584627638392,-195.0,45.0,16.0,13.0,,,,,1.0,18.0,1.0,0.01507537688442211,2.0,2.0,27.0,3.0,0.2,0.2222222222222222,1.0,1.0,,0.012048192771084338,,0.013157894736842105,,,,,,True
