EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Technical Free Throw Trips,PtsUnassisted3s,Arc3PctBlocked,DefensiveGoaltends,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,on
1000,1610612752,Shandon Anderson,Shandon Anderson,1000,NYK,103761.0,1729,-61.0,3249,3290,817,898,395,6539,125.0,214,19.0,41.0,25.0,45.0,36.0,105,35.0,78.0,38.0,107.0,2.0,9.0,7.0,21.0,14.0,33.0,3.0,6.0,4.0,11.0,196.0,397,52.0,140.0,139,687,3411,28.0,65.0,5.0,15.0,13.0,84.0,37.0,78,11.0,32.0,30,137,252.0,140.0,156.0,26.0,1.0,32.0,14.0,26.0,1.0,68.0,19.0,87.0,13.0,6.0,32.0,14.0,22.0,193.0,16.0,46.0,2.0,45.0,141,4.0,190,64.0,254,7.0,73.0,43.0,30.0,63,15.0,37,51.0,9.0,26.0,2.0,114,10.0,23,72,177,7.0,20.0,1.0,1.0,190,22.0,89.0,17.0,19.0,1.0,1.0,12.0,2.0,5.0,20.0,5.0,1.0,137,817,21.0,0.6428571428571429,0.6885245901639344,1.0,0.37142857142857144,0.3333333333333333,0.34375,0.37410071942446044,0.49370277078085645,0.4307692307692308,0.47435897435897434,0.5102420856610801,0.44375,0.4863636363636364,0.5531400966183575,0.4666666666666667,0.5269230769230769,0.260707635009311,0.007142857142857143,0.0654911838790932,0.08411214953271028,0.05714285714285714,0.02564102564102564,0.009345794392523364,19.752421959095805,0.5526315789473685,0.03571428571428571,0.02857142857142857,0.11519607843137254,0.03814262023217247,0.15254237288135594,0.04481792717086835,0.12244897959183673,0.03966730646193218,0.03823529411764706,0.024930747922437674,0.047524752475247525,0.04938271604938271,0.03508771929824561,0.06948640483383686,0.12376237623762376,0.1390593047034765,0.14883720930232558,0.1625,0.02702702702702703,0.25,0.3985102420856611,0.5841121495327103,0.6377551020408163,0.672,0.19553072625698323,0.34285714285714286,0.36363636363636365,0.3888888888888889,0.1452513966480447,0.44871794871794873,0.4605263157894737,0.8,0.19925512104283055,0.35514018691588783,0.3584905660377358,1.0,0.061452513966480445,0.42424242424242425,0.42424242424242425,1.0,0.5125,0.4634146341463415,0.3157894736842105,0.1125,0.2222222222222222,1.0,0.075,0.5,1.0,0.4090909090909091,0.5555555555555556,0.19090909090909092,0.3333333333333333,0.1,0.36363636363636365,0.659217877094972,0.4375,0.5247914179104479,0.5201897058823528,0.5202816513761469,0.14735099337748345,0.19181034482758622,0.1222707423580786,0.19941775836972345,6.128463476070529,23.88857142857142,0.25146198830409355,,,,,,,,,True
1720,1610612752,Michael Doleac,Michael Doleac,1720,NYK,41764.0,696,-43.0,1286,1293,238,281,151,2579,18.0,41,8.0,12.0,7.0,9.0,15.0,41,49.0,128.0,,,,,,,,,,,,,82.0,210,,,25,189,1352,15.0,28.0,,,11.0,41.0,17.0,37,,,9,43,144.0,20.0,,14.0,,,,11.0,,15.0,12.0,27.0,9.0,3.0,6.0,3.0,6.0,66.0,10.0,27.0,,13.0,76,12.0,101,37.0,138,6.0,10.0,5.0,5.0,18,4.0,9,18.0,4.0,9.0,2.0,36,5.0,6,72,102,6.0,6.0,,,29,,11.0,3.0,10.0,,,6.0,1.0,3.0,10.0,6.0,5.0,43,238,2.0,0.8780487804878049,0.96,,,,,,0.3904761904761905,0.5357142857142857,0.4594594594594595,0.3904761904761905,0.5357142857142857,0.4594594594594595,0.41964285714285715,0.6029411764705882,0.5119047619047619,,,0.05238095238095238,0.12195121951219512,0.024390243902439025,0.0390625,,17.881705639614857,0.5,0.24,,0.14671814671814673,0.05672268907563025,0.12149532710280374,0.07142857142857142,0.1424,0.060064935064935064,0.08870967741935484,0.046153846153846156,0.04504504504504504,0.044444444444444446,0.12,0.16793893129770993,0.140625,0.13846153846153847,0.1518987341772152,0.03571428571428571,0.05128205128205128,0.6,0.19523809523809524,0.43902439024390244,0.5,0.5555555555555556,0.19523809523809524,0.36585365853658536,0.375,0.8666666666666667,0.6095238095238096,0.3828125,0.3983739837398374,1.0,,,,,,,,,0.42857142857142855,0.6666666666666666,,,,,,,,0.24324324324324326,0.7777777777777778,,,,,0.19523809523809524,,0.4223823809523808,0.4530576923076924,0.4265486486486486,0.049773755656108594,0.049773755656108594,0.21693121693121692,0.2275132275132275,12.475238095238094,,0.18506998444790046,1.0,,,,,,,,True
1924,1610612752,Lee Nailon,Lee Nailon,1924,NYK,15557.0,259,-41.0,485,492,167,146,60,977,27.0,40,10.0,15.0,13.0,16.0,18.0,48,9.0,31.0,,,,,,,,,,,,,54.0,119,,,32,140,526,10.0,19.0,,,4.0,24.0,17.0,36,,,11,45,40.0,68.0,,10.0,,,,11.0,,14.0,5.0,19.0,4.0,1.0,7.0,1.0,6.0,43.0,2.0,17.0,1.0,1.0,20,2.0,23,20.0,43,3.0,2.0,1.0,1.0,12,1.0,7,10.0,2.0,5.0,2.0,22,,5,13,33,,4.0,,,37,3.0,17.0,3.0,2.0,,,1.0,,1.0,2.0,1.0,,45,167,5.0,0.37037037037037035,0.40816326530612246,,,,,,0.453781512605042,0.5263157894736842,0.4722222222222222,0.453781512605042,0.5263157894736842,0.4722222222222222,0.5147058823529411,0.5714285714285714,0.5357142857142857,,,0.09243697478991597,0.1,0.10416666666666667,0.06451612903225806,,28.46846846846847,0.5454545454545454,0.2,0.07692307692307693,0.11627906976744186,0.09042553191489362,0.021739130434782608,0.06666666666666667,0.0963302752293578,0.0871559633027523,0.07142857142857142,0.109375,0.08823529411764706,0.08695652173913043,,0.14285714285714285,0.08163265306122448,0.12345679012345678,0.030303030303030304,,0.057692307692307696,0.5,0.33613445378151263,0.675,0.75,0.3333333333333333,0.40336134453781514,0.375,0.4186046511627907,0.2222222222222222,0.2605042016806723,0.2903225806451613,0.3103448275862069,0.7777777777777778,,,,,,,,,0.7894736842105263,0.6666666666666666,0.1,,,,,,,0.4444444444444444,0.8125,,,,,0.33613445378151263,,0.4415756302521009,0.5051235294117647,0.4654777777777777,0.12781954887218044,0.12781954887218044,0.17142857142857143,0.32142857142857145,8.119327731092438,,0.3443298969072165,,,,,,,,,True
2068,1610612752,Lavor Postell,Lavor Postell,2068,NYK,3991.0,67,2.0,132,131,45,29,10,263,3.0,4,1.0,1.0,2.0,3.0,1.0,3,3.0,15.0,,,,,,,2.0,5.0,,,2.0,4.0,7.0,22,2.0,5.0,11,31,127,1.0,1.0,,,,2.0,2.0,7,2.0,4.0,5,15,8.0,6.0,6.0,2.0,,5.0,2.0,,,2.0,1.0,3.0,,1.0,1.0,,1.0,7.0,,1.0,,1.0,1,,2,1.0,3,,2.0,1.0,1.0,3,1.0,1,2.0,,2.0,1.0,5,,2,4,7,1.0,,,,11,,4.0,1.0,,,,,,,,,,15,45,2.0,0.5714285714285714,0.6666666666666666,1.0,0.4,,0.5,0.4,0.3181818181818182,1.0,0.2857142857142857,0.37037037037037035,1.0,0.45454545454545453,0.46875,1.0,0.5384615384615384,0.18518518518518517,,,,,,,25.874125874125877,0.6,,,0.01818181818181818,0.022222222222222223,0.09090909090909091,,0.030303030303030304,0.017857142857142856,0.125,,,,,,,0.04,0.125,,,,0.14814814814814814,0.75,0.75,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.3333333333333333,,0.5555555555555556,0.2,0.2,0.6666666666666666,,,,,0.18518518518518517,0.4,0.4,1.0,1.0,1.0,,,,,,,,0.2727272727272727,0.6666666666666666,,,0.36363636363636365,0.5,0.3333333333333333,0.4,0.4442240740740741,0.5529,0.4929727272727273,0.12903225806451613,0.15384615384615385,0.06451612903225806,0.4838709677419355,12.481818181818182,24.939999999999998,0.3409090909090909,1.0,,,,,,,,True
2421,1610612752,Frank Williams,Frank Williams,2421,NYK,7332.0,122,-56.0,222,224,43,52,35,446,1.0,4,,,,,1.0,7,1.0,2.0,1.0,3.0,,,,,3.0,7.0,,1.0,,,3.0,13,4.0,10.0,3,21,259,,1.0,,1.0,,,1.0,3,,,3,5,2.0,4.0,12.0,,,7.0,3.0,1.0,,22.0,5.0,27.0,3.0,2.0,8.0,2.0,12.0,59.0,1.0,2.0,,,9,2.0,11,3.0,14,1.0,4.0,1.0,3.0,10,,7,1.0,,3.0,,11,1.0,2,5,10,,,,,4,,1.0,1.0,1.0,,,1.0,,,1.0,,,5,43,3.0,0.3333333333333333,0.3333333333333333,1.0,0.4,,,0.4,0.23076923076923078,,0.3333333333333333,0.391304347826087,,0.3333333333333333,0.42,,0.5,0.43478260869565216,,0.07692307692307693,,0.14285714285714285,,,13.793103448275863,0.9090909090909091,0.3333333333333333,,0.10112359550561797,0.020833333333333332,,0.03571428571428571,0.08737864077669903,0.024193548387096774,,,0.047619047619047616,,0.1,0.08,0.12903225806451613,0.09090909090909091,,,0.06666666666666667,,0.17391304347826086,0.25,0.25,,0.30434782608695654,0.14285714285714285,0.16666666666666666,1.0,0.08695652173913043,0.5,0.5,,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.30434782608695654,0.42857142857142855,0.42857142857142855,1.0,,,,,,,0.5,,,,,,,,,0.6086956521739131,0.42857142857142855,0.49264130434782616,0.45640000000000003,0.3336666666666666,0.041666666666666664,0.07142857142857142,,0.23809523809523808,7.253846153846154,24.189999999999998,0.19369369369369369,,,,,,,,,True
369,1610612752,Charlie Ward,Charlie Ward,369,NYK,61195.0,1020,-17.0,1935,1956,396,430,233,3891,22.0,41,4.0,8.0,7.0,14.0,7.0,19,16.0,41.0,7.0,19.0,,3.0,,3.0,61.0,155.0,10.0,15.0,10.0,30.0,45.0,101,68.0,174.0,17,311,1993,7.0,11.0,10.0,18.0,,44.0,11.0,25,10.0,33.0,13,65,32.0,58.0,132.0,6.0,2.0,153.0,61.0,4.0,1.0,170.0,40.0,210.0,26.0,14.0,63.0,28.0,79.0,460.0,2.0,17.0,,18.0,81,3.0,102,19.0,121,5.0,52.0,24.0,28.0,47,13.0,37,27.0,4.0,10.0,3.0,74,1.0,19,47,99,4.0,2.0,,,24,1.0,4.0,8.0,4.0,,,2.0,,2.0,4.0,4.0,,65,396,19.0,0.35555555555555557,0.38095238095238093,0.6470588235294118,0.39080459770114945,0.5555555555555556,0.30303030303030304,0.3953488372093023,0.44554455445544555,0.6363636363636364,0.44,0.5345454545454545,0.7586206896551724,0.4482758620689655,0.541958041958042,0.7586206896551724,0.49242424242424243,0.6327272727272727,0.005747126436781609,0.039603960396039604,0.07317073170731707,0.05263157894736842,,,16.319129646418858,0.6351351351351351,0.04918032786885246,,0.11328671328671329,0.023776223776223775,0.09574468085106383,0.009216589861751152,0.10963455149501661,0.0203862660944206,0.037037037037037035,0.0182648401826484,0.019543973941368076,,0.03125,0.09239130434782608,0.1228813559322034,0.11864406779661017,0.09090909090909091,0.1111111111111111,0.032467532467532464,1.0,0.14909090909090908,0.5365853658536586,0.5789473684210527,0.45454545454545453,0.06909090909090909,0.3684210526315789,0.3888888888888889,0.14285714285714285,0.14909090909090908,0.3902439024390244,0.3902439024390244,0.3125,0.06909090909090909,0.3684210526315789,0.3684210526315789,0.8571428571428571,0.5636363636363636,0.3935483870967742,0.3961038961038961,0.6229508196721312,0.27586206896551724,0.5,0.25,0.10344827586206896,,,0.5172413793103449,0.6666666666666666,0.7,0.2413793103448276,0.5,0.05172413793103448,,0.5172413793103449,0.3333333333333333,0.7818181818181819,0.39869281045751637,0.5189577205882353,0.5603425,0.5112018181818182,0.014388489208633094,0.038461538461538464,0.1414790996784566,0.2090032154340836,9.612871287128714,25.228160919540223,0.20465116279069767,1.0,72.0,0.0064516129032258064,,,,,,True
221,1610612752,Clar. Weatherspoon,Clar. Weatherspoon,221,NYK,68688.0,1145,-116.0,2128,2155,453,491,282,4283,65.0,137,24.0,58.0,16.0,27.0,21.0,59,17.0,42.0,,,,,,,,,,,,,103.0,238,,,87,293,2278,28.0,75.0,,,31.0,87.0,23.0,47,,,31,77,142.0,64.0,,36.0,,,,31.0,,24.0,12.0,36.0,7.0,5.0,13.0,5.0,6.0,84.0,27.0,93.0,1.0,36.0,156,31.0,223,121.0,344,7.0,38.0,25.0,13.0,16,4.0,7,22.0,3.0,9.0,5.0,38,5.0,5,61,98,12.0,4.0,,,113,5.0,44.0,15.0,23.0,,,17.0,,6.0,23.0,12.0,,77,453,9.0,0.6893203883495146,0.8352941176470589,,,,,,0.4327731092436975,0.37333333333333335,0.48936170212765956,0.4327731092436975,0.37333333333333335,0.48936170212765956,0.5017123287671232,0.45789473684210524,0.5833333333333334,,,0.13025210084033614,0.16058394160583941,0.15254237288135594,,,13.414634146341463,0.42105263157894735,0.3974358974358974,0.022727272727272728,0.1921182266009852,0.11272727272727273,0.1875,0.10843373493975904,0.19123505976095617,0.11173184357541899,0.12605042016806722,0.112,0.10385756676557864,0.10778443113772455,0.10975609756097561,0.15813953488372093,0.20863309352517986,0.2006269592476489,0.16666666666666666,0.24074074074074073,0.0673076923076923,0.5217391304347826,0.5756302521008403,0.4744525547445255,0.5652173913043478,0.6615384615384615,0.24789915966386555,0.3559322033898305,0.42,0.5714285714285714,0.17647058823529413,0.40476190476190477,0.40476190476190477,0.9411764705882353,,,,,,,,,0.7733333333333333,0.41379310344827586,0.25,,,,,,,0.574468085106383,0.5925925925925926,,,,,0.5756302521008403,,0.4899861344537815,0.5270238095238096,0.49162978723404255,0.1588447653429603,0.1588447653429603,0.29692832764505117,0.2627986348122867,5.169747899159663,,0.21287593984962405,,,,1.0,5.0,,,,True
458,1610612752,Howard Eisley,Howard Eisley,458,NYK,29708.0,495,22.0,923,934,335,351,109,1857,15.0,28,1.0,3.0,1.0,7.0,8.0,13,16.0,38.0,,6.0,,1.0,,,18.0,50.0,2.0,3.0,7.0,23.0,39.0,79,18.0,56.0,34,166,967,1.0,3.0,2.0,4.0,,8.0,12.0,24,7.0,23.0,18,63,12.0,66.0,27.0,,1.0,49.0,18.0,5.0,,82.0,19.0,101.0,12.0,7.0,28.0,18.0,36.0,221.0,,4.0,,3.0,32,2.0,37,4.0,41,,11.0,5.0,6.0,19,6.0,17,14.0,3.0,2.0,1.0,33,3.0,13,20,53,2.0,3.0,,,39,3.0,11.0,6.0,3.0,,,,1.0,2.0,3.0,2.0,,63,335,11.0,0.15384615384615385,0.15384615384615385,0.5,0.32142857142857145,0.5,0.30434782608695654,0.32727272727272727,0.4936708860759494,0.3333333333333333,0.5,0.4888888888888889,0.5714285714285714,0.4787234042553192,0.54,0.5714285714285714,0.5535714285714286,0.4148148148148148,,0.06329113924050633,0.14285714285714285,0.07692307692307693,,,17.264150943396228,0.5757575757575758,0.05714285714285714,,0.08913649025069638,0.011869436201780416,0.04,,0.08064516129032258,0.009216589861751152,0.02608695652173913,0.011235955056179775,,,,0.07079646017699115,0.1,0.09523809523809523,0.017857142857142856,0.10526315789473684,,0.6666666666666666,0.2074074074074074,0.5357142857142857,0.625,0.06666666666666667,0.0962962962962963,0.6153846153846154,0.6666666666666666,0.125,0.2814814814814815,0.42105263157894735,0.42105263157894735,0.25,0.044444444444444446,,,,0.37037037037037035,0.36,0.36,0.5,0.42857142857142855,0.3333333333333333,,0.14285714285714285,,,0.42857142857142855,0.6666666666666666,0.5,0.14893617021276595,0.14285714285714285,,,0.48936170212765956,0.30434782608695654,0.6222222222222222,0.3673469387755102,0.4777695488721805,0.5833916666666666,0.4521423913043478,0.08333333333333333,0.12643678160919541,0.04819277108433735,0.3795180722891566,10.349367088607595,25.8625,0.3629469122426869,5.0,27.0,,,,1.0,0.017543859649122806,,True
84,1610612752,Latrell Sprewell,Latrell Sprewell,84,NYK,45013.0,750,-93.0,1389,1432,360,431,170,2821,26.0,45,1.0,3.0,7.0,16.0,34.0,75,37.0,99.0,6.0,17.0,1.0,1.0,1.0,4.0,19.0,58.0,3.0,8.0,4.0,13.0,97.0,219,25.0,75.0,49,318,1533,7.0,18.0,4.0,9.0,2.0,28.0,26.0,57,5.0,17.0,19,86,52.0,142.0,60.0,4.0,1.0,57.0,19.0,9.0,,74.0,27.0,101.0,18.0,9.0,21.0,21.0,32.0,229.0,4.0,8.0,,19.0,45,3.0,67,12.0,79,4.0,26.0,22.0,4.0,28,6.0,17,17.0,4.0,11.0,3.0,45,4.0,9,20,37,1.0,2.0,,,56,5.0,19.0,8.0,7.0,,,2.0,3.0,2.0,7.0,6.0,,86,360,6.0,0.26804123711340205,0.2736842105263158,0.8,0.3333333333333333,0.4444444444444444,0.29411764705882354,0.33783783783783783,0.4429223744292237,0.3888888888888889,0.45614035087719296,0.4574829931972789,0.48148148148148145,0.4527027027027027,0.495253164556962,0.5,0.5059523809523809,0.25510204081632654,,0.0410958904109589,0.08888888888888889,0.04,0.020202020202020204,,22.81921618204804,0.6222222222222222,0.05,,0.0872093023255814,0.01609657947686117,0.15447154471544716,0.024242424242424242,0.10015649452269171,0.01812688821752266,,0.006211180124223602,0.03553299492385787,0.018691588785046728,0.034482758620689655,0.0738255033557047,0.07975460122699386,0.10294117647058823,0.16470588235294117,0.13157894736842105,0.02531645569620253,0.8571428571428571,0.15306122448979592,0.5777777777777777,0.6341463414634146,0.23076923076923078,0.25510204081632654,0.4533333333333333,0.4722222222222222,0.14705882352941177,0.336734693877551,0.37373737373737376,0.38144329896907214,0.40540540540540543,0.05782312925170068,0.35294117647058826,0.35294117647058826,1.0,0.19727891156462585,0.3275862068965517,0.3275862068965517,0.7368421052631579,0.1111111111111111,0.3333333333333333,,0.037037037037037035,1.0,1.0,0.2962962962962963,0.375,0.6666666666666666,0.21621621621621623,0.4375,0.05405405405405406,0.25,0.17567567567567569,0.3076923076923077,0.40816326530612246,0.3333333333333333,0.45600546075085324,0.4668194444444444,0.44403630136986305,0.06168831168831169,0.0815450643776824,0.0880503144654088,0.27044025157232704,11.644748858447487,24.958666666666666,0.2591792656587473,7.0,15.0,,,,,,1.0,True
970,1610612752,Othella Harrington,Othella Harrington,970,NYK,24064.0,401,65.0,755,757,228,259,86,1512,28.0,49,6.0,16.0,11.0,20.0,17.0,36,7.0,20.0,,,,,,,,,,,,,52.0,105,,,27,131,723,9.0,20.0,,,7.0,25.0,13.0,28,,,18,44,80.0,24.0,,8.0,,,,7.0,,6.0,1.0,7.0,,1.0,2.0,2.0,2.0,15.0,7.0,25.0,,10.0,42,9.0,61,32.0,93,4.0,5.0,2.0,3.0,12,2.0,3,9.0,2.0,9.0,1.0,21,1.0,3,16,53,6.0,3.0,,,34,8.0,13.0,8.0,5.0,,,5.0,,,5.0,2.0,3.0,44,228,13.0,0.7692307692307693,0.8333333333333334,,,,,,0.49523809523809526,0.45,0.4642857142857143,0.49523809523809526,0.45,0.4642857142857143,0.5550847457627118,0.5434782608695652,0.5641025641025641,,,0.06666666666666667,0.10204081632653061,0.027777777777777776,0.05,,16.125290023201856,0.5714285714285714,0.2903225806451613,,0.15328467153284672,0.0880281690140845,0.16393442622950818,0.09722222222222222,0.15522388059701492,0.0898876404494382,0.17647058823529413,0.04597701149425287,0.05357142857142857,0.10869565217391304,0.07692307692307693,0.13636363636363635,0.21518987341772153,0.12149532710280374,0.2,0.0625,0.08695652173913043,0.4,0.4666666666666667,0.5714285714285714,0.6363636363636364,0.7857142857142857,0.34285714285714286,0.4722222222222222,0.4857142857142857,0.6470588235294118,0.19047619047619047,0.35,0.3684210526315789,1.0,,,,,,,,,0.8,0.375,0.16666666666666666,,,,,,,0.7142857142857143,0.55,,,,,0.4666666666666667,,0.4511295238095238,0.5036,0.49143571428571425,0.11818181818181818,0.11818181818181818,0.19083969465648856,0.33587786259541985,6.489523809523809,,0.3019867549668874,,,,,1.0,,,,True
