EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,SecondChanceFtPoints,PtsPutbacks,Corner3Assists,FTOffRebounds,FTDefRebounds,SelfOReb,Travels,Loose Ball Fouls,Offensive Fouls,NonShootingFoulsDrawn,DefensiveGoaltends,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Technical Free Throw Trips,3SecondViolations,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,on,HeaveMakes,Blocked3s,BlockedArc3,BlockedCorner3,Arc3PctBlocked
1038,1610612745,Juaquin Hawkins,Juaquin Hawkins,1038,HOU,14883.0,248,-5,457,464,91,91,45,921,8.0,12.0,1.0,2.0,2.0,4.0,5.0,11.0,32.0,1.0,2.0,2.0,3.0,1.0,2.0,19.0,49,3.0,5.0,5.0,52.0,470,1.0,6.0,2.0,4.0,12,1.0,2.0,1.0,12.0,34.0,4.0,9.0,3.0,2.0,3.0,16.0,1.0,17.0,1.0,7.0,4.0,5.0,35.0,1.0,3.0,6.0,20,26,4.0,30,10.0,5.0,5.0,10.0,2.0,7.0,4.0,2.0,3.0,14.0,2.0,3.0,14.0,25.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,12.0,91,4.0,0.8947368421052632,0.8947368421052632,1.0,0.6,0.5,0.6,0.3877551020408163,0.16666666666666666,0.3333333333333333,0.4351851851851852,0.16666666666666666,0.39285714285714285,0.4642857142857143,0.16666666666666666,0.42857142857142855,0.09259259259259259,0.061224489795918366,0.08333333333333333,0.2,0.03125,13.539651837524179,0.7142857142857143,0.09950248756218906,0.017857142857142856,0.16216216216216217,0.024390243902439025,0.1092436974789916,0.019138755980861243,0.023809523809523808,0.028985507246376812,0.030303030303030304,0.10344827586206896,0.09803921568627451,0.09782608695652174,0.1111111111111111,0.3,1.0,0.2222222222222222,0.6666666666666666,0.7272727272727273,0.875,0.09259259259259259,0.5925925925925926,0.34375,0.3548387096774194,0.9090909090909091,0.037037037037037035,0.5,0.5,1.0,0.05555555555555555,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.5,1.0,0.2857142857142857,0.5,0.14285714285714285,0.5,0.3148148148148148,0.6666666666666666,0.46203518518518516,0.47397999999999996,0.47442857142857153,0.05357142857142857,0.058823529411764705,0.038461538461538464,0.23076923076923078,13.516326530612247,24.759999999999998,0.19912472647702406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1508,1610612745,Maurice Taylor,Maurice Taylor,1508,HOU,32830.0,547,4,991,991,205,240,103,1982,28.0,55.0,7.0,16.0,4.0,7.0,84.0,28.0,73.0,,,,1.0,,1.0,88.0,212,,1.0,40.0,216.0,1022,9.0,21.0,28.0,13.0,36,,1.0,12.0,38.0,78.0,98.0,,1.0,,18.0,17.0,8.0,25.0,7.0,13.0,4.0,,58.0,10.0,25.0,10.0,47,65,37.0,102,7.0,6.0,1.0,18.0,5.0,12.0,25.0,1.0,6.0,43.0,4.0,5.0,32.0,68.0,51.0,7.0,24.0,6.0,5.0,1.0,,6.0,5.0,3.0,38.0,205,4.0,0.4431818181818182,0.48148148148148145,,,,,0.41509433962264153,0.42857142857142855,0.3611111111111111,0.4131455399061033,0.42857142857142855,0.35135135135135137,0.4595744680851064,0.5185185185185185,0.4318181818181818,0.004694835680751174,0.08490566037735849,0.2,0.07142857142857142,0.0136986301369863,24.777183600713013,0.4186046511627907,0.12176165803108809,0.07267441860465117,0.10526315789473684,0.10526315789473684,0.11850311850311851,0.07972665148063782,0.11428571428571428,0.04878048780487805,0.1323529411764706,0.10784313725490197,0.08791208791208792,0.14507772020725387,0.10526315789473684,0.10526315789473684,0.8333333333333334,0.25821596244131456,0.509090909090909,0.6363636363636364,0.5357142857142857,0.39436619718309857,0.3427230046948357,0.3835616438356164,0.3888888888888889,0.6071428571428571,,,,,0.004694835680751174,,,,0.7619047619047619,0.4375,,0.1891891891891892,0.5714285714285714,0.02702702702702703,,0.26291079812206575,,0.4327420187793427,0.5080214285714286,0.41461486486486493,0.10434782608695652,0.10480349344978165,0.12962962962962962,0.17592592592592593,9.775471698113206,26.5,0.20686175580222,32.0,10.0,14.0,1.0,2.0,8.0,6.0,5.0,6.0,13.0,5.0,1.0,0.21052631578947367,0.0625,0.0603448275862069,0.037037037037037035,0.05660377358490566,0.38095238095238093,0.41025641025641024,0.21875,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1509,1610612745,Kelvin Cato,Kelvin Cato,1509,HOU,28389.0,473,-11,868,864,258,229,124,1732,43.0,66.0,16.0,24.0,11.0,19.0,32.0,2.0,7.0,,,,2.0,,2.0,52.0,105,,2.0,29.0,133.0,906,17.0,31.0,41.0,14.0,29,,2.0,10.0,38.0,78.0,26.0,,,,11.0,4.0,1.0,5.0,1.0,2.0,,2.0,11.0,9.0,40.0,19.0,77,108,50.0,158,12.0,8.0,4.0,10.0,2.0,6.0,9.0,,4.0,19.0,2.0,4.0,28.0,57.0,54.0,2.0,27.0,36.0,18.0,4.0,14.0,36.0,16.0,,38.0,258,5.0,0.75,0.9512195121951219,,,,,0.49523809523809526,0.5483870967741935,0.4827586206896552,0.48598130841121495,0.5483870967741935,0.45161290322580644,0.5,0.5394736842105263,0.475,0.018691588785046728,0.10476190476190476,0.13636363636363635,0.0625,,14.785992217898833,0.5263157894736842,0.228486646884273,0.12195121951219512,0.2602739726027397,0.08571428571428572,0.23414634146341465,0.11316397228637413,0.0891089108910891,0.12698412698412698,0.10714285714285714,0.19540229885057472,0.2619047619047619,0.2289156626506024,0.3103448275862069,0.06666666666666667,0.4444444444444444,0.616822429906542,0.6515151515151515,0.7543859649122807,0.7441860465116279,0.29906542056074764,0.06542056074766354,0.2857142857142857,0.2857142857142857,1.0,,,,,0.018691588785046728,,,,0.7741935483870968,0.6666666666666666,0.3125,0.6129032258064516,0.5789473684210527,0.06451612903225806,,0.6355140186915887,,0.49659523809523803,0.5296629629629629,0.4948448275862068,0.20454545454545456,0.2076923076923077,0.3082706766917293,0.2857142857142857,3.8485714285714283,52.75,0.29723502304147464,7.0,7.0,22.0,,1.0,12.0,,,4.0,7.0,1.0,1.0,0.41379310344827586,0.03333333333333333,0.1485148514851485,,,0.21875,0.23333333333333334,0.7142857142857143,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1883,1610612745,Steve Francis,Steve Francis,1883,HOU,75201.0,1253,47,2329,2318,676,604,300,4647,110.0,202.0,16.0,32.0,30.0,64.0,38.0,58.0,169.0,4.0,8.0,29.0,82.0,14.0,41.0,178.0,409,33.0,90.0,168.0,623.0,2377,23.0,49.0,78.0,43.0,112,15.0,42.0,81.0,212.0,76.0,280.0,48.0,76.0,29.0,32.0,131.0,66.0,197.0,52.0,76.0,16.0,39.0,460.0,19.0,42.0,21.0,113,136,64.0,200,52.0,28.0,24.0,48.0,12.0,26.0,49.0,7.0,22.0,97.0,5.0,35.0,32.0,97.0,222.0,19.0,89.0,13.0,5.0,3.0,5.0,13.0,9.0,1.0,212.0,676,12.0,0.21348314606741572,0.22485207100591717,0.48484848484848486,0.36666666666666664,0.35714285714285715,0.39285714285714285,0.4352078239608802,0.46938775510204084,0.38392857142857145,0.4559118236472946,0.5258620689655172,0.4253246753246753,0.5183946488294314,0.582089552238806,0.5120772946859904,0.18036072144288579,0.07823960880195599,0.13861386138613863,0.07894736842105263,0.005917159763313609,25.84729981378026,0.4948453608247423,0.11746361746361747,0.05084745762711865,0.09545454545454546,0.0683453237410072,0.11336717428087986,0.0552536231884058,0.032388663967611336,0.04067796610169491,0.07511737089201878,0.10714285714285714,0.07335907335907337,0.14855875831485588,0.09826589595375723,0.0851063829787234,0.6923076923076923,0.40480961923847697,0.5445544554455446,0.632183908045977,0.2727272727272727,0.07615230460921844,0.33867735470941884,0.3431952662721893,0.34523809523809523,0.1206896551724138,0.01603206412825651,0.5,0.5,0.75,0.16432865731462926,0.35365853658536583,0.35365853658536583,0.4482758620689655,0.5517241379310345,0.5,0.0625,0.4155844155844156,0.46875,0.2662337662337662,0.34146341463414637,0.5851703406813628,0.3815789473684211,0.4891406693711969,0.5251720930232557,0.47817080536912754,0.15641476274165203,0.18580375782881003,0.12520064205457465,0.3402889245585875,8.739364303178485,27.199999999999996,0.29025332760841566,10.0,17.0,18.0,14.0,3.0,2.0,10.0,10.0,1.0,10.0,29.0,,0.029411764705882353,0.04054054054054054,0.07746478873239436,0.046153846153846156,0.042735042735042736,0.2631578947368421,0.2857142857142857,0.1,6.0,1.0,1.0,1.0,1.0,4.0,8.0,5.0,9.0,51.0,5.0,2.0,0.5555555555555556,0.017241379310344827,1.0,0.13793103448275862,0.5,0.5,0.006493506493506494,1.0,,,,,,,,True,,,,,
779,1610612745,Glen Rice,Glen Rice,779,HOU,92033.0,1534,3,2840,2834,825,733,364,5674,24.0,47.0,5.0,7.0,6.0,14.0,64.0,43.0,92.0,19.0,62.0,82.0,192.0,23.0,61.0,95.0,203,101.0,254.0,63.0,556.0,2919,14.0,24.0,72.0,22.0,55,29.0,77.0,26.0,157.0,94.0,96.0,291.0,192.0,82.0,12.0,54.0,11.0,65.0,8.0,22.0,18.0,14.0,141.0,10.0,16.0,29.0,92,126,28.0,154,23.0,13.0,10.0,40.0,7.0,26.0,15.0,1.0,14.0,55.0,2.0,18.0,48.0,99.0,83.0,8.0,25.0,5.0,2.0,1.0,2.0,5.0,4.0,1.0,157.0,825,17.0,0.49473684210526314,0.5108695652173914,0.9603960396039604,0.39763779527559057,0.37662337662337664,0.39763779527559057,0.46798029556650245,0.5833333333333334,0.4,0.5393873085339168,0.7272727272727273,0.4962121212121212,0.5587628865979382,0.7346938775510204,0.523972602739726,0.5557986870897156,0.059113300492610835,0.10638297872340426,0.109375,,16.48854961832061,0.7272727272727273,0.07803223070398643,0.015549076773566569,0.11372549019607843,0.030120481927710843,0.08437935843793584,0.019103600293901544,0.026578073089700997,0.0078125,0.027559055118110236,0.059375,0.0670926517571885,0.09523809523809523,0.10837438423645321,0.1346153846153846,0.8,0.10284463894967177,0.5106382978723404,0.5714285714285714,0.7083333333333334,0.1400437636761488,0.2013129102844639,0.4673913043478261,0.4673913043478261,0.5813953488372093,0.13566739606126915,0.3064516129032258,0.3064516129032258,1.0,0.4201312910284464,0.4270833333333333,0.4270833333333333,0.9512195121951219,0.1590909090909091,0.7142857142857143,0.8,0.10606060606060606,0.42857142857142855,0.4621212121212121,0.3770491803278688,0.6586433260393874,0.4270833333333333,0.5013456236323851,0.501245,0.48562878787878794,0.05672268907563025,0.11363636363636363,0.12949640287769784,0.2823741007194245,11.665517241379307,24.816929133858274,0.2904929577464789,28.0,8.0,6.0,3.0,2.0,5.0,13.0,,3.0,6.0,9.0,,0.05813953488372093,0.023255813953488372,0.014534883720930232,0.038461538461538464,0.05263157894736842,0.4375,0.49122807017543857,0.17857142857142858,,2.0,2.0,6.0,16.0,10.0,18.0,12.0,20.0,12.0,17.0,,0.6,0.045454545454545456,1.0,0.4090909090909091,0.5555555555555556,1.0,0.12121212121212122,0.375,2.0,1.0,0.0078125,,,,,True,,,,,
983,1610612745,Moochie Norris,Moochie Norris,983,HOU,29904.0,498,-8,903,901,288,248,130,1804,9.0,28.0,2.0,7.0,3.0,9.0,26.0,21.0,53.0,3.0,5.0,2.0,13.0,1.0,4.0,44.0,107,5.0,18.0,29.0,132.0,937,4.0,15.0,16.0,16.0,33,3.0,8.0,15.0,56.0,30.0,58.0,15.0,12.0,2.0,8.0,46.0,26.0,72.0,17.0,21.0,4.0,21.0,170.0,3.0,16.0,12.0,36,49,21.0,70,23.0,7.0,16.0,15.0,8.0,11.0,15.0,1.0,4.0,30.0,2.0,10.0,17.0,29.0,50.0,2.0,17.0,1.0,,1.0,,1.0,,,56.0,288,3.0,0.3409090909090909,0.3488372093023256,1.0,0.2777777777777778,0.375,0.29411764705882354,0.411214953271028,0.26666666666666666,0.48484848484848486,0.412,0.3235294117647059,0.5,0.4429530201342282,0.38095238095238093,0.5185185185185185,0.144,0.07476635514018691,0.17857142857142858,0.11538461538461539,,16.870876531573987,0.5,0.096,0.04610951008645533,0.15384615384615385,0.030303030303030304,0.10596026490066225,0.042600896860986545,0.06382978723404255,0.022058823529411766,0.027777777777777776,0.12871287128712872,0.05714285714285714,0.10059171597633136,0.13846153846153847,0.23076923076923078,,0.224,0.32142857142857145,0.391304347826087,0.1111111111111111,0.208,0.424,0.39622641509433965,0.39622641509433965,0.5238095238095238,0.04,0.6,0.6,1.0,0.104,0.15384615384615385,0.15384615384615385,1.0,0.4117647058823529,0.2857142857142857,,0.21951219512195122,0.3333333333333333,0.0975609756097561,0.25,0.368,0.16666666666666666,0.4242806451612904,0.43236785714285714,0.4080865853658536,0.12142857142857143,0.13934426229508196,0.12121212121212122,0.42424242424242425,11.647663551401866,27.40555555555555,0.31893687707641194,14.0,5.0,2.0,9.0,2.0,1.0,4.0,2.0,1.0,3.0,9.0,,0.034482758620689655,0.07692307692307693,0.05982905982905983,0.037037037037037035,0.06349206349206349,0.5384615384615384,0.6086956521739131,0.21428571428571427,1.0,,,2.0,4.0,1.0,2.0,1.0,2.0,,,,0.5,,,0.11764705882352941,0.5,1.0,0.0975609756097561,0.5,,,,,,,,True,,,,,
1749,1610612745,Cuttino Mobley,Cuttino Mobley,1749,HOU,62052.0,1034,-16,1927,1924,591,515,248,3851,68.0,105.0,7.0,10.0,14.0,30.0,41.0,36.0,90.0,14.0,33.0,17.0,62.0,5.0,28.0,115.0,236,31.0,95.0,81.0,404.0,1996,11.0,24.0,37.0,21.0,55,9.0,38.0,34.0,103.0,90.0,140.0,87.0,61.0,17.0,15.0,42.0,24.0,66.0,18.0,16.0,6.0,20.0,156.0,7.0,11.0,14.0,65,79,19.0,98,40.0,19.0,21.0,26.0,12.0,16.0,26.0,3.0,10.0,52.0,3.0,16.0,17.0,74.0,89.0,10.0,33.0,14.0,4.0,4.0,6.0,14.0,11.0,1.0,103.0,591,19.0,0.391304347826087,0.39823008849557523,0.9354838709677419,0.3263157894736842,0.23684210526315788,0.32978723404255317,0.4872881355932203,0.4583333333333333,0.38181818181818183,0.4879154078549849,0.45588235294117646,0.3709677419354839,0.5383561643835616,0.4868421052631579,0.463302752293578,0.28700906344410876,0.0635593220338983,0.06666666666666667,0.17073170731707318,0.011111111111111112,18.783783783783786,0.5,0.08238276299112801,0.01601164483260553,0.08187134502923976,0.029288702928870293,0.08229166666666667,0.019438444924406047,0.014492753623188406,0.00796812749003984,0.032432432432432434,0.07111111111111111,0.085,0.08791208791208792,0.07971014492753623,0.09090909090909091,0.7857142857142857,0.31722054380664655,0.6476190476190476,0.6938775510204082,0.39705882352941174,0.12386706948640483,0.2719033232628399,0.4,0.4044943820224719,0.4166666666666667,0.09969788519637462,0.42424242424242425,0.42424242424242425,1.0,0.18731117824773413,0.27419354838709675,0.27419354838709675,0.8823529411764706,0.29411764705882354,0.7,0.14285714285714285,0.3225806451612903,0.4666666666666667,0.3010752688172043,0.17857142857142858,0.6042296072507553,0.2786885245901639,0.5024771341463414,0.45853399999999994,0.4914505555555555,0.09577464788732394,0.1274131274131274,0.09158415841584158,0.25495049504950495,8.907203389830508,25.13473684210526,0.30669434353918007,11.0,6.0,4.0,6.0,1.0,,2.0,2.0,4.0,8.0,10.0,,,0.01639344262295082,0.026200873362445413,0.018518518518518517,0.012269938650306749,0.2682926829268293,0.3235294117647059,0.2727272727272727,1.0,1.0,2.0,4.0,10.0,2.0,8.0,3.0,10.0,6.0,11.0,,0.3,0.058823529411764705,0.5,0.23529411764705882,0.25,1.0,0.10752688172043011,0.4,1.0,1.0,0.010416666666666666,1.0,,,,True,,,,,
1903,1610612745,Kenny Thomas,Kenny Thomas,1903,HOU,21793.0,363,12,684,679,175,178,87,1363,25.0,46.0,4.0,8.0,7.0,13.0,34.0,7.0,25.0,,,,,,,40.0,105,,,21.0,101.0,670,6.0,14.0,21.0,12.0,20,,,8.0,32.0,40.0,40.0,,,,14.0,15.0,10.0,25.0,8.0,8.0,2.0,5.0,60.0,3.0,20.0,12.0,41,57,25.0,82,8.0,5.0,3.0,10.0,2.0,5.0,13.0,1.0,5.0,23.0,6.0,6.0,14.0,30.0,25.0,3.0,13.0,4.0,2.0,,2.0,4.0,2.0,1.0,32.0,175,5.0,0.5,0.5405405405405406,,,,,0.38095238095238093,0.42857142857142855,0.6,0.38095238095238093,0.42857142857142855,0.6,0.4353448275862069,0.5526315789473685,0.6666666666666666,,0.13333333333333333,0.21739130434782608,0.11764705882352941,,17.774936061381073,0.43478260869565216,0.1524163568773234,0.07462686567164178,0.19047619047619047,0.045454545454545456,0.15963855421686746,0.0688622754491018,0.13333333333333333,0.08256880733944955,0.02040816326530612,0.21428571428571427,0.1724137931034483,0.09821428571428571,0.2,0.15384615384615385,0.5,0.4380952380952381,0.5434782608695652,0.6944444444444444,0.48,0.3238095238095238,0.23809523809523808,0.28,0.28,0.8571428571428571,,,,,,,,,0.5714285714285714,0.5,0.25,0.65,0.5384615384615384,,,0.4380952380952381,,0.4649866666666667,0.45835,0.46974,0.11304347826086956,0.11304347826086956,0.2079207920792079,0.31683168316831684,6.77904761904762,,0.25584795321637427,8.0,9.0,6.0,2.0,2.0,4.0,,6.0,4.0,3.0,1.0,,0.23529411764705882,0.08695652173913043,0.011904761904761904,0.11764705882352941,,0.23529411764705882,0.26666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,53810.0,897,33,1668,1663,493,407,211,3331,82.0,117.0,26.0,41.0,24.0,37.0,146.0,14.0,34.0,,,1.0,1.0,1.0,1.0,147.0,297,1.0,1.0,135.0,432.0,1710,32.0,55.0,97.0,39.0,80,1.0,1.0,67.0,148.0,162.0,132.0,3.0,1.0,1.0,21.0,39.0,11.0,50.0,9.0,22.0,4.0,13.0,111.0,12.0,65.0,25.0,142,186,81.0,267,11.0,7.0,4.0,40.0,15.0,22.0,37.0,4.0,18.0,77.0,5.0,16.0,60.0,92.0,166.0,16.0,66.0,67.0,41.0,1.0,25.0,67.0,49.0,1.0,148.0,493,4.0,0.5510204081632653,0.648,1.0,1.0,1.0,1.0,0.494949494949495,0.5818181818181818,0.4875,0.4983221476510067,0.5818181818181818,0.5,0.579088471849866,0.6554054054054054,0.6324786324786325,0.003355704697986577,0.0707070707070707,0.08547008547008547,0.07534246575342465,,23.57255107386066,0.5194805194805194,0.19505494505494506,0.10851419031719532,0.16778523489932887,0.06417112299465241,0.1904218928164196,0.09796437659033079,0.1569767441860465,0.09433962264150944,0.06993006993006994,0.1414141414141414,0.23195876288659795,0.20535714285714285,0.1452991452991453,0.25,0.7313432835820896,0.3926174496644295,0.7008547008547008,0.7663551401869159,0.5365853658536586,0.4899328859060403,0.11409395973154363,0.4117647058823529,0.4117647058823529,0.7142857142857143,,,,,0.003355704697986577,1.0,1.0,1.0,0.7454545454545455,0.6341463414634146,0.23076923076923078,0.4567901234567901,0.6486486486486487,0.012345679012345678,1.0,0.3959731543624161,1.0,0.44550671140939596,0.5025387755102041,0.44130987654320986,0.1896551724137931,0.19020172910662825,0.22453703703703703,0.3425925925925926,6.425252525252525,25.3,0.29556354916067146,51.0,33.0,44.0,2.0,4.0,19.0,9.0,3.0,11.0,8.0,25.0,4.0,0.38,0.09523809523809523,0.08372093023255814,0.045454545454545456,0.06976744186046512,0.3493150684931507,0.37777777777777777,0.5294117647058824,,,,,,,,,,,,5.0,,,,,,,,,,,,1.0,,,,True,,,,,
2204,1610612745,Eddie Griffin,Eddie Griffin,2204,HOU,33943.0,566,12,1055,1050,310,268,137,2105,16.0,31.0,10.0,19.0,4.0,7.0,53.0,20.0,51.0,,1.0,18.0,63.0,4.0,16.0,59.0,135,18.0,64.0,21.0,193.0,1065,17.0,32.0,42.0,15.0,32,4.0,17.0,6.0,48.0,70.0,48.0,54.0,63.0,18.0,9.0,18.0,8.0,26.0,6.0,13.0,2.0,3.0,60.0,9.0,32.0,12.0,87,107,42.0,149,11.0,7.0,4.0,18.0,,12.0,6.0,,6.0,24.0,3.0,6.0,24.0,44.0,34.0,2.0,15.0,43.0,36.0,1.0,6.0,43.0,25.0,2.0,48.0,310,5.0,0.5932203389830508,0.7291666666666666,1.0,0.28125,0.23529411764705882,0.28125,0.43703703703703706,0.53125,0.46875,0.4321608040201005,0.5263157894736842,0.42857142857142855,0.44883720930232557,0.525,0.46153846153846156,0.32160804020100503,0.06666666666666667,0.16129032258064516,0.05660377358490566,0.0196078431372549,19.62233169129721,0.75,0.17901234567901234,0.08376963350785341,0.13793103448275862,0.061224489795918366,0.17277486910994763,0.07750472589792061,0.12380952380952381,0.06711409395973154,0.06779661016949153,0.1417910447761194,0.1935483870967742,0.19298245614035087,0.17391304347826086,,0.5813953488372093,0.15577889447236182,0.5161290322580645,0.6153846153846154,0.5,0.2663316582914573,0.2562814070351759,0.39215686274509803,0.4,0.85,0.005025125628140704,,,,0.3165829145728643,0.2857142857142857,0.2857142857142857,1.0,0.5,0.5263157894736842,0.2,0.14285714285714285,0.5714285714285714,0.32653061224489793,0.25,0.47738693467336685,0.2857142857142857,0.46649748743718583,0.5033897058823529,0.45044999999999996,0.07075471698113207,0.10135135135135136,0.21761658031088082,0.24870466321243523,10.252592592592592,25.309374999999996,0.2938388625592417,23.0,2.0,22.0,2.0,1.0,8.0,5.0,1.0,1.0,4.0,3.0,1.0,0.36363636363636365,0.03333333333333333,0.0703125,0.034482758620689655,0.045454545454545456,0.4339622641509434,0.46,0.43478260869565216,,,1.0,,1.0,2.0,5.0,2.0,6.0,,,,0.3333333333333333,0.02631578947368421,,0.13157894736842105,0.4,1.0,0.02040816326530612,,,,,,1.0,0.015625,1.0,True,,,,,
