EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,ThreePtAssists,Arc3Assists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,LongMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,FTOffRebounds,ThreePtShootingFoulsDrawn,DefensiveGoaltends,Corner3PctBlocked,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,BlockedCorner3,OffensiveGoaltends,on
1073,1610612750,Reggie Slater,Reggie Slater,1073,MIN,5031.0,84,-1,164,160,66,83,27,324,13,28,2.0,7.0,3,7,2.0,4,15,32,16,46,172,2.0,7.0,4.0,8.0,3,8,9.0,15,24,6,2.0,8.0,4.0,4.0,3.0,1.0,8.0,11.0,4,4,11,15,2.0,2,1.0,1.0,1,3,1.0,4,1.0,1.0,7,23,3.0,3.0,27,1.0,9,5.0,3.0,15,66,4.0,0.8,0.8571428571428571,0.46875,0.2857142857142857,0.375,0.46875,0.2857142857142857,0.375,0.5111111111111111,0.3076923076923077,0.46875,0.25,0.25,0.25,24.623115577889447,0.25,0.07017543859649122,0.13580246913580246,0.05194805194805195,0.12941176470588237,0.14285714285714285,0.15384615384615385,0.12121212121212122,0.11764705882352941,0.2222222222222222,0.875,0.4642857142857143,0.6190476190476191,0.8461538461538461,0.125,0.5,0.6666666666666666,0.5,1.0,0.2857142857142857,0.5,0.875,0.42857142857142855,0.875,0.5437593749999999,0.5247714285714286,0.5698375,0.225,0.225,0.17391304347826086,0.32608695652173914,1.3124999999999998,0.4024390243902439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1531,1610612750,Marc Jackson,Marc Jackson,1531,MIN,35630.0,594,-71,1119,1131,321,302,135,2250,35,60,9.0,15.0,10,17,16.0,41,77,178,59,213,1191,10.0,25.0,14.0,34.0,18,39,13.0,49,122,32,16.0,17.0,20.0,21.0,7.0,13.0,43.0,34.0,62,79,37,116,2.0,13,9.0,4.0,15,18,7.0,33,3.0,8.0,33,85,15.0,5.0,79,3.0,38,3.0,4.0,49,321,4.0,0.7922077922077922,0.8840579710144928,0.43258426966292135,0.4,0.46153846153846156,0.43258426966292135,0.4,0.46153846153846156,0.4930555555555556,0.5,0.5,0.09550561797752809,0.16666666666666666,0.14634146341463414,19.66824644549763,0.45454545454545453,0.14318706697459585,0.0776255707762557,0.13595706618962433,0.07297830374753451,0.08602150537634409,0.08181818181818182,0.07234042553191489,0.14207650273224043,0.023809523809523808,0.33707865168539325,0.5833333333333334,0.7,0.6571428571428571,0.2303370786516854,0.3902439024390244,0.45714285714285713,0.8125,0.6,0.6,0.1111111111111111,0.4358974358974359,0.5882352941176471,0.33707865168539325,0.4539112359550561,0.4738119999999999,0.47520769230769233,0.1784037558685446,0.1784037558685446,0.1596244131455399,0.2300469483568075,9.757303370786515,0.2868632707774799,26.0,77.0,1.0,1.0,3.0,14.0,3.0,2.0,8.0,4.0,3.0,17.0,14.0,3.0,17.0,12.0,4.0,0.012987012987012988,0.07894736842105263,0.1111111111111111,0.043478260869565216,0.02127659574468085,0.09090909090909091,0.09917355371900827,0.18604651162790697,0.13333333333333333,0.05555555555555555,0.7058823529411765,0.43258426966292135,0.33766233766233766,0.34210526315789475,0.9615384615384616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1607,1610612750,Troy Hudson,Troy Hudson,1607,MIN,73986.0,1233,20,2426,2404,698,676,335,4830,50,85,5.0,6.0,11,21,13.0,40,149,326,130,566,2512,23.0,35.0,7.0,80.0,39,87,88.0,208,128,170,6.0,11.0,188.0,207.0,60.0,85.0,433.0,17.0,49,72,18,90,1.0,28,16.0,12.0,58,40,18.0,98,5.0,26.0,25,77,,7.0,141,3.0,30,36.0,,208,698,13.0,0.42953020134228187,0.4383561643835616,0.4570552147239264,0.6571428571428571,0.4482758620689655,0.47288503253796094,0.6403508771929824,0.44776119402985076,0.5286259541984732,0.6583333333333333,0.5674157303370787,0.03374233128834356,0.08235294117647059,0.075,22.0682302771855,0.5918367346938775,0.05366922234392114,0.016831683168316833,0.057837384744341996,0.015410958904109588,0.017391304347826087,0.014035087719298246,0.01818181818181818,0.06451612903225806,0.004048582995951417,0.1843817787418655,0.5882352941176471,0.6410256410256411,0.32,0.08676789587852494,0.325,0.35135135135135137,0.23076923076923078,0.10526315789473684,0.8333333333333334,,0.15671641791044777,0.5238095238095238,0.4772234273318872,0.4829336601307188,0.46860100000000005,0.46586127819548884,0.06147540983606557,0.08498583569405099,0.1413427561837456,0.3674911660777385,12.760429447852765,0.2877164056059357,86.0,201.0,19.0,9.0,1.0,20.0,3.0,16.0,40.0,7.0,5.0,4.0,1.0,1.0,5.0,2.0,,0.004975124378109453,0.05084745762711865,0.07142857142857142,0.006329113924050633,,0.027777777777777776,0.06147540983606557,0.03007518796992481,0.07253886010362694,0.06896551724137931,0.4,0.4360086767895879,0.42786069651741293,0.43,0.5232558139534884,2.0,15.0,1.0,4.0,1.0,3.0,44.0,120.0,8.0,18.0,13.0,44.0,46.0,135.0,9.0,22.0,14.0,47.0,108.0,30.0,1.0,1.0,118.0,43.0,1.0,10.0,43.0,13.0,1.0,1.0,2.0,0.782608695652174,0.34074074074074073,0.4090909090909091,0.2978723404255319,0.3358208955223881,0.2928416485900217,0.007407407407407408,0.008333333333333333,0.03253796095444685,0.13333333333333333,0.13333333333333333,1.0,0.2603036876355748,0.36666666666666664,0.3697478991596639,0.7727272727272727,0.07017543859649122,0.25,1.0,0.3157894736842105,0.4444444444444444,0.875,0.022388059701492536,0.3333333333333333,0.3283582089552239,0.29545454545454547,0.3644067796610169,25.505925925925926,,,,,,,,,,True
2080,1610612750,Igor Rakocevic,Igor Rakocevic,2080,MIN,7817.0,130,41,265,267,123,126,27,532,8,11,,1.0,6,7,1.0,2,11,23,14,51,242,,1.0,2.0,5.0,7,10,5.0,31,6,16,,,14.0,14.0,5.0,9.0,28.0,,5,8,1,9,1.0,2,1.0,1.0,10,5,3.0,15,,5.0,3,17,,,18,2.0,8,2.0,,31,123,3.0,0.2727272727272727,0.2727272727272727,0.4782608695652174,,0.7,0.5967741935483871,0.75,0.8666666666666667,0.6538461538461539,0.625,0.8611111111111112,,,,18.30508474576271,0.6666666666666666,0.04854368932038835,,0.06504065040650407,0.009615384615384616,,,,0.05,0.06666666666666667,0.3548387096774194,0.7272727272727273,0.7272727272727273,0.25,0.06451612903225806,0.5,0.5,,0.5,,,0.4666666666666667,0.8571428571428571,0.6129032258064516,0.5094887096774193,0.59665,0.52908,0.21621621621621623,0.27586206896551724,0.09803921568627451,0.6078431372549019,8.58695652173913,0.4641509433962264,2.0,10.0,,,1.0,3.0,,1.0,7.0,1.0,1.0,,,,,,,,,0.15,0.058823529411764705,,0.2,0.05263157894736842,0.04,0.14285714285714285,0.16666666666666666,,0.3225806451612903,0.2,0.2,0.5,1.0,2.0,1.0,1.0,1.0,1.0,4.0,6.0,,,3.0,4.0,5.0,8.0,1.0,1.0,4.0,5.0,12.0,3.0,,,6.0,4.0,,,,,,,,0.8,0.625,1.0,0.8,0.625,0.25806451612903225,,,0.06451612903225806,0.5,0.5,1.0,0.1935483870967742,0.6666666666666666,0.6666666666666666,0.75,0.5,1.0,1.0,,,,0.06666666666666667,1.0,0.26666666666666666,0.75,0.6666666666666666,25.062500000000004,,,,,,,,,,True
383,1610612750,Kendall Gill,Kendall Gill,383,MIN,124193.0,2070,-28,3977,3985,1091,1119,525,7962,99,180,12.0,22.0,26,51,23.0,61,267,618,123,714,4104,25.0,51.0,16.0,69.0,67,148,57.0,206,398,136,18.0,45.0,146.0,156.0,56.0,58.0,322.0,41.0,130,197,51,248,6.0,78,46.0,32.0,56,52,21.0,108,9.0,30.0,75,176,9.0,18.0,161,11.0,58,26.0,1.0,206,1091,20.0,0.7453183520599251,0.7713178294573644,0.4320388349514563,0.49019607843137253,0.4527027027027027,0.4364844903988183,0.4491525423728814,0.43567251461988304,0.47470039946737685,0.5073529411764706,0.49278846153846156,0.07281553398058252,0.18333333333333332,0.11475409836065574,18.710520583750817,0.5185185185185185,0.08519003931847968,0.02460984393757503,0.09499489274770173,0.025857519788918207,0.0326975476839237,0.015021459227467811,0.026410564225690276,0.10778443113772455,0.01775147928994083,0.2658788774002954,0.55,0.673469387755102,0.6262626262626263,0.09010339734121123,0.3770491803278688,0.42592592592592593,0.43478260869565216,0.3728813559322034,0.5454545454545454,0.3333333333333333,0.2982456140350877,0.5098039215686274,0.35302806499261447,0.4743373887240355,0.4841576923076924,0.4657839285714285,0.08137931034482758,0.08721804511278196,0.09663865546218488,0.28851540616246496,12.572977346278316,0.2743273824490822,145.0,377.0,10.0,6.0,8.0,56.0,11.0,15.0,35.0,11.0,5.0,14.0,9.0,3.0,15.0,10.0,,0.013262599469496022,0.1,0.12962962962962962,0.034934497816593885,0.041916167664670656,0.016129032258064516,0.06235011990407674,0.07256235827664399,0.11726384364820847,0.16,0.6666666666666666,0.5568685376661743,0.38461538461538464,0.3897849462365591,0.8758620689655172,15.0,38.0,1.0,1.0,4.0,10.0,4.0,21.0,,7.0,1.0,13.0,19.0,59.0,1.0,8.0,5.0,23.0,54.0,3.0,,2.0,19.0,4.0,2.0,4.0,32.0,1.0,1.0,1.0,2.0,0.9473684210526315,0.3220338983050847,0.125,0.21739130434782608,0.3333333333333333,0.08714918759231906,0.03389830508474576,0.047619047619047616,0.056129985228951254,0.39473684210526316,0.40540540540540543,1.0,0.0310192023633678,0.19047619047619047,0.2,0.75,0.01694915254237288,1.0,1.0,0.11864406779661017,,,0.05847953216374269,0.4,0.07602339181286549,0.07692307692307693,0.21052631578947367,24.99322033898305,2.0,1.0,1.0,0.02631578947368421,0.016,0.016666666666666666,,,,True
324,1610612750,Anthony Peeler,Anthony Peeler,324,MIN,37863.0,631,-90,1235,1241,390,428,141,2476,15,25,6.0,9.0,5,9,,9,49,120,13,189,1351,9.0,20.0,1.0,22.0,11,32,6.0,49,64,34,10.0,11.0,63.0,66.0,30.0,20.0,135.0,10.0,36,56,11,67,3.0,16,7.0,9.0,16,12,6.0,28,,8.0,18,43,2.0,3.0,17,1.0,6,2.0,,49,390,6.0,0.6530612244897959,0.7272727272727273,0.4083333333333333,0.45,0.34375,0.47058823529411764,0.45652173913043476,0.4056603773584906,0.48195876288659795,0.4782608695652174,0.4224137931034483,0.09166666666666666,0.28,0.1111111111111111,15.959741193386053,0.5714285714285714,0.08237986270022883,0.021231422505307854,0.0954861111111111,0.019855595667870037,0.009900990099009901,0.028169014084507043,0.021929824561403508,0.11049723756906077,0.0297029702970297,0.13368983957219252,0.6,0.8333333333333334,0.5333333333333333,0.0481283422459893,,,,0.391304347826087,0.6666666666666666,0.3333333333333333,0.16981132075471697,0.5555555555555556,0.4919786096256685,0.48152433155080215,0.4488,0.48631698113207544,0.03125,0.048,0.1164021164021164,0.25925925925925924,14.230833333333331,0.3157894736842105,34.0,86.0,3.0,2.0,1.0,19.0,1.0,6.0,10.0,2.0,,4.0,3.0,1.0,4.0,3.0,,0.03488372093023256,0.023809523809523808,0.1366906474820144,0.012048192771084338,0.017241379310344827,,0.05555555555555555,0.06923076923076923,0.14893617021276595,0.1111111111111111,0.75,0.45989304812834225,0.3953488372093023,0.40963855421686746,0.7058823529411765,5.0,13.0,,1.0,1.0,5.0,21.0,54.0,1.0,2.0,6.0,16.0,26.0,67.0,1.0,3.0,7.0,21.0,78.0,,,,54.0,21.0,,1.0,13.0,2.0,,,,1.0,0.3880597014925373,0.3333333333333333,0.3333333333333333,0.3880597014925373,0.3582887700534759,,,0.06951871657754011,0.38461538461538464,0.38461538461538464,1.0,0.2887700534759358,0.3888888888888889,0.3888888888888889,1.0,0.043478260869565216,,,0.08695652173913043,0.5,1.0,0.09433962264150944,0.2,0.3018867924528302,0.375,0.3888888888888889,24.928358208955224,,,,,,,,,,True
393,1610612750,Rod Strickland,Rod Strickland,393,MIN,31894.0,532,-33,998,1009,245,273,138,2007,24,45,1.0,3.0,7,14,17.0,34,69,155,50,191,1040,7.0,13.0,2.0,16.0,17,40,19.0,53,40,98,2.0,9.0,106.0,118.0,34.0,50.0,248.0,13.0,28,37,15,52,4.0,24,14.0,10.0,21,19,8.0,40,4.0,11.0,8,23,2.0,5.0,71,3.0,26,11.0,,53,245,2.0,0.2898550724637681,0.29411764705882354,0.44516129032258067,0.5384615384615384,0.425,0.4462025316455696,0.5384615384615384,0.425,0.4973958333333333,0.5714285714285714,0.5096153846153846,0.05806451612903226,0.13333333333333333,0.08823529411764706,19.914163090128756,0.525,0.07329842931937172,0.029082774049217,0.07838983050847458,0.030737704918032786,0.021505376344086023,0.00819672131147541,0.04310344827586207,0.10714285714285714,0.05194805194805195,0.2848101265822785,0.5333333333333333,0.6153846153846154,0.2916666666666667,0.21518987341772153,0.5,0.5483870967741935,,0.23076923076923078,0.3333333333333333,1.0,0.35,0.5,0.3037974683544304,0.4671446202531646,0.42590909090909085,0.47241250000000007,0.143646408839779,0.14606741573033707,0.08376963350785341,0.2774869109947644,11.008387096774195,0.24549098196392785,28.0,76.0,12.0,9.0,2.0,9.0,,4.0,13.0,3.0,3.0,2.0,2.0,,2.0,1.0,,,,0.1,0.04878048780487805,,0.13333333333333333,0.04807692307692308,0.045454545454545456,0.10144927536231885,0.09523809523809523,0.5,0.4810126582278481,0.3684210526315789,0.3684210526315789,0.4642857142857143,,,,,,,1.0,3.0,,,,,1.0,3.0,,,,,3.0,,,,3.0,1.0,,3.0,22.0,,,,,1.0,0.3333333333333333,,,0.3333333333333333,0.0189873417721519,,,,,,,0.0189873417721519,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,0.3333333333333333,24.8,,,,,,,,,,True
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,97109.0,1618,125,3110,3112,892,883,410,6222,104,160,19.0,34.0,27,37,108.0,254,329,677,170,861,3143,38.0,75.0,33.0,115.0,87,179,74.0,269,408,250,38.0,35.0,200.0,230.0,82.0,80.0,490.0,100.0,296,402,127,529,14.0,63,46.0,17.0,47,68,23.0,115,14.0,24.0,44,104,7.0,17.0,230,24.0,94,30.0,5.0,269,892,14.0,0.6200607902735562,0.6580645161290323,0.4859675036927622,0.5066666666666667,0.4860335195530726,0.4845722300140252,0.5061728395061729,0.4949238578680203,0.527060270602706,0.558252427184466,0.551440329218107,0.051698670605613,0.1375,0.051181102362204724,25.74284920855318,0.40869565217391307,0.2452361226180613,0.07710100231303008,0.2354073123797306,0.08293998651382332,0.10884353741496598,0.06868131868131869,0.06729264475743349,0.2840690978886756,0.04229607250755287,0.2244039270687237,0.65,0.7536231884057971,0.5865384615384616,0.35624123422159887,0.4251968503937008,0.44813278008298757,0.5370370370370371,0.41975308641975306,0.5588235294117647,0.10526315789473684,0.18781725888324874,0.7297297297297297,0.27489481065918653,0.43948801128349785,0.4696860000000001,0.4250298969072163,0.12005108556832694,0.12583668005354753,0.13356562137049943,0.3124274099883856,10.46469719350074,0.2868167202572347,117.0,263.0,30.0,19.0,23.0,71.0,35.0,23.0,24.0,6.0,15.0,78.0,56.0,18.0,78.0,43.0,4.0,,0.4166666666666667,0.20170454545454544,0.12365591397849462,0.10218978102189781,0.1836734693877551,0.15315315315315314,0.2747875354107649,0.20242914979757085,0.2,0.5512820512820513,0.3688639551192146,0.4448669201520912,0.4448669201520912,0.7264957264957265,,2.0,,,,1.0,11.0,34.0,2.0,6.0,7.0,17.0,11.0,36.0,2.0,6.0,7.0,18.0,24.0,9.0,,3.0,31.0,11.0,,11.0,38.0,7.0,,,4.0,0.7272727272727273,0.3055555555555556,0.3333333333333333,0.3888888888888889,0.3333333333333333,0.05049088359046283,,,0.002805049088359046,,,,0.047685834502103785,0.3235294117647059,0.3235294117647059,0.7272727272727273,,,,0.07407407407407407,0.3333333333333333,0.5,0.005076142131979695,,0.08629441624365482,0.4117647058823529,0.3548387096774194,28.03611111111111,4.0,,2.0,,0.043478260869565216,,,,,True
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,32224.0,537,-52,1038,1042,352,341,139,2080,21,33,2.0,7.0,7,9,24.0,42,77,153,55,257,1098,11.0,21.0,8.0,39.0,19,34,32.0,85,98,56,6.0,11.0,47.0,55.0,12.0,27.0,118.0,14.0,38,61,18,79,2.0,13,10.0,3.0,26,12,11.0,38,3.0,11.0,17,41,3.0,7.0,69,4.0,15,18.0,1.0,85,352,5.0,0.6363636363636364,0.6621621621621622,0.5032679738562091,0.5238095238095238,0.5588235294117647,0.505,0.5740740740740741,0.5520833333333334,0.5436681222707423,0.603448275862069,0.6194029850746269,0.0718954248366013,0.18181818181818182,0.07142857142857142,22.203672787979965,0.6842105263157895,0.09620253164556962,0.03414634146341464,0.09125475285171103,0.034623217922606926,0.043478260869565216,0.028846153846153848,0.03271028037383177,0.09941520467836257,0.021052631578947368,0.165,0.6363636363636364,0.7777777777777778,0.7619047619047619,0.21,0.5714285714285714,0.6153846153846154,0.375,0.25925925925925924,0.2857142857142857,,0.1875,0.7777777777777778,0.4,0.4730729999999999,0.48632173913043475,0.4856177083333333,0.07109004739336493,0.09146341463414634,0.1517509727626459,0.33073929961089493,11.985620915032673,0.33911368015414256,32.0,78.0,8.0,5.0,3.0,10.0,13.0,1.0,15.0,2.0,,8.0,4.0,,8.0,5.0,,0.02564102564102564,0.40625,0.07633587786259542,0.037037037037037035,0.03508771929824561,0.041666666666666664,0.08849557522123894,0.0990990990990991,0.09090909090909091,0.03125,0.625,0.39,0.41025641025641024,0.42105263157894735,0.75,10.0,23.0,2.0,4.0,1.0,5.0,6.0,24.0,1.0,2.0,4.0,9.0,16.0,47.0,3.0,6.0,5.0,14.0,42.0,6.0,,,24.0,6.0,1.0,3.0,8.0,8.0,,,4.0,0.875,0.3404255319148936,0.5,0.35714285714285715,0.3404255319148936,0.235,0.02127659574468085,0.041666666666666664,0.115,0.43478260869565216,0.43478260869565216,0.9,0.12,0.25,0.2608695652173913,0.8333333333333334,0.14814814814814814,0.5,1.0,0.07407407407407407,0.5,1.0,0.10416666666666667,0.2,0.1875,0.4444444444444444,0.25,23.95106382978723,1.0,,,,0.03125,,1.0,,,True
718,1610612750,Gary Trent,Gary Trent,718,MIN,48001.0,800,-84,1521,1531,281,363,207,3052,62,85,19.0,24.0,11,17,40.0,93,125,245,37,287,1596,30.0,42.0,11.0,71.0,25,43,15.0,65,152,98,34.0,19.0,44.0,51.0,15.0,25.0,109.0,56.0,83,118,71,189,3.0,22,11.0,11.0,23,15,12.0,38,6.0,1.0,45,91,17.0,6.0,66,8.0,31,6.0,9.0,65,281,11.0,0.608,0.7037037037037037,0.5102040816326531,0.7142857142857143,0.5813953488372093,0.5102040816326531,0.7142857142857143,0.5813953488372093,0.5237226277372263,0.71,0.5803571428571429,0.07755102040816327,0.12941176470588237,0.07526881720430108,17.65704584040747,0.6052631578947368,0.13474025974025974,0.0851063829787234,0.14192708333333334,0.0901749663526245,0.05,0.10606060606060606,0.08529411764705883,0.1323529411764706,0.03,0.3469387755102041,0.7294117647058823,0.8378378378378378,0.6290322580645161,0.3795918367346939,0.43010752688172044,0.46511627906976744,0.45,0.5714285714285714,0.7916666666666666,0.10526315789473684,0.3953488372093023,0.6470588235294118,0.3469387755102041,0.4614448979591837,0.48800833333333327,0.46655813953488373,0.11567164179104478,0.11567164179104478,0.24738675958188153,0.2264808362369338,8.08408163265306,0.18474687705456935,23.0,67.0,7.0,7.0,11.0,26.0,9.0,1.0,11.0,3.0,4.0,15.0,9.0,5.0,16.0,7.0,,0.014925373134328358,0.1956521739130435,0.17105263157894737,0.12941176470588237,0.09375,0.23809523809523808,0.12571428571428572,0.14792899408284024,0.1592920353982301,0.20512820512820512,0.4375,0.27346938775510204,0.34328358208955223,0.3484848484848485,0.8260869565217391,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,,0.09302325581395349,,,1.0,1.0,True
