EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PtsUnassisted3s,SelfOReb,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,HeaveAttempts,Defensive 3 Seconds Violations,on,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,BlockedCorner3,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Arc3PctBlocked,HeaveMakes
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,11383.0,190,-6,374,375,225,186,44,749,24,32,4.0,6.0,14.0,18.0,1.0,7.0,13.0,22.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,6.0,2.0,5.0,38,61,3.0,11.0,27.0,112,368,4.0,6,1.0,1.0,2.0,13.0,22.0,33,3.0,8.0,20.0,73,64,12,9.0,8.0,6.0,2.0,5.0,9.0,2.0,11.0,1.0,1.0,2.0,2.0,5.0,24.0,1.0,10,1.0,2.0,19,3.0,24,12,36,10.0,7.0,3.0,5.0,2.0,6.0,2.0,3.0,2.0,11.0,1.0,7.0,4,14,2.0,2.0,32.0,2.0,2.0,11.0,5.0,73,225,4.0,0.8421052631578947,0.9411764705882353,1.0,0.2727272727272727,1.0,0.375,0.2727272727272727,0.6229508196721312,0.6666666666666666,0.6666666666666666,0.5902777777777778,0.7857142857142857,0.6463414634146342,0.6395348837209303,0.8125,0.7058823529411765,0.1527777777777778,0.08196721311475409,0.09375,0.2857142857142857,22.931442080378247,0.45454545454545453,0.2,0.0625,0.15966386554621848,0.06993006993006994,0.0625,0.043478260869565216,0.1390728476821192,0.06626506024096386,0.02631578947368421,0.13953488372093023,0.04838709677419355,0.06666666666666667,0.17142857142857143,0.15384615384615385,0.15517241379310345,0.08333333333333333,0.4444444444444444,0.75,0.8275862068965517,0.7916666666666666,0.09722222222222222,0.14285714285714285,0.2,1.0,0.3055555555555556,0.5909090909090909,0.5909090909090909,0.9230769230769231,0.06944444444444445,0.2,0.2,1.0,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.8571428571428571,0.6666666666666666,0.14285714285714285,1.0,1.0,0.43902439024390244,0.7777777777777778,0.07317073170731707,0.3333333333333333,0.12195121951219512,0.4,0.5972222222222222,0.3333333333333333,0.5122493055555556,0.5565571428571428,0.5082073170731706,0.13580246913580246,0.15714285714285714,0.11607142857142858,0.6517857142857143,7.4819672131147525,24.10909090909091,0.6016042780748663,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,18842.0,314,17,595,596,227,219,69,1191,37,45,10.0,12.0,11.0,13.0,3.0,10.0,8.0,25.0,1.0,6.0,,1.0,,1.0,5.0,12.0,2.0,3.0,48,80,6.0,18.0,55.0,169,574,11.0,13,2.0,5.0,12.0,40.0,17.0,25,2.0,4.0,20.0,60,52,44,15.0,16.0,12.0,5.0,1.0,24.0,1.0,25.0,1.0,,15.0,2.0,7.0,51.0,3.0,11,,9.0,37,1.0,47,14,61,21.0,12.0,9.0,11.0,9.0,6.0,1.0,2.0,2.0,17.0,1.0,4.0,15,26,2.0,,66.0,3.0,3.0,25.0,8.0,60,227,4.0,0.5416666666666666,0.65,0.8333333333333334,0.3333333333333333,0.4,0.5,0.3333333333333333,0.6,0.8461538461538461,0.68,0.5816326530612245,0.7777777777777778,0.6896551724137931,0.65234375,0.8333333333333334,0.7375,0.1836734693877551,0.0125,0.022222222222222223,,21.449704142011836,0.6470588235294118,0.043478260869565216,,0.16591928251121077,0.05188679245283019,0.21428571428571427,0.07317073170731707,0.17358490566037735,0.05533596837944664,0.08064516129032258,0.02,0.05,0.0625,0.13793103448275862,0.2,0.16,0.2,0.45918367346938777,0.8222222222222222,0.8409090909090909,0.5405405405405406,0.10204081632653061,0.3,0.3,0.3333333333333333,0.25510204081632654,0.32,0.32,0.625,0.061224489795918366,0.16666666666666666,0.16666666666666666,1.0,0.12244897959183673,0.4166666666666667,0.4166666666666667,0.8,0.6666666666666666,0.8333333333333334,0.05555555555555555,,,0.4482758620689655,0.8461538461538461,0.034482758620689655,,0.10344827586206896,0.6666666666666666,0.6428571428571429,0.4166666666666667,0.5234403061224492,0.5610038461538461,0.5305637931034483,0.20833333333333334,0.24509803921568626,0.23668639053254437,0.35502958579881655,6.772499999999999,24.533333333333335,0.3815126050420168,2.0,4.0,3.0,2.0,1.0,26.0,11.0,7.0,8.0,26.0,14.0,1.0,1.0,0.1111111111111111,0.23529411764705882,0.047619047619047616,0.5384615384615384,0.3,0.2222222222222222,0.5,0.5,,,,True,,,,,,,,,,,
1909,1610612762,Scott Padgett,Scott Padgett,1909,UTA,14643.0,244,16,454,453,135,130,59,907,9,19,3.0,8.0,4.0,8.0,,9.0,7.0,14.0,,1.0,,,,,7.0,23.0,1.0,5.0,16,42,7.0,24.0,9.0,62,425,3.0,10,1.0,1.0,2.0,11.0,5.0,14,1.0,5.0,3.0,16,16,16,21.0,6.0,23.0,7.0,8.0,14.0,2.0,16.0,2.0,,9.0,1.0,4.0,34.0,3.0,14,2.0,7.0,25,6.0,38,19,57,7.0,3.0,4.0,8.0,6.0,4.0,,2.0,1.0,12.0,4.0,4.0,14,27,2.0,1.0,15.0,1.0,,7.0,1.0,16,135,3.0,0.5,0.6153846153846154,1.0,0.2916666666666667,1.0,0.2,0.2916666666666667,0.38095238095238093,0.3,0.35714285714285715,0.4015151515151515,0.4090909090909091,0.34210526315789475,0.4246575342465753,0.39285714285714285,0.36363636363636365,0.36363636363636365,0.19047619047619047,0.21052631578947367,0.3333333333333333,16.28352490421456,0.6666666666666666,0.3333333333333333,0.13333333333333333,0.1388888888888889,0.08383233532934131,0.1794871794871795,0.08333333333333333,0.1461187214611872,0.08374384236453201,0.06349206349206349,0.05555555555555555,0.11764705882352941,0.1,0.08333333333333333,0.12903225806451613,0.18571428571428572,0.14285714285714285,0.2878787878787879,0.47368421052631576,0.6,0.5555555555555556,0.13636363636363635,,,,0.21212121212121213,0.5,0.5384615384615384,0.42857142857142855,0.015151515151515152,,,,0.3484848484848485,0.30434782608695654,0.30434782608695654,1.0,0.7272727272727273,0.375,,,,0.42105263157894735,0.5,,,0.2631578947368421,0.2,0.6515151515151515,0.30434782608695654,0.4959818181818182,0.51138,0.501842105263158,0.09722222222222222,0.14583333333333334,0.1774193548387097,0.25806451612903225,7.6380952380952385,24.899999999999995,0.2973568281938326,1.0,1.0,,2.0,2.0,1.0,,,1.0,1.0,,,,,0.2222222222222222,0.05714285714285714,,,0.09090909090909091,1.0,1.0,0.07142857142857142,,,True,,,,,,,,,,,
304,1610612762,John Stockton,John Stockton,304,UTA,10298.0,172,-34,330,330,139,122,46,660,6,12,,1.0,1.0,1.0,3.0,7.0,9.0,24.0,,2.0,,,,1.0,2.0,7.0,2.0,4.0,18,43,2.0,9.0,14.0,56,339,,2,,1.0,,,8.0,16,2.0,5.0,14.0,36,18,18,,,6.0,2.0,,33.0,2.0,35.0,1.0,1.0,14.0,4.0,15.0,72.0,,1,,3.0,8,1.0,12,1,13,11.0,10.0,1.0,11.0,6.0,7.0,2.0,5.0,,18.0,1.0,8.0,5,14,1.0,2.0,17.0,,1.0,2.0,6.0,36,139,3.0,0.5,0.5,,0.2222222222222222,,0.4,0.25,0.4186046511627907,,0.5,0.40384615384615385,,0.5238095238095238,0.4583333333333333,,0.603448275862069,0.17307692307692307,,,,20.47244094488189,0.6111111111111112,0.0625,,0.07407407407407407,0.007142857142857143,0.11538461538461539,,0.08208955223880597,0.006329113924050633,0.022222222222222223,,,,,0.03333333333333333,0.14285714285714285,0.15,0.23076923076923078,0.5,0.5,0.3333333333333333,0.1346153846153846,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.46153846153846156,0.375,0.375,0.6666666666666666,0.038461538461538464,,,,0.1346153846153846,0.2857142857142857,0.2857142857142857,,0.3333333333333333,,,,,0.047619047619047616,1.0,0.047619047619047616,,0.19047619047619047,0.5,0.40384615384615385,0.3333333333333333,0.4533392156862745,0.45095,0.40665500000000004,0.037037037037037035,0.044444444444444446,,0.6428571428571429,12.488372093023258,31.922222222222224,0.4212121212121212,,1.0,6.0,1.0,3.0,1.0,,1.0,,1.0,1.0,,,,,0.03333333333333333,1.0,,0.3333333333333333,,,,1.0,,True,,,,,,,,,,,
680,1610612762,John Amaechi,John Amaechi,680,UTA,28474.0,475,-18,910,908,383,342,111,1818,27,71,4.0,13.0,14.0,27.0,4.0,25.0,6.0,22.0,,,,,,,,,,,37,118,,,25.0,99,896,6.0,19,,,,12.0,18.0,50,,,14.0,50,48,26,,8.0,,,30.0,19.0,2.0,21.0,2.0,,14.0,,5.0,44.0,4.0,21,1.0,12.0,36,3.0,51,26,77,14.0,5.0,9.0,14.0,7.0,20.0,2.0,7.0,2.0,34.0,,13.0,29,50,4.0,5.0,52.0,6.0,,23.0,6.0,50,383,7.0,0.6486486486486487,0.7272727272727273,,,,,,0.3135593220338983,0.3157894736842105,0.36,0.3135593220338983,0.3157894736842105,0.36,0.35106382978723405,0.3157894736842105,0.4032258064516129,,0.2542372881355932,0.29577464788732394,0.32,16.859344894026975,0.4117647058823529,0.08823529411764706,0.02702702702702703,0.11042944785276074,0.06140350877192982,0.16666666666666666,0.06896551724137931,0.12060301507537688,0.0625,0.05555555555555555,0.05952380952380952,0.06666666666666667,0.06818181818181818,0.1348314606741573,0.11702127659574468,0.09090909090909091,0.14583333333333334,0.6016949152542372,0.38028169014084506,0.54,0.6666666666666666,0.211864406779661,0.16,0.23529411764705882,0.5,0.1864406779661017,0.2727272727272727,0.2857142857142857,0.6666666666666666,,,,,,,,,0.6842105263157895,0.3076923076923077,,,,0.54,0.5185185185185185,,,,,0.6016949152542372,,0.47305847457627126,0.4846666666666667,0.450844,0.17037037037037037,0.17037037037037037,0.12121212121212122,0.5050505050505051,4.989830508474577,,0.4208791208791209,,,,3.0,7.0,7.0,3.0,1.0,3.0,7.0,3.0,,2.0,0.07142857142857142,0.20833333333333334,0.058823529411764705,0.42857142857142855,,,,,0.045454545454545456,,,True,,,,,,,,,,,
349,1610612762,Mark Jackson,Mark Jackson,349,UTA,10235.0,171,33,319,317,123,87,42,636,7,13,,1.0,2.0,4.0,2.0,9.0,6.0,11.0,,,,,,,3.0,12.0,,5.0,15,33,3.0,12.0,4.0,43,287,2.0,4,,,,4.0,4.0,10,,5.0,4.0,12,18,12,6.0,,11.0,3.0,5.0,33.0,5.0,38.0,5.0,,19.0,1.0,13.0,81.0,,3,,2.0,17,1.0,20,3,23,3.0,2.0,1.0,13.0,12.0,6.0,,1.0,,19.0,2.0,7.0,2,13,,1.0,4.0,,,,2.0,12,123,,0.6,0.6,0.6666666666666666,0.25,,,0.2727272727272727,0.45454545454545453,0.5,0.4,0.43333333333333335,0.5,0.26666666666666666,0.4574468085106383,0.5,0.35294117647058826,0.26666666666666666,0.15151515151515152,0.23076923076923078,0.2222222222222222,18.0327868852459,0.6842105263157895,0.09090909090909091,,0.14285714285714285,0.02654867256637168,0.07407407407407407,,0.13013698630136986,0.02142857142857143,0.05405405405405406,0.03225806451612903,,,0.18181818181818182,0.03125,0.18518518518518517,,0.28888888888888886,0.5384615384615384,0.7,0.7142857142857143,0.2,0.2222222222222222,0.2857142857142857,,0.24444444444444444,0.5454545454545454,0.5454545454545454,0.6666666666666666,,,,,0.26666666666666666,0.25,0.25,0.6666666666666666,0.25,,,,,0.26666666666666666,0.5,,,0.3333333333333333,,0.5555555555555556,0.2727272727272727,0.4760420454545455,0.367775,0.4887071428571429,,,0.09302325581395349,0.27906976744186046,8.215151515151515,28.616666666666664,0.38557993730407525,,,3.0,,5.0,,,,,,,,,,0.15384615384615385,,,,,,,,1.0,,True,,,,,,,,,,,
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,12440.0,207,-18,409,405,172,178,50,814,15,26,3.0,3.0,4.0,8.0,2.0,9.0,15.0,45.0,,,,,,,2.0,4.0,1.0,3.0,32,80,2.0,4.0,12.0,82,406,4.0,10,1.0,1.0,,11.0,11.0,29,1.0,3.0,2.0,27,48,16,3.0,4.0,4.0,2.0,5.0,12.0,1.0,13.0,1.0,,9.0,1.0,2.0,27.0,,4,,3.0,10,,13,4,17,8.0,5.0,3.0,13.0,9.0,9.0,3.0,4.0,1.0,22.0,1.0,9.0,7,14,,2.0,19.0,1.0,,10.0,,27,172,,0.75,0.8,0.5,0.5,1.0,0.3333333333333333,0.5,0.4,0.4,0.3793103448275862,0.4166666666666667,0.5,0.390625,0.44086021505376344,0.5,0.4090909090909091,0.047619047619047616,0.0625,0.07692307692307693,0.2222222222222222,24.572649572649574,0.5909090909090909,,,0.07042253521126761,0.025477707006369428,0.0967741935483871,,0.07514450867052024,0.022727272727272728,0.0196078431372549,0.029411764705882353,0.027777777777777776,,0.06060606060606061,0.06666666666666667,0.078125,0.14285714285714285,0.30952380952380953,0.5769230769230769,0.625,0.6666666666666666,0.10714285714285714,0.2222222222222222,0.2857142857142857,0.5,0.5357142857142857,0.3333333333333333,0.3409090909090909,0.8666666666666667,,,,,0.047619047619047616,0.5,0.5,0.5,0.2727272727272727,1.0,,,,0.25,0.5,,,0.09375,0.3333333333333333,0.35714285714285715,0.5,0.4486714285714286,0.44402272727272735,0.42589531249999996,0.10752688172043011,0.11235955056179775,0.13414634146341464,0.32926829268292684,11.57125,25.525,0.42053789731051344,1.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,4.0,2.0,,,,,0.022727272727272728,0.5,0.3333333333333333,0.09090909090909091,1.0,1.0,0.022222222222222223,,,True,,,,,,,,,,,
2306,1610612762,Carlos Arroyo,Carlos Arroyo,2306,UTA,8918.0,149,-17,295,294,121,133,27,589,17,21,,,5.0,5.0,5.0,13.0,9.0,24.0,,,,,,,2.0,5.0,2.0,3.0,31,58,2.0,5.0,16.0,84,299,4.0,4,,,,8.0,9.0,20,2.0,3.0,4.0,28,16,46,,4.0,5.0,2.0,4.0,22.0,1.0,23.0,1.0,,13.0,2.0,7.0,47.0,,6,,3.0,8,,11,6,17,7.0,3.0,4.0,8.0,5.0,9.0,,3.0,1.0,17.0,2.0,9.0,5,13,,2.0,18.0,2.0,,10.0,,28,121,2.0,0.25806451612903225,0.27586206896551724,,0.4,,0.6666666666666666,0.4,0.5344827586206896,1.0,0.45,0.5396825396825397,1.0,0.5217391304347826,0.5915492957746479,1.0,0.56,0.07936507936507936,0.06896551724137931,0.047619047619047616,0.07692307692307693,26.747720364741642,0.47058823529411764,,,0.07207207207207207,0.057692307692307696,0.15,,0.08396946564885496,0.05084745762711865,,0.16,0.0425531914893617,,,0.08823529411764706,0.1111111111111111,0.2,0.3333333333333333,0.8095238095238095,0.85,0.23529411764705882,0.20634920634920634,0.38461538461538464,0.4166666666666667,0.4,0.38095238095238093,0.375,0.4090909090909091,0.2222222222222222,,,,,0.07936507936507936,0.4,0.4,,,,,,,0.21739130434782608,1.0,,,0.13043478260869565,0.6666666666666666,0.4126984126984127,0.4,0.45725,0.3671,0.4344956521739131,0.14084507042253522,0.15151515151515152,0.09523809523809523,0.3333333333333333,9.491379310344827,29.119999999999997,0.4101694915254237,,,6.0,1.0,5.0,,,,,,,,,,,0.04,,,,,,0.08333333333333333,,,True,,,,,,,,,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,1933.0,32,-5,57,56,14,13,10,113,1,2,,,,,1.0,5.0,,,,,,,,,,,,,2,7,,,8.0,12,49,,1,,,5.0,5.0,,3,,,2.0,2,2,2,,,,,2.0,1.0,,1.0,,,1.0,,,2.0,,4,1.0,,1,,1,5,6,,,,,,,,,,,,,1,5,1.0,,9.0,1.0,,5.0,,2,14,,0.5,0.5,,,,,,0.2857142857142857,,,0.2857142857142857,,,0.5454545454545454,0.625,0.25,,0.2857142857142857,,0.4,15.492957746478874,,,0.3333333333333333,0.05,0.12121212121212122,,,0.043478260869565216,0.11764705882352941,,,0.2857142857142857,,,0.14285714285714285,,,0.2857142857142857,0.5,0.5,1.0,0.7142857142857143,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,0.2857142857142857,,0.4278999999999999,0.4079,0.38476666666666665,0.45454545454545453,0.45454545454545453,0.4166666666666667,0.16666666666666666,7.3,,0.24561403508771928,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,
252,1610612762,Karl Malone,Karl Malone,252,UTA,9926.0,165,3,331,333,209,154,38,664,12,17,2.0,2.0,2.0,6.0,5.0,14.0,11.0,31.0,,,,,,,,1.0,,,28,62,,1.0,30.0,86,334,2.0,4,,,2.0,6.0,11.0,34,,,18.0,40,50,6,,2.0,1.0,,3.0,16.0,1.0,17.0,1.0,,10.0,1.0,5.0,35.0,,3,,6.0,11,8.0,25,3,28,10.0,2.0,8.0,4.0,3.0,3.0,1.0,1.0,,7.0,1.0,3.0,3,9,,1.0,35.0,8.0,1.0,17.0,4.0,40,209,2.0,0.8928571428571429,0.9259259259259259,,,,,,0.45161290322580644,0.5,0.3235294117647059,0.4444444444444444,0.5,0.3235294117647059,0.5592105263157895,0.6,0.45454545454545453,0.015873015873015872,0.04838709677419355,0.11764705882352941,0.07142857142857142,22.192513368983956,0.5714285714285714,0.6153846153846154,,0.09565217391304348,0.024793388429752067,0.24,,0.12142857142857143,0.022058823529411766,0.05555555555555555,,0.017857142857142856,,0.05405405405405406,0.1724137931034483,0.08163265306122448,0.21052631578947367,0.2698412698412698,0.7058823529411765,0.8,0.9166666666666666,0.2222222222222222,0.35714285714285715,0.38461538461538464,0.8,0.49206349206349204,0.3548387096774194,0.3548387096774194,0.9090909090909091,,,,,0.015873015873015872,,,,0.5,1.0,,,,0.17647058823529413,0.3333333333333333,,,,,0.2857142857142857,,0.45685952380952377,0.50255,0.4301235294117647,0.2361111111111111,0.23943661971830985,0.06976744186046512,0.46511627906976744,11.188709677419356,24.4,0.6314199395770392,,,,1.0,,4.0,3.0,,1.0,4.0,,1.0,1.0,,0.3333333333333333,0.03225806451612903,,0.5,,,,,,1.0,True,,,,,,,,,,,
