EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefensiveGoaltends,Defensive 3 Seconds Violations,Blocked3s,BlockedCorner3,OffensiveGoaltends,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,FTOffRebounds,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedArc3,on,HeaveMakes,3pt And 1 Free Throw Trips,Clear Path Fouls,Corner3PctBlocked
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,48138.0,802,-134.0,1482,1473,308,245,193,2955,17.0,40,3.0,7.0,1.0,7.0,31.0,72.0,71.0,142.0,3.0,3.0,10.0,40.0,3.0,7.0,119,254,13.0,43.0,53.0,330,1607,11.0,25.0,1.0,23.0,17.0,50,3.0,7.0,15.0,58.0,82.0,156.0,18.0,21.0,10.0,1.0,39.0,10.0,13.0,1.0,90.0,35.0,125.0,25.0,10.0,35.0,11.0,44.0,285.0,2.0,19.0,9.0,49.0,3.0,61.0,21.0,82,6.0,33.0,25.0,8.0,31.0,6.0,21.0,19.0,6.0,10.0,2.0,50,5.0,12.0,25.0,51.0,3.0,3.0,71,7.0,6.0,29.0,7.0,6.0,3.0,1.0,2.0,6.0,3.0,1.0,58.0,308,5.0,0.3445378151260504,0.35964912280701755,0.46153846153846156,0.3023255813953488,0.42857142857142855,0.30952380952380953,0.468503937007874,0.44,0.34,0.4663299663299663,0.44,0.37719298245614036,0.49693251533742333,0.4423076923076923,0.42424242424242425,0.1447811447811448,0.023255813953488372,0.051181102362204724,0.175,0.05555555555555555,0.014084507042253521,0.025,21.885913853317813,0.62,0.06521739130434782,0.0791599353796446,0.030844155844155844,0.10344827586206896,0.014705882352941176,0.0821529745042493,0.027925531914893616,0.057692307692307696,0.028985507246376812,0.015810276679841896,0.0196078431372549,0.08982035928143713,0.06074766355140187,0.08823529411764706,0.12903225806451613,0.04,0.040268456375838924,0.5,0.13468013468013468,0.425,0.5151515151515151,0.4117647058823529,0.24242424242424243,0.4305555555555556,0.45588235294117646,0.22580645161290322,0.4781144781144781,0.5,0.5071428571428571,0.38028169014084506,0.010101010101010102,1.0,1.0,0.3333333333333333,0.13468013468013468,0.25,0.2564102564102564,0.5,0.28,0.42857142857142855,0.12280701754385964,0.14285714285714285,0.12280701754385964,0.42857142857142855,0.27946127946127947,0.2564102564102564,0.4366152027027026,0.43178333333333335,0.4022026785714286,0.09090909090909091,0.10507246376811594,0.0696969696969697,0.17575757575757575,13.195275590551185,25.541860465116272,0.2078272604588394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1609,1610612761,Art Long,Art Long,1609,TOR,2341.0,39,-21.0,74,76,29,28,10,150,1.0,3,1.0,1.0,,,1.0,5.0,1.0,2.0,,,1.0,2.0,1.0,1.0,3,10,1.0,2.0,,9,85,2.0,3.0,,4.0,,3,1.0,1.0,,3.0,4.0,2.0,3.0,,2.0,,2.0,1.0,,,,,,,,,,,,1.0,2.0,1.0,8.0,,9.0,3.0,12,,2.0,,2.0,3.0,2.0,3.0,3.0,,,,6,2.0,2.0,1.0,5.0,,1.0,2,,,1.0,,3.0,1.0,,2.0,3.0,2.0,,3.0,29,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,0.5,0.3,0.6666666666666666,,0.375,0.6666666666666666,0.375,0.34615384615384615,0.6666666666666666,0.375,0.16666666666666666,,,,,,,22.093023255813954,0.5,,0.24242424242424243,0.08,0.1111111111111111,0.1,0.21428571428571427,0.08571428571428572,0.125,,0.09090909090909091,0.125,,0.26666666666666666,0.26666666666666666,0.14285714285714285,,,0.6666666666666666,0.25,0.3333333333333333,0.3333333333333333,,0.4166666666666667,0.2,0.2,1.0,0.16666666666666666,0.5,0.5,1.0,,,,,0.16666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,,,0.25,1.0,0.4166666666666667,0.5,0.457,0.4668666666666667,0.4313625,0.07692307692307693,0.09090909090909091,0.4444444444444444,0.3333333333333333,7.7299999999999995,24.5,0.3918918918918919,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1741,1610612761,Jelani McCoy,Jelani McCoy,1741,TOR,82039.0,1367,-311.0,2555,2557,679,635,317,5112,140.0,223,40.0,65.0,36.0,57.0,49.0,154.0,5.0,18.0,,,,,,,194,395,,,69.0,457,2757,46.0,82.0,11.0,103.0,45.0,99,,,17.0,107.0,190.0,198.0,,,68.0,,,,58.0,,33.0,10.0,43.0,6.0,4.0,13.0,5.0,15.0,96.0,9.0,86.0,31.0,204.0,25.0,260.0,95.0,355,13.0,28.0,23.0,5.0,44.0,4.0,18.0,52.0,4.0,26.0,20.0,96,7.0,27.0,85.0,162.0,10.0,19.0,126,14.0,,58.0,12.0,59.0,37.0,4.0,18.0,60.0,38.0,1.0,107.0,679,12.0,0.4896907216494845,0.59375,,,,,0.4911392405063291,0.5609756097560976,0.45454545454545453,0.4911392405063291,0.5609756097560976,0.45454545454545453,0.5066518847006651,0.5722222222222222,0.46120689655172414,,,0.1468354430379747,0.17937219730941703,0.11038961038961038,0.05555555555555555,,18.643490115882756,0.4583333333333333,0.3125,0.19391634980988592,0.08481262327416174,0.17415730337078653,0.03501945525291829,0.1910569105691057,0.07474429583005507,0.14583333333333334,0.08280254777070063,0.043689320388349516,0.03225806451612903,0.16271186440677965,0.20670391061452514,0.20551378446115287,0.17054263565891473,0.1836734693877551,0.09285714285714286,0.6333333333333333,0.5645569620253165,0.6278026905829597,0.7650273224043715,0.55,0.389873417721519,0.3181818181818182,0.35766423357664234,0.30612244897959184,0.04556962025316456,0.2777777777777778,0.29411764705882354,0.6,,,,,,,,,0.7926829268292683,0.6153846153846154,0.5757575757575758,0.631578947368421,,,0.5645569620253165,,0.48261139240506334,0.5258266666666666,0.4826929292929292,0.13211845102505695,0.13211845102505695,0.22538293216630198,0.23413566739606126,3.9346835443037986,,0.26575342465753427,6.0,5.0,1.0,1.0,1.0,0.04225352112676056,0.15,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1747,1610612761,Rafer Alston,Rafer Alston,1747,TOR,24224.0,404,-146.0,763,775,202,248,92,1538,10.0,27,2.0,2.0,5.0,8.0,8.0,17.0,17.0,36.0,4.0,13.0,13.0,42.0,3.0,12.0,35,80,17.0,55.0,12.0,133,843,4.0,5.0,3.0,20.0,12.0,25,5.0,17.0,5.0,44.0,10.0,60.0,48.0,3.0,4.0,1.0,41.0,13.0,7.0,,60.0,13.0,73.0,10.0,3.0,34.0,6.0,20.0,159.0,,4.0,7.0,30.0,,37.0,5.0,42,,15.0,4.0,11.0,23.0,7.0,19.0,16.0,,4.0,1.0,39,2.0,8.0,20.0,52.0,,5.0,20,2.0,2.0,8.0,2.0,10.0,5.0,1.0,4.0,10.0,2.0,,44.0,202,8.0,0.14285714285714285,0.15151515151515152,0.9411764705882353,0.3090909090909091,0.29411764705882354,0.3148148148148148,0.4375,0.8,0.48,0.44814814814814813,0.6071428571428571,0.4642857142857143,0.46153846153846156,0.625,0.4888888888888889,0.4074074074074074,,0.0875,0.25925925925925924,,,,20.919540229885058,0.5897435897435898,,0.09900990099009901,0.013793103448275862,0.09722222222222222,,0.09866666666666667,0.010554089709762533,0.020618556701030927,0.0125,0.008849557522123894,,0.08045977011494253,0.17708333333333334,0.05,0.08928571428571429,0.125,,0.2,0.2,0.37037037037037035,0.5,,0.1259259259259259,0.47058823529411764,0.47058823529411764,,0.26666666666666666,0.4722222222222222,0.4722222222222222,0.29411764705882354,0.0962962962962963,0.3076923076923077,0.3076923076923077,1.0,0.3111111111111111,0.30952380952380953,0.30952380952380953,0.9230769230769231,0.14285714285714285,1.0,0.19047619047619047,0.625,0.2857142857142857,0.25,0.6074074074074074,0.3170731707317073,0.4906966417910448,0.5146458333333334,0.4713963414634145,0.05673758865248227,0.09302325581395349,0.15037593984962405,0.3308270676691729,10.117499999999998,25.036363636363635,0.26474442988204455,,,,,,,,1.0,2.0,5.0,3.0,8.0,3.0,9.0,1.0,0.3333333333333333,0.03571428571428571,0.07142857142857142,0.5714285714285714,0.375,1.0,0.11904761904761904,0.4,,,,,,,True,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,58240.0,971,-284.0,1805,1806,464,403,227,3611,41.0,72,4.0,9.0,5.0,11.0,9.0,39.0,34.0,109.0,15.0,40.0,19.0,76.0,6.0,24.0,84,220,34.0,116.0,69.0,339,1981,7.0,22.0,11.0,37.0,16.0,44,6.0,33.0,24.0,74.0,92.0,76.0,84.0,18.0,8.0,6.0,70.0,19.0,9.0,,40.0,10.0,50.0,6.0,4.0,16.0,7.0,17.0,110.0,3.0,19.0,19.0,63.0,3.0,85.0,24.0,109,5.0,27.0,18.0,9.0,25.0,4.0,16.0,14.0,1.0,9.0,2.0,39,4.0,9.0,43.0,86.0,4.0,5.0,81,8.0,4.0,35.0,6.0,12.0,9.0,,3.0,12.0,5.0,,74.0,464,7.0,0.5476190476190477,0.575,0.8235294117647058,0.29310344827586204,0.18181818181818182,0.3090909090909091,0.38181818181818183,0.3181818181818182,0.36363636363636365,0.4017857142857143,0.40625,0.3246753246753247,0.4527027027027027,0.4868421052631579,0.4111111111111111,0.34523809523809523,,0.04090909090909091,0.05555555555555555,0.07692307692307693,0.01834862385321101,,19.710843373493976,0.6410256410256411,0.05660377358490566,0.08344370860927153,0.025232403718459494,0.17272727272727273,0.017964071856287425,0.09479768786127167,0.02391304347826087,0.01834862385321101,0.02100840336134454,0.03367003367003367,0.017094017094017096,0.0891089108910891,0.043137254901960784,0.11409395973154363,0.14666666666666667,0.22857142857142856,0.025510204081632654,0.4166666666666667,0.21428571428571427,0.5694444444444444,0.6029411764705882,0.6341463414634146,0.11607142857142858,0.23076923076923078,0.25,0.4444444444444444,0.3244047619047619,0.3119266055045872,0.3177570093457944,0.47058823529411764,0.11904761904761904,0.375,0.375,0.7333333333333333,0.2261904761904762,0.25,0.25,0.8947368421052632,0.28125,0.4444444444444444,0.14285714285714285,0.45454545454545453,0.3116883116883117,0.25,0.5595238095238095,0.2714285714285714,0.49311287878787885,0.5001583333333334,0.47148424657534244,0.0989010989010989,0.1417004048582996,0.10914454277286136,0.2182890855457227,10.903636363636362,25.966379310344827,0.25706371191135735,,,,,,0.02,,6.0,,9.0,1.0,4.0,4.0,10.0,2.0,0.4,0.029411764705882353,0.1875,0.125,0.25,1.0,0.11688311688311688,,3.0,1.0,0.5,0.3333333333333333,0.008547008547008548,,True,,,,
2245,1610612761,Damone Brown,Damone Brown,2245,TOR,2620.0,44,8.0,85,82,31,21,10,167,1.0,2,,,,,,1.0,1.0,5.0,,,,1.0,,,2,8,,1.0,1.0,5,69,,1.0,1.0,1.0,,2,,,,,4.0,,,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,2.0,,,1.0,4.0,,5.0,,5,,,,,1.0,,1.0,1.0,1.0,,,2,,,2.0,5.0,,,2,,,1.0,,,,,,,,,,31,,1.0,1.0,,,,,0.25,,,0.2222222222222222,,,0.25,0.25,,0.1111111111111111,,0.125,0.5,,,,12.371134020618557,0.5,,0.0851063829787234,,0.14285714285714285,,0.09259259259259259,,,,,,,0.125,0.1,,1.0,,,0.2222222222222222,0.5,1.0,1.0,0.1111111111111111,,,,0.5555555555555556,0.2,0.2,1.0,,,,,0.1111111111111111,,,,,,,,,,0.3333333333333333,,0.45360555555555554,0.4423,0.36975,0.1,0.1111111111111111,0.2,,12.687500000000002,25.7,0.36470588235294116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
283,1610612761,Lindsey Hunter,Lindsey Hunter,283,TOR,16253.0,271,-79.0,494,495,177,171,68,989,13.0,27,2.0,3.0,3.0,8.0,2.0,13.0,13.0,31.0,4.0,11.0,17.0,39.0,7.0,13.0,28,71,21.0,50.0,11.0,130,539,2.0,10.0,3.0,10.0,8.0,27,8.0,16.0,7.0,47.0,22.0,34.0,54.0,9.0,2.0,,39.0,17.0,3.0,,20.0,4.0,24.0,4.0,,10.0,3.0,7.0,52.0,1.0,6.0,2.0,11.0,2.0,15.0,7.0,22,1.0,12.0,7.0,5.0,12.0,3.0,5.0,11.0,3.0,7.0,2.0,23,1.0,7.0,5.0,24.0,,3.0,15,1.0,,6.0,2.0,1.0,,,1.0,1.0,,,47.0,177,6.0,0.39285714285714285,0.4074074074074074,0.8571428571428571,0.42,0.5,0.42,0.39436619718309857,0.2,0.2962962962962963,0.49173553719008267,0.2916666666666667,0.46511627906976744,0.5078125,0.35714285714285715,0.4895833333333333,0.4132231404958678,,0.04225352112676056,0.037037037037037035,0.07692307692307693,0.03225806451612903,,26.444833625218916,0.5217391304347826,0.1,0.05314009661835749,0.03125,0.07692307692307693,0.01818181818181818,0.055793991416309016,0.02834008097165992,0.01639344262295082,0.017241379310344827,0.0547945205479452,0.025,0.07547169811320754,0.05194805194805195,0.03896103896103896,,0.2857142857142857,0.014705882352941176,,0.2231404958677686,0.48148148148148145,0.5,0.15384615384615385,0.10743801652892562,0.15384615384615385,0.16666666666666666,0.5,0.256198347107438,0.41935483870967744,0.43333333333333335,0.6153846153846154,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.75,0.32231404958677684,0.4358974358974359,0.4358974358974359,0.8823529411764706,0.25,0.6666666666666666,0.18604651162790697,0.375,0.3023255813953488,0.5384615384615384,0.6363636363636364,0.4358974358974359,0.49396198347107434,0.46234375,0.4695906976744187,0.047619047619047616,0.07894736842105263,0.07692307692307693,0.36153846153846153,9.904225352112675,25.002,0.3582995951417004,,1.0,,,,,,,1.0,3.0,1.0,2.0,1.0,2.0,,0.5,,,0.16666666666666666,0.5,1.0,0.06976744186046512,0.3333333333333333,,,,,,,True,,,,
702,1610612761,Voshon Lenard,Voshon Lenard,702,TOR,42529.0,709,-144.0,1332,1332,334,319,160,2664,27.0,41,6.0,10.0,11.0,15.0,16.0,41.0,41.0,112.0,16.0,41.0,17.0,44.0,4.0,11.0,84,194,33.0,85.0,53.0,320,1441,9.0,19.0,4.0,31.0,20.0,47,7.0,22.0,25.0,86.0,80.0,88.0,93.0,6.0,8.0,,44.0,17.0,11.0,,40.0,14.0,54.0,9.0,5.0,22.0,10.0,8.0,122.0,2.0,10.0,15.0,39.0,1.0,55.0,12.0,67,3.0,17.0,11.0,6.0,27.0,4.0,18.0,15.0,2.0,9.0,4.0,42,3.0,10.0,21.0,56.0,2.0,5.0,67,9.0,5.0,26.0,8.0,9.0,4.0,3.0,2.0,9.0,6.0,,86.0,334,6.0,0.47619047619047616,0.5,0.9393939393939394,0.38823529411764707,0.3181818181818182,0.38823529411764707,0.4329896907216495,0.47368421052631576,0.425531914893617,0.478494623655914,0.5192307692307693,0.4420289855072464,0.5163934426229508,0.5535714285714286,0.5119047619047619,0.3046594982078853,,0.05670103092783505,0.0975609756097561,0.0975609756097561,0.026785714285714284,,22.813938198553583,0.6428571428571429,0.02040816326530612,0.07208872458410351,0.01968503937007874,0.14423076923076922,0.0136986301369863,0.08372093023255814,0.01834862385321101,0.013793103448275862,0.025806451612903226,0.019230769230769232,0.0196078431372549,0.06711409395973154,0.0374331550802139,0.1073170731707317,0.14473684210526316,0.14285714285714285,0.02,0.6666666666666666,0.14695340501792115,0.6585365853658537,0.7297297297297297,0.48148148148148145,0.14695340501792115,0.3902439024390244,0.43243243243243246,0.3125,0.4014336917562724,0.36607142857142855,0.3761467889908257,0.5365853658536586,0.14695340501792115,0.3902439024390244,0.3902439024390244,0.9375,0.15770609318996415,0.38636363636363635,0.38636363636363635,0.9411764705882353,0.38461538461538464,0.6,0.21739130434782608,0.7333333333333333,0.15942028985507245,0.36363636363636365,0.45161290322580644,0.38636363636363635,0.4767381720430109,0.4865363636363637,0.4773601449275362,0.09090909090909091,0.12322274881516587,0.096875,0.26875,12.67938144329897,24.195294117647062,0.25075075075075076,,,,,,,0.16666666666666666,5.0,3.0,11.0,,2.0,3.0,7.0,,0.42857142857142855,,0.19230769230769232,0.07692307692307693,,,0.15942028985507245,0.2727272727272727,3.0,1.0,0.6,0.6666666666666666,0.011627906976744186,,True,,,,
966,1610612761,Jerome Williams,Jerome Williams,966,TOR,40215.0,670,-141.0,1245,1239,334,289,160,2484,44.0,72,17.0,29.0,9.0,20.0,7.0,32.0,10.0,41.0,,,,1.0,,1.0,61,145,,1.0,48.0,170,1328,18.0,35.0,7.0,43.0,12.0,37,,1.0,12.0,36.0,54.0,68.0,,,24.0,,1.0,,17.0,1.0,16.0,6.0,22.0,5.0,1.0,7.0,3.0,6.0,50.0,7.0,50.0,11.0,94.0,10.0,115.0,57.0,172,8.0,27.0,11.0,16.0,9.0,2.0,1.0,15.0,3.0,8.0,2.0,24,3.0,8.0,19.0,56.0,5.0,6.0,74,5.0,,36.0,4.0,8.0,4.0,,4.0,8.0,6.0,1.0,36.0,334,8.0,0.4426229508196721,0.5510204081632653,,,,,0.4206896551724138,0.5142857142857142,0.32432432432432434,0.4178082191780822,0.5142857142857142,0.3157894736842105,0.4696132596685083,0.5512820512820513,0.3673469387755102,0.00684931506849315,1.0,0.11724137931034483,0.125,0.25,,1.0,14.255910987482613,0.375,0.29411764705882354,0.17836812144212524,0.0984251968503937,0.13924050632911392,0.05303030303030303,0.17326732673267325,0.0890625,0.14184397163120568,0.10778443113772455,0.06,0.058823529411764705,0.16541353383458646,0.2192513368983957,0.1497584541062802,0.14754098360655737,0.1111111111111111,0.11940298507462686,0.75,0.4931506849315068,0.6111111111111112,0.6984126984126984,0.45454545454545453,0.2191780821917808,0.21875,0.2916666666666667,0.14285714285714285,0.2808219178082192,0.24390243902439024,0.24390243902439024,0.6,,,,,0.00684931506849315,,,,0.8285714285714286,0.5862068965517241,0.5263157894736842,0.45,0.02631578947368421,,0.5,,0.485868493150685,0.531753125,0.47914473684210523,0.2033898305084746,0.20454545454545456,0.2529411764705882,0.21176470588235294,6.706896551724138,27.0,0.26827309236947794,,1.0,,,,0.03333333333333333,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1713,1610612761,Vince Carter,Vince Carter,1713,TOR,21396.0,357,25.0,668,658,172,131,79,1326,23.0,34,6.0,8.0,8.0,10.0,14.0,34.0,31.0,77.0,,5.0,16.0,34.0,4.0,7.0,68,145,16.0,39.0,39.0,223,656,11.0,20.0,2.0,24.0,21.0,36,4.0,7.0,25.0,79.0,70.0,66.0,33.0,15.0,10.0,,34.0,16.0,7.0,,22.0,12.0,34.0,8.0,4.0,13.0,1.0,8.0,80.0,,12.0,5.0,16.0,,21.0,12.0,33,4.0,8.0,6.0,2.0,8.0,2.0,5.0,6.0,1.0,3.0,1.0,14,,3.0,10.0,23.0,1.0,2.0,47,1.0,2.0,11.0,12.0,14.0,8.0,1.0,5.0,14.0,6.0,,79.0,172,1.0,0.5147058823529411,0.5555555555555556,0.6875,0.41025641025641024,0.5714285714285714,0.41025641025641024,0.4689655172413793,0.55,0.5833333333333334,0.5,0.5,0.627906976744186,0.5364077669902912,0.5217391304347826,0.6724137931034483,0.21195652173913043,,0.04827586206896552,0.11764705882352941,0.08823529411764706,,,28.645833333333336,0.5714285714285714,,0.05574912891986063,0.046511627906976744,0.07692307692307693,,0.05965909090909091,0.03669724770642202,0.07142857142857142,0.05063291139240506,0.027522935779816515,,0.04395604395604396,0.04395604395604396,0.0761904761904762,0.08163265306122448,0.0625,0.043478260869565216,0.42857142857142855,0.18478260869565216,0.6764705882352942,0.7666666666666667,0.4782608695652174,0.18478260869565216,0.4117647058823529,0.45161290322580644,0.35714285714285715,0.41847826086956524,0.4025974025974026,0.4025974025974026,0.6129032258064516,0.02717391304347826,,,,0.18478260869565216,0.47058823529411764,0.47058823529411764,0.6875,0.36363636363636365,0.75,0.23255813953488372,0.8,0.16279069767441862,0.5714285714285714,0.3967391304347826,0.47058823529411764,0.46269562841530043,0.46163421052631576,0.45155465116279064,0.05670103092783505,0.07096774193548387,0.10762331838565023,0.3542600896860987,12.022758620689654,25.223076923076924,0.25748502994011974,,,,,,,0.16666666666666666,,,,,2.0,,2.0,,,,,0.09090909090909091,,,,,,,,,,,True,,,,
