EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,HeaveAttempts,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,Clear Path Fouls,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,on
1542,1610612760,Predrag Drobnjak,Predrag Drobnjak,1542,SEA,90666.0,1511,29.0,2776,2776,510.0,543,385.0,5552,75.0,144.0,26.0,43.0,14.0,27.0,56.0,132.0,111.0,264.0,7.0,17.0,1.0,1.0,4.0,7.0,19.0,51.0,3.0,7.0,4.0,10.0,242.0,540.0,26.0,68.0,59.0,621.0,2953,45.0,85.0,4.0,8.0,12.0,114.0,35.0,77.0,8.0,17.0,23.0,117.0,378.0,106.0,78.0,34.0,51.0,19.0,36.0,38.0,20.0,58.0,12.0,8.0,13.0,7.0,18.0,136.0,17.0,63.0,3.0,40.0,118,9.0,167,83.0,250,6.0,34.0,26.0,8.0,17,5.0,8.0,34.0,4.0,9.0,12.0,51,5.0,8.0,66.0,130.0,5.0,9.0,76.0,12.0,38.0,6.0,33.0,20.0,1.0,12.0,33.0,22.0,1.0,1.0,1.0,8.0,117.0,510.0,10.0,0.78099173553719,0.84,1.0,0.38235294117647056,0.5,0.47058823529411764,0.38235294117647056,0.44814814814814813,0.5294117647058824,0.45454545454545453,0.4621710526315789,0.5483870967741935,0.5,0.48515625,0.5757575757575758,0.5571428571428572,0.1118421052631579,0.06666666666666667,0.13194444444444445,0.12121212121212122,0.003787878787878788,21.38656762612194,0.3333333333333333,0.13636363636363635,0.04838709677419355,0.12102564102564102,0.05865921787709497,0.13114754098360656,0.04927536231884058,0.1234375,0.05637773079633545,0.07142857142857142,0.06402439024390244,0.04721030042918455,0.042801556420233464,0.06818181818181818,0.14671814671814673,0.1476510067114094,0.0861244019138756,0.11555555555555555,0.175,0.019867549668874173,0.6666666666666666,0.23684210526315788,0.5208333333333334,0.6,0.64,0.21710526315789475,0.42424242424242425,0.4827586206896552,0.6607142857142857,0.4342105263157895,0.42045454545454547,0.4220532319391635,0.9369369369369369,0.027960526315789474,0.4117647058823529,0.4117647058823529,1.0,0.08388157894736842,0.37254901960784315,0.37254901960784315,1.0,0.46236559139784944,0.6046511627906976,0.3076923076923077,0.010752688172043012,1.0,1.0,0.07526881720430108,0.42857142857142855,1.0,0.2872340425531915,0.5185185185185185,0.07446808510638298,0.5714285714285714,0.10638297872340426,0.4,0.34868421052631576,0.37254901960784315,0.4529637335526315,0.48001153846153843,0.4597728723404255,0.05993690851735016,0.06713780918727916,0.18357487922705315,0.18840579710144928,10.949444444444444,24.792647058823526,0.18371757925072046,,,,,,,,,,,,,,True
1563,1610612760,Kevin Ollie,Kevin Ollie,1563,SEA,22007.0,367,-9.0,679,680,196.0,234,72.0,1359,26.0,41.0,5.0,6.0,9.0,11.0,2.0,13.0,14.0,38.0,,,,,,,1.0,1.0,,,1.0,1.0,42.0,92.0,1.0,1.0,30.0,117.0,694,6.0,10.0,,,4.0,16.0,11.0,23.0,1.0,1.0,14.0,39.0,52.0,32.0,3.0,2.0,1.0,1.0,16.0,22.0,20.0,42.0,17.0,3.0,14.0,1.0,7.0,104.0,4.0,4.0,,12.0,19,4.0,35,8.0,43,,12.0,5.0,7.0,11,1.0,6.0,4.0,,5.0,,15,1.0,3.0,7.0,24.0,,3.0,46.0,4.0,16.0,9.0,1.0,1.0,,,1.0,,,,,,39.0,196.0,5.0,0.6190476190476191,0.6341463414634146,1.0,1.0,,1.0,1.0,0.45652173913043476,0.6,0.4782608695652174,0.46774193548387094,0.6,0.5208333333333334,0.5131578947368421,0.6666666666666666,0.5571428571428572,0.010752688172043012,0.17391304347826086,0.2682926829268293,0.3076923076923077,0.02631578947368421,16.99604743083004,0.7333333333333333,0.14285714285714285,,0.07755102040816327,0.017777777777777778,0.13043478260869565,0.04819277108433735,0.09198813056379822,0.025974025974025976,,0.02631578947368421,0.02247191011235955,0.0625,,0.11538461538461539,0.056818181818181816,0.0761904761904762,0.1323529411764706,0.125,,,0.44086021505376344,0.6341463414634146,0.8666666666666667,0.5769230769230769,0.13978494623655913,0.15384615384615385,0.2222222222222222,0.5,0.40860215053763443,0.3684210526315789,0.3783783783783784,0.7142857142857143,,,,,0.010752688172043012,1.0,1.0,1.0,0.6,0.8333333333333334,0.6,,,,,,,0.4583333333333333,0.8181818181818182,,,0.041666666666666664,1.0,0.45161290322580644,1.0,0.4707854838709677,0.47523333333333334,0.49374374999999987,0.1523809523809524,0.15384615384615385,0.13675213675213677,0.3333333333333333,8.707608695652175,26.0,0.28865979381443296,,,,,,,,,,,,,,True
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,118776.0,1980,5.0,3661,3649,827.0,794,486.0,7310,135.0,209.0,29.0,45.0,34.0,49.0,120.0,265.0,67.0,186.0,17.0,62.0,6.0,15.0,1.0,11.0,29.0,72.0,2.0,7.0,8.0,23.0,322.0,660.0,46.0,134.0,178.0,960.0,3872,52.0,95.0,8.0,22.0,30.0,158.0,64.0,120.0,9.0,34.0,72.0,227.0,420.0,224.0,129.0,46.0,70.0,29.0,41.0,79.0,27.0,106.0,22.0,5.0,30.0,10.0,39.0,239.0,23.0,66.0,3.0,53.0,153,22.0,228,92.0,320,17.0,73.0,58.0,15.0,42,7.0,15.0,47.0,12.0,27.0,6.0,89,8.0,18.0,50.0,130.0,14.0,20.0,217.0,16.0,75.0,33.0,19.0,15.0,1.0,3.0,20.0,10.0,,,,1.0,227.0,827.0,12.0,0.6521739130434783,0.7023411371237458,0.9347826086956522,0.34328358208955223,0.36363636363636365,0.2647058823529412,0.3484848484848485,0.48787878787878786,0.5473684210526316,0.5333333333333333,0.4924433249370277,0.5470085470085471,0.5032467532467533,0.5349492671927847,0.5902255639097744,0.5717948717948718,0.16876574307304787,0.06212121212121212,0.09090909090909091,0.07169811320754717,0.016129032258064516,23.11153208619465,0.47191011235955055,0.21153846153846154,0.0297029702970297,0.1229903536977492,0.04806991988346686,0.12529550827423167,0.0515695067264574,0.1235752849430114,0.04892798240791644,0.06906077348066299,0.042986425339366516,0.03866432337434095,0.06481481481481481,0.01639344262295082,0.12457912457912458,0.10152284263959391,0.13743218806509946,0.1331168831168831,0.10434782608695652,0.044854881266490766,0.5,0.26322418136020154,0.645933014354067,0.7105263157894737,0.6962962962962963,0.3337531486146096,0.4528301886792453,0.4878048780487805,0.5166666666666667,0.23425692695214106,0.3602150537634409,0.366120218579235,0.8059701492537313,0.07808564231738035,0.27419354838709675,0.27419354838709675,0.9411764705882353,0.0906801007556675,0.4027777777777778,0.4027777777777778,0.9310344827586207,0.38461538461538464,0.6444444444444445,0.3793103448275862,0.1282051282051282,0.4,0.8333333333333334,0.05982905982905983,0.2857142857142857,1.0,0.3181818181818182,0.6938775510204082,0.07142857142857142,0.09090909090909091,0.14935064935064934,0.34782608695652173,0.43198992443324935,0.4142857142857143,0.4651461489898989,0.48089895833333335,0.4670437499999999,0.08899297423887588,0.1043115438108484,0.16458333333333333,0.23645833333333333,8.683939393939394,24.732835820895527,0.2258945643266867,9.0,2.0,13.0,1.0,1.0,1.0,0.007407407407407408,,,,,,,True
1744,1610612760,Jerome James,Jerome James,1744,SEA,22723.0,379,-33.0,693,700,120.0,136,84.0,1393,41.0,57.0,12.0,17.0,6.0,6.0,18.0,57.0,3.0,6.0,,,,,,,,,,,,,62.0,120.0,,,21.0,145.0,708,16.0,24.0,,,4.0,36.0,7.0,13.0,,,1.0,15.0,64.0,60.0,,24.0,,,8.0,10.0,,10.0,,,7.0,,3.0,20.0,8.0,27.0,2.0,16.0,49,5.0,70,37.0,107,10.0,8.0,8.0,,8,3.0,4.0,20.0,1.0,4.0,3.0,28,4.0,2.0,40.0,81.0,14.0,10.0,44.0,4.0,24.0,,42.0,18.0,2.0,22.0,43.0,30.0,2.0,1.0,2.0,7.0,15.0,120.0,6.0,0.5161290322580645,0.64,,,,,,0.5166666666666667,0.6666666666666666,0.5384615384615384,0.5166666666666667,0.6666666666666666,0.5384615384615384,0.5178571428571429,0.6428571428571429,0.5357142857142857,,0.06666666666666667,0.07017543859649122,0.07017543859649122,,21.31979695431472,0.2857142857142857,0.23809523809523808,0.10526315789473684,0.18421052631578946,0.1062992125984252,0.2,0.10126582278481013,0.18786127167630057,0.10510510510510511,0.13333333333333333,0.13186813186813187,0.056818181818181816,0.125,,0.16326530612244897,0.21649484536082475,0.16666666666666666,0.1896551724137931,0.22727272727272727,0.2,0.6976744186046512,0.475,0.7192982456140351,0.7735849056603774,0.5853658536585366,0.475,0.3157894736842105,0.33962264150943394,0.2777777777777778,0.05,0.5,0.5,1.0,,,,,,,,,0.7083333333333334,0.7058823529411765,0.16666666666666666,,,,,,,0.46153846153846156,1.0,,,,,0.475,,0.46477083333333324,0.5189368421052631,0.4906692307692308,0.17142857142857143,0.17142857142857143,0.2482758620689655,0.10344827586206896,4.701666666666667,,0.17316017316017315,,,,,1.0,1.0,,,,,,,,True
699,1610612760,Brent Barry,Brent Barry,699,SEA,148928.0,2482,21.0,4590,4583,1063.0,1098,590.0,9173,104.0,159.0,13.0,25.0,24.0,32.0,15.0,44.0,27.0,81.0,22.0,46.0,1.0,4.0,6.0,13.0,96.0,247.0,13.0,32.0,20.0,50.0,146.0,284.0,118.0,293.0,128.0,774.0,4805,15.0,39.0,14.0,36.0,9.0,81.0,30.0,50.0,26.0,63.0,41.0,179.0,146.0,146.0,324.0,14.0,247.0,96.0,36.0,307.0,77.0,384.0,56.0,21.0,153.0,60.0,94.0,845.0,15.0,33.0,,64.0,176,13.0,253,48.0,301,7.0,113.0,84.0,29.0,68,32.0,49.0,73.0,10.0,19.0,6.0,141,8.0,32.0,88.0,198.0,7.0,24.0,161.0,13.0,70.0,12.0,14.0,9.0,1.0,4.0,15.0,9.0,,,,,179.0,1063.0,21.0,0.5,0.5251798561151079,0.9152542372881356,0.40273037542662116,0.3888888888888889,0.4126984126984127,0.40273037542662116,0.5140845070422535,0.38461538461538464,0.6,0.5597920277296361,0.48,0.6106194690265486,0.5952012383900929,0.50625,0.6691729323308271,0.5077989601386482,0.1267605633802817,0.1509433962264151,0.2727272727272727,,14.913776767102519,0.48226950354609927,0.10077519379844961,,0.11076148521082442,0.01936619718309859,0.11940298507462686,0.026595744680851064,0.11294117647058824,0.021164021164021163,0.017897091722595078,0.02022058823529412,0.019635343618513323,0.019138755980861243,0.04794520547945205,0.07052896725440806,0.10176125244618395,0.14096916299559473,0.13451776649746192,0.07746478873239436,0.025830258302583026,0.6,0.2755632582322357,0.6540880503144654,0.7703703703703704,0.49038461538461536,0.07625649913344887,0.3409090909090909,0.46875,0.13333333333333333,0.14038128249566725,0.3333333333333333,0.3333333333333333,0.7407407407407407,0.07972270363951472,0.4782608695652174,0.4888888888888889,1.0,0.42807625649913345,0.38866396761133604,0.3902439024390244,0.8958333333333334,0.3333333333333333,0.52,0.23076923076923078,0.05333333333333334,0.25,1.0,0.4266666666666667,0.40625,0.9230769230769231,0.2831858407079646,0.75,0.11504424778761062,0.46153846153846156,0.4424778761061947,0.4,0.7833622183708839,0.38866396761133604,0.5276786086956522,0.525375892857143,0.5170276785714287,0.11041009463722397,0.20527859237536658,0.10465116279069768,0.23126614987080105,7.076760563380284,25.27952218430034,0.2315904139433551,30.0,,10.0,,1.0,,,2.0,1.0,1.0,0.006825938566552901,0.021739130434782608,0.004048582995951417,True
1916,1610612760,Calvin Booth,Calvin Booth,1916,SEA,12960.0,216,-15.0,397,400,76.0,103,36.0,797,10.0,17.0,4.0,8.0,1.0,2.0,6.0,11.0,5.0,17.0,,,,,,,,1.0,,,,,21.0,45.0,,1.0,10.0,52.0,420,5.0,10.0,,,,10.0,1.0,4.0,,,1.0,3.0,34.0,8.0,,8.0,1.0,,2.0,3.0,3.0,6.0,2.0,1.0,,1.0,2.0,15.0,,7.0,,4.0,26,,30,7.0,37,1.0,1.0,1.0,,9,,5.0,4.0,1.0,4.0,1.0,13,2.0,,22.0,39.0,1.0,2.0,13.0,1.0,6.0,1.0,9.0,4.0,,5.0,9.0,8.0,,,,5.0,3.0,76.0,4.0,0.8095238095238095,1.0,,,,,,0.4666666666666667,0.5,0.25,0.45652173913043476,0.5,0.25,0.5,0.5,0.3,0.021739130434782608,0.044444444444444446,0.058823529411764705,0.09090909090909091,,14.672686230248308,0.6923076923076923,,,0.18181818181818182,0.045454545454545456,0.09090909090909091,,0.16042780748663102,0.03723404255319149,0.022222222222222223,0.06666666666666667,0.046875,,,0.24324324324324326,0.14893617021276595,0.1694915254237288,0.1,0.07142857142857142,0.043478260869565216,0.8888888888888888,0.3695652173913043,0.5882352941176471,0.625,0.6,0.2391304347826087,0.5454545454545454,0.6,1.0,0.3695652173913043,0.29411764705882354,0.29411764705882354,1.0,,,,,0.021739130434782608,,,,0.8,0.5,,,,,,,,0.5,0.5,,,,,0.391304347826087,,0.44079021739130436,0.4936,0.487775,0.11764705882352941,0.12,0.19230769230769232,0.057692307692307696,8.626666666666667,24.2,0.19143576826196473,,,,,,,,,,,,,,True
2209,1610612760,Vladimir Radmanovic,Vladimir Radmanovic,2209,SEA,61245.0,1021,73.0,1927,1918,552.0,573,219.0,3845,44.0,70.0,5.0,10.0,16.0,22.0,16.0,48.0,21.0,70.0,10.0,46.0,3.0,8.0,4.0,14.0,38.0,109.0,2.0,11.0,15.0,36.0,81.0,188.0,48.0,155.0,28.0,334.0,1935,8.0,22.0,5.0,19.0,,31.0,22.0,45.0,19.0,50.0,13.0,114.0,100.0,62.0,132.0,8.0,108.0,38.0,22.0,38.0,7.0,45.0,6.0,1.0,21.0,4.0,13.0,97.0,8.0,28.0,1.0,30.0,86,17.0,133,37.0,170,5.0,35.0,25.0,10.0,30,3.0,13.0,22.0,4.0,17.0,2.0,52,3.0,15.0,43.0,86.0,3.0,7.0,39.0,5.0,16.0,6.0,8.0,5.0,,3.0,9.0,7.0,,,,,114.0,552.0,7.0,0.6172839506172839,0.6493506493506493,0.9166666666666666,0.3096774193548387,0.2631578947368421,0.38,0.3116883116883117,0.4308510638297872,0.36363636363636365,0.4888888888888889,0.446064139941691,0.3780487804878049,0.531578947368421,0.4638888888888889,0.3780487804878049,0.5588235294117647,0.4518950437317784,0.11702127659574468,0.14285714285714285,0.20833333333333334,0.02857142857142857,18.864468864468865,0.5769230769230769,0.2698412698412698,0.02,0.1303030303030303,0.043010752688172046,0.12875536480686695,0.0299625468164794,0.12989921612541994,0.0392156862745098,0.07065217391304347,0.024752475247524754,0.03773584905660377,0.03125,0.02666666666666667,0.10975609756097561,0.13636363636363635,0.13768115942028986,0.13636363636363635,0.10526315789473684,0.026737967914438502,0.7777777777777778,0.20408163265306123,0.6285714285714286,0.7333333333333333,0.6363636363636364,0.13994169096209913,0.3333333333333333,0.42105263157894735,0.25,0.20408163265306123,0.3,0.3088235294117647,0.8571428571428571,0.13411078717201166,0.21739130434782608,0.21739130434782608,1.0,0.3177842565597668,0.3486238532110092,0.3486238532110092,0.8947368421052632,0.24390243902439024,0.5,0.2,0.1951219512195122,0.375,1.0,0.2682926829268293,0.18181818181818182,1.0,0.23157894736842105,0.7272727272727273,0.14736842105263157,0.2857142857142857,0.37894736842105264,0.4166666666666667,0.6559766763848397,0.35185185185185186,0.49420293255131964,0.509858064516129,0.4942166666666667,0.04519774011299435,0.08040201005025126,0.09281437125748503,0.3413173652694611,9.335106382978726,24.972258064516122,0.28645563051375195,12.0,1.0,,,1.0,,,,,1.0,,,,True
2501,1610612760,Reggie Evans,Reggie Evans,2501,SEA,57270.0,954,-19.0,1720,1727,237.0,281,244.0,3447,32.0,65.0,12.0,29.0,4.0,9.0,5.0,18.0,5.0,13.0,,,,,,,,,,,,,42.0,96.0,,,62.0,146.0,1837,15.0,34.0,,,21.0,51.0,4.0,11.0,,,13.0,21.0,36.0,48.0,,24.0,,,25.0,16.0,10.0,26.0,6.0,4.0,6.0,2.0,8.0,62.0,20.0,93.0,4.0,38.0,146,12.0,196,117.0,313,5.0,24.0,17.0,7.0,8,1.0,4.0,29.0,2.0,4.0,5.0,37,8.0,14.0,43.0,119.0,13.0,14.0,118.0,9.0,56.0,8.0,9.0,5.0,1.0,3.0,9.0,4.0,,,6.0,4.0,21.0,237.0,9.0,0.42857142857142855,0.6,,,,,,0.4375,0.4411764705882353,0.36363636363636365,0.4375,0.4411764705882353,0.36363636363636365,0.48344370860927155,0.49038461538461536,0.4375,,0.2604166666666667,0.3076923076923077,0.2777777777777778,,9.298856290402785,0.21621621621621623,0.3870967741935484,0.07692307692307693,0.2425249169435216,0.13963963963963963,0.1890547263681592,0.09009009009009009,0.22914072229140722,0.12725225225225226,0.18292682926829268,0.12236286919831224,0.12830188679245283,0.10119047619047619,0.05555555555555555,0.2848101265822785,0.2639593908629442,0.19838056680161945,0.19463087248322147,0.17307692307692307,0.1724137931034483,0.4444444444444444,0.6770833333333334,0.49230769230769234,0.7111111111111111,0.375,0.1875,0.2777777777777778,0.38461538461538464,0.2,0.13541666666666666,0.38461538461538464,0.38461538461538464,1.0,,,,,,,,,0.8529411764705882,0.41379310344827586,,,,,,,,0.8181818181818182,0.4444444444444444,,,,,0.6770833333333334,,0.483928125,0.5179892857142857,0.48058181818181817,0.3916083916083916,0.3916083916083916,0.3493150684931507,0.14383561643835616,3.7875,,0.1377906976744186,,,,,,,,,,,,,,True
951,1610612760,Ray Allen,Ray Allen,951,SEA,49368.0,823,60.0,1520,1512,372.0,368,203.0,3032,41.0,76.0,4.0,12.0,12.0,19.0,42.0,90.0,30.0,74.0,18.0,41.0,,3.0,6.0,13.0,36.0,111.0,3.0,9.0,8.0,25.0,113.0,240.0,54.0,152.0,94.0,482.0,1612,13.0,34.0,3.0,12.0,1.0,36.0,27.0,52.0,14.0,38.0,43.0,139.0,48.0,178.0,132.0,4.0,111.0,36.0,20.0,75.0,43.0,118.0,24.0,19.0,33.0,14.0,28.0,279.0,8.0,24.0,,21.0,55,1.0,77,32.0,109,12.0,30.0,19.0,11.0,36,10.0,22.0,26.0,6.0,14.0,3.0,62,3.0,14.0,17.0,46.0,5.0,4.0,102.0,6.0,29.0,15.0,1.0,,,1.0,1.0,1.0,,,,,139.0,372.0,7.0,0.21238938053097345,0.21621621621621623,0.8148148148148148,0.35526315789473684,0.25,0.3684210526315789,0.35526315789473684,0.4708333333333333,0.38235294117647056,0.5192307692307693,0.49489795918367346,0.3804347826086957,0.5333333333333333,0.5406032482598608,0.3804347826086957,0.6126126126126126,0.3877551020408163,0.08333333333333333,0.11842105263157894,0.08888888888888889,0.04054054054054054,27.916194790486976,0.5806451612903226,0.02040816326530612,,0.1120162932790224,0.047337278106508875,0.11229946524064172,0.03088803088803089,0.11209439528023599,0.04177545691906005,0.046052631578947366,0.021621621621621623,0.07647058823529412,0.025906735751295335,0.045454545454545456,0.075,0.08484848484848485,0.1553398058252427,0.12056737588652482,0.08695652173913043,0.0594059405940594,1.0,0.19387755102040816,0.5394736842105263,0.6119402985074627,0.3170731707317073,0.22959183673469388,0.4666666666666667,0.5121951219512195,0.14285714285714285,0.18877551020408162,0.40540540540540543,0.4225352112676056,0.16666666666666666,0.10459183673469388,0.43902439024390244,0.45,0.8333333333333334,0.28316326530612246,0.32432432432432434,0.32432432432432434,0.8055555555555556,0.2608695652173913,0.3333333333333333,0.25,0.06521739130434782,,,0.1956521739130435,0.3333333333333333,1.0,0.2111111111111111,0.631578947368421,0.14444444444444443,0.46153846153846156,0.2777777777777778,0.32,0.5816326530612245,0.32432432432432434,0.4858959079283891,0.46764861111111117,0.4778112359550561,0.07211538461538461,0.11026615969581749,0.07468879668049792,0.2883817427385892,8.87875,24.996052631578948,0.24473684210526317,30.0,,17.0,1.0,,,0.006535947712418301,1.0,,,0.006578947368421052,0.024390243902439025,,True
958,1610612760,Vitaly Potapenko,Vitaly Potapenko,958,SEA,9258.0,154,-11.0,280,276,61.0,51,41.0,556,10.0,17.0,1.0,5.0,3.0,4.0,8.0,22.0,2.0,4.0,,,,,,,,,,,,,20.0,43.0,,,8.0,48.0,282,2.0,9.0,,,1.0,5.0,5.0,10.0,,,3.0,13.0,36.0,4.0,,2.0,,,4.0,1.0,2.0,3.0,2.0,,1.0,,,8.0,4.0,7.0,1.0,6.0,19,1.0,26,12.0,38,2.0,4.0,3.0,1.0,6,,1.0,5.0,1.0,5.0,1.0,11,3.0,4.0,5.0,15.0,2.0,2.0,11.0,2.0,4.0,3.0,2.0,1.0,,1.0,2.0,2.0,,,1.0,3.0,13.0,61.0,3.0,0.9,0.9473684210526315,,,,,,0.46511627906976744,0.2222222222222222,0.5,0.46511627906976744,0.2222222222222222,0.5,0.5,0.2777777777777778,0.5416666666666666,,0.09302325581395349,0.058823529411764705,0.13636363636363635,,18.098159509202453,0.5454545454545454,0.2,0.2,0.20212765957446807,0.06542056074766354,0.1935483870967742,0.09523809523809523,0.2,0.0738255033557047,0.10344827586206896,0.02702702702702703,0.07317073170731707,0.07407407407407407,0.13333333333333333,0.23809523809523808,0.1794871794871795,0.20588235294117646,0.21739130434782608,0.125,0.10526315789473684,1.0,0.3953488372093023,0.5882352941176471,0.625,0.8,0.5116279069767442,0.36363636363636365,0.42105263157894735,1.0,0.09302325581395349,0.5,0.5,1.0,,,,,,,,,0.5555555555555556,0.2,,,,,,,,0.4,0.75,,,,,0.3953488372093023,,0.45448837209302323,0.4847428571428572,0.44762,0.08888888888888889,0.08888888888888889,0.10416666666666667,0.2708333333333333,6.239534883720929,,0.21785714285714286,,,,,,,,,,,,,,True
