EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,FTDefRebounds,Travels,SecondChanceTurnovers,Clear Path Fouls,BlockedAtRim,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffFTReboundPct,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,BlockedCorner3,ThreePtShootingFoulsDrawn,OffensiveGoaltends,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3PctAssisted,on,3pt And 1 Free Throw Trips
15,1610612746,Eric Piatkowski,Eric Piatkowski,15,LAC,52538.0,876,-24,1699,1697,553,472,206,3396,52,78,3,6,11,16,9.0,28,18.0,45,12.0,34.0,1.0,3.0,4.0,9.0,40.0,103.0,8.0,20.0,16.0,37.0,79,151,52.0,137.0,69,383,1817,7,14,9.0,23.0,7.0,48,21,36,20.0,46.0,27,129,110,48,144.0,12.0,4.0,103.0,40.0,10.0,32,10.0,42,8.0,2.0,15,12.0,5.0,94,7.0,18,16,54,70,25,95,5.0,20,15,5.0,23,10.0,16,15,2.0,7.0,38,13,34,66,4.0,2.0,86,5.0,17.0,28,9,3.0,1.0,1.0,1.0,2.0,4.0,3.0,129,553,12,0.6962025316455697,0.7142857142857143,0.9230769230769231,0.3795620437956204,0.391304347826087,0.43478260869565216,0.3795620437956204,0.5231788079470199,0.5,0.5833333333333334,0.5451388888888888,0.5540540540540541,0.6219512195121951,0.578125,0.575,0.6494845360824743,0.4756944444444444,0.06622516556291391,0.0641025641025641,0.17857142857142858,18.510858324715617,0.6052631578947368,0.08144796380090498,0.030612244897959183,0.09523809523809523,0.041176470588235294,0.0842358604091456,0.032981530343007916,0.03932584269662921,0.029411764705882353,0.023255813953488372,0.03571428571428571,0.06666666666666667,0.046242774566473986,0.10638297872340426,0.08235294117647059,0.09565217391304348,0.09433962264150944,0.03424657534246575,0.75,0.2708333333333333,0.6666666666666666,0.7123287671232876,0.7307692307692307,0.09722222222222222,0.32142857142857145,0.391304347826087,0.5555555555555556,0.15625,0.4,0.4,0.6666666666666666,0.11805555555555555,0.35294117647058826,0.35294117647058826,0.9166666666666666,0.3576388888888889,0.3883495145631068,0.3883495145631068,0.925,0.16216216216216217,0.5,1.0,0.08108108108108109,0.3333333333333333,0.5405405405405406,0.4,0.875,0.1951219512195122,0.6875,0.10975609756097561,0.4444444444444444,0.45121951219512196,0.43243243243243246,0.7465277777777778,0.3883495145631068,0.534218576388889,0.5131080645161291,0.5129573170731707,0.09003215434083602,0.16091954022988506,0.12532637075718014,0.3368146214099217,7.430463576158941,25.208029197080297,0.32548557975279574,,,,,,,,,,,,,,,,,,,,,,,True,
1709,1610612746,Michael Olowokandi,Michael Olowokandi,1709,LAC,70218.0,1170,-78,2246,2246,629,512,277,4492,30,58,3,13,11,20,117.0,290,5.0,14,,,,,,,,,,,,,152,362,,,60,364,2301,16,39,,,5.0,37,42,92,,,27,111,214,90,,,14.0,,,24.0,19,19.0,38,17.0,2.0,7,2.0,10.0,95,11.0,38,47,166,233,50,283,6.0,15,12,3.0,22,4.0,14,56,6.0,8.0,78,20,38,95,7.0,20.0,91,5.0,,33,15,71.0,,,,25.0,71.0,39.0,111,629,10,0.7039473684210527,0.7379310344827587,,,,,,0.4198895027624309,0.41025641025641024,0.45652173913043476,0.4198895027624309,0.41025641025641024,0.45652173913043476,0.44938271604938274,0.44047619047619047,0.47844827586206895,,0.06629834254143646,0.20689655172413793,0.041379310344827586,18.80841121495327,0.28205128205128205,0.17566137566137566,0.04387990762124711,0.22815533980582525,0.05583756345177665,0.18505647263249347,0.04609595484477893,0.034334763948497854,0.045112781954887216,0.05128205128205128,0.05389221556886228,0.06666666666666667,0.14,0.17159763313609466,0.20448179271708683,0.2356687898089172,0.20408163265306123,0.03260869565217391,0.5492957746478874,0.16022099447513813,0.5172413793103449,0.6521739130434783,0.8,0.8011049723756906,0.40344827586206894,0.420863309352518,0.6752136752136753,0.03867403314917127,0.35714285714285715,0.35714285714285715,0.8,,,,,,,,,0.3333333333333333,0.23076923076923078,,,,,,,0.21739130434782608,0.55,,,,,0.16022099447513813,,0.41984419889502766,0.43584687499999997,0.43012934782608697,0.08461538461538462,0.08461538461538462,0.10164835164835165,0.30494505494505497,7.173756906077348,,0.280053428317008,1.0,20.0,16.0,7.0,1.0,46.0,1.0,7.0,10.0,0.37037037037037035,0.014084507042253521,,,,,,,,,,,,True,
1762,1610612746,Tremaine Fowlkes,Tremaine Fowlkes,1762,LAC,22238.0,371,11,710,705,185,222,90,1415,19,33,3,8,3,7,,8,18.0,40,1.0,2.0,,,,,1.0,4.0,,1.0,,,37,81,2.0,6.0,34,114,726,7,13,,1.0,4.0,18,5,16,,,14,24,60,14,6.0,,6.0,4.0,1.0,9.0,9,4.0,13,2.0,2.0,5,2.0,2.0,30,4.0,21,8,30,39,26,65,1.0,13,8,5.0,7,1.0,5,8,1.0,2.0,15,5,15,40,4.0,3.0,40,,,16,4,2.0,,,,1.0,2.0,,24,185,2,0.8108108108108109,0.8823529411764706,1.0,0.3333333333333333,,,0.3333333333333333,0.4567901234567901,0.5384615384615384,0.3125,0.45977011494252873,0.5,0.3125,0.5327102803738317,0.5294117647058824,0.5,0.06896551724137931,0.1111111111111111,0.21212121212121213,0.25,14.932680538555692,0.4666666666666667,0.12195121951219512,0.07894736842105263,0.08888888888888889,0.06779661016949153,0.1130952380952381,0.07692307692307693,0.07042253521126761,0.09259259259259259,0.06896551724137931,0.04081632653061224,0.2,0.07692307692307693,0.13861386138613863,0.1375,0.09090909090909091,0.08333333333333333,0.02631578947368421,,0.3793103448275862,0.5757575757575758,0.7307692307692307,0.7368421052631579,0.09195402298850575,,,,0.45977011494252873,0.45,0.45,0.8888888888888888,0.022988505747126436,0.5,0.5,1.0,0.04597701149425287,0.25,0.25,1.0,0.5714285714285714,0.375,,,,0.07142857142857142,,,0.4375,0.42857142857142855,,,,,0.4482758620689655,0.25,0.4749867816091954,0.4967083333333333,0.46775,0.1553398058252427,0.16494845360824742,0.15789473684210525,0.21052631578947367,9.882716049382715,24.616666666666664,0.2605633802816901,1.0,1.0,2.0,2.0,,1.0,,,1.0,0.043478260869565216,0.045454545454545456,,,,,,,,,,,,True,
1889,1610612746,Andre Miller,Andre Miller,1889,LAC,174802.0,2913,-293,5610,5613,1724,1418,737,11223,136,249,17,34,39,73,128.0,332,90.0,239,3.0,10.0,,1.0,3.0,6.0,20.0,98.0,1.0,5.0,4.0,43.0,354,820,23.0,108.0,311,1088,6043,34,88,1.0,6.0,20.0,91,99,231,7.0,49.0,144,363,190,518,54.0,15.0,22.0,86.0,20.0,71.0,442,95.0,537,79.0,16.0,219,97.0,126.0,1169,14.0,66,56,175,232,84,316,19.0,99,65,34.0,125,28.0,80,81,7.0,45.0,206,63,55,203,8.0,32.0,391,34.0,22.0,154,48,10.0,1.0,1.0,1.0,,11.0,6.0,363,1724,33,0.268361581920904,0.27696793002915454,0.782608695652174,0.21296296296296297,0.16666666666666666,0.14285714285714285,0.23958333333333334,0.4317073170731707,0.38636363636363635,0.42857142857142855,0.41864224137931033,0.3776595744680851,0.39107142857142857,0.48813868613138683,0.43333333333333335,0.49175824175824173,0.11637931034482758,0.08658536585365853,0.13654618473895583,0.09036144578313253,20.161040569835862,0.6067961165048543,0.0810560444650301,0.03089887640449438,0.09911504424778761,0.027237354085603113,0.08480176211453745,0.03018867924528302,0.01726844583987441,0.03536585365853658,0.03829160530191458,0.029885057471264367,0.012658227848101266,0.06896551724137931,0.06640106241699867,0.10290556900726393,0.10047846889952153,0.09523809523809523,0.04139433551198257,0.5454545454545454,0.2683189655172414,0.5461847389558233,0.6325581395348837,0.35294117647058826,0.3577586206896552,0.3855421686746988,0.423841059602649,0.125,0.25754310344827586,0.37656903765690375,0.3879310344827586,0.34444444444444444,0.010775862068965518,0.3,0.3,1.0,0.10560344827586207,0.20408163265306123,0.20618556701030927,0.75,0.3617021276595745,0.5,0.29411764705882354,0.010638297872340425,,0.05319148936170213,0.2,1.0,0.26071428571428573,0.5342465753424658,0.02142857142857143,0.5,0.15357142857142858,0.09302325581395349,0.38469827586206895,0.23255813953488372,0.45398114754098373,0.44881625,0.4483695895522389,0.14694656488549618,0.16382978723404254,0.08363970588235294,0.3336397058823529,8.908658536585369,28.447222222222212,0.3073083778966132,4.0,1.0,10.0,11.0,,9.0,,,5.0,0.00641025641025641,0.020202020202020204,12.0,1.0,0.009259259259259259,0.029288702928870293,0.01020408163265306,,,,,,,True,
399,1610612746,Sean Rooks,Sean Rooks,399,LAC,62407.0,1040,-289,1983,1981,502,367,280,3964,19,34,11,17,7,9,17.0,46,68.0,166,,,,,,,,1.0,,1.0,,,104,246,,1.0,32,240,2242,20,36,,1.0,13.0,53,26,53,,,15,67,158,50,,,16.0,1.0,,7.0,40,6.0,46,4.0,2.0,25,11.0,4.0,98,6.0,34,29,82,131,40,171,7.0,24,20,4.0,28,14.0,21,19,1.0,7.0,47,19,80,133,8.0,,37,3.0,,16,4,31.0,,,4.0,12.0,31.0,17.0,67,502,14,0.7596153846153846,0.8229166666666666,,,,,,0.42276422764227645,0.5555555555555556,0.49056603773584906,0.42105263157894735,0.5405405405405406,0.49056603773584906,0.45454545454545453,0.6162790697674418,0.5491803278688525,0.004048582995951417,0.028455284552845527,0.11764705882352941,0.06521739130434782,13.486556808326107,0.5957446808510638,0.11420612813370473,0.04028436018957346,0.15508021390374332,0.03529411764705882,0.12265193370165746,0.03944773175542406,0.06584362139917696,0.02888086642599278,0.030864197530864196,0.04195804195804196,,0.11173184357541899,0.1306122448979592,0.10204081632653061,0.14788732394366197,0.17777777777777778,0.051470588235294115,0.5483870967741935,0.13765182186234817,0.5588235294117647,0.6333333333333333,0.42105263157894735,0.1862348178137652,0.3695652173913043,0.3953488372093023,0.5294117647058824,0.6720647773279352,0.40963855421686746,0.40963855421686746,0.9117647058823529,,,,,0.004048582995951417,,,,0.4594594594594595,0.6470588235294118,0.18181818181818182,,,0.02702702702702703,,,0.16981132075471697,0.7777777777777778,,,,,0.1417004048582996,,0.41931882591093106,0.47779838709677414,0.4073264150943397,0.06153846153846154,0.06177606177606178,0.22083333333333333,0.2791666666666667,13.983333333333336,25.2,0.25315179021684314,,20.0,1.0,3.0,,15.0,1.0,2.0,5.0,0.3389830508474576,,,,,,,,,,,,,True,
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,117742.0,1962,-63,3790,3797,1139,874,500,7587,208,321,69,116,49,66,131.0,308,43.0,120,,,,,,,,,,,,,382,749,,,199,963,4008,83,153,,,37.0,203,91,176,,,89,271,456,308,,,132.0,,,50.0,83,39.0,122,37.0,2.0,41,10.0,32.0,283,28.0,195,57,257,350,226,576,23.0,56,32,24.0,60,7.0,31,67,12.0,29.0,127,32,73,168,17.0,17.0,296,40.0,,129,39,125.0,4.0,2.0,10.0,50.0,129.0,73.0,271,1139,16,0.5968586387434555,0.7215189873417721,,,,,,0.5100133511348465,0.5424836601307189,0.5170454545454546,0.5100133511348465,0.5424836601307189,0.5170454545454546,0.54903078677309,0.58,0.5645833333333333,,0.06675567423230974,0.09034267912772585,0.06493506493506493,22.97482837528604,0.47244094488188976,0.16655865197666883,0.13722730471498945,0.15447154471544716,0.08383233532934131,0.16422594142259414,0.12706552706552707,0.17633410672853828,0.13917525773195877,0.09313725490196079,0.08680555555555555,0.06521739130434782,0.13902439024390245,0.1771019677996422,0.1759581881533101,0.13432835820895522,0.2079207920792079,0.07278481012658228,0.5658914728682171,0.42857142857142855,0.6479750778816199,0.7123287671232876,0.5336538461538461,0.411214953271028,0.4253246753246753,0.4548611111111111,0.6106870229007634,0.1602136181575434,0.35833333333333334,0.36134453781512604,0.8604651162790697,,,,,,,,,0.7581699346405228,0.5948275862068966,0.07246376811594203,,,,,,0.375,0.7424242424242424,,,,,0.42857142857142855,,0.47788945260347127,0.5077434782608696,0.45627215909090924,0.15393794749403342,0.15393794749403342,0.21079958463136034,0.2814122533748702,6.262349799732979,,0.3005277044854881,3.0,36.0,18.0,14.0,1.0,65.0,4.0,6.0,5.0,0.3711340206185567,0.019867549668874173,,,,0.008333333333333333,,2.0,,,,,,True,
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,99822.0,1664,-230,3249,3244,959,721,421,6493,142,231,21,39,46,71,16.0,57,75.0,214,5.0,17.0,,,2.0,6.0,51.0,137.0,8.0,19.0,15.0,44.0,233,502,56.0,154.0,268,902,3537,32,68,8.0,19.0,37.0,125,68,138,17.0,50.0,89,276,286,180,141.0,27.0,32.0,136.0,51.0,48.0,91,15.0,106,14.0,1.0,38,27.0,26.0,227,10.0,50,40,161,216,63,279,11.0,46,36,10.0,62,11.0,32,64,19.0,30.0,126,41,65,170,3.0,22.0,333,31.0,26.0,148,20,13.0,,,4.0,,13.0,6.0,276,959,26,0.6137339055793991,0.6589861751152074,0.8392857142857143,0.36363636363636365,0.42105263157894735,0.34,0.3660130718954248,0.4641434262948207,0.47058823529411764,0.4927536231884058,0.48323170731707316,0.5057471264367817,0.4973404255319149,0.5560453400503779,0.5747663551401869,0.5769230769230769,0.2347560975609756,0.09561752988047809,0.12554112554112554,0.2807017543859649,24.60550949451725,0.49206349206349204,0.1248062015503876,0.038910505836575876,0.1384083044982699,0.0392156862745098,0.1272957568081064,0.03896103896103896,0.03664921465968586,0.04468085106382979,0.03464203233256351,0.044444444444444446,,0.09912536443148688,0.11486486486486487,0.15109343936381708,0.1504424778761062,0.09523809523809523,0.035256410256410256,0.46153846153846156,0.3521341463414634,0.6147186147186147,0.7029702970297029,0.5985915492957746,0.08689024390243902,0.2807017543859649,0.3902439024390244,0.375,0.32621951219512196,0.35046728971962615,0.35545023696682465,0.6933333333333334,0.025914634146341462,0.29411764705882354,0.3333333333333333,0.8,0.20884146341463414,0.3722627737226277,0.375,0.8431372549019608,0.4482758620689655,0.5384615384615384,0.19047619047619047,,,0.21839080459770116,0.42105263157894735,0.875,0.3776595744680851,0.647887323943662,0.031914893617021274,0.3333333333333333,0.23404255319148937,0.3409090909090909,0.586890243902439,0.375,0.516588320610687,0.5116653846153846,0.5192406417112299,0.1925064599483204,0.23909531502423265,0.1385809312638581,0.30598669623059865,9.283466135458168,25.370779220779227,0.29516774392120654,3.0,15.0,6.0,8.0,,9.0,1.0,1.0,1.0,0.18072289156626506,0.024193548387096774,1.0,3.0,0.01948051948051948,0.014018691588785047,0.0072992700729927005,,1.0,2.0,0.11764705882352941,0.0064516129032258064,,True,
2039,1610612746,Keyon Dooling,Keyon Dooling,2039,LAC,22192.0,370,-37,711,714,323,256,87,1425,12,21,1,1,5,7,2.0,6,9.0,26,5.0,14.0,1.0,1.0,4.0,5.0,19.0,53.0,2.0,3.0,9.0,22.0,23,53,24.0,67.0,13,131,761,2,2,3.0,4.0,,13,11,24,13.0,27.0,7,68,20,26,57.0,15.0,2.0,53.0,19.0,6.0,20,2.0,22,2.0,,5,10.0,5.0,46,1.0,2,8,17,26,3,29,,11,7,4.0,4,2.0,1,11,4.0,3.0,15,6,8,34,,2.0,17,3.0,2.0,5,4,4.0,,,1.0,1.0,4.0,2.0,68,323,10,0.43478260869565216,0.45454545454545453,0.7916666666666666,0.3582089552238806,0.75,0.48148148148148145,0.3582089552238806,0.4339622641509434,1.0,0.4583333333333333,0.49166666666666664,1.0833333333333333,0.5980392156862745,0.5158730158730159,1.0833333333333333,0.6203703703703703,0.5583333333333333,0.11320754716981132,0.19047619047619047,,17.515527950310556,0.26666666666666666,0.07172995780590717,0.008888888888888889,0.09195402298850575,0.010752688172043012,0.07716049382716049,0.009433962264150943,0.03571428571428571,,,0.012987012987012988,,0.11764705882352941,0.04,0.06382978723404255,0.07352941176470588,0.15789473684210525,,0.5,0.175,0.5714285714285714,0.7058823529411765,0.5833333333333334,0.05,0.3333333333333333,0.3333333333333333,,0.21666666666666667,0.34615384615384615,0.375,0.3333333333333333,0.11666666666666667,0.35714285714285715,0.35714285714285715,0.8,0.44166666666666665,0.3584905660377358,0.3584905660377358,0.7894736842105263,0.16666666666666666,1.0,,0.16666666666666666,1.0,0.5,0.6666666666666666,1.0,0.13725490196078433,0.7142857142857143,0.09803921568627451,0.8,0.43137254901960786,0.4090909090909091,0.7333333333333333,0.3584905660377358,0.49276000000000003,0.54625,0.48299705882352945,0.040983606557377046,0.09090909090909091,0.09923664122137404,0.5190839694656488,10.269811320754716,25.15970149253731,0.4542897327707454,,1.0,1.0,2.0,,2.0,1.0,,1.0,0.047619047619047616,,,,,0.07692307692307693,,,,,,,1.0,True,
2047,1610612746,Quentin Richardson,Quentin Richardson,2047,LAC,50464.0,841,-104,1618,1625,584,517,244,3243,53,125,16,42,11,40,13.0,46,16.0,39,5.0,16.0,,2.0,1.0,3.0,31.0,116.0,1.0,7.0,14.0,45.0,82,210,36.0,132.0,61,333,1721,16,47,1.0,9.0,12.0,47,22,66,15.0,48.0,25,114,68,96,99.0,9.0,30.0,113.0,31.0,22.0,27,8.0,35,6.0,2.0,10,9.0,8.0,78,12.0,52,26,76,104,66,170,11.0,23,15,8.0,21,3.0,11,16,3.0,10.0,37,15,27,59,4.0,4.0,89,6.0,1.0,36,11,4.0,1.0,1.0,,2.0,5.0,4.0,114,584,11,0.4146341463414634,0.5074626865671642,0.9166666666666666,0.2727272727272727,0.1111111111111111,0.3125,0.27906976744186046,0.3904761904761905,0.3404255319148936,0.3333333333333333,0.39766081871345027,0.3125,0.39035087719298245,0.43342036553524804,0.36153846153846153,0.4351145038167939,0.38596491228070173,0.10476190476190476,0.112,0.17391304347826086,22.175290390707495,0.5675675675675675,0.12903225806451613,0.08293460925039872,0.14942528735632185,0.06382978723404255,0.13368283093053734,0.0785276073619632,0.102803738317757,0.06882591093117409,0.0783132530120482,0.06451612903225806,0.06060606060606061,0.08387096774193549,0.1650485436893204,0.12719298245614036,0.14912280701754385,0.15,0.0582010582010582,0.8,0.3654970760233918,0.424,0.4774774774774775,0.41509433962264153,0.13450292397660818,0.2826086956521739,0.34210526315789475,0.23076923076923078,0.11403508771929824,0.41025641025641024,0.41025641025641024,0.5625,0.04678362573099415,0.3125,0.3125,1.0,0.3391812865497076,0.2672413793103448,0.2743362831858407,0.9032258064516129,0.75,0.38095238095238093,0.0625,0.03571428571428571,,0.125,0.14285714285714285,1.0,0.3508771929824561,0.275,0.02631578947368421,0.3333333333333333,0.39473684210526316,0.3111111111111111,0.7514619883040936,0.2743362831858407,0.5144005952380951,0.549809,0.5014399082568808,0.0967741935483871,0.15,0.14114114114114115,0.34234234234234234,5.27095238095238,26.271969696969702,0.36093943139678614,2.0,2.0,2.0,9.0,,2.0,2.0,2.0,,0.044444444444444446,0.03278688524590164,3.0,3.0,0.022727272727272728,,0.02586206896551724,,,,,,,True,
2060,1610612746,Marko Jaric,Marko Jaric,2060,LAC,36067.0,601,7,1158,1155,430,375,141,2313,23,47,3,8,12,17,4.0,13,16.0,33,7.0,18.0,1.0,1.0,2.0,4.0,23.0,58.0,1.0,2.0,6.0,17.0,43,93,30.0,76.0,28,204,1218,3,10,2.0,3.0,1.0,13,15,29,8.0,21.0,10,64,44,42,84.0,6.0,,58.0,23.0,6.0,65,11.0,76,7.0,4.0,33,16.0,16.0,163,3.0,12,11,32,46,15,61,2.0,39,24,15.0,23,4.0,20,10,,3.0,33,11,16,46,1.0,4.0,38,1.0,1.0,13,6,2.0,1.0,1.0,,1.0,3.0,1.0,64,430,12,0.5116279069767442,0.5116279069767442,0.9333333333333333,0.39473684210526316,0.6666666666666666,0.38095238095238093,0.39473684210526316,0.46236559139784944,0.3,0.5172413793103449,0.5207100591715976,0.46153846153846156,0.54,0.5454545454545454,0.4642857142857143,0.5614035087719298,0.44970414201183434,0.06451612903225806,0.06382978723404255,0.23076923076923078,16.781083142639208,0.696969696969697,0.07511737089201878,0.030456852791878174,0.08333333333333333,0.02727272727272727,0.07706093189964158,0.02976190476190476,0.057692307692307696,0.030864197530864196,0.0078125,0.022988505747126436,0.043478260869565216,0.0234375,0.09722222222222222,0.09740259740259741,0.0707070707070707,0.12121212121212122,0.02247191011235955,0.3333333333333333,0.2781065088757396,0.48936170212765956,0.5227272727272727,0.5217391304347826,0.07692307692307693,0.3076923076923077,0.4,0.25,0.1952662721893491,0.48484848484848486,0.48484848484848486,0.5625,0.10650887573964497,0.3888888888888889,0.3888888888888889,1.0,0.3431952662721893,0.39655172413793105,0.39655172413793105,0.9130434782608695,0.6153846153846154,0.375,0.6666666666666666,0.07692307692307693,1.0,0.15384615384615385,0.5,1.0,0.34,0.7058823529411765,0.08,0.5,0.34,0.35294117647058826,0.727810650887574,0.39655172413793105,0.5236514792899408,0.5121800000000001,0.528996,0.0718232044198895,0.12380952380952381,0.06372549019607843,0.3137254901960784,8.156989247311829,25.094736842105267,0.37132987910189985,,3.0,1.0,3.0,,1.0,,,1.0,0.09090909090909091,,,,,,,,,,,,1.0,True,
