EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,FG3A,FG3APct,Corner3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,Corner3FGM,Arc3FGM,Arc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Loose Ball Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGM,ShortMidRangeFGA,Fg2aBlocked,FTDefRebounds,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,AtRimPctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,HeaveAttempts,Arc3Assists,ShortMidRangeAssists,FTOffRebounds,PenaltyFg3Pct,OffFTReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,SecondChanceFtPoints,2pt And 1 Free Throw Trips,LongMidRangePctBlocked,Technical Free Throw Trips,OffensiveGoaltends,on,PenaltyArc3FGM,HeaveMakes,OffThreePtRebounds,Blocked3s,BlockedArc3,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,Fg3aBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,BlockedAtRim,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffCorner3ReboundPct,3SecondViolations,3pt And 1 Free Throw Trips,BlockedCorner3,Corner3PctBlocked
1510,1610612763,Brevin Knight,Brevin Knight,1510,MEM,3498.0,58,-6.0,111,114,31.0,50,13.0,225,1.0,3.0,1.0,7.0,9.0,8.0,12.0,1.0,17.0,94.0,3.0,1.0,1.0,10.0,6.0,8.0,1.0,9.0,1.0,3.0,5.0,19.0,2.0,4.0,2.0,6.0,2.0,8.0,1.0,4.0,2.0,2.0,7.0,1.0,4.0,1.0,3.0,8.0,2.0,1.0,3.0,2.0,1.0,1.0,31.0,1.0,0.625,0.625,0.6666666666666666,0.6666666666666666,0.6538461538461539,0.125,16.666666666666668,0.875,0.05714285714285714,0.04,0.19047619047619047,0.10714285714285714,0.03636363636363636,0.0625,0.05263157894736842,0.125,0.16666666666666666,0.3333333333333333,0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,0.75,0.7777777777777778,0.7777777777777778,0.5714285714285714,0.3333333333333333,0.25,0.4471083333333333,0.4234,0.058823529411764705,14.358333333333334,0.27927927927927926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,929.0,15,-7.0,34,30,12.0,27,3.0,64,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,2.0,1.0,1.0,1.0,,,,12.0,,,,,,,,8.108108108108109,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.54585,,,,0.35294117647058826,1.0,1.0,1.0,1.0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,1530.0,26,2.0,51,49,23.0,36,9.0,100,3.0,5.0,2.0,1.0,2.0,4.0,7.0,,14.0,45.0,4.0,,4.0,4.0,4.0,1.0,1.0,2.0,1.0,,1.0,5.0,3.0,2.0,3.0,5.0,3.0,8.0,1.0,1.0,1.0,,,,,,,,,1.0,2.0,,,4.0,23.0,,0.5,1.0,0.5714285714285714,0.7777777777777778,0.7777777777777778,0.5,14.754098360655737,,0.15789473684210525,0.125,0.18181818181818182,0.16666666666666666,0.11538461538461539,0.1,,,0.125,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.6,0.6,0.3333333333333333,0.2222222222222222,0.5,0.5,1.0,0.5,0.7777777777777778,0.5500055555555555,0.5373249999999999,0.2857142857142857,5.385714285714285,0.45098039215686275,1.0,2.0,0.2222222222222222,0.1111111111111111,23.9,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.4,0.375,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,0.5863333333333333,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,1610612763,Ryan Humphrey,Ryan Humphrey,2415,MEM,2774.0,46,5.0,87,89,19.0,30,10.0,176,2.0,4.0,,1.0,4.0,5.0,15.0,2.0,12.0,74.0,,1.0,1.0,10.0,,3.0,,3.0,,,3.0,6.0,,1.0,6.0,10.0,,10.0,,2.0,2.0,,,,,,,,,4.0,5.0,6.0,,1.0,19.0,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,18.181818181818183,,0.2,,0.07142857142857142,0.1590909090909091,,,,0.23076923076923078,0.07692307692307693,,,0.26666666666666666,0.5,0.5,1.0,0.26666666666666666,0.25,0.25,1.0,,0.26666666666666666,0.4461066666666666,,0.08333333333333333,9.013333333333332,0.21839080459770116,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,1.0,,1.0,,1.0,,0.16666666666666666,,,,,,,,,,,,0.3638,0.16666666666666666,2.0,7.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,0.06666666666666667,0.14285714285714285,0.75,0.2,0.5,0.4666666666666667,0.2857142857142857,0.3333333333333333,1.0,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,1610612763,Robert Archibald,Robert Archibald,2425,MEM,4330.0,72,-10.0,140,139,43.0,70,16.0,279,5.0,11.0,4.0,1.0,4.0,6.0,20.0,7.0,19.0,130.0,6.0,4.0,8.0,8.0,4.0,3.0,,3.0,,2.0,1.0,6.0,6.0,2.0,8.0,11.0,6.0,17.0,2.0,,,,3.0,1.0,2.0,4.0,1.0,7.0,2.0,6.0,9.0,18.0,,8.0,43.0,,0.6666666666666666,0.8,0.3,0.3,0.3275862068965517,0.36363636363636365,22.78481012658228,0.42857142857142855,0.19047619047619047,0.1,0.08333333333333333,0.15151515151515152,0.09230769230769231,0.1111111111111111,0.07692307692307693,0.2222222222222222,0.09523809523809523,,0.16666666666666666,0.55,0.45454545454545453,0.5555555555555556,0.6,0.2,0.25,0.25,1.0,0.6666666666666666,0.55,0.45680999999999994,0.4654833333333333,0.42105263157894735,5.8950000000000005,0.30714285714285716,,,,,,2.0,4.0,2.0,,,,,3.0,6.0,6.0,2.0,,2.0,,,,,,,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.125,0.125,,,,,,,,0.6666666666666666,0.5,0.5,,0.44188333333333335,0.3157894736842105,,5.0,2.0,1.0,9.0,3.0,,3.0,3.0,1.0,0.1,,0.16666666666666666,0.25,0.3333333333333333,0.25,,,,0.3103448275862069,0.3103448275862069,1.0,1.0,1.0,1.0,0.18181818181818182,0.5,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,139.0,2,1.0,5,5,,4,,10,,,,2.0,2.0,2.0,2.0,,4.0,5.0,,,,4.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,60.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,0.3828,,,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,350.0,6,-2.0,11,12,,6,1.0,23,2.0,3.0,,1.0,1.0,3.0,4.0,,6.0,15.0,,,,2.0,4.0,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,1.0,2.0,,,,,1.0,0.3333333333333333,0.5,0.75,0.75,0.75,,33.333333333333336,,0.3333333333333333,0.2,,0.25,0.2,0.5,,0.5,,,,0.75,0.6666666666666666,0.6666666666666666,,0.25,1.0,1.0,1.0,,0.75,0.553225,,,4.3,,,,,,,1.0,1.0,,,,,,1.0,1.0,2.0,,,2.0,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,0.5532,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,1610612763,Earl Watson,Earl Watson,2248,MEM,3409.0,57,3.0,106,108,31.0,44,13.0,214,1.0,6.0,2.0,2.0,9.0,3.0,18.0,,15.0,89.0,4.0,,3.0,4.0,2.0,9.0,2.0,11.0,1.0,5.0,2.0,24.0,,2.0,6.0,8.0,1.0,9.0,,4.0,2.0,2.0,1.0,,,,1.0,1.0,,1.0,5.0,,,3.0,31.0,,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.3,0.3,0.16666666666666666,21.487603305785125,1.0,0.17647058823529413,,0.09523809523809523,0.14545454545454545,,,,0.13333333333333333,0.1111111111111111,,,0.24,0.16666666666666666,0.2,,0.36,0.2222222222222222,0.2222222222222222,1.0,0.2222222222222222,0.52,0.4980729166666667,0.53036875,0.2,10.516666666666666,0.29245283018867924,3.0,7.0,0.28,0.12,26.842857142857138,,1.0,,2.0,1.0,4.0,3.0,,1.0,,,6.0,,3.0,1.0,,0.6666666666666666,0.42857142857142855,0.5,,,,0.16666666666666666,,,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.16,0.25,0.25,,0.5,,,0.3333333333333333,0.55,,,3.0,2.0,,,,,,,,0.1111111111111111,0.3333333333333333,,0.2857142857142857,,0.12,,,,,,,,,,0.16666666666666666,,1.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,0.2,0.125,0.5,0.2222222222222222,0.5,0.3333333333333333,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,934.0,16,-6.0,31,29,15.0,19,4.0,60,1.0,1.0,,,2.0,4.0,6.0,4.0,12.0,34.0,3.0,3.0,7.0,4.0,4.0,1.0,,1.0,,,,2.0,2.0,,2.0,4.0,2.0,6.0,,,,,2.0,,1.0,,1.0,2.0,1.0,,1.0,6.0,2.0,7.0,15.0,,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,0.7,28.571428571428573,1.0,0.25,0.16666666666666666,,0.18181818181818182,0.15384615384615385,,0.3333333333333333,0.3333333333333333,,,,0.16666666666666666,1.0,1.0,,0.3333333333333333,,,,,0.16666666666666666,0.40020000000000006,0.3635333333333333,0.5833333333333334,8.983333333333333,0.4838709677419355,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,0.6666666666666666,,0.6666666666666666,0.5,,0.3333333333333333,,,,,,,,,,,,,0.08333333333333333,3.0,3.0,1.0,2.0,2.0,,,,,,0.16666666666666666,,1.0,,,0.5,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,2.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,1610612763,Mike Batiste,Mike Batiste,2471,MEM,2288.0,38,2.0,71,70,11.0,18,8.0,141,6.0,6.0,1.0,1.0,6.0,7.0,14.0,2.0,16.0,58.0,3.0,,2.0,10.0,4.0,2.0,,2.0,,1.0,1.0,4.0,1.0,,2.0,2.0,2.0,4.0,1.0,1.0,,1.0,2.0,,2.0,,,2.0,,,2.0,2.0,,2.0,11.0,,0.7142857142857143,0.8333333333333334,0.5,0.4666666666666667,0.5,0.3333333333333333,22.5,1.0,0.09523809523809523,0.03225806451612903,,0.06060606060606061,0.030303030303030304,,0.07142857142857142,,,,0.14285714285714285,0.4,1.0,1.0,0.6666666666666666,0.4,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.4666666666666667,0.47568333333333335,0.43439999999999995,0.125,8.464285714285714,0.15492957746478872,1.0,1.0,0.06666666666666667,0.06666666666666667,23.2,2.0,2.0,1.0,,,,,2.0,3.0,4.0,1.0,,2.0,,,,,,,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,,0.2222222222222222,,,,,,,,0.6666666666666666,1.0,1.0,,0.48713333333333336,0.25,,2.0,1.0,,1.0,,,,,,0.07142857142857142,0.5,,,,0.13333333333333333,,,,0.0625,0.06666666666666667,,,,,,,,,,,,,,,,,,1.0,,0.16666666666666666,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
