EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,BlockedAtRim,BlockedShortMidRange,SecondChanceFg3Pct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChanceFtPoints,PtsPutbacks,3SecondViolations,SecondChanceAtRimPctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,DefensiveGoaltends,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedCorner3,Corner3PctBlocked
1510,1610612763,Brevin Knight,Brevin Knight,1510,MEM,55695.0,928,-80,1778,1765,534.0,426,229.0,3543,28.0,54.0,1.0,3.0,10.0,18.0,11.0,34.0,56.0,132.0,1.0,1.0,1.0,2.0,7.0,2.0,5.0,95.0,220.0,2.0,8.0,20.0,216.0,1800,3.0,15.0,1.0,6.0,30.0,69.0,2.0,6.0,12.0,78.0,98.0,92.0,3.0,3.0,1.0,3.0,3.0,1.0,11.0,205.0,28.0,233.0,12.0,16.0,101.0,36.0,68.0,494.0,2.0,11.0,2.0,23.0,42.0,1.0,66.0,15.0,81.0,2.0,69.0,21.0,48.0,61.0,18.0,43.0,33.0,2.0,18.0,3.0,94.0,4.0,24.0,38.0,123.0,3.0,9.0,37.0,3.0,2.0,13.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,78.0,534.0,18.0,0.5157894736842106,0.5157894736842106,0.5,0.25,0.3333333333333333,0.2,0.4318181818181818,0.2,0.43478260869565216,0.4298245614035088,0.1875,0.44,0.4405737704918033,0.1875,0.4583333333333333,0.03508771929824561,0.05,0.14814814814814814,0.029411764705882353,0.015151515151515152,16.576753310446296,0.648936170212766,0.022222222222222223,0.03076923076923077,0.06593406593406594,0.015625,0.11855670103092783,0.01652892561983471,0.07821901323706378,0.01575757575757576,0.01990049751243781,0.013888888888888888,0.013937282229965157,0.025974025974025976,0.06467661691542288,0.058823529411764705,0.07228915662650602,0.08571428571428572,0.2037037037037037,0.017857142857142856,0.5,0.23684210526315788,0.5185185185185185,0.6086956521739131,0.4642857142857143,0.14912280701754385,0.3235294117647059,0.3333333333333333,0.09090909090909091,0.5789473684210527,0.42424242424242425,0.4307692307692308,0.625,0.0043859649122807015,0.03070175438596491,0.2857142857142857,0.2857142857142857,0.5,0.1875,0.3333333333333333,0.0625,0.24,0.5555555555555556,0.013333333333333334,0.06666666666666667,0.4,0.2719298245614035,0.3333333333333333,0.43665714285714274,0.4034923076923077,0.41812916666666666,0.0546218487394958,0.05652173913043478,0.027777777777777776,0.3611111111111111,12.556363636363638,32.875,0.30033745781777277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,319.0,5,4,17,14,7.0,12,1.0,31,,,,,,,,,,,2.0,,1.0,,,,,,,,2.0,,,12,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,7.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,11.11111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,0.5517749999999999,,0.5577,,,,,,23.049999999999997,0.4117647058823529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1921,1610612763,Gordan Giricek,Gordan Giricek,1921,MEM,9994.0,167,-34,324,326,115.0,88,41.0,650,8.0,17.0,,1.0,1.0,4.0,4.0,9.0,6.0,19.0,14.0,,3.0,4.0,7.0,,1.0,18.0,45.0,8.0,21.0,13.0,73.0,331,,2.0,2.0,6.0,6.0,14.0,2.0,4.0,4.0,22.0,24.0,12.0,24.0,,,,7.0,4.0,6.0,14.0,,14.0,,,5.0,1.0,8.0,28.0,1.0,2.0,,4.0,10.0,,14.0,3.0,17.0,3.0,5.0,4.0,1.0,9.0,3.0,3.0,12.0,1.0,6.0,3.0,21.0,,8.0,5.0,14.0,,2.0,16.0,,5.0,4.0,1.0,2.0,,,,2.0,1.0,22.0,115.0,2.0,0.6666666666666666,0.6666666666666666,1.0,0.38095238095238093,0.5,0.38095238095238093,0.4,,0.42857142857142855,0.45454545454545453,0.75,0.5,0.4859154929577465,0.75,0.525,0.3181818181818182,0.13333333333333333,0.29411764705882354,0.1111111111111111,,24.864864864864863,0.42857142857142855,,,0.07407407407407407,0.016,0.15384615384615385,0.045454545454545456,0.08695652173913043,0.02040816326530612,0.027777777777777776,,0.018867924528301886,,0.06521739130434782,0.05555555555555555,0.09433962264150944,0.17647058823529413,0.1111111111111111,0.08823529411764706,0.5,0.25757575757575757,0.47058823529411764,0.6666666666666666,0.5,0.13636363636363635,0.4444444444444444,0.5,0.5,0.2878787878787879,0.3157894736842105,0.3157894736842105,1.0,0.21212121212121213,0.10606060606060606,0.5714285714285714,0.5714285714285714,1.0,0.25,,,0.2222222222222222,0.25,0.16666666666666666,0.05555555555555555,,0.5757575757575758,0.5714285714285714,0.5109106060606061,0.5013166666666667,0.45736666666666664,0.05714285714285714,0.08163265306122448,0.0821917808219178,0.3013698630136986,10.095555555555555,23.785714285714285,0.3549382716049383,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.09090909090909091,0.2857142857142857,0.2857142857142857,1.0,0.5,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,True,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,25373.0,423,-5,828,814,336.0,265,105.0,1642,52.0,75.0,10.0,18.0,23.0,30.0,25.0,54.0,16.0,28.0,1.0,,,,2.0,,2.0,93.0,157.0,,3.0,71.0,257.0,849,14.0,24.0,,36.0,35.0,55.0,,2.0,47.0,117.0,126.0,60.0,,,,,2.0,,15.0,30.0,7.0,37.0,5.0,2.0,12.0,3.0,15.0,81.0,6.0,27.0,3.0,8.0,62.0,5.0,75.0,36.0,111.0,3.0,6.0,4.0,2.0,18.0,2.0,11.0,11.0,2.0,7.0,2.0,29.0,5.0,11.0,7.0,16.0,1.0,3.0,92.0,7.0,1.0,32.0,17.0,17.0,,,,17.0,11.0,117.0,336.0,4.0,0.6774193548387096,0.7325581395348837,,,,,0.5923566878980892,0.5833333333333334,0.6363636363636364,0.58125,0.5833333333333334,0.6140350877192983,0.6336633663366337,0.6206896551724138,0.6802325581395349,0.01875,0.09554140127388536,0.18666666666666668,0.018518518518518517,,24.470338983050848,0.6206896551724138,0.2631578947368421,0.08823529411764706,0.20064724919093851,0.09375,0.10526315789473684,0.09836065573770492,0.18181818181818182,0.09455587392550144,0.13402061855670103,0.07792207792207792,0.07017543859649122,0.0975609756097561,0.20388349514563106,0.15853658536585366,0.22580645161290322,0.10638297872340426,0.10344827586206896,0.06,0.6470588235294118,0.46875,0.6933333333333334,0.8524590163934426,0.75,0.3375,0.46296296296296297,0.4716981132075472,0.44,0.175,0.5714285714285714,0.5714285714285714,0.8125,0.00625,0.0125,,,,0.75,0.5555555555555556,,0.5263157894736842,0.7666666666666667,,0.03508771929824561,,0.4875,,0.47874531249999996,0.49896521739130445,0.4984903508771931,0.17297297297297298,0.17582417582417584,0.14007782101167315,0.45525291828793774,5.9636942675159235,24.666666666666668,0.4057971014492754,,,,,,16.0,1.0,,0.1,,,,,,,,8.0,14.0,1.0,0.2,,,,,,,,,,,,True,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,27429.0,457,-68,872,867,327.0,265,130.0,1739,17.0,28.0,5.0,11.0,6.0,12.0,4.0,14.0,17.0,40.0,22.0,1.0,9.0,5.0,20.0,2.0,11.0,38.0,82.0,11.0,42.0,32.0,141.0,899,8.0,18.0,4.0,21.0,13.0,28.0,6.0,20.0,13.0,57.0,42.0,34.0,33.0,,,,20.0,5.0,6.0,20.0,4.0,24.0,2.0,2.0,6.0,3.0,11.0,52.0,3.0,19.0,,14.0,30.0,2.0,46.0,22.0,68.0,3.0,15.0,10.0,5.0,10.0,1.0,3.0,6.0,2.0,7.0,1.0,16.0,1.0,5.0,19.0,29.0,1.0,1.0,42.0,5.0,2.0,15.0,7.0,10.0,,,2.0,10.0,7.0,57.0,327.0,3.0,0.5526315789473685,0.65625,1.0,0.2619047619047619,0.3,0.2619047619047619,0.4634146341463415,0.4444444444444444,0.4642857142857143,0.43951612903225806,0.4318181818181818,0.4583333333333333,0.4894366197183099,0.45652173913043476,0.49122807017543857,0.3387096774193548,0.07317073170731707,0.10714285714285714,0.14285714285714285,0.025,15.407262021589794,0.625,0.1,,0.09230769230769231,0.05352112676056338,0.14,0.036585365853658534,0.10352941176470588,0.05034324942791762,0.04672897196261682,0.0625,0.051470588235294115,0.06,0.0990990990990991,0.07317073170731707,0.09848484848484848,0.11594202898550725,0.1935483870967742,0.04411764705882353,0.7,0.22580645161290322,0.6071428571428571,0.68,0.47058823529411764,0.11290322580645161,0.2857142857142857,0.3333333333333333,0.5,0.3225806451612903,0.425,0.4358974358974359,0.6470588235294118,0.1774193548387097,0.16129032258064516,0.25,0.2631578947368421,1.0,0.5,0.45454545454545453,0.045454545454545456,0.25,0.5,0.1875,0.22916666666666666,0.18181818181818182,0.5645161290322581,0.25,0.5003689516129033,0.5144,0.5201343749999999,0.11851851851851852,0.16304347826086957,0.14893617021276595,0.40425531914893614,9.95731707317073,24.083333333333332,0.375,6.0,4.0,1.0,3.0,1.0,7.0,1.0,0.25,,0.2727272727272727,0.2727272727272727,1.0,0.13636363636363635,0.3333333333333333,1.0,0.4444444444444444,2.0,12.0,1.0,0.2,1.0,1.0,0.023809523809523808,0.05,0.023255813953488372,,,,,,,True,,,,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,20667.0,344,-60,646,647,147.0,122,80.0,1293,33.0,50.0,9.0,12.0,6.0,8.0,12.0,41.0,11.0,31.0,,,,,,,,56.0,122.0,,,34.0,146.0,683,13.0,18.0,,35.0,11.0,20.0,,,14.0,36.0,78.0,34.0,,,,,,,13.0,9.0,1.0,10.0,1.0,,4.0,,5.0,21.0,5.0,21.0,,9.0,42.0,2.0,53.0,26.0,79.0,3.0,8.0,4.0,4.0,12.0,,8.0,10.0,3.0,4.0,,22.0,1.0,4.0,9.0,28.0,,6.0,48.0,6.0,,23.0,4.0,10.0,,,1.0,10.0,6.0,36.0,147.0,1.0,0.6964285714285714,0.78,,,,,0.45901639344262296,0.7222222222222222,0.55,0.45901639344262296,0.7222222222222222,0.55,0.5104895104895105,0.7291666666666666,0.6428571428571429,,0.10655737704918032,0.16,0.0975609756097561,0.03225806451612903,22.237196765498652,0.5454545454545454,0.15384615384615385,,0.18025751072961374,0.07720588235294118,0.15,0.1282051282051282,0.17406143344709898,0.08360128617363344,0.14925373134328357,0.05747126436781609,0.05084745762711865,0.19230769230769232,0.11940298507462686,0.18309859154929578,0.22105263157894736,0.19047619047619047,0.05555555555555555,0.05660377358490566,0.6,0.4098360655737705,0.66,0.7857142857142857,0.6666666666666666,0.3360655737704918,0.2926829268292683,0.32432432432432434,0.5833333333333334,0.2540983606557377,0.3548387096774194,0.36666666666666664,0.9090909090909091,,,,,,0.6666666666666666,0.75,,0.4,0.75,,,,0.4098360655737705,,0.4645639344262295,0.5624600000000001,0.446645,0.16546762589928057,0.16546762589928057,0.23972602739726026,0.2465753424657534,7.261475409836065,,0.22755417956656346,,,,,,7.0,2.0,,,,,,,,,,9.0,12.0,1.0,0.1111111111111111,,,,,,3.0,,,,,,True,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,24481.0,408,-21,775,762,193.0,161,110.0,1537,50.0,79.0,14.0,19.0,8.0,19.0,16.0,49.0,8.0,19.0,,,,,1.0,,1.0,74.0,147.0,,1.0,39.0,187.0,784,14.0,25.0,,31.0,10.0,35.0,,1.0,13.0,33.0,82.0,66.0,,,,,1.0,,15.0,12.0,1.0,13.0,1.0,,7.0,3.0,2.0,27.0,5.0,26.0,1.0,18.0,50.0,10.0,78.0,32.0,110.0,3.0,13.0,9.0,4.0,13.0,,4.0,8.0,1.0,9.0,3.0,21.0,5.0,7.0,19.0,36.0,2.0,2.0,51.0,7.0,,26.0,3.0,24.0,2.0,2.0,1.0,26.0,10.0,33.0,193.0,4.0,0.5540540540540541,0.6612903225806451,,,,,0.5034013605442177,0.56,0.2857142857142857,0.5,0.56,0.2777777777777778,0.55,0.5535714285714286,0.375,0.006756756756756757,0.10204081632653061,0.1518987341772152,0.061224489795918366,,21.15171650055371,0.6190476190476191,0.43478260869565216,0.045454545454545456,0.1773049645390071,0.08253968253968254,0.18947368421052632,0.10416666666666667,0.18037135278514588,0.08539944903581267,0.09473684210526316,0.10416666666666667,0.056451612903225805,0.125,0.13829787234042554,0.1927710843373494,0.2,0.23943661971830985,0.041666666666666664,0.05172413793103448,0.38461538461538464,0.5337837837837838,0.6329113924050633,0.746268656716418,0.56,0.3310810810810811,0.32653061224489793,0.34782608695652173,0.4375,0.12837837837837837,0.42105263157894735,0.42105263157894735,0.75,,0.006756756756756757,,,,0.76,0.7368421052631579,,0.5277777777777778,0.42105263157894735,,0.027777777777777776,,0.5405405405405406,,0.48717668918918905,0.49390000000000006,0.46742083333333334,0.15568862275449102,0.1566265060240964,0.1657754010695187,0.17647058823529413,5.036734693877551,25.2,0.24903225806451612,,,,,,10.0,13.0,,0.08333333333333333,,,,,,,,3.0,24.0,,0.07142857142857142,,,,,,2.0,5.0,1.0,,,,True,,,,
2415,1610612763,Ryan Humphrey,Ryan Humphrey,2415,MEM,6557.0,109,12,209,210,52.0,48,30.0,419,6.0,13.0,1.0,3.0,2.0,4.0,3.0,11.0,1.0,8.0,,,,,,,,10.0,32.0,,,5.0,25.0,175,2.0,6.0,,5.0,2.0,4.0,,,1.0,5.0,16.0,4.0,,,,,,,5.0,3.0,1.0,4.0,,1.0,,,3.0,9.0,,4.0,,5.0,15.0,4.0,24.0,4.0,28.0,1.0,4.0,2.0,2.0,1.0,,1.0,1.0,,,,2.0,,1.0,9.0,17.0,2.0,1.0,11.0,,,6.0,,1.0,,,,1.0,1.0,5.0,52.0,1.0,0.8,0.8888888888888888,,,,,0.3125,0.3333333333333333,0.5,0.3125,0.3333333333333333,0.5,0.32894736842105265,0.35714285714285715,0.4166666666666667,,0.15625,0.23076923076923078,0.18181818181818182,,16.46090534979424,0.5,0.5714285714285714,,0.20833333333333334,0.04040404040404041,0.16666666666666666,,0.19607843137254902,0.037383177570093455,,0.03333333333333333,0.07317073170731707,,0.09523809523809523,0.25,0.2608695652173913,0.16,0.2,0.058823529411764705,1.0,0.40625,0.46153846153846156,0.6,0.6666666666666666,0.34375,0.2727272727272727,0.3333333333333333,1.0,0.25,0.125,0.125,1.0,,,,,,0.5,0.3333333333333333,,1.0,0.5,,,,0.40625,,0.49018437500000006,0.4805,0.602575,0.15789473684210525,0.15789473684210525,0.2,0.2,7.19375,,0.24880382775119617,,,,,,,1.0,,,,,,,,,,1.0,2.0,,,,,,,,1.0,,,,,,True,,,,
2425,1610612763,Robert Archibald,Robert Archibald,2425,MEM,3498.0,58,-6,111,114,31.0,50,13.0,225,5.0,10.0,2.0,4.0,2.0,3.0,,5.0,1.0,3.0,,,,,,,,6.0,18.0,,,3.0,15.0,94,3.0,6.0,,6.0,2.0,5.0,,,3.0,7.0,8.0,4.0,,,,,,,2.0,3.0,,3.0,,,2.0,,1.0,6.0,,5.0,,2.0,8.0,1.0,11.0,5.0,16.0,2.0,,,,3.0,,2.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,,1.0,12.0,,,6.0,,3.0,,,,3.0,1.0,7.0,31.0,,0.6666666666666666,0.8,,,,,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4,0.3125,0.5,0.3888888888888889,,0.1111111111111111,0.2,,,23.80952380952381,0.5,0.25,,0.22857142857142856,0.1,0.09523809523809523,,0.17857142857142858,0.09090909090909091,0.125,0.13333333333333333,0.05263157894736842,,0.2857142857142857,0.25,0.16666666666666666,0.1111111111111111,,0.2,0.3333333333333333,0.5555555555555556,0.5,0.625,0.6,0.2777777777777778,,,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.6666666666666666,0.5,,0.6,0.6666666666666666,,,,0.5555555555555556,,0.45646111111111115,0.44188333333333335,0.45408,0.25,0.25,0.4,0.4666666666666667,5.511111111111111,,0.27927927927927926,,,,,,,3.0,,,,,,,,,,,2.0,,0.5,,,,,,,,,,,,True,,,,
1722,1610612763,Michael Dickerson,Michael Dickerson,1722,MEM,83.0,1,-1,2,3,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
