EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,ThreePtShootingFoulsDrawn,DefensiveGoaltends,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveMakes,Technical Free Throw Trips,Blocked3s,BlockedArc3,Corner3PctBlocked,OffensiveGoaltends,on,Clear Path Fouls,BlockedCorner3
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,108337.0,1806,413,3638,3641,800,750,371,7279,148,209,30.0,53.0,23.0,38.0,42.0,138,41.0,106,1.0,6.0,4.0,14.0,7.0,231,453,5.0,20.0,139,616,3562,39.0,79,15.0,93.0,35.0,77,7.0,54.0,124,306,156,15.0,56.0,2.0,12.0,4.0,43.0,160.0,47.0,207.0,27.0,20.0,101.0,13.0,46.0,461.0,19.0,99,3.0,55,248,31.0,334,121,455,10.0,65.0,49.0,16.0,69.0,17.0,37.0,45.0,4.0,32.0,3.0,114.0,9.0,25.0,103,185,26.0,14.0,203,15.0,89,20.0,83.0,46.0,2.0,35.0,83.0,46.0,5.0,8.0,124,800,20.0,0.6623376623376623,0.7536945812807881,1.0,0.25,0.2777777777777778,0.5099337748344371,0.4936708860759494,0.45454545454545453,0.5042283298097252,0.4936708860759494,0.4166666666666667,0.5432098765432098,0.510989010989011,0.5040650406504065,0.042283298097251586,0.09492273730684327,0.09090909090909091,0.16666666666666666,0.009433962264150943,16.74041297935103,0.6052631578947368,0.28703703703703703,0.03260869565217391,0.16145833333333334,0.07752545027407988,0.16224188790560473,0.05352112676056338,0.1616,0.07230392156862746,0.08484848484848485,0.09329446064139942,0.06456953642384106,0.0625,0.03816793893129771,0.1484593837535014,0.18144329896907216,0.15417867435158503,0.16015625,0.1686746987951807,0.05291005291005291,0.5542168674698795,0.4418604651162791,0.7081339712918661,0.7789473684210526,0.6621621621621622,0.2917547568710359,0.30434782608695654,0.3652173913043478,0.5238095238095238,0.22410147991543342,0.3867924528301887,0.3904761904761905,0.8048780487804879,0.012684989429175475,0.16666666666666666,0.16666666666666666,1.0,0.02959830866807611,0.2857142857142857,0.2857142857142857,1.0,0.6708860759493671,0.5660377358490566,0.1,0.4523809523809524,0.6052631578947368,0.08333333333333333,0.48414376321353064,0.3333333333333333,0.48273010638297886,0.5090436619718309,0.47517654320987657,0.16270566727605118,0.16888045540796964,0.15097402597402598,0.2012987012987013,6.539293598233994,32.224999999999994,0.2199010445299615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,2919.0,49,-1,93,91,37,33,11,184,4,8,,3.0,3.0,6.0,1.0,2,1.0,5,,,,,,6,15,,,3,15,112,,5,3.0,3.0,3.0,7,,1.0,7,10,2,,,,,,,,,,,,,,,,,6,,3,4,,7,6,13,1.0,,,,,,,,,,,,,,1,5,1.0,,6,2.0,2,2.0,1.0,1.0,,,1.0,1.0,,1.0,7,37,,0.8333333333333334,0.8333333333333334,,,,0.4,,0.42857142857142855,0.4,,0.42857142857142855,0.4411764705882353,0.21428571428571427,0.4375,,,,,,15.315315315315313,,,,0.13793103448275862,0.17142857142857143,0.3333333333333333,,0.18421052631578946,0.13043478260869565,0.3,0.16666666666666666,0.10526315789473684,,,0.25,0.1111111111111111,0.08333333333333333,0.42857142857142855,,0.1111111111111111,1.0,0.5333333333333333,0.5,0.5,0.75,0.13333333333333333,0.5,0.5,1.0,0.3333333333333333,0.2,0.2,1.0,,,,,,,,,0.6,,,0.8571428571428571,0.5,,0.5333333333333333,,0.5143466666666667,0.535925,0.5914714285714285,0.13333333333333333,0.13333333333333333,0.2,0.4666666666666667,7.113333333333333,,0.3978494623655914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,46837.0,781,158,1585,1586,552,495,190,3171,82,118,4.0,11.0,21.0,35.0,10.0,24,33.0,71,17.0,50.0,20.0,57.0,27.0,125,213,37.0,107.0,55,416,1552,8.0,19,2.0,30.0,33.0,71,48.0,33.0,150,140,110,75.0,6.0,3.0,54.0,20.0,12.0,72.0,16.0,88.0,9.0,7.0,32.0,10.0,30.0,192.0,8.0,17,,12,68,3.0,83,25,108,3.0,34.0,19.0,15.0,29.0,3.0,21.0,21.0,7.0,8.0,2.0,50.0,5.0,19.0,20,59,6.0,6.0,66,10.0,24,12.0,2.0,,1.0,1.0,2.0,1.0,,,150,552,13.0,0.56,0.5737704918032787,0.6756756756756757,0.34579439252336447,0.3557692307692308,0.5868544600938967,0.42105263157894735,0.4647887323943662,0.5640625,0.4827586206896552,0.49159663865546216,0.5994236311239193,0.5,0.5555555555555556,0.334375,0.056338028169014086,0.07627118644067797,0.125,,21.86123348017621,0.58,0.05084745762711865,,0.10559006211180125,0.03153988868274583,0.07947019867549669,0.04419889502762431,0.10062893081761007,0.034722222222222224,0.035211267605633804,0.02040816326530612,0.036,0.05737704918032787,0.01694915254237288,0.0979020979020979,0.11764705882352941,0.1,0.07317073170731707,0.10714285714285714,0.022388059701492536,0.5,0.36875,0.6949152542372882,0.7522935779816514,0.6463414634146342,0.075,0.4166666666666667,0.47619047619047616,0.2,0.221875,0.4647887323943662,0.4647887323943662,0.45454545454545453,0.15625,0.34,0.34,0.7647058823529411,0.178125,0.3508771929824561,0.35714285714285715,0.6,0.3793103448275862,0.36363636363636365,0.25,0.29411764705882354,0.6,0.226890756302521,0.703125,0.37037037037037035,0.5411652996845425,0.52011875,0.5173788793103448,0.07462686567164178,0.10572687224669604,0.07211538461538461,0.3605769230769231,7.277464788732392,25.10934579439252,0.3482649842271293,1.0,3.0,8.0,21.0,3.0,7.0,9.0,4.0,10.0,17.0,36.0,1.0,1.0,1.0,0.4,0.3541666666666667,0.009345794392523364,0.017543859649122806,0.10344827586206896,0.3333333333333333,1.0,0.2413793103448276,0.42857142857142855,0.6666666666666666,0.17647058823529413,0.38095238095238093,0.3333333333333333,0.009259259259259259,,,,,,,True,,
1800,1610612758,Damon Jones,Damon Jones,1800,SAC,11015.0,184,-51,362,362,75,54,42,724,5,5,,,,,2.0,5,2.0,15,5.0,12.0,6.0,17.0,4.0,9,25,11.0,29.0,1,52,415,,1,,,,2,6.0,,9,10,8,33.0,,,17.0,6.0,2.0,16.0,6.0,22.0,4.0,2.0,13.0,1.0,2.0,50.0,1.0,2,,2,12,,14,3,17,,3.0,1.0,2.0,5.0,2.0,3.0,3.0,,2.0,,8.0,,,5,12,,1.0,4,,2,,1.0,,,1.0,1.0,1.0,,1.0,9,75,2.0,0.5555555555555556,0.5555555555555556,1.0,0.3793103448275862,0.3793103448275862,0.36,,,0.4722222222222222,,0.5625,0.4642857142857143,,0.5625,0.5370370370370371,0.08,,0.2,0.06666666666666667,15.533980582524272,0.625,,,0.08888888888888889,0.013605442176870748,0.06896551724137931,0.022222222222222223,0.08536585365853659,0.015625,0.03571428571428571,,0.012195121951219513,0.03333333333333333,,0.08,0.06521739130434782,0.109375,,0.2857142857142857,,1.0,0.09259259259259259,1.0,1.0,0.6,0.09259259259259259,0.4,0.5,0.5,0.2777777777777778,0.13333333333333333,0.14285714285714285,0.5,0.2222222222222222,0.4166666666666667,0.4166666666666667,1.0,0.3148148148148148,0.35294117647058826,0.35294117647058826,1.0,,,,,,0.5,0.6296296296296297,0.35294117647058826,0.5266481481481482,0.5405333333333333,0.53463125,0.03571428571428571,0.07407407407407407,,0.17307692307692307,13.143999999999998,24.37586206896552,0.20718232044198895,,,,2.0,,3.0,3.0,,3.0,3.0,,,,,,0.5,,,,,,0.75,,,0.25,,0.75,,,,,,,,True,,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,147084.0,2451,419,4983,4980,1400,1272,528,9963,177,246,14.0,29.0,45.0,60.0,36.0,88,129.0,294,61.0,132.0,94.0,274.0,83.0,342,628,155.0,406.0,231,1380,4968,26.0,57,31.0,116.0,89.0,157,111.0,102.0,409,446,238,414.0,26.0,8.0,265.0,93.0,36.0,106.0,35.0,141.0,21.0,14.0,39.0,14.0,53.0,317.0,7.0,52,2.0,62,256,18.0,336,61,397,10.0,72.0,41.0,31.0,61.0,9.0,39.0,40.0,12.0,22.0,2.0,101.0,6.0,29.0,63,143,7.0,7.0,264,19.0,88,33.0,5.0,2.0,,3.0,5.0,3.0,,3.0,409,1400,25.0,0.652046783625731,0.6778115501519757,0.8903225806451613,0.3817733990147783,0.3869346733668342,0.5445859872611465,0.45614035087719296,0.5668789808917197,0.5556092843326886,0.47752808988764045,0.5727611940298507,0.5932277924362357,0.5576923076923077,0.6265625,0.39264990328820115,0.05732484076433121,0.0975609756097561,0.10227272727272728,0.01020408163265306,22.134811371357053,0.6039603960396039,0.11688311688311688,0.015384615384615385,0.12481716235982447,0.029714285714285714,0.13025210084033614,0.014344262295081968,0.1258409180846854,0.026362823949955316,0.040632054176072234,0.027600849256900213,0.025119617224880382,0.012698412698412698,0.017341040462427744,0.09414225941422594,0.12480739599383667,0.1406926406926407,0.12605042016806722,0.14285714285714285,0.02044989775051125,0.6,0.2379110251450677,0.7195121951219512,0.7972972972972973,0.7796610169491526,0.0851063829787234,0.4090909090909091,0.45569620253164556,0.3055555555555556,0.28433268858800775,0.4387755102040816,0.44329896907216493,0.5736434108527132,0.1276595744680851,0.4621212121212121,0.4621212121212121,0.9508196721311475,0.26499032882011603,0.34306569343065696,0.3443223443223443,0.851063829787234,0.3258426966292135,0.4827586206896552,0.21428571428571427,0.22388059701492538,0.75,0.30970149253731344,0.6305609284332688,0.35094339622641507,0.5240555555555552,0.5148577464788732,0.5156599616858238,0.0806159420289855,0.12625538020086083,0.08405797101449275,0.29637681159420287,9.935509554140124,25.00738916256158,0.28095524784266507,4.0,9.0,10.0,28.0,7.0,23.0,33.0,11.0,32.0,43.0,51.0,1.0,1.0,,0.34375,0.38738738738738737,0.0024630541871921183,0.0036496350364963502,0.10112359550561797,0.4444444444444444,1.0,0.25842696629213485,0.30434782608695654,0.8571428571428571,0.1044776119402985,0.35714285714285715,0.39759036144578314,0.002457002457002457,1.0,38.0,,,,,True,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,23900.0,398,-7,801,799,235,213,94,1600,13,28,,4.0,1.0,7.0,8.0,22,19.0,49,,4.0,12.0,26.0,10.0,40,99,12.0,30.0,35,151,810,2.0,13,2.0,12.0,7.0,18,13.0,14.0,31,44,36,36.0,,1.0,25.0,12.0,7.0,20.0,9.0,29.0,5.0,4.0,6.0,2.0,12.0,67.0,5.0,13,,8,35,6.0,49,18,67,2.0,10.0,7.0,3.0,7.0,,4.0,4.0,,3.0,,11.0,2.0,2.0,21,41,1.0,3.0,46,,19,4.0,2.0,,,2.0,2.0,2.0,,1.0,31,235,1.0,0.55,0.55,1.0,0.4,0.41379310344827586,0.40404040404040403,0.15384615384615385,0.3888888888888889,0.4496124031007752,0.3125,0.27419354838709675,0.4967105263157895,0.3333333333333333,0.3875,0.23255813953488372,0.0707070707070707,0.10714285714285714,0.18181818181818182,,18.011049723756905,0.6363636363636364,0.2727272727272727,,0.10638297872340426,0.042071197411003236,0.10666666666666667,0.05154639175257732,0.10643564356435643,0.04433497536945813,0.013513513513513514,0.05194805194805195,0.05063291139240506,0.03225806451612903,0.08571428571428572,0.11864406779661017,0.1,0.10625,0.10909090909090909,0.1,0.029850746268656716,1.0,0.21705426356589147,0.4642857142857143,0.52,0.6153846153846154,0.17054263565891473,0.36363636363636365,0.4444444444444444,0.625,0.3798449612403101,0.3877551020408163,0.3877551020408163,0.47368421052631576,0.031007751937984496,,,,0.20155038759689922,0.46153846153846156,0.46153846153846156,1.0,0.25,,,0.22580645161290322,0.14285714285714285,0.3225806451612903,0.4496124031007752,0.48,0.474926953125,0.4889208333333333,0.48049333333333344,0.12837837837837837,0.16101694915254236,0.07947019867549669,0.2052980132450331,11.184848484848487,25.589999999999996,0.2933832709113608,,,,3.0,2.0,3.0,1.0,2.0,3.0,1.0,,,,,0.6666666666666666,0.07692307692307693,,,,,,0.1875,0.6666666666666666,1.0,0.0967741935483871,,0.1,,,,,,,,True,,
57,1610612758,Doug Christie,Doug Christie,57,SAC,112137.0,1869,380,3839,3839,1001,897,379,7678,88,129,5.0,15.0,19.0,27.0,9.0,24,41.0,105,13.0,32.0,30.0,77.0,20.0,138,258,43.0,109.0,80,485,3800,6.0,29,6.0,36.0,31.0,52,26.0,40.0,129,162,114,117.0,6.0,1.0,76.0,30.0,15.0,231.0,45.0,276.0,20.0,25.0,104.0,30.0,97.0,597.0,14.0,29,,31,148,3.0,182,43,225,4.0,118.0,81.0,37.0,62.0,16.0,43.0,39.0,4.0,19.0,3.0,101.0,5.0,35.0,56,125,3.0,12.0,97,7.0,35,16.0,25.0,4.0,9.0,12.0,26.0,11.0,2.0,1.0,129,1001,19.0,0.5869565217391305,0.6,0.9069767441860465,0.3944954128440367,0.39814814814814814,0.5348837209302325,0.20689655172413793,0.5961538461538461,0.5517711171662125,0.3488372093023256,0.5705128205128205,0.5875912408759124,0.391304347826087,0.6336633663366337,0.2970027247956403,0.05813953488372093,0.07751937984496124,0.125,0.01904761904761905,11.953216374269006,0.6138613861386139,0.02702702702702703,,0.09475032010243278,0.021986353297952996,0.08423913043478261,0.03943661971830986,0.09274611398963731,0.025686977299880526,0.014792899408284023,0.01652892561983471,0.02912621359223301,0.04,0.038461538461538464,0.0610079575596817,0.08,0.12253521126760564,0.08791208791208792,0.07368421052631578,0.024096385542168676,0.4230769230769231,0.35149863760217986,0.6821705426356589,0.7394957983193278,0.5454545454545454,0.0653950953678474,0.375,0.42857142857142855,0.4444444444444444,0.28610354223433243,0.3904761904761905,0.39805825242718446,0.7073170731707317,0.08719346049046321,0.40625,0.41935483870967744,0.8461538461538461,0.2098092643051771,0.38961038961038963,0.38961038961038963,0.9333333333333333,0.3488372093023256,0.3333333333333333,0.2,0.34615384615384615,0.7037037037037037,0.2564102564102564,0.6485013623978202,0.39473684210526316,0.544165300546448,0.5194145161290322,0.5228499999999999,0.08860759493670886,0.12237762237762238,0.07422680412371134,0.26597938144329897,8.925193798449616,24.648623853211006,0.2607449856733524,2.0,3.0,3.0,6.0,4.0,11.0,6.0,6.0,14.0,9.0,12.0,1.0,,3.0,0.42857142857142855,0.34615384615384615,0.009174311926605505,,0.06976744186046512,0.6666666666666666,1.0,0.2558139534883721,0.36363636363636365,1.0,0.07692307692307693,0.5,0.3,,,3.0,1.0,1.0,0.03125,,True,,
1513,1610612758,Scot Pollard,Scot Pollard,1513,SAC,7653.0,128,42,254,257,134,123,33,511,15,21,6.0,9.0,7.0,10.0,3.0,7,,2,,,,,,18,30,,,15,51,250,6.0,10,3.0,15.0,7.0,13,,10.0,24,22,14,,10.0,,,,3.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,4.0,12,,5,13,5.0,23,16,39,,7.0,6.0,1.0,1.0,1.0,1.0,5.0,,,1.0,6.0,,4.0,16,24,2.0,2.0,23,1.0,10,2.0,5.0,5.0,,,5.0,2.0,,,24,134,2.0,0.6111111111111112,0.8461538461538461,,,,0.6,0.6,0.5384615384615384,0.6,0.6,0.5384615384615384,0.6219512195121951,0.5769230769230769,0.631578947368421,,0.1,0.14285714285714285,,,16.151202749140893,0.16666666666666666,0.45454545454545453,,0.12871287128712872,0.15584415584415584,0.22727272727272727,0.14285714285714285,0.14634146341463414,0.1523809523809524,0.15,0.21739130434782608,0.11764705882352941,0.13636363636363635,0.16666666666666666,0.16666666666666666,0.11428571428571428,0.11904761904761904,0.3125,,,0.4,0.7,0.7142857142857143,0.8333333333333334,0.6666666666666666,0.23333333333333334,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.06666666666666667,,,,,,,,,,,,0.9,0.6666666666666666,0.16666666666666666,0.7692307692307693,0.7,,0.7,,0.5058666666666667,0.5224888888888889,0.47649230769230766,0.2564102564102564,0.2564102564102564,0.29411764705882354,0.47058823529411764,3.2133333333333334,,0.5275590551181102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,95352.0,1589,331,3262,3249,893,828,329,6511,84,131,4.0,11.0,18.0,35.0,31.0,82,120.0,279,22.0,55.0,19.0,54.0,20.0,235,492,41.0,109.0,142,735,3247,14.0,31,12.0,46.0,49.0,115,36.0,85.0,225,270,200,117.0,4.0,2.0,52.0,19.0,21.0,223.0,37.0,260.0,22.0,15.0,114.0,21.0,88.0,557.0,6.0,21,1.0,28,69,1.0,98,28,126,7.0,64.0,32.0,32.0,61.0,17.0,42.0,35.0,9.0,19.0,,96.0,1.0,30.0,40,72,1.0,7.0,163,11.0,47,40.0,7.0,3.0,1.0,3.0,7.0,4.0,,,225,893,12.0,0.574468085106383,0.5793991416309013,0.9512195121951219,0.3761467889908257,0.38317757009345793,0.47764227642276424,0.45161290322580644,0.4260869565217391,0.4933444259567388,0.4594594594594595,0.46357615894039733,0.5428360413589365,0.5348837209302325,0.5710659898477157,0.18136439267886856,0.042682926829268296,0.08396946564885496,0.07317073170731707,0.014336917562724014,21.312379376895503,0.6354166666666666,0.011111111111111112,0.011904761904761904,0.051224944320712694,0.018600531443755536,0.08695652173913043,0.020202020202020204,0.05811863391252247,0.018934081346423562,0.01384083044982699,0.026845637583892617,0.016605166051660517,0.026737967914438502,0.00909090909090909,0.0364741641337386,0.03667481662591687,0.06896551724137931,0.07264957264957266,0.125,0.023333333333333334,0.5714285714285714,0.21797004991680533,0.6412213740458015,0.7,0.5476190476190477,0.13643926788685523,0.3780487804878049,0.40789473684210525,0.41935483870967744,0.46422628951747086,0.43010752688172044,0.43636363636363634,0.6333333333333333,0.09151414309484193,0.4,0.4,0.9545454545454546,0.08985024958402663,0.35185185185185186,0.3584905660377358,0.9473684210526315,0.2972972972972973,0.36363636363636365,0.5,0.23178807947019867,0.5142857142857142,0.13245033112582782,0.39933444259567386,0.36538461538461536,0.4871935726210349,0.48389848484848486,0.48690133333333335,0.07378335949764521,0.08901515151515152,0.06258503401360545,0.30612244897959184,12.236991869918702,24.910091743119274,0.2737584304107909,1.0,3.0,7.0,16.0,1.0,3.0,7.0,2.0,6.0,14.0,6.0,1.0,,,0.3333333333333333,0.3888888888888889,0.009174311926605505,0.018518518518518517,0.08108108108108109,0.3333333333333333,1.0,0.08108108108108109,0.3333333333333333,1.0,0.10596026490066225,0.4375,0.35,,,,,,,,True,,
1721,1610612758,Keon Clark,Keon Clark,1721,SAC,45245.0,754,67,1504,1506,494,377,159,3010,58,92,8.0,22.0,15.0,23.0,22.0,61,22.0,51,,,,2.0,2.0,102,204,,2.0,35,239,1488,14.0,31,1.0,29.0,25.0,52,2.0,14.0,64,144,60,,14.0,2.0,,,12.0,30.0,7.0,37.0,6.0,1.0,23.0,1.0,6.0,81.0,12.0,38,3.0,36,94,13.0,143,53,196,5.0,19.0,11.0,8.0,23.0,5.0,9.0,20.0,5.0,14.0,1.0,43.0,2.0,8.0,69,95,7.0,6.0,52,4.0,23,5.0,70.0,30.0,4.0,36.0,70.0,36.0,1.0,,64,494,4.0,0.7058823529411765,0.7578947368421053,,,,0.5,0.45161290322580644,0.4807692307692308,0.49514563106796117,0.45161290322580644,0.46296296296296297,0.5195652173913043,0.453125,0.49230769230769234,0.009708737864077669,0.058823529411764705,0.07608695652173914,0.08196721311475409,,16.240333135038668,0.5348837209302325,0.2549019607843137,0.0625,0.14506172839506173,0.07183364839319471,0.2482758620689655,0.08333333333333333,0.16393442622950818,0.07429420505200594,0.072,0.07142857142857142,0.07196969696969698,0.0989010989010989,0.05660377358490566,0.11029411764705882,0.14084507042253522,0.16387959866220736,0.25688073394495414,0.2222222222222222,0.056179775280898875,0.5142857142857142,0.44660194174757284,0.6304347826086957,0.6823529411764706,0.7931034482758621,0.2961165048543689,0.36065573770491804,0.39285714285714285,0.6363636363636364,0.24757281553398058,0.43137254901960786,0.43137254901960786,0.5454545454545454,,,,,0.009708737864077669,,,,0.7096774193548387,0.36363636363636365,0.25,0.42592592592592593,0.6521739130434783,0.037037037037037035,0.4563106796116505,,0.4765519607843137,0.5039464285714286,0.47479807692307696,0.10222222222222223,0.1031390134529148,0.12133891213389121,0.26778242677824265,6.623529411764707,66.15,0.32845744680851063,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,True,,
