EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeAssists,Steals,LostBallSteals,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,Arc3Assists,ShortMidRangeAssists,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,BlockedShortMidRange,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsPutbacks,FoulsDrawn,Offensive Fouls Drawn,ShortMidRangePctBlocked,SecondChanceFtPoints,Travels,DefensiveGoaltends,3SecondViolations,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,on,HeaveAttempts,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Arc3PctBlocked,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3PctAssisted,BlockedCorner3,OffensiveGoaltends,HeaveMakes
1032,1610612737,Darvin Ham,Darvin Ham,1032,ATL,5745.0,96.0,-21,158,172,41.0,63,25,330,4.0,7.0,1.0,2.0,1.0,1.0,4.0,2.0,5.0,1.0,7.0,16.0,1.0,2.0,16.0,171.0,1.0,4.0,2.0,2.0,5.0,1.0,5.0,14.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,4.0,5.0,1.0,9.0,1.0,11.0,9.0,20.0,3.0,1.0,3.0,2.0,6.0,2.0,1.0,4.0,15.0,3.0,7.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,41.0,1.0,1.0,1.0,0.4375,0.25,0.4,0.4117647058823529,0.25,0.4,0.4,0.25,0.4166666666666667,0.0588235294117647,0.125,0.2857142857142857,13.68421052631579,0.5,0.25,0.1428571428571428,0.0769230769230769,0.04,0.2666666666666666,0.1136363636363636,0.1125,0.1,0.0952380952380952,0.0416666666666666,0.1818181818181818,0.5,0.2857142857142857,0.125,0.08,0.05,1.0,0.4117647058823529,0.5714285714285714,0.8,1.0,0.2352941176470588,0.25,0.25,1.0,0.2941176470588235,0.4,0.4,1.0,0.0588235294117647,0.5,0.5,1.0,0.2,0.4705882352941176,0.4666176470588236,0.5203,0.39104,0.1578947368421052,0.1666666666666666,0.125,0.3125,8.65,25.0,0.2594936708860759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1736,1610612737,Corey Benjamin,Corey Benjamin,1736,ATL,688.0,11.0,4,20,23,5.0,6,1,43,,,,,,,,,,1.0,,,1.0,,,19.0,,,,,,,,,1.0,,3.0,,3.0,,1.0,6.0,,,,2.0,,2.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,1.0,,,4.761904761904762,,,0.2857142857142857,,,,0.2,,,,,,,0.2,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,0.4776,,,,,,,,28.4,0.25,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2366,1610612737,Mike Wilks,Mike Wilks,2366,ATL,21862.0,364.0,-19,649,664,141.0,247,89,1313,13.0,25.0,1.0,2.0,4.0,4.0,13.0,6.0,26.0,13.0,23.0,64.0,17.0,21.0,85.0,676.0,3.0,5.0,6.0,2.0,10.0,10.0,20.0,10.0,13.0,5.0,31.0,11.0,42.0,2.0,11.0,95.0,1.0,8.0,11.0,21.0,,32.0,9.0,41.0,8.0,6.0,8.0,2.0,16.0,2.0,2.0,17.0,38.0,2.0,29.0,1.0,11.0,4.0,1.0,,,1.0,1.0,,20.0,141.0,6.0,0.217391304347826,0.217391304347826,0.359375,0.6,0.2,0.3950617283950617,0.3333333333333333,0.3846153846153846,0.4473684210526316,0.3333333333333333,0.5263157894736842,0.2098765432098765,0.078125,0.2,14.760638297872342,0.5,,0.0897435897435897,0.0321285140562249,0.1486486486486486,0.015625,0.1038961038961039,0.0287539936102236,0.0138888888888888,0.027027027027027,0.0485436893203883,0.0204081632653061,,0.0677966101694915,0.0843373493975903,0.108695652173913,0.1228070175438596,1.0,0.3086419753086419,0.52,0.65,0.2307692307692307,0.1604938271604938,0.3076923076923077,0.3076923076923077,0.25,0.3209876543209876,0.2307692307692307,0.2307692307692307,0.1666666666666666,0.1604938271604938,0.2222222222222222,0.5,1.0,0.3076923076923077,0.5185185185185185,0.472887037037037,0.4763499999999999,0.4699192307692307,0.1208791208791208,0.1486486486486486,0.0705882352941176,0.2352941176470588,9.046875,25.03529411764705,0.2172573189522342,10.0,16.0,7.0,1.0,1.0,4.0,5.0,4.0,2.0,3.0,6.0,4.0,2.0,3.0,36.0,9.0,9.0,5.0,1.0,9.0,10.0,2.0,9.0,3.0,2.0,1.0,1.0,0.5,0.3529411764705882,0.6666666666666666,0.3529411764705882,0.0588235294117647,0.25,0.2352941176470588,0.0434782608695652,0.0493827160493827,0.25,0.3333333333333333,1.0,0.3846153846153846,0.3846153846153846,0.4,0.4444444444444444,0.25,0.2307692307692307,0.6666666666666666,0.3846153846153846,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
673,1610612737,Alan Henderson,Alan Henderson,673,ATL,7887.0,131.0,-12,232,235,58.0,100,35,467,8.0,11.0,4.0,5.0,1.0,3.0,12.0,2.0,3.0,,13.0,26.0,,,26.0,243.0,5.0,7.0,10.0,2.0,3.0,,4.0,16.0,,2.0,2.0,1.0,3.0,,1.0,7.0,1.0,11.0,5.0,11.0,1.0,17.0,12.0,29.0,2.0,2.0,3.0,,5.0,2.0,2.0,7.0,19.0,2.0,,,,,1.0,1.0,,1.0,1.0,,4.0,58.0,3.0,0.6153846153846154,0.8888888888888888,0.5,0.7142857142857143,0.6666666666666666,0.5,0.7142857142857143,0.6666666666666666,0.5,0.7142857142857143,0.6666666666666666,,0.0769230769230769,,11.313868613138686,0.4,0.1666666666666666,0.1447368421052631,0.11,0.15625,0.0476190476190476,0.1481481481481481,0.0991735537190082,0.074074074074074,0.125,0.1219512195121951,0.0555555555555555,,0.1428571428571428,0.1153846153846153,0.1666666666666666,0.1666666666666666,1.0,0.4230769230769231,0.7272727272727273,0.7272727272727273,0.5,0.4615384615384615,0.25,0.3,0.6666666666666666,0.1153846153846153,0.6666666666666666,0.6666666666666666,1.0,,0.7142857142857143,0.8,,0.3333333333333333,0.4230769230769231,0.4687538461538461,0.5347166666666667,0.4834,,,0.3846153846153846,0.1538461538461538,5.453846153846154,,0.25,1.0,4.0,3.0,1.0,,,,,,,,,,,10.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,0.125,,,,,,,,,,1.0,,,,8.0,1.0,1.0,0.1666666666666666,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
689,1610612737,Theo Ratliff,Theo Ratliff,689,ATL,15105.0,252.0,-26,444,461,86.0,148,56,905,9.0,17.0,3.0,6.0,4.0,6.0,16.0,4.0,11.0,,19.0,44.0,,17.0,55.0,471.0,5.0,10.0,13.0,1.0,7.0,5.0,7.0,24.0,,3.0,3.0,1.0,4.0,,2.0,9.0,1.0,12.0,6.0,29.0,4.0,39.0,13.0,52.0,8.0,2.0,8.0,6.0,16.0,2.0,2.0,8.0,24.0,2.0,23.0,1.0,8.0,4.0,19.0,11.0,1.0,19.0,11.0,1.0,7.0,86.0,4.0,0.631578947368421,0.75,0.4318181818181818,0.5,0.1428571428571428,0.4318181818181818,0.5,0.1428571428571428,0.5,0.5416666666666666,0.3181818181818182,,0.0681818181818181,0.1176470588235294,14.003944773175542,0.5,0.2857142857142857,0.1736526946107784,0.075,0.1224489795918367,0.0217391304347826,0.162037037037037,0.0631067961165048,0.1276595744680851,0.0434782608695652,0.0597014925373134,0.0303030303030303,,0.1458333333333333,0.2166666666666666,0.1525423728813559,0.125,0.5789473684210527,0.3863636363636363,0.5294117647058824,0.6,0.4444444444444444,0.3636363636363636,0.375,0.4,0.6666666666666666,0.25,0.3636363636363636,0.3636363636363636,1.0,,0.6,0.5,,0.5714285714285714,0.3863636363636363,0.4527840909090909,0.4994777777777778,0.4738857142857142,0.1568627450980392,0.1568627450980392,0.2363636363636363,0.1272727272727272,7.670454545454544,,0.1936936936936936,1.0,4.0,2.0,1.0,,,,,,,,,,,14.0,,,,,1.0,,2.0,2.0,1.0,2.0,,7.0,,,,,,,0.1111111111111111,0.0909090909090909,,,,,,,,,0.25,,,,6.0,,,0.0625,3.0,2.0,3.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1737,1610612737,Nazr Mohammed,Nazr Mohammed,1737,ATL,3716.0,62.0,-2,116,117,29.0,54,18,233,8.0,11.0,3.0,4.0,1.0,3.0,8.0,3.0,4.0,,14.0,23.0,,4.0,32.0,123.0,3.0,5.0,8.0,4.0,5.0,,8.0,16.0,,2.0,,,,,,,,7.0,1.0,8.0,3.0,12.0,7.0,19.0,1.0,1.0,2.0,,3.0,1.0,,8.0,14.0,1.0,5.0,3.0,4.0,,2.0,1.0,,2.0,2.0,,8.0,29.0,3.0,0.5714285714285714,0.6666666666666666,0.6086956521739131,0.6,0.8,0.6086956521739131,0.6,0.8,0.6666666666666666,0.8,0.8,,0.0869565217391304,0.0909090909090909,19.565217391304348,0.3333333333333333,0.6,0.2352941176470588,0.1489361702127659,0.0666666666666666,,0.1836734693877551,0.1147540983606557,0.2666666666666666,,0.1764705882352941,,,0.25,0.1818181818181818,0.2666666666666666,0.1,1.0,0.4782608695652174,0.7272727272727273,0.8,0.625,0.3478260869565217,0.375,0.4285714285714285,,0.1739130434782608,0.75,0.75,1.0,,0.8,0.75,,0.2,0.4782608695652174,0.4708434782608695,0.5786200000000001,0.41898,0.1666666666666666,0.1666666666666666,0.25,0.25,6.330434782608696,,0.25,,5.0,2.0,1.0,,,,,,,,,,,12.0,,,,,,,1.0,3.0,,1.0,,1.0,,,,,,,,0.1428571428571428,,,,,,,,,1.0,,,,4.0,,,0.125,2.0,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1901,1610612737,Dion Glover,Dion Glover,1901,ATL,4934.0,82.0,-13,148,151,26.0,73,16,299,1.0,6.0,1.0,1.0,1.0,3.0,8.0,5.0,11.0,3.0,9.0,25.0,5.0,4.0,28.0,170.0,1.0,1.0,2.0,1.0,6.0,2.0,7.0,6.0,3.0,3.0,8.0,,8.0,,4.0,16.0,,2.0,,8.0,,8.0,2.0,10.0,3.0,3.0,2.0,,5.0,,,2.0,6.0,,4.0,,1.0,1.0,1.0,,,1.0,1.0,,7.0,26.0,1.0,0.3333333333333333,0.375,0.36,1.0,0.1666666666666666,0.4,0.5,0.3125,0.4375,0.5,0.3888888888888889,0.1666666666666666,0.12,0.3333333333333333,22.5609756097561,0.6,,0.1290322580645161,0.04,,,0.1111111111111111,0.0344827586206896,0.0769230769230769,0.0625,,,,0.2352941176470588,0.0833333333333333,0.0952380952380952,,1.0,0.2,0.1666666666666666,0.25,,0.2666666666666666,0.375,0.4285714285714285,,0.3666666666666666,0.4545454545454545,0.4545454545454545,0.6,0.1,0.5,1.0,,0.125,0.3666666666666666,0.4216066666666666,0.56925,0.3557749999999999,0.032258064516129,0.0384615384615384,0.0714285714285714,0.25,10.588,24.56,0.1756756756756756,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,12.0,6.0,,1.0,,,3.0,1.0,1.0,,,,1.0,1.0,0.4,0.5,0.4,,,,0.0666666666666666,0.0666666666666666,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.25,0.5,0.3333333333333333,2.0,,,0.125,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2424,1610612737,Dan Dickau,Dan Dickau,2424,ATL,786.0,13.0,10,27,26,14.0,18,8,53,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,7.0,2.0,,11.0,19.0,2.0,3.0,4.0,4.0,5.0,,8.0,,1.0,,4.0,,4.0,,1.0,8.0,,3.0,1.0,1.0,,2.0,3.0,5.0,,,,,,,,,4.0,,,,,,,,,,,,8.0,14.0,1.0,,,0.5714285714285714,0.6666666666666666,0.8,0.6111111111111112,0.6666666666666666,0.8,0.6111111111111112,0.6666666666666666,0.8,0.2222222222222222,,,24.324324324324326,,,0.1428571428571428,0.1875,0.25,,0.1818181818181818,0.1666666666666666,,0.375,,,,,,0.2,0.25,,0.3333333333333333,0.6666666666666666,0.6666666666666666,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.1111111111111111,1.0,1.0,,0.1111111111111111,1.0,0.6666666666666666,,0.4,0.5555555555555556,0.4732388888888889,0.58415,0.45918,,,0.3636363636363636,0.7272727272727273,5.385714285714286,23.9,0.5185185185185185,3.0,,,2.0,1.0,1.0,,,,,1.0,,,,8.0,3.0,,,,,,,,,,,,1.0,0.5,,0.5,,,,,0.1111111111111111,1.0,1.0,1.0,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2321,1610612737,Paul Shirley,Paul Shirley,2321,ATL,321.0,5.0,10,9,9,6.0,9,3,18,,1.0,,,,,1.0,,1.0,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,21.428571428571427,,,0.2,,,,0.1428571428571428,,,,,,,,,0.25,,,0.3333333333333333,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,0.3333333333333333,0.3724333333333333,,0.3555,,,,,7.899999999999999,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
949,1610612737,Shareef Abdur-Rahim,Shareef Abdur-Rahim,949,ATL,17591.0,293.0,5,521,524,89.0,163,71,1045,21.0,41.0,5.0,7.0,7.0,20.0,35.0,7.0,27.0,5.0,48.0,103.0,7.0,56.0,158.0,521.0,7.0,13.0,20.0,12.0,19.0,17.0,44.0,46.0,5.0,10.0,10.0,5.0,15.0,3.0,4.0,35.0,3.0,13.0,13.0,29.0,5.0,47.0,16.0,63.0,11.0,6.0,9.0,5.0,20.0,5.0,3.0,10.0,22.0,2.0,67.0,2.0,28.0,6.0,3.0,1.0,2.0,3.0,1.0,,44.0,89.0,4.0,0.4791666666666667,0.5227272727272727,0.4660194174757281,0.5384615384615384,0.631578947368421,0.4636363636363636,0.5666666666666667,0.6428571428571429,0.5528169014084507,0.5882352941176471,0.7333333333333333,0.0636363636363636,0.0970873786407767,0.1951219512195122,26.91029900332226,0.55,0.3571428571428571,0.1494845360824742,0.0666666666666666,0.2203389830508474,0.0612244897959183,0.1660079051383399,0.0655737704918032,0.0892857142857142,0.0714285714285714,0.0481927710843373,0.0857142857142857,,0.1836734693877551,0.1428571428571428,0.1333333333333333,0.2340425531914893,0.3333333333333333,0.3727272727272727,0.5121951219512195,0.6363636363636364,0.4761904761904761,0.3181818181818182,0.5714285714285714,0.6060606060606061,0.4,0.2454545454545454,0.2592592592592592,0.2592592592592592,0.7142857142857143,0.0454545454545454,0.4666666666666667,0.7142857142857143,0.2,0.3333333333333333,0.4363636363636363,0.4496695454545454,0.4769033333333332,0.4351857142857143,0.2058823529411764,0.2170542635658914,0.1265822784810126,0.2784810126582278,7.81747572815534,24.77142857142857,0.1708253358925144,5.0,6.0,,5.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,6.0,,2.0,,2.0,1.0,1.0,6.0,2.0,1.0,,,1.0,0.2857142857142857,0.5,0.2857142857142857,,,0.1666666666666666,0.0204081632653061,0.0181818181818181,,,,0.4,0.4,1.0,0.0666666666666666,0.7142857142857143,0.0952380952380952,0.5,0.4,8.0,,,0.0571428571428571,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,0.5,0.0666666666666666,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,
