EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ThreePtAssists,Arc3Assists,LostBallSteals,BlockedLongMidRange,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,SecondChanceFtPoints,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGA,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,Travels,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedShortMidRange,FG3APct,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Arc3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Corner3Assists,Technical Free Throw Trips,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Blocked3s,BlockedArc3,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,OffensiveGoaltends,DefensiveGoaltends,OffCorner3ReboundPct,PtsUnassisted3s,on,3SecondViolations,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1548,1610612743,Mark Blount,Mark Blount,1548,DEN,2584.0,43,-13,85,86,25,37,17.0,171,3.0,8.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,5.0,7.0,17.0,14.0,76,1.0,2.0,2.0,2.0,7.0,4.0,10.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,4.0,5.0,6.0,11.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,7.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,25,1.0,0.7142857142857143,0.8333333333333334,0.4117647058823529,0.5,0.2857142857142857,0.4117647058823529,0.5,0.2857142857142857,0.4117647058823529,0.5,0.2857142857142857,0.11764705882352941,0.25,22.22222222222222,0.5714285714285714,0.13793103448275862,0.1282051282051282,0.125,0.125,0.13513513513513514,0.1276595744680851,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.14285714285714285,0.2727272727272727,0.07692307692307693,0.2,0.14285714285714285,0.5,0.47058823529411764,0.375,0.5,0.3333333333333333,0.23529411764705882,0.5,0.5,1.0,0.29411764705882354,0.4,0.4,1.0,1.0,0.5,0.5714285714285714,0.25,0.47058823529411764,0.44864117647058827,0.5585,0.4216857142857143,0.14285714285714285,0.2857142857142857,7.347058823529412,0.29411764705882354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1763,1610612743,Ryan Bowen,Ryan Bowen,1763,DEN,2391.0,40,-4,80,82,19,42,14.0,162,3.0,4.0,,,,,2.0,2.0,,3.0,5.0,9.0,10.0,72,,,,,1.0,,8.0,2.0,,,1.0,2.0,,1.0,5.0,,,,2.0,2.0,,2.0,,4.0,2.0,3.0,,3.0,,,,3.0,1.0,,1.0,3.0,,2.0,1.0,2.0,2.0,,,19,2.0,0.8,0.8,0.5555555555555556,,,0.5555555555555556,,,0.5555555555555556,,,,,12.121212121212121,1.0,0.09523809523809523,,,,0.07692307692307693,,,,,,0.1111111111111111,0.125,,,1.0,0.4444444444444444,0.75,0.75,1.0,0.2222222222222222,1.0,1.0,0.5,0.3333333333333333,,,,,,,,0.4444444444444444,0.4784777777777778,,0.3238,,,7.355555555555556,0.2375,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2051,1610612743,Donnell Harvey,Donnell Harvey,2051,DEN,7718.0,129,-2,248,245,70,88,48.0,493,17.0,24.0,5.0,8.0,5.0,7.0,4.0,10.0,3.0,8.0,24.0,42.0,55.0,223,7.0,10.0,16.0,7.0,12.0,15.0,22.0,26.0,12.0,3.0,6.0,8.0,2.0,3.0,18.0,1.0,12.0,5.0,16.0,23.0,16.0,39.0,2.0,7.0,4.0,8.0,,5.0,3.0,,3.0,11.0,1.0,3.0,8.0,19.0,2.0,2.0,1.0,2.0,,,15.0,70,2.0,0.4583333333333333,0.6111111111111112,0.5714285714285714,0.7,0.5833333333333334,0.5581395348837209,0.7,0.5384615384615384,0.5851063829787234,0.7272727272727273,0.5357142857142857,0.07142857142857142,0.08333333333333333,18.83116883116883,0.7272727272727273,0.1951219512195122,0.11650485436893204,0.18518518518518517,0.05,0.1926605504587156,0.10569105691056911,0.13157894736842105,0.10714285714285714,0.10810810810810811,0.0625,0.24,0.18181818181818182,0.14285714285714285,0.14285714285714285,,0.5581395348837209,0.7083333333333334,0.7727272727272727,0.4117647058823529,0.23255813953488372,0.4,0.4444444444444444,0.25,0.18604651162790697,0.375,0.375,1.0,0.8,0.625,0.5384615384615384,0.7142857142857143,0.5813953488372093,0.4946593023255814,0.56833,0.5167423076923077,0.2909090909090909,0.2727272727272727,5.5547619047619055,0.28225806451612906,2.0,2.0,3.0,,1.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,10.0,2.0,6.0,1.0,0.023255813953488372,0.1,0.2857142857142857,0.23076923076923078,0.16666666666666666,0.3333333333333333,0.023255813953488372,0.07692307692307693,0.1276595744680851,0.13043478260869565,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2428,1610612743,Vincent Yarbrough,Vincent Yarbrough,2428,DEN,1915.0,32,-7,71,71,27,33,10.0,142,,1.0,,,,,5.0,7.0,,2.0,5.0,10.0,10.0,57,2.0,2.0,4.0,2.0,3.0,4.0,4.0,6.0,2.0,1.0,2.0,3.0,,2.0,7.0,1.0,1.0,,4.0,4.0,2.0,6.0,,1.0,1.0,2.0,,2.0,1.0,1.0,,3.0,,1.0,,2.0,,1.0,,1.0,,,4.0,27,,0.4,0.5,0.5,1.0,0.6666666666666666,0.45454545454545453,1.0,0.6666666666666666,0.45454545454545453,1.0,0.6666666666666666,0.1,1.0,17.28395061728395,0.6666666666666666,0.16,0.041666666666666664,,0.14285714285714285,0.13793103448275862,0.06451612903225806,0.1,,,0.14285714285714285,0.08333333333333333,0.375,,,,0.09090909090909091,,,,0.6363636363636364,0.7142857142857143,0.7142857142857143,0.4,0.18181818181818182,,,,,,,,0.18181818181818182,0.3928318181818182,0.4488,0.38653333333333334,0.4,0.4,9.38,0.38028169014084506,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,0.09090909090909091,,,,,,0.09090909090909091,,,,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2453,1610612743,Predrag Savovic,Predrag Savovic,2453,DEN,15351.0,256,-39,503,502,170,212,90.0,1005,15.0,33.0,1.0,6.0,2.0,5.0,2.0,7.0,8.0,27.0,25.0,67.0,83.0,464,2.0,10.0,7.0,7.0,19.0,31.0,38.0,12.0,2.0,9.0,19.0,22.0,7.0,8.0,47.0,1.0,8.0,4.0,12.0,16.0,9.0,25.0,2.0,14.0,13.0,10.0,1.0,7.0,11.0,3.0,3.0,21.0,2.0,5.0,10.0,33.0,4.0,1.0,,1.0,1.0,1.0,31.0,170,7.0,0.76,0.7916666666666666,0.373134328358209,0.2,0.3684210526315789,0.3333333333333333,0.23333333333333334,0.35714285714285715,0.3894230769230769,0.21875,0.4027777777777778,0.13432835820895522,0.15151515151515152,20.391517128874387,0.47619047619047616,0.0759493670886076,0.03864734299516908,0.08163265306122448,0.022222222222222223,0.07729468599033816,0.03571428571428571,0.06666666666666667,0.018867924528301886,0.02531645569620253,0.029411764705882353,0.09090909090909091,0.07575757575757576,0.10810810810810811,0.038461538461538464,1.0,0.3548387096774194,0.45454545454545453,0.5357142857142857,0.6666666666666666,0.07526881720430108,0.2857142857142857,0.4,1.0,0.2903225806451613,0.2962962962962963,0.32,0.875,0.4,0.16666666666666666,0.17857142857142858,0.4,0.6344086021505376,0.5173080645161292,0.5002964285714286,0.47990892857142853,0.08433734939759036,0.37349397590361444,8.576119402985077,0.3379721669980119,3.0,2.0,1.0,,24.0,9.0,26.0,21.0,,9.0,11.0,24.0,4.0,,,1.0,,29.0,4.0,9.0,1.0,0.27956989247311825,0.2857142857142857,,,0.05405405405405406,,0.25806451612903225,0.32142857142857145,0.09183673469387756,0.125,25.319230769230767,2.0,4.0,1.0,5.0,2.0,4.0,1.0,5.0,2.0,12.0,4.0,1.0,3.0,6.0,1.0,0.15384615384615385,0.2,0.2222222222222222,0.15384615384615385,0.07407407407407407,0.021505376344086023,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.2,1.0,0.2222222222222222,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2454,1610612743,Junior Harrington,Junior Harrington,2454,DEN,6706.0,112,-3,222,221,81,107,48.0,443,2.0,6.0,,,,3.0,2.0,10.0,10.0,20.0,14.0,36.0,38.0,189,1.0,2.0,4.0,2.0,11.0,10.0,20.0,8.0,,6.0,10.0,10.0,7.0,3.0,20.0,,3.0,3.0,9.0,12.0,3.0,15.0,,4.0,2.0,9.0,2.0,8.0,9.0,1.0,1.0,18.0,3.0,11.0,10.0,19.0,2.0,,,,,,10.0,81,5.0,0.7142857142857143,0.7142857142857143,0.3888888888888889,0.5,0.18181818181818182,0.3888888888888889,0.5,0.18181818181818182,0.4418604651162791,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,21.70818505338078,0.5,0.140625,0.031914893617021274,0.13636363636363635,,0.13953488372093023,0.028037383177570093,0.058823529411764705,,0.030303030303030304,,0.08695652173913043,0.041666666666666664,0.17647058823529413,,,0.16666666666666666,0.3333333333333333,0.5,0.5,0.2777777777777778,0.2,0.3333333333333333,,0.5555555555555556,0.5,0.5,0.9,,,0.2727272727272727,,0.16666666666666666,0.4223527777777777,0.3983,0.4209818181818182,0.10526315789473684,0.2631578947368421,12.944444444444443,0.36486486486486486,,,2.0,,,,,10.0,2.0,,6.0,,,,,2.0,2.0,14.0,,5.0,,,0.4,,,0.35294117647058826,,,,0.12195121951219512,0.12195121951219512,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2206,1610612743,Rodney White,Rodney White,2206,DEN,2142.0,36,-20,76,76,32,42,8.0,152,4.0,8.0,1.0,1.0,1.0,2.0,,1.0,3.0,9.0,7.0,18.0,18.0,82,1.0,2.0,5.0,1.0,6.0,6.0,8.0,6.0,,4.0,1.0,1.0,1.0,,2.0,,,,3.0,4.0,,4.0,,1.0,1.0,2.0,,,,,2.0,2.0,1.0,,2.0,3.0,,,,1.0,,,6.0,32,,0.5714285714285714,0.5714285714285714,0.3888888888888889,0.5,0.16666666666666666,0.425,0.8333333333333334,0.3125,0.42857142857142855,0.8333333333333334,0.3333333333333333,0.2222222222222222,0.25,27.380952380952383,1.0,0.14285714285714285,,,,0.11538461538461539,,,,,,,0.3333333333333333,,,,0.4,0.5,0.6666666666666666,0.5,0.05,,,,0.45,0.3333333333333333,0.375,0.6666666666666666,0.3333333333333333,1.0,0.25,0.5,0.5,0.4693225,0.43255,0.40744375,0.2777777777777778,0.3333333333333333,9.822222222222223,0.42105263157894735,,,,,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,,,1.0,,1.0,2.0,,1.0,,0.1,1.0,0.16666666666666666,,,,0.05,0.125,0.047619047619047616,0.05263157894736842,25.05,1.0,,,,,1.0,1.0,1.0,1.0,3.0,,,,,1.0,0.5,1.0,0.5,0.5,0.1111111111111111,0.05,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.125,1.0,,,,,True,,,,,,,,
436,1610612743,Juwan Howard,Juwan Howard,436,DEN,5239.0,87,-41,176,180,59,82,34.0,356,4.0,8.0,1.0,2.0,1.0,1.0,,7.0,6.0,15.0,10.0,30.0,31.0,169,1.0,6.0,3.0,6.0,7.0,14.0,16.0,4.0,2.0,2.0,5.0,5.0,4.0,1.0,10.0,1.0,8.0,3.0,10.0,22.0,9.0,31.0,1.0,4.0,4.0,3.0,1.0,1.0,6.0,1.0,2.0,9.0,,,2.0,8.0,3.0,3.0,2.0,3.0,2.0,,14.0,59,1.0,0.8,0.8888888888888888,0.3333333333333333,0.16666666666666666,0.8571428571428571,0.3333333333333333,0.16666666666666666,0.8571428571428571,0.4189189189189189,0.25,0.7777777777777778,0.06666666666666667,0.25,21.19815668202765,0.3333333333333333,0.17857142857142858,0.09302325581395349,0.1875,0.05555555555555555,0.18055555555555555,0.08653846153846154,0.03225806451612903,0.1,0.14285714285714285,0.07142857142857142,0.125,0.19047619047619047,0.1111111111111111,0.058823529411764705,0.6666666666666666,0.26666666666666666,0.5,0.6666666666666666,0.5,0.23333333333333334,,,,0.5,0.4,0.4,1.0,0.3333333333333333,0.5,0.14285714285714285,1.0,0.26666666666666666,0.45419333333333334,0.46485,0.4129714285714286,0.0967741935483871,0.45161290322580644,10.159999999999998,0.3352272727272727,,,,,,,,11.0,1.0,,2.0,,,,9.0,1.0,,15.0,1.0,7.0,1.0,,,0.6923076923076923,,0.2727272727272727,0.2857142857142857,,,0.19444444444444445,0.19444444444444445,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2261,1610612743,Kenny Satterfield,Kenny Satterfield,2261,DEN,2153.0,36,-6,68,68,17,17,14.0,136,,3.0,,,,1.0,2.0,4.0,2.0,7.0,4.0,14.0,8.0,60,,1.0,,,5.0,,,8.0,,2.0,4.0,4.0,1.0,3.0,8.0,,1.0,,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,3.0,,,4.0,1.0,2.0,1.0,2.0,1.0,,,,,,,17,,,,0.2857142857142857,,,0.23529411764705882,,,0.23529411764705882,,,0.14285714285714285,0.6666666666666666,23.863636363636363,0.25,0.05263157894736842,0.02564102564102564,,,0.041666666666666664,0.021739130434782608,0.07692307692307693,,,,,0.16666666666666666,,,,0.17647058823529413,,,,0.23529411764705882,0.5,0.5,,0.4117647058823529,0.2857142857142857,0.2857142857142857,,,,0.16666666666666666,,0.35294117647058826,0.4484794117647059,0.3567,0.43733333333333335,,,11.871428571428572,0.25,,,,,2.0,,3.0,,,1.0,,2.0,,,,1.0,,,,,,0.17647058823529413,,,,,,0.11764705882352941,,,,24.333333333333332,1.0,,,,,,,,,,,,,,,,,,,,0.058823529411764705,,,,,,,,,,,,,1.0,,,,,,,,,,0.16666666666666666,,,,,,True,,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,7882.0,131,-24,251,254,88,107,35.0,505,15.0,24.0,1.0,5.0,7.0,11.0,3.0,9.0,1.0,5.0,19.0,38.0,54.0,249,1.0,5.0,4.0,8.0,16.0,23.0,20.0,18.0,2.0,5.0,2.0,2.0,1.0,,4.0,1.0,9.0,1.0,6.0,11.0,10.0,21.0,,8.0,6.0,8.0,,5.0,9.0,,3.0,17.0,3.0,6.0,10.0,24.0,6.0,3.0,2.0,4.0,1.0,1.0,23.0,88,4.0,0.5263157894736842,0.5555555555555556,0.5,0.2,0.5,0.5,0.2,0.5,0.5625,0.2857142857142857,0.575,0.13157894736842105,0.125,22.18430034129693,0.47058823529411764,0.08823529411764706,0.0967741935483871,0.041666666666666664,0.045454545454545456,0.07608695652173914,0.08695652173913043,0.10526315789473684,0.17647058823529413,0.05263157894736842,0.06666666666666667,0.17391304347826086,0.0625,,,0.25,0.631578947368421,0.625,0.7142857142857143,0.4666666666666667,0.23684210526315788,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.13157894736842105,0.2,0.2,1.0,1.0,0.2,0.6875,0.6363636363636364,0.631578947368421,0.4948026315789473,0.5292999999999999,0.51258125,0.07407407407407407,0.42592592592592593,4.007894736842105,0.350597609561753,,,2.0,1.0,,,,16.0,2.0,,7.0,,1.0,,4.0,2.0,3.0,23.0,3.0,9.0,,,0.2222222222222222,0.2222222222222222,,,0.2,,,0.20454545454545456,0.20454545454545456,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,True,,,,,,,,
