EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,OffTwoPtRebounds,FTOffRebounds,OffRebounds,SelfOReb,Loose Ball Fouls,OffFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Fg2aBlocked,OffThreePtRebounds,FTDefRebounds,BlockedShortMidRange,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyArc3FGM,Corner3Assists,LostBallSteals,BadPassOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,ShortMidRangePctAssisted,PenaltyArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,ShortMidRangeAssists,BlockedLongMidRange,DefCorner3ReboundPct,SecondChanceArc3Frequency,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,FoulsDrawn,Offensive Fouls Drawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,3SecondViolations,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls
1000,1610612752,Shandon Anderson,Shandon Anderson,1000,NYK,3991.0,67,2,132,131,45.0,29,10,263,7.0,10.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,4.0,2.0,10.0,16.0,4.0,8.0,10.0,42.0,127,1.0,1.0,1.0,3.0,5.0,5.0,1.0,4.0,5.0,18.0,16.0,4.0,12.0,4.0,1.0,4.0,2.0,6.0,2.0,3.0,1.0,14.0,3.0,8.0,11.0,11.0,4.0,4.0,4.0,3.0,5.0,3.0,1.0,9.0,1.0,3.0,1.0,5,2.0,11.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,18.0,45.0,1.0,0.8,0.8,1.0,0.5,0.25,0.5,0.625,1.0,1.0,0.6666666666666666,1.0,0.7222222222222222,0.7241379310344828,0.75,0.8181818181818182,0.3333333333333333,26.573426573426573,0.4444444444444444,0.14545454545454545,0.2727272727272727,0.16666666666666666,0.06666666666666667,0.13333333333333333,0.2,0.375,0.5,0.4166666666666667,0.7,0.7,0.8571428571428571,0.125,0.3333333333333333,0.3333333333333333,0.125,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,0.75,0.75,1.0,0.16666666666666666,0.25,0.25,1.0,0.4444444444444444,1.0,0.2222222222222222,0.5,0.2222222222222222,0.75,0.25,0.5227458333333334,0.3263,0.5114166666666666,0.11538461538461539,0.16666666666666666,0.07142857142857142,0.42857142857142855,5.2875,24.5375,0.3409090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,1610612752,Michael Doleac,Michael Doleac,1720,NYK,3309.0,55,27,111,108,51.0,34,12,219,5.0,5.0,3.0,3.0,1.0,1.0,3.0,10.0,,,,,,,,9.0,16.0,,,,18.0,91,4.0,5.0,,8.0,4.0,4.0,,,,8.0,12.0,6.0,,,,,1.0,1.0,1.0,,,3.0,2.0,9.0,11.0,18.0,,,1.0,1.0,,,,1.0,,1.0,2.0,3,,3.0,1.0,2.0,,2.0,2.0,2.0,,8.0,51.0,,0.6666666666666666,0.8571428571428571,,,,,0.5625,0.8,1.0,0.5625,0.8,1.0,0.5294117647058824,0.8,0.8,,14.754098360655737,1.0,0.18,0.16666666666666666,0.1774193548387097,0.23076923076923078,0.23529411764705882,0.1,0.2222222222222222,,0.3125,1.0,1.0,0.6,0.0625,1.0,1.0,0.625,0.3,0.3,1.0,,,,,,,,,0.75,1.0,,,,0.3125,,0.4441875,0.48796,0.501025,0.11764705882352941,0.11764705882352941,0.4444444444444444,0.4444444444444444,11.4375,,0.4594594594594595,3.0,3.0,4.0,6.0,1.0,7.0,1.0,1.0,0.3333333333333333,0.16216216216216217,0.1276595744680851,0.14285714285714285,0.14285714285714285,0.17391304347826086,0.14285714285714285,0.6,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,1610612752,Lee Nailon,Lee Nailon,1924,NYK,4171.0,70,2,135,137,80.0,37,19,272,10.0,17.0,8.0,13.0,3.0,13.0,2.0,10.0,,,,,,,,15.0,40.0,,,10.0,40.0,131,4.0,8.0,1.0,9.0,9.0,22.0,,,6.0,24.0,14.0,16.0,,,,5.0,1.0,6.0,1.0,5.0,,13.0,1.0,8.0,10.0,17.0,1.0,1.0,2.0,2.0,3.0,,,5.0,,3.0,1.0,8,3.0,13.0,1.0,6.0,1.0,1.0,,1.0,1.0,24.0,80.0,2.0,0.4666666666666667,0.5833333333333334,,,,,0.375,0.5,0.4090909090909091,0.375,0.5,0.4090909090909091,0.43478260869565216,0.5,0.48,,32.90322580645161,0.4,0.16666666666666666,0.07692307692307693,0.14754098360655737,0.08333333333333333,0.125,0.25,0.1,1.0,0.425,0.5882352941176471,0.625,0.6,0.325,0.23076923076923078,0.23076923076923078,0.25,0.2,0.2222222222222222,0.5,,,,,,,,,0.5909090909090909,0.6153846153846154,,,,0.425,,0.46955249999999993,0.5747714285714286,0.5123590909090909,0.13333333333333333,0.13333333333333333,0.225,0.6,7.3175,,0.5925925925925926,4.0,6.0,6.0,6.0,,7.0,2.0,1.0,,0.125,0.11864406779661017,0.18181818181818182,0.1875,0.047619047619047616,0.09090909090909091,0.75,0.6666666666666666,0.25,2.0,1.0,1.0,1.0,0.05,0.058823529411764705,0.1,0.25,0.09090909090909091,0.1111111111111111,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,1610612752,Lavor Postell,Lavor Postell,2068,NYK,5915.0,99,2,194,194,87.0,54,24,388,4.0,6.0,2.0,4.0,3.0,5.0,5.0,20.0,,1.0,,1.0,2.0,6.0,4.0,12.0,31.0,2.0,7.0,13.0,43.0,190,1.0,1.0,,2.0,4.0,12.0,2.0,5.0,6.0,20.0,16.0,8.0,6.0,6.0,2.0,2.0,1.0,3.0,,1.0,1.0,7.0,1.0,2.0,3.0,4.0,2.0,1.0,5.0,2.0,2.0,,3.0,7.0,,4.0,6.0,9,,15.0,,5.0,2.0,,,,,20.0,87.0,2.0,0.6666666666666666,0.7272727272727273,1.0,0.2857142857142857,0.4,0.2857142857142857,0.3870967741935484,1.0,0.3333333333333333,0.39473684210526316,1.0,0.4117647058823529,0.4666666666666667,1.0,0.475,0.18421052631578946,23.636363636363633,0.7142857142857143,0.0273972602739726,0.05555555555555555,0.03296703296703297,,0.045454545454545456,0.03125,0.07692307692307693,,0.15789473684210525,0.6666666666666666,0.8,0.75,0.13157894736842105,0.6,0.6,0.5263157894736842,0.25,0.25,0.6,0.02631578947368421,,,,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.23529411764705882,0.5,0.058823529411764705,,0.23529411764705882,0.34210526315789475,0.3333333333333333,0.44857105263157904,0.5529,0.4765294117647058,0.11627906976744186,0.1388888888888889,0.046511627906976744,0.46511627906976744,12.41935483870968,24.728571428571428,0.4484536082474227,1.0,1.0,2.0,1.0,,1.0,,1.0,,0.013888888888888888,0.011494252873563218,0.058823529411764705,,,,1.0,1.0,,1.0,,,,0.03225806451612903,0.16666666666666666,,,,,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,1610612752,Frank Williams,Frank Williams,2421,NYK,964.0,16,-23,29,31,14.0,17,2,60,,,,,,,,,,,,,,1.0,,,,,1.0,,,40,,,,,,,,,,,,,,1.0,,2.0,,2.0,,1.0,1.0,4.0,,1.0,1.0,2.0,,,4.0,2.0,,,2.0,4.0,1.0,2.0,1.0,1,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,1.0,16.129032258064516,1.0,0.1111111111111111,,0.09090909090909091,,,0.25,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,0.5166,,,,,,,,24.4,0.4827586206896552,,,,1.0,,1.0,,,,0.09090909090909091,0.06666666666666667,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,1610612752,Charlie Ward,Charlie Ward,369,NYK,4583.0,76,26,153,150,66.0,32,20,303,,1.0,,,,,1.0,3.0,,,,,4.0,9.0,6.0,1.0,4.0,4.0,9.0,,14.0,133,,,,,,1.0,4.0,6.0,,12.0,,2.0,6.0,9.0,4.0,15.0,3.0,18.0,1.0,6.0,8.0,39.0,4.0,5.0,9.0,9.0,3.0,2.0,2.0,2.0,5.0,2.0,,7.0,,3.0,1.0,4,,,,,,2.0,1.0,2.0,2.0,12.0,66.0,,,,0.5,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.25,,,0.5384615384615384,,0.8571428571428571,0.5384615384615384,,0.8571428571428571,0.6923076923076923,11.428571428571429,0.2857142857142857,0.08196721311475409,0.25,0.11688311688311688,,0.05,0.14814814814814814,0.2727272727272727,1.0,0.07692307692307693,,,,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,,,,,,0.6923076923076923,0.4444444444444444,0.4444444444444444,0.5,,,,,0.8571428571428571,0.7692307692307693,0.4444444444444444,0.5201,0.624975,0.5078,,,,0.8571428571428571,14.575,24.88888888888889,0.43137254901960786,,,,,,,,,,,,,,,,,,,1.0,,,,0.25,1.0,,,,,4.0,2.0,1.0,3.0,,,,0.6666666666666666,2.0,2.0,6.0,1.0,1.0,0.2,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1610612752,Clar. Weatherspoon,Clar. Weatherspoon,221,NYK,1196.0,20,-8,39,38,5.0,4,7,77,1.0,2.0,,1.0,,1.0,,,,,,,,,,1.0,3.0,,,1.0,3.0,38,1.0,2.0,,2.0,,1.0,,,,,2.0,,,,,1.0,,1.0,,1.0,,2.0,1.0,4.0,5.0,7.0,,,,,,,,,,,,1,,2.0,,1.0,,,,,,,5.0,,1.0,1.0,,,,,0.3333333333333333,0.5,,0.3333333333333333,0.5,,0.375,0.5,,,8.333333333333334,,0.36363636363636365,0.25,0.3333333333333333,0.5,,0.5,,,0.6666666666666666,0.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,1.0,,,,,0.6666666666666666,,0.5255000000000001,0.6187,0.6579,0.25,0.25,0.6666666666666666,,4.0,,0.1282051282051282,1.0,2.0,,2.0,,2.0,,1.0,,0.1,0.09090909090909091,,,0.16666666666666666,,1.0,0.5,1.0,1.0,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,1610612752,Travis Knight,Travis Knight,969,NYK,3983.0,66,-4,128,130,60.0,39,16,258,2.0,4.0,1.0,1.0,,1.0,4.0,8.0,,,,,,,,6.0,13.0,,,4.0,16.0,134,1.0,2.0,1.0,3.0,1.0,3.0,,,1.0,3.0,8.0,4.0,,,,6.0,,6.0,,4.0,2.0,12.0,1.0,10.0,13.0,15.0,2.0,1.0,2.0,1.0,,,1.0,2.0,,1.0,5.0,7,,6.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,60.0,,0.6666666666666666,0.8,,,,,0.46153846153846156,0.5,0.3333333333333333,0.46153846153846156,0.5,0.3333333333333333,0.5333333333333333,0.75,0.375,,11.724137931034484,1.0,0.2222222222222222,0.09090909090909091,0.19642857142857142,0.16666666666666666,0.5,0.13043478260869565,0.125,0.5,0.3076923076923077,0.5,0.6666666666666666,,0.07692307692307693,,,0.6153846153846154,0.5,0.5,1.0,,,,,,,,,0.3333333333333333,1.0,,,,0.3076923076923077,,0.4234846153846154,0.3467,0.42883333333333334,0.21428571428571427,0.21428571428571427,0.1875,0.1875,13.146153846153847,,0.46875,1.0,2.0,2.0,1.0,,2.0,,,,0.021739130434782608,0.03636363636363636,0.07692307692307693,,,,1.0,0.5,,1.0,1.0,2.0,,0.07692307692307693,0.25,,0.5,0.1111111111111111,0.125,,,1.0,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,312.0,5,-10,10,10,,6,2,20,,,,,,2.0,,1.0,,,,,,,,,3.0,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,2.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.769230769230766,1.0,0.3333333333333333,,0.25,,0.5,,,,,,,,0.6666666666666666,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,0.36456666666666665,,,,,,,14.366666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,1610612752,Othella Harrington,Othella Harrington,970,NYK,783.0,13,-3,27,28,20.0,13,6,55,3.0,4.0,3.0,3.0,,,,,,,,,,,,3.0,4.0,,,10.0,16.0,33,,1.0,2.0,2.0,3.0,3.0,,,8.0,14.0,6.0,,,,,2.0,,2.0,,1.0,,4.0,,1.0,1.0,3.0,,,,,,,,,,,,1,,10.0,,1.0,4.0,,,,,14.0,20.0,,1.0,1.0,,,,,0.75,,1.0,0.75,,1.0,0.8888888888888888,0.5,1.0,,26.470588235294116,,0.14285714285714285,,0.1111111111111111,0.3333333333333333,,,,,1.0,0.75,0.75,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,0.5809,0.566,0.5858666666666666,0.2,0.2,0.125,0.875,,,0.7407407407407407,,1.0,,2.0,,2.0,,,,0.16666666666666666,0.14285714285714285,0.2857142857142857,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
