EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,BlockedCorner3,Defensive 3 Seconds Violations,OffFTReboundPct,OffensiveGoaltends,Clear Path Fouls,Arc3PctBlocked,on
147,1610612741,Jalen Rose,Jalen Rose,147,CHI,201120.0,3352,-395.0,6575,6542,1942,2180,817,13117,113.0,221.0,17.0,29.0,35.0,67.0,146.0,353.0,250.0,650.0,43.0,114.0,1.0,11.0,15.0,33.0,90.0,245.0,7.0,19.0,27.0,72.0,509.0,1224.0,133.0,359.0,399.0,1816,6995,56.0,111.0,8.0,30.0,32.0,168.0,151.0,363.0,42.0,105.0,186.0,614.0,424.0,594.0,348.0,51.0,36.0,4.0,241.0,90.0,62.0,1.0,328.0,67.0,395.0,45.0,22.0,189.0,66.0,73.0,857.0,9.0,59.0,50.0,205.0,28.0,283.0,68.0,351.0,34.0,72.0,45.0,27.0,159.0,32.0,109.0,126.0,17.0,50.0,16.0,285.0,17.0,89.0,94.0,271,13.0,52.0,467.0,38.0,1.0,52.0,162.0,2.0,63.0,22.0,1.0,1.0,9.0,6.0,7.0,23.0,11.0,1.0,1.0,614.0,1942,47.0,0.4165029469548134,0.4317718940936864,0.8721804511278195,0.37047353760445684,0.26666666666666666,0.4,0.37464788732394366,0.4158496732026144,0.5045045045045045,0.41597796143250687,0.44756790903348076,0.48226950354609927,0.45726495726495725,0.49943534726143424,0.5286624203821656,0.53125,0.22678458622867972,0.002785515320334262,0.05065359477124183,0.09049773755656108,0.08781869688385269,0.016923076923076923,0.008771929824561403,27.251027715157143,0.5578947368421052,0.11814345991561181,0.08384458077709611,0.023283346487766376,0.07052186177715092,0.016822429906542057,0.08084971464806595,0.02215705441511893,0.033156498673740056,0.025089605734767026,0.013785790031813362,0.020887728459530026,0.006578947368421052,0.05416116248348745,0.07963246554364471,0.10821256038647344,0.06578947368421052,0.0847457627118644,0.03948896631823461,0.4782608695652174,0.1396083385975995,0.5113122171945701,0.5621890547263682,0.30973451327433627,0.2229943145925458,0.41359773371104813,0.453416149068323,0.3082191780821918,0.41061276058117496,0.38461538461538464,0.39123630672926446,0.528,0.07201516108654453,0.37719298245614036,0.3805309734513274,1.0,0.15476942514213518,0.3673469387755102,0.3673469387755102,0.8111111111111111,0.20567375886524822,0.5862068965517241,0.11764705882352941,0.07801418439716312,0.09090909090909091,1.0,0.1347517730496454,0.3684210526315789,0.8571428571428571,0.14316239316239315,0.5223880597014925,0.07051282051282051,0.45454545454545453,0.15384615384615385,0.375,0.3663929248262792,0.37344398340248963,0.45706131896005053,0.45948830645161287,0.44782500000000014,0.09601873536299765,0.1201780415430267,0.005555555555555556,0.09251101321585903,0.3381057268722467,12.33954248366013,25.193593314763245,0.295361216730038,,,,,,,,True
1594,1610612741,Rick Brunson,Rick Brunson,1594,CHI,6498.0,108,,208,200,93,112,22,408,3.0,3.0,,,,,,,8.0,14.0,2.0,3.0,,,,1.0,2.0,2.0,,,1.0,1.0,11.0,17.0,4.0,5.0,6.0,40,227,,1.0,,,,,1.0,3.0,1.0,2.0,6.0,11.0,14.0,8.0,12.0,,,,2.0,2.0,,,18.0,2.0,20.0,,2.0,9.0,6.0,3.0,42.0,,1.0,,6.0,1.0,7.0,1.0,8.0,,6.0,4.0,2.0,6.0,1.0,5.0,2.0,,1.0,,8.0,,3.0,6.0,13,,,8.0,,,,2.0,,2.0,,,,,,,,,,,11.0,93,2.0,0.6363636363636364,0.6363636363636364,1.0,0.8,,0.5,0.8,0.6470588235294118,,0.3333333333333333,0.7727272727272727,,0.5,0.7692307692307693,,0.6111111111111112,0.22727272727272727,,,,,,,14.468085106382977,0.75,0.08333333333333333,0.08823529411764706,0.014084507042253521,,,0.06521739130434782,0.011764705882352941,0.05263157894736842,,,,,0.043478260869565216,0.06666666666666667,0.13333333333333333,,,,,0.13636363636363635,1.0,1.0,0.3333333333333333,,,,,0.6363636363636364,0.5714285714285714,0.5714285714285714,0.75,0.13636363636363635,0.6666666666666666,0.6666666666666666,1.0,0.09090909090909091,1.0,1.0,1.0,,,,,,,,,,,,0.2,,0.2,1.0,0.36363636363636365,1.0,0.4434227272727273,0.3994,0.41265999999999997,0.08333333333333333,0.10526315789473684,,,0.275,15.335294117647058,23.8,0.44711538461538464,,,,,,,,True
1944,1610612741,Eddie Robinson,Eddie Robinson,1944,CHI,60719.0,1012,-70.0,1994,1973,595,736,251,3967,53.0,82.0,10.0,25.0,15.0,26.0,21.0,46.0,25.0,72.0,1.0,4.0,,,1.0,3.0,1.0,8.0,,1.0,,4.0,99.0,200.0,2.0,12.0,32.0,236,2117,24.0,52.0,,1.0,8.0,56.0,28.0,51.0,1.0,7.0,11.0,70.0,130.0,68.0,3.0,3.0,34.0,2.0,6.0,1.0,5.0,,42.0,11.0,53.0,9.0,2.0,20.0,16.0,6.0,117.0,12.0,45.0,26.0,63.0,3.0,92.0,59.0,151.0,7.0,49.0,32.0,17.0,17.0,8.0,14.0,14.0,2.0,3.0,1.0,31.0,2.0,8.0,49.0,91,,2.0,38.0,5.0,,,17.0,1.0,3.0,9.0,1.0,,3.0,3.0,3.0,10.0,4.0,,,70.0,595,16.0,0.6565656565656566,0.7926829268292683,0.5,0.16666666666666666,,0.14285714285714285,0.2,0.495,0.46153846153846156,0.5490196078431373,0.4811320754716981,0.4528301886792453,0.5086206896551724,0.5175438596491229,0.4827586206896552,0.546875,0.05660377358490566,,0.025,0.024390243902439025,0.06521739130434782,,,11.270670147954743,0.5483870967741935,0.030303030303030304,0.08786610878661087,0.05844155844155844,0.12745098039215685,0.08571428571428572,0.09663409337676439,0.06263736263736264,0.06504065040650407,0.05416666666666667,0.056338028169014086,0.04504504504504504,0.2413793103448276,0.05063291139240506,0.0918918918918919,0.1152542372881356,0.14482758620689656,0.0847457627118644,0.06930693069306931,0.4,0.3867924528301887,0.6463414634146342,0.6625,0.660377358490566,0.2169811320754717,0.45652173913043476,0.4883720930232558,0.5238095238095238,0.33962264150943394,0.3472222222222222,0.3472222222222222,0.76,0.018867924528301886,0.25,0.25,1.0,0.03773584905660377,0.125,0.125,,0.4716981132075472,0.4,0.2,,,,0.018867924528301886,,,0.4482758620689655,0.5769230769230769,0.05172413793103448,0.3333333333333333,0.06896551724137931,,0.44339622641509435,0.16666666666666666,0.5011316666666666,0.507827380952381,0.5075883928571429,0.08,0.08018867924528301,0.07692307692307693,0.23728813559322035,0.2966101694915254,8.578,29.36666666666666,0.29839518555667,2.0,1.0,1.0,0.02857142857142857,,,,True
2033,1610612741,Marcus Fizer,Marcus Fizer,2033,CHI,38420.0,640,-56.0,1229,1216,440,525,152,2445,75.0,132.0,26.0,43.0,29.0,48.0,44.0,101.0,14.0,45.0,1.0,2.0,,,1.0,2.0,,4.0,,,,2.0,133.0,278.0,1.0,6.0,66.0,335,1282,35.0,66.0,,,7.0,77.0,49.0,104.0,1.0,4.0,41.0,142.0,132.0,134.0,3.0,,48.0,1.0,3.0,,14.0,,24.0,7.0,31.0,5.0,2.0,12.0,4.0,8.0,69.0,11.0,50.0,25.0,71.0,21.0,117.0,66.0,183.0,10.0,8.0,6.0,2.0,17.0,1.0,11.0,28.0,4.0,6.0,3.0,45.0,6.0,12.0,31.0,75,5.0,16.0,103.0,10.0,,,43.0,,14.0,12.0,,,9.0,2.0,1.0,12.0,5.0,3.0,1.0,142.0,440,9.0,0.49624060150375937,0.6055045871559633,1.0,0.16666666666666666,,0.25,0.2,0.4784172661870504,0.5303030303030303,0.47115384615384615,0.4735915492957746,0.5303030303030303,0.4675925925925926,0.5060422960725075,0.5579710144927537,0.5338345864661654,0.02112676056338028,,0.050359712230215826,0.06818181818181818,0.04950495049504951,,,26.539278131634816,0.37777777777777777,0.3442622950819672,0.16705882352941176,0.1026694045174538,0.15527950310559005,0.10891089108910891,0.16382252559726962,0.10374149659863946,0.16339869281045752,0.11046511627906977,0.037037037037037035,0.08955223880597014,0.14705882352941177,0.12878787878787878,0.17829457364341086,0.18902439024390244,0.14173228346456693,0.20588235294117646,0.07633587786259542,0.4166666666666667,0.4647887323943662,0.5681818181818182,0.6097560975609756,0.48,0.35563380281690143,0.43564356435643564,0.4583333333333333,0.5,0.15845070422535212,0.3111111111111111,0.3111111111111111,0.5714285714285714,0.007042253521126761,0.5,0.5,1.0,0.014084507042253521,,,,0.6515151515151515,0.6046511627906976,0.07692307692307693,,,,,,,0.4444444444444444,0.6041666666666666,0.018518518518518517,0.5,0.018518518518518517,,0.4859154929577465,,0.4651620141342757,0.499163157894737,0.4559088785046729,0.13564668769716087,0.1382636655948553,,0.2298507462686567,0.42388059701492536,5.973741007194246,27.616666666666664,0.3580146460537022,5.0,,,0.09803921568627451,1.0,,,True
2199,1610612741,Tyson Chandler,Tyson Chandler,2199,CHI,101301.0,1688,-245.0,3300,3275,844,819,409,6575,181.0,277.0,57.0,90.0,37.0,61.0,50.0,136.0,13.0,45.0,,,,,,,,,,,,,244.0,458.0,,,157.0,645,3528,62.0,102.0,,,30.0,154.0,47.0,94.0,,,47.0,141.0,332.0,156.0,,,108.0,,,,39.0,,61.0,9.0,70.0,6.0,3.0,35.0,13.0,13.0,149.0,26.0,134.0,64.0,227.0,29.0,320.0,164.0,484.0,16.0,37.0,27.0,10.0,74.0,3.0,34.0,51.0,9.0,40.0,3.0,125.0,12.0,18.0,97.0,209,14.0,26.0,259.0,27.0,,,112.0,,31.0,98.0,,,75.0,4.0,19.0,98.0,54.0,12.0,5.0,141.0,844,14.0,0.680327868852459,0.8736842105263158,,,,,,0.5327510917030568,0.6078431372549019,0.5,0.5327510917030568,0.6078431372549019,0.5,0.5618466898954704,0.616,0.5222222222222223,,,0.0851528384279476,0.09386281588447654,0.08823529411764706,0.022222222222222223,,18.455843469063986,0.592,0.31521739130434784,0.17301829268292682,0.10339506172839506,0.19631901840490798,0.10077519379844961,0.17765567765567766,0.10296010296010295,0.16032608695652173,0.0880952380952381,0.07480314960629922,0.09944751381215469,0.1038961038961039,0.1650485436893204,0.1676470588235294,0.18214285714285713,0.2033195020746888,0.17647058823529413,0.09142857142857143,0.5510204081632653,0.6048034934497817,0.6534296028880866,0.7211155378486056,0.6519337016574586,0.29694323144104806,0.36764705882352944,0.4032258064516129,0.72,0.0982532751091703,0.28888888888888886,0.29545454545454547,0.9230769230769231,,,,,,,,,0.8823529411764706,0.6333333333333333,0.05263157894736842,,,,,,,0.648936170212766,0.6065573770491803,,,,,0.6048034934497817,,0.5126534934497816,0.5554863157894736,0.5165968085106382,0.20626151012891344,0.20626151012891344,,0.23875968992248062,0.2186046511627907,4.232314410480349,,0.25575757575757574,4.0,,8.0,0.035398230088495575,,,,True
2201,1610612741,Eddy Curry,Eddy Curry,2201,CHI,80713.0,1345,-144.0,2645,2631,602,665,308,5276,207.0,297.0,51.0,68.0,43.0,63.0,90.0,190.0,4.0,19.0,,,,,,,,,,,,,301.0,506.0,,,144.0,746,2850,55.0,78.0,,,20.0,130.0,59.0,98.0,,,38.0,156.0,458.0,144.0,,,94.0,,,,39.0,,21.0,9.0,30.0,7.0,2.0,7.0,6.0,8.0,69.0,8.0,92.0,37.0,152.0,14.0,203.0,101.0,304.0,20.0,17.0,10.0,7.0,56.0,3.0,17.0,60.0,8.0,39.0,14.0,116.0,8.0,15.0,101.0,199,14.0,32.0,235.0,27.0,,,116.0,,16.0,58.0,,,43.0,2.0,13.0,58.0,33.0,11.0,2.0,156.0,602,9.0,0.760797342192691,0.9015748031496063,,,,,,0.5948616600790514,0.7051282051282052,0.6020408163265306,0.5948616600790514,0.7051282051282052,0.6020408163265306,0.6104746317512275,0.6701030927835051,0.6141732283464567,,,0.07707509881422925,0.08080808080808081,0.07894736842105263,,,24.2,0.4827586206896552,0.18181818181818182,0.15384615384615385,0.09465020576131687,0.13857677902621723,0.04,0.150597609561753,0.08532423208191127,0.1362126245847176,0.0963855421686747,0.05604719764011799,0.03424657534246575,0.05555555555555555,0.1291390728476821,0.15,0.1726457399103139,0.1407766990291262,0.13114754098360656,0.12195121951219512,0.5689655172413793,0.5869565217391305,0.696969696969697,0.7582417582417582,0.7391304347826086,0.37549407114624506,0.47368421052631576,0.5142857142857142,0.8,0.037549407114624504,0.21052631578947367,0.21052631578947367,1.0,,,,,,,,,0.8717948717948718,0.75,0.09803921568627451,,,,,,,0.6428571428571429,0.6825396825396826,,,,,0.5869565217391305,,0.4993351778656125,0.5416540540540541,0.5043051020408164,0.1949579831932773,0.1949579831932773,,0.1742627345844504,0.20911528150134048,3.638537549407115,,0.2275992438563327,1.0,,2.0,0.010309278350515464,,,,True
916,1610612741,Corie Blount,Corie Blount,916,CHI,37816.0,630,-16.0,1217,1212,425,578,164,2429,19.0,34.0,8.0,14.0,5.0,6.0,5.0,16.0,23.0,43.0,,,,,,,,,,,,,47.0,93.0,,,15.0,109,1285,9.0,19.0,,,5.0,23.0,15.0,22.0,,,7.0,37.0,78.0,16.0,,,14.0,,,,8.0,,32.0,9.0,41.0,7.0,2.0,14.0,9.0,9.0,91.0,10.0,39.0,21.0,64.0,17.0,102.0,52.0,154.0,2.0,27.0,19.0,8.0,18.0,3.0,13.0,12.0,2.0,5.0,3.0,30.0,3.0,12.0,63.0,104,7.0,4.0,27.0,2.0,,,10.0,,4.0,11.0,,,9.0,2.0,,11.0,7.0,,,37.0,425,16.0,0.8297872340425532,0.975,,,,,,0.5053763440860215,0.47368421052631576,0.6818181818181818,0.5053763440860215,0.47368421052631576,0.6818181818181818,0.5190476190476191,0.5476190476190477,0.6607142857142857,,,0.08602150537634409,0.20588235294117646,0.0625,,,9.615384615384617,0.6,0.26153846153846155,0.15609756097560976,0.08478260869565217,0.1640625,0.10526315789473684,0.1579925650557621,0.08828828828828829,0.08771929824561403,0.08974358974358974,0.07894736842105263,0.08823529411764706,0.14814814814814814,0.1623931623931624,0.1559633027522936,0.15217391304347827,0.17777777777777778,0.13157894736842105,0.05263157894736842,0.6363636363636364,0.3655913978494624,0.5588235294117647,0.7037037037037037,0.631578947368421,0.17204301075268819,0.3125,0.3333333333333333,1.0,0.46236559139784944,0.5348837209302325,0.5348837209302325,0.9565217391304348,,,,,,,,,0.7368421052631579,0.5714285714285714,0.125,,,,,,,0.2727272727272727,0.8333333333333334,,,,,0.3655913978494624,,0.46201290322580646,0.5294666666666666,0.43416363636363636,0.09900990099009901,0.09900990099009901,,0.21100917431192662,0.3394495412844037,9.48494623655914,,0.3492193919474117,3.0,,5.0,0.06521739130434782,,,,True
923,1610612741,Donyell Marshall,Donyell Marshall,923,CHI,127857.0,2131,-227.0,4197,4185,1242,1429,528,8382,219.0,381.0,55.0,121.0,62.0,102.0,69.0,203.0,46.0,134.0,11.0,33.0,2.0,6.0,4.0,10.0,17.0,39.0,1.0,1.0,7.0,19.0,334.0,718.0,28.0,72.0,158.0,910,4431,68.0,161.0,3.0,7.0,31.0,176.0,88.0,173.0,11.0,29.0,81.0,290.0,482.0,186.0,81.0,3.0,104.0,,39.0,17.0,68.0,,97.0,21.0,118.0,17.0,4.0,53.0,16.0,28.0,257.0,23.0,170.0,81.0,286.0,51.0,418.0,203.0,621.0,24.0,82.0,68.0,14.0,63.0,11.0,32.0,55.0,6.0,31.0,7.0,118.0,11.0,37.0,102.0,203,13.0,23.0,208.0,19.0,,,78.0,,36.0,78.0,,,46.0,9.0,23.0,78.0,44.0,,5.0,290.0,1242,25.0,0.7215568862275449,0.8546099290780141,0.9642857142857143,0.3888888888888889,0.42857142857142855,0.3793103448275862,0.3888888888888889,0.46518105849582175,0.422360248447205,0.5086705202312138,0.4759493670886076,0.43154761904761907,0.5173267326732673,0.5141242937853108,0.4731182795698925,0.562015503875969,0.09113924050632911,,0.0947075208913649,0.12598425196850394,0.08866995073891626,0.014925373134328358,,20.770345827293436,0.5338983050847458,0.34,0.1826309067688378,0.10384850335980451,0.1694560669456067,0.06233062330623306,0.17954990215264188,0.09621136590229312,0.1488095238095238,0.08348457350272233,0.08419243986254296,0.06130268199233716,0.06481481481481481,0.14634146341463414,0.23113207547169812,0.17846153846153845,0.1694915254237288,0.1693548387096774,0.06722689075630252,0.5641025641025641,0.48227848101265824,0.5748031496062992,0.6576576576576577,0.6894977168949772,0.2569620253164557,0.3399014778325123,0.372972972972973,0.6666666666666666,0.16962025316455695,0.34328358208955223,0.3484848484848485,0.9565217391304348,0.04177215189873418,0.3333333333333333,0.3333333333333333,1.0,0.049367088607594936,0.4358974358974359,0.4358974358974359,0.9411764705882353,0.7202380952380952,0.45454545454545453,0.16363636363636364,0.03571428571428571,0.3333333333333333,1.0,0.005952380952380952,1.0,,0.504950495049505,0.6078431372549019,0.04950495049504951,0.4,0.09405940594059406,0.3684210526315789,0.5734177215189873,0.4358974358974359,0.5022189240506327,0.5255552980132451,0.5045952970297028,0.09187279151943463,0.10038610038610038,,0.1934065934065934,0.31868131868131866,5.758356545961004,24.424999999999994,0.29592566118656183,10.0,,12.0,0.07575757575757576,1.0,1.0,,True
2037,1610612741,Jamal Crawford,Jamal Crawford,2037,CHI,97787.0,1630,-55.0,3194,3160,846,1059,406,6354,65.0,114.0,5.0,6.0,22.0,33.0,46.0,119.0,84.0,201.0,13.0,34.0,3.0,6.0,1.0,9.0,62.0,173.0,6.0,16.0,14.0,56.0,195.0,434.0,75.0,207.0,82.0,697,3315,13.0,26.0,9.0,22.0,4.0,57.0,52.0,115.0,15.0,65.0,40.0,189.0,98.0,292.0,174.0,51.0,6.0,8.0,165.0,62.0,17.0,1.0,235.0,43.0,278.0,22.0,21.0,104.0,42.0,89.0,599.0,,15.0,46.0,86.0,4.0,136.0,15.0,151.0,4.0,55.0,39.0,16.0,65.0,17.0,40.0,43.0,5.0,25.0,5.0,108.0,6.0,32.0,46.0,107,1.0,7.0,103.0,9.0,,,42.0,2.0,11.0,12.0,7.0,6.0,6.0,1.0,5.0,19.0,16.0,,,189.0,846,20.0,0.2512820512820513,0.2552083333333333,0.7733333333333333,0.36231884057971014,0.4090909090909091,0.23076923076923078,0.3768844221105528,0.44930875576036866,0.5,0.45217391304347826,0.4797191887675507,0.5520833333333334,0.41388888888888886,0.507278020378457,0.57,0.4725,0.32293291731669266,0.004830917874396135,0.03917050691244239,0.043859649122807015,0.06722689075630252,0.01990049751243781,,21.656224461999454,0.6018518518518519,0.03773584905660377,0.07426597582037997,0.012285012285012284,0.12299465240641712,,0.08616187989556136,0.010067114093959731,0.011834319526627219,0.017326732673267328,0.008350730688935281,,,0.06358381502890173,0.04391891891891892,0.09883720930232558,0.1386861313868613,0.08,0.012048192771084338,0.8421052631578947,0.17784711388455537,0.5701754385964912,0.5963302752293578,0.3076923076923077,0.1856474258970359,0.3865546218487395,0.4144144144144144,0.08695652173913043,0.31357254290171604,0.417910447761194,0.4263959390862944,0.2976190476190476,0.0530421216848674,0.38235294117647056,0.38235294117647056,1.0,0.2698907956318253,0.3583815028901734,0.36046511627906974,0.7258064516129032,0.125,0.8333333333333334,0.2,0.125,0.5,1.0,0.3333333333333333,0.375,1.0,0.18333333333333332,0.6666666666666666,0.05,0.1111111111111111,0.3111111111111111,0.25,0.500780031201248,0.37575757575757573,0.4726556349206348,0.49291511627906986,0.4531688235294118,0.0650887573964497,0.08993576017130621,0.009569377990430622,0.08177905308464849,0.27116212338593976,11.165898617511521,26.416425120772942,0.2648716343143394,,1.0,1.0,,,1.0,0.005780346820809248,True
2239,1610612741,Trenton Hassell,Trenton Hassell,2239,CHI,103743.0,1729,-355.0,3370,3374,1008,1042,425,6744,35.0,61.0,7.0,14.0,9.0,17.0,29.0,96.0,43.0,140.0,2.0,13.0,,,,4.0,11.0,26.0,,,5.0,9.0,107.0,297.0,13.0,39.0,34.0,287,3603,9.0,26.0,,,1.0,19.0,25.0,70.0,5.0,13.0,21.0,86.0,112.0,102.0,39.0,,14.0,,26.0,11.0,16.0,,95.0,36.0,131.0,24.0,12.0,54.0,19.0,22.0,298.0,7.0,24.0,41.0,141.0,3.0,185.0,33.0,218.0,5.0,41.0,30.0,11.0,45.0,12.0,32.0,26.0,4.0,13.0,3.0,71.0,2.0,17.0,80.0,175,1.0,5.0,48.0,4.0,,,13.0,,13.0,55.0,,,23.0,10.0,22.0,55.0,29.0,,,86.0,1008,35.0,0.5233644859813084,0.56,1.0,0.3333333333333333,,0.38461538461538464,0.3333333333333333,0.3602693602693603,0.34615384615384615,0.35714285714285715,0.37648809523809523,0.34615384615384615,0.39156626506024095,0.40083798882681565,0.35185185185185186,0.4479166666666667,0.11607142857142858,,0.05387205387205387,0.08196721311475409,0.09375,0.014285714285714285,,11.09100310237849,0.6338028169014085,0.029411764705882353,0.10854503464203233,0.017817371937639197,0.11081081081081082,0.024305555555555556,0.10904733373277412,0.018960244648318043,0.028423772609819122,0.019736842105263157,0.007936507936507936,0.034482758620689655,,0.1198044009779951,0.11351351351351352,0.09615384615384616,0.11578947368421053,0.09411764705882353,0.02512562814070352,0.5272727272727272,0.18154761904761904,0.5737704918032787,0.625,0.2857142857142857,0.2857142857142857,0.3020833333333333,0.3333333333333333,0.4482758620689655,0.4166666666666667,0.30714285714285716,0.3115942028985507,0.7674418604651163,0.03869047619047619,0.15384615384615385,0.15384615384615385,1.0,0.07738095238095238,0.4230769230769231,0.4230769230769231,1.0,0.5384615384615384,0.5,,,,,,,,0.20481927710843373,0.5294117647058824,0.04819277108433735,,0.10843373493975904,0.5555555555555556,0.2976190476190476,0.4230769230769231,0.44808303571428576,0.47637272727272734,0.4606198795180722,0.03768115942028986,0.042483660130718956,,0.06620209059233449,0.29965156794425085,11.6983164983165,24.4948717948718,0.29910979228486645,2.0,,1.0,0.016260162601626018,,,,True
