EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Blocked3s,BlockedArc3,Corner3PctBlocked,Clear Path Fouls,HeaveMakes,on,BlockedCorner3
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,143214.0,2387.0,468,4754,4759,1091,1029,508.0,9513,175.0,262.0,36.0,69.0,32.0,53.0,63.0,208.0,61.0,160.0,2.0,9.0,1.0,1.0,1.0,4.0,16.0,8.0,299.0,630.0,6.0,25.0,179.0,795.0,4660.0,52.0,115.0,1.0,1.0,19.0,126.0,51.0,116.0,9.0,65.0,167.0,374.0,224.0,18.0,70.0,2.0,14.0,4.0,64.0,213.0,61.0,274.0,37.0,24.0,129.0,15.0,69.0,609.0,23.0,130.0,4.0,73.0,309.0,35.0,417.0,157.0,574.0,18.0,83.0,63.0,20.0,92.0,26.0,49.0,60.0,4.0,43.0,4.0,152.0,11.0,35.0,131.0,239.0,37.0,16.0,251.0,19.0,111.0,24.0,105.0,63.0,2.0,40.0,105.0,60.0,6.0,10.0,167.0,1091,26.0,0.6254180602006689,0.7083333333333334,1.0,0.24,1.0,0.2608695652173913,0.4746031746031746,0.45217391304347826,0.4396551724137931,0.47022900763358777,0.46120689655172414,0.408,0.5155642023346303,0.4846153846153846,0.48830409356725146,0.03816793893129771,0.10158730158730159,0.0916030534351145,0.1875,0.00625,17.258788332086763,0.6052631578947368,0.25735294117647056,0.032520325203252036,0.15473209814722083,0.07536231884057971,0.16820276497695852,0.05191873589164785,0.15713698066639242,0.0705719557195572,0.0888382687927107,0.08936170212765958,0.06004901960784314,0.058394160583941604,0.04142011834319527,0.1291759465478842,0.1752738654147105,0.15291529152915292,0.17325227963525835,0.1523809523809524,0.06428571428571428,0.5714285714285714,0.4,0.6679389312977099,0.7352941176470589,0.64,0.31755725190839695,0.30288461538461536,0.3727810650887574,0.4126984126984127,0.24427480916030533,0.38125,0.3836477987421384,0.8032786885245902,0.013740458015267175,0.2222222222222222,0.2222222222222222,1.0,0.024427480916030534,0.25,0.25,1.0,0.5948275862068966,0.5217391304347826,0.1388888888888889,0.008620689655172414,1.0,1.0,0.424,0.6037735849056604,0.008,0.064,0.4381679389312977,0.2857142857142857,0.4726410276073621,0.49630384615384615,0.4684290983606558,0.14859437751004015,0.15373961218836565,0.15849056603773584,0.21006289308176102,7.163650793650793,30.916,0.22949095498527555,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,3113.0,52.0,23,101,101,78,65,9.0,202,3.0,4.0,,,2.0,3.0,1.0,2.0,1.0,4.0,,,,,,,,,5.0,10.0,,,3.0,13.0,98.0,,1.0,,,,,4.0,7.0,,3.0,11.0,8.0,2.0,,,,,,,1.0,,1.0,,,,,1.0,2.0,,1.0,,2.0,5.0,1.0,8.0,1.0,9.0,,,,,,,,1.0,,,,1.0,,1.0,2.0,6.0,,1.0,5.0,1.0,2.0,1.0,2.0,2.0,,,2.0,1.0,,,11.0,78,2.0,0.8,0.8,,,,,0.5,,0.5714285714285714,0.5,,0.5714285714285714,0.5416666666666666,,0.6111111111111112,,,,,,11.607142857142856,,0.3333333333333333,,0.11904761904761904,0.034482758620689655,0.3333333333333333,,0.14583333333333334,0.025,,,0.06666666666666667,,,0.2,0.14285714285714285,0.05555555555555555,0.5,,,0.5,0.4,0.75,0.75,1.0,0.2,0.5,0.5,,0.4,0.25,0.25,1.0,,,,,,,,,,,,,,,0.42857142857142855,0.6666666666666666,,,0.4,,0.50111,,0.5262714285714286,0.18181818181818182,0.18181818181818182,,0.8461538461538461,8.3,,0.7722772277227723,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,54095.0,902.0,113,1761,1771,485,402,206.0,3532,87.0,127.0,4.0,9.0,21.0,35.0,17.0,41.0,47.0,103.0,28.0,70.0,,4.0,23.0,27.0,58.0,26.0,151.0,271.0,55.0,128.0,64.0,531.0,1734.0,6.0,21.0,5.0,14.0,5.0,32.0,33.0,76.0,49.0,35.0,164.0,176.0,126.0,117.0,8.0,1.0,57.0,27.0,19.0,77.0,12.0,89.0,9.0,3.0,30.0,11.0,36.0,190.0,7.0,21.0,,13.0,78.0,3.0,94.0,28.0,122.0,4.0,44.0,27.0,17.0,31.0,5.0,21.0,23.0,7.0,10.0,2.0,54.0,6.0,12.0,22.0,58.0,3.0,6.0,76.0,8.0,27.0,12.0,3.0,1.0,1.0,1.0,3.0,1.0,,,164.0,485,6.0,0.5827814569536424,0.5986394557823129,0.7090909090909091,0.4296875,0.35714285714285715,0.4330708661417323,0.5571955719557196,0.2857142857142857,0.4342105263157895,0.5852130325814536,0.38571428571428573,0.516,0.6136890951276102,0.42105263157894735,0.5694444444444444,0.3208020050125313,0.07011070110701106,0.09448818897637795,0.17073170731707318,,24.081429990069513,0.5740740740740741,0.05454545454545454,,0.10684931506849316,0.03186646433990895,0.08387096774193549,0.040697674418604654,0.10282485875706214,0.03369434416365824,0.03571428571428571,0.0446927374301676,0.022435897435897436,0.047619047619047616,0.029850746268656716,0.08,0.12156862745098039,0.1076923076923077,0.07317073170731707,0.125,0.024096385542168676,0.3333333333333333,0.3182957393483709,0.6850393700787402,0.7565217391304347,0.6436781609195402,0.10275689223057644,0.4146341463414634,0.5,0.35294117647058826,0.2581453634085213,0.4563106796116505,0.4563106796116505,0.5531914893617021,0.17543859649122806,0.4,0.4,0.6785714285714286,0.14536340852130325,0.46551724137931033,0.48214285714285715,0.7407407407407407,0.2571428571428571,0.4444444444444444,0.25,0.11428571428571428,,,0.28,0.6,0.184,0.208,0.6390977443609023,0.47368421052631576,0.5338026381909547,0.5174827586206897,0.5211689516129032,0.06682577565632458,0.09310344827586207,0.060263653483992465,0.3088512241054614,8.400369003690036,24.291406249999998,0.27541169789892106,8.0,5.0,10.0,13.0,21.0,48.0,2.0,2.0,1.0,1.0,0.42857142857142855,0.015625,0.034482758620689655,0.2857142857142857,0.5,0.8,0.34782608695652173,0.5,0.007751937984496124,,,,,,,True,
1721,1610612758,Keon Clark,Keon Clark,1721,SAC,31069.0,518.0,144,999,1005,206,146,109.0,2004,41.0,60.0,10.0,17.0,9.0,14.0,13.0,37.0,20.0,38.0,,,,,,,,,74.0,135.0,,,19.0,167.0,907.0,12.0,22.0,,,,24.0,15.0,30.0,,2.0,32.0,106.0,42.0,,14.0,,,,8.0,22.0,10.0,32.0,6.0,4.0,15.0,1.0,6.0,74.0,7.0,26.0,3.0,16.0,66.0,10.0,92.0,36.0,128.0,4.0,11.0,5.0,6.0,17.0,2.0,7.0,14.0,4.0,10.0,,31.0,2.0,1.0,39.0,58.0,5.0,6.0,27.0,3.0,14.0,1.0,44.0,16.0,4.0,24.0,44.0,25.0,,,32.0,206,1.0,0.7162162162162162,0.7910447761194029,,,,,0.5481481481481482,0.5454545454545454,0.5,0.5481481481481482,0.5454545454545454,0.5,0.5680272108843537,0.5454545454545454,0.5,,0.05925925925925926,0.06666666666666667,0.10810810810810811,,15.766164747564217,0.5483870967741935,0.29411764705882354,0.0967741935483871,0.14347826086956522,0.07428571428571429,0.14953271028037382,0.07526881720430108,0.14462081128747795,0.0744920993227991,0.07692307692307693,0.09782608695652174,0.059880239520958084,0.1320754716981132,,0.1,0.1656441717791411,0.14285714285714285,0.17857142857142858,0.043478260869565216,0.07692307692307693,0.5681818181818182,0.4444444444444444,0.6833333333333333,0.7321428571428571,0.7073170731707317,0.2740740740740741,0.35135135135135137,0.3939393939393939,0.7692307692307693,0.2814814814814815,0.5263157894736842,0.5263157894736842,0.7,,,,,,,,,0.7727272727272727,0.5882352941176471,0.3,,,,0.4666666666666667,0.6428571428571429,,,0.4444444444444444,,0.4741051851851852,0.5027200000000001,0.47136,0.0958904109589041,0.0958904109589041,0.1437125748502994,0.19161676646706588,6.88148148148148,,0.2062062062062062,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,True,
57,1610612758,Doug Christie,Doug Christie,57,SAC,115289.0,1921.0,433,3877,3875,857,767,404.0,7752,87.0,132.0,5.0,16.0,15.0,22.0,8.0,21.0,47.0,123.0,14.0,30.0,2.0,3.0,5.0,33.0,85.0,15.0,142.0,276.0,47.0,115.0,84.0,509.0,3794.0,8.0,28.0,6.0,16.0,7.0,41.0,30.0,48.0,20.0,31.0,109.0,160.0,124.0,132.0,8.0,,85.0,33.0,15.0,230.0,44.0,274.0,16.0,28.0,106.0,29.0,95.0,592.0,12.0,30.0,1.0,31.0,165.0,2.0,198.0,43.0,241.0,5.0,126.0,90.0,36.0,59.0,13.0,40.0,32.0,4.0,19.0,,91.0,5.0,25.0,55.0,125.0,3.0,12.0,104.0,5.0,33.0,14.0,26.0,4.0,9.0,13.0,27.0,12.0,2.0,,109.0,857,14.0,0.5633802816901409,0.5797101449275363,0.9361702127659575,0.40869565217391307,0.375,0.40869565217391307,0.5144927536231884,0.2857142857142857,0.625,0.5434782608695652,0.38636363636363635,0.5735294117647058,0.5762124711316398,0.425531914893617,0.627906976744186,0.29411764705882354,0.05434782608695652,0.08333333333333333,0.09523809523809523,0.016260162601626018,12.019341469030625,0.6483516483516484,0.019417475728155338,0.00980392156862745,0.10338345864661654,0.02158273381294964,0.08959537572254335,0.03488372093023256,0.10092687950566426,0.02422145328719723,0.01440922190201729,0.013054830287206266,0.030303030303030304,0.03225806451612903,0.03937007874015748,0.07297297297297298,0.07554671968190854,0.13831258644536654,0.08846153846153847,0.09302325581395349,0.02702702702702703,0.4444444444444444,0.3375959079283887,0.6590909090909091,0.71900826446281,0.5287356321839081,0.05370843989769821,0.38095238095238093,0.42105263157894735,0.625,0.3145780051150895,0.3821138211382114,0.3884297520661157,0.6170212765957447,0.07672634271099744,0.4666666666666667,0.4827586206896552,0.9285714285714286,0.21739130434782608,0.38823529411764707,0.38823529411764707,0.9393939393939394,0.36363636363636365,0.3125,,0.06818181818181818,0.6666666666666666,1.0,0.3235294117647059,0.6818181818181818,0.07352941176470588,0.22058823529411764,0.6317135549872123,0.38823529411764707,0.5443590792838875,0.5235256756756759,0.5183544117647058,0.07875894988066826,0.10855263157894737,0.08055009823182711,0.21414538310412573,9.595289855072464,24.526956521739134,0.22104720144441578,2.0,4.0,13.0,4.0,6.0,9.0,1.0,16.0,,4.0,0.3,0.008695652173913044,,0.29545454545454547,0.3076923076923077,1.0,0.4,0.26666666666666666,,,1.0,1.0,0.03333333333333333,,,True,
1800,1610612758,Damon Jones,Damon Jones,1800,SAC,13579.0,226.0,24,431,434,90,96,51.0,865,8.0,12.0,,,1.0,3.0,1.0,5.0,5.0,16.0,7.0,14.0,1.0,2.0,,7.0,24.0,5.0,14.0,33.0,14.0,38.0,5.0,75.0,424.0,3.0,4.0,1.0,5.0,,9.0,2.0,6.0,5.0,,10.0,12.0,16.0,39.0,,,24.0,7.0,3.0,20.0,4.0,24.0,3.0,1.0,10.0,2.0,8.0,52.0,1.0,3.0,,4.0,16.0,,20.0,4.0,24.0,,3.0,2.0,1.0,8.0,2.0,4.0,2.0,,4.0,,10.0,,2.0,5.0,13.0,,,6.0,,3.0,,3.0,,2.0,1.0,3.0,2.0,,1.0,10.0,90,2.0,0.42857142857142855,0.42857142857142855,0.9285714285714286,0.3684210526315789,0.2,0.3684210526315789,0.42424242424242425,0.75,0.3333333333333333,0.49295774647887325,0.5,0.45454545454545453,0.5067567567567568,0.5,0.45454545454545453,0.5352112676056338,0.09090909090909091,0.16666666666666666,0.2,,17.00404858299595,0.8,,,0.0893854748603352,0.018072289156626505,0.10526315789473684,0.017241379310344827,0.09216589861751152,0.017857142857142856,,0.038461538461538464,0.0136986301369863,0.02564102564102564,,0.0967741935483871,0.015873015873015872,0.1411764705882353,0.125,,,0.6666666666666666,0.16901408450704225,0.6666666666666666,0.8,0.5,0.07042253521126761,0.2,0.25,,0.22535211267605634,0.3125,0.3125,0.4,0.19718309859154928,0.5,0.5,0.8571428571428571,0.3380281690140845,0.2916666666666667,0.2916666666666667,1.0,,,,0.2222222222222222,0.5,1.0,0.2727272727272727,0.3333333333333333,,0.45454545454545453,0.704225352112676,0.2916666666666667,0.5376154929577466,0.4934555555555556,0.5189954545454546,0.04054054054054054,0.08333333333333333,0.12,0.13333333333333333,10.615151515151517,24.428947368421053,0.2088167053364269,,,3.0,2.0,2.0,3.0,,,,,0.4,,,0.3333333333333333,,,,0.4,,,,,,1.0,,True,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,108337.0,1806.0,413,3638,3641,800,750,371.0,7279,144.0,201.0,9.0,22.0,32.0,43.0,27.0,58.0,101.0,224.0,47.0,101.0,3.0,5.0,18.0,67.0,198.0,50.0,272.0,483.0,114.0,299.0,157.0,1043.0,3562.0,20.0,43.0,7.0,21.0,17.0,78.0,59.0,98.0,68.0,54.0,259.0,348.0,196.0,309.0,18.0,2.0,195.0,66.0,30.0,76.0,24.0,100.0,14.0,10.0,31.0,7.0,38.0,224.0,6.0,35.0,1.0,43.0,189.0,13.0,245.0,42.0,287.0,8.0,52.0,29.0,23.0,44.0,9.0,27.0,33.0,10.0,17.0,1.0,77.0,3.0,19.0,39.0,94.0,7.0,6.0,177.0,15.0,63.0,18.0,5.0,2.0,,3.0,5.0,3.0,,2.0,259.0,800,12.0,0.6397058823529411,0.6615969581749049,0.9035087719298246,0.38127090301003347,0.3333333333333333,0.38047138047138046,0.5631469979296067,0.46511627906976744,0.6020408163265306,0.5664961636828645,0.4765625,0.6174698795180723,0.6001177856301532,0.5416666666666666,0.6606217616580311,0.38235294117647056,0.062111801242236024,0.1044776119402985,0.10344827586206896,0.013392857142857142,22.763028515240904,0.5714285714285714,0.12037037037037036,0.010869565217391304,0.123046875,0.0274079874706343,0.12684365781710916,0.016901408450704224,0.12373333333333333,0.025122549019607844,0.03939393939393939,0.026239067055393587,0.02152317880794702,0.013392857142857142,0.022900763358778626,0.0896358543417367,0.12164948453608247,0.14121037463976946,0.12109375,0.14457831325301204,0.0221606648199446,0.6,0.2570332480818414,0.7164179104477612,0.8,0.7847222222222222,0.0741687979539642,0.46551724137931033,0.5192307692307693,0.25925925925925924,0.2864450127877238,0.45089285714285715,0.45701357466063347,0.5346534653465347,0.12915601023017903,0.46534653465346537,0.46534653465346537,0.9574468085106383,0.2531969309462916,0.3383838383838384,0.3401015228426396,0.8656716417910447,0.34375,0.4090909090909091,0.2222222222222222,0.078125,0.6,1.0,0.25903614457831325,0.7441860465116279,0.10843373493975904,0.30120481927710846,0.639386189258312,0.3384615384615385,0.5308904487179488,0.5143221153846154,0.5288085365853659,0.07701564380264742,0.11864406779661017,0.07478427612655801,0.2483221476510067,9.66438923395445,24.666220735785956,0.2199010445299615,8.0,4.0,16.0,21.0,29.0,33.0,1.0,27.0,1.0,,0.4264705882352941,0.0033444816053511705,0.005050505050505051,0.25,0.25,1.0,0.4444444444444444,0.42,0.0033333333333333335,,,,,,1.0,True,
185,1610612758,Chris Webber,Chris Webber,185,SAC,95444.0,1591.0,319,3205,3200,715,698,342.0,6405,147.0,236.0,38.0,65.0,37.0,52.0,85.0,233.0,187.0,403.0,,,,,,1.0,6.0,2.0,419.0,872.0,1.0,6.0,134.0,975.0,3180.0,56.0,107.0,,,12.0,124.0,94.0,175.0,2.0,48.0,239.0,504.0,334.0,3.0,64.0,1.0,5.0,1.0,40.0,171.0,49.0,220.0,32.0,17.0,94.0,18.0,59.0,489.0,17.0,79.0,6.0,47.0,258.0,28.0,333.0,102.0,435.0,23.0,62.0,29.0,33.0,75.0,18.0,43.0,50.0,6.0,32.0,4.0,125.0,13.0,31.0,56.0,115.0,10.0,17.0,216.0,25.0,106.0,15.0,63.0,23.0,5.0,35.0,64.0,40.0,2.0,3.0,239.0,715,12.0,0.6014319809069213,0.6511627906976745,1.0,0.16666666666666666,,0.2,0.4805045871559633,0.5233644859813084,0.5371428571428571,0.47892938496583143,0.5233644859813084,0.53954802259887,0.5005133470225873,0.543859649122807,0.5532407407407407,0.00683371298405467,0.045871559633027525,0.09322033898305085,0.07725321888412018,,30.51930019439045,0.6,0.3218390804597701,0.07407407407407407,0.19530658591975775,0.06775300171526587,0.16549295774647887,0.06028368794326241,0.19003115264797507,0.06629834254143646,0.10726643598615918,0.08895705521472393,0.034482758620689655,0.07103825136612021,0.04040404040404041,0.18484848484848485,0.18159806295399517,0.21107266435986158,0.20476190476190476,0.05405405405405406,0.05542168674698795,0.625,0.26879271070615035,0.6228813559322034,0.6869158878504673,0.5918367346938775,0.265375854214123,0.3648068669527897,0.3953488372093023,0.3058823529411765,0.45899772209567197,0.4640198511166253,0.4640198511166253,0.7433155080213903,,,,,0.00683371298405467,0.16666666666666666,0.16666666666666666,1.0,0.6074766355140186,0.5846153846153846,0.23684210526315788,,,,0.2937853107344633,0.7115384615384616,,0.011299435028248588,0.275626423690205,0.2,0.45202537058152786,0.504158947368421,0.4506059322033899,0.1105318039624609,0.11122770199370409,0.12717948717948718,0.24512820512820513,10.642316513761468,29.383333333333336,0.22308892355694226,,,,1.0,1.0,,,,,4.0,0.5,,,,,,,0.5,,1.0,1.0,1.0,,1.0,,True,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,29746.0,496.0,-13,955,964,229,224,117.0,1919,21.0,44.0,3.0,8.0,2.0,9.0,11.0,25.0,24.0,63.0,,5.0,,1.0,3.0,10.0,19.0,6.0,56.0,132.0,10.0,24.0,35.0,177.0,973.0,6.0,16.0,2.0,5.0,2.0,20.0,8.0,22.0,9.0,17.0,36.0,62.0,50.0,30.0,2.0,1.0,18.0,10.0,9.0,21.0,8.0,29.0,3.0,5.0,9.0,2.0,10.0,66.0,4.0,10.0,1.0,7.0,43.0,6.0,56.0,15.0,71.0,,8.0,3.0,5.0,8.0,,6.0,8.0,1.0,2.0,,16.0,2.0,4.0,26.0,55.0,4.0,5.0,42.0,2.0,18.0,4.0,6.0,2.0,,4.0,6.0,4.0,,,36.0,229,4.0,0.5535714285714286,0.5636363636363636,1.0,0.4166666666666667,0.4,0.43478260869565216,0.42424242424242425,0.375,0.36363636363636365,0.4551282051282051,0.42857142857142855,0.3064516129032258,0.5028409090909091,0.45454545454545453,0.45,0.15384615384615385,0.06818181818181818,0.11363636363636363,0.16,,17.66329346826127,0.5,0.23076923076923078,0.04,0.10565110565110565,0.02577319587628866,0.09210526315789473,0.041237113402061855,0.10351966873706005,0.0288659793814433,0.019801980198019802,0.01904761904761905,0.03296703296703297,0.019230769230769232,0.06666666666666667,0.07894736842105263,0.11627906976744186,0.10891089108910891,0.11475409836065574,,,0.6666666666666666,0.28205128205128205,0.4772727272727273,0.5384615384615384,0.5714285714285714,0.16025641025641027,0.44,0.5238095238095238,0.45454545454545453,0.40384615384615385,0.38095238095238093,0.38095238095238093,0.5833333333333334,0.03205128205128205,,,,0.12179487179487179,0.5263157894736842,0.5263157894736842,1.0,0.38095238095238093,0.375,,0.047619047619047616,,,0.2903225806451613,0.2222222222222222,0.0967741935483871,0.1935483870967742,0.4358974358974359,0.5555555555555556,0.47728903225806457,0.50404,0.48819,0.10465116279069768,0.12162162162162163,0.11299435028248588,0.2033898305084746,10.605303030303034,25.58333333333333,0.23979057591623038,,2.0,4.0,1.0,1.0,,,,,,0.1111111111111111,,,0.19047619047619047,0.5,1.0,,0.16666666666666666,,,,,,,,True,
2222,1610612758,Gerald Wallace,Gerald Wallace,2222,SAC,13998.0,233.0,40,451,451,115,98,51.0,902,26.0,38.0,6.0,8.0,4.0,7.0,2.0,6.0,4.0,15.0,,,,,,,1.0,1.0,32.0,59.0,,1.0,12.0,76.0,438.0,7.0,10.0,,,1.0,15.0,7.0,15.0,1.0,6.0,20.0,38.0,26.0,,10.0,1.0,,,9.0,7.0,3.0,10.0,1.0,2.0,5.0,,2.0,23.0,1.0,13.0,,7.0,26.0,3.0,36.0,14.0,50.0,,12.0,7.0,5.0,5.0,2.0,2.0,9.0,1.0,3.0,2.0,14.0,1.0,4.0,11.0,18.0,1.0,4.0,23.0,1.0,11.0,1.0,9.0,6.0,,3.0,9.0,2.0,,1.0,20.0,115,,0.59375,0.7037037037037037,,,,,0.5423728813559322,0.7,0.4666666666666667,0.5333333333333333,0.7,0.4375,0.5352112676056338,0.625,0.5,0.016666666666666666,0.15254237288135594,0.18421052631578946,0.3333333333333333,,16.569200779727097,0.35714285714285715,0.2727272727272727,,0.1326530612244898,0.07027027027027027,0.22580645161290322,0.037037037037037035,0.14537444933920704,0.0660377358490566,0.047619047619047616,0.07142857142857142,0.08045977011494253,0.05263157894736842,,0.08333333333333333,0.15384615384615385,0.14457831325301204,0.23076923076923078,0.2,,0.2222222222222222,0.6333333333333333,0.6842105263157895,0.8387096774193549,0.5384615384615384,0.1,0.3333333333333333,0.5,0.5,0.25,0.26666666666666666,0.26666666666666666,1.0,,,,,0.016666666666666666,,,,0.8,0.75,0.3333333333333333,,,,0.4375,0.5714285714285714,,0.0625,0.65,,0.5583186440677966,0.5690299999999999,0.5060533333333335,0.15714285714285714,0.15942028985507245,0.19736842105263158,0.2631578947368421,5.662711864406779,42.6,0.2549889135254989,,,,,,,,,,,,,,,,,,,,,,,,,,True,
