EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,BlockedAtRim,BlockedLongMidRange,ShortMidRangePctBlocked,OffFTReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,PenaltyCorner3FGM,HeaveAttempts,FoulsDrawn,Offensive Fouls Drawn,3SecondViolations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,DefensiveGoaltends,OffensiveGoaltends,Blocked3s,BlockedCorner3,Corner3PctBlocked,BlockedArc3,Clear Path Fouls,on
1065,1610612754,Erick Strickland,Erick Strickland,1065,IND,33593.0,560,49,1047,1055,326,279,131,2102,23.0,40.0,1.0,1.0,11.0,18.0,6.0,16.0,20.0,44.0,1.0,11.0,2.0,1.0,23.0,55.0,2.0,4.0,5.0,19.0,49.0,100.0,24.0,66.0,28.0,198.0,1066,2.0,5.0,2.0,6.0,3.0,13.0,17.0,31.0,5.0,20.0,13.0,62.0,46.0,52.0,60.0,12.0,2.0,55.0,23.0,6.0,1.0,71.0,19.0,90.0,17.0,2.0,26.0,12.0,33.0,199.0,3.0,6.0,4.0,38.0,2.0,44.0,9.0,53.0,5.0,16.0,8.0,8.0,31.0,9.0,22.0,17.0,2.0,9.0,3.0,48.0,1.0,17.0,13.0,41.0,2.0,3.0,33.0,1.0,1.0,3.0,12.0,1.0,3.0,1.0,1.0,1.0,1.0,62.0,326,9.0,0.46938775510204084,0.4791666666666667,0.8333333333333334,0.36363636363636365,0.3333333333333333,0.25,0.36363636363636365,0.49,0.4,0.5483870967741935,0.5120481927710844,0.45454545454545453,0.4803921568627451,0.5416666666666666,0.5,0.5357142857142857,0.39759036144578314,0.015151515151515152,0.06,0.125,0.022727272727272728,0.01818181818181818,18.874172185430464,0.6458333333333334,0.07142857142857142,0.09069212410501193,0.016129032258064516,0.034782608695652174,0.028846153846153848,0.07865168539325842,0.018907563025210083,0.027777777777777776,0.017543859649122806,0.006666666666666667,0.025,0.041666666666666664,0.04065040650406504,0.14388489208633093,0.08280254777070063,0.045454545454545456,0.058823529411764705,1.0,0.24096385542168675,0.575,0.6571428571428571,0.4782608695652174,0.0963855421686747,0.375,0.375,0.3333333333333333,0.26506024096385544,0.45454545454545453,0.46511627906976744,0.5,0.06626506024096386,0.09090909090909091,0.09090909090909091,1.0,0.3313253012048193,0.41818181818181815,0.42592592592592593,0.8260869565217391,0.09090909090909091,1.0,0.18181818181818182,0.36363636363636365,0.5,1.0,0.35294117647058826,0.6111111111111112,0.0196078431372549,0.37254901960784315,0.2631578947368421,0.6385542168674698,0.41818181818181815,0.48504548192771085,0.512095,0.4821558823529412,0.07344632768361582,0.10810810810810811,0.015151515151515152,0.06565656565656566,0.31313131313131315,10.049,25.157575757575756,0.3113658070678128,,,,,,,,,,,,,,,,,,,,,,,,,True
1500,1610612754,Ron Mercer,Ron Mercer,1500,IND,41420.0,690,45,1305,1312,501,433,157,2617,30.0,51.0,4.0,8.0,11.0,12.0,8.0,24.0,70.0,178.0,,1.0,,,,3.0,,1.0,,1.0,108.0,253.0,,4.0,27.0,243.0,1326,14.0,29.0,,1.0,,28.0,44.0,97.0,,1.0,9.0,97.0,156.0,60.0,,,4.0,3.0,,10.0,,26.0,14.0,40.0,14.0,,8.0,4.0,14.0,94.0,2.0,10.0,10.0,41.0,,51.0,14.0,65.0,3.0,22.0,15.0,7.0,15.0,2.0,8.0,9.0,,7.0,5.0,24.0,2.0,11.0,16.0,44.0,3.0,1.0,34.0,5.0,,1.0,15.0,,4.0,5.0,2.0,5.0,3.0,97.0,501,10.0,0.7222222222222222,0.7358490566037735,,,,,,0.4268774703557312,0.4827586206896552,0.4536082474226804,0.42023346303501946,0.4666666666666667,0.4489795918367347,0.44649446494464945,0.4666666666666667,0.46190476190476193,0.01556420233463035,,0.039525691699604744,0.11764705882352941,0.011235955056179775,,19.758874748827864,0.625,,0.07550644567219153,0.02044989775051125,0.08064516129032258,0.02247191011235955,0.07646176911544228,0.020761245674740483,0.01680672268907563,0.022900763358778626,0.02092050209205021,0.028985507246376812,,0.047337278106508875,0.0782122905027933,0.09743589743589744,0.08791208791208792,0.022058823529411766,0.6,0.19844357976653695,0.5882352941176471,0.6666666666666666,0.6333333333333333,0.0933852140077821,0.3333333333333333,0.36363636363636365,0.5,0.6926070038910506,0.39325842696629215,0.3977272727272727,0.7857142857142857,0.0038910505836575876,,,,0.011673151750972763,,,,0.26666666666666666,0.5,,0.03333333333333333,,,0.12244897959183673,0.9166666666666666,,0.01020408163265306,,0.2140077821011673,,0.43758132295719854,0.45136851851851845,0.41508214285714284,0.056179775280898875,0.057034220532319393,,0.11522633744855967,0.3991769547325103,14.159683794466403,25.675,0.3839080459770115,2.0,2.0,1.0,0.08333333333333333,0.04878048780487805,0.06060606060606061,0.5,,,,,,,,,,,,,,,,,,True
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,5963.0,99,-21,192,188,48,63,20,380,1.0,8.0,,2.0,1.0,2.0,,1.0,2.0,10.0,,3.0,,,5.0,8.0,1.0,1.0,,,3.0,19.0,5.0,11.0,5.0,26.0,200,,2.0,1.0,1.0,,3.0,2.0,4.0,,,1.0,5.0,6.0,,12.0,3.0,,8.0,5.0,3.0,,7.0,1.0,8.0,,1.0,5.0,,2.0,17.0,,5.0,4.0,16.0,1.0,21.0,5.0,26.0,,,,,3.0,,2.0,1.0,,1.0,,4.0,,,3.0,7.0,,1.0,6.0,,,,2.0,,1.0,5.0,3.0,5.0,4.0,5.0,48,2.0,1.0,1.0,0.8,0.45454545454545453,1.0,,0.45454545454545453,0.15789473684210525,,0.5,0.35,0.5,0.5,0.3939393939393939,0.5,0.5,0.36666666666666664,,0.15789473684210525,0.375,,,16.972477064220183,0.75,0.14285714285714285,0.23880597014925373,0.06172839506172839,0.16,,0.21739130434782608,0.05154639175257732,0.047619047619047616,0.06666666666666667,0.06666666666666667,,,0.3333333333333333,0.18181818181818182,0.20833333333333334,0.2,,0.8,0.26666666666666666,0.125,0.2,1.0,0.03333333333333333,,,,0.3333333333333333,0.2,0.2,1.0,0.1,,,,0.26666666666666666,0.625,0.625,0.8,0.6666666666666666,,,0.3333333333333333,1.0,,0.5,0.5,,,,0.6333333333333333,0.625,0.4749749999999999,0.5415,0.474025,0.0625,0.09523809523809523,,0.11538461538461539,0.19230769230769232,10.094736842105263,24.954545454545453,0.25,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,True
1733,1610612754,Al Harrington,Al Harrington,1733,IND,71448.0,1191,171,2274,2253,793,582,292,4527,77.0,138.0,20.0,44.0,26.0,36.0,35.0,104.0,72.0,156.0,6.0,13.0,1.0,3.0,2.0,15.0,,1.0,,8.0,184.0,398.0,8.0,28.0,102.0,494.0,2265,33.0,71.0,1.0,2.0,22.0,91.0,46.0,103.0,1.0,11.0,59.0,154.0,216.0,152.0,24.0,,32.0,12.0,2.0,32.0,1.0,41.0,18.0,59.0,14.0,4.0,21.0,3.0,17.0,136.0,14.0,61.0,34.0,120.0,3.0,157.0,75.0,232.0,8.0,33.0,19.0,14.0,29.0,4.0,14.0,54.0,6.0,15.0,11.0,83.0,6.0,27.0,50.0,141.0,14.0,24.0,129.0,12.0,,,53.0,,17.0,17.0,6.0,17.0,13.0,154.0,793,13.0,0.5869565217391305,0.6428571428571429,1.0,0.2857142857142857,0.5,0.09090909090909091,0.32,0.4623115577889447,0.4647887323943662,0.44660194174757284,0.460093896713615,0.4726027397260274,0.4166666666666667,0.5103305785123967,0.5352941176470588,0.5202702702702703,0.06572769953051644,0.03571428571428571,0.08040201005025126,0.15217391304347827,0.01282051282051282,0.06666666666666667,21.649484536082472,0.3493975903614458,0.04918032786885246,0.13937282229965156,0.07151230949589683,0.13821138211382114,0.07608695652173914,0.13911472448057813,0.07232401157184185,0.09865470852017937,0.06228373702422145,0.06158357771260997,0.08148148148148149,0.061224489795918366,0.14453125,0.13178294573643412,0.14121037463976946,0.14130434782608695,0.04145077720207254,0.7647058823529411,0.323943661971831,0.5579710144927537,0.6581196581196581,0.5844155844155844,0.24413145539906103,0.33653846153846156,0.3684210526315789,0.42857142857142855,0.36619718309859156,0.46153846153846156,0.4675324675324675,0.6666666666666666,0.03051643192488263,0.46153846153846156,0.46153846153846156,1.0,0.035211267605633804,0.13333333333333333,0.14285714285714285,1.0,0.6027397260273972,0.45454545454545453,0.0136986301369863,0.0136986301369863,,,0.3157894736842105,0.7222222222222222,0.02631578947368421,0.07017543859649122,,0.38967136150234744,0.16666666666666666,0.45991187648456067,0.503073275862069,0.45460779816513763,0.11349036402569593,0.12072892938496584,,0.18421052631578946,0.3117408906882591,9.948241206030152,28.699999999999996,0.34872471416007034,,7.0,4.0,0.08653846153846154,,0.12903225806451613,0.15,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,,,,,,,,True
1802,1610612754,Brad Miller,Brad Miller,1802,IND,136264.0,2271,280,4394,4372,1360,1102,543,8766,184.0,295.0,55.0,93.0,53.0,83.0,47.0,143.0,93.0,213.0,1.0,2.0,,1.0,4.0,14.0,,2.0,2.0,7.0,324.0,651.0,5.0,16.0,292.0,955.0,4392,65.0,118.0,,2.0,46.0,176.0,94.0,177.0,2.0,8.0,126.0,320.0,474.0,174.0,15.0,,90.0,14.0,4.0,93.0,1.0,167.0,26.0,193.0,19.0,7.0,87.0,24.0,56.0,412.0,38.0,145.0,69.0,309.0,40.0,418.0,185.0,603.0,14.0,65.0,41.0,24.0,78.0,15.0,51.0,40.0,2.0,27.0,4.0,118.0,15.0,34.0,96.0,203.0,28.0,11.0,357.0,35.0,,8.0,145.0,,47.0,43.0,11.0,43.0,30.0,320.0,1360,24.0,0.7314814814814815,0.8494623655913979,1.0,0.3125,,0.25,0.3125,0.4976958525345622,0.5508474576271186,0.5310734463276836,0.4970014992503748,0.5416666666666666,0.5243243243243243,0.5758495145631068,0.624113475177305,0.6254901960784314,0.0239880059970015,0.0625,0.14285714285714285,0.18305084745762712,0.014084507042253521,0.07142857142857142,18.72019077901431,0.6610169491525424,0.3669724770642202,0.17606837606837608,0.09073842302878599,0.15333333333333332,0.09571788413098237,0.17142857142857143,0.09172932330827067,0.12200435729847495,0.0838095238095238,0.0732899022801303,0.1,0.08411214953271028,0.16698656429942418,0.20588235294117646,0.15942028985507245,0.1388888888888889,0.059322033898305086,0.6976744186046512,0.44227886056971516,0.6237288135593221,0.7634854771784232,0.6467391304347826,0.2143928035982009,0.32867132867132864,0.4392523364485981,0.574468085106383,0.3193403298350825,0.43661971830985913,0.44285714285714284,0.978494623655914,0.0029985007496251873,0.5,0.5,1.0,0.020989505247376312,0.2857142857142857,0.3076923076923077,1.0,0.775,0.5913978494623656,,0.016666666666666666,,,0.4486486486486487,0.6385542168674698,0.005405405405405406,0.03783783783783784,0.2857142857142857,0.4662668665667166,0.2857142857142857,0.4744571964017992,0.5149476635514019,0.46900297297297316,0.1866151866151866,0.19053876478318002,,0.18429319371727748,0.33507853403141363,8.384178187403997,24.86875,0.30951297223486574,2.0,29.0,3.0,0.2517482517482518,0.014705882352941176,0.19047619047619047,0.14545454545454545,1.0,,,,,,4.0,,,,1.0,1.0,,,,,,True
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,13310.0,222,4,428,426,188,162,53,854,8.0,16.0,6.0,7.0,3.0,5.0,5.0,9.0,4.0,14.0,,3.0,,1.0,3.0,7.0,,,1.0,4.0,17.0,39.0,3.0,10.0,20.0,63.0,434,6.0,11.0,,,3.0,15.0,5.0,11.0,1.0,5.0,12.0,25.0,18.0,16.0,9.0,,6.0,7.0,3.0,4.0,,7.0,,7.0,,,4.0,2.0,1.0,14.0,1.0,9.0,6.0,16.0,,22.0,10.0,32.0,1.0,4.0,3.0,1.0,3.0,,2.0,7.0,2.0,1.0,3.0,10.0,1.0,5.0,2.0,15.0,,1.0,27.0,2.0,,1.0,12.0,,2.0,11.0,1.0,11.0,4.0,25.0,188,3.0,0.5294117647058824,0.6428571428571429,1.0,0.3,,0.2,0.3,0.4358974358974359,0.5454545454545454,0.45454545454545453,0.4387755102040816,0.5454545454545454,0.40625,0.5163934426229508,0.625,0.5434782608695652,0.20408163265306123,,0.10256410256410256,0.25,,,14.549180327868854,0.3,,0.09696969696969697,0.05732484076433121,0.17142857142857143,0.03571428571428571,0.11,0.05405405405405406,0.07317073170731707,0.045454545454545456,0.05555555555555555,,0.1,0.08928571428571429,0.03773584905660377,0.16071428571428573,0.2,0.04,0.36363636363636365,0.32653061224489793,0.5,0.6666666666666666,0.5,0.1836734693877551,0.5555555555555556,0.5555555555555556,0.4,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.75,0.061224489795918366,,,,0.14285714285714285,0.42857142857142855,0.42857142857142855,1.0,0.6363636363636364,0.8571428571428571,,,,,0.3125,0.6,0.0625,0.25,0.25,0.5306122448979592,0.42857142857142855,0.48452551020408163,0.47330000000000005,0.47375937500000004,0.2033898305084746,0.24489795918367346,,0.23809523809523808,0.3968253968253968,9.3,24.82,0.4392523364485981,,10.0,,,,0.1,0.3333333333333333,,,,,,,,,,,,,,,,,,True
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,8865.0,148,-9,280,291,98,104,49,571,7.0,17.0,4.0,9.0,1.0,2.0,2.0,10.0,4.0,15.0,,,,,,1.0,,,,1.0,13.0,42.0,,1.0,9.0,35.0,284,4.0,10.0,,,4.0,12.0,3.0,7.0,,1.0,4.0,10.0,18.0,8.0,,,8.0,1.0,,4.0,,14.0,2.0,16.0,2.0,,6.0,2.0,6.0,34.0,7.0,20.0,6.0,28.0,1.0,35.0,27.0,62.0,3.0,8.0,5.0,3.0,6.0,1.0,1.0,6.0,,5.0,3.0,12.0,2.0,3.0,9.0,20.0,2.0,1.0,17.0,1.0,,,7.0,,2.0,2.0,1.0,2.0,1.0,10.0,98,2.0,0.6923076923076923,1.0,,,,,,0.30952380952380953,0.4,0.42857142857142855,0.3023255813953488,0.4,0.375,0.3431372549019608,0.4,0.4166666666666667,0.023255813953488372,,0.09523809523809523,0.11764705882352941,,,18.208092485549134,0.5,0.14285714285714285,0.25688073394495414,0.16393442622950818,0.2608695652173913,0.2692307692307692,0.25757575757575757,0.18243243243243243,0.21621621621621623,0.2222222222222222,0.10344827586206896,0.2,0.36363636363636365,0.3333333333333333,0.23255813953488372,0.24444444444444444,0.23529411764705882,0.12,0.5,0.3953488372093023,0.4117647058823529,0.4666666666666667,0.42857142857142855,0.23255813953488372,0.2,0.25,1.0,0.3488372093023256,0.26666666666666666,0.26666666666666666,1.0,,,,,0.023255813953488372,,,,0.9,0.4444444444444444,,,,,0.25,0.5,,0.125,,0.4186046511627907,,0.4707238095238095,0.53913,0.4624000000000001,0.14285714285714285,0.14583333333333334,,0.34285714285714286,0.2857142857142857,8.552380952380952,36.6,0.35,,1.0,,0.2,,0.3333333333333333,,,,,,,,1.0,,,,,,,,,,,True
397,1610612754,Reggie Miller,Reggie Miller,397,IND,86479.0,1441,167,2805,2783,805,692,353,5588,57.0,75.0,6.0,12.0,18.0,21.0,11.0,28.0,54.0,116.0,20.0,62.0,6.0,15.0,71.0,182.0,6.0,11.0,21.0,58.0,122.0,219.0,91.0,244.0,156.0,673.0,2837,12.0,28.0,8.0,17.0,11.0,59.0,36.0,55.0,25.0,73.0,75.0,222.0,220.0,24.0,255.0,18.0,4.0,182.0,71.0,5.0,2.0,99.0,17.0,116.0,11.0,6.0,45.0,30.0,24.0,249.0,4.0,9.0,28.0,77.0,,105.0,13.0,118.0,3.0,38.0,18.0,20.0,26.0,4.0,17.0,22.0,3.0,9.0,,48.0,6.0,11.0,13.0,61.0,3.0,13.0,175.0,4.0,1.0,25.0,40.0,4.0,32.0,2.0,1.0,3.0,3.0,222.0,805,13.0,0.9016393442622951,0.9166666666666666,0.9340659340659341,0.3729508196721312,0.47058823529411764,0.3424657534246575,0.3729508196721312,0.5570776255707762,0.42857142857142855,0.6545454545454545,0.5583153347732182,0.5333333333333333,0.57421875,0.6095505617977528,0.5490196078431373,0.6585365853658537,0.5269978401727862,0.00819672131147541,0.0228310502283105,0.04,0.008620689655172414,0.005494505494505495,18.091389493316754,0.5416666666666666,,0.06955736224028906,0.009036144578313253,0.0958904109589041,0.013114754098360656,0.07505360972122944,0.009992313604919293,0.01567398119122257,0.009584664536741214,0.0027472527472527475,0.017937219730941704,,0.06134969325153374,0.05637982195845697,0.08558558558558559,0.08866995073891626,0.012552301255230125,1.0,0.16198704103671707,0.76,0.7916666666666666,0.9122807017543859,0.06047516198704104,0.39285714285714285,0.4074074074074074,0.7272727272727273,0.2505399568034557,0.46551724137931033,0.46956521739130436,0.9259259259259259,0.13390928725701945,0.3225806451612903,0.32786885245901637,0.95,0.3930885529157667,0.3901098901098901,0.39226519337016574,0.9295774647887324,0.26666666666666666,0.5,0.13333333333333333,0.24444444444444444,0.5454545454545454,1.0,0.1640625,0.8571428571428571,0.1171875,0.453125,0.3620689655172414,0.6889848812095032,0.3901098901098901,0.5118416846652267,0.48731029411764704,0.49163320312500003,0.08764940239043825,0.1568627450980392,0.016194331983805668,0.08766716196136701,0.3298662704309064,11.57214611872146,25.131967213114752,0.28698752228163993,,1.0,,0.03571428571428571,,0.11235955056179775,0.6666666666666666,,2.0,4.0,,,,,0.3333333333333333,0.5,0.26666666666666666,1.0,,1.0,1.0,0.016129032258064516,,,True
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,100900.0,1682,206,3254,3238,877,728,391,6492,162.0,239.0,43.0,64.0,42.0,59.0,148.0,345.0,42.0,116.0,1.0,5.0,,4.0,2.0,7.0,1.0,2.0,,1.0,352.0,700.0,3.0,12.0,197.0,910.0,3259,57.0,113.0,1.0,2.0,38.0,155.0,79.0,149.0,1.0,5.0,72.0,233.0,466.0,238.0,3.0,6.0,48.0,7.0,2.0,72.0,1.0,81.0,17.0,98.0,13.0,4.0,49.0,10.0,22.0,213.0,21.0,85.0,61.0,264.0,38.0,363.0,108.0,471.0,9.0,41.0,30.0,11.0,49.0,5.0,22.0,64.0,6.0,27.0,17.0,113.0,11.0,35.0,73.0,157.0,19.0,24.0,273.0,27.0,,,124.0,,26.0,105.0,19.0,105.0,58.0,233.0,877,12.0,0.6619318181818182,0.7103658536585366,0.3333333333333333,0.25,0.5,0.2,0.25,0.5028571428571429,0.504424778761062,0.5302013422818792,0.5007022471910112,0.508695652173913,0.5227272727272727,0.5449101796407185,0.5615942028985508,0.5913705583756346,0.016853932584269662,0.08333333333333333,0.10285714285714286,0.15481171548117154,0.02586206896551724,0.14285714285714285,25.552560646900268,0.4336283185840708,0.4935064935064935,0.19730941704035873,0.07289879931389365,0.1804733727810651,0.0707070707070707,0.19391408114558473,0.07245386192754613,0.10149253731343283,0.06443914081145585,0.05825242718446602,0.046296296296296294,0.13580246913580246,0.14105793450881612,0.21256038647342995,0.22770398481973433,0.18828451882845187,0.03214285714285714,0.5523809523809524,0.3356741573033708,0.6778242677824268,0.801980198019802,0.7037037037037037,0.4845505617977528,0.4289855072463768,0.4728434504792332,0.5945945945945946,0.16292134831460675,0.3620689655172414,0.37168141592920356,0.7380952380952381,0.007022471910112359,0.2,0.2,,0.009831460674157303,0.2857142857142857,0.3333333333333333,0.5,0.5565217391304348,0.671875,,0.017391304347826087,0.5,,0.38311688311688313,0.711864406779661,0.025974025974025976,0.006493506493506494,,0.35252808988764045,0.2857142857142857,0.44346551966292136,0.4823923469387756,0.4297577922077922,0.15327564894932014,0.15558343789209536,,0.17032967032967034,0.256043956043956,7.527428571428572,24.541666666666668,0.2695144437615243,2.0,82.0,4.0,0.0927536231884058,0.022222222222222223,0.16161616161616163,0.32558139534883723,7.0,,1.0,,,,10.0,,,0.25,7.0,,,,,,,True
1897,1610612754,Metta World Peace,Metta World Peace,1897,IND,90814.0,1514,341,2958,2935,899,645,360,5893,135.0,231.0,26.0,44.0,41.0,58.0,24.0,92.0,42.0,98.0,10.0,32.0,4.0,7.0,37.0,104.0,3.0,8.0,8.0,36.0,201.0,421.0,47.0,136.0,161.0,704.0,2876,30.0,58.0,4.0,12.0,21.0,93.0,62.0,114.0,10.0,43.0,82.0,236.0,190.0,212.0,114.0,27.0,30.0,104.0,37.0,48.0,1.0,108.0,28.0,136.0,22.0,6.0,40.0,13.0,55.0,300.0,12.0,46.0,45.0,133.0,2.0,180.0,58.0,238.0,18.0,104.0,58.0,46.0,48.0,8.0,22.0,42.0,7.0,26.0,7.0,90.0,3.0,31.0,51.0,149.0,17.0,10.0,227.0,24.0,,1.0,93.0,,32.0,27.0,15.0,30.0,16.0,236.0,899,25.0,0.472636815920398,0.510752688172043,0.8085106382978723,0.34558823529411764,0.3333333333333333,0.23255813953488372,0.34558823529411764,0.47743467933491684,0.5172413793103449,0.543859649122807,0.4874326750448833,0.5142857142857142,0.49044585987261147,0.53419452887538,0.58125,0.562200956937799,0.24416517055655296,0.007352941176470588,0.11401425178147269,0.12987012987012986,,0.009615384615384616,22.182680901542113,0.5333333333333333,0.027777777777777776,0.11055694098088113,0.04423076923076923,0.14950166112956811,0.045112781954887216,0.11835106382978723,0.0444104134762634,0.08169934640522876,0.0335195530726257,0.023936170212765957,0.05527638190954774,0.014925373134328358,0.10773480662983426,0.10989010989010989,0.11320754716981132,0.16203703703703703,0.07058823529411765,0.5333333333333333,0.414721723518851,0.5844155844155844,0.6716417910447762,0.48148148148148145,0.1651705565529623,0.2608695652173913,0.32432432432432434,0.4166666666666667,0.17594254937163376,0.42857142857142855,0.42857142857142855,0.47619047619047616,0.05745062836624776,0.3125,0.3125,1.0,0.1867145421903052,0.3557692307692308,0.3592233009708738,0.7567567567567568,0.6285714285714286,0.5909090909090909,0.05714285714285714,0.11428571428571428,0.375,1.0,0.36942675159235666,0.7068965517241379,0.044585987261146494,0.22929936305732485,0.2222222222222222,0.6588868940754039,0.3557692307692308,0.5104977558348295,0.5241172413793104,0.5000347133757962,0.1485623003194888,0.18979591836734694,,0.13210227272727273,0.3352272727272727,6.804750593824228,25.072794117647064,0.30392156862745096,,10.0,2.0,0.1956521739130435,,0.11764705882352941,0.2692307692307692,,1.0,2.0,,,,2.0,0.25,1.0,0.2857142857142857,,,3.0,,,3.0,,True
