EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,LostBallOutOfBoundsTurnovers,Clear Path Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,OffFTReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Travels,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,BlockedAtRim,BlockedLongMidRange,DefensiveGoaltends,PenaltyArc3FGM,PenaltyFG3M,3SecondViolations,PenaltyFg3Pct,PenaltyArc3Accuracy,Blocked3s,BlockedArc3,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3FGM,LongMidRangePctBlocked,PenaltyCorner3Accuracy,on,HeaveAttempts,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1716,1610612764,Larry Hughes,Larry Hughes,1716,WAS,7537.0,126,-4,248,248,112,58,31,496,7.0,11.0,2.0,2.0,4.0,8.0,7.0,18.0,5.0,11.0,1.0,19.0,40.0,1.0,6.0,44.0,238,5.0,7.0,3.0,13.0,7.0,19.0,2.0,16.0,18.0,20.0,4.0,4.0,6.0,1.0,7.0,1.0,6.0,15.0,1.0,7.0,3.0,12.0,1.0,16.0,8.0,24,1.0,8.0,3.0,5.0,8.0,1.0,6.0,3.0,2.0,11.0,1.0,3.0,3.0,15.0,1.0,2.0,7.0,1.0,4.0,1.0,16.0,112,2.0,0.47368421052631576,0.5294117647058824,0.475,0.7142857142857143,0.3684210526315789,0.4634146341463415,0.7142857142857143,0.3684210526315789,0.5,0.7222222222222222,0.4,0.024390243902439025,0.1,0.18181818181818182,0.1111111111111111,19.434628975265017,0.7272727272727273,0.14285714285714285,0.13186813186813187,0.07368421052631578,0.13043478260869565,0.05,0.13157894736842105,0.06956521739130435,0.12,0.0625,0.05263157894736842,0.1111111111111111,0.1,0.06666666666666667,0.1951219512195122,0.125,0.14285714285714285,0.05555555555555555,0.2682926829268293,0.6363636363636364,0.7777777777777778,0.2857142857142857,0.43902439024390244,0.3888888888888889,0.4375,0.2857142857142857,0.2682926829268293,0.45454545454545453,0.45454545454545453,1.0,0.024390243902439025,0.2857142857142857,1.0,0.42105263157894735,0.5,0.2926829268292683,0.47689390243902446,0.49115,0.507042105263158,0.09090909090909091,0.09302325581395349,0.29545454545454547,0.36363636363636365,9.444999999999999,23.9,0.45161290322580644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1731,1610612764,Tyronn Lue,Tyronn Lue,1731,WAS,11771.0,196,60,367,366,151,116,45,733,5.0,7.0,,1.0,1.0,2.0,3.0,11.0,11.0,20.0,2.0,19.0,38.0,20.0,6.0,65.0,327,,2.0,,6.0,6.0,14.0,4.0,16.0,18.0,20.0,,1.0,20.0,4.0,24.0,3.0,7.0,52.0,1.0,1.0,3.0,12.0,1.0,16.0,3.0,19,,3.0,1.0,2.0,4.0,1.0,4.0,4.0,,8.0,1.0,3.0,6.0,19.0,2.0,,8.0,,,,16.0,151,3.0,0.47368421052631576,0.47368421052631576,0.5,,0.42857142857142855,0.5086206896551724,0.75,0.3,0.5166666666666667,0.75,0.3409090909090909,0.3448275862068966,0.02631578947368421,,0.09090909090909091,16.30695443645084,0.5,0.07692307692307693,0.08571428571428572,0.008849557522123894,0.07317073170731707,0.03225806451612903,0.08287292817679558,0.013888888888888888,,,0.018867924528301886,,0.034482758620689655,0.10526315789473684,0.0958904109589041,0.0967741935483871,,,0.1206896551724138,0.7142857142857143,0.7142857142857143,0.8,0.1896551724137931,0.2727272727272727,0.3,0.3333333333333333,0.3448275862068966,0.55,0.55,0.36363636363636365,0.034482758620689655,0.25,,0.1,0.5,0.46551724137931033,0.45477931034482766,0.4220375,0.4022925,,,0.09230769230769231,0.24615384615384617,12.710526315789473,25.975,0.4114441416893733,1.0,1.0,6.0,18.0,2.0,2.0,5.0,7.0,2.0,2.0,6.0,18.0,3.0,18.0,6.0,1.0,6.0,7.0,1.0,1.0,1.0,4.0,2.0,0.8571428571428571,0.35,1.0,0.35,0.07692307692307693,0.04,0.5,0.5,1.0,0.3103448275862069,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.5,1.0,1.0,0.05,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2041,1610612764,Etan Thomas,Etan Thomas,2041,WAS,2916.0,49,12,89,92,42,36,17,181,5.0,7.0,4.0,5.0,3.0,5.0,2.0,5.0,,,,7.0,12.0,,7.0,21.0,86,4.0,6.0,,8.0,5.0,8.0,5.0,15.0,4.0,10.0,4.0,3.0,,,,,,,1.0,4.0,2.0,6.0,,8.0,6.0,14,,1.0,1.0,,2.0,,1.0,3.0,1.0,5.0,,3.0,5.0,9.0,1.0,2.0,10.0,,5.0,,15.0,42,,0.2857142857142857,0.4,0.5833333333333334,0.6666666666666666,0.625,0.5833333333333334,0.6666666666666666,0.625,0.6176470588235294,0.6666666666666666,0.6818181818181818,,0.25,0.2857142857142857,0.2,19.642857142857142,0.4,,0.17647058823529413,0.10256410256410256,0.25,0.14285714285714285,0.19047619047619047,0.10869565217391304,0.07142857142857142,0.13333333333333333,0.1,,0.25,0.1111111111111111,0.17647058823529413,,0.4,,0.5833333333333334,0.7142857142857143,1.0,0.2,0.4166666666666667,0.4,0.5,0.5,,,,,,0.8333333333333334,0.8,0.625,0.6,0.5833333333333334,0.49075,0.5733400000000001,0.46283750000000007,0.29411764705882354,0.29411764705882354,0.38095238095238093,0.7142857142857143,4.883333333333334,,0.47191011235955055,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.1111111111111111,0.25,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2198,1610612764,Kwame Brown,Kwame Brown,2198,WAS,6923.0,115,2,219,212,112,71,26,431,11.0,14.0,,2.0,8.0,11.0,4.0,13.0,1.0,1.0,,16.0,28.0,,12.0,44.0,207,,2.0,,,10.0,17.0,8.0,28.0,26.0,6.0,,,,,,,,,1.0,3.0,6.0,14.0,3.0,23.0,4.0,27,1.0,5.0,3.0,2.0,6.0,2.0,1.0,4.0,5.0,10.0,2.0,5.0,5.0,13.0,,2.0,16.0,,5.0,,28.0,112,2.0,0.8125,0.8125,0.5714285714285714,,0.5882352941176471,0.5714285714285714,,0.5882352941176471,0.6111111111111112,,0.6086956521739131,,,,,18.473895582329316,0.6,0.5,0.16666666666666666,0.041666666666666664,0.2608695652173913,0.06666666666666667,0.18691588785046728,0.04597701149425287,0.13333333333333333,,0.037037037037037035,0.2,0.11764705882352941,0.16,0.19047619047619047,0.26666666666666666,0.25,0.08333333333333333,0.5,0.7857142857142857,0.7857142857142857,0.8181818181818182,0.4642857142857143,0.3076923076923077,0.3076923076923077,0.75,0.03571428571428571,1.0,1.0,1.0,,1.0,,0.6470588235294118,0.7272727272727273,0.5,0.5103249999999999,0.5457,0.5513647058823529,0.15151515151515152,0.15151515151515152,,0.6363636363636364,4.971428571428571,,0.5114155251141552,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,11.0,3.0,11.0,6.0,0.5454545454545454,7.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,
2407,1610612764,Jared Jeffries,Jared Jeffries,2407,WAS,17419.0,290,41,540,544,220,147,69,1084,19.0,37.0,8.0,15.0,8.0,16.0,5.0,9.0,3.0,11.0,1.0,27.0,57.0,6.0,16.0,79.0,499,8.0,16.0,3.0,19.0,9.0,22.0,6.0,27.0,30.0,24.0,12.0,4.0,12.0,4.0,16.0,2.0,5.0,36.0,2.0,23.0,4.0,25.0,3.0,32.0,26.0,58,,8.0,2.0,6.0,10.0,2.0,5.0,11.0,5.0,21.0,2.0,6.0,11.0,28.0,,3.0,29.0,3.0,13.0,,27.0,220,,0.5555555555555556,0.7142857142857143,0.47368421052631576,0.5,0.4090909090909091,0.5,0.47058823529411764,0.45652173913043476,0.5197368421052632,0.475,0.48214285714285715,0.09523809523809523,0.07017543859649122,0.08108108108108109,0.1111111111111111,15.569823434991973,0.47619047619047616,0.17647058823529413,0.11961722488038277,0.11855670103092783,0.07547169811320754,0.04,0.11068702290076336,0.10245901639344263,0.08695652173913043,0.171875,0.09523809523809523,0.1111111111111111,0.02564102564102564,0.2028985507246377,0.09900990099009901,0.07894736842105263,0.06666666666666667,,0.5873015873015873,0.5135135135135135,0.5588235294117647,0.5789473684210527,0.14285714285714285,0.5555555555555556,0.625,0.4,0.1746031746031746,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.015873015873015872,0.8823529411764706,0.5333333333333333,0.6956521739130435,0.5,0.6825396825396826,0.5353373015873016,0.540334375,0.5461347826086957,0.1780821917808219,0.19402985074626866,0.24050632911392406,0.34177215189873417,5.719298245614035,24.766666666666666,0.4074074074074074,,,3.0,5.0,,1.0,1.0,3.0,,1.0,1.0,9.0,,5.0,3.0,2.0,1.0,6.0,1.0,,,,3.0,1.0,0.5,,0.5,0.045454545454545456,,,,,0.07936507936507936,0.6,0.6,1.0,0.058823529411764705,,,,0.043478260869565216,0.6,5.0,5.0,1.0,5.0,3.0,0.6,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,
893,1610612764,Michael Jordan,Michael Jordan,893,WAS,11748.0,196,35,353,361,124,78,48,714,5.0,9.0,1.0,1.0,1.0,3.0,10.0,21.0,32.0,71.0,1.0,47.0,101.0,6.0,14.0,114.0,332,6.0,13.0,,12.0,13.0,28.0,6.0,35.0,54.0,40.0,,,20.0,3.0,23.0,1.0,9.0,49.0,,1.0,4.0,21.0,3.0,28.0,2.0,30,,11.0,7.0,4.0,9.0,1.0,6.0,6.0,3.0,15.0,,3.0,5.0,12.0,,1.0,20.0,1.0,9.0,,35.0,124,2.0,0.574468085106383,0.574468085106383,0.46534653465346537,0.46153846153846156,0.4642857142857143,0.4672897196261682,0.46153846153846156,0.453125,0.49137931034482757,0.46153846153846156,0.47297297297297297,0.056074766355140186,,,,31.951219512195124,0.6,0.3,0.14685314685314685,0.007352941176470588,0.12903225806451613,,0.14367816091954022,0.006060606060606061,0.03333333333333333,,,,0.16,0.12244897959183673,0.15942028985507245,0.13636363636363635,0.1111111111111111,,0.08411214953271028,0.5555555555555556,0.5555555555555556,0.4,0.19626168224299065,0.47619047619047616,0.47619047619047616,0.6,0.6635514018691588,0.4507042253521127,0.4507042253521127,0.59375,0.009345794392523364,0.07692307692307693,1.0,0.09375,0.3333333333333333,0.14018691588785046,0.41084575471698115,0.4015166666666667,0.4070225806451613,0.0782608695652174,0.08256880733944955,0.10526315789473684,0.30701754385964913,14.5019801980198,27.38333333333333,0.35127478753541075,1.0,,1.0,5.0,,,4.0,2.0,,,4.0,3.0,3.0,5.0,1.0,2.0,3.0,8.0,1.0,3.0,,,1.0,0.5,0.3333333333333333,,0.3333333333333333,0.07692307692307693,,1.0,1.0,1.0,0.04672897196261682,0.2,0.2,,,,,,0.125,0.2,1.0,2.0,,3.0,1.0,0.3333333333333333,1.0,1.0,,1.0,1.0,,0.25,0.25,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,
935,1610612764,Bryon Russell,Bryon Russell,935,WAS,7417.0,124,-12,216,223,35,20,27,439,1.0,4.0,,1.0,,1.0,1.0,2.0,6.0,8.0,8.0,8.0,14.0,18.0,4.0,26.0,208,1.0,2.0,,2.0,1.0,3.0,2.0,4.0,12.0,4.0,2.0,2.0,5.0,,5.0,,2.0,10.0,1.0,5.0,,9.0,,9.0,6.0,15,1.0,10.0,7.0,3.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0,,9.0,14.0,,,4.0,,2.0,,4.0,35,2.0,0.75,0.8571428571428571,0.5714285714285714,0.5,0.3333333333333333,0.34375,0.3333333333333333,0.25,0.38235294117647056,0.3333333333333333,0.4,0.5625,0.14285714285714285,0.5,,15.662650602409638,0.6,,0.10588235294117647,0.0641025641025641,,0.03571428571428571,0.0891089108910891,0.05660377358490566,,0.11538461538461539,0.058823529411764705,,0.16666666666666666,0.06451612903225806,0.1111111111111111,,,0.05,0.125,0.25,0.5,1.0,0.0625,0.5,0.5,,0.25,0.75,0.75,0.8333333333333334,0.25,0.3333333333333333,,0.25,,0.6875,0.49202499999999993,0.51245,0.4123875,0.058823529411764705,0.125,0.07692307692307693,0.15384615384615385,12.235714285714284,24.750000000000004,0.16203703703703703,2.0,,,10.0,,,1.0,2.0,,1.0,1.0,6.0,,10.0,,,1.0,2.0,,,,,,1.0,0.1111111111111111,,0.1111111111111111,,0.058823529411764705,0.25,0.25,1.0,0.3125,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,True,,,,,,,,,,,,
2073,1610612764,Brian Cardinal,Brian Cardinal,2073,WAS,596.0,10,9,21,22,15,22,4,43,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,3.0,1.0,2.0,4.0,14,1.0,1.0,,2.0,1.0,2.0,2.0,4.0,,2.0,2.0,,1.0,,1.0,,1.0,2.0,2.0,1.0,,,,,3.0,3,,,,,1.0,,1.0,,,1.0,,,,,,,2.0,,1.0,,4.0,15,,,,0.3333333333333333,1.0,0.5,0.25,0.5,0.3333333333333333,0.4,0.5,0.5,0.25,,,,24.0,1.0,,,0.16666666666666666,,0.6666666666666666,,0.3333333333333333,,0.25,,,,,,,,,0.25,1.0,1.0,,0.25,,,,0.25,,,,,0.5,1.0,0.3333333333333333,1.0,0.5,0.5016,0.45,0.5371666666666667,0.2,0.25,0.5,1.0,9.200000000000001,25.6,0.7142857142857143,,,,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,0.6666666666666666,,,,0.25,,,,0.5,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2413,1610612764,Juan Dixon,Juan Dixon,2413,WAS,3170.0,53,9,105,107,60,46,15,212,8.0,8.0,,,5.0,5.0,5.0,13.0,2.0,3.0,2.0,15.0,24.0,5.0,4.0,37.0,96,,1.0,,,8.0,12.0,4.0,20.0,10.0,20.0,,1.0,6.0,,6.0,,3.0,12.0,2.0,,1.0,7.0,,8.0,2.0,10,1.0,7.0,2.0,5.0,3.0,1.0,1.0,2.0,2.0,5.0,,4.0,3.0,5.0,,,6.0,2.0,2.0,,20.0,60,1.0,0.3333333333333333,0.3333333333333333,0.625,,0.6666666666666666,0.5689655172413793,,0.6153846153846154,0.5967741935483871,,0.6666666666666666,0.1724137931034483,0.041666666666666664,,0.07692307692307693,28.346456692913385,0.6,,0.17073170731707318,,0.09090909090909091,0.2222222222222222,0.15384615384615385,0.0425531914893617,,,,0.4,,0.08333333333333333,0.2608695652173913,0.2,,0.08333333333333333,0.27586206896551724,1.0,1.0,0.25,0.4482758620689655,0.38461538461538464,0.4166666666666667,0.4,0.10344827586206896,0.6666666666666666,0.6666666666666666,0.5,0.06896551724137931,,,0.38461538461538464,1.0,0.4482758620689655,0.541553448275862,0.5886,0.5800500000000001,0.06896551724137931,0.08333333333333333,,0.5405405405405406,7.2749999999999995,24.4,0.5714285714285714,,1.0,1.0,3.0,,,,1.0,,1.0,1.0,3.0,,3.0,1.0,,2.0,1.0,,1.0,,,2.0,1.0,0.2,,0.2,,,,,,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,,,,0.07692307692307693,,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,0.5,,,,True,,,,,,,,,,,,
363,1610612764,Christian Laettner,Christian Laettner,363,WAS,3199.0,53,17,95,97,22,15,11,192,2.0,2.0,1.0,1.0,2.0,2.0,,2.0,2.0,5.0,,4.0,9.0,,,8.0,80,1.0,1.0,,2.0,2.0,2.0,,4.0,8.0,,,,5.0,3.0,8.0,,3.0,19.0,,2.0,3.0,5.0,1.0,9.0,2.0,11,,2.0,,2.0,1.0,,1.0,1.0,,2.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,,4.0,22,,1.0,1.0,0.4444444444444444,1.0,1.0,0.4444444444444444,1.0,1.0,0.4444444444444444,1.0,1.0,,,,,10.377358490566037,0.5,0.5,0.13513513513513514,0.06060606060606061,0.2727272727272727,,0.16666666666666666,0.046511627906976744,0.16666666666666666,,0.047619047619047616,,0.2,0.16666666666666666,0.1,0.2727272727272727,,,0.2222222222222222,1.0,1.0,1.0,0.2222222222222222,,,,0.5555555555555556,0.4,0.4,1.0,,1.0,1.0,1.0,1.0,0.2222222222222222,0.4429666666666667,0.747,0.6739,0.1111111111111111,0.1111111111111111,0.25,0.5,11.944444444444446,,0.23157894736842105,,,,,,,,,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,True,,,,,,,,,,,,
