EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,OffThreePtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,ShootingFouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsPutbacks,FTOffRebounds,FTDefRebounds,Travels,Loose Ball Fouls,BlockedAtRim,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffFTReboundPct,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceArc3FGM,HeaveAttempts,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,Corner3PctBlocked,Clear Path Fouls
123,1610612740,Robert Pack,Robert Pack,123,NOH,7938.0,132,-25,243,244,80.0,85.0,46,487,9.0,15.0,2.0,4.0,3.0,5.0,3.0,5.0,8.0,20.0,1.0,1.0,1.0,3.0,2.0,20.0,40,4.0,9.0,49.0,245,3.0,7.0,1.0,1.0,7.0,5.0,12.0,3.0,3.0,13.0,26.0,14.0,3.0,4.0,15.0,4.0,19.0,2.0,2.0,3.0,3.0,9.0,42.0,5.0,3.0,15.0,18.0,5.0,23.0,5.0,3.0,2.0,11.0,1.0,4.0,4.0,7.0,15.0,2.0,5.0,8.0,2.0,14.0,5.0,2.0,13.0,80.0,2.0,0.65,0.65,0.5,0.42857142857142855,0.4166666666666667,0.45454545454545453,0.375,0.3333333333333333,0.4803921568627451,0.3888888888888889,0.38235294117647056,0.09090909090909091,0.1,0.13333333333333333,0.2,0.05,22.22222222222222,0.7333333333333333,0.14285714285714285,0.044642857142857144,0.2,0.15,0.03937007874015748,0.06451612903225806,0.05,0.03278688524590164,0.1875,0.10714285714285714,0.13333333333333333,0.2222222222222222,0.16666666666666666,0.3409090909090909,0.6,0.6923076923076923,0.4444444444444444,0.11363636363636363,0.6,0.75,0.6666666666666666,0.45454545454545453,0.4,0.42105263157894735,0.875,0.022727272727272728,0.06818181818181818,0.5,0.5,0.125,0.3333333333333333,0.6,0.06666666666666667,0.13333333333333333,0.4318181818181818,0.4918639534883721,0.5032928571428571,0.51253,0.10204081632653061,0.1111111111111111,0.14285714285714285,0.2653061224489796,10.7625,27.599999999999998,0.3292181069958848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
133,1610612740,David Wesley,David Wesley,133,NOH,24628.0,410,37,786,782,270.0,312.0,137,1568,11.0,19.0,,,3.0,6.0,2.0,9.0,39.0,89.0,13.0,2.0,1.0,30.0,8.0,52.0,117,43.0,19.0,180.0,789,4.0,7.0,7.0,2.0,13.0,12.0,32.0,9.0,9.0,45.0,74.0,30.0,30.0,5.0,27.0,2.0,29.0,,2.0,10.0,3.0,14.0,60.0,2.0,2.0,17.0,19.0,8.0,27.0,16.0,12.0,4.0,18.0,2.0,11.0,6.0,7.0,24.0,3.0,8.0,20.0,2.0,22.0,7.0,4.0,45.0,270.0,3.0,0.7115384615384616,0.7115384615384616,0.4444444444444444,0.5714285714285714,0.375,0.503125,0.39285714285714285,0.43902439024390244,0.5294117647058824,0.43333333333333335,0.4891304347826087,0.26875,0.042735042735042736,0.15789473684210525,0.1111111111111111,0.011235955056179775,20.529100529100532,0.75,0.06181818181818182,0.006191950464396285,0.02631578947368421,0.05413105413105413,0.02099737532808399,,,0.011976047904191617,0.06315789473684211,0.06451612903225806,0.059322033898305086,0.03773584905660377,,0.11875,0.5789473684210527,0.6875,0.36363636363636365,0.05625,0.2222222222222222,0.25,,0.55625,0.43820224719101125,0.4431818181818182,0.8461538461538461,0.08125,0.1875,,,0.14285714285714285,0.14634146341463414,0.5,0.024390243902439025,0.1951219512195122,0.3875,0.4726296875000001,0.45467,0.4657329268292683,0.04216867469879518,0.056910569105691054,0.07222222222222222,0.25,15.175213675213676,24.67209302325581,0.3435114503816794,6.0,1.0,1.0,13.0,5.0,3.0,19.0,1.0,4.0,54.0,3.0,13.0,6.0,3.0,2.0,10.0,1.0,2.0,1.0,1.0,2.0,2.0,0.9473684210526315,0.4418604651162791,0.14285714285714285,0.4444444444444444,0.4418604651162791,0.10344827586206896,0.1276595744680851,0.03571428571428571,1.0,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.43333333333333335,0.43333333333333335,1.0,0.5,0.35714285714285715,1.0,0.375,0.43333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
136,1610612740,P.J. Brown,P.J. Brown,136,NOH,19825.0,330,-56,619,617,270.0,286.0,121,1236,24.0,37.0,8.0,14.0,11.0,21.0,9.0,22.0,11.0,32.0,,,,,,44.0,91,,26.0,114.0,691,11.0,22.0,,6.0,28.0,17.0,40.0,,13.0,47.0,66.0,22.0,,5.0,14.0,4.0,18.0,2.0,2.0,3.0,5.0,6.0,40.0,30.0,7.0,38.0,52.0,40.0,92.0,6.0,4.0,2.0,8.0,1.0,3.0,5.0,5.0,13.0,6.0,5.0,24.0,2.0,29.0,12.0,4.0,47.0,270.0,5.0,0.75,0.9166666666666666,0.4835164835164835,0.5,0.425,0.4835164835164835,0.5,0.425,0.5480769230769231,0.56,0.5,,0.054945054945054944,0.13513513513513514,,,15.374507227332456,0.6153846153846154,0.17117117117117117,0.10273972602739725,0.14285714285714285,0.16605166051660517,0.10810810810810811,0.0975609756097561,0.07792207792207792,0.12030075187969924,0.18666666666666668,0.2608695652173913,0.1188118811881188,0.08333333333333333,0.3076923076923077,0.4065934065934066,0.6486486486486487,0.75,0.5833333333333334,0.24175824175824176,0.4090909090909091,0.4090909090909091,1.0,0.3516483516483517,0.34375,0.34375,0.9090909090909091,,,0.6363636363636364,0.5714285714285714,,0.525,0.5238095238095238,,,0.4065934065934066,0.4709725274725275,0.499885,0.500065,0.12,0.12,0.24561403508771928,0.41228070175438597,8.138461538461538,,0.43618739903069464,,,,,,,,,,,,,6.0,5.0,,13.0,3.0,9.0,,,9.0,4.0,,,,,,0.14634146341463414,0.15789473684210525,0.11904761904761904,0.4444444444444444,,,,,,,,,,,,16.0,4.0,7.0,1.0,1.0,9.0,1.0,1.0,1.0,0.4666666666666667,0.2,,,,,,,,,,,,,,,,,,True,,
1714,1610612740,Robert Traylor,Robert Traylor,1714,NOH,50798.0,847,18,1597,1587,493.0,564.0,290,3184,74.0,133.0,39.0,68.0,25.0,47.0,14.0,53.0,16.0,48.0,,,,3.0,2.0,104.0,234,3.0,57.0,268.0,1577,44.0,84.0,,15.0,103.0,31.0,70.0,2.0,18.0,80.0,124.0,84.0,3.0,25.0,47.0,3.0,50.0,2.0,1.0,21.0,3.0,23.0,103.0,86.0,38.0,100.0,154.0,108.0,262.0,45.0,27.0,18.0,25.0,5.0,8.0,28.0,17.0,53.0,10.0,9.0,153.0,9.0,88.0,39.0,8.0,80.0,493.0,16.0,0.5961538461538461,0.8611111111111112,0.4444444444444444,0.5238095238095238,0.44285714285714284,0.4451476793248945,0.5238095238095238,0.4305555555555556,0.48028673835125446,0.5421052631578948,0.4819277108433735,0.012658227848101266,0.10683760683760683,0.15789473684210525,0.05660377358490566,0.020833333333333332,17.08828084667011,0.4716981132075472,0.16393442622950818,0.11796982167352538,0.2857142857142857,0.1857335127860027,0.12261904761904761,0.15609756097560976,0.14035087719298245,0.08498583569405099,0.15458937198067632,0.17164179104477612,0.16728624535315986,0.2903225806451613,0.275,0.5611814345991561,0.556390977443609,0.6607142857142857,0.4864864864864865,0.22362869198312235,0.2641509433962264,0.28,0.7857142857142857,0.20253164556962025,0.3333333333333333,0.3404255319148936,0.9375,,0.012658227848101266,0.8095238095238095,0.5735294117647058,,0.6527777777777778,0.5319148936170213,,0.027777777777777776,0.5738396624472574,0.49040464135021095,0.5311229729729732,0.5087368055555556,0.14391143911439114,0.1455223880597015,0.3843283582089552,0.29850746268656714,5.4461538461538455,25.3,0.308703819661866,,,,1.0,,,1.0,,,,3.0,1.0,17.0,7.0,5.0,78.0,5.0,37.0,1.0,10.0,37.0,25.0,,0.3333333333333333,,,0.3333333333333333,0.15315315315315314,0.15053763440860216,0.06666666666666667,0.6756756756756757,,,,0.3333333333333333,0.5,,,,,,0.3333333333333333,64.0,5.0,16.0,3.0,15.0,26.0,2.0,3.0,2.0,0.35555555555555557,0.09433962264150944,1.0,3.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.15384615384615385,,,,,,,,,,,,True,,
2042,1610612740,Courtney Alexander,Courtney Alexander,2042,NOH,26174.0,436,19,839,830,219.0,268.0,145,1669,25.0,55.0,7.0,12.0,8.0,17.0,11.0,23.0,28.0,91.0,5.0,1.0,2.0,6.0,4.0,64.0,169,11.0,31.0,165.0,799,14.0,22.0,1.0,7.0,38.0,14.0,37.0,6.0,11.0,45.0,94.0,34.0,6.0,10.0,21.0,2.0,23.0,2.0,,12.0,4.0,5.0,48.0,15.0,4.0,20.0,24.0,16.0,40.0,9.0,5.0,4.0,12.0,2.0,6.0,6.0,6.0,18.0,,3.0,49.0,1.0,45.0,18.0,4.0,45.0,219.0,9.0,0.734375,0.8103448275862069,0.378698224852071,0.6363636363636364,0.3783783783783784,0.37222222222222223,0.6739130434782609,0.3953488372093023,0.41,0.7037037037037037,0.45,0.06111111111111111,0.05917159763313609,0.12727272727272726,0.043478260869565216,0.02197802197802198,21.605550049554015,0.6666666666666666,0.06060606060606061,0.0390625,0.06349206349206349,0.061068702290076333,0.03669724770642202,0.041666666666666664,0.03896103896103896,0.0374331550802139,0.03669724770642202,0.014084507042253521,0.1,0.09523809523809523,,0.3055555555555556,0.45454545454545453,0.5208333333333334,0.56,0.12777777777777777,0.4782608695652174,0.5,0.7272727272727273,0.5055555555555555,0.3076923076923077,0.3146067415730337,0.8928571428571429,0.027777777777777776,0.03333333333333333,0.5217391304347826,0.5833333333333334,0.043478260869565216,0.3953488372093023,0.47058823529411764,0.046511627906976744,0.09302325581395349,0.36666666666666664,0.4679294444444445,0.4703304347826087,0.4902255813953489,0.09693877551020408,0.09782608695652174,0.23030303030303031,0.2727272727272727,11.039644970414203,24.29090909090909,0.26102502979737785,2.0,1.0,2.0,,,,2.0,1.0,2.0,6.0,,,1.0,2.0,2.0,20.0,3.0,3.0,,,3.0,2.0,1.0,0.18181818181818182,1.0,0.3333333333333333,0.18181818181818182,0.019230769230769232,0.023255813953488372,0.019417475728155338,0.6666666666666666,0.4,0.4,1.0,,,,1.0,,1.0,,,12.0,,,1.0,4.0,3.0,,,,,,1.0,,0.09090909090909091,0.16666666666666666,,0.14285714285714285,1.0,1.0,1.0,0.08333333333333333,,,,,,,,True,,
2213,1610612740,Kirk Haston,Kirk Haston,2213,NOH,2172.0,36,-17,75,76,42.0,55.0,9,151,,1.0,,,,,1.0,1.0,1.0,7.0,1.0,,1.0,2.0,2.0,2.0,9,3.0,2.0,6.0,76,,1.0,,,,1.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,1.0,,,2.0,,4.0,2.0,6.0,,6.0,,,,3.0,,2.0,3.0,1.0,6.0,,4.0,8.0,2.0,4.0,2.0,,4.0,42.0,,0.5,0.5,0.2222222222222222,,0.25,0.16666666666666666,,0.14285714285714285,0.21428571428571427,,0.2222222222222222,0.25,0.1111111111111111,1.0,,,23.529411764705884,0.5,0.11764705882352941,,0.4,0.2222222222222222,,,,,,0.3333333333333333,,0.4,0.4,0.08333333333333333,,,,0.08333333333333333,1.0,1.0,1.0,0.5833333333333334,0.14285714285714285,0.14285714285714285,,0.08333333333333333,0.16666666666666666,,,,,,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.45015,0.3604,0.4695142857142857,0.14285714285714285,0.18181818181818182,,0.6666666666666666,17.233333333333334,23.766666666666666,0.56,,,,,,,,,,,,,,,1.0,4.0,,3.0,,1.0,5.0,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,True,,
248,1610612740,George Lynch,George Lynch,248,NOH,16370.0,273,26,516,504,151.0,208.0,102,1020,13.0,27.0,5.0,10.0,2.0,4.0,3.0,10.0,6.0,20.0,6.0,,2.0,5.0,2.0,22.0,57,11.0,4.0,72.0,482,9.0,17.0,,1.0,19.0,4.0,11.0,4.0,,14.0,24.0,20.0,5.0,8.0,23.0,1.0,24.0,1.0,,10.0,3.0,10.0,49.0,21.0,7.0,23.0,33.0,25.0,58.0,16.0,10.0,6.0,4.0,3.0,3.0,8.0,1.0,12.0,4.0,1.0,24.0,2.0,11.0,6.0,,14.0,151.0,4.0,0.5454545454545454,0.75,0.38596491228070173,0.5294117647058824,0.36363636363636365,0.5,0.5294117647058824,0.4666666666666667,0.4931506849315068,0.475,0.4117647058823529,0.16176470588235295,0.14035087719298245,0.25925925925925924,0.1,,13.406940063091483,0.3333333333333333,0.11794871794871795,0.08571428571428572,0.18421052631578946,0.12875536480686695,0.08992805755395683,0.10606060606060606,0.08928571428571429,0.07317073170731707,0.10256410256410256,0.13157894736842105,0.12658227848101267,0.1111111111111111,0.36363636363636365,0.39705882352941174,0.48148148148148145,0.65,0.46153846153846156,0.14705882352941177,0.3,0.3333333333333333,0.6666666666666666,0.29411764705882354,0.3,0.3,0.6666666666666666,0.08823529411764706,0.07352941176470588,0.5882352941176471,0.5,,0.26666666666666666,0.5,0.13333333333333333,0.13333333333333333,0.5588235294117647,0.5083249999999999,0.47244615384615385,0.5070666666666666,0.0821917808219178,0.0967741935483871,0.2638888888888889,0.19444444444444445,8.003508771929827,23.87272727272727,0.2926356589147287,6.0,,2.0,2.0,,,8.0,,2.0,21.0,3.0,2.0,4.0,1.0,1.0,11.0,1.0,2.0,,1.0,2.0,2.0,0.875,0.7272727272727273,,0.5,0.7272727272727273,0.12121212121212122,0.14814814814814814,0.034482758620689655,1.0,1.0,1.0,0.8333333333333334,0.4,0.4,1.0,,,1.0,,0.4,12.0,,3.0,,1.0,1.0,,1.0,,0.2,,,,,,,,,,,,,,,,,,,True,,
469,1610612740,Jamal Mashburn,Jamal Mashburn,469,NOH,33530.0,559,51,1044,1037,356.0,373.0,189,2081,17.0,36.0,1.0,5.0,7.0,17.0,33.0,73.0,49.0,113.0,11.0,2.0,4.0,48.0,13.0,99.0,222,59.0,66.0,318.0,1037,5.0,26.0,6.0,7.0,29.0,49.0,98.0,17.0,35.0,148.0,66.0,132.0,47.0,9.0,56.0,9.0,65.0,6.0,3.0,26.0,11.0,19.0,139.0,9.0,10.0,57.0,72.0,9.0,81.0,12.0,11.0,1.0,28.0,7.0,16.0,15.0,12.0,43.0,1.0,17.0,26.0,4.0,80.0,26.0,12.0,148.0,356.0,5.0,0.3333333333333333,0.3333333333333333,0.44594594594594594,0.19230769230769232,0.5,0.4483985765124555,0.34375,0.49130434782608695,0.49522292993630573,0.4142857142857143,0.5404411764705882,0.2099644128113879,0.04054054054054054,0.16666666666666666,0.0410958904109589,,28.266033254156767,0.6511627906976745,0.14393939393939395,0.01939655172413793,0.10101010101010101,0.13535353535353536,0.016574585635359115,0.023076923076923078,0.01639344262295082,0.018867924528301886,0.09859154929577464,0.18823529411764706,0.15976331360946747,0.11764705882352941,0.06451612903225806,0.12811387900355872,0.4722222222222222,0.5666666666666667,0.6470588235294118,0.2597864768683274,0.4520547945205479,0.4714285714285714,0.15151515151515152,0.40213523131672596,0.4336283185840708,0.4336283185840708,0.3469387755102041,0.03914590747330961,0.1708185053380783,0.15625,0.2,0.0625,0.14782608695652175,0.4117647058823529,0.034782608695652174,0.11304347826086956,0.33807829181494664,0.43677660714285726,0.42984464285714286,0.4136232456140351,0.08609271523178808,0.10699588477366255,0.09119496855345911,0.46540880503144655,12.140540540540542,25.08983050847458,0.34099616858237547,6.0,2.0,3.0,12.0,4.0,2.0,18.0,4.0,5.0,45.0,9.0,12.0,,1.0,1.0,10.0,5.0,3.0,,,3.0,1.0,0.8333333333333334,0.3050847457627119,0.6666666666666666,0.29411764705882354,0.3103448275862069,,,0.006578947368421052,0.3333333333333333,0.5454545454545454,0.5454545454545454,1.0,0.25,0.25,0.75,1.0,0.125,0.75,0.15384615384615385,0.2553191489361702,,,5.0,2.0,2.0,3.0,,,1.0,0.16666666666666666,,,,,,,,9.0,,1.0,,,,,2.0,1.0,0.5,0.5,True,,
2040,1610612740,Jerome Moiso,Jerome Moiso,2040,NOH,18620.0,310,38,586,582,116.0,132.0,102,1168,38.0,52.0,16.0,24.0,5.0,6.0,8.0,18.0,9.0,23.0,,,,,,55.0,93,,12.0,122.0,530,18.0,28.0,,4.0,40.0,7.0,16.0,,2.0,16.0,78.0,32.0,,5.0,6.0,1.0,7.0,1.0,,1.0,,5.0,15.0,37.0,10.0,45.0,64.0,39.0,103.0,8.0,5.0,3.0,14.0,1.0,6.0,7.0,8.0,21.0,4.0,5.0,42.0,3.0,20.0,12.0,,16.0,116.0,3.0,0.7090909090909091,0.9512195121951219,0.5913978494623656,0.6428571428571429,0.4375,0.5913978494623656,0.6428571428571429,0.4375,0.6039603960396039,0.6666666666666666,0.4444444444444444,,0.053763440860215055,0.09615384615384616,,,17.354196301564723,0.6666666666666666,0.18442622950819673,0.13962264150943396,0.23255813953488372,0.1916376306620209,0.12828947368421054,0.1232876712328767,0.16,0.14084507042253522,0.15714285714285714,0.29508196721311475,0.1415929203539823,0.22580645161290322,0.25,0.5591397849462365,0.7307692307692307,0.8085106382978723,0.631578947368421,0.1935483870967742,0.4444444444444444,0.4444444444444444,0.875,0.24731182795698925,0.391304347826087,0.391304347826087,0.8888888888888888,,,0.8571428571428571,0.6666666666666666,,0.375,0.8333333333333334,,,0.5591397849462365,0.49091935483870974,0.5381615384615385,0.43466875000000005,0.1188118811881188,0.1188118811881188,0.32786885245901637,0.13114754098360656,5.917204301075269,,0.19795221843003413,,,,,,,,,,,,,2.0,4.0,,20.0,4.0,24.0,1.0,10.0,24.0,9.0,,,,,,0.05128205128205128,,0.125,0.375,,,,,,,,,,,,28.0,,9.0,1.0,1.0,13.0,,1.0,1.0,0.6428571428571429,,,1.0,,,0.2857142857142857,0.1875,,,,,,,,,,,,True,,
2048,1610612740,Jamaal Magloire,Jamaal Magloire,2048,NOH,3047.0,51,-23,91,96,25.0,50.0,20,187,,2.0,,1.0,,,2.0,11.0,,1.0,,,,,,2.0,14,,3.0,7.0,93,,3.0,,,,1.0,4.0,,,2.0,,4.0,,2.0,,,,,,,,,,8.0,1.0,5.0,7.0,10.0,17.0,,,,2.0,1.0,1.0,3.0,1.0,5.0,,2.0,10.0,2.0,8.0,4.0,,2.0,25.0,,,,0.14285714285714285,,0.25,0.14285714285714285,,0.25,0.19444444444444445,,0.25,,0.14285714285714285,0.5,0.09090909090909091,,19.327731092436977,0.4,0.1111111111111111,0.15384615384615385,0.1,0.10909090909090909,0.16129032258064516,,0.1111111111111111,0.2727272727272727,0.13333333333333333,0.1111111111111111,0.09523809523809523,0.1111111111111111,,0.14285714285714285,,,,0.7857142857142857,0.18181818181818182,0.2,,0.07142857142857142,,,,,,0.3333333333333333,,,,,,,0.14285714285714285,0.38961428571428575,0.38633333333333336,0.3738,0.2222222222222222,0.2222222222222222,,0.2857142857142857,6.585714285714286,,0.27472527472527475,,,,,,,,,,,,,2.0,,,1.0,,3.0,1.0,1.0,3.0,3.0,,,,,,0.2,0.14285714285714285,,1.0,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,0.5,,,,,,0.3333333333333333,,,,,,,,,,,,,True,,
