EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffArc3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls,HeaveMakes,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on
1565,1610612739,Michael Stewart,Michael Stewart,1565,CLE,6863.0,114,-69,224,231,89,120,31,455,5,9,2.0,4.0,2.0,4,1,4,2,6,15,4,16,246,2.0,5.0,4.0,8.0,2.0,7,2,6,8,4.0,4.0,3,2,2,1,1,4,1.0,9,2,11,5.0,18,10,28,4,1,3,3,1.0,7,1.0,3,13,25,2.0,2.0,5,1,2.0,5.0,3.0,2.0,5.0,3.0,6,89,3.0,0.6666666666666666,1.0,0.4,0.4,0.2857142857142857,0.4,0.4,0.2857142857142857,0.4444444444444444,0.5714285714285714,0.3333333333333333,0.2,0.3333333333333333,9.541984732824426,0.5714285714285714,0.4166666666666667,0.125,0.09278350515463918,0.125,0.045454545454545456,0.125,0.08403361344537816,0.1111111111111111,0.1,0.075,0.16666666666666666,0.16129032258064516,0.21739130434782608,0.029411764705882353,0.2,0.09090909090909091,0.6,0.6,0.5555555555555556,0.8333333333333334,0.6,0.26666666666666666,0.25,0.25,1.0,0.13333333333333333,0.8,0.5,0.5714285714285714,0.5,0.6,0.49074666666666666,0.5734250000000001,0.47895714285714286,0.0625,0.0625,0.5,0.375,4.933333333333334,0.39732142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1729,1610612739,Ricky Davis,Ricky Davis,1729,CLE,188225.0,3137,-636,6201,6217,1686,1915,844,12418,212,344,37.0,63.0,65.0,99,82,234,688,528,1266,348,1626,6635,71.0,152.0,31.0,191.0,155.0,352,186,544,544,512.0,42.0,74,368,436,160,148,940,12.0,81,51,227,15.0,293,97,390,164,34,109,113,55.0,277,19.0,82,100,180,6.0,17.0,465,162,66.0,32.0,21.0,6.0,36.0,16.0,544,1686,24.0,0.5151515151515151,0.5364891518737672,0.41706161137440756,0.46710526315789475,0.4403409090909091,0.4346938775510204,0.4624277456647399,0.4344660194174757,0.47927927927927927,0.5,0.5144787644787645,0.05845181674565561,0.10174418604651163,26.85121107266436,0.592057761732852,0.0797872340425532,0.09835355285961872,0.03167774736018772,0.08614864864864864,0.029484029484029485,0.09586206896551724,0.03137651821862348,0.05013927576601671,0.02102496714848883,0.026901669758812616,0.05303030303030303,0.07947976878612717,0.10299003322259136,0.10848126232741617,0.08716707021791767,0.08379888268156424,0.4444444444444444,0.23401360544217686,0.6162790697674418,0.686084142394822,0.5707547169811321,0.15918367346938775,0.3504273504273504,0.3923444976076555,0.35365853658536583,0.46802721088435373,0.36416184971098264,0.5873015873015873,0.24029126213592233,0.6565656565656566,0.3727891156462585,0.47377354352296097,0.4813464285714285,0.4611063591022444,0.10131332082551595,0.11612903225806452,0.11746617466174662,0.33456334563345635,11.670853080568723,0.27189163038219644,234.0,12.0,35.0,1.0,6.0,3.0,6.0,62.0,169.0,5.0,15.0,13.0,54.0,74.0,204.0,6.0,21.0,16.0,60.0,153.0,69.0,9.0,160.0,62.0,68.0,29.0,39.0,60.0,4.0,28.0,125.0,84.0,41.0,23.0,30.0,33.0,43.0,4.0,4.0,5.0,3.0,1.0,1.0,2.0,0.6891891891891891,0.3627450980392157,0.2857142857142857,0.26666666666666666,0.37948717948717947,0.13877551020408163,0.10683760683760683,0.020348837209302327,0.02197802197802198,0.01818181818181818,0.036410923276983094,0.34011627906976744,0.34718100890207715,0.5213675213675214,0.023809523809523808,0.34285714285714286,0.34285714285714286,0.9166666666666666,0.11496598639455782,0.3668639053254438,0.3668639053254438,0.6451612903225806,0.24324324324324326,0.03468208092485549,0.16666666666666666,1.0,0.08670520231213873,0.3333333333333333,0.8,0.014563106796116505,0.5,0.13106796116504854,0.24074074074074073,0.3875,26.395098039215693,,,,,,,,,True
1908,1610612739,Jumaine Jones,Jumaine Jones,1908,CLE,91947.0,1532,-224,3019,3025,1027,1194,420,6044,66,94,20.0,35.0,26.0,33,9,28,133,143,255,31,554,3235,24.0,44.0,4.0,64.0,48.0,81,18,198,210,76.0,32.0,8,67,76,34,21,161,16.0,48,49,138,23.0,210,68,278,41,8,32,27,9.0,68,3.0,27,59,127,6.0,11.0,45,16,9.0,17.0,12.0,4.0,17.0,9.0,198,1027,21.0,0.7342657342657343,0.8267716535433071,0.5607843137254902,0.5454545454545454,0.5925925925925926,0.5447916666666667,0.46875,0.5732484076433121,0.554,0.48484848484848486,0.5892857142857143,0.03137254901960784,0.05319148936170213,16.122622764689186,0.6029411764705882,0.21296296296296297,0.12454873646209386,0.04203152364273205,0.16610169491525423,0.06015037593984962,0.13328581610833928,0.045454545454545456,0.04746835443037975,0.045180722891566265,0.03643724696356275,0.05660377358490566,0.0953757225433526,0.11469534050179211,0.15113871635610765,0.15920398009950248,0.18085106382978725,0.5294117647058824,0.19583333333333333,0.7021276595744681,0.7415730337078652,0.5909090909090909,0.058333333333333334,0.32142857142857145,0.3333333333333333,0.7777777777777778,0.27708333333333335,0.546875,0.5714285714285714,0.21019108280254778,0.7878787878787878,0.6645833333333333,0.524058037578288,0.5636424528301885,0.5332602564102563,0.032586558044806514,0.06015037593984962,0.11552346570397112,0.3574007220216607,10.727450980392156,0.34017886717456114,68.0,63.0,142.0,3.0,11.0,25.0,51.0,16.0,83.0,1.0,9.0,3.0,25.0,79.0,225.0,4.0,20.0,28.0,76.0,228.0,9.0,1.0,82.0,16.0,9.0,7.0,2.0,12.0,4.0,10.0,41.0,29.0,12.0,4.0,1.0,5.0,,,,1.0,,,1.0,,0.9620253164556962,0.3511111111111111,0.2,0.3684210526315789,0.35267857142857145,0.46875,0.03571428571428571,0.015037593984962405,0.0392156862745098,0.0625,0.04132231404958678,0.5112781954887218,0.5190839694656488,0.8676470588235294,0.29583333333333334,0.44366197183098594,0.45,0.9523809523809523,0.17291666666666666,0.1927710843373494,0.1951219512195122,1.0,0.05,0.171875,0.2727272727272727,0.6666666666666666,0.140625,0.1111111111111111,1.0,0.3248407643312102,0.49019607843137253,0.1592356687898089,0.12,0.1951219512195122,24.26977777777777,3.0,0.013333333333333334,0.014084507042253521,0.012048192771084338,,,,,True
1960,1610612739,Milt Palacio,Milt Palacio,1960,CLE,87572.0,1460,-389,2877,2896,696,828,371,5773,54,105,6.0,13.0,9.0,18,9,29,127,112,261,41,280,3077,9.0,23.0,3.0,21.0,14.0,43,19,56,152,72.0,8.0,18,159,190,80,55,411,2.0,27,27,104,5.0,136,30,166,63,14,50,43,13.0,106,3.0,23,59,126,2.0,13.0,58,21,9.0,13.0,7.0,5.0,14.0,7.0,56,696,12.0,0.6785714285714286,0.7037037037037037,0.42911877394636017,0.391304347826087,0.32558139534883723,0.4163763066202091,0.36,0.33636363636363636,0.4444444444444444,0.3888888888888889,0.417910447761194,0.06896551724137931,0.14285714285714285,12.635054021608644,0.5943396226415094,0.06329113924050633,0.09480401093892434,0.022131147540983605,0.10112359550561797,0.011627906976744186,0.09604105571847507,0.020833333333333332,0.024096385542168676,0.030303030303030304,0.015238095238095238,,0.06885245901639345,0.12542372881355932,0.0925553319919517,0.10638297872340426,0.08860759493670886,0.5,0.36585365853658536,0.5142857142857142,0.6,0.5740740740740741,0.10104529616724739,0.3103448275862069,0.34615384615384615,0.6666666666666666,0.4425087108013937,0.52,0.46153846153846156,0.32727272727272727,0.5,0.4564459930313589,0.49546312056737585,0.5420545454545455,0.48382115384615393,0.06862745098039216,0.075,0.075,0.2,9.966666666666667,0.24191866527632952,49.0,3.0,9.0,,1.0,2.0,4.0,2.0,17.0,,1.0,1.0,8.0,5.0,26.0,,2.0,3.0,12.0,9.0,6.0,5.0,12.0,2.0,31.0,20.0,11.0,24.0,1.0,2.0,46.0,32.0,14.0,1.0,8.0,2.0,,1.0,1.0,1.0,,,,,0.6,0.19230769230769232,,0.25,0.23809523809523808,0.09059233449477352,0.10344827586206896,,0.011235955056179775,0.017391304347826087,0.014084507042253521,0.3858267716535433,0.3858267716535433,0.7959183673469388,0.0313588850174216,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.059233449477351915,0.11764705882352941,0.11764705882352941,0.5,0.3333333333333333,0.04,,,0.04,,,0.07272727272727272,0.5,0.14545454545454545,0.125,0.16666666666666666,28.676923076923067,,,,,1.0,,,,True
2032,1610612739,Darius Miles,Darius Miles,2032,CLE,99609.0,1660,-360,3282,3294,756,912,448,6576,119,204,28.0,57.0,29.0,52,32,120,159,199,483,73,471,3498,36.0,84.0,7.0,79.0,37.0,100,19,93,226,172.0,48.0,36,143,159,78,48,334,11.0,85,53,140,22.0,215,97,312,85,21,50,72,35.0,157,11.0,36,62,132,7.0,19.0,119,54,9.0,51.0,38.0,9.0,53.0,26.0,93,756,15.0,0.5678391959798995,0.6457142857142857,0.41200828157349895,0.42857142857142855,0.37,0.40365111561866124,0.42857142857142855,0.3523809523809524,0.42896174863387976,0.44886363636363635,0.38114754098360654,0.07453416149068323,0.1323529411764706,18.388106416275427,0.5414012738853503,0.24719101123595505,0.11290322580645161,0.06019830028328612,0.15773809523809523,0.07051282051282051,0.12246192893401016,0.061224489795918366,0.08505154639175258,0.05239179954441914,0.04957264957264957,0.06382978723404255,0.09510869565217392,0.09119496855345911,0.1371841155234657,0.14468085106382977,0.18811881188118812,0.49056603773584906,0.41379310344827586,0.5833333333333334,0.672316384180791,0.5630252100840336,0.2434077079107505,0.26666666666666666,0.2882882882882883,0.28125,0.3225152129817444,0.6785714285714286,0.49122807017543857,0.49523809523809526,0.5576923076923077,0.4340770791075051,0.49233026584867073,0.523309090909091,0.5079156862745098,0.1,0.1018867924528302,0.16772823779193205,0.19745222929936307,8.229813664596273,0.2303473491773309,48.0,,1.0,,,,,,9.0,,,,5.0,,10.0,,,,5.0,,,3.0,6.0,,16.0,11.0,5.0,17.0,1.0,14.0,54.0,37.0,17.0,12.0,10.0,7.0,,2.0,2.0,4.0,3.0,1.0,2.0,1.0,,,,,,0.02028397565922921,0.075,,0.01282051282051282,0.07339449541284404,0.056,0.3018867924528302,0.3018867924528302,0.7708333333333334,0.002028397565922921,,,,0.018255578093306288,,,,0.14285714285714285,,,,,,,,,0.047619047619047616,,,32.06,,,,,,,,,True
2205,1610612739,DeSagana Diop,DeSagana Diop,2205,CLE,36061.0,601,-161,1188,1210,320,422,162,2398,17,40,8.0,23.0,3.0,10,5,21,26,31,87,8,70,1254,9.0,26.0,2.0,20.0,4.0,16,5,13,36,26.0,14.0,5,22,22,11,8,44,9.0,37,17,71,5.0,93,48,141,21,2,12,11,9.0,32,6.0,4,72,99,3.0,6.0,20,9,2.0,56.0,41.0,13.0,56.0,33.0,13,320,9.0,0.5806451612903226,0.75,0.3563218390804598,0.34615384615384615,0.25,0.3563218390804598,0.34615384615384615,0.25,0.3645833333333333,0.3448275862068966,0.325,0.05747126436781609,0.125,9.261939218523878,0.65625,0.13513513513513514,0.16784869976359337,0.07872340425531915,0.15178571428571427,0.0891089108910891,0.16448598130841122,0.08056042031523643,0.11940298507462686,0.07627118644067797,0.05504587155963303,0.16666666666666666,0.12837837837837837,0.24210526315789474,0.16111111111111112,0.1643835616438356,0.1282051282051282,0.5892857142857143,0.45977011494252873,0.425,0.4857142857142857,0.47058823529411764,0.2413793103448276,0.23809523809523808,0.23809523809523808,0.8,0.2988505747126437,0.8846153846153846,0.34782608695652173,0.625,0.3,0.45977011494252873,0.5045229885057471,0.5849238095238095,0.5279,0.09574468085106383,0.09574468085106383,0.2857142857142857,0.18571428571428572,8.05862068965517,0.26936026936026936,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,6.0,24.0,16.0,8.0,,,2.0,,,,2.0,3.0,,1.0,6.0,,,,,,,,,0.046511627906976744,0.056338028169014086,0.12,0.34615384615384615,0.34615384615384615,0.6666666666666666,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,True
238,1610612739,Tyrone Hill,Tyrone Hill,238,CLE,44952.0,749,-139,1473,1468,461,465,220,2941,33,66,18.0,32.0,13.0,21,16,51,52,70,169,28,168,1543,21.0,42.0,10.0,52.0,18.0,44,18,54,82,58.0,30.0,23,23,27,6,9,58,4.0,56,23,135,17.0,175,63,238,15,9,9,27,6.0,42,6.0,16,39,90,9.0,6.0,36,16,4.0,17.0,15.0,2.0,17.0,7.0,54,461,18.0,0.5857142857142857,0.7454545454545455,0.41420118343195267,0.5,0.4090909090909091,0.41420118343195267,0.5,0.4090909090909091,0.4540540540540541,0.5416666666666666,0.4909090909090909,0.13609467455621302,0.22727272727272727,13.0835734870317,0.35714285714285715,0.3541666666666667,0.24456521739130435,0.08433734939759036,0.184,0.06666666666666667,0.23338257016248154,0.08287292817679558,0.096045197740113,0.08737864077669903,0.07473309608540925,0.07142857142857142,0.2147239263803681,0.22023809523809523,0.2850678733031674,0.19047619047619047,0.17073170731707318,0.4117647058823529,0.3905325443786982,0.5,0.6470588235294118,0.3333333333333333,0.30177514792899407,0.3137254901960784,0.37209302325581395,0.75,0.3076923076923077,0.7619047619047619,0.5625,0.4772727272727273,0.6190476190476191,0.3905325443786982,0.4668934911242602,0.5250707317073171,0.4757068181818182,0.08839779005524862,0.08839779005524862,0.30952380952380953,0.32142857142857145,8.194082840236685,0.31296673455532925,21.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,1.0,8.0,3.0,3.0,25.0,18.0,7.0,,7.0,4.0,,,,,,,1.0,2.0,,,,,,,0.1568627450980392,,0.05454545454545454,0.06521739130434782,0.04054054054054054,0.40384615384615385,0.40384615384615385,0.8571428571428571,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,True
2430,1610612739,Carlos Boozer,Carlos Boozer,2430,CLE,98927.0,1649,-412,3273,3300,830,934,420,6573,175,266,48.0,86.0,40.0,57,32,82,135,269,483,115,653,3615,56.0,106.0,22.0,134.0,64.0,98,32,160,360,178.0,84.0,44,77,84,31,33,175,22.0,139,66,233,38.0,337,168,505,51,6,26,33,25.0,84,7.0,22,99,187,20.0,16.0,153,76,7.0,34.0,19.0,10.0,37.0,24.0,160,830,24.0,0.6691449814126395,0.7929515418502202,0.556935817805383,0.5283018867924528,0.6530612244897959,0.556935817805383,0.5283018867924528,0.6530612244897959,0.5904159132007233,0.5677966101694916,0.6722689075630253,0.09109730848861283,0.12406015037593984,16.789667896678967,0.6071428571428571,0.3838383838383838,0.19745762711864406,0.10427606901725431,0.21639344262295082,0.10091743119266056,0.20134680134680136,0.1038039974210187,0.11458333333333333,0.09239130434782608,0.10499139414802065,0.140625,0.12931034482758622,0.2356902356902357,0.2205607476635514,0.2398190045248869,0.15476190476190477,0.6486486486486487,0.5507246376811594,0.6578947368421053,0.7510729613733905,0.6514285714285715,0.16977225672877846,0.3902439024390244,0.4507042253521127,0.5625,0.2795031055900621,0.8113207547169812,0.5581395348837209,0.5816326530612245,0.7017543859649122,0.5507246376811594,0.5189225672877844,0.564209375,0.5262724489795917,0.1391941391941392,0.1391941391941392,0.20520673813169985,0.2450229709035222,6.568737060041405,0.2535899786128934,62.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,2.0,13.0,7.0,11.0,41.0,32.0,9.0,2.0,2.0,13.0,,3.0,3.0,5.0,,,5.0,,,,,,,,0.13414634146341464,,0.08139534883720931,0.08441558441558442,0.06547619047619048,0.45925925925925926,0.45925925925925926,0.7741935483870968,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,True
902,1610612739,Bimbo Coles,Bimbo Coles,902,CLE,22267.0,371,-105,694,696,216,208,93,1390,3,10,,,1.0,2,4,16,39,20,65,20,81,735,1.0,4.0,2.0,10.0,6.0,17,7,25,28,12.0,,6,42,44,11,22,90,,6,5,21,1.0,27,6,33,9,1,7,2,2.0,11,,1,10,29,1.0,1.0,26,5,3.0,2.0,,1.0,2.0,1.0,25,216,4.0,0.7,0.7,0.3076923076923077,0.25,0.35294117647058826,0.3719512195121951,0.5714285714285714,0.45,0.4111111111111111,0.5625,0.5,0.09230769230769231,0.4,12.469135802469136,0.8181818181818182,0.038461538461538464,0.07526881720430108,0.0182370820668693,0.09615384615384616,,0.07854984894259819,0.01680672268907563,0.031746031746031744,0.01834862385321101,0.012738853503184714,,0.04819277108433735,0.08,0.09090909090909091,0.10810810810810811,0.06666666666666667,0.5,0.12195121951219512,0.3,0.5,1.0,0.1951219512195122,0.25,0.2857142857142857,0.25,0.47560975609756095,,,0.1,0.5,0.32926829268292684,0.44304876543209876,0.48799166666666666,0.42705789473684214,0.05747126436781609,0.07142857142857142,0.12345679012345678,0.30864197530864196,12.863076923076925,0.3112391930835735,13.0,3.0,7.0,1.0,2.0,1.0,1.0,4.0,10.0,1.0,1.0,1.0,2.0,7.0,17.0,2.0,3.0,2.0,3.0,12.0,9.0,1.0,9.0,4.0,2.0,1.0,1.0,9.0,,1.0,6.0,4.0,2.0,,,,10.0,,,1.0,,,,,0.5714285714285714,0.4117647058823529,0.6666666666666666,0.6666666666666666,0.4375,0.2073170731707317,0.125,,,,0.021739130434782608,0.3333333333333333,0.3333333333333333,0.7692307692307693,0.08536585365853659,0.42857142857142855,0.42857142857142855,1.0,0.12195121951219512,0.4,0.4,0.25,,0.2857142857142857,0.5,1.0,0.14285714285714285,1.0,,0.05,1.0,0.1,0.5,0.4444444444444444,27.123529411764707,,,,,,,,,True
980,1610612739,Zydrunas Ilgauskas,Zydrunas Ilgauskas,980,CLE,123609.0,2060,-326,4070,4031,943,1010,537,8101,164,292,67.0,122.0,28.0,51,156,392,255,426,939,325,1177,4289,91.0,192.0,61.0,243.0,73.0,156,113,259,516,336.0,126.0,63,85,104,38,37,227,26.0,174,53,238,25.0,316,208,524,88,15,50,97,38.0,185,17.0,41,119,240,32.0,33.0,415,193,28.0,136.0,90.0,36.0,136.0,85.0,259,943,16.0,0.6056338028169014,0.7107438016528925,0.4536741214057508,0.4739583333333333,0.46794871794871795,0.4507936507936508,0.47150259067357514,0.4620253164556962,0.5171503957783641,0.5352422907488987,0.583710407239819,0.0670926517571885,0.13356164383561644,27.978835978835978,0.4756756756756757,0.23148148148148148,0.15266196279666452,0.10217263652378156,0.13802083333333334,0.11063829787234042,0.14976839938239836,0.10319917440660474,0.16263736263736264,0.09854014598540146,0.06571428571428571,0.08,0.16820276497695852,0.13221153846153846,0.15514809590973203,0.1474820143884892,0.11320754716981132,0.625,0.308994708994709,0.5616438356164384,0.6482213438735178,0.524390243902439,0.4148148148148148,0.3979591836734694,0.42048517520215634,0.532051282051282,0.2698412698412698,0.6321243523316062,0.5491803278688525,0.3227848101265823,0.5490196078431373,0.31534391534391537,0.4590844479830149,0.546696783625731,0.44989394904458613,0.1740306582506763,0.17497733454215775,0.2064570943075616,0.22005097706032287,8.628221512247073,0.23169533169533169,106.0,,2.0,,1.0,,,,4.0,,,,2.0,,6.0,,1.0,,2.0,,,2.0,2.0,,19.0,14.0,5.0,10.0,8.0,29.0,44.0,28.0,16.0,10.0,28.0,29.0,2.0,,,10.0,,,7.0,19.0,,,,,,0.006349206349206349,0.05357142857142857,0.011764705882352941,0.07476635514018691,0.125,0.06430155210643015,0.41568627450980394,0.42063492063492064,0.839622641509434,0.0021164021164021165,,,,0.004232804232804233,,,,0.13432835820895522,0.0051813471502590676,,,,,,,,0.012658227848101266,,,35.53333333333333,,,,,1.0,,,,True
