EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,Blocked3s,BlockedArc3,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffCorner3ReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Technical Free Throw Trips,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,on
1548,1610612743,Mark Blount,Mark Blount,1548,DEN,30735.0,512,-160,944,958,186,263,142.0,1902,30.0,62.0,10.0,24.0,6.0,11.0,19.0,58.0,9.0,37.0,58.0,157.0,44.0,160.0,998,15.0,32.0,4.0,34.0,8.0,21.0,15.0,31.0,76.0,40.0,20.0,17.0,11.0,3.0,14.0,3.0,7.0,4.0,31.0,4.0,40.0,1.0,10.0,51.0,4.0,65.0,45.0,110.0,6.0,12.0,10.0,2.0,15.0,6.0,7.0,27.0,3.0,8.0,4.0,42.0,5.0,8.0,34.0,77.0,10.0,9.0,63.0,9.0,30.0,6.0,33.0,21.0,1.0,11.0,33.0,18.0,1.0,5.0,3.0,31.0,186,7.0,0.6551724137931034,0.7916666666666666,0.36942675159235666,0.46875,0.38095238095238093,0.36942675159235666,0.46875,0.38095238095238093,0.43478260869565216,0.5,0.5344827586206896,0.10828025477707007,0.11290322580645161,0.13793103448275862,0.05405405405405406,20.08888888888889,0.35714285714285715,0.15384615384615385,0.034482758620689655,0.1424581005586592,0.09174311926605505,0.14925373134328357,0.056338028169014086,0.14352941176470588,0.08678500986193294,0.09016393442622951,0.10559006211180125,0.0784313725490196,0.08695652173913043,0.13793103448275862,0.14705882352941177,0.14201183431952663,0.13043478260869565,0.19047619047619047,0.07317073170731707,0.5454545454545454,0.39490445859872614,0.4838709677419355,0.5454545454545454,0.5,0.36942675159235666,0.3275862068965517,0.38,0.8421052631578947,0.2356687898089172,0.24324324324324326,0.2571428571428571,0.7777777777777778,0.75,0.4166666666666667,0.5238095238095238,0.5454545454545454,0.39490445859872614,0.47041019108280263,0.51867,0.4905999999999999,0.16853932584269662,0.16853932584269662,0.2125,0.19375,7.428025477707006,0.19703389830508475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1763,1610612743,Ryan Bowen,Ryan Bowen,1763,DEN,46676.0,778,-48,1446,1452,235,354,249.0,2898,40.0,82.0,8.0,21.0,7.0,14.0,5.0,13.0,25.0,54.0,70.0,149.0,21.0,167.0,1403,14.0,30.0,7.0,38.0,11.0,25.0,5.0,30.0,98.0,42.0,12.0,16.0,39.0,4.0,43.0,3.0,14.0,13.0,90.0,8.0,52.0,1.0,11.0,47.0,7.0,65.0,61.0,126.0,4.0,47.0,31.0,16.0,14.0,3.0,10.0,13.0,4.0,4.0,3.0,27.0,6.0,4.0,33.0,72.0,3.0,2.0,30.0,6.0,16.0,2.0,23.0,11.0,1.0,11.0,25.0,17.0,,,,30.0,235,11.0,0.7,0.765625,0.4697986577181208,0.4666666666666667,0.44,0.477124183006536,0.4696969696969697,0.4807692307692308,0.5060606060606061,0.5135135135135135,0.5,0.10738255033557047,0.15853658536585366,0.15384615384615385,0.018518518518518517,10.990269032627362,0.5185185185185185,0.17073170731707318,0.020833333333333332,0.09215686274509804,0.07525325615050651,0.0990990990990991,0.09876543209876543,0.09339774557165861,0.07772020725388601,0.061855670103092786,0.07246376811594203,0.08620689655172414,0.0967741935483871,0.1504424778761062,0.08208955223880597,0.07224334600760456,0.08641975308641975,0.13333333333333333,0.0625,0.68,0.5359477124183006,0.4878048780487805,0.5797101449275363,0.6,0.08496732026143791,0.38461538461538464,0.45454545454545453,0.6,0.35294117647058826,0.46296296296296297,0.4716981132075472,0.88,0.6363636363636364,0.38095238095238093,0.5384615384615384,0.5,0.5620915032679739,0.5117558823529412,0.50752,0.48700192307692297,0.09815950920245399,0.10062893081761007,0.2275449101796407,0.17964071856287425,7.241610738255032,0.16251728907330568,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,6.0,3.0,2.0,1.0,12.0,2.0,2.0,1.0,0.5,0.3333333333333333,1.0,0.5,0.026143790849673203,0.10526315789473684,0.006535947712418301,0.0196078431372549,0.6666666666666666,0.6666666666666666,1.0,0.25,0.030303030303030304,0.06060606060606061,0.5,1.0,0.038461538461538464,1.0,0.6666666666666666,25.35,,,,,,,,,,,,,,,,,,,,,,True
180,1610612743,John Crotty,John Crotty,180,DEN,6000.0,100,-19,182,182,68,82,23.0,364,3.0,6.0,1.0,1.0,2.0,4.0,,1.0,1.0,7.0,4.0,14.0,8.0,28.0,204,1.0,1.0,,2.0,2.0,6.0,3.0,13.0,4.0,4.0,,2.0,17.0,2.0,19.0,,1.0,9.0,40.0,,,,1.0,7.0,,8.0,,8.0,,1.0,,1.0,5.0,,2.0,,,3.0,,5.0,,2.0,3.0,11.0,,,14.0,1.0,4.0,3.0,,,,,,,,,1.0,13.0,68,4.0,0.5,0.5,0.2857142857142857,1.0,0.3333333333333333,0.45454545454545453,1.0,0.625,0.5,0.5,0.5909090909090909,0.14285714285714285,0.16666666666666666,,0.14285714285714285,15.789473684210527,1.0,,,0.08974358974358974,,0.05,,0.08163265306122448,,,,,,0.08695652173913043,0.08,0.1,,0.16666666666666666,,,0.2727272727272727,0.5,0.6,0.3333333333333333,0.045454545454545456,,,,0.3181818181818182,0.14285714285714285,0.16666666666666666,1.0,1.0,1.0,0.5,0.5,0.6363636363636364,0.5041090909090908,0.5526,0.5103125000000001,0.16,0.23529411764705882,0.07142857142857142,0.4642857142857143,9.542857142857143,0.37362637362637363,,,4.0,8.0,,,2.0,2.0,4.0,8.0,,,2.0,2.0,12.0,8.0,4.0,2.0,7.0,,,1.0,0.5,,1.0,0.5,0.36363636363636365,,,0.36363636363636365,0.5,0.5,1.0,,,,,,0.25,1.0,0.5,25.112499999999997,1.0,,,,,,,,,,,,,,,,,,,,,True
2206,1610612743,Rodney White,Rodney White,2206,DEN,61456.0,1024,-217,1973,1944,563,696,277.0,3917,57.0,94.0,11.0,16.0,15.0,22.0,32.0,83.0,52.0,131.0,141.0,308.0,69.0,423.0,2022,22.0,42.0,6.0,59.0,30.0,75.0,45.0,129.0,192.0,90.0,14.0,35.0,79.0,7.0,86.0,6.0,33.0,31.0,179.0,4.0,25.0,,24.0,77.0,4.0,105.0,29.0,134.0,10.0,30.0,22.0,8.0,46.0,4.0,24.0,49.0,7.0,22.0,10.0,95.0,7.0,21.0,46.0,96.0,3.0,17.0,84.0,6.0,30.0,15.0,22.0,8.0,6.0,8.0,23.0,13.0,1.0,1.0,,129.0,563,12.0,0.6808510638297872,0.7164179104477612,0.4577922077922078,0.5238095238095238,0.4,0.4425,0.5096153846153846,0.3888888888888889,0.48177676537585423,0.5363636363636364,0.4849624060150376,0.11363636363636363,0.1702127659574468,0.1686746987951807,0.03816793893129771,23.047043590850237,0.4842105263157895,0.07017543859649122,,0.11458333333333333,0.03075030750307503,0.12698412698412698,0.025974025974025976,0.1173054587688734,0.02998965873836608,0.04926108374384237,0.03690036900369004,0.014749262536873156,0.025210084033613446,0.06172839506172839,0.11794871794871795,0.13968253968253969,0.12598425196850394,0.12903225806451613,0.05154639175257732,0.5652173913043478,0.235,0.6063829787234043,0.7307692307692307,0.6491228070175439,0.2075,0.3855421686746988,0.463768115942029,0.53125,0.3275,0.3969465648854962,0.4126984126984127,0.8076923076923077,0.3076923076923077,0.6875,0.2037037037037037,0.6818181818181818,0.465,0.47292424999999993,0.46987446808510647,0.46758287037037044,0.07075471698113207,0.09036144578313253,0.13947990543735225,0.3049645390070922,10.110389610389609,0.2853522554485555,23.0,3.0,19.0,69.0,2.0,7.0,7.0,26.0,24.0,92.0,3.0,10.0,8.0,33.0,69.0,69.0,19.0,1.0,15.0,1.0,1.0,0.9583333333333334,0.2608695652173913,0.3,0.24242424242424243,0.2608695652173913,0.23,0.02857142857142857,0.0575,0.1725,0.2753623188405797,0.2835820895522388,0.9473684210526315,0.36363636363636365,0.057692307692307696,0.1346153846153846,0.2857142857142857,1.0,0.24074074074074073,0.2692307692307692,0.2753623188405797,24.73586956521739,,5.0,1.0,1.0,7.0,3.0,3.0,0.03260869565217391,0.043478260869565216,0.028985507246376812,0.21739130434782608,0.22727272727272727,1.0,0.3333333333333333,1.0,0.06481481481481481,0.14285714285714285,,,,,True
436,1610612743,Juwan Howard,Juwan Howard,436,DEN,163992.0,2733,-524,5190,5172,1348,1752,749.0,10362,162.0,274.0,50.0,83.0,39.0,68.0,165.0,446.0,238.0,537.0,565.0,1257.0,282.0,1418.0,5381,91.0,169.0,35.0,217.0,135.0,305.0,98.0,371.0,776.0,354.0,90.0,102.0,197.0,37.0,234.0,26.0,103.0,71.0,505.0,26.0,144.0,11.0,62.0,279.0,63.0,404.0,181.0,585.0,29.0,77.0,51.0,26.0,106.0,19.0,63.0,83.0,8.0,43.0,10.0,189.0,16.0,41.0,86.0,239.0,23.0,32.0,351.0,30.0,148.0,29.0,27.0,17.0,3.0,7.0,27.0,14.0,2.0,7.0,5.0,371.0,1348,42.0,0.6867256637168142,0.7461538461538462,0.4494828957836118,0.5384615384615384,0.4426229508196721,0.45043616177636797,0.5384615384615384,0.4431818181818182,0.4953835227272727,0.5714285714285714,0.5041208791208791,0.081145584725537,0.18248175182481752,0.08520179372197309,0.0260707635009311,26.22762358351125,0.5608465608465608,0.35795454545454547,0.06547619047619048,0.1586128482092098,0.0642570281124498,0.13963963963963963,0.07323943661971831,0.15478892419428053,0.06548536209553159,0.0945945945945946,0.04329004329004329,0.060669456066945605,0.07604562737642585,0.12442396313364056,0.17153996101364521,0.1687192118226601,0.1180327868852459,0.18705035971223022,0.049403747870528106,0.5185185185185185,0.21728786677240286,0.5912408759124088,0.7232142857142857,0.5555555555555556,0.35368754956383824,0.36995515695067266,0.40441176470588236,0.5454545454545454,0.42585249801744646,0.44320297951582865,0.45506692160611856,0.8739495798319328,0.4911242603550296,0.6024096385542169,0.22077922077922077,0.5735294117647058,0.2204599524187153,0.4369742652899128,0.47466462585034014,0.4254224755700327,0.10732414793328499,0.10763636363636364,0.1530324400564175,0.2616361071932299,10.556722354813049,0.25973025048169557,,,2.0,4.0,,,1.0,3.0,2.0,4.0,,,1.0,3.0,3.0,3.0,2.0,11.0,23.0,,,0.5,0.5,,0.3333333333333333,0.6666666666666666,0.0031720856463124504,0.06521739130434782,,0.0031720856463124504,0.5,0.5,0.5,0.18,,,,,0.00974025974025974,0.3333333333333333,0.6666666666666666,32.75,28.0,,,,,3.0,,,,,,,,,,,,1.0,,,,True
2428,1610612743,Vincent Yarbrough,Vincent Yarbrough,2428,DEN,62766.0,1046,-113,1982,1996,498,660,270.0,3978,30.0,45.0,7.0,7.0,6.0,10.0,24.0,50.0,62.0,169.0,116.0,264.0,38.0,321.0,2063,16.0,28.0,3.0,38.0,20.0,53.0,11.0,60.0,152.0,80.0,16.0,11.0,94.0,5.0,99.0,3.0,24.0,44.0,203.0,2.0,22.0,,23.0,67.0,,90.0,24.0,114.0,3.0,39.0,28.0,11.0,38.0,2.0,29.0,19.0,5.0,9.0,4.0,57.0,5.0,10.0,62.0,114.0,4.0,6.0,48.0,3.0,22.0,2.0,23.0,11.0,4.0,8.0,23.0,12.0,1.0,,3.0,60.0,498,13.0,0.6551724137931034,0.7037037037037037,0.4393939393939394,0.5714285714285714,0.37735849056603776,0.4394409937888199,0.546875,0.3402777777777778,0.46656976744186046,0.5588235294117647,0.379746835443038,0.041666666666666664,0.1111111111111111,0.08,0.011834319526627219,17.457553330430997,0.6666666666666666,,,0.09896602658788774,0.026221692491060787,0.13855421686746988,0.017699115044247787,0.10676156583629894,0.025210084033613446,0.039603960396039604,0.04583333333333333,0.007556675062972292,0.013157894736842105,0.10828025477707007,0.09004739336492891,0.10032362459546926,0.12727272727272726,0.16071428571428573,0.017341040462427744,0.5217391304347826,0.13975155279503104,0.6666666666666666,0.75,0.6,0.15527950310559005,0.48,0.5217391304347826,0.4583333333333333,0.5248447204968945,0.3668639053254438,0.3712574850299401,0.7580645161290323,0.21875,1.0,0.1388888888888889,0.6,0.3198757763975155,0.4499119565217392,0.4609250000000001,0.43674652777777767,0.06725146198830409,0.07773851590106007,0.11838006230529595,0.18691588785046728,13.245454545454544,0.2512613521695257,30.0,2.0,7.0,28.0,,2.0,2.0,10.0,17.0,58.0,1.0,4.0,3.0,19.0,51.0,28.0,7.0,2.0,26.0,,,1.0,0.29310344827586204,0.25,0.15789473684210525,0.29310344827586204,0.18012422360248448,0.02702702702702703,0.09316770186335403,0.08695652173913043,0.25,0.25925925925925924,1.0,0.14285714285714285,0.0625,0.0625,,,0.1388888888888889,0.2,0.25,23.94310344827586,,10.0,1.0,1.0,9.0,,1.0,0.017241379310344827,,0.03571428571428571,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.125,0.1111111111111111,,1.0,0.01694915254237288,,True
1899,1610612743,James Posey,James Posey,1899,DEN,38828.0,647,-176,1216,1209,323,378,196.0,2425,38.0,64.0,9.0,19.0,6.0,13.0,12.0,41.0,19.0,65.0,69.0,170.0,62.0,251.0,1281,14.0,30.0,14.0,45.0,18.0,43.0,29.0,83.0,72.0,66.0,12.0,16.0,48.0,4.0,52.0,4.0,22.0,13.0,108.0,3.0,24.0,,10.0,47.0,9.0,66.0,27.0,93.0,7.0,21.0,13.0,8.0,20.0,7.0,10.0,26.0,4.0,10.0,9.0,46.0,6.0,7.0,16.0,47.0,,4.0,76.0,8.0,24.0,13.0,5.0,2.0,1.0,2.0,5.0,5.0,1.0,,,83.0,323,12.0,0.5217391304347826,0.5714285714285714,0.40588235294117647,0.4666666666666667,0.4186046511627907,0.4055793991416309,0.36046511627906974,0.421875,0.46564885496183206,0.45,0.50625,0.09411764705882353,0.171875,0.0975609756097561,0.015384615384615385,20.904729266620972,0.43478260869565216,0.21428571428571427,,0.11779448621553884,0.043557168784029036,0.11363636363636363,0.031914893617021274,0.11704312114989733,0.04186046511627907,0.07317073170731707,0.035897435897435895,0.026041666666666668,0.046153846153846156,0.05714285714285714,0.12264150943396226,0.14893617021276595,0.125,0.08333333333333333,0.05426356589147287,1.0,0.27467811158798283,0.59375,0.7169811320754716,0.47368421052631576,0.1759656652360515,0.2926829268292683,0.32432432432432434,0.5833333333333334,0.27896995708154504,0.2923076923076923,0.296875,0.5789473684210527,0.4418604651162791,0.47368421052631576,0.203125,0.46153846153846156,0.5450643776824035,0.4929407327586206,0.4942776315789474,0.4815706349206349,0.0963855421686747,0.12903225806451613,0.17928286852589642,0.33067729083665337,8.863529411764707,0.265625,25.0,2.0,9.0,38.0,1.0,11.0,4.0,13.0,17.0,63.0,1.0,13.0,6.0,21.0,33.0,37.0,9.0,,13.0,,,0.6470588235294118,0.2698412698412698,0.07692307692307693,0.2857142857142857,0.27419354838709675,0.2703862660944206,,0.1072961373390558,0.1630901287553648,0.23684210526315788,0.23684210526315788,0.5555555555555556,0.2222222222222222,0.046511627906976744,0.2558139534883721,0.09090909090909091,1.0,0.203125,0.3076923076923077,0.24324324324324326,25.076190476190472,10.0,8.0,,2.0,8.0,18.0,,,,,0.32,0.32,0.75,,,0.125,0.25,1.0,,,1.0,True
2261,1610612743,Kenny Satterfield,Kenny Satterfield,2261,DEN,14854.0,248,-87,469,463,114,142,81.0,932,11.0,28.0,1.0,2.0,2.0,7.0,4.0,18.0,9.0,31.0,24.0,77.0,5.0,62.0,472,3.0,7.0,,6.0,4.0,22.0,2.0,13.0,20.0,28.0,2.0,9.0,33.0,1.0,34.0,,14.0,14.0,69.0,1.0,5.0,1.0,2.0,10.0,,12.0,7.0,19.0,1.0,12.0,5.0,7.0,13.0,3.0,11.0,12.0,2.0,2.0,2.0,25.0,5.0,3.0,8.0,18.0,,3.0,10.0,2.0,4.0,2.0,1.0,,1.0,,2.0,,,,,13.0,114,2.0,0.4166666666666667,0.43478260869565216,0.3116883116883117,0.42857142857142855,0.18181818181818182,0.3,0.42857142857142855,0.2037037037037037,0.31313131313131315,0.42857142857142855,0.21666666666666667,0.11688311688311688,0.17857142857142858,0.16666666666666666,0.03225806451612903,21.640488656195462,0.52,,0.07142857142857142,0.0684931506849315,0.0211864406779661,0.0625,0.02564102564102564,0.06741573033707865,0.02181818181818182,0.04225352112676056,0.011235955056179775,0.013157894736842105,,0.10869565217391304,0.05405405405405406,0.047619047619047616,0.05555555555555555,0.07142857142857142,0.017241379310344827,,0.29473684210526313,0.39285714285714285,0.4782608695652174,0.45454545454545453,0.18947368421052632,0.2222222222222222,0.26666666666666666,0.25,0.3263157894736842,0.2903225806451613,0.3,0.4444444444444444,0.2857142857142857,0.5,0.25925925925925924,0.2857142857142857,0.4842105263157895,0.4663884210526316,0.4246666666666667,0.4340185185185185,0.041237113402061855,0.05063291139240506,0.0967741935483871,0.20967741935483872,9.442857142857143,0.24307036247334754,3.0,,2.0,15.0,,,,2.0,3.0,18.0,,,1.0,5.0,6.0,15.0,2.0,1.0,5.0,1.0,1.0,0.6666666666666666,0.16666666666666666,,0.2,0.16666666666666666,0.18947368421052632,0.07692307692307693,0.031578947368421054,0.15789473684210525,0.13333333333333333,0.13333333333333333,1.0,,,,,,0.07407407407407407,,0.13333333333333333,25.238888888888887,,1.0,,1.0,3.0,3.0,,,,,0.3333333333333333,0.3333333333333333,,,,0.1111111111111111,0.3333333333333333,,,,,True
2454,1610612743,Junior Harrington,Junior Harrington,2454,DEN,88010.0,1467,-206,2745,2749,670,860,386.0,5494,21.0,52.0,5.0,10.0,4.0,14.0,20.0,62.0,75.0,203.0,116.0,317.0,44.0,294.0,2782,14.0,35.0,6.0,34.0,26.0,76.0,30.0,94.0,148.0,84.0,8.0,27.0,200.0,15.0,215.0,10.0,72.0,99.0,445.0,3.0,26.0,1.0,36.0,122.0,6.0,164.0,30.0,194.0,5.0,60.0,33.0,27.0,59.0,14.0,45.0,45.0,5.0,14.0,2.0,104.0,9.0,26.0,72.0,188.0,7.0,16.0,71.0,4.0,21.0,16.0,9.0,1.0,5.0,3.0,10.0,5.0,,,1.0,94.0,670,39.0,0.6379310344827587,0.6607142857142857,0.3659305993690852,0.4,0.34210526315789475,0.3687315634218289,0.3783783783783784,0.3595505617977528,0.3951612903225806,0.4146341463414634,0.41964285714285715,0.08517350157728706,0.2692307692307692,0.11290322580645161,0.029556650246305417,14.861067748985326,0.5673076923076923,0.06451612903225806,0.010869565217391304,0.1307609860664523,0.021469859620148638,0.1506276150627615,0.021739130434782608,0.1348122866894198,0.021497405485544848,0.025806451612903226,0.029154518950437316,0.014336917562724014,0.020618556701030927,0.1111111111111111,0.13962264150943396,0.13449023861171366,0.17177914110429449,0.10526315789473684,0.027624309392265192,0.5,0.15339233038348082,0.40384615384615385,0.5526315789473685,0.23809523809523808,0.18289085545722714,0.3225806451612903,0.36363636363636365,0.4,0.5988200589970502,0.3694581280788177,0.38071065989847713,0.8133333333333334,0.2702702702702703,0.5,0.15730337078651685,0.2857142857142857,0.2182890855457227,0.43045857988165664,0.4438128571428572,0.4221252808988764,0.05898876404494382,0.06287425149700598,0.11564625850340136,0.3197278911564626,13.901577287066246,0.24408014571949,4.0,,5.0,18.0,,2.0,3.0,9.0,6.0,22.0,,2.0,4.0,13.0,18.0,17.0,5.0,5.0,29.0,1.0,1.0,1.0,0.2727272727272727,,0.3076923076923077,0.2857142857142857,0.06489675516224189,0.024390243902439025,0.011799410029498525,0.05309734513274336,0.2777777777777778,0.2777777777777778,1.0,,,0.05405405405405406,,,0.10112359550561797,0.3333333333333333,0.29411764705882354,26.46363636363636,,1.0,,1.0,4.0,,,,,,0.25,0.25,1.0,,,0.0449438202247191,0.25,1.0,,,,True
43,1610612743,Chris Whitney,Chris Whitney,43,DEN,33985.0,566,-192,1093,1080,259,389,156.0,2173,3.0,7.0,,,1.0,2.0,6.0,18.0,28.0,67.0,37.0,92.0,37.0,207.0,1202,3.0,11.0,4.0,16.0,5.0,17.0,23.0,66.0,44.0,30.0,,5.0,89.0,5.0,94.0,2.0,29.0,35.0,193.0,,,,6.0,22.0,,28.0,,28.0,,15.0,4.0,11.0,24.0,8.0,21.0,16.0,2.0,3.0,2.0,40.0,1.0,11.0,20.0,58.0,,4.0,44.0,1.0,6.0,13.0,,,,,,,,,,66.0,259,17.0,0.5945945945945946,0.5945945945945946,0.40217391304347827,0.2727272727272727,0.29411764705882354,0.4473684210526316,0.375,0.5119047619047619,0.4928571428571429,0.42105263157894735,0.6,0.05434782608695652,0.2857142857142857,,0.04477611940298507,19.5447409733124,0.6,,,0.06267806267806268,,0.06976744186046512,,0.06407322654462243,,,,,,0.02197802197802198,0.04672897196261682,0.09803921568627451,0.06557377049180328,0.08,,,0.03684210526315789,0.42857142857142855,0.6,0.6666666666666666,0.09473684210526316,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3526315789473684,0.417910447761194,0.4375,0.6428571428571429,,,0.047619047619047616,0.5,0.5526315789473685,0.4747442105263158,0.4445076923076922,0.46329642857142844,0.04060913705583756,0.061855670103092786,0.07729468599033816,0.3188405797101449,16.10326086956522,0.23696248856358645,12.0,,28.0,86.0,2.0,5.0,9.0,22.0,32.0,98.0,2.0,5.0,11.0,25.0,63.0,86.0,28.0,3.0,25.0,,,0.65625,0.32653061224489793,0.4,0.44,0.32653061224489793,0.5157894736842106,,0.06315789473684211,0.45263157894736844,0.32558139534883723,0.32558139534883723,0.6071428571428571,,,0.3125,0.4,1.0,0.5238095238095238,0.4090909090909091,0.32558139534883723,25.19183673469388,1.0,4.0,,2.0,3.0,33.0,,,,,0.3333333333333333,0.3333333333333333,1.0,,,0.07142857142857142,0.6666666666666666,,2.0,0.02,,True
