EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,Clear Path Fouls,Blocked3s,BlockedCorner3,3SecondViolations,OffCorner3ReboundPct,OffensiveGoaltends,ThreePtShootingFoulsDrawn,BlockedArc3,ThreePtShootingFoulsDrawnPct,on,3pt And 1 Free Throw Trips,Arc3PctBlocked
147,1610612741,Jalen Rose,Jalen Rose,147,CHI,103743.0,1729,-355,3370,3374,1008,1042,425,6744,57.0,106.0,12.0,16.0,15.0,24.0,82.0,187.0,128.0,334,28.0,67.0,1.0,6.0,7.0,16.0,39.0,131.0,6.0,13.0,10.0,41.0,267,627,67.0,198.0,181.0,916,3603,33.0,62.0,7.0,19.0,14.0,101.0,81.0,182.0,17.0,57.0,85.0,298.0,228,306.0,180.0,21.0,24.0,2.0,129.0,39.0,23.0,1.0,154,36.0,190,25.0,11.0,83,33.0,38.0,416,4.0,32.0,23.0,106,10.0,139,36,175,24.0,31,21,10.0,82,15.0,59,57.0,4.0,23.0,8.0,139,8.0,42.0,44,118,6.0,28.0,221.0,20.0,27.0,74.0,33.0,11.0,3.0,5.0,3.0,11.0,5.0,1.0,298.0,1008,16.0,0.42696629213483145,0.4470588235294118,0.8955223880597015,0.3383838383838384,0.3684210526315789,0.2982456140350877,0.34183673469387754,0.4258373205741627,0.532258064516129,0.44505494505494503,0.44545454545454544,0.5370370370370371,0.4456066945606695,0.4895833333333333,0.5674157303370787,0.5106761565836299,0.24,0.005050505050505051,0.03668261562998405,0.0660377358490566,0.06417112299465241,0.011976047904191617,0.014925373134328358,27.145811789038262,0.5899280575539568,0.09803921568627451,0.08160123171670516,0.023756495916852263,0.062162162162162166,0.013888888888888888,0.07729179149191133,0.022018348623853212,0.031007751937984496,0.02631578947368421,0.015873015873015872,0.019704433497536946,0.05378973105134474,0.07837837837837838,0.10576923076923077,0.05964912280701754,0.07058823529411765,0.05228758169934641,0.45454545454545453,0.12848484848484848,0.5377358490566038,0.5757575757575758,0.3333333333333333,0.22666666666666666,0.4385026737967914,0.4685714285714286,0.32926829268292684,0.40484848484848485,0.38323353293413176,0.3878787878787879,0.53125,0.08121212121212121,0.417910447761194,0.42424242424242425,1.0,0.15878787878787878,0.29770992366412213,0.29770992366412213,0.8205128205128205,0.19753086419753085,0.75,0.16666666666666666,0.07407407407407407,0.16666666666666666,1.0,0.16049382716049382,0.46153846153846156,0.8333333333333334,0.100418410041841,0.625,0.06694560669456066,0.4375,0.17154811715481172,0.24390243902439024,0.36848484848484847,0.3023255813953488,0.4571618148599268,0.4693979166666666,0.44127648305084743,0.08418657565415244,0.10866372980910426,0.11026200873362445,0.32532751091703055,12.49649122807018,25.18383838383839,0.29910979228486645,,,,,,,,,,,,,True,,
1594,1610612741,Rick Brunson,Rick Brunson,1594,CHI,3875.0,65,-16,123,123,42,47,13,246,,,,,,,,,2.0,10,,,,,,,1.0,1.0,,,1.0,1.0,2,10,1.0,1.0,8.0,15,125,,1.0,,,,,,1.0,1.0,1.0,4.0,7.0,2,2.0,3.0,,,,1.0,1.0,1.0,,8,1.0,9,,1.0,2,2.0,4.0,19,,1.0,,6,,6,1,7,,4,3,1.0,6,2.0,4,4.0,,2.0,,10,,3.0,3,8,,1.0,10.0,,,3.0,2.0,3.0,,,3.0,3.0,1.0,,7.0,42,2.0,0.5,0.5,1.0,1.0,,1.0,1.0,0.2,,,0.3181818181818182,,0.75,0.46875,,0.7,0.09090909090909091,,0.1,,,0.1,,19.11764705882353,0.6,,0.13043478260869565,0.022727272727272728,,,0.09836065573770492,0.0196078431372549,0.09090909090909091,,,,0.0625,0.18181818181818182,0.15789473684210525,,,,0.3333333333333333,,,,,,,,,0.9090909090909091,0.2,0.2222222222222222,0.5,,,,,0.09090909090909091,1.0,1.0,1.0,,,,,,,,,,,,,,0.5,1.0,0.09090909090909091,1.0,0.37577272727272726,0.3188,0.37305,0.21428571428571427,0.23076923076923078,,0.4666666666666667,19.639999999999997,24.5,0.34146341463414637,,,,,,,,,,,,,True,,
1944,1610612741,Eddie Robinson,Eddie Robinson,1944,CHI,3709.0,62,-32,121,130,34,50,13,251,4.0,5.0,1.0,1.0,,,1.0,4.0,2.0,5,,,,,,,,,,,,,7,14,,,,14,135,1.0,1.0,,,,2.0,,1.0,,,,,8,6.0,,,2.0,,,,,,4,,4,,,2,,2.0,8,,2.0,1.0,3,,4,2,6,,5,4,1.0,4,,2,1.0,,2.0,1.0,5,,2.0,3,6,,,,,,,,2.0,2.0,,,2.0,,,,34,2.0,0.5714285714285714,0.6666666666666666,,,,,,0.5,1.0,,0.5,1.0,,0.5,1.0,,,,,,,,,13.86861313868613,0.8,,0.0625,0.034482758620689655,0.0625,,0.0625,0.031746031746031744,0.1111111111111111,,,,0.05,0.1,0.05555555555555555,,0.3333333333333333,,,0.35714285714285715,0.8,0.8,0.5,0.2857142857142857,0.25,0.25,1.0,0.35714285714285715,0.4,0.4,0.5,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.35714285714285715,,0.45090714285714284,0.4675,0.317,,,0.14285714285714285,,9.271428571428572,,0.2809917355371901,,,,,,,,,,,,,True,,
2239,1610612741,Trenton Hassell,Trenton Hassell,2239,CHI,119805.0,1997,-420,3886,3899,1150,1217,488,7785,37.0,70.0,7.0,16.0,10.0,19.0,35.0,108.0,59.0,174,2.0,13.0,,,,4.0,11.0,27.0,,,5.0,10.0,131,352,13.0,40.0,41.0,342,4134,11.0,30.0,,,3.0,25.0,31.0,80.0,5.0,14.0,23.0,100.0,140,122.0,39.0,,14.0,,27.0,11.0,20.0,,110,41.0,151,27.0,14.0,61,24.0,25.0,343,7.0,27.0,47.0,167,4.0,218,37,255,6.0,45,33,12.0,54,13.0,36,29.0,4.0,18.0,4.0,83,2.0,22.0,90,197,1.0,6.0,55.0,5.0,,17.0,13.0,61.0,27.0,12.0,22.0,61.0,34.0,,100.0,1150,38.0,0.5343511450381679,0.5645161290322581,1.0,0.325,,0.35714285714285715,0.325,0.3721590909090909,0.36666666666666664,0.3875,0.38392857142857145,0.36666666666666664,0.4095744680851064,0.41007194244604317,0.390625,0.46296296296296297,0.10204081632653061,,0.056818181818181816,0.11428571428571428,0.08333333333333333,0.017241379310344827,,11.210762331838565,0.6506024096385542,0.031496062992125984,0.11185532484929672,0.017374517374517374,0.10904872389791183,0.021806853582554516,0.11122661122661123,0.018133333333333335,0.024719101123595506,0.022556390977443608,0.006932409012131715,0.03070175438596491,0.12525667351129363,0.1111111111111111,0.10149750415973377,0.11455108359133127,0.09259259259259259,0.02643171806167401,0.5573770491803278,0.17857142857142858,0.5285714285714286,0.5967741935483871,0.32432432432432434,0.2755102040816326,0.32407407407407407,0.35353535353535354,0.4,0.44387755102040816,0.3390804597701149,0.34502923976608185,0.7457627118644068,0.03316326530612245,0.15384615384615385,0.15384615384615385,1.0,0.06887755102040816,0.4074074074074074,0.4074074074074074,1.0,0.5333333333333333,0.4375,,,,,,,,0.20212765957446807,0.5263157894736842,0.0425531914893617,,0.10638297872340426,0.5,0.28061224489795916,0.4074074074074074,0.44349145408163254,0.4766461538461539,0.45874787234042547,0.04207920792079208,0.046703296703296704,0.07309941520467836,0.29239766081871343,12.053409090909092,24.577500000000004,0.2959341224909933,3.0,2.0,0.02097902097902098,,,,,,,,,,True,,
923,1610612741,Donyell Marshall,Donyell Marshall,923,CHI,74689.0,1245,-262,2420,2433,706,756,311,4853,127.0,225.0,37.0,70.0,35.0,64.0,42.0,134.0,30.0,83,6.0,16.0,2.0,4.0,3.0,7.0,13.0,30.0,1.0,1.0,4.0,12.0,199,442,19.0,46.0,93.0,548,2584,49.0,98.0,3.0,5.0,17.0,124.0,50.0,104.0,7.0,19.0,58.0,179.0,282,116.0,54.0,3.0,70.0,,30.0,13.0,40.0,,54,6.0,60,5.0,1.0,26,10.0,18.0,126,12.0,109.0,49.0,179,32.0,260,126,386,20.0,56,47,9.0,42,7.0,19,36.0,4.0,23.0,4.0,78,7.0,22.0,61,129,9.0,17.0,124.0,6.0,1.0,40.0,25.0,48.0,28.0,5.0,15.0,49.0,29.0,,179.0,706,15.0,0.7085427135678392,0.8597560975609756,0.9473684210526315,0.41304347826086957,0.6,0.3684210526315789,0.41304347826086957,0.4502262443438914,0.5,0.4807692307692308,0.4661885245901639,0.5194174757281553,0.491869918699187,0.5009140767824497,0.543859649122807,0.5457317073170732,0.0942622950819672,,0.09049773755656108,0.1288888888888889,0.07462686567164178,0.012048192771084338,,22.457779374775424,0.5384615384615384,0.4507042253521127,0.18941798941798943,0.11168032786885246,0.17562724014336917,0.05405405405405406,0.18627450980392157,0.1010016694490818,0.16838487972508592,0.08529411764705883,0.08985507246376812,0.03773584905660377,0.13380281690140844,0.20921985815602837,0.21635883905013192,0.18660287081339713,0.14285714285714285,0.08733624454148471,0.5918367346938775,0.4610655737704918,0.5644444444444444,0.6479591836734694,0.6535433070866141,0.27459016393442626,0.31343283582089554,0.3387096774193548,0.6904761904761905,0.17008196721311475,0.3614457831325301,0.36585365853658536,0.9666666666666667,0.03278688524590164,0.375,0.375,1.0,0.06147540983606557,0.43333333333333335,0.43333333333333335,0.9230769230769231,0.6796116504854369,0.5285714285714286,0.13513513513513514,0.038834951456310676,0.5,1.0,0.009708737864077669,1.0,,0.5203252032520326,0.546875,0.056910569105691054,0.42857142857142855,0.0975609756097561,0.3333333333333333,0.555327868852459,0.43333333333333335,0.501831557377049,0.515115425531915,0.5120772357723578,0.07662835249042145,0.08403361344537816,0.22627737226277372,0.3266423357664234,5.91606334841629,24.6195652173913,0.29173553719008266,5.0,9.0,0.07352941176470588,1.0,1.0,1.0,3.0,0.09523809523809523,,,,,True,,
2033,1610612741,Marcus Fizer,Marcus Fizer,2033,CHI,16593.0,277,-98,539,541,241,277,59,1080,36.0,60.0,12.0,20.0,18.0,31.0,17.0,39.0,6.0,19,1.0,2.0,,,1.0,2.0,,1.0,,,,,59,118,1.0,3.0,33.0,154,603,16.0,29.0,,,5.0,37.0,30.0,59.0,1.0,2.0,27.0,90.0,62,56.0,3.0,,24.0,,1.0,,4.0,,6,5.0,11,4.0,1.0,4,1.0,1.0,27,3.0,27.0,7.0,28,12.0,47,32,79,7.0,2,2,,12,1.0,7,16.0,4.0,5.0,,28,3.0,7.0,18,43,2.0,9.0,46.0,4.0,,17.0,8.0,6.0,5.0,1.0,,6.0,3.0,,90.0,241,5.0,0.5254237288135594,0.6595744680851063,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.5,0.5517241379310345,0.5084745762711864,0.5,0.5517241379310345,0.5163934426229508,0.5422535211267606,0.578125,0.569620253164557,0.024793388429752067,,0.03389830508474576,0.05,0.02564102564102564,,,27.868852459016395,0.42857142857142855,0.4,0.1497326203208556,0.13043478260869565,0.09210526315789473,0.05357142857142857,0.13307984790874525,0.11406844106463879,0.2112676056338028,0.12307692307692308,0.056338028169014086,0.027777777777777776,0.09210526315789473,0.1875,0.19047619047619047,0.06779661016949153,0.17647058823529413,0.12727272727272726,0.5,0.49586776859504134,0.6,0.631578947368421,0.5833333333333334,0.32231404958677684,0.4358974358974359,0.4473684210526316,0.35294117647058826,0.15702479338842976,0.3157894736842105,0.3157894736842105,0.6666666666666666,0.01652892561983471,0.5,0.5,1.0,0.008264462809917356,,,,0.6896551724137931,0.6,0.08333333333333333,,,,,,,0.5081967213114754,0.5806451612903226,0.03278688524590164,0.5,,,0.5206611570247934,,0.4721665289256198,0.501924,0.4734934426229508,0.12686567164179105,0.1297709923664122,0.24025974025974026,0.5844155844155844,5.744915254237289,24.0,0.44712430426716143,2.0,,0.08333333333333333,,,,,0.1,1.0,,,,True,,
2037,1610612741,Jamal Crawford,Jamal Crawford,2037,CHI,45205.0,753,-54,1457,1452,420,529,198,2909,27.0,54.0,4.0,6.0,7.0,13.0,19.0,58.0,32.0,96,7.0,20.0,2.0,4.0,1.0,5.0,26.0,72.0,3.0,7.0,5.0,22.0,78,208,33.0,92.0,35.0,290,1474,8.0,18.0,5.0,11.0,,31.0,18.0,51.0,6.0,27.0,19.0,73.0,48,108.0,75.0,24.0,6.0,3.0,69.0,26.0,8.0,,105,21.0,126,9.0,12.0,40,22.0,43.0,273,,7.0,20.0,43,,63,7,70,3.0,26,22,4.0,21,4.0,14,13.0,1.0,7.0,2.0,34,3.0,9.0,18,42,,3.0,45.0,3.0,3.0,14.0,7.0,6.0,3.0,1.0,2.0,9.0,7.0,,73.0,420,10.0,0.3076923076923077,0.32,0.7575757575757576,0.358695652173913,0.45454545454545453,0.2222222222222222,0.3707865168539326,0.375,0.4444444444444444,0.35294117647058826,0.425,0.5344827586206896,0.34615384615384615,0.45141065830721006,0.5344827586206896,0.40804597701149425,0.30666666666666664,,0.038461538461538464,0.05555555555555555,0.05172413793103448,0.020833333333333332,,20.8259587020649,0.6176470588235294,,0.07818181818181819,0.011419249592169658,0.11299435028248588,,0.08665749656121045,0.009523809523809525,0.018072289156626505,0.01,0.008097165991902834,,0.0782122905027933,0.03731343283582089,0.10126582278481013,0.11811023622047244,0.1,0.01764705882352941,0.7777777777777778,0.18,0.5,0.5294117647058824,0.2962962962962963,0.19333333333333333,0.3275862068965517,0.34545454545454546,0.05263157894736842,0.32,0.3333333333333333,0.3404255319148936,0.46875,0.06666666666666667,0.35,0.35,1.0,0.24,0.3611111111111111,0.3611111111111111,0.6923076923076923,0.20689655172413793,0.6666666666666666,0.25,0.13793103448275862,0.5,1.0,0.2413793103448276,0.42857142857142855,1.0,0.16666666666666666,0.5384615384615384,0.0641025641025641,0.2,0.28205128205128205,0.22727272727272727,0.4866666666666667,0.37681159420289856,0.4707734797297298,0.49364107142857144,0.4369432432432432,0.04807692307692308,0.0639269406392694,0.10689655172413794,0.2517241379310345,10.960096153846154,25.882608695652163,0.2882635552505148,,,,,3.0,,,,,1.0,3.0,0.010752688172043012,True,,
2201,1610612741,Eddy Curry,Eddy Curry,2201,CHI,41661.0,694,-170,1354,1365,307,321,163,2719,96.0,142.0,22.0,33.0,21.0,27.0,47.0,104.0,3.0,12,,,,,,,,,,,,,146,258,,,70.0,362,1483,25.0,37.0,,,6.0,56.0,34.0,52.0,,,19.0,87.0,222,70.0,,,40.0,,,,25.0,,12,2.0,14,1.0,1.0,4,2.0,6.0,30,4.0,43.0,17.0,76,6.0,99,48,147,8.0,7,4,3.0,35,2.0,10,31.0,4.0,25.0,9.0,66,6.0,14.0,49,96,6.0,13.0,117.0,13.0,,57.0,8.0,27.0,20.0,1.0,6.0,27.0,17.0,6.0,87.0,307,4.0,0.7602739726027398,0.8809523809523809,,,,,,0.5658914728682171,0.6756756756756757,0.6538461538461539,0.5658914728682171,0.6756756756756757,0.6538461538461539,0.5838709677419355,0.6222222222222222,0.6796875,,,0.09689922480620156,0.09154929577464789,0.11538461538461539,,,24.336569579288028,0.5303030303030303,0.17647058823529413,0.1487279843444227,0.08221797323135756,0.1328125,0.041237113402061855,0.14553990610328638,0.07580645161290323,0.10967741935483871,0.08994708994708994,0.05027932960893855,0.014492753623188406,0.11931818181818182,0.11290322580645161,0.1943127962085308,0.13402061855670103,0.12903225806451613,0.09302325581395349,0.6296296296296297,0.5503875968992248,0.676056338028169,0.7441860465116279,0.7395833333333334,0.40310077519379844,0.4519230769230769,0.5108695652173914,0.7872340425531915,0.046511627906976744,0.25,0.25,1.0,,,,,,,,,0.8918918918918919,0.6666666666666666,0.13636363636363635,,,,,,,0.5192307692307693,0.7777777777777778,,,,,0.5503875968992248,,0.49202829457364333,0.5443142857142858,0.4853153846153846,0.18874172185430463,0.18874172185430463,0.15469613259668508,0.24033149171270718,4.0418604651162795,,0.22673559822747416,1.0,1.0,0.01818181818181818,,,,2.0,0.10714285714285714,,,,,True,,
916,1610612741,Corie Blount,Corie Blount,916,CHI,19670.0,328,-63,627,628,195,274,83,1255,9.0,16.0,4.0,9.0,1.0,2.0,4.0,12.0,15.0,30,,,,,,,,,,,,,28,58,,,6.0,62,637,4.0,13.0,,,4.0,12.0,5.0,10.0,,,3.0,13.0,48,8.0,,,8.0,,,,,,16,2.0,18,2.0,,9,2.0,5.0,38,6.0,22.0,15.0,38,7.0,60,30,90,3.0,13,10,3.0,6,2.0,6,9.0,1.0,,2.0,15,3.0,6.0,22,42,4.0,4.0,11.0,1.0,,4.0,2.0,6.0,4.0,1.0,1.0,6.0,4.0,,13.0,195,6.0,0.8571428571428571,1.0,,,,,,0.4827586206896552,0.3076923076923077,0.5,0.4827586206896552,0.3076923076923077,0.5,0.49206349206349204,0.4,0.5,,,,,,,,10.743801652892563,0.4,0.22580645161290322,0.18811881188118812,0.0830188679245283,0.17647058823529413,0.13333333333333333,0.18466898954703834,0.09032258064516129,0.08064516129032258,0.0891089108910891,0.0784313725490196,0.15151515151515152,0.14925373134328357,0.20408163265306123,0.20930232558139536,0.16666666666666666,0.1935483870967742,0.1,0.6666666666666666,0.27586206896551724,0.5625,0.5625,0.5555555555555556,0.20689655172413793,0.3333333333333333,0.3333333333333333,1.0,0.5172413793103449,0.5,0.5,1.0,,,,,,,,,0.6923076923076923,0.4444444444444444,,,,,,,,0.2,0.5,,,,,0.27586206896551724,,0.44275344827586216,0.5071416666666667,0.42218,0.06557377049180328,0.06557377049180328,0.1935483870967742,0.20967741935483872,10.78103448275862,,0.31100478468899523,2.0,3.0,0.08,,,,,0.08333333333333333,,,,,True,,
2053,1610612741,Dalibor Bagaric,Dalibor Bagaric,2053,CHI,1910.0,32,-10,64,62,26,36,9,126,1.0,2.0,,,,1.0,1.0,5.0,2.0,4,,,,,,,,,,,,,4,11,,,1.0,9,62,,1.0,,,1.0,1.0,1.0,4.0,,,,2.0,8,,,,,,,,1.0,,1,1.0,2,1.0,,1,,,5,2.0,1.0,,3,,3,4,7,,1,1,,1,1.0,1,1.0,,,,2,1.0,,4,6,1.0,,2.0,,,1.0,,,,,,,,,2.0,26,1.0,1.0,1.0,,,,,,0.36363636363636365,,0.25,0.36363636363636365,,0.25,0.375,0.25,0.25,,,0.09090909090909091,,0.2,,,18.42105263157895,0.5,,0.13043478260869565,0.03333333333333333,,0.2857142857142857,0.10344827586206896,0.08108108108108109,0.14285714285714285,,,,0.125,0.25,0.09090909090909091,,,,,0.18181818181818182,0.5,0.5,1.0,0.45454545454545453,0.2,0.25,1.0,0.36363636363636365,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,0.25,,,,,,0.18181818181818182,,0.40980909090909085,,0.43084999999999996,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.2222222222222222,11.145454545454546,,0.40625,1.0,,0.2,,,,,0.6666666666666666,,,,,True,,
