EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,OffFTReboundPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Technical Free Throw Trips,DefensiveGoaltends,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,OffensiveGoaltends,3SecondViolations,SecondChanceArc3FGM,ThreePtShootingFoulsDrawn,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Blocked3s,BlockedCorner3,HeaveMakes,on,BlockedArc3
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,45245.0,754,67,1504,1506,494,377,159,3010,45,62,5.0,8.0,12.0,18.0,10.0,35,34.0,100,44.0,27.0,84.0,31.0,89,197,50.0,128.0,68,396,1488,8.0,17.0,12.0,43.0,28,59,42.0,30.0,149,120.0,58,132.0,6.0,78.0,26.0,9.0,38,7.0,45,5.0,2.0,16.0,8.0,14.0,97,3.0,13.0,23.0,88,6.0,117,17.0,134,2.0,16.0,12.0,4.0,15.0,2.0,8.0,11.0,3.0,7.0,2.0,26,2.0,8.0,21,45,2.0,2.0,79,5.0,29.0,7.0,3.0,1.0,,2.0,3.0,2.0,1.0,149,494,8.0,0.6741573033707865,0.6976744186046512,0.88,0.390625,0.3983739837398374,0.4517766497461929,0.47058823529411764,0.4745762711864407,0.5046153846153846,0.5166666666666667,0.5891089108910891,0.5449438202247191,0.5972222222222222,0.6304347826086957,0.39384615384615385,0.04568527918781726,0.08064516129032258,0.11428571428571428,,22.724568709101728,0.5769230769230769,0.11764705882352941,0.13580246913580246,0.024574669187145556,0.15862068965517243,0.020833333333333332,0.13997477931904162,0.0237741456166419,0.032,0.02857142857142857,0.01893939393939394,0.01098901098901099,0.03773584905660377,0.13970588235294118,0.107981220657277,0.15384615384615385,0.1559633027522936,0.16666666666666666,0.011695906432748537,0.6666666666666666,0.19076923076923077,0.7258064516129032,0.7894736842105263,0.7555555555555555,0.1076923076923077,0.2857142857142857,0.3225806451612903,0.4,0.3076923076923077,0.34,0.34,0.6470588235294118,0.13538461538461538,0.25846153846153846,0.32142857142857145,0.32142857142857145,0.8148148148148148,0.26666666666666666,0.625,0.4,0.1782178217821782,0.6666666666666666,0.3069306930693069,0.5846153846153846,0.3333333333333333,0.5109520312500001,0.5186431818181817,0.5152051546391753,0.0830945558739255,0.13122171945701358,0.10858585858585859,0.37626262626262624,11.03604060913706,25.4703125,0.32845744680851063,1.0,0.020833333333333332,23.0,2.0,5.0,5.0,11.0,8.0,16.0,5.0,13.0,21.0,18.0,5.0,,12.0,,0.38461538461538464,0.5,,,0.5227272727272727,0.5227272727272727,0.9565217391304348,0.16666666666666666,0.4,1.0,0.26666666666666666,0.10891089108910891,0.45454545454545453,0.5161290322580645,,,3.0,,,0.375,0.6666666666666666,,,,,1.0,True,
185,1610612758,Chris Webber,Chris Webber,185,SAC,47827.0,797,44,1558,1554,468,418,174,3112,62,99,17.0,26.0,16.0,25.0,46.0,110,78.0,204,,1.0,5.0,2.0,186,413,1.0,5.0,60,435,1517,29.0,51.0,5.0,63.0,58,122,2.0,25.0,141,204.0,168,3.0,34.0,5.0,1.0,14.0,82,33.0,115,18.0,15.0,47.0,9.0,26.0,263,11.0,32.0,26.0,118,24.0,168,44.0,212,8.0,33.0,19.0,14.0,44.0,8.0,27.0,34.0,3.0,17.0,6.0,78,8.0,24.0,30,65,1.0,13.0,107,13.0,52.0,8.0,21.0,8.0,1.0,12.0,21.0,15.0,,141,468,3.0,0.5483870967741935,0.6035502958579881,1.0,0.2,0.2,0.45036319612590797,0.5686274509803921,0.47540983606557374,0.4485645933014354,0.5686274509803921,0.46774193548387094,0.46774193548387094,0.5625,0.47959183673469385,0.011961722488038277,0.03389830508474576,0.050505050505050504,0.06363636363636363,0.00980392156862745,30.869812393405343,0.5641025641025641,0.4528301886792453,0.18125960061443933,0.05545927209705372,0.18439716312056736,0.08088235294117647,0.18181818181818182,0.06030855539971949,0.07407407407407407,0.06369426751592357,0.042105263157894736,0.075,0.08928571428571429,0.16923076923076924,0.1782178217821782,0.18808777429467086,0.20408163265306123,0.13953488372093023,0.0380952380952381,0.7142857142857143,0.23684210526315788,0.6262626262626263,0.6595744680851063,0.43548387096774194,0.2631578947368421,0.41818181818181815,0.44660194174757284,0.3695652173913043,0.4880382775119617,0.38235294117647056,0.38613861386138615,0.7435897435897436,,0.011961722488038277,0.2,0.2,1.0,0.5098039215686274,0.6538461538461539,0.11764705882352941,0.20161290322580644,0.64,0.016129032258064516,0.24880382775119617,0.2,0.4341857655502392,0.4845268292682927,0.41742661290322586,0.1137855579868709,0.11504424778761062,0.14482758620689656,0.32413793103448274,11.246731234866829,25.940000000000005,0.30038510911424904,1.0,0.022222222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,True,
2043,1610612758,Mateen Cleaves,Mateen Cleaves,2043,SAC,1722.0,29,-5,62,61,26,28,8,123,1,3,,,1.0,2.0,,2,1.0,7,,1.0,1.0,1.0,2,12,1.0,1.0,1,8,55,,,,,1,5,1.0,1.0,6,,4,,,1.0,1.0,2.0,4,1.0,5,,1.0,4.0,,,11,,1.0,,2,,2,1.0,3,1.0,,,,7.0,,5.0,,,2.0,,7,,3.0,1,1,,,2,,1.0,,,,,,,,,6,26,,,,,1.0,1.0,0.16666666666666666,,0.2,0.2692307692307692,,0.4166666666666667,0.2857142857142857,,0.42857142857142855,0.07692307692307693,0.16666666666666666,,0.5,0.14285714285714285,30.000000000000004,1.0,,0.058823529411764705,0.04,,,0.04878048780487805,0.03125,,,0.08333333333333333,,,,,0.09523809523809523,,,0.125,,0.23076923076923078,0.3333333333333333,0.3333333333333333,,0.15384615384615385,,,,0.5384615384615384,0.14285714285714285,0.16666666666666666,,,0.07692307692307693,1.0,1.0,,,,,0.3333333333333333,0.5,0.16666666666666666,0.3076923076923077,1.0,0.4277423076923077,,0.448675,0.07142857142857142,0.07692307692307693,,0.75,12.233333333333334,25.8,0.41935483870967744,,,,,,,,,1.0,,,1.0,3.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,
1513,1610612758,Scot Pollard,Scot Pollard,1513,SAC,8495.0,142,55,279,277,55,57,49,556,14,31,7.0,18.0,2.0,4.0,6.0,15,,5,,,,,20,51,,,9,49,241,7.0,20.0,3.0,17.0,2,7,,,4,22.0,18,,10.0,,,5.0,2,,2,,,,,2.0,4,2.0,19.0,3.0,18,1.0,22,22.0,44,6.0,4.0,2.0,2.0,5.0,,2.0,3.0,,3.0,1.0,8,,3.0,10,17,,2.0,19,1.0,10.0,,7.0,3.0,1.0,3.0,7.0,4.0,,4,55,,0.55,0.7333333333333333,,,,0.39215686274509803,0.35,0.2857142857142857,0.39215686274509803,0.35,0.2857142857142857,0.4083333333333333,0.3695652173913043,0.2857142857142857,,0.09803921568627451,0.16129032258064516,,,19.941348973607038,0.625,0.14285714285714285,0.1258741258741259,0.1557377049180328,0.21428571428571427,0.1,0.1337579617834395,0.14788732394366197,0.2727272727272727,0.11764705882352941,0.10909090909090909,0.07692307692307693,0.14285714285714285,0.08,0.19642857142857142,0.08064516129032258,0.2,0.25,0.23076923076923078,0.5714285714285714,0.6078431372549019,0.45161290322580644,0.5384615384615384,0.6428571428571429,0.29411764705882354,0.4,0.4,0.3333333333333333,0.09803921568627451,,,,,,,,,0.9,0.3888888888888889,0.2857142857142857,0.5714285714285714,0.5,,0.6078431372549019,,0.49750588235294113,0.55556,0.4512,0.16666666666666666,0.16666666666666666,0.3469387755102041,0.08163265306122448,4.045098039215686,,0.1971326164874552,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,112145.0,1869,324,3755,3754,885,883,399,7509,146,217,27.0,53.0,26.0,43.0,45.0,153,45.0,113,8.0,3.0,8.0,4.0,236,483,5.0,16.0,126,613,3753,39.0,89.0,14.0,95.0,40,89,5.0,47.0,127,306.0,166,15.0,54.0,6.0,3.0,47.0,158,49.0,207,31.0,18.0,100.0,8.0,50.0,463,19.0,105.0,54.0,233,27.0,314,128.0,442,10.0,70.0,52.0,18.0,66.0,23.0,36.0,46.0,1.0,30.0,2.0,112,9.0,31.0,118,206,31.0,11.0,179,15.0,77.0,20.0,88.0,52.0,1.0,35.0,88.0,50.0,9.0,127,885,22.0,0.6483050847457628,0.7320574162679426,1.0,0.3125,0.35714285714285715,0.4886128364389234,0.43820224719101125,0.449438202247191,0.4879759519038076,0.45,0.425531914893617,0.5275387263339071,0.47029702970297027,0.5,0.03206412825651302,0.09730848861283643,0.09216589861751152,0.17647058823529413,,16.42569329224935,0.5892857142857143,0.2647058823529412,0.15159401431359792,0.07636363636363637,0.1651376146788991,0.054285714285714284,0.15396995708154507,0.07188405797101449,0.08620689655172414,0.09523809523809523,0.060092449922958396,0.058823529411764705,0.046511627906976744,0.13821138211382114,0.15546218487394958,0.15606936416184972,0.15918367346938775,0.18292682926829268,0.04807692307692308,0.5681818181818182,0.4348697394789579,0.6728110599078341,0.7411167512690355,0.6575342465753424,0.3066132264529058,0.29411764705882354,0.35714285714285715,0.4666666666666667,0.22645290581162325,0.39823008849557523,0.39823008849557523,0.8,0.01603206412825651,0.01603206412825651,0.375,0.375,1.0,0.5888888888888889,0.5094339622641509,0.1111111111111111,0.4574468085106383,0.6046511627906976,0.0425531914893617,0.46693386773547096,0.5,0.4810308467741937,0.49709390243902446,0.47763956043956046,0.13725490196078433,0.14128440366972478,0.15497553017944535,0.20717781402936378,6.695445134575569,33.868750000000006,0.23568575233022637,4.0,0.043478260869565216,2.0,1.0,1.0,,1.0,,,1.0,1.0,,,2.0,,,,1.0,,,,0.25,0.25,1.0,0.011111111111111112,1.0,1.0,,0.010638297872340425,,,,6.0,,,,,,,,,,,False,
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,7907.0,132,10,267,264,134,144,30,531,12,19,3.0,6.0,5.0,8.0,3.0,5,4.0,15,,,,,19,39,,,8,46,278,4.0,9.0,2.0,10.0,10,19,,5.0,25,20.0,18,,6.0,,,2.0,4,1.0,5,1.0,,,1.0,3.0,11,,10.0,6.0,12,2.0,20,11.0,31,,1.0,1.0,,1.0,,,2.0,,1.0,1.0,3,,1.0,6,18,1.0,1.0,12,2.0,5.0,2.0,5.0,5.0,,,5.0,4.0,1.0,25,134,3.0,0.5263157894736842,0.625,,,,0.48717948717948717,0.4444444444444444,0.5263157894736842,0.48717948717948717,0.4444444444444444,0.5263157894736842,0.5227272727272727,0.5,0.5681818181818182,,0.05128205128205128,0.05263157894736842,0.2,,15.460526315789474,0.3333333333333333,0.18181818181818182,0.12121212121212122,0.10638297872340426,0.20689655172413793,,0.140625,0.08620689655172414,0.18181818181818182,0.13333333333333333,0.07017543859649122,,,0.1724137931034483,0.10344827586206896,0.0975609756097561,0.2608695652173913,,,0.8,0.48717948717948717,0.631578947368421,0.6666666666666666,0.5833333333333334,0.1282051282051282,0.6,0.75,0.3333333333333333,0.38461538461538464,0.26666666666666666,0.26666666666666666,0.5,,,,,,0.6666666666666666,0.5,,0.42105263157894735,0.625,,0.48717948717948717,,0.4869076923076923,0.5079,0.4741157894736842,0.11904761904761904,0.11904761904761904,0.21739130434782608,0.5434782608695652,7.415384615384615,,0.50187265917603,1.0,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,51903.0,865,135,1731,1733,579,508,211,3464,83,126,6.0,10.0,27.0,45.0,13.0,34,40.0,97,60.0,26.0,66.0,30.0,136,257,52.0,126.0,64,492,1720,8.0,21.0,5.0,42.0,41,93,51.0,41.0,180,152.0,120,108.0,10.0,65.0,26.0,17.0,89,14.0,103,11.0,3.0,37.0,10.0,42.0,220,11.0,20.0,16.0,72,3.0,91,31.0,122,4.0,39.0,23.0,16.0,27.0,3.0,17.0,21.0,6.0,10.0,2.0,48,5.0,13.0,22,63,4.0,8.0,74,7.0,25.0,13.0,2.0,,1.0,1.0,2.0,1.0,,180,579,14.0,0.5588235294117647,0.5801526717557252,0.6923076923076923,0.4126984126984127,0.416,0.5291828793774319,0.38095238095238093,0.44086021505376344,0.5587467362924282,0.5285714285714286,0.4826388888888889,0.591566265060241,0.5540540540540541,0.5454545454545454,0.3289817232375979,0.06614785992217899,0.0873015873015873,0.17647058823529413,,23.208020050125313,0.5625,0.058823529411764705,0.10510948905109489,0.031055900621118012,0.10526315789473684,0.062146892655367235,0.10513739545997611,0.037758830694275276,0.023121387283236993,0.040229885057471264,0.030303030303030304,0.07758620689655173,0.03278688524590164,0.08974358974358974,0.11206896551724138,0.10774410774410774,0.09243697478991597,0.15151515151515152,0.023809523809523808,0.5,0.3289817232375979,0.6587301587301587,0.7217391304347827,0.6144578313253012,0.08877284595300261,0.38235294117647056,0.4642857142857143,0.23076923076923078,0.25326370757180156,0.41237113402061853,0.41237113402061853,0.55,0.1566579634464752,0.17232375979112272,0.3939393939393939,0.4,0.6538461538461539,0.2857142857142857,0.6,0.16666666666666666,0.3125,0.6,0.20833333333333334,0.6579634464751958,0.4,0.5318089005235602,0.5076129032258064,0.5134094405594406,0.06467661691542288,0.09090909090909091,0.08536585365853659,0.36585365853658536,8.397276264591438,24.474603174603168,0.3344887348353553,,,26.0,1.0,4.0,7.0,21.0,10.0,12.0,7.0,14.0,19.0,48.0,1.0,1.0,1.0,,0.5,0.37254901960784315,0.007936507936507936,0.015151515151515152,0.43333333333333335,0.43333333333333335,0.7307692307692307,0.11428571428571428,0.25,1.0,0.2857142857142857,0.14583333333333334,0.3333333333333333,0.4,,,6.0,1.0,,0.6,0.8333333333333334,0.007874015748031496,,,,,False,
1800,1610612758,Damon Jones,Damon Jones,1800,SAC,11119.0,185,6,387,382,137,173,43,769,3,5,,,,2.0,1.0,3,2.0,14,11.0,8.0,18.0,5.0,6,22,13.0,29.0,5,56,403,1.0,2.0,,5.0,1,6,6.0,,11,4.0,8,33.0,,18.0,8.0,4.0,17,4.0,21,4.0,,12.0,1.0,4.0,46,1.0,3.0,5.0,11,,16,4.0,20,,4.0,2.0,2.0,5.0,2.0,3.0,2.0,,2.0,,7,,,2,10,,,8,,4.0,,3.0,,2.0,1.0,3.0,2.0,1.0,11,137,3.0,0.3333333333333333,0.3333333333333333,0.8461538461538461,0.4482758620689655,0.4482758620689655,0.2727272727272727,0.5,0.16666666666666666,0.5,0.3125,0.4583333333333333,0.509090909090909,0.3125,0.4583333333333333,0.5686274509803921,0.18181818181818182,0.4,0.3333333333333333,0.07142857142857142,14.22018348623853,0.7142857142857143,,0.088,0.022388059701492536,0.1282051282051282,0.023809523809523808,0.0975609756097561,0.022727272727272728,0.027777777777777776,0.041666666666666664,0.013513513513513514,0.03225806451612903,,0.07692307692307693,0.05555555555555555,0.1111111111111111,0.15625,,,0.6666666666666666,0.09803921568627451,0.6,1.0,0.3333333333333333,0.058823529411764705,0.3333333333333333,0.5,,0.27450980392156865,0.14285714285714285,0.15384615384615385,0.5,0.21568627450980393,0.35294117647058826,0.4444444444444444,0.4444444444444444,0.75,,,,0.16666666666666666,,0.4166666666666667,0.6666666666666666,0.4444444444444444,0.5141519607843139,0.52950625,0.5130708333333334,0.07272727272727272,0.15384615384615385,0.08928571428571429,0.19642857142857142,12.977272727272727,24.682758620689658,0.35400516795865633,,,5.0,1.0,3.0,,1.0,3.0,3.0,1.0,6.0,3.0,6.0,,,,,0.16666666666666666,0.5,,,0.45454545454545453,0.45454545454545453,1.0,0.375,0.3333333333333333,1.0,0.375,0.08333333333333333,,0.6,,,,,,,,,,,,,False,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,101839.0,1697,352,3479,3474,906,895,369,6953,132,184,9.0,21.0,33.0,42.0,26.0,53,95.0,194,88.0,67.0,190.0,52.0,253,431,105.0,278.0,163,984,3480,18.0,40.0,19.0,73.0,61,98,69.0,72.0,260,326.0,180,282.0,20.0,187.0,67.0,27.0,68,28.0,96,16.0,12.0,23.0,6.0,39.0,220,4.0,39.0,39.0,168,12.0,219,44.0,263,8.0,56.0,29.0,27.0,46.0,7.0,31.0,29.0,9.0,15.0,,75,4.0,21.0,42,98,5.0,5.0,185,14.0,59.0,26.0,2.0,1.0,,1.0,2.0,1.0,2.0,260,906,17.0,0.6442687747035574,0.6707818930041153,0.8952380952380953,0.3776978417266187,0.38181818181818183,0.5870069605568445,0.45,0.6224489795918368,0.578984485190409,0.4576271186440678,0.562874251497006,0.6152368758002561,0.5367647058823529,0.624390243902439,0.3921015514809591,0.06264501160092807,0.10326086956521739,0.09433962264150944,0.015463917525773196,21.881390593047037,0.6133333333333333,0.11650485436893204,0.11974340698503208,0.03194103194103194,0.11782477341389729,0.011627906976744186,0.11937716262975778,0.027476038338658148,0.0440251572327044,0.027190332326283987,0.027972027972027972,0.013392857142857142,0.008333333333333333,0.07602339181286549,0.13302752293577982,0.1344,0.11290322580645161,0.13253012048192772,0.025157232704402517,0.5,0.25952045133991536,0.717391304347826,0.8,0.7878787878787878,0.07475317348377997,0.49056603773584906,0.5416666666666666,0.2692307692307692,0.2736248236953456,0.4896907216494845,0.4973821989528796,0.5473684210526316,0.12411847672778561,0.2679830747531735,0.3526315789473684,0.3544973544973545,0.8656716417910447,0.3559322033898305,0.42857142857142855,0.1111111111111111,0.25149700598802394,0.7857142857142857,0.31137724550898205,0.6516220028208745,0.3582887700534759,0.5299948300283286,0.513158163265306,0.5159289634146343,0.07947019867549669,0.12394957983193278,0.0741869918699187,0.26422764227642276,9.432482598607887,24.794244604316546,0.2604196608220753,1.0,0.012195121951219513,38.0,2.0,4.0,5.0,17.0,15.0,17.0,6.0,19.0,22.0,33.0,3.0,1.0,26.0,,0.3157894736842105,0.3188405797101449,0.0035971223021582736,0.005263157894736842,0.4318181818181818,0.4318181818181818,0.9473684210526315,0.06779661016949153,0.5,1.0,0.2542372881355932,0.10179640718562874,0.29411764705882354,0.3269230769230769,,,4.0,1.0,,0.26666666666666666,1.0,0.0035842293906810036,,,,,False,
185,1610612758,Chris Webber,Chris Webber,185,SAC,109219.0,1820,355,3707,3699,977,947,412,7406,164,265,46.0,78.0,46.0,65.0,97.0,270,209.0,464,,4.0,16.0,9.0,470,999,4.0,16.0,155,1107,3703,67.0,130.0,14.0,148.0,118,225,9.0,60.0,302,562.0,378,12.0,80.0,15.0,4.0,42.0,192,57.0,249,38.0,19.0,105.0,21.0,66.0,555,18.0,91.0,55.0,288,33.0,376,116.0,492,27.0,73.0,34.0,39.0,80.0,20.0,45.0,57.0,7.0,35.0,3.0,137,13.0,37.0,64,139,10.0,22.0,247,26.0,117.0,20.0,66.0,25.0,6.0,35.0,67.0,42.0,3.0,302,977,21.0,0.597872340425532,0.6534883720930232,1.0,0.25,0.26666666666666666,0.47047047047047047,0.5153846153846153,0.5244444444444445,0.4689655172413793,0.5153846153846153,0.5170940170940171,0.49156305506216696,0.5362318840579711,0.5354609929078015,0.015763546798029555,0.042042042042042045,0.08679245283018867,0.07037037037037037,,30.150393888756266,0.583941605839416,0.3055555555555556,0.19393939393939394,0.068215892053973,0.15942028985507245,0.05309734513274336,0.18743169398907103,0.06515242080095636,0.11209439528023599,0.0856353591160221,0.03475513428120063,0.06167400881057269,0.03571428571428571,0.19021739130434784,0.1752136752136752,0.20955315870570107,0.1867704280155642,0.07954545454545454,0.05465587044534413,0.6268656716417911,0.26108374384236455,0.6188679245283019,0.6776859504132231,0.5792682926829268,0.2660098522167488,0.3592592592592593,0.38645418326693226,0.31958762886597936,0.45714285714285713,0.4504310344827586,0.4504310344827586,0.7416267942583732,,0.015763546798029555,0.25,0.25,1.0,0.6,0.5897435897435898,0.21739130434782608,0.2777777777777778,0.7076923076923077,0.038461538461538464,0.2768472906403941,0.26666666666666666,0.4475881163708088,0.5012295652173914,0.4413679487179489,0.1057866184448463,0.10733944954128441,0.13369467028003612,0.2728093947606143,10.684184184184183,26.956249999999997,0.2635554356622606,7.0,0.07368421052631578,,,,,,,2.0,,,2.0,,1.0,,,4.0,,0.2222222222222222,,,,,,,,,,,,0.2222222222222222,1.0,2.0,,,,,,,1.0,1.0,,,False,1.0
57,1610612758,Doug Christie,Doug Christie,57,SAC,104431.0,1741,312,3562,3565,903,840,369,7127,81,121,6.0,15.0,16.0,25.0,7.0,20,35.0,100,27.0,31.0,78.0,17.0,123,241,44.0,105.0,85,463,3580,8.0,30.0,8.0,36.0,27,48,22.0,41.0,116,140.0,106,123.0,10.0,77.0,31.0,16.0,200,37.0,237,13.0,24.0,91.0,22.0,87.0,511,11.0,28.0,27.0,140,1.0,168,40.0,208,3.0,112.0,77.0,35.0,54.0,10.0,36.0,24.0,3.0,18.0,,78,4.0,26.0,55,121,3.0,8.0,102,4.0,26.0,21.0,24.0,4.0,10.0,10.0,26.0,10.0,1.0,116,903,17.0,0.5691056910569106,0.5932203389830508,0.9318181818181818,0.41904761904761906,0.4230769230769231,0.5103734439834025,0.26666666666666666,0.5625,0.546242774566474,0.3111111111111111,0.5357142857142857,0.583547557840617,0.3645833333333333,0.6117021276595744,0.30346820809248554,0.06639004149377593,0.08264462809917356,0.2,0.02,11.657056906492855,0.6923076923076923,0.010101010101010102,0.09943181818181818,0.0218921032056294,0.08626198083067092,0.034482758620689655,0.09703660662405578,0.024405506883604506,0.01567398119122257,0.016853932584269662,0.028145695364238412,0.03349282296650718,0.03636363636363636,0.06432748538011696,0.0763888888888889,0.13406940063091483,0.0847457627118644,0.09090909090909091,0.01875,0.38461538461538464,0.34971098265895956,0.6694214876033058,0.7297297297297297,0.5308641975308642,0.057803468208092484,0.35,0.4375,0.42857142857142855,0.28901734104046245,0.35,0.35714285714285715,0.6857142857142857,0.07803468208092486,0.2254335260115607,0.3974358974358974,0.3974358974358974,0.9354838709677419,0.3333333333333333,0.4,,0.35714285714285715,0.64,0.24285714285714285,0.653179190751445,0.4025974025974026,0.5484947826086958,0.5095828571428571,0.5306942857142858,0.07065217391304347,0.09885931558935361,0.07775377969762419,0.2505399568034557,8.990456431535266,24.746666666666666,0.25350926445816957,1.0,0.011111111111111112,13.0,1.0,2.0,2.0,5.0,13.0,5.0,4.0,15.0,7.0,9.0,1.0,1.0,13.0,3.0,0.26666666666666666,0.3181818181818182,0.009523809523809525,,0.48148148148148145,0.5,0.9230769230769231,0.044444444444444446,0.5,1.0,0.28888888888888886,0.07142857142857142,0.4,0.29411764705882354,,1.0,3.0,,0.037037037037037035,0.23076923076923078,1.0,,,2.0,,,False,2.0
