EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,BlockedAtRim,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,HeaveAttempts,BlockedCorner3,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,on,HeaveMakes,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls
1073,1610612750,Reggie Slater,Reggie Slater,1073,MIN,1415.0,24,19.0,51,51,41,35,6,102,7.0,7,1.0,1.0,6.0,6,1,7.0,8,6.0,20.0,40,1.0,1.0,2.0,4.0,6.0,7,6.0,18.0,14.0,1,1,1,2,1.0,1.0,1.0,1,2.0,3,1.0,1.0,1.0,1.0,2.0,1.0,2,2.0,1,5,8.0,2.0,2.0,18.0,41,1.0,1.0,0.875,1.0,0.8571428571428571,0.875,1.0,0.8571428571428571,0.8333333333333334,1.0,0.8181818181818182,24.13793103448276,0.5,0.2,0.07142857142857142,0.0625,0.3333333333333333,1.0,0.875,1.0,1.0,1.0,0.125,1.0,1.0,1.0,0.8571428571428571,1.0,0.875,0.5424125,0.4848,0.5383857142857142,0.2,0.2,0.2,0.9,0.6875,0.803921568627451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1607,1610612750,Troy Hudson,Troy Hudson,1607,MIN,34990.0,583,57.0,1132,1115,306,292,178,2247,29.0,51,4.0,5.0,5.0,10,22,72.0,161,57.0,252.0,1193,10.0,16.0,3.0,35.0,21.0,45,30.0,87.0,54.0,78,89,18,189,9.0,,,32,11.0,43,4.0,15.0,4.0,5.0,12.0,2.0,42,9.0,12,35,61.0,19.0,10.0,87.0,306,0.375,0.38028169014084506,0.4472049689440994,0.625,0.4666666666666667,0.4733009708737864,0.7619047619047619,0.4672131147540984,0.5300429184549357,0.7608695652173914,0.56,20.630157539384847,,,0.019067796610169493,0.02018348623853211,0.02112676056338028,0.039603960396039604,0.24757281553398058,0.5686274509803921,0.6904761904761905,0.3448275862068966,0.10679611650485436,0.23809523809523808,0.8,0.25,0.16393442622950818,0.5,0.46601941747572817,0.4844157766990292,0.45844250000000003,0.45915245901639334,0.08520179372197309,0.10674157303370786,0.1388888888888889,0.34523809523809523,11.89254658385093,0.2703180212014134,8.0,35.0,88.0,1.0,5.0,1.0,16.0,40.0,4.0,5.0,5.0,15.0,17.0,45.0,4.0,5.0,5.0,16.0,90.0,39.0,12.0,2.0,40.0,16.0,12.0,11.0,8.0,3.0,21.0,39.0,2.0,5.0,27.0,11.0,30.0,19.0,3.0,11.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.7647058823529411,0.37777777777777777,0.8,0.3125,0.37777777777777777,0.21844660194174756,0.07453416149068323,0.17647058823529413,0.09090909090909091,0.011363636363636364,0.7142857142857143,0.07049608355091384,0.03597122302158273,0.0273972602739726,0.06130268199233716,0.019801980198019802,0.017467248908296942,0.034482758620689655,0.06060606060606061,0.06896551724137931,0.07738095238095238,0.044444444444444446,0.02040816326530612,1.0,0.36363636363636365,0.4,0.5,0.42718446601941745,0.3977272727272727,0.40229885057471265,0.37142857142857144,0.024271844660194174,0.2,0.2,1.0,0.1941747572815534,0.4,0.4,0.75,0.23809523809523808,0.8,0.75,0.01639344262295082,0.2459016393442623,0.3333333333333333,0.4,24.931111111111107,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1725,1610612750,Rasho Nesterovic,Rasho Nesterovic,1725,MIN,30550.0,509,11.0,971,975,187,187,143,1946,33.0,59,8.0,14.0,7.0,9,85,90.0,181,10.0,190.0,1035,14.0,32.0,,28.0,16.0,26,4.0,36.0,130.0,25,27,10,56,26.0,,5.0,73,28.0,101,3.0,14.0,3.0,,16.0,2.0,24,8.0,29,53,18.0,8.0,2.0,36.0,187,0.7222222222222222,0.8125,0.4972375690607735,0.4375,0.6153846153846154,0.4972375690607735,0.4375,0.6153846153846154,0.5,0.4375,0.6,18.75,0.20833333333333334,,0.06088992974238876,0.06073752711496746,0.08396946564885496,0.04,0.3259668508287293,0.559322033898305,0.6470588235294118,0.696969696969697,0.4696132596685083,0.4375,0.5714285714285714,0.125,0.34615384615384615,0.7777777777777778,0.3259668508287293,0.4591337016574586,0.4864333333333334,0.4789038461538461,0.0425531914893617,0.0425531914893617,0.14736842105263157,0.18947368421052632,7.485635359116022,0.19258496395468588,39.0,18.0,37.0,,,,,,,,,,,,,,,,50.0,,,20.0,,,15.0,2.0,2.0,,1.0,14.0,2.0,16.0,52.0,11.0,8.0,5.0,2.0,3.0,2.0,5.0,7.0,1.0,,22.0,1.0,22.0,15.0,5.0,,,,,,,0.08287292817679558,0.13559322033898305,0.08235294117647059,,0.3333333333333333,0.1452513966480447,0.16161616161616163,0.058823529411764705,0.1487964989059081,0.08045977011494253,0.03827751196172249,0.07142857142857142,0.1590909090909091,0.1509433962264151,0.13414634146341464,0.17647058823529413,0.12903225806451613,0.6818181818181818,0.4588235294117647,0.5,0.6666666666666666,0.20441988950276244,0.4864864864864865,0.4864864864864865,0.8888888888888888,,,,,,,,,,,,,,,,,11.0,10.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,True,,,,,
383,1610612750,Kendall Gill,Kendall Gill,383,MIN,34933.0,582,39.0,1104,1106,265,251,169,2210,21.0,41,3.0,6.0,4.0,10,20,72.0,179,29.0,203.0,1122,8.0,14.0,2.0,18.0,20.0,41,16.0,59.0,106.0,41,42,12,85,14.0,1.0,2.0,50,15.0,65,2.0,23.0,11.0,3.0,14.0,1.0,33,3.0,17,41,37.0,12.0,8.0,59.0,265,0.7361111111111112,0.7794117647058824,0.4022346368715084,0.5714285714285714,0.4878048780487805,0.4416243654822335,0.5714285714285714,0.4574468085106383,0.4742990654205608,0.6,0.5175438596491229,19.0,0.07692307692307693,0.03225806451612903,0.028225806451612902,0.026022304832713755,0.014084507042253521,0.019801980198019802,0.20812182741116753,0.5121951219512195,0.6363636363636364,0.5714285714285714,0.10152284263959391,0.42857142857142855,0.5,,0.2127659574468085,0.4,0.29949238578680204,0.45501725888324884,0.4462153846153847,0.44020106382978735,0.05825242718446602,0.06382978723404255,0.08866995073891626,0.29064039408866993,13.488268156424581,0.24003623188405798,7.0,44.0,118.0,7.0,10.0,2.0,3.0,8.0,,,1.0,4.0,10.0,18.0,,,1.0,6.0,38.0,30.0,,8.0,8.0,3.0,11.0,1.0,1.0,,15.0,14.0,,14.0,34.0,12.0,19.0,10.0,3.0,9.0,6.0,,5.0,3.0,,1.0,,2.0,1.0,6.0,1.0,0.5555555555555556,,0.16666666666666666,0.5555555555555556,0.09137055837563451,0.061452513966480445,0.1951219512195122,,0.025423728813559324,0.5757575757575758,0.07962529274004684,0.1308411214953271,,0.0898876404494382,0.06060606060606061,0.023529411764705882,,0.057692307692307696,0.08396946564885496,0.08854166666666667,0.08641975308641975,0.2692307692307692,0.5,0.35,0.35,0.5714285714285714,0.5989847715736041,0.3728813559322034,0.3826086956521739,0.8409090909090909,0.050761421319796954,0.7,0.7777777777777778,1.0,0.04060913705583756,0.375,0.375,1.0,,,,0.0425531914893617,0.0851063829787234,0.25,0.375,24.316666666666666,1.0,,,,,,1.0,1.0,1.0,0.05555555555555555,0.1,,,,,,,,,,,True,,,,,
693,1610612750,Joe Smith,Joe Smith,693,MIN,67088.0,1118,70.0,2128,2124,554,563,314,4252,70.0,120,39.0,57.0,15.0,31,80,151.0,326,102.0,404.0,2207,45.0,86.0,40.0,130.0,33.0,71,41.0,107.0,204.0,30,38,8,84,96.0,1.0,11.0,159,111.0,270,11.0,14.0,5.0,5.0,20.0,,43,10.0,95,171,131.0,52.0,17.0,107.0,554,0.6754966887417219,0.864406779661017,0.46319018404907975,0.5232558139534884,0.4647887323943662,0.4603658536585366,0.5232558139534884,0.4520547945205479,0.5179948586118251,0.5963302752293578,0.5353535353535354,17.32315112540193,0.18032786885245902,0.017241379310344827,0.10526315789473684,0.10773751224289912,0.10989010989010989,0.07913669064748201,0.36585365853658536,0.5833333333333334,0.7216494845360825,0.5,0.24390243902439024,0.6627906976744186,0.6842105263157895,0.1282051282051282,0.4246575342465753,0.4838709677419355,0.3719512195121951,0.4610325688073395,0.4964683544303798,0.4686520833333334,0.13978494623655913,0.14054054054054055,0.3217821782178218,0.26485148514851486,8.965030674846627,0.26033834586466165,26.0,55.0,126.0,,,,,2.0,,,,2.0,,2.0,,,,2.0,98.0,,,66.0,1.0,,37.0,8.0,7.0,1.0,3.0,19.0,14.0,42.0,106.0,9.0,23.0,12.0,6.0,11.0,8.0,17.0,7.0,8.0,2.0,54.0,4.0,55.0,25.0,11.0,,,,,,0.006097560975609756,0.11349693251533742,0.19166666666666668,0.1625,0.007936507936507936,0.5348837209302325,0.1371280724450194,0.1700404858299595,0.12844036697247707,0.1450980392156863,0.12637362637362637,0.09409190371991247,0.09523809523809523,0.1282051282051282,0.1336206896551724,0.14450867052023122,0.14124293785310735,0.24285714285714285,0.45454545454545453,0.325,0.3880597014925373,0.6538461538461539,0.38414634146341464,0.4365079365079365,0.44,0.9090909090909091,,,,,0.006097560975609756,,,,,,,,0.0273972602739726,,,34.25,22.0,28.0,2.0,,2.0,7.0,,1.0,,,,1.0,1.0,0.24,,,,,,,,True,,,,,
2080,1610612750,Igor Rakocevic,Igor Rakocevic,2080,MIN,3011.0,50,17.0,103,100,66,58,11,203,2.0,3,,,2.0,3,4,4.0,11,12.0,23.0,90,,,1.0,1.0,4.0,7,8.0,19.0,2.0,6,7,6,15,,,,3,1.0,4,1.0,,,1.0,1.0,,4,3.0,2,5,15.0,4.0,4.0,19.0,66,0.25,0.25,0.36363636363636365,,0.5714285714285714,0.39285714285714285,,0.6111111111111112,0.5476190476190477,0.5,0.6785714285714286,20.689655172413794,,,,0.023255813953488372,,0.14285714285714285,0.21428571428571427,0.6666666666666666,1.0,,0.2857142857142857,,,,0.3333333333333333,0.6666666666666666,0.42857142857142855,0.4484428571428572,,0.4585388888888889,0.23529411764705882,0.2857142857142857,0.043478260869565216,0.8260869565217391,10.281818181818181,0.6407766990291263,2.0,,4.0,,1.0,,1.0,2.0,,,1.0,2.0,1.0,3.0,,,1.0,2.0,6.0,3.0,,,2.0,1.0,2.0,1.0,1.0,,,,1.0,,3.0,,3.0,2.0,,1.0,,,,1.0,,,,,,1.0,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.21428571428571427,0.18181818181818182,0.3333333333333333,0.25,,0.75,0.06521739130434782,,0.16666666666666666,0.05454545454545454,,,,0.05263157894736842,,0.11764705882352941,,,,0.5,0.6666666666666666,0.5,0.2857142857142857,,,,0.07142857142857142,,,,0.14285714285714285,0.5,0.5,1.0,,,,,0.2222222222222222,0.5,0.5,25.46666666666667,,,,,,,,,,,,,,1.0,,,,,,,,True,,,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,55123.0,919,153.0,1756,1747,440,455,258,3503,62.0,89,11.0,20.0,8.0,14,158,197.0,378,110.0,522.0,1782,23.0,49.0,19.0,71.0,34.0,72,43.0,123.0,234.0,128,142,47,298,62.0,2.0,24.0,204,71.0,275,4.0,32.0,12.0,8.0,41.0,10.0,65,15.0,17,59,147.0,65.0,15.0,123.0,440,0.5939086294416244,0.6256684491978609,0.5211640211640212,0.46938775510204084,0.4722222222222222,0.5188916876574308,0.5,0.46511627906976744,0.5665938864628821,0.5634920634920635,0.5394736842105263,25.47491475888943,0.47058823529411764,0.04081632653061224,0.08401084010840108,0.08313253012048193,0.09090909090909091,0.023668639053254437,0.22418136020151133,0.6966292134831461,0.7848101265822784,0.5161290322580645,0.3979848866498741,0.38461538461538464,0.55,0.2727272727272727,0.16279069767441862,0.5714285714285714,0.27204030226700254,0.4392154430379747,0.4601784090909092,0.4324345238095238,0.14672686230248308,0.15330188679245282,0.1360153256704981,0.23563218390804597,10.09814814814815,0.2505694760820046,72.0,63.0,131.0,,1.0,1.0,6.0,18.0,2.0,3.0,4.0,13.0,6.0,19.0,2.0,3.0,4.0,14.0,160.0,12.0,6.0,20.0,17.0,6.0,22.0,14.0,6.0,8.0,22.0,59.0,7.0,41.0,139.0,20.0,24.0,10.0,5.0,14.0,6.0,5.0,13.0,19.0,6.0,30.0,4.0,30.0,16.0,11.0,0.6666666666666666,0.3157894736842105,0.6666666666666666,0.2857142857142857,0.3333333333333333,0.04785894206549118,0.0582010582010582,0.11235955056179775,0.06962025316455696,0.007633587786259542,0.36923076923076925,0.2171875,0.19617224880382775,0.07608695652173914,0.21201413427561838,0.09868421052631579,0.07323943661971831,0.07042253521126761,0.09615384615384616,0.26153846153846155,0.25259515570934254,0.1836734693877551,0.22580645161290322,0.5333333333333333,0.45569620253164556,0.4897959183673469,0.5277777777777778,0.32997481108312343,0.48091603053435117,0.4846153846153846,0.746031746031746,0.0025188916876574307,,,,0.04534005037783375,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.057692307692307696,0.6666666666666666,0.5,0.011627906976744186,0.1511627906976744,0.3076923076923077,0.35294117647058826,27.478947368421053,14.0,12.0,3.0,,3.0,5.0,,,,,,1.0,,0.09523809523809523,,,,,,,,True,,,,,
2254,1610612750,Loren Woods,Loren Woods,2254,MIN,1701.0,28,-5.0,56,55,37,22,7,111,,1,,,,1,1,,4,,,64,,,,,,4,,,,1,1,1,2,,,1.0,3,,3,,1.0,1.0,,2.0,1.0,2,1.0,1,1,,,,,37,,,,,,,,,,,,10.606060606060606,0.5,,,,,,0.2,,,,0.2,,,,0.2,,0.4,0.40781999999999996,,0.40781999999999996,,,,,11.850000000000001,0.6607142857142857,,,2.0,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,0.2,,,,,,0.09090909090909091,,,0.07407407407407407,,,,,,0.13333333333333333,,,,,,,0.4,,,,,,,,0.2,,,,,,,,0.2,,,27.3,,,,,,,,,,,,,,,,,,,,,,True,,,,,
324,1610612750,Anthony Peeler,Anthony Peeler,324,MIN,35113.0,585,-21.0,1112,1114,320,355,166,2226,13.0,22,4.0,7.0,3.0,4,13,50.0,118,11.0,168.0,1180,9.0,20.0,,21.0,12.0,26,8.0,56.0,68.0,58,61,20,125,12.0,,,49,15.0,64,4.0,24.0,16.0,2.0,3.0,,14,5.0,13,35,16.0,5.0,2.0,56.0,320,0.68,0.7391304347826086,0.423728813559322,0.45,0.46153846153846156,0.4590643274853801,0.4375,0.5,0.4661016949152542,0.4375,0.5188679245283019,14.692307692307692,,,0.025052192066805846,0.02722323049001815,0.02054794520547945,0.0425531914893617,0.1286549707602339,0.5909090909090909,0.7647058823529411,0.6923076923076923,0.07602339181286549,0.2916666666666667,0.5714285714285714,0.25,0.08333333333333333,0.75,0.43859649122807015,0.47397602339181283,0.454995652173913,0.47546666666666665,0.02857142857142857,0.040983606557377046,0.125,0.3333333333333333,14.335593220338982,0.28776978417266186,3.0,34.0,83.0,4.0,13.0,10.0,15.0,40.0,,2.0,4.0,12.0,19.0,53.0,1.0,4.0,8.0,22.0,32.0,57.0,,8.0,40.0,15.0,8.0,3.0,2.0,1.0,15.0,23.0,3.0,17.0,32.0,8.0,11.0,8.0,1.0,3.0,1.0,2.0,,1.0,3.0,2.0,1.0,2.0,,9.0,1.0,0.3584905660377358,0.25,0.36363636363636365,0.3584905660377358,0.30994152046783624,0.06779661016949153,0.22727272727272727,0.07692307692307693,0.024096385542168676,0.7857142857142857,0.08443271767810026,0.11409395973154363,0.041666666666666664,0.0928030303030303,0.041237113402061855,0.0211864406779661,0.0392156862745098,0.0673076923076923,0.06306306306306306,0.10975609756097561,0.1523809523809524,0.022727272727272728,,0.23076923076923078,0.25,0.6666666666666666,0.4853801169590643,0.40963855421686746,0.41975308641975306,0.6764705882352942,0.07602339181286549,0.3076923076923077,0.3076923076923077,1.0,0.23391812865497075,0.375,0.375,1.0,0.08333333333333333,,,0.20833333333333334,0.25,0.3333333333333333,0.375,24.886792452830186,1.0,,,,,,,,,,,,,0.047619047619047616,1.0,2.0,4.0,0.08333333333333333,0.5,1.0,0.4,True,,,,,
393,1610612750,Rod Strickland,Rod Strickland,393,MIN,28081.0,468,26.0,883,890,201,234,123,1773,17.0,31,1.0,1.0,3.0,6,35,63.0,142,36.0,165.0,889,9.0,11.0,2.0,20.0,10.0,30,9.0,29.0,36.0,111,127,33,270,7.0,,,36,8.0,44,2.0,26.0,12.0,6.0,15.0,2.0,35,7.0,9,21,46.0,19.0,5.0,29.0,201,0.2857142857142857,0.2903225806451613,0.44366197183098594,0.8181818181818182,0.3333333333333333,0.4271523178807947,0.75,0.3125,0.476878612716763,0.7692307692307693,0.3918918918918919,20.253164556962027,,,0.017811704834605598,0.018823529411764704,,0.02564102564102564,0.2052980132450331,0.5483870967741935,0.6296296296296297,0.35294117647058826,0.23178807947019867,0.08333333333333333,1.0,1.0,0.1875,0.5,0.26490066225165565,0.45055700000000004,0.43141818181818176,0.4318774193548387,0.1130952380952381,0.11949685534591195,0.12121212121212122,0.17575757575757575,12.291549295774647,0.2276330690826727,18.0,28.0,76.0,,1.0,,1.0,8.0,,1.0,,2.0,1.0,9.0,,1.0,,2.0,90.0,3.0,,2.0,7.0,1.0,7.0,16.0,13.0,3.0,27.0,51.0,1.0,9.0,27.0,14.0,20.0,15.0,2.0,5.0,2.0,2.0,2.0,2.0,,1.0,,2.0,,3.0,1.0,0.1111111111111111,,,0.125,0.059602649006622516,0.04929577464788732,0.12903225806451613,0.05714285714285714,0.013157894736842105,0.5714285714285714,0.0782608695652174,0.0989010989010989,0.03125,0.08256880733944955,,0.03482587064676617,0.041666666666666664,0.060240963855421686,0.08,0.08641975308641975,0.0958904109589041,0.1111111111111111,,0.5142857142857142,0.5454545454545454,0.05555555555555555,0.5033112582781457,0.3684210526315789,0.37333333333333335,0.39285714285714285,0.006622516556291391,,,,0.052980132450331126,0.125,0.125,1.0,0.08333333333333333,,,,0.0625,,0.14285714285714285,27.41111111111111,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,True,,,,,
